Title,Description,Keywords,event,neg_event,Answer.commentbox,Answer.otherppl,Answer.owant4a,Answer.owant4b,Answer.owant4c,Answer.owant4d,Answer.submitButtonTimer,Answer.xdo,Answer.xneed2a,Answer.xneed2b,Answer.xneed2c,Answer.xneed2d,Answer.xwant3a,Answer.xwant3b,Answer.xwant3c,Answer.xwant3d,Approve,Reject
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses PersonY a lot,PersonX doesnt miss PersonY alot,{},no,{},{},{},{},5.277,no,{},{},{},{},to be negative,chaos,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses PersonY a lot,PersonX doesnt miss PersonY alot,{},yes,to beg for forgiveness,to plead their case,{},{},32.76,no,{},{},{},{},a divorce,to get full custody,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a note,PersonY gives PersonX a note,{},no,{},{},{},{},9.109,no,{},{},{},{},to be nice,to solve issues,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a note,PersonY gives PersonX a note,,yes,understand the work,meet the platform,{},{},45.058,yes,did not plan any,plan for stole,{},{},good for someone,plan for get work,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY with all my heart,PersonX hates PersonY with all of PersonX's heart,{},yes,to plan a mean prank,to laugh at them in front of people,{},{},66.792,yes,to see PersonY in action,to compare PersonY to good people,{},{},to cut ties,to yell at them,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY with all my heart,PersonX hates PersonY with all of PersonX's heart,{},yes,to know why PersonX hates them,to resolve the hatred,{},{},61.384,yes,To have a reason for hating personY,to get hurt by PersonY,{},{},to attack personY,to avoid personY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses PersonY a lot,PersonX doesn't miss PersonY a lot,{},yes,to try to understand why PersonX is asking for space,to try to get along without PersonX,{},{},203.837,yes,to have been around PersonY too much,to have been getting tired of PersonY,{},{},to ask for some space from PersonY,to see if they are meant to be together,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses PersonY a lot,PersonX doesn't miss PersonY a lot,{},yes,to be missed,find new friends,{},{},100.912,yes,be away from personY,know personY,{},{},stay away from personY,find new friends,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gazes upon PersonY,PersonX ignores persony,{},no,{},{},{},{},61.495,no,{},{},{},{},to make up,to talk to y,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gazes upon PersonY,PersonX ignores persony,{},yes,to get personx attention,to walk away,{},{},61.722,no,{},{},{},{},to stay silent,to look away,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a note,PersonX steals a note from PersonY,,no,{},{},{},{},39.384,yes,make steal from friend,have fun,{},{},get a fun from friends,make comback,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a note,PersonX steals a note from PersonY,{},yes,to hire a detective,to look in their drawer one last time,{},{},86.606,yes,to find the note,to create a plan of escape,{},{},to read the confidential information,post the information online,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY with all my heart,PersonX despises persony.,{},yes,to defend themself,ignore PersonX,{},{},107.996,yes,meet PersonY,have a negative interaction with PersonY,have time to process the negative interaction(s),{},avoid PersonY,tell other people to avoid PersonY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY with all my heart,PersonX despises persony.,{},no,{},{},{},{},87.334,no,{},{},{},{},to be alone,to be safe,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses school,PersonX starts school,{},no,{},{},{},{},12.751,no,{},{},{},{},to learn new skills,to get a degree,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses school,PersonX starts school,{},no,{},{},{},{},51.685,yes,sign up for school,get supplies,{},{},study,learn,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels the heat,PersonX theorizes there is heat,{},no,{},{},{},{},58.581,no,{},{},{},{},to cook food,to allow the access,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels the heat,PersonX theorizes there is heat,{},no,{},{},{},{},30.662,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a small smile,Person X frowns at Person Y.,{},yes,to ignore PersonX,to mind their own business,{},{},91.198,yes,to have a grudge against PersonY,to dislike PersonY,{},{},walk past PersonY without saying anything,spread rumors about PersonY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a small smile,Person X frowns at Person Y.,{},yes,to feel threatened,to look at personx with a concerned face,{},{},58.451,yes,to move the eyebrows,to look at persony,{},{},to yell at persony,to be angry at persony,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels the heat,PersonX feels the cold,{},no,{},{},{},{},118.14,yes,to go outside,forget their jacket,{},{},turn up the heat,put on a jacket,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels the heat,PersonX feels the cold,{},no,{},{},{},{},58.289,no,be somewhere cold,{},{},{},warm up,dress warmer,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a small smile,PersonX is rude to PersonY small smile,This is an interesting task,yes,to forgive person x,to teach smile,{},{},359.597,yes,to be a rude person,to to unhappy,{},{},to fight with person y,to talk with person y,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a small smile,PersonX is rude to PersonY small smile,{},yes,to stab personx,to stalk personx,{},{},23.622,no,{},{},{},{},to spite persony,to reject persony,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses school,PersonX is first at school,{},no,{},{},{},{},98.246,yes,to study very hard,take the exam,{},{},receive their award,prepare for the next exam,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses school,PersonX is first at school,{},no,{},{},{},{},22.32,no,{},{},{},{},keep their position,keep studying,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY's dog,PersonX hates PersonY's dog,{},no,{},{},{},{},36.966,no,{},{},{},{},to cause a fight,to be alone,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY's dog,PersonX hates PersonY's dog,{},yes,to send their dog after personx,to make their dog bite personx,{},{},60.645,no,{},{},{},{},to kick the dog,to slap the dog,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a warning,PersonX gives PersonY a blessing,{},no,{},{},{},{},44.287,no,{},{},{},{},to be uplifting,to cause friendship,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a warning,PersonX gives PersonY a blessing,,yes,blessings are good,give a free mind,{},{},61.083,yes,plan to give some bless,blessings are the improvement one,{},{},good,going to the temple,give some rest and blessings,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels unappreciated,PersonX feels appreciated,{},yes,to thank PersonX again,feel happy that PersonX feels appreciated,{},{},75.895,yes,to be appreciated,to be thanked,{},{},to happy,to be thankful,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels unappreciated,PersonX feels appreciated,{},no,{},{},{},{},15.713,no,{},{},{},{},to be kind to others,to be grateful,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gazes upon PersonY,PersonX gazes away from PersonY,{},yes,approach person X.,ask person X why they are avoiding them.,{},{},134.858,yes,to see person Y.,to make eye contact with person Y.,{},{},to walk away from person Y's line of sight.,to avoid person Y.,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gazes upon PersonY,PersonX gazes away from PersonY,{},no,{},{},{},{},301.366,no,{},{},{},{},be happy,should  do some other work,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices day and night,PersonX goofs off day and night,{},no,{},{},{},{},38.52,no,{},{},{},{},to not take life serious,have fun,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices day and night,PersonX goofs off day and night,{},no,{},{},{},{},54.025,no,{},{},{},{},to take rest,to more attentive,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY's dog,PersonX loves PersonY's cat,{},yes,to take his cat away from PersonX,reestablish his relationship with his cat,{},{},118.646,yes,to meet the cat,spend time with the cat,to have the emotional capacity for love,{},stay longer at PersonY's place,adopt PersonY's cat,get his own cat,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY's dog,PersonX loves PersonY's cat,{},yes,to let pesonx babysit,to hand the cat to personx,{},{},23.399,no,{},{},{},{},to adopt the cat,to babysit the cat,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a warning,PersonX fails to warn PersonY.,{},yes,to call personx out,to murder personx,{},{},30.475,no,{},{},{},{},to put persony in danger,to harm persony,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY a warning,PersonX fails to warn PersonY.,{},yes,be warned,receive an explanation,{},{},27.347,no,{},{},{},{},warn personY,stay uninvolved,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses work,PersonX completes work,{},no,{},{},{},{},31.935,yes,to get assigned work,to work on their work,{},{},to go home,to eat dinner,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses work,PersonX completes work,{},no,{},{},{},{},42.741,yes,to have a task,to be working,{},{},to get a massage,to relax in bed,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices for weeks,PersonX practices for minutes,{},no,{},{},{},{},47.748,no,{},{},{},{},to be athletics,to be boxer,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices for weeks,PersonX practices for minutes,{},no,{},{},{},{},51.247,no,to have a skill,to know how to practice,{},{},to demonstrate their skills,to show others,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a beer,PersonX doesn't drink alcohol,{},no,{},{},{},{},4.333,no,{},{},{},{},to do something else,to be negative,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a beer,PersonX doesn't drink alcohol,no,no,{},{},{},{},194.582,yes,to be a good person,to hate drinking alcohol,{},{},to take care of person x's health,to stay fit,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels unappreciated,PersonX feels appreciated,{},yes,show personX how much he is appreciated,recognize the appreciation,{},{},51.82,no,{},{},{},{},show appreciation back,continue to be appreciated,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels unappreciated,PersonX feels appreciated,{},no,{},{},{},{},40.585,no,{},{},{},{},to thank someone,to smile,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses work,PersonX is unemployed,{},no,{},{},{},{},44.252,yes,to have a job,to work initially,{},{},to remain unfocused,to look for a job,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX misses work,PersonX is unemployed,{},no,{},{},{},{},27.752,no,{},{},{},{},to find a job,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY's work,PersonX thinks PersonY's work is terrible.,{},yes,fix the work,get made at PersonX,{},{},77.077,yes,has experience to know what good work is,reviews PersonY's work,{},{},talks to PersonY about the work,returns PersonY's work and makes them redo it,gives PersonY a bad grade,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY's work,PersonX thinks PersonY's work is terrible.,{},yes,to redo the assignment,to apologize and then resign,{},{},59.938,yes,to look over the work,to do a comparative analysis,{},{},to fire PersonY,to reprimand PersonY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY account,PersonX robs PersonY's account.,{},yes,to file a report,to hire a private eye,{},{},69.045,yes,to go to the bank,to use a fraudulent identification,{},{},to count the spoils,to pay their handler,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY account,PersonX robs PersonY's account.,{},yes,to recover their losses,to complain,{},{},83.018,yes,to identify personY,to learn personY's account information,{},{},to spend money,to steal more,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices for weeks,PersonX plays by the seat of their pants.,{},no,{},{},{},{},46.52,yes,avoid caution,disregard schedules,{},{},be more predictable,have adventures,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices for weeks,PersonX plays by the seat of their pants.,{},no,{},{},{},{},14.016,no,{},{},{},{},wing it,concentrate,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a beer,PersonX gets some water,{},no,{},{},{},{},55.566,yes,grab a cup,turn on the sink,{},{},make some food,to drink water,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a beer,PersonX gets some water,{},no,{},{},{},{},42.445,yes,to grab a cub,to fill it,{},{},to take the glass of water towards his/her mouth,to drink the water,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels unhappy,PersonX is ecstatic.,{},no,{},{},{},{},58.977,no,{},{},{},{},to celebrate,to jump for joy,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels unhappy,PersonX is ecstatic.,{},no,{},{},{},{},33.158,yes,to stop moving,to stop thinking,{},{},to put him/herself back together,to analyze what happened.,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY's work,PersonX hates PersonY's work.,{},yes,to listen to personX,to argue with personX,{},{},47.383,yes,to know personY,to see personY's work,{},{},to critique personY's work,to offer advice to personY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves PersonY's work,PersonX hates PersonY's work.,{},no,{},{},{},{},12.57,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices hard,PersonX misses practice,{},no,{},{},{},{},29.79,no,{},{},{},{},join a new team,tryout for different team,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices hard,PersonX misses practice,{},no,{},{},{},{},147.988,no,{},{},{},{},to be on time,to drive a bike,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels unhappy,PersonX feels happy.,{},no,{},{},{},{},144.193,no,{},{},{},{},to be calm,to share good,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels unhappy,PersonX feels happy.,{},no,{},{},{},{},52.677,no,{},{},{},{},to remain in a state of pleasure,to celebrate their good mood,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a book,PersonX returns the book.,{},no,{},{},{},{},20.85,yes,borrow a book,finish the book,{},{},borrow another book,tell someone about the book,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a book,PersonX returns the book.,{},no,{},{},{},{},154.507,no,{},{},{},{},to purchase another book,to add more fun,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY account,PersonX takes PersonY account,,yes,change the account,as possible,{},{},46.238,yes,plan to work,plan to change account,{},{},get some changed account,going to some place,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY account,PersonX takes PersonY account,{},no,{},{},{},{},142.119,no,{},{},{},{},to check them,help out,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX mixes it up,PersonX separates everything into groups.,,no,{},{},{},{},39.412,yes,plan for meet some people,get some people in while,{},{},going to meet,someone in a house,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX mixes it up,PersonX separates everything into groups.,{},no,{},{},{},{},12.863,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves reading,PersonX hates reading,no,no,{},{},{},{},101.064,yes,to go to school,to study,{},{},to get bad grades,to lose the job,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves reading,PersonX hates reading,{},no,{},{},{},{},120.655,no,{},{},{},{},to watch tv,to be alone,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices hard,PersonX has a natural talent,{},no,{},{},{},{},141.36,no,{},{},{},{},to use them,to win the title,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices hard,PersonX has a natural talent,{},no,{},{},{},{},59.992,no,{},{},{},{},to study abroad,to work hard,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY an allowance,PersonX charges PersonY a fee,{},yes,to get out their wallet,to write a check,{},{},48.757,yes,to be hired,to perform a job,{},{},to thank person y,write person y a receipt,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY an allowance,PersonX charges PersonY a fee,{},yes,to get their money's worth,to get a receipt,{},{},89.11,yes,to set their pricing,to develop a way to control entry,{},{},make sure Y is paid up,deliver a service to Y,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a book,PersonX gets a book stolen,{},no,{},{},{},{},40.205,no,{},{},{},{},to repay,to make them pay,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a book,PersonX gets a book stolen,{},no,{},{},{},{},38.257,no,{},{},{},{},report the crime,investigate the theft,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels very embarrassed,PersonX feels very confident,{},no,{},{},{},{},45.803,no,{},{},{},{},to get job,earn money,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels very embarrassed,PersonX feels very confident,{},no,{},{},{},{},33.849,no,{},{},{},{},to show off,to make a presentation,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves reading,PersonX is illiterate,no,no,{},{},{},{},155.804,yes,to go to school,to learn badly,{},{},to study,to get good job,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves reading,PersonX is illiterate,{},no,{},{},{},{},59.46,no,{},{},{},{},to learn to read,to avoid situations requiring reading,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX mixes it up,PersonX gets it right,{},no,{},{},{},{},17.387,no,{},{},{},{},keep getting it right,try it again,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX mixes it up,PersonX gets it right,{},no,{},{},{},{},47.134,no,{},{},{},{},to start another task,to share their accomplishment,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices hard every day,PersonX takes naps and watches TV.,{},no,{},{},{},{},79.033,no,{},{},{},{},watch live football,cook food,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices hard every day,PersonX takes naps and watches TV.,{},no,{},{},{},{},77.579,yes,to be lazy,to not have anything to do,{},{},to eat chips,to play video games,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves reading books,PersonX dislikes reading,{},no,{},{},{},{},92.861,no,{},{},{},{},buy an audio book,watch some tv,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves reading books,PersonX dislikes reading,{},no,{},{},{},{},58.733,no,{},{},{},{},to get sleep,to get rest,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels very embarrassed,Personx is very confident,{},no,{},{},{},{},112.445,yes,to study hard for the exam,to learn about the instructor and the exam rules,take the exam,{},to celebrate on a good job,take time off to relax,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels very embarrassed,Personx is very confident,{},no,{},{},{},{},94.771,no,{},{},{},{},remain confident,act on the confidence,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY an allowance,PersonX makes PersonY work for money,{},yes,to do a good job,to get a promotion,{},{},67.115,yes,to hire Y,to train Y,{},{},to get their money's worth from Y,to make sure Y does a good job.,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY an allowance,PersonX makes PersonY work for money,{},yes,to work less,,{},{},32.725,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices hard every day,PersonX does not practice their craft at all.,{},no,{},{},{},{},18.602,no,{},{},{},{},to try new things,to give up,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices hard every day,PersonX does not practice their craft at all.,{},no,{},{},{},{},14.587,no,{},{},{},{},get better at their job,improve themselves,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels very lucky,PersonX feels horribly cursed.,{},no,{},{},{},{},39.211,no,{},{},{},{},look for a spiritual person,sort God,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX feels very lucky,PersonX feels horribly cursed.,{},no,{},{},{},{},20.65,no,{},{},{},{},have better luck,break the curse,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves reading books,PersonX can't stand books,{},no,{},{},{},{},81.708,yes,has trouble reading,had bad reading teachers,got in a horrific accident involving books,{},watches tv instead,always says the movie is better than the book,avoids the library,doesn't buy himself books.,,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves reading books,PersonX can't stand books,{},no,{},{},{},{},30.026,yes,read books,be unimpressed by books,{},{},watch movies instead,avoid book,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a burger,PersonX gets grilled chicken.,{},no,{},{},{},{},121.573,no,{},{},{},{},to eat,to taste it,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a burger,PersonX gets grilled chicken.,{},no,{},{},{},{},24.53,no,{},{},{},{},to be healthy,to have a salad,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX moves in with PersonY,PersonX moves out of PersonY's house,,yes,speak together well,get some freshness.,{},{},55.401,yes,plan for the meeting,plan for some meeting,{},{},get a warm welcome,get a best moments,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX moves in with PersonY,PersonX moves out of PersonY's house,{},yes,to find a new tenant,to rent their summer house out,{},{},75.489,yes,to get boxes ready,to pack,{},{},to ask a friend if they can move in,to look for a permanent apartment,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY an f,PersonX gives PersonY an A.,{},yes,to get better grades,person y wants to thank person x,{},{},125.256,no,{},{},{},{},to congratulate person y,to encourage others to get good grades,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gives PersonY an f,PersonX gives PersonY an A.,{},yes,to enroll in advanced classes,to post their exam on the refrigerator,{},{},105.854,yes,to read the exam,to decide on a grade,{},{},to offer an extra assignment,to plan the curriculum for next semester,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices really hard,PersonX slacks off at practice.,{},no,{},{},{},{},23.079,yes,go to practice,fail to try,{},{},try harder,practice again later,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX practices really hard,PersonX slacks off at practice.,{},no,{},{},{},{},20.766,no,{},{},{},{},refocus,get motivation back,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves riding PersonX's bike,PersonX does not have a bike,{},no,{},{},{},{},136.403,no,{},{},{},{},to get a bike,to get something else like roller blades,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX loves riding PersonX's bike,PersonX does not have a bike,{},no,{},{},{},{},108.888,no,{},{},{},{},to go to wedding,borrow bike,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX moves in with PersonY,PersonX divorces PersonY,{},yes,to scream and cry,to avoid friends,to move to another city,{},323.782,yes,to talk to lawyer,find another place to live,{},{},to save money,to date other people,to go to therapy,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX moves in with PersonY,PersonX divorces PersonY,{},no,{},{},{},{},34.306,yes,have a bad marriage,file with lawyer,{},{},remain single,go on dates,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets a burger,PersonX gets a yogurt.,{},no,{},{},{},{},86.606,no,{},{},{},{},to eat,to share them,{},{},,
