Title,Description,Keywords,sent,numquestions,q1text,q1option1,q1option2,q1option3,q1option4,q1option5,q2text,q2option1,q2option2,q2option3,q2option4,q2option5,q3text,q3option1,q3option2,q3option3,q3option4,q3option5,q4text,q4option1,q4option2,q4option3,q4option4,q4option5,q5text,q5option1,q5option2,q5option3,q5option4,q5option5,q6text,q6option1,q6option2,q6option3,q6option4,q6option5,q7text,q7option1,q7option2,q7option3,q7option4,q7option5,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Due to this incident , the nearby stream was called the Battle Creek River .",3,"From reading the sentence, how certain are you that ""calling"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""the Battle Creek River"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""the Battle Creek River"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It definitely happened,The action didn't affect it,The action didn't affect it at all,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Due to this incident , the nearby stream was called the Battle Creek River .",3,"From reading the sentence, how certain are you that ""calling"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""the Battle Creek River"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""the Battle Creek River"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It definitely happened,The action didn't affect it,The action didn't affect it at all,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Aung San Suu Kyi returned to Burma in 1988 to take care of her ailing mother .,7,"Did ""Aung San Suu Kyi"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Aung San Suu Kyi"" is done ""taking""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Aung San Suu Kyi""'s act of ""taking"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Aung San Suu Kyi"" make a concious choice to ""take""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""taking"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""care"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""care"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely moved,The action has probably been completed,"A long time, and there is no way of telling how long from the context",It can and definitely did made a concious decision,It definitely happened,It might have benefited from the action,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Aung San Suu Kyi returned to Burma in 1988 to take care of her ailing mother .,7,"Did ""Aung San Suu Kyi"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Aung San Suu Kyi"" is done ""taking""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Aung San Suu Kyi""'s act of ""taking"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Aung San Suu Kyi"" make a concious choice to ""take""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""taking"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""care"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""care"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely moved,The action is probably still going on,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It can and definitely did made a concious decision,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Aung San Suu Kyi returned to Burma in 1988 to take care of her ailing mother .,7,"Did ""Aung San Suu Kyi"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Aung San Suu Kyi"" is done ""taking""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Aung San Suu Kyi""'s act of ""taking"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Aung San Suu Kyi"" make a concious choice to ""take""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""taking"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""care"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""care"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely moved,The action has probably been completed,"A long time, and there is no way of telling how long from the context",It can and definitely did made a concious decision,It definitely happened,It greatly benefited from the action,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","The main presenter is Georgina Bowman , with sports news read by David Garrido .",7,"Did ""David Garrido"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""David Garrido"" is done ""reading""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""David Garrido""'s act of ""reading"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""David Garrido"" make a concious choice to ""read""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""reading"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""sports news"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""sports news"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It probably moved,The action is definitely still going on,This does not refer to a specific event at all; it is describing something,It can and definitely did made a concious decision,It definitely happened,It benefited from the action,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","The main presenter is Georgina Bowman , with sports news read by David Garrido .",7,"Did ""David Garrido"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""David Garrido"" is done ""reading""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""David Garrido""'s act of ""reading"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""David Garrido"" make a concious choice to ""read""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""reading"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""sports news"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""sports news"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It probably moved,The action has probably been completed,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It can make concious decisions and probably did in this case,It probably happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","The main presenter is Georgina Bowman , with sports news read by David Garrido .",7,"Did ""David Garrido"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""David Garrido"" is done ""reading""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""David Garrido""'s act of ""reading"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""David Garrido"" make a concious choice to ""read""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""reading"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""sports news"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""sports news"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,I'm not sure whether it moved,The action is probably still going on,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It can and definitely did made a concious decision,It probably happened,It might have benefited from the action,It probably wasn't harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","As for the Americans , they had to wait until 1917 to see every infantry unit carry at least one machine gun .",5,"Did ""they"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""they"" is done ""waiting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""they""'s act of ""waiting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""they"" make a concious choice to ""wait""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""waiting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,I'm not sure whether it moved,The action has definitely been completed,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It can make concious decisions but it definitely did not in this case,It definitely happened,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","As for the Americans , they had to wait until 1917 to see every infantry unit carry at least one machine gun .",5,"Did ""they"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""they"" is done ""waiting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""they""'s act of ""waiting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""they"" make a concious choice to ""wait""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""waiting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It probably moved,The action has definitely been completed,"A long time, and there is no way of telling how long from the context",It can make concious decisions and probably did in this case,It definitely happened,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","As for the Americans , they had to wait until 1917 to see every infantry unit carry at least one machine gun .",5,"Did ""they"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""they"" is done ""waiting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""they""'s act of ""waiting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""they"" make a concious choice to ""wait""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""waiting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It probably did not move,The action is probably still going on,Almost always less than a minute,It is something that cannot make concious decisions,There is equal chance that it happened or not,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",The credits of the film also thank the Ute Tribe for filming in the Ute Mountain reservation .,7,"Did ""The credits of the film"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""The credits of the film"" is done ""thanking""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""The credits of the film""'s act of ""thanking"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""The credits of the film"" make a concious choice to ""thank""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""thanking"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""the Ute Tribe"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""the Ute Tribe"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action has definitely been completed,This does not refer to a specific event at all; it is describing something,It can and definitely did made a concious decision,It definitely happened,It benefited from the action,It probably wasn't harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",The credits of the film also thank the Ute Tribe for filming in the Ute Mountain reservation .,7,"Did ""The credits of the film"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""The credits of the film"" is done ""thanking""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""The credits of the film""'s act of ""thanking"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""The credits of the film"" make a concious choice to ""thank""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""thanking"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""the Ute Tribe"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""the Ute Tribe"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It probably did not move,The action has definitely been completed,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It is something that cannot make concious decisions,It definitely happened,It benefited from the action,It probably wasn't harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",The credits of the film also thank the Ute Tribe for filming in the Ute Mountain reservation .,7,"Did ""The credits of the film"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""The credits of the film"" is done ""thanking""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""The credits of the film""'s act of ""thanking"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""The credits of the film"" make a concious choice to ""thank""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""thanking"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""the Ute Tribe"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""the Ute Tribe"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action is probably still going on,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It is something that cannot make concious decisions,It definitely happened,It benefited from the action,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Approximately 80 percent of the acetylene produced annually in the United States is used in chemical synthesis .,7,"Did ""80 percent of the acetylene produced annually in the United States"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""80 percent of the acetylene produced annually in the United States"" is done ""using""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""80 percent of the acetylene produced annually in the United States""'s act of ""using"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""80 percent of the acetylene produced annually in the United States"" make a concious choice to ""use""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""using"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""acetylene"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""acetylene"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action is probably still going on,This does not refer to a specific event at all; it is describing something,It is something that cannot make concious decisions,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Approximately 80 percent of the acetylene produced annually in the United States is used in chemical synthesis .,7,"Did ""80 percent of the acetylene produced annually in the United States"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""80 percent of the acetylene produced annually in the United States"" is done ""using""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""80 percent of the acetylene produced annually in the United States""'s act of ""using"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""80 percent of the acetylene produced annually in the United States"" make a concious choice to ""use""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""using"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""acetylene"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""acetylene"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,I'm not sure whether it moved,The action is definitely still going on,"A long time, and there is no way of telling how long from the context",It is something that cannot make concious decisions,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Approximately 80 percent of the acetylene produced annually in the United States is used in chemical synthesis .,7,"Did ""80 percent of the acetylene produced annually in the United States"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""80 percent of the acetylene produced annually in the United States"" is done ""using""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""80 percent of the acetylene produced annually in the United States""'s act of ""using"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""80 percent of the acetylene produced annually in the United States"" make a concious choice to ""use""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""using"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""acetylene"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""acetylene"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It probably did not move,The action is definitely still going on,"A long time, and there is no way of telling how long from the context",It is something that cannot make concious decisions,It probably happened,It probably wasn't benefited by the action,It probably wasn't harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",PO also wanted to control the law enforcement and the situation ended up in the stalemate .,7,"Did ""PO"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""PO"" is done ""wanting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""PO""'s act of ""wanting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""PO"" make a concious choice to ""want""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""wanting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""to control the law enforcement"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""to control the law enforcement"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It probably moved,The action has definitely been completed,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It can and definitely did made a concious decision,It definitely happened,The action didn't affect it,The action didn't affect it at all
