Title,Description,Keywords,context,doc_id
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",Nastia was suddenly very thankful for the thick towel . Her nipples had tightened almost painfully when she had felt her chest press against Alicia 's breasts . The two - time national champion allowed herself to briefly recognize that her teammates breasts felt as good as they looked .,Blog_1582983
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","We had a little mache salad to accompany the meal which is a salad from the gods . Not only do I love it with just a touch of evoo and sea salt ( I think any vinegar kills it and masks its already beautiful , sweet flavor ) , but our kids love it as well . His variety comes from a farmer in upstate and it tastes just like the Valeriana that his father has growing in their garden in Sicily . We actually tried to plant it in our small garden but it came up sparingly and was n't realistic enough when darkness arrives at 4:30 PM in the winter and we are n't home until much later .",Blog_743458
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",I bought an electric razor for my legs ( which I LOVE ) and I picked up some romantic scented perfumes to try . I read somewhere that the male mind connects the scents of vanilla and cinnamon to love . So I bought a vanilla spice scent XD It also said that floral type scents are good for romantic type stuff so I bought a rose scented perfume and some other floral thing . They were cheap .,Blog_244995
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Mmmmm after SMSing my Maxis friends whether they 're using prepaid or postpaid , I suddenly thought of Chris , and because his bills are quite high monthly , he agreed to help me out ! That 's why I loveee him so much wtf ( in a non - romantic manner ) . Anyway !",Blog_1486860
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","This one was really funny . As we were driving down the beach , I thought I saw a couple fighting in a nearby car . As we took another look , it did appear that they were having some kind of dissagreement .",Blog_736647
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","This morning , I got up from my desk to go to the ladies room . As I passed by two guys from the mail room , I over heard one of them saying , "" Now she 's turning left and walking away from us , probably to use the bathroom . "" I stopped in my tracks and turned around .",Blog_403779
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","It was not a scary dream just a very odd one . After church , my family and I went for breakfast at Burger King ( My dad being the simple man he was , loved breakfast at BK on Sundays and we are keeping the tradition alive . ) I was standing at the counter placing my order when I noticed my nephew standing in front of me , his back facing me .",Blog_396701
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Again , I wish I had had more time to enjoy that too . I spent the time practicing my presentation before passing out . The 4 + hour drive - much of which was in stop and go traffic - really wore me out after spending the afternoon outside . The conference itself was a bit disappointing . I got some good information , and really impressed the audience with my presentation , but I had hoped that the higher ups were going to be there to see it .",Blog_239155
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Last week I had chance to go on fly out fly - fishing trip in Juneau , Alaska with Bear Creek Outfitters . I was on my honeymoon and I had the trip lined up through the cruise . Prior to the cruise , the owner of one of our local fly shops gave me some flies to try , plus I had done a little research prior to the fishing trip so would be prepared . I tied a few pink clouser minnows , which I heard was "" The "" fly at the time .",Blog_60684
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Week Four : Monday Gold 's was closed on Labor Day , but I did not make plans for an alternate work out . I could have done so , but I just did n't do it . It was not a great day for eating habits either .",Blog_1210979
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I am always a little skeptical and curious about Chinese Diners and their ways of serving meals . For a country who calls duck a Chinese turkey , what more can you expect ? The latest trend in Chinese cuisine and dining are the theme restaurants . Some of them are designed like a jail , while others serve food on a hospital bed or even in a restroom environment .",Blog_382100
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Last week , I decided I should probably mow my lawn . We 'd had just enough rain that it was getting green again , and there were some weeds in the back that were quickly approaching bush status and getting tall enough for Arthur to lift his leg on . Some folks had also moved into the two story house behind me , and I figured it would be neighborly to give them a somewhat decent view , as I 'm sure it was kind of a nuisance that the dogs welcomed them to the neighborhood by steadily barking at the sight of them on the balcony or the light from their television . ( On a side note , these newbies should seriously invest in some curtains soon .",Blog_1357610
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","But my essay was indeed of my own devising , wrought from my own usually unreliable mind . I had related the story to Janice , remembering the shame I was made unfairly to endure that morning in Arima . And there we were , this other morning , driving along the hills of West Virginia , more concerned with the curiosity of crosses , in threes , that commanded many a hillside along the winding road .",Blog_890662
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I saw many girls passing by in flip - flops , immune to cold feet for the rest of the day , but as I had a lab , I had to wear closed - toe shoes . Squelch , squelch , squelch , I walked up the stairs into the lab . I grabbed some paper towels , but was at a loss as to what to do with them . My hair was relatively dry .",Blog_300714
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","That girl deserved a gold on floor ( did n't get it ) , Nastia got robbed on bars , Sacramone getting gypped on her vault , SOMETHING had to finally go right . Three silvers , but nothing feels better than having that gold . I 'm so happy .",Blog_963649
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","At least we could smoke there . Juliet kept on buying me whiskey and every time we changed stages i would lose everyone . At the start i was overwhelmed by how cute everyone was , lots of great looks , not too generic - hipster and people smelt nice , as the night progressed the smell definitely changed . But it was fun and i felt kind of proud to see so much local talent . Saturday .",Blog_1123374
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","This bitch woke up around 10 to find that we still did n't have any power from the wind storm the following afternoon . It played with its clit for 10 minutes , then decided it needed to recharge everything somehow . Since it felt really gross , it decided to go to its friend 's Maggie 's apartment , since this friend is gone now and this bitch is supposed to be looking after the apartment anyway .",Blog_1434230
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I can handle it when I 'm not at work . It does n't bother me now . After all , I broke up with him . I told him that I wanted to be friends because "" us "" was n't working .",Blog_846124
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",My wife and I took # 742 to Barcelona ( July 22 ) and returned August 3 on # 715 from Venice . We traveled in economy . Both flights had the worst food we have ever experienced on a domestic or international flight . This was in addition to the antiquated entertainment system and lousy service . Leaving we sat on the plane for one and 1/2 hours with no air conditioning . How long can this airline survive --- Any one else could not be worse .,Blog_10504
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",I was really glad to be there on time . Hubby then came to picked us up and drove us home after mass . I look forward to doing it again but I wanted to get a jogging stroller which has bigger wheels than the lightweight stroller that Casey has . It will make walking faster and besides it 's a good exercise to jog even with a toddler in tow .,Blog_1067538
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","The other day , I woke up and it all finally hit me . I 'd been slowing down , but still fairly functional so my optimism got away from me and I started feeling like maybe I would n't crash after all . Woke up and definitely felt crashed .",Blog_753966
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","She was young , struggling to pay her rent on the shabby place and keep herself fed ; cautious about her expenses . He longed to take her to the Stronghold ; he could n't unless her Power awoke . It had eleven times before ; seven of those times , it had killed her . The other four , she had been driven mad by it .",Blog_1059819
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",She has on a soft pink bra and panty that show off her lovely skin and accent her massive bust . She loves to model and show off so it wasn?t long until she was naked and spreading her pussy for the cameras . Watch her use her red vib while licking her lips and moaning like a bitch in heat !,Blog_1193139
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Maybe I 'll add a photo later . Life will be more peaceful for them and for me too , and it clears up the corner where the worm operation and its supplies ( vinyl gloves , three plastic bins for sorting , extra worm bin for moving them into ( traded them back and forth ) lived . I 'm sure they 'll be happier too . Here 's where I first wrote about them . worms They had a much bigger bin later on . Now they have the whole real world .",Blog_10316
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Once again ( see this post ) I return to the story of mass arrests in NYC - peaceful protesters , or people not even demonstrating , hauled into the precinct station , some of whom were held for days . Only two people tried - acquitted of course - in proceedings that surely must have been absurd to witness given the evidence available that totally undermined all of NYPD 's claims . Everyone else released , no charges . Why were they arrested ?",Blog_486670
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I mean , he said we should freeze spending on everything except "" defense . "" That 's how he 's going to fix the "" spending "" problem . When he says "" spending , "" it 's really code for social spending . Because "" defense "" spending is necessary - in order to guarantee there will be another terrorist attack , which can then serve to justify killing any nation of brown people the US wants to .",Blog_1562816
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I woke up this morning in an incredible amount of pain . Basically , every time I moved , my lower back would spasm and a huge wave of pain would shoot down my right leg . Being the stoic that I am I decided to go to work . That did n't work out .",Blog_153540
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","In social web situations , a great idea can spread quickly , driving people to search for more formal information . The push is the instigation of a new concept in social media situations , providing useful information and provoking discussions about it . The pull ( searching for ) comes from the idea catching fire and people searching for more information on it . Another aspect to the push and pull effect involves content that is created by marketers and/or discussions that come out of a social media marketing effort that can also rank in the search results .",Blog_1595936
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",And here is where I begin guessing and putting the pieces together : Dogs need to be walked . It is that simple . And dogs that are n't walked begin taking their energy and frustrations out in other ways .,Blog_739170
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","It had seemed to him that she always sought him out and she seemed to enjoy herself the most with him . Not to mention that she had always seemed to be doing little things to make him more comfortable on the set . His favorite coffee drinks , homemade smoothies and a new beanie . All things a friend would do yet he had felt that that had been her way of trying to connecting with him .",Blog_1115402
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",Do n't miss your chance of watching really best teen porn of the internet ! Get inside and take a glance at a couple of teens satisfy each other right in the bedroom . Horny young man is the first to tease and to lick cutie 's sensitive nipples well .,Blog_1157076
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Yay . Anyway , you 're not reading to hear me complain . So this morning was some walk - throughs of our plays , before breakfast and then a morning of rest and washing uniforms ( more fun for me , but at least things dry within 30 minutes outside ) . A buffet lunch preceded an afternoon whiteboard session to solidify the playbook before the game . We set off for the stadium at Gila Ridge High School for the game just before 6 pm , getting there just as the AWC Matadors started their warm - ups . We were carrying a few little injuries and some people suffering the ill effects of going from a cold climate to a hot one , but the boys were all excited when they stepped out onto the field for the first time .",Blog_1025383
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I had a moment where I thought about stopping . ( I 've had issues in the past with a cyberstalker . ) But then I figured , I 'll just keep on and if I have to stop , I will .",Blog_1348465
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","He knew the world of computers and programming better than anyone did . At first , he used his power for good by creating networks , websites , mp3 files , and the like . Everybody would come to him for advice about his or her problems . He would patiently explain to them a solution and would leave the people with a sense of hope for the next time they turned on their computers .",Blog_417292
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","He walked up and down the lane three times before realizing that the shop had closed down and by the time he reached Arab street on his way home he was despairing in his heart . Whenever Jessica wore the Chanel dress he was reminded of its former owner , the woman who had wormed her way into his mind . The first time Jessica wore the dress was immediately upon purchase , and that very night Parker followed Jessica back to her room in the university hostel and was no longer a virgin the next day .",Blog_227437
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","We woke to the glow of sunshine outside our windows . Monday was moving day and we were blessed with an exceptionally nice day for travel . Sunny and clear , on the way out of town , we stopped at the Denali overlook and saw that Mt. McKinley was almost completely visible , save for a thin gauzy veil of clouds wisping across the mid - section .",Blog_1239641
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","And that was saying something , thinking back to all the times she was cruel to Willow in grade and high school . She suddenly looked around , scolding herself . She could have been bitten anytime , and she was n't even prepared . As she looked around she saw Spike .",Blog_1412720
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I am somewhat obsessed with the morning , and it is an interesting thought that perhaps , this is some of the subconscious reasoning behind my obsession . maybe it 's something that is so deeply ingrained that I was n't aware of it at all before . but I could feel it , even if I could n't identify it . I could feel it and it was why I love it so much .",Blog_528230
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Anyway , I get there , and it's the wrong place ! The tourist guy , I think intentially , sent me to a different place , a cutural center that does include a coffee tour , but it's not where I specifically asked to go ! I started getting really upset . Luckily , there was a nice miniture Israeli family that calmed me down and I went on a tour with them of a musical - cultural museum which was very interesting and then I went the coffee part of the tour .",Blog_739749
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Look , I 'm going to come over to you and I 'm going to hug you , okay ? I know you 're scared right now , but you 're in a safe place . We just want to take you home . "" Dave approached her slowly and gently , as though he had dealt with this a million times . He softly placed his hands on her arms and slowly pulled her in for a hug .",Blog_1583928
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I love the house salad and my eyes about popped out of my head when I saw the price was over five bucks ! Ok , we 're talking some of that Costco lettuce mix , a couple of walnuts and some gorgonzola cheese . But the dressing is to die for .",Blog_410567
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","There 's arguments either way . I 'll write a plan for what I 'd do if I left him out . I suspect it involves a much stronger scene and Jack getting killed . I know what happens when Andy is involved , and it 's an unfortunate surfeit of comedy .",Blog_420067
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",Says it 's a great workout for her entire body . Ava offered to have Johnny work out with her while I got to video tape the show . Too bad I focused in on her sweet camel toe and she caught me ! Eyes up here LOL !,Blog_406848
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","The speculative shrug told her where Mulder was falling in all of this . "" When Fairchild was found in the museum that night , they found a perfectly normal looking human , albeit a very dead human . They bagged and tagged him , and the corner brought him here , where they identified him , shoved him in a locker , and waited for someone to get enough time to get a chance to perform the autopsy . The following day when they came to find him , this is what was left , "" he pointed to the dry , husk of a human before them .",Blog_1000472
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","U.S. senators want Iraqi oil trust fund The Bush administration would press the Iraqi government to adopt an oil trust fund for distributing revenue or risk economic assistance under a bill proposed by Sens . Hillary Clinton and John Ensign . The New York Democrat and the Nevada Republican see their legislation as an end - around the Iraqi political debate over an oil law and a measure to rally Iraqis while ensuring oil transparency . If approved , the State Department must give the Iraqi government an "" oil trust plan "" and certify it to six congressional committees within 90 days of enactment of the legislation .",Blog_1433359
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I do n't want to be broken , just hollow . I want to be empty inside so I wo n't have to endure the pain of days and weeks and months that drag on longer than they should . I do n't want to have to go through another fight or crime or attack .",Blog_328589
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",Just like I wanted . I like it . It 's so cute laying here watching you get so mad at this game . Your facial expressions and the shit you say are so cute . You crack me up .,Blog_1293062
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I think it will be funny to have my comparative literature class and my French Class together . Because one will be so meaty and intellectual and one will be so basic , I will be learning preschool speak -- Bonjour , Je suis Sarah . I do n't even know if I spelled that right !",Blog_257728
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",It was at the end of the night after being paid generously that I regrettably wandered away . I made my way back to the dressing rooms . Just as I started to peal off my vintage flapper 's dress and heels I heard a quick knock on the door . After slipping on a pair of my tight jeans and a tight shirt I answered the door .,Blog_1230275
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","We were surprised to have it pop after one place holder death . Interesting fight , especially when you pull a few Djinn 's on the way back . In the end it dropped , as well as the shield and two other members ( mainly due to the tigers . I would n't say that this was a mammoth thing , but it was still fun to do something for the first time . What we did find out though was that the Gigas out there .... fairly squishy when it comes to Thunder IV and double Lightning weather .",Blog_81610
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",Inside of that site you can see all of my x - rated photos and download all of my full length and very hardcore movies . Come find out why I 'm not your average amateur housewife . See Dirty Daisy Naked Now ! Click Here !,Blog_221061
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Now , every day , this is the extent of our conversations : My girl : "" Momma , where 's my barbie 's green shoes ? "" Me : "" Honey , I do n't ' know . Go look in the pink basket in your closet .",Blog_844046
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",I got a call yesterday from a guy who introduced himself as Ernie from Phoenix . He said he had just arrived in Des Moines and was looking for people who wanted to do more than just talk . He was all about Revolution .,Blog_449558
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Part of Rhode Island 's problem , I 've come to believe , is that its size does n't allow for truly diverse enclaves in which an opposition party could develop a stronghold . The state 's environment does n't differ much from one place to another , making its residents consistently susceptible to the same peddled policies , as well as the same tentacles of corruption . On a national scale , there would be a correction .",Blog_139089
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","It was and is likely the embodiment of everything I want is a "" ME "" day . A "" ME "" day is generally easy to accomplish . The only required ingredient is a 24 hr period of nothing to do . I turn up my music , grab a random ( or almost random ) book / series of the shelf , prepare with snacks .",Blog_1564231
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Before she lets the curtain fall , I see half a dozen beds in a long arc , some tented , all flanked by machines . Mom scrapes her chair up beside me . She clearly wants to take my hand , but both are already taken -- one by the IV , the other by a sling . "" You 're in the hospital , "" says Mom .",Blog_703358
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","We enjoyed the atmosphere there very much , and were excited to head back to have a bit more time there . We stayed right in the heart of the city , which was good and bad . It was great being right in the mix , since it was the last day of the 10 day Gent festival they hold every year . This festival is the largest festival in Europe that is held within a city center .",Blog_758249
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","A whole day of frustration , and it was his fault , and I 'd got the chance to get back at him for it . Hard . I ... I guess it was force of habit that I put my tongue in his mouth . Not that I wanted to taste him .",Blog_1579849
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","A. went upstairs to close the windows so Grey would n't be disturbed . He came back , laughing . Apparently my son , who does n't usually object to goofing off after bedtime , put his hands on his hips and firmly told his father , "" Stop laughing . It not funny . I trying to go to sleep !",Blog_1408678
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","The number one search engine on the planet has just announced the biggest deal to hit the internet since its YouTube buy . Microsoft has just made an offer for Google for the amount of $ 200,000,000,000 which is about $ 638 per share of the 137 million outstanding shares . Google shares have plummeted to all time low of $ 41 per share on the news of the buyout , while Microsoft shares opened trading at an all time high of $ 121 this morning . Google is shipping its PageRank and search index which contains 1.34 Petabytes of data stored in over 550,000 tape drives over to Microsoft using 3,000 Armored Trucks , driving up north from Mountain View to Redmond .",Blog_918070
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","That seemed to work well . I bowled four games , one of which was just target shooting ( so I did n't even write down that score ) . I had a three - game average of 186 , with a high game of 209 . I was pretty happy with that .",Blog_1435076
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","So tiny ... This thing has an 800Mhz Intel x86 , Intel 910 graphics , and a 5.6 inch screen . I got to play with one yesterday and I just had to see how well Compiz ran on it . It was surprisingly nice , no stuttering or anything , unlike the Classmate .",Blog_1237007
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","And it 's not gon na work . Peggy Noonan , former Reagan speechwriter : It 's over . Murphy : Still , McCain can give a version of the Lieberman speech to do himself some good . NBC 's Chuck Todd : Do n't you think the Palin pick was insulting to Kay Bailey Hutchinson , too ( inaudible ) Noonan : I saw Kay this morning .",Blog_223685
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","This season has been nothing but harsh to me , and not seeing a baseball for seven to ten days might be just what the doctor ordered ( literally ) . Cordelia has been out , too . She also has problems with her back . Maybe it 's something in the Area 51 water , I do n't know .",Blog_1056132
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","That is the truth ... but you know , I still want it to go by fast to see where I 'm going to end up 1 , 2 or 3 years from now . I 'm anxious when I really think about that . Ok , back to the interview .",Blog_1016727
