Title,Description,Keywords,sclid1,sclmin1,sclmax1,pairs1,n1,sclid2,sclmin2,sclmax2,pairs2,n2,sclid3,sclmin3,sclmax3,pairs3,n3,Answer.Answer.sclid1.1,Answer.Answer.sclid1.10,Answer.Answer.sclid1.11,Answer.Answer.sclid1.12,Answer.Answer.sclid1.13,Answer.Answer.sclid1.14,Answer.Answer.sclid1.15,Answer.Answer.sclid1.16,Answer.Answer.sclid1.17,Answer.Answer.sclid1.18,Answer.Answer.sclid1.19,Answer.Answer.sclid1.2,Answer.Answer.sclid1.20,Answer.Answer.sclid1.21,Answer.Answer.sclid1.22,Answer.Answer.sclid1.23,Answer.Answer.sclid1.24,Answer.Answer.sclid1.25,Answer.Answer.sclid1.26,Answer.Answer.sclid1.27,Answer.Answer.sclid1.28,Answer.Answer.sclid1.3,Answer.Answer.sclid1.4,Answer.Answer.sclid1.5,Answer.Answer.sclid1.6,Answer.Answer.sclid1.7,Answer.Answer.sclid1.8,Answer.Answer.sclid1.9,Answer.Answer.sclid2.1,Answer.Answer.sclid2.10,Answer.Answer.sclid2.11,Answer.Answer.sclid2.12,Answer.Answer.sclid2.13,Answer.Answer.sclid2.14,Answer.Answer.sclid2.15,Answer.Answer.sclid2.2,Answer.Answer.sclid2.3,Answer.Answer.sclid2.4,Answer.Answer.sclid2.5,Answer.Answer.sclid2.6,Answer.Answer.sclid2.7,Answer.Answer.sclid2.8,Answer.Answer.sclid2.9,Answer.Answer.sclid3.1,Answer.Answer.sclid3.2,Answer.Answer.sclid3.3
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",huge-tremendousXX,huge,tremendous,huge XXX major ||| huge XXX sizeable ||| huge XXX immense ||| huge XXX overwhelming ||| huge XXX tremendous ||| major XXX sizeable ||| major XXX overwhelming ||| major XXX tremendous ||| sizeable XXX tremendous ||| colossal XXX huge ||| colossal XXX major ||| colossal XXX sizeable ||| colossal XXX immense ||| colossal XXX formidable ||| colossal XXX overwhelming ||| colossal XXX tremendous ||| immense XXX major ||| immense XXX sizeable ||| immense XXX overwhelming ||| immense XXX tremendous ||| formidable XXX huge ||| formidable XXX major ||| formidable XXX sizeable ||| formidable XXX immense ||| formidable XXX overwhelming ||| formidable XXX tremendous ||| overwhelming XXX sizeable ||| overwhelming XXX tremendous,28,scarce-limitedXX,scarce,limited,limited XXX low ||| limited XXX scarce ||| low XXX scarce,3,clear-clearestXX,clear,clearest,clear XXX clearer ||| clear XXX clearest ||| clearer XXX clearest,3,huge**LT**major,colossal**GT**huge,colossal**LT**major,colossal**GT**sizeable,colossal**EQ**immense,colossal**LT**formidable,colossal**GT**overwhelming,colossal**EQ**tremendous,immense**LT**major,immense**GT**sizeable,immense**GT**overwhelming,huge**EQ**sizeable,immense**EQ**tremendous,formidable**GT**huge,formidable**GT**major,formidable**GT**sizeable,formidable**GT**immense,formidable**GT**overwhelming,formidable**GT**tremendous,overwhelming**GT**sizeable,overwhelming**LT**tremendous,huge**LT**immense,huge**LT**overwhelming,huge**LT**tremendous,major**GT**sizeable,major**LT**overwhelming,major**LT**tremendous,sizeable**LT**tremendous,limited**LT**low,,,,,,,limited**LT**scarce,low**LT**scarce,,,,,,,clear**LT**clearer,clear**LT**clearest,clearer**LT**clearest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",huge-tremendousXX,huge,tremendous,huge XXX major ||| huge XXX sizeable ||| huge XXX immense ||| huge XXX overwhelming ||| huge XXX tremendous ||| major XXX sizeable ||| major XXX overwhelming ||| major XXX tremendous ||| sizeable XXX tremendous ||| colossal XXX huge ||| colossal XXX major ||| colossal XXX sizeable ||| colossal XXX immense ||| colossal XXX formidable ||| colossal XXX overwhelming ||| colossal XXX tremendous ||| immense XXX major ||| immense XXX sizeable ||| immense XXX overwhelming ||| immense XXX tremendous ||| formidable XXX huge ||| formidable XXX major ||| formidable XXX sizeable ||| formidable XXX immense ||| formidable XXX overwhelming ||| formidable XXX tremendous ||| overwhelming XXX sizeable ||| overwhelming XXX tremendous,28,scarce-limitedXX,scarce,limited,limited XXX low ||| limited XXX scarce ||| low XXX scarce,3,clear-clearestXX,clear,clearest,clear XXX clearer ||| clear XXX clearest ||| clearer XXX clearest,3,huge**EQ**major,colossal**GT**huge,colossal**GT**major,colossal**GT**sizeable,colossal**EQ**immense,colossal**EQ**formidable,colossal**GT**overwhelming,colossal**GT**tremendous,immense**GT**major,immense**GT**sizeable,immense**GT**overwhelming,huge**EQ**sizeable,immense**EQ**tremendous,formidable**GT**huge,formidable**GT**major,formidable**EQ**sizeable,formidable**EQ**immense,formidable**GT**overwhelming,formidable**EQ**tremendous,overwhelming**GT**sizeable,overwhelming**EQ**tremendous,huge**LT**immense,huge**EQ**overwhelming,huge**LT**tremendous,major**EQ**sizeable,major**EQ**overwhelming,major**LT**tremendous,sizeable**LT**tremendous,limited**GT**low,,,,,,,limited**LT**scarce,low**LT**scarce,,,,,,,clear**LT**clearer,clear**LT**clearest,clearer**LT**clearest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",embarrassed-uncomfortableXX,embarrassed,uncomfortable,embarrassed XXX uncomfortable,1,excited-delightedXX,excited,delighted,delighted XXX pleased,1,close-closestXX,close,closest,close XXX closer ||| close XXX closest ||| closer XXX closest,3,embarrassed**GT**uncomfortable,,,,,,,,,,,,,,,,,,,,,,,,,,,,delighted**GT**pleased,,,,,,,,,,,,,,,close**LT**closer,close**LT**closest,closer**LT**closest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",embarrassed-uncomfortableXX,embarrassed,uncomfortable,embarrassed XXX uncomfortable,1,excited-delightedXX,excited,delighted,delighted XXX pleased,1,close-closestXX,close,closest,close XXX closer ||| close XXX closest ||| closer XXX closest,3,embarrassed**GT**uncomfortable,,,,,,,,,,,,,,,,,,,,,,,,,,,,delighted**GT**pleased,,,,,,,,,,,,,,,close**LT**closer,close**LT**closest,closer**LT**closest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",embarrassed-uncomfortableXX,embarrassed,uncomfortable,embarrassed XXX uncomfortable,1,excited-delightedXX,excited,delighted,delighted XXX pleased,1,close-closestXX,close,closest,close XXX closer ||| close XXX closest ||| closer XXX closest,3,embarrassed**EQ**uncomfortable,,,,,,,,,,,,,,,,,,,,,,,,,,,,delighted**GT**pleased,,,,,,,,,,,,,,,close**LT**closer,close**LT**closest,closer**LT**closest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",embarrassed-uncomfortableXX,embarrassed,uncomfortable,embarrassed XXX uncomfortable,1,excited-delightedXX,excited,delighted,delighted XXX pleased,1,close-closestXX,close,closest,close XXX closer ||| close XXX closest ||| closer XXX closest,3,embarrassed**GT**uncomfortable,,,,,,,,,,,,,,,,,,,,,,,,,,,,delighted**EQ**pleased,,,,,,,,,,,,,,,close**LT**closer,close**LT**closest,closer**LT**closest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",embarrassed-uncomfortableXX,embarrassed,uncomfortable,embarrassed XXX uncomfortable,1,excited-delightedXX,excited,delighted,delighted XXX pleased,1,close-closestXX,close,closest,close XXX closer ||| close XXX closest ||| closer XXX closest,3,embarrassed**GT**uncomfortable,,,,,,,,,,,,,,,,,,,,,,,,,,,,delighted**GT**pleased,,,,,,,,,,,,,,,close**LT**closer,close**LT**closest,closer**LT**closest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fine-remarkable2XX,fine,remarkable2,fine XXX impressive ||| fine XXX remarkable ||| impressive XXX remarkable,3,lousy-miserableXX,lousy,miserable,lousy XXX miserable ||| horrible XXX lousy ||| horrible XXX miserable,3,cold-coldestXX,cold,coldest,cold XXX colder ||| cold XXX coldest ||| colder XXX coldest,3,fine**LT**impressive,,,,,,,,,,,fine**LT**remarkable,,,,,,,,,,impressive**LT**remarkable,,,,,,,lousy**LT**miserable,,,,,,,horrible**GT**lousy,horrible**EQ**miserable,,,,,,,cold**LT**colder,cold**LT**coldest,colder**LT**coldest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fine-remarkable2XX,fine,remarkable2,fine XXX impressive ||| fine XXX remarkable ||| impressive XXX remarkable,3,lousy-miserableXX,lousy,miserable,lousy XXX miserable ||| horrible XXX lousy ||| horrible XXX miserable,3,cold-coldestXX,cold,coldest,cold XXX colder ||| cold XXX coldest ||| colder XXX coldest,3,fine**LT**impressive,,,,,,,,,,,fine**LT**remarkable,,,,,,,,,,impressive**LT**remarkable,,,,,,,lousy**LT**miserable,,,,,,,horrible**GT**lousy,horrible**LT**miserable,,,,,,,cold**LT**colder,cold**LT**coldest,colder**LT**coldest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fine-remarkable2XX,fine,remarkable2,fine XXX impressive ||| fine XXX remarkable ||| impressive XXX remarkable,3,lousy-miserableXX,lousy,miserable,lousy XXX miserable ||| horrible XXX lousy ||| horrible XXX miserable,3,cold-coldestXX,cold,coldest,cold XXX colder ||| cold XXX coldest ||| colder XXX coldest,3,fine**LT**impressive,,,,,,,,,,,fine**LT**remarkable,,,,,,,,,,impressive**LT**remarkable,,,,,,,lousy**LT**miserable,,,,,,,horrible**GT**lousy,horrible**GT**miserable,,,,,,,cold**LT**colder,cold**LT**coldest,colder**LT**coldest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fine-remarkable2XX,fine,remarkable2,fine XXX impressive ||| fine XXX remarkable ||| impressive XXX remarkable,3,lousy-miserableXX,lousy,miserable,lousy XXX miserable ||| horrible XXX lousy ||| horrible XXX miserable,3,cold-coldestXX,cold,coldest,cold XXX colder ||| cold XXX coldest ||| colder XXX coldest,3,fine**LT**impressive,,,,,,,,,,,fine**LT**remarkable,,,,,,,,,,impressive**GT**remarkable,,,,,,,lousy**LT**miserable,,,,,,,horrible**GT**lousy,horrible**GT**miserable,,,,,,,cold**LT**colder,cold**LT**coldest,colder**LT**coldest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fine-remarkable2XX,fine,remarkable2,fine XXX impressive ||| fine XXX remarkable ||| impressive XXX remarkable,3,lousy-miserableXX,lousy,miserable,lousy XXX miserable ||| horrible XXX lousy ||| horrible XXX miserable,3,cold-coldestXX,cold,coldest,cold XXX colder ||| cold XXX coldest ||| colder XXX coldest,3,fine**LT**impressive,,,,,,,,,,,fine**LT**remarkable,,,,,,,,,,impressive**EQ**remarkable,,,,,,,lousy**LT**miserable,,,,,,,horrible**GT**lousy,horrible**EQ**miserable,,,,,,,cold**LT**colder,cold**LT**coldest,colder**LT**coldest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",few-leastXX,few,least,few XXX little ||| few XXX least ||| least XXX little,3,precise-straightforwardXX,precise,straightforward,clear XXX precise ||| clear XXX exact ||| exact XXX precise ||| accurate XXX precise ||| accurate XXX clear ||| accurate XXX exact,6,cool-coolestXX,cool,coolest,cool XXX cooler ||| cool XXX coolest ||| cooler XXX coolest,3,few**LT**little,,,,,,,,,,,few**GT**least,,,,,,,,,,least**EQ**little,,,,,,,clear**LT**precise,,,,,,,clear**LT**exact,exact**EQ**precise,accurate**EQ**precise,accurate**EQ**clear,accurate**LT**exact,,,,cool**LT**cooler,cool**LT**coolest,cooler**LT**coolest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",few-leastXX,few,least,few XXX little ||| few XXX least ||| least XXX little,3,precise-straightforwardXX,precise,straightforward,clear XXX precise ||| clear XXX exact ||| exact XXX precise ||| accurate XXX precise ||| accurate XXX clear ||| accurate XXX exact,6,cool-coolestXX,cool,coolest,cool XXX cooler ||| cool XXX coolest ||| cooler XXX coolest,3,few**EQ**little,,,,,,,,,,,few**LT**least,,,,,,,,,,least**GT**little,,,,,,,clear**LT**precise,,,,,,,clear**LT**exact,exact**EQ**precise,accurate**LT**precise,accurate**EQ**clear,accurate**LT**exact,,,,cool**LT**cooler,cool**LT**coolest,cooler**LT**coolest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",few-leastXX,few,least,few XXX little ||| few XXX least ||| least XXX little,3,precise-straightforwardXX,precise,straightforward,clear XXX precise ||| clear XXX exact ||| exact XXX precise ||| accurate XXX precise ||| accurate XXX clear ||| accurate XXX exact,6,cool-coolestXX,cool,coolest,cool XXX cooler ||| cool XXX coolest ||| cooler XXX coolest,3,few**GT**little,,,,,,,,,,,few**GT**least,,,,,,,,,,least**GT**little,,,,,,,clear**LT**precise,,,,,,,clear**LT**exact,exact**GT**precise,accurate**LT**precise,accurate**GT**clear,accurate**LT**exact,,,,cool**LT**cooler,cool**LT**coolest,cooler**LT**coolest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",few-leastXX,few,least,few XXX little ||| few XXX least ||| least XXX little,3,precise-straightforwardXX,precise,straightforward,clear XXX precise ||| clear XXX exact ||| exact XXX precise ||| accurate XXX precise ||| accurate XXX clear ||| accurate XXX exact,6,cool-coolestXX,cool,coolest,cool XXX cooler ||| cool XXX coolest ||| cooler XXX coolest,3,few**EQ**little,,,,,,,,,,,few**LT**least,,,,,,,,,,least**GT**little,,,,,,,clear**EQ**precise,,,,,,,clear**EQ**exact,exact**EQ**precise,accurate**LT**precise,accurate**LT**clear,accurate**LT**exact,,,,cool**LT**cooler,cool**LT**coolest,cooler**LT**coolest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",few-leastXX,few,least,few XXX little ||| few XXX least ||| least XXX little,3,precise-straightforwardXX,precise,straightforward,clear XXX precise ||| clear XXX exact ||| exact XXX precise ||| accurate XXX precise ||| accurate XXX clear ||| accurate XXX exact,6,cool-coolestXX,cool,coolest,cool XXX cooler ||| cool XXX coolest ||| cooler XXX coolest,3,few**EQ**little,,,,,,,,,,,few**LT**least,,,,,,,,,,least**GT**little,,,,,,,clear**LT**precise,,,,,,,clear**LT**exact,exact**LT**precise,accurate**LT**precise,accurate**EQ**clear,accurate**LT**exact,,,,cool**LT**cooler,cool**LT**coolest,cooler**LT**coolest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",odd-bizarreXX,odd,bizarre,rare XXX unusual,1,admirable-noteworthyXX,admirable,noteworthy,admirable XXX fine ||| admirable XXX upstanding ||| fine XXX upstanding,3,cute-cutestXX,cute,cutest,cute XXX cuter ||| cute XXX cutest ||| cuter XXX cutest,3,rare**GT**unusual,,,,,,,,,,,,,,,,,,,,,,,,,,,,admirable**GT**fine,,,,,,,admirable**LT**upstanding,fine**LT**upstanding,,,,,,,cute**LT**cuter,cute**LT**cutest,cuter**LT**cutest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",odd-bizarreXX,odd,bizarre,rare XXX unusual,1,admirable-noteworthyXX,admirable,noteworthy,admirable XXX fine ||| admirable XXX upstanding ||| fine XXX upstanding,3,cute-cutestXX,cute,cutest,cute XXX cuter ||| cute XXX cutest ||| cuter XXX cutest,3,rare**GT**unusual,,,,,,,,,,,,,,,,,,,,,,,,,,,,admirable**GT**fine,,,,,,,admirable**GT**upstanding,fine**LT**upstanding,,,,,,,cute**LT**cuter,cute**LT**cutest,cuter**LT**cutest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",odd-bizarreXX,odd,bizarre,rare XXX unusual,1,admirable-noteworthyXX,admirable,noteworthy,admirable XXX fine ||| admirable XXX upstanding ||| fine XXX upstanding,3,cute-cutestXX,cute,cutest,cute XXX cuter ||| cute XXX cutest ||| cuter XXX cutest,3,rare**GT**unusual,,,,,,,,,,,,,,,,,,,,,,,,,,,,admirable**GT**fine,,,,,,,admirable**EQ**upstanding,fine**LT**upstanding,,,,,,,cute**LT**cuter,cute**LT**cutest,cuter**LT**cutest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",odd-bizarreXX,odd,bizarre,rare XXX unusual,1,admirable-noteworthyXX,admirable,noteworthy,admirable XXX fine ||| admirable XXX upstanding ||| fine XXX upstanding,3,cute-cutestXX,cute,cutest,cute XXX cuter ||| cute XXX cutest ||| cuter XXX cutest,3,rare**EQ**unusual,,,,,,,,,,,,,,,,,,,,,,,,,,,,admirable**GT**fine,,,,,,,admirable**LT**upstanding,fine**LT**upstanding,,,,,,,cute**LT**cuter,cute**LT**cutest,cuter**LT**cutest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",odd-bizarreXX,odd,bizarre,rare XXX unusual,1,admirable-noteworthyXX,admirable,noteworthy,admirable XXX fine ||| admirable XXX upstanding ||| fine XXX upstanding,3,cute-cutestXX,cute,cutest,cute XXX cuter ||| cute XXX cutest ||| cuter XXX cutest,3,rare**GT**unusual,,,,,,,,,,,,,,,,,,,,,,,,,,,,admirable**GT**fine,,,,,,,admirable**EQ**upstanding,fine**LT**upstanding,,,,,,,cute**LT**cuter,cute**LT**cutest,cuter**LT**cutest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",costly-valuableXX,costly,valuable,exorbitant XXX expensive ||| costly XXX exorbitant ||| costly XXX expensive,3,overwhelmed-happyXX,overwhelmed,happy,overwhelmed XXX pleased ||| excited XXX overwhelmed ||| excited XXX pleased ||| excited XXX happy ||| delighted XXX overwhelmed ||| delighted XXX excited ||| delighted XXX pleased ||| delighted XXX happy ||| happy XXX overwhelmed ||| happy XXX pleased,10,dark-darkestXX,dark,darkest,dark XXX darker ||| dark XXX darkest ||| darker XXX darkest,3,exorbitant**GT**expensive,,,,,,,,,,,costly**LT**exorbitant,,,,,,,,,,costly**LT**expensive,,,,,,,overwhelmed**GT**pleased,happy**GT**pleased,,,,,,excited**LT**overwhelmed,excited**GT**pleased,excited**GT**happy,delighted**LT**overwhelmed,delighted**EQ**excited,delighted**GT**pleased,delighted**GT**happy,happy**LT**overwhelmed,dark**LT**darker,dark**LT**darkest,darker**LT**darkest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",costly-valuableXX,costly,valuable,exorbitant XXX expensive ||| costly XXX exorbitant ||| costly XXX expensive,3,overwhelmed-happyXX,overwhelmed,happy,overwhelmed XXX pleased ||| excited XXX overwhelmed ||| excited XXX pleased ||| excited XXX happy ||| delighted XXX overwhelmed ||| delighted XXX excited ||| delighted XXX pleased ||| delighted XXX happy ||| happy XXX overwhelmed ||| happy XXX pleased,10,dark-darkestXX,dark,darkest,dark XXX darker ||| dark XXX darkest ||| darker XXX darkest,3,exorbitant**GT**expensive,,,,,,,,,,,costly**LT**exorbitant,,,,,,,,,,costly**LT**expensive,,,,,,,overwhelmed**GT**pleased,happy**GT**pleased,,,,,,excited**LT**overwhelmed,excited**GT**pleased,excited**GT**happy,delighted**LT**overwhelmed,delighted**LT**excited,delighted**GT**pleased,delighted**LT**happy,happy**LT**overwhelmed,dark**LT**darker,dark**LT**darkest,darker**LT**darkest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",costly-valuableXX,costly,valuable,exorbitant XXX expensive ||| costly XXX exorbitant ||| costly XXX expensive,3,overwhelmed-happyXX,overwhelmed,happy,overwhelmed XXX pleased ||| excited XXX overwhelmed ||| excited XXX pleased ||| excited XXX happy ||| delighted XXX overwhelmed ||| delighted XXX excited ||| delighted XXX pleased ||| delighted XXX happy ||| happy XXX overwhelmed ||| happy XXX pleased,10,dark-darkestXX,dark,darkest,dark XXX darker ||| dark XXX darkest ||| darker XXX darkest,3,exorbitant**GT**expensive,,,,,,,,,,,costly**LT**exorbitant,,,,,,,,,,costly**LT**expensive,,,,,,,overwhelmed**GT**pleased,happy**GT**pleased,,,,,,excited**LT**overwhelmed,excited**GT**pleased,excited**GT**happy,delighted**LT**overwhelmed,delighted**LT**excited,delighted**GT**pleased,delighted**GT**happy,happy**LT**overwhelmed,dark**LT**darker,dark**LT**darkest,darker**LT**darkest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",costly-valuableXX,costly,valuable,exorbitant XXX expensive ||| costly XXX exorbitant ||| costly XXX expensive,3,overwhelmed-happyXX,overwhelmed,happy,overwhelmed XXX pleased ||| excited XXX overwhelmed ||| excited XXX pleased ||| excited XXX happy ||| delighted XXX overwhelmed ||| delighted XXX excited ||| delighted XXX pleased ||| delighted XXX happy ||| happy XXX overwhelmed ||| happy XXX pleased,10,dark-darkestXX,dark,darkest,dark XXX darker ||| dark XXX darkest ||| darker XXX darkest,3,exorbitant**GT**expensive,,,,,,,,,,,costly**LT**exorbitant,,,,,,,,,,costly**LT**expensive,,,,,,,overwhelmed**LT**pleased,happy**LT**pleased,,,,,,excited**GT**overwhelmed,excited**LT**pleased,excited**LT**happy,delighted**GT**overwhelmed,delighted**GT**excited,delighted**LT**pleased,delighted**LT**happy,happy**GT**overwhelmed,dark**LT**darker,dark**LT**darkest,darker**LT**darkest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",costly-valuableXX,costly,valuable,exorbitant XXX expensive ||| costly XXX exorbitant ||| costly XXX expensive,3,overwhelmed-happyXX,overwhelmed,happy,overwhelmed XXX pleased ||| excited XXX overwhelmed ||| excited XXX pleased ||| excited XXX happy ||| delighted XXX overwhelmed ||| delighted XXX excited ||| delighted XXX pleased ||| delighted XXX happy ||| happy XXX overwhelmed ||| happy XXX pleased,10,dark-darkestXX,dark,darkest,dark XXX darker ||| dark XXX darkest ||| darker XXX darkest,3,exorbitant**GT**expensive,,,,,,,,,,,costly**LT**exorbitant,,,,,,,,,,costly**LT**expensive,,,,,,,overwhelmed**GT**pleased,happy**GT**pleased,,,,,,excited**EQ**overwhelmed,excited**GT**pleased,excited**GT**happy,delighted**EQ**overwhelmed,delighted**EQ**excited,delighted**GT**pleased,delighted**GT**happy,happy**LT**overwhelmed,dark**LT**darker,dark**LT**darkest,darker**LT**darkest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",critical-gravestXX,critical,gravest,critical XXX graver ||| critical XXX life-threatening ||| graver XXX life-threatening,3,scary-frighteningXX,scary,frightening,scary XXX terrifying ||| frightening XXX scary ||| frightening XXX terrifying,3,deep-deepestXX,deep,deepest,deep XXX deeper ||| deep XXX deepest ||| deeper XXX deepest,3,critical**EQ**graver,,,,,,,,,,,critical**EQ**life-threatening,,,,,,,,,,graver**LT**life-threatening,,,,,,,scary**LT**terrifying,,,,,,,frightening**GT**scary,frightening**GT**terrifying,,,,,,,deep**LT**deeper,deep**LT**deepest,deeper**LT**deepest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",critical-gravestXX,critical,gravest,critical XXX graver ||| critical XXX life-threatening ||| graver XXX life-threatening,3,scary-frighteningXX,scary,frightening,scary XXX terrifying ||| frightening XXX scary ||| frightening XXX terrifying,3,deep-deepestXX,deep,deepest,deep XXX deeper ||| deep XXX deepest ||| deeper XXX deepest,3,critical**LT**graver,,,,,,,,,,,critical**LT**life-threatening,,,,,,,,,,graver**LT**life-threatening,,,,,,,scary**LT**terrifying,,,,,,,frightening**GT**scary,frightening**LT**terrifying,,,,,,,deep**LT**deeper,deep**LT**deepest,deeper**LT**deepest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",critical-gravestXX,critical,gravest,critical XXX graver ||| critical XXX life-threatening ||| graver XXX life-threatening,3,scary-frighteningXX,scary,frightening,scary XXX terrifying ||| frightening XXX scary ||| frightening XXX terrifying,3,deep-deepestXX,deep,deepest,deep XXX deeper ||| deep XXX deepest ||| deeper XXX deepest,3,critical**GT**graver,,,,,,,,,,,critical**EQ**life-threatening,,,,,,,,,,graver**LT**life-threatening,,,,,,,scary**LT**terrifying,,,,,,,frightening**EQ**scary,frightening**LT**terrifying,,,,,,,deep**LT**deeper,deep**LT**deepest,deeper**LT**deepest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",critical-gravestXX,critical,gravest,critical XXX graver ||| critical XXX life-threatening ||| graver XXX life-threatening,3,scary-frighteningXX,scary,frightening,scary XXX terrifying ||| frightening XXX scary ||| frightening XXX terrifying,3,deep-deepestXX,deep,deepest,deep XXX deeper ||| deep XXX deepest ||| deeper XXX deepest,3,critical**GT**graver,,,,,,,,,,,critical**LT**life-threatening,,,,,,,,,,graver**LT**life-threatening,,,,,,,scary**LT**terrifying,,,,,,,frightening**GT**scary,frightening**LT**terrifying,,,,,,,deep**LT**deeper,deep**LT**deepest,deeper**LT**deepest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",critical-gravestXX,critical,gravest,critical XXX graver ||| critical XXX life-threatening ||| graver XXX life-threatening,3,scary-frighteningXX,scary,frightening,scary XXX terrifying ||| frightening XXX scary ||| frightening XXX terrifying,3,deep-deepestXX,deep,deepest,deep XXX deeper ||| deep XXX deepest ||| deeper XXX deepest,3,critical**LT**graver,,,,,,,,,,,critical**LT**life-threatening,,,,,,,,,,graver**LT**life-threatening,,,,,,,scary**LT**terrifying,,,,,,,frightening**GT**scary,frightening**LT**terrifying,,,,,,,deep**LT**deeper,deep**LT**deepest,deeper**LT**deepest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",comprehensive-generalXX,comprehensive,general,global XXX universal ||| comprehensive XXX global ||| comprehensive XXX universal ||| comprehensive XXX general ||| commonplace XXX global ||| commonplace XXX comprehensive ||| commonplace XXX universal ||| commonplace XXX general ||| general XXX global ||| general XXX universal,10,abundant-plentyXX,abundant,plenty,abundant XXX vast ||| abundant XXX plenty ||| plenty XXX vast,3,dense-densestXX,dense,densest,dense XXX denser ||| dense XXX densest ||| denser XXX densest,3,global**EQ**universal,general**LT**universal,,,,,,,,,,comprehensive**LT**global,,,,,,,,,,comprehensive**LT**universal,comprehensive**GT**general,commonplace**LT**global,commonplace**LT**comprehensive,commonplace**LT**universal,commonplace**EQ**general,general**LT**global,abundant**LT**vast,,,,,,,abundant**GT**plenty,plenty**LT**vast,,,,,,,dense**LT**denser,dense**LT**densest,denser**LT**densest
