Title,Description,Keywords,concept_1,premise_1,hypothesis_1,concept_2,premise_2,hypothesis_2,concept_3,premise_3,hypothesis_3,concept_4,premise_4,hypothesis_4,concept_5,premise_5,hypothesis_5,Answer.concept_1,Answer.concept_2,Answer.concept_3,Answer.concept_4,Answer.concept_5,Answer.q1_valid,Answer.q2_valid,Answer.q3_valid,Answer.q4_valid,Answer.q5_valid
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",walking stick,"Generally, a walking stick can consist of a stick.","Generally, a walking stick can be considered to be a walking device.",playroom,"Generally, playrooms have been built.","Generally, a playroom can be a room.",cerebral palsy,Cerebral palsy can be a debilitating condition.,Cerebral palsy can also be caused by a stroke.,mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can be used to move an object from one place to another.",sector,"Generally, sectors are classified according to their level of economic development.","Typically, a sector can be composed of multiple subsectors.",walking stick,playroom,cerebral palsy,mover,sector,3,1,3,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",walking stick,"Generally, a walking stick can consist of a stick.","Generally, a walking stick can be considered to be a walking device.",playroom,"Generally, playrooms have been built.","Generally, a playroom can be a room.",cerebral palsy,Cerebral palsy can be a debilitating condition.,Cerebral palsy can also be caused by a stroke.,mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can be used to move an object from one place to another.",sector,"Generally, sectors are classified according to their level of economic development.","Typically, a sector can be composed of multiple subsectors.",walking stick,playroom,cerebral palsy,mover,sector,1,1,1,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",stand,"Generally, a stand has two main components.","Generally, a stand has two parts.",marriage,"Typically, a marriage may have been formed.","Generally, a marriage may be dissolved by a court.",petal,"Generally, a petal can be considered to be part of a flower's petals.","Generally, a petal is a flower.",hours,"During rush hours, you can take the train to the city centre.","During office hours, you can visit our office.",bathrobe,"Typically, bathrobes may have been worn.","Generally, bathrobes are designed to be comfortable.",stand,marriage,petal,hours,bathrobe,1,3,2,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",stand,"Generally, a stand has two main components.","Generally, a stand has two parts.",marriage,"Typically, a marriage may have been formed.","Generally, a marriage may be dissolved by a court.",petal,"Generally, a petal can be considered to be part of a flower's petals.","Generally, a petal is a flower.",hours,"During rush hours, you can take the train to the city centre.","During office hours, you can visit our office.",bathrobe,"Typically, bathrobes may have been worn.","Generally, bathrobes are designed to be comfortable.",stand,marriage,petal,hours,bathrobe,1,3,1,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",stand,"Generally, a stand has two main components.","Generally, a stand has two parts.",marriage,"Typically, a marriage may have been formed.","Generally, a marriage may be dissolved by a court.",petal,"Generally, a petal can be considered to be part of a flower's petals.","Generally, a petal is a flower.",hours,"During rush hours, you can take the train to the city centre.","During office hours, you can visit our office.",bathrobe,"Typically, bathrobes may have been worn.","Generally, bathrobes are designed to be comfortable.",stand,marriage,petal,hours,bathrobe,1,3,2,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",fat diet,"Generally, a fat diet may have some benefits for people.","Generally, a fat diet has been associated with increased risk of coronary heart disease.",trigger,"Typically, a trigger produces an electrical impulse.","Generally, a trigger can consist of any number of different events.",work of art,"Generally, a work of art may be considered to be a work.","Typically, a work of art can be composed of many different elements.",costume,Costumes can be found in the wardrobe.,"Generally, a costume can be used to convey a character's personality, personality traits.",mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can be used to move a vehicle.",fat diet,trigger,work of art,costume,mover,2,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",fat diet,"Generally, a fat diet may have some benefits for people.","Generally, a fat diet has been associated with increased risk of coronary heart disease.",trigger,"Typically, a trigger produces an electrical impulse.","Generally, a trigger can consist of any number of different events.",work of art,"Generally, a work of art may be considered to be a work.","Typically, a work of art can be composed of many different elements.",costume,Costumes can be found in the wardrobe.,"Generally, a costume can be used to convey a character's personality, personality traits.",mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can be used to move a vehicle.",fat diet,trigger,work of art,costume,mover,2,1,1,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",fat diet,"Generally, a fat diet may have some benefits for people.","Generally, a fat diet has been associated with increased risk of coronary heart disease.",trigger,"Typically, a trigger produces an electrical impulse.","Generally, a trigger can consist of any number of different events.",work of art,"Generally, a work of art may be considered to be a work.","Typically, a work of art can be composed of many different elements.",costume,Costumes can be found in the wardrobe.,"Generally, a costume can be used to convey a character's personality, personality traits.",mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can be used to move a vehicle.",fat diet,trigger,work of art,costume,mover,3,1,1,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",locker room,"Generally, locker rooms are segregated by gender.","Typically, a locker room produces an atmosphere of respect.",suicide,"Generally, a suicide can consist of many different things.","Suicide can be attached to any number of causes, including mental illness.",baritone,"Generally, a baritone can be considered to be a male voice.","Generally, a baritone should have a deep voice.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Generally, a baseball player has to be on the field.",progress,"Generally, progress can be slow.","Generally, progress should be measured.",locker room,suicide,baritone,baseball player,progress,1,1,2,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",locker room,"Generally, locker rooms are segregated by gender.","Typically, a locker room produces an atmosphere of respect.",suicide,"Generally, a suicide can consist of many different things.","Suicide can be attached to any number of causes, including mental illness.",baritone,"Generally, a baritone can be considered to be a male voice.","Generally, a baritone should have a deep voice.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Generally, a baseball player has to be on the field.",progress,"Generally, progress can be slow.","Generally, progress should be measured.",locker room,suicide,baritone,baseball player,progress,3,1,1,2,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",locker room,"Generally, locker rooms are segregated by gender.","Typically, a locker room produces an atmosphere of respect.",suicide,"Generally, a suicide can consist of many different things.","Suicide can be attached to any number of causes, including mental illness.",baritone,"Generally, a baritone can be considered to be a male voice.","Generally, a baritone should have a deep voice.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Generally, a baseball player has to be on the field.",progress,"Generally, progress can be slow.","Generally, progress should be measured.",locker room,suicide,baritone,baseball player,progress,3,1,1,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",catapult,Catapults can be found in almost every area of the world.,Catapults can be made of many different materials.,stimulation,Stimulation can also be induced.,Stimulation has been shown to be an effective treatment for patients with chronic pain.,car park,"Generally, car parks can be found in the city centre, close to train stations.","Generally, a car park is a place where you park your car.",nature,Nature can be found in every corner of the globe.,Nature may be able to predict the future.,deck chair,"Typically, deck chairs are designed to be used in a seated position.","Typically, a deck chair is designed to be used by one person.",catapult,stimulation,car park,nature,deck chair,3,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",catapult,Catapults can be found in almost every area of the world.,Catapults can be made of many different materials.,stimulation,Stimulation can also be induced.,Stimulation has been shown to be an effective treatment for patients with chronic pain.,car park,"Generally, car parks can be found in the city centre, close to train stations.","Generally, a car park is a place where you park your car.",nature,Nature can be found in every corner of the globe.,Nature may be able to predict the future.,deck chair,"Typically, deck chairs are designed to be used in a seated position.","Typically, a deck chair is designed to be used by one person.",catapult,stimulation,car park,nature,deck chair,1,1,1,2,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",catapult,Catapults can be found in almost every area of the world.,Catapults can be made of many different materials.,stimulation,Stimulation can also be induced.,Stimulation has been shown to be an effective treatment for patients with chronic pain.,car park,"Generally, car parks can be found in the city centre, close to train stations.","Generally, a car park is a place where you park your car.",nature,Nature can be found in every corner of the globe.,Nature may be able to predict the future.,deck chair,"Typically, deck chairs are designed to be used in a seated position.","Typically, a deck chair is designed to be used by one person.",catapult,stimulation,car park,nature,deck chair,3,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",onions,"Generally, onions are used to add flavor.","Generally, onions should be sliced thinly.",sermon,"Generally, sermons can be used to preach the Gospel.","Generally, a sermon can be fastened to a book, which can then be read aloud.",meteorology,Meteorology are all about the weather.,Meteorology produces some of the world's most accurate weather forecasting.,congress,"Congress can be used to change the law, but only Congress can make laws.","Generally, a congress can be considered to be a body.",living room,"Generally, a living room can be used for several purposes.","Generally, a living room can be considered to be part of the house.",onions,sermon,meteorology,congress,living room,3,3,1,2,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",onions,"Generally, onions are used to add flavor.","Generally, onions should be sliced thinly.",sermon,"Generally, sermons can be used to preach the Gospel.","Generally, a sermon can be fastened to a book, which can then be read aloud.",meteorology,Meteorology are all about the weather.,Meteorology produces some of the world's most accurate weather forecasting.,congress,"Congress can be used to change the law, but only Congress can make laws.","Generally, a congress can be considered to be a body.",living room,"Generally, a living room can be used for several purposes.","Generally, a living room can be considered to be part of the house.",onions,sermon,meteorology,congress,living room,3,1,1,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",onions,"Generally, onions are used to add flavor.","Generally, onions should be sliced thinly.",sermon,"Generally, sermons can be used to preach the Gospel.","Generally, a sermon can be fastened to a book, which can then be read aloud.",meteorology,Meteorology are all about the weather.,Meteorology produces some of the world's most accurate weather forecasting.,congress,"Congress can be used to change the law, but only Congress can make laws.","Generally, a congress can be considered to be a body.",living room,"Generally, a living room can be used for several purposes.","Generally, a living room can be considered to be part of the house.",onions,sermon,meteorology,congress,living room,1,3,1,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",yeast,"Typically, yeasts have the ability to metabolize alcohol.","Typically, yeasts produce a fruity flavor.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be attached to almost any situation.",microgreens,"Typically, microgreens produce their color.","Generally, microgreens may be added to salads or other dishes.",contribution,Contributions can be given.,Contributions are always welcome.,christmas ornament,"Usually, a christmas ornaments can be used to decorate a tree.","Typically, christmas ornaments are made of gold, silver.",yeast,laugh,microgreens,contribution,christmas ornament,2,1,3,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",yeast,"Typically, yeasts have the ability to metabolize alcohol.","Typically, yeasts produce a fruity flavor.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be attached to almost any situation.",microgreens,"Typically, microgreens produce their color.","Generally, microgreens may be added to salads or other dishes.",contribution,Contributions can be given.,Contributions are always welcome.,christmas ornament,"Usually, a christmas ornaments can be used to decorate a tree.","Typically, christmas ornaments are made of gold, silver.",yeast,laugh,microgreens,contribution,christmas ornament,3,3,3,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",yeast,"Typically, yeasts have the ability to metabolize alcohol.","Typically, yeasts produce a fruity flavor.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be attached to almost any situation.",microgreens,"Typically, microgreens produce their color.","Generally, microgreens may be added to salads or other dishes.",contribution,Contributions can be given.,Contributions are always welcome.,christmas ornament,"Usually, a christmas ornaments can be used to decorate a tree.","Typically, christmas ornaments are made of gold, silver.",yeast,laugh,microgreens,contribution,christmas ornament,3,1,2,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",can,"Generally, cans are used to store, transport, or serve food.","Generally, a can can be used to store food.",vegetation,"Generally, vegetation can be used to cover a large area.","Generally, a vegetation may be considered a tree.",sibling,"Generally, siblings are expected to help one another.","Generally, a sibling is someone who shares a parent.",cereal,"Generally, cereals can be found in most grocery stores in the US.","Generally, cereals can be classified based on their starch content.",can,"Generally, cans are used to store, transport, or serve food.","Generally, cans are used to hold liquids.",can,vegetation,sibling,cereal,can,1,3,3,3,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",can,"Generally, cans are used to store, transport, or serve food.","Generally, a can can be used to store food.",vegetation,"Generally, vegetation can be used to cover a large area.","Generally, a vegetation may be considered a tree.",sibling,"Generally, siblings are expected to help one another.","Generally, a sibling is someone who shares a parent.",cereal,"Generally, cereals can be found in most grocery stores in the US.","Generally, cereals can be classified based on their starch content.",can,"Generally, cans are used to store, transport, or serve food.","Generally, cans are used to hold liquids.",can,vegetation,sibling,cereal,can,1,3,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",can,"Generally, cans are used to store, transport, or serve food.","Generally, a can can be used to store food.",vegetation,"Generally, vegetation can be used to cover a large area.","Generally, a vegetation may be considered a tree.",sibling,"Generally, siblings are expected to help one another.","Generally, a sibling is someone who shares a parent.",cereal,"Generally, cereals can be found in most grocery stores in the US.","Generally, cereals can be classified based on their starch content.",can,"Generally, cans are used to store, transport, or serve food.","Generally, cans are used to hold liquids.",can,vegetation,sibling,cereal,can,1,1,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",parsnips,"Typically, parsnips may be eaten raw or cooked.","Generally, parsnips are best eaten fresh.",inference,"Generally, inferences are made based on a person's past behavior.","Generally, inferences have to be based on facts.",water vapour,"Generally, water vapour can be used to cool a building.","Typically, water vapour may be present in the atmosphere from several sources.",entertainer,"Typically, an entertainer produces his or her own music.",Entertainers may have the right to refuse to perform.,organic compound,"Generally, organic compounds are formed in the body.","Generally, organic compounds are considered to be less toxic than inorganic ones.",parsnips,inference,water vapour,entertainer,organic compound,3,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",parsnips,"Typically, parsnips may be eaten raw or cooked.","Generally, parsnips are best eaten fresh.",inference,"Generally, inferences are made based on a person's past behavior.","Generally, inferences have to be based on facts.",water vapour,"Generally, water vapour can be used to cool a building.","Typically, water vapour may be present in the atmosphere from several sources.",entertainer,"Typically, an entertainer produces his or her own music.",Entertainers may have the right to refuse to perform.,organic compound,"Generally, organic compounds are formed in the body.","Generally, organic compounds are considered to be less toxic than inorganic ones.",parsnips,inference,water vapour,entertainer,organic compound,3,2,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",parsnips,"Typically, parsnips may be eaten raw or cooked.","Generally, parsnips are best eaten fresh.",inference,"Generally, inferences are made based on a person's past behavior.","Generally, inferences have to be based on facts.",water vapour,"Generally, water vapour can be used to cool a building.","Typically, water vapour may be present in the atmosphere from several sources.",entertainer,"Typically, an entertainer produces his or her own music.",Entertainers may have the right to refuse to perform.,organic compound,"Generally, organic compounds are formed in the body.","Generally, organic compounds are considered to be less toxic than inorganic ones.",parsnips,inference,water vapour,entertainer,organic compound,2,3,3,3,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",kitty,"Typically, a kitty may be placed in a kennel with other cats.","Typically, kitties have a tendency to eat.",nature,Nature can be found in every corner of the globe.,"Generally, nature has a lot to teach us about how to live.",wire,"Typically, a wire is soldered to the circuit board.",Wire can be used to send data.,locker room,"Generally, locker rooms are segregated by gender.","Typically, a locker room produces an atmosphere of camaraderie.",llamas,"Generally, llamas have been domesticated.","Generally, llamas are best kept in a herd.",kitty,nature,wire,locker room,llamas,3,3,2,3,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",kitty,"Typically, a kitty may be placed in a kennel with other cats.","Typically, kitties have a tendency to eat.",nature,Nature can be found in every corner of the globe.,"Generally, nature has a lot to teach us about how to live.",wire,"Typically, a wire is soldered to the circuit board.",Wire can be used to send data.,locker room,"Generally, locker rooms are segregated by gender.","Typically, a locker room produces an atmosphere of camaraderie.",llamas,"Generally, llamas have been domesticated.","Generally, llamas are best kept in a herd.",kitty,nature,wire,locker room,llamas,1,2,1,3,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",kitty,"Typically, a kitty may be placed in a kennel with other cats.","Typically, kitties have a tendency to eat.",nature,Nature can be found in every corner of the globe.,"Generally, nature has a lot to teach us about how to live.",wire,"Typically, a wire is soldered to the circuit board.",Wire can be used to send data.,locker room,"Generally, locker rooms are segregated by gender.","Typically, a locker room produces an atmosphere of camaraderie.",llamas,"Generally, llamas have been domesticated.","Generally, llamas are best kept in a herd.",kitty,nature,wire,locker room,llamas,3,1,3,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",hours,"During rush hours, you can take the train to the city centre.","During work hours, you can take a break.",buttercup,"Typically, a buttercup may be seen in the wild only during spring.","Typically, a buttercup may be seen in the wild only from late spring to early summer.",other vertebrate,"Typically, other vertebrates may have been able to evolve.","Typically, other vertebrates produce their own antibodies.",process,"Typically, a process can be composed of multiple steps, each of which can be executed independently.","Generally, a process can be considered to be in progress.",lung cancer,"Generally, lung cancer is treated with surgery, radiation, chemotherapy, or both.","Generally, lung cancer is caused by exposure to tobacco smoke.",hours,buttercup,other vertebrate,process,lung cancer,3,2,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",hours,"During rush hours, you can take the train to the city centre.","During work hours, you can take a break.",buttercup,"Typically, a buttercup may be seen in the wild only during spring.","Typically, a buttercup may be seen in the wild only from late spring to early summer.",other vertebrate,"Typically, other vertebrates may have been able to evolve.","Typically, other vertebrates produce their own antibodies.",process,"Typically, a process can be composed of multiple steps, each of which can be executed independently.","Generally, a process can be considered to be in progress.",lung cancer,"Generally, lung cancer is treated with surgery, radiation, chemotherapy, or both.","Generally, lung cancer is caused by exposure to tobacco smoke.",hours,buttercup,other vertebrate,process,lung cancer,3,1,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",hours,"During rush hours, you can take the train to the city centre.","During work hours, you can take a break.",buttercup,"Typically, a buttercup may be seen in the wild only during spring.","Typically, a buttercup may be seen in the wild only from late spring to early summer.",other vertebrate,"Typically, other vertebrates may have been able to evolve.","Typically, other vertebrates produce their own antibodies.",process,"Typically, a process can be composed of multiple steps, each of which can be executed independently.","Generally, a process can be considered to be in progress.",lung cancer,"Generally, lung cancer is treated with surgery, radiation, chemotherapy, or both.","Generally, lung cancer is caused by exposure to tobacco smoke.",hours,buttercup,other vertebrate,process,lung cancer,3,2,3,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",home,"Generally, a home can be attached to an existing structure.","Generally, a home can be made of wood, stone.",costume,Costumes can be found in the wardrobe.,"Generally, a costume is made to be worn by a specific character.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be attached to anything that is funny.",wire,"Typically, a wire is soldered to the circuit board.","Generally, wires have to be soldered.",reflector,"Typically, a reflector can consist of an array of individual reflectors.","Typically, a reflector can consist of an array of reflectors.",home,costume,laugh,wire,reflector,3,3,3,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",home,"Generally, a home can be attached to an existing structure.","Generally, a home can be made of wood, stone.",costume,Costumes can be found in the wardrobe.,"Generally, a costume is made to be worn by a specific character.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be attached to anything that is funny.",wire,"Typically, a wire is soldered to the circuit board.","Generally, wires have to be soldered.",reflector,"Typically, a reflector can consist of an array of individual reflectors.","Typically, a reflector can consist of an array of reflectors.",home,costume,laugh,wire,reflector,3,1,3,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",home,"Generally, a home can be attached to an existing structure.","Generally, a home can be made of wood, stone.",costume,Costumes can be found in the wardrobe.,"Generally, a costume is made to be worn by a specific character.",laugh,"Generally, a laugh can be found in almost any story.","Generally, a laugh can be attached to anything that is funny.",wire,"Typically, a wire is soldered to the circuit board.","Generally, wires have to be soldered.",reflector,"Typically, a reflector can consist of an array of individual reflectors.","Typically, a reflector can consist of an array of reflectors.",home,costume,laugh,wire,reflector,1,2,1,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",giver,"Generally, a giver can be used to give something to someone else.","Generally, a giver can be considered to be a person who gives to another person.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can consist of a single motor.",kettle,"Generally, kettles can be used to boil water.","Generally, kettles have been used to heat water for centuries.",imposter,"Typically, an imposter can be spotted.","Generally, an imposter should be a person who appears to be someone else.",stimulant,Stimulants are stimulants that are used to treat ADHD.,Stimulants should be used with caution in pregnant women.,giver,crusher,kettle,imposter,stimulant,1,2,1,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",giver,"Generally, a giver can be used to give something to someone else.","Generally, a giver can be considered to be a person who gives to another person.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can consist of a single motor.",kettle,"Generally, kettles can be used to boil water.","Generally, kettles have been used to heat water for centuries.",imposter,"Typically, an imposter can be spotted.","Generally, an imposter should be a person who appears to be someone else.",stimulant,Stimulants are stimulants that are used to treat ADHD.,Stimulants should be used with caution in pregnant women.,giver,crusher,kettle,imposter,stimulant,1,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",giver,"Generally, a giver can be used to give something to someone else.","Generally, a giver can be considered to be a person who gives to another person.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can consist of a single motor.",kettle,"Generally, kettles can be used to boil water.","Generally, kettles have been used to heat water for centuries.",imposter,"Typically, an imposter can be spotted.","Generally, an imposter should be a person who appears to be someone else.",stimulant,Stimulants are stimulants that are used to treat ADHD.,Stimulants should be used with caution in pregnant women.,giver,crusher,kettle,imposter,stimulant,2,3,1,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",tigers,"Generally, tigers may be killed for their meat.","Generally, tigers are solitary animals.",car park,"Generally, car parks can be found in the city centre, close to train stations.","Generally, a car park can be considered to be a place.",vulture,"Generally, vultures can only eat dead animals.","Generally, vultures are scavengers that eat dead animals.",stimulation,Stimulation can also be induced.,Stimulation can be applied.,sandwich maker,"Typically, a sandwich maker can be made.","Generally, a sandwich maker is used for making sandwiches.",tigers,car park,vulture,stimulation,sandwich maker,3,3,1,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",tigers,"Generally, tigers may be killed for their meat.","Generally, tigers are solitary animals.",car park,"Generally, car parks can be found in the city centre, close to train stations.","Generally, a car park can be considered to be a place.",vulture,"Generally, vultures can only eat dead animals.","Generally, vultures are scavengers that eat dead animals.",stimulation,Stimulation can also be induced.,Stimulation can be applied.,sandwich maker,"Typically, a sandwich maker can be made.","Generally, a sandwich maker is used for making sandwiches.",tigers,car park,vulture,stimulation,sandwich maker,3,1,1,1,3
