Title,Description,Keywords,word,pos,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,NumSenses
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",brief,v,"to give someone all the necessary information about a situation, so that they are prepared for it",to give someone instructions or information about what they should do or say,,,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",7
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",7
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,n,"a long deep line cut into a surface or a long deep space between two edges, groove 1 1",a particular range of sound wave s which can be used to send and receive radio messages,"a passage for water or other liquids to flow along, or a part of a river or other area of water which is deep and wide enough to provide a route for ships to travel along",a passage of water connecting two seas,a passage that water or other liquids flow along,a route or way out of an airport or port where travellers' bags are examined,a system or method that you use to send or obtain information about a particular subject,a television station,a television station and all the programmes broadcast by it,a way of communicating with people or getting something done,"a way of expressing your thoughts, feelings, or physical energy","the deepest part of a river, harbour 1 , or sea passage, especially one that is deep enough to allow ships to sail in",2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",channel,v,to control and direct something such as money or energy towards a particular purpose,to cut a long deep line in something,to direct something into a particular place or situation,to send water through a passage,,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,9
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,1
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,n,a set of instructions that tell a computer what to do,"a set of numbers, letters, or signs that show what something is or give information about it",a set of principles that are accepted and used by society or a particular group of people,a set of rules that people in a particular business or profession agree to obey,a set of rules that tell people how to behave in their life or in certain situations,"a set of rules which are accepted as general principles, or a set of written rules which state how people in a particular organization or country should behave",a set of written rules or laws,a system of sounds or signals that represent words or letters when they are sent by machine,"a system of words, letters, or signs that you use instead of ordinary words when you are writing something that you want to keep secret","a system of words, letters or signs which is used to represent a message in secret form, or a system of numbers, letters or signals which is used to represent something in a shorter or more convenient form","the group of numbers that come before a telephone number when you are calling from a different area, area code AmE",,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,v,to mark a group of things with different colours so that you can tell the difference between them,to put a message in code so that it is secret,"to put a set of numbers, letters, or signs on something to show what it is or give information about it",to represent a message in code so that it can only be understood by the person who is meant to receive it,,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",code,v,to mark a group of things with different colours so that you can tell the difference between them,to put a message in code so that it is secret,"to put a set of numbers, letters, or signs on something to show what it is or give information about it",to represent a message in code so that it can only be understood by the person who is meant to receive it,,,,,,,,,2
