Title,Description,Keywords,sentence,summary,model,adhered,Answer.Q1,Answer.Q2,Answer.Q3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",The first step is to reach out to group outside the tech community that can help foster diversity.,the tech community can help,hc_title_30p,True,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",The first step is to reach out to group outside the tech community that can help foster diversity.,the tech community can help,hc_title_30p,True,2.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",Several rebel groups operate in the Golan.,control_code_fluent10_step5_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",Several rebel groups operate in the Golan.,control_code_fluent10_step5_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",Several rebel groups operate in the Golan.,control_code_fluent10_step5_04_06,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Organizers don't want 4-H competitors in the popular rabbit and goat contests wandering by a pot display.,in the rabbit and goat wandering a pot,hc_title_50p,False,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Organizers don't want 4-H competitors in the popular rabbit and goat contests wandering by a pot display.,in the rabbit and goat wandering a pot,hc_title_50p,False,1.0,1.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Organizers don't want 4-H competitors in the popular rabbit and goat contests wandering by a pot display.,in the rabbit and goat wandering a pot,hc_title_50p,False,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",I was watching Fringe.,gpt3_extreme_compression_02_04,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",I was watching Fringe.,gpt3_extreme_compression_02_04,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",I was watching Fringe.,gpt3_extreme_compression_02_04,True,3.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",Gerald Brooks 39 is on the run after he fled NYPD.,scrl_hc_title_50p_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",Gerald Brooks 39 is on the run after he fled NYPD.,scrl_hc_title_50p_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",Gerald Brooks 39 is on the run after he fled NYPD.,scrl_hc_title_50p_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",The company says in-app purchasing “For In-App Purchasing for revenue share.”,scrl_hc_title_50p_04_06,True,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",The company says in-app purchasing “For In-App Purchasing for revenue share.”,scrl_hc_title_50p_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",The company says in-app purchasing “For In-App Purchasing for revenue share.”,scrl_hc_title_50p_04_06,True,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",purchasing site purchasing pc mac please contact share,liuetal_ratio_03,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",purchasing site purchasing pc mac please contact share,liuetal_ratio_03,True,1.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",purchasing site purchasing pc mac please contact share,liuetal_ratio_03,True,1.0,1.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",A help forum asks this question about the sale of the confederate flag.,control_code_fluent10_step5_04_06,True,2.0,3.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",A help forum asks this question about the sale of the confederate flag.,control_code_fluent10_step5_04_06,True,2.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",A help forum asks this question about the sale of the confederate flag.,control_code_fluent10_step5_04_06,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Once the main session was complete the players repeated last week’s penalty shootout practice, with no goalkeeper, picking out specific targets in the goal.",Once session players repeated�s penalty shootout practice targets,scrl_hc_title_30p_02_04,False,2.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Once the main session was complete the players repeated last week’s penalty shootout practice, with no goalkeeper, picking out specific targets in the goal.",Once session players repeated�s penalty shootout practice targets,scrl_hc_title_30p_02_04,False,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Once the main session was complete the players repeated last week’s penalty shootout practice, with no goalkeeper, picking out specific targets in the goal.",Once session players repeated�s penalty shootout practice targets,scrl_hc_title_30p_02_04,False,1.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Once the main session was complete the players repeated last week’s penalty shootout practice, with no goalkeeper, picking out specific targets in the goal.",the main players with no specific targets,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Once the main session was complete the players repeated last week’s penalty shootout practice, with no goalkeeper, picking out specific targets in the goal.",the main players with no specific targets,hc_title_30p,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Once the main session was complete the players repeated last week’s penalty shootout practice, with no goalkeeper, picking out specific targets in the goal.",the main players with no specific targets,hc_title_30p,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Hagel's resignation highlighted ongoing tensions between the White House and the Pentagon, where top officials have complained about West Wing micromanagement.",hagel resignation tensions between the white house and pentagon west wing,liuetal_ratio_05,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Hagel's resignation highlighted ongoing tensions between the White House and the Pentagon, where top officials have complained about West Wing micromanagement.",hagel resignation tensions between the white house and pentagon west wing,liuetal_ratio_05,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Hagel's resignation highlighted ongoing tensions between the White House and the Pentagon, where top officials have complained about West Wing micromanagement.",hagel resignation tensions between the white house and pentagon west wing,liuetal_ratio_05,True,3.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Also at the event, Apple showed a new app called “TV” for the Apple TV, iPhone and iPad that provides a central place for direct access to specific shows and movies from within other apps and subscription services, including HBO Now, Starz and Hulu, in addition to iTunes.",a the iphone and ipad movies other hbo itunes,liuetal_ratio_05,False,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Also at the event, Apple showed a new app called “TV” for the Apple TV, iPhone and iPad that provides a central place for direct access to specific shows and movies from within other apps and subscription services, including HBO Now, Starz and Hulu, in addition to iTunes.",a the iphone and ipad movies other hbo itunes,liuetal_ratio_05,False,1.0,2.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Also at the event, Apple showed a new app called “TV” for the Apple TV, iPhone and iPad that provides a central place for direct access to specific shows and movies from within other apps and subscription services, including HBO Now, Starz and Hulu, in addition to iTunes.",a the iphone and ipad movies other hbo itunes,liuetal_ratio_05,False,1.0,2.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",gpt3_high_compression_04_06,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",gpt3_high_compression_04_06,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",gpt3_high_compression_04_06,False,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",A help forum asks this question: “Should Amazon ban confederate flag?,scrl_hc_title_50p_04_06,True,3.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",A help forum asks this question: “Should Amazon ban confederate flag?,scrl_hc_title_50p_04_06,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",A help forum asks this question: “Should Amazon ban confederate flag?,scrl_hc_title_50p_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",said she was ready to come,liuetal_ratio_03,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",said she was ready to come,liuetal_ratio_03,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",said she was ready to come,liuetal_ratio_03,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",rebels ordered to hand themselves in the end of,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",rebels ordered to hand themselves in the end of,hc_title_30p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",rebels ordered to hand themselves in the end of,hc_title_30p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",Gerald Brooks run fled NYPD,scrl_hc_title_30p_02_04,True,1.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",Gerald Brooks run fled NYPD,scrl_hc_title_30p_02_04,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",Gerald Brooks run fled NYPD,scrl_hc_title_30p_02_04,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,man who stopped from driving a car out of his hands has been banned,hc_title_50p,True,2.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,man who stopped from driving a car out of his hands has been banned,hc_title_50p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,man who stopped from driving a car out of his hands has been banned,hc_title_50p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Early reports speculated that the boy was Adrian Peterson, Jr., with whom the Minnesota Vikings running back is often photographed, but it was later learned that the deceased child was another of Peterson's sons.","The boy was not Adrian Peterson, Jr.",gpt3_extreme_compression_02_04,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Early reports speculated that the boy was Adrian Peterson, Jr., with whom the Minnesota Vikings running back is often photographed, but it was later learned that the deceased child was another of Peterson's sons.","The boy was not Adrian Peterson, Jr.",gpt3_extreme_compression_02_04,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Early reports speculated that the boy was Adrian Peterson, Jr., with whom the Minnesota Vikings running back is often photographed, but it was later learned that the deceased child was another of Peterson's sons.","The boy was not Adrian Peterson, Jr.",gpt3_extreme_compression_02_04,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",“I am confident in the extraordinary benefits to our national security and the peace and security of the world that come with the successful implementation of the (deal).”,the extraordinary and the peace of the world,hc_title_30p,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",“I am confident in the extraordinary benefits to our national security and the peace and security of the world that come with the successful implementation of the (deal).”,the extraordinary and the peace of the world,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",“I am confident in the extraordinary benefits to our national security and the peace and security of the world that come with the successful implementation of the (deal).”,the extraordinary and the peace of the world,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",i halfway through episode friends,liuetal_ratio_03,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",i halfway through episode friends,liuetal_ratio_03,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",i halfway through episode friends,liuetal_ratio_03,True,1.0,2.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Liam’s feet make a guest appearance in the picture, as does his Great Dane Watson who he bought with ex-girlfriend Sophia Smith can be seen by his settee.",Liam’s feet make a guest appearance in the picture as Great Dane Watson ex-girlfriend settee.,scrl_hc_title_50p_04_06,False,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Liam’s feet make a guest appearance in the picture, as does his Great Dane Watson who he bought with ex-girlfriend Sophia Smith can be seen by his settee.",Liam’s feet make a guest appearance in the picture as Great Dane Watson ex-girlfriend settee.,scrl_hc_title_50p_04_06,False,1.0,,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Liam’s feet make a guest appearance in the picture, as does his Great Dane Watson who he bought with ex-girlfriend Sophia Smith can be seen by his settee.",Liam’s feet make a guest appearance in the picture as Great Dane Watson ex-girlfriend settee.,scrl_hc_title_50p_04_06,False,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",brooks <|unk|> is on the run nypd officer in custody,liuetal_ratio_05,False,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",brooks <|unk|> is on the run nypd officer in custody,liuetal_ratio_05,False,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",brooks <|unk|> is on the run nypd officer in custody,liuetal_ratio_05,False,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""There was a family in the car, they got out before it hit.",there was a family they got before it,liuetal_ratio_05,False,2.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""There was a family in the car, they got out before it hit.",there was a family they got before it,liuetal_ratio_05,False,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""There was a family in the car, they got out before it hit.",there was a family they got before it,liuetal_ratio_05,False,2.0,1.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",conservation facilities artifacts colleagues discovered to be reburied underwater,liuetal_ratio_05,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",conservation facilities artifacts colleagues discovered to be reburied underwater,liuetal_ratio_05,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",conservation facilities artifacts colleagues discovered to be reburied underwater,liuetal_ratio_05,False,1.0,2.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",The first step is to reach out to group outside the tech community that can help foster diversity.,the first step to tech community can foster diversity,liuetal_ratio_05,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",The first step is to reach out to group outside the tech community that can help foster diversity.,the first step to tech community can foster diversity,liuetal_ratio_05,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",The first step is to reach out to group outside the tech community that can help foster diversity.,the first step to tech community can foster diversity,liuetal_ratio_05,True,1.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",on the run he fled,hc_title_30p,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",on the run he fled,hc_title_30p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",on the run he fled,hc_title_30p,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",Gerald Brooks is on the run.,gpt3_extreme_compression_02_04,True,3.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",Gerald Brooks is on the run.,gpt3_extreme_compression_02_04,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Gerald Brooks, 39, is on the run after he fled from an NYPD officer while in custody.",Gerald Brooks is on the run.,gpt3_extreme_compression_02_04,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","“The very God of Holy Scriptures, the Creator, is the source of law, life, and liberty,” he declared to an audience that included his eight unsmiling fellow justices.","""The very God of Holy Scriptures is the source of law, life, and liberty,"" he declared.",control_code_fluent10_step5_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","“The very God of Holy Scriptures, the Creator, is the source of law, life, and liberty,” he declared to an audience that included his eight unsmiling fellow justices.","""The very God of Holy Scriptures is the source of law, life, and liberty,"" he declared.",control_code_fluent10_step5_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","“The very God of Holy Scriptures, the Creator, is the source of law, life, and liberty,” he declared to an audience that included his eight unsmiling fellow justices.","""The very God of Holy Scriptures is the source of law, life, and liberty,"" he declared.",control_code_fluent10_step5_04_06,True,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",The rebels have ordered the local commander of the National Security and the head of the Awakening Councils to hand themselves in by the end of Monday.,gpt3_high_compression_04_06,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",The rebels have ordered the local commander of the National Security and the head of the Awakening Councils to hand themselves in by the end of Monday.,gpt3_high_compression_04_06,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",The rebels have ordered the local commander of the National Security and the head of the Awakening Councils to hand themselves in by the end of Monday.,gpt3_high_compression_04_06,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,A BOOZED up man has been banned from the roads after he stopped from driving.,control_code_fluent10_step5_04_06,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,A BOOZED up man has been banned from the roads after he stopped from driving.,control_code_fluent10_step5_04_06,False,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,A BOOZED up man has been banned from the roads after he stopped from driving.,control_code_fluent10_step5_04_06,False,3.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""There was a family in the car, they got out before it hit.",the they got it,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""There was a family in the car, they got out before it hit.",the they got it,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""There was a family in the car, they got out before it hit.",the they got it,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Under that proposal, the number of stores would drop from about 250 to 24, with the only remaining locations being overseas and in rural areas, the group said.",the number of the remaining locations in the,hc_title_30p,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Under that proposal, the number of stores would drop from about 250 to 24, with the only remaining locations being overseas and in rural areas, the group said.",the number of the remaining locations in the,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Under that proposal, the number of stores would drop from about 250 to 24, with the only remaining locations being overseas and in rural areas, the group said.",the number of the remaining locations in the,hc_title_30p,True,2.0,2.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",A forum�Should Amazon ban confederate flag,scrl_hc_title_30p_02_04,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",A forum�Should Amazon ban confederate flag,scrl_hc_title_30p_02_04,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",A forum�Should Amazon ban confederate flag,scrl_hc_title_30p_02_04,True,2.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",The husband called Salazar ten days later and said his wife was ready to come back.,gpt3_extreme_compression_02_04,False,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",The husband called Salazar ten days later and said his wife was ready to come back.,gpt3_extreme_compression_02_04,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",The husband called Salazar ten days later and said his wife was ready to come back.,gpt3_extreme_compression_02_04,False,2.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Phillips also attempted to dispute aspects of his supervised release, specifically around language related to a ban “frequent[ing] places where controlled substances are illegally sold, used, distributed, or administered.”",Phillips tried to dispute aspects of his supervised release.,gpt3_extreme_compression_02_04,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Phillips also attempted to dispute aspects of his supervised release, specifically around language related to a ban “frequent[ing] places where controlled substances are illegally sold, used, distributed, or administered.”",Phillips tried to dispute aspects of his supervised release.,gpt3_extreme_compression_02_04,True,,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Phillips also attempted to dispute aspects of his supervised release, specifically around language related to a ban “frequent[ing] places where controlled substances are illegally sold, used, distributed, or administered.”",Phillips tried to dispute aspects of his supervised release.,gpt3_extreme_compression_02_04,True,3.0,3.0,3
