Title,Description,Keywords,event0,event1,event2,Answer.feedback,Answer.input_event,Answer.q1-obj-use1,Answer.q1-obj-use2,Answer.q1-obj-use3,Answer.q1-obj-use4,Answer.q1-obj1,Answer.q1-obj2,Answer.q1-obj3,Answer.q1-obj4,Answer.q2-obj-use1,Answer.q2-obj-use2,Answer.q2-obj-use3,Answer.q2-obj-use4,Answer.q2-obj1,Answer.q2-obj2,Answer.q2-obj3,Answer.q2-obj4,Answer.q3-obj-use1,Answer.q3-obj-use2,Answer.q3-obj-use3,Answer.q3-obj-use4,Answer.q3-obj1,Answer.q3-obj2,Answer.q3-obj3,Answer.q3-obj4,Answer.req-obj1-na,Answer.req-obj1-sense,Answer.req-obj2-na,Answer.req-obj2-sense,Answer.req-obj3-na,Answer.req-obj3-sense,Approve,Reject
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes a train across the country,PersonX pushes the CART forward,PersonX calls PersonY's horse to the fact,{},PersonX takes a train across the country|PersonX pushes the CART forward|PersonX calls PersonY,buy ticket,buy ticket,{},{},money,coins,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes bus to france,PersonX explains in detail the phone,PersonX sets stake in the earth,{},PersonX takes bus to france|PersonX explains in detail the phone|PersonX sets stake in the earth,purchase bus pass,ride bus,{},{},money,bus pass,{},{},{},{},{},{},{},{},{},{},place in earth,drive stakes into earth,{},{},stakes,hammer,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX finishes work quickly,PersonX understands the walls around PersonY,PersonX spends PersonX's money making,{},PersonX finishes work quickly|PersonX understands the walls around PersonY|PersonX spends PersonX,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX prevents the car from leaving,PersonX puts the box in PersonX's room,PersonX goes bathroom first,{},PersonX prevents the car from leaving|PersonX puts the box in PersonX|PersonX goes bathroom first,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX makes cheesecake better,PersonX spends time in prison,PersonX takes pictures to mexico,{},PersonX makes cheesecake better|PersonX spends time in prison|PersonX takes pictures to mexico,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},carry pictures,enter country,{},{},envelope,transport,{},{},1.0,0.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX makes the team a cake,PersonX finds a umbrella somewhere,PersonX practices football after school,{},PersonX makes the team a cake|PersonX finds a umbrella somewhere|PersonX practices football after school,to make cake,to make cake,{},{},pans,pots,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX regards the book as one,PersonX quickly took the phone,PersonX puts electronics to good use,{},PersonX regards the book as one|PersonX quickly took the phone|PersonX puts electronics to good use,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,,0.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX wears skirts anymore,PersonX gives rollerblades a go,PersonX prepares another contract,{},PersonX wears skirts anymore|PersonX gives rollerblades a go|PersonX prepares another contract,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX rides a bicycle to school,PersonX enjoys the tree so much,PersonX drives bike down the road,{},PersonX rides a bicycle to school|PersonX enjoys the tree so much|PersonX drives bike down the road,ride to school,ride a bicycle to,{},{},bicycle,school,{},{},enjoy,climb the tree,{},{},tree,legs,{},{},ride down the road,ride the bike on,{},{},bike,road,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX has drinks every day,PersonX knows PersonX's cat best,PersonX returns magazines to the library,{},PersonX has drinks every day|PersonX knows PersonX|PersonX returns magazines to the library,quench his thirst,strengthen his bones,{},{},water every day,milk every day,{},{},feed PersonX's cat,play with PersonX's cat,{},{},cat food,toys,{},{},access the library books,ease trips to the school library,{},{},his library card,his bike,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets a couch as a result,PersonX pushes open the door,PersonX gets a handle on the broom,{},PersonX gets a couch as a result|PersonX pushes open the door|PersonX gets a handle on the broom,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX lays pillows upon PersonY,PersonX feels the bruise in PersonX's leg,PersonX increases one 's money,"Q3 is worded wrong, but I might be too harsh",PersonX lays pillows upon PersonY|PersonX feels the bruise in PersonX|PersonX increases one,lay upon personY,{},{},{},pillow cushions,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX provides clothing for the poor,PersonX mixes the batter together,PersonX puts PersonX's cat to death,{},PersonX provides clothing for the poor|PersonX mixes the batter together|PersonX puts PersonX,give to the people,buy the clothing,{},{},clothing,money,{},{},mix the batter,hold the batter,{},{},ladle,bowl,{},{},administer the poison,put the cat in,{},{},needle,cat casket,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX explains this machine in terms,PersonX watches news on PersonY's phone,PersonX prevents the plane from leaving,{},PersonX explains this machine in terms|PersonX watches news on PersonY|PersonX prevents the plane from leaving,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes the hand in hand,PersonX sells toys online,PersonX takes boat to australia,{},PersonX takes the hand in hand|PersonX sells toys online|PersonX takes boat to australia,{},{},{},{},{},{},{},{},sell online,access the online marketplace,{},{},playthings,computer,{},{},sail to Austrailia,stop ship from moving,{},{},ship,anchor,{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX rushes her dog to the vet,PersonX turns PersonX's eyes towards PersonY,PersonX puts away PersonX's forks,{},PersonX rushes her dog to the vet|PersonX turns PersonX|PersonX puts away PersonX,transport,put the dog in,{},{},a car,a crate,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets pictures of one,PersonX finds chocolates that PersonY liked,PersonX loses eye tooth,{},PersonX gets pictures of one|PersonX finds chocolates that PersonY liked|PersonX loses eye tooth,{},{},{},{},{},{},{},{},locate for PersonY,enjoy chocolates,{},{},chocolates,PersonY,{},{},{},{},{},{},{},{},{},{},,0.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sells candy at prices,PersonX takes the cards into account,PersonX makes frenc fries last night,{},PersonX sells candy at prices|PersonX takes the cards into account|PersonX makes frenc fries last night,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},cut into strings,fry the potato,{},{},potatoes,oil,{},{},,0.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX treats horses fairly,PersonX throws items in the trash,PersonX settles the house peacefully,{},PersonX treats horses fairly|PersonX throws items in the trash|PersonX settles the house peacefully,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX cuts the honeydew in two,PersonX fills a cup with water,PersonX uses a cane anymore,{},PersonX cuts the honeydew in two|PersonX fills a cup with water|PersonX uses a cane anymore,cut in half,cut in half,{},{},scissors,knife,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX drives suv off the road,PersonX makes a picture in class,PersonX takes a chocolate away from PersonY,{},PersonX drives suv off the road|PersonX makes a picture in class|PersonX takes a chocolate away from PersonY,{},{},{},{},{},{},{},{},create,record the art,{},{},art supplies,paper,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX saves stamps as possible,PersonX handles dogs well,PersonX knows this video well,{},PersonX saves stamps as possible|PersonX handles dogs well|PersonX knows this video well,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX locks purse in PersonX's room,PersonX brings the contract to terms,PersonX includes also the husband,{},PersonX locks purse in PersonX|PersonX brings the contract to terms|PersonX includes also the husband,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX buys lettuce that day,PersonX avoids cats much,PersonX drives cars everywhere,{},PersonX buys lettuce that day|PersonX avoids cats much|PersonX drives cars everywhere,pay,hold produce,{},{},wallet,bag,{},{},{},{},{},{},{},{},{},{},get behind the wheel,go driving,{},{},driver's license,vehicle,{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX finds a paper on the street,PersonX writes a article on the subject,PersonX reports every receipt,{},PersonX finds a paper on the street|PersonX writes a article on the subject|PersonX reports every receipt,{},{},{},{},{},{},{},{},learn writing skills,print the words,{},{},classes,laptop,{},{},note each transaction,copy each slip,{},{},ledger,scanner,{},{},0.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX holds the freezer open,PersonX teaches Training skills,PersonX gives her legs a massage,{},PersonX holds the freezer open|PersonX teaches Training skills|PersonX gives her legs a massage,{},{},{},{},{},{},{},{},provide for his students,{},{},{},textbooks,{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX helps cats a lot,PersonX puts hair ties in PersonY's hair,PersonX looks a horse in the mouth,{},PersonX helps cats a lot|PersonX puts hair ties in PersonY|PersonX looks a horse in the mouth,{},{},{},{},{},{},{},{},put in their hair,to put the hair ties in their hair,{},{},hair ties,hands,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives the flowers water,PersonX scrapes together leaves,PersonX stops and get candy,{},PersonX gives the flowers water|PersonX scrapes together leaves|PersonX stops and get candy,{},{},{},{},{},{},{},{},scrape leaves,scrape leaves,{},{},leaf blower,rake,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sells food for money,PersonX sticks the knife in the steak,PersonX plays Monopoly perfectly,{},PersonX sells food for money|PersonX sticks the knife in the steak|PersonX plays Monopoly perfectly,hold the food,put the for sale food on,{},{},bags,table,{},{},stick into the steak,hold the steak,{},{},carver,plate,{},{},buy property,track their moves,{},{},fake money,game piece,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX leaves the house within hours,PersonX ties ropes together,PersonX returns rags from work,{},PersonX leaves the house within hours|PersonX ties ropes together|PersonX returns rags from work,tell time,tell time,{},{},clock,watch,{},{},{},{},{},{},{},{},{},{},hold rags,hold rags,{},{},bag,bucket,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX practices singing in the state,PersonX protects mouse from violence,PersonX attends hall at the university,{},PersonX practices singing in the state|PersonX protects mouse from violence|PersonX attends hall at the university,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sends PersonX's cat to die,PersonX gets books from school,PersonX occupies the house for years,{},PersonX sends PersonX|PersonX gets books from school|PersonX occupies the house for years,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX improves students ' baskets,PersonX shares the money equally,PersonX watches a horse on youtube,{},PersonX improves students |PersonX shares the money equally|PersonX watches a horse on youtube,improve,improve,{},{},bins,boxes,{},{},share equally,share equally,{},{},currency,coins,{},{},watch on YouTube,watch on YouTube,{},{},an equine,a mustang,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts PersonX's dog to death,PersonX submits PersonX's documents to arbitration,PersonX uses chart to explain,{},PersonX puts PersonX|PersonX submits PersonX|PersonX uses chart to explain,shoot,cut,{},{},gun,knife,{},{},submit,send documents,{},{},papers,email,{},{},give visual examples,explain,{},{},chart,words,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts desk in PersonY's room,PersonX swings open the gate,PersonX rules the sea for years,{},PersonX puts desk in PersonY|PersonX swings open the gate|PersonX rules the sea for years,arrange in the room,fit the furniture,{},{},furniture,space,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes bike last night,PersonX brings glasses to the eyes,PersonX gets a puppy as a result,{},PersonX takes bike last night|PersonX brings glasses to the eyes|PersonX gets a puppy as a result,take last night,take last night,{},{},a moped,a motorcycle,{},{},bring to the eyes,bring to the eyes,{},{},spectacles,eyeglasses,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX also gave items,PersonX crashes bike into a tree,PersonX receives the bracelet from the hands,{},PersonX also gave items|PersonX crashes bike into a tree|PersonX receives the bracelet from the hands,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX drops spoon by accident,PersonX visits museums more often,PersonX gives candy to PersonY's mother,{},PersonX drops spoon by accident|PersonX visits museums more often|PersonX gives candy to PersonY,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX wears sequins proudly,PersonX gives the ball to PersonY's brother,PersonX raises one 's hands,{},PersonX wears sequins proudly|PersonX gives the ball to PersonY|PersonX raises one,put sequins on,sew sequins on clothes to wear,to put on clothes to wear,{},clothes,sewing kit,sequins,{},give to PersonY's brother,physically hold ball and give,{},{},toy ball,bag,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sells cars at prices,PersonX increases one 's food,PersonX throws water upon it,{},PersonX sells cars at prices|PersonX increases one |PersonX throws water upon it,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sells cars for money,PersonX wastes water talking,PersonX receives the king 's crown,{},PersonX sells cars for money|PersonX wastes water talking|PersonX receives the king,sell,sell,{},{},vehicles,automobiles,{},{},pour water,run water,{},{},hose,faucet,{},{},sit upon,hold with crown,{},{},throne,scepter,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX starves the cat into submission,PersonX gives PersonY every cent,PersonX has drinks one night,{},PersonX starves the cat into submission|PersonX gives PersonY every cent|PersonX has drinks one night,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},contain drink,put in glass,{},{},glass,beverage,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX spends PersonX's pension making,PersonX finds a dog in the backyard,PersonX closes windows behind PersonY,{},PersonX spends PersonX|PersonX finds a dog in the backyard|PersonX closes windows behind PersonY,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets flowers from PersonX's boss,PersonX picks the book up right away,PersonX takes into account the ocean,{},PersonX gets flowers from PersonX|PersonX picks the book up right away|PersonX takes into account the ocean,{},{},{},{},{},{},{},{},pick up,pick up,{},{},publication,tome,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX finds box in the garbage,PersonX makes eggs immediately,PersonX serves potatoes in prison,{},PersonX finds box in the garbage|PersonX makes eggs immediately|PersonX serves potatoes in prison,see where things are,open the garage door,{},{},flashlight,garage key,{},{},cook the eggs,season the eggs,{},{},frying pan,salt,{},{},dish out potatoes,carry the potatoes,{},{},spoon,bowl,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX pulls PersonX's arm away,PersonX pulls PersonY glasses away,PersonX brings the meal together,{},PersonX pulls PersonX|PersonX pulls PersonY glasses away|PersonX brings the meal together,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays a game in the world,PersonX buys shoes for PersonX's children,PersonX puts gas in the tank,{},PersonX plays a game in the world|PersonX buys shoes for PersonX|PersonX puts gas in the tank,play game on,carry game,{},{},table,box,{},{},buy shoes,drive to store,{},{},money,car,{},{},open gas tank,pay for gas,{},{},keys,money,{},{},1.0,1.0,,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX avoids the barn altogether,PersonX looks dog in the eyes,PersonX pushes back PersonY's bike,{},PersonX avoids the barn altogether|PersonX looks dog in the eyes|PersonX pushes back PersonY,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},guide down the street,fix busted tire,{},{},bicycle,tire pump,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gains shirts at the expense,PersonX gives the slot PersonX's name,PersonX covers the bed completely,{},PersonX gains shirts at the expense|PersonX gives the slot PersonX|PersonX covers the bed completely,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},place on the mattress,cover the sheets,{},{},bedsheets,blanket,{},{},,0.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX swings weapon hard,PersonX finds bike on craigslist,PersonX falls and breaks bones,{},PersonX swings weapon hard|PersonX finds bike on craigslist|PersonX falls and breaks bones,swing,hold a weapon,{},{},a weapon,hands,{},{},access craigslist,access craigslist,{},{},a computer,technology device,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX buys diamonds abroad,PersonX compares and contrast charts,PersonX lifts the spoon to PersonY's lips,{},PersonX buys diamonds abroad|PersonX compares and contrast charts|PersonX lifts the spoon to PersonY,buy diamonds,travel abroad,{},{},money,a passport,{},{},{},{},{},{},{},{},{},{},lift it to persony's lips,{},{},{},a spoon,{},{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets the table right,PersonX puts PersonX's puzzle together,PersonX hurts another zebra,{},PersonX gets the table right|PersonX puts PersonX|PersonX hurts another zebra,{},{},{},{},{},{},{},{},put together,put the puzzle on,{},{},pieces,table,{},{},hit the zebra,hit the zebra,{},{},whip,stick,{},{},,0.0,,1.0,,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX produces soy beans annually,PersonX holds the phone in PersonX's hands,PersonX enjoys board games together,{},PersonX produces soy beans annually|PersonX holds the phone in PersonX|PersonX enjoys board games together,produce annually,produce annually,{},{},soyabeans,soyas,{},{},hold in PersonY's hands,hold in PersonY's hands,hold in PersonY's hands,{},mobile,cellphone,horn,{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX holds dog back,PersonX finds a car elsewhere,PersonX puts pencils in PersonY's backpack,{},PersonX holds dog back|PersonX finds a car elsewhere|PersonX puts pencils in PersonY,keep back,keep the dog back,{},{},dog,arms,{},{},{},{},{},{},car,{},{},{},place in the backpack,place the pencils in,{},{},pencils,backpack,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts PersonX's dollar in PersonX's pocket,PersonX puts it another nail,PersonX uses a hammer as a tool,{},PersonX puts PersonX|PersonX puts it another nail|PersonX uses a hammer as a tool,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives water to PersonX's grandmother,PersonX ties the socks together,PersonX embraces every animal,{},PersonX gives water to PersonX|PersonX ties the socks together|PersonX embraces every animal,give grandmother,get water,{},{},water,glass,{},{},tie together,buy socks,{},{},socks,money,{},{},embrace,{},{},{},pets,{},{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX watches television today,PersonX sees a computer for sale,PersonX sends a file to the conference,{},PersonX watches television today|PersonX sees a computer for sale|PersonX sends a file to the conference,watch,sit,{},{},a TV,couch,{},{},purchase,bring it home,{},{},money,a car,{},{},email,send it to,{},{},a computer,coworkers,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX carries the pizza away,PersonX sends PersonX's friend a book,PersonX offer paper to students,{},PersonX carries the pizza away|PersonX sends PersonX|PersonX offer paper to students,take away,buy the pizza,{},{},food,money,{},{},purchase the gift,send the book,{},{},money,address,{},{},offer supplies to,give students,{},{},Students,school supplies,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX finds snakes in the grass,PersonX gets PersonX's bookcase in the door,PersonX braves every creek,{},PersonX finds snakes in the grass|PersonX gets PersonX|PersonX braves every creek,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX divides the chart into sections,PersonX buys candy from the grocery store,PersonX finds flowers in the backyard,{},PersonX divides the chart into sections|PersonX buys candy from the grocery store|PersonX finds flowers in the backyard,{},{},{},{},{},{},{},{},purchase candy,{},{},{},money,{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX keeps a close watch on the cat,PersonX carries PersonX's bookbag far,PersonX reviews briefly the newspaper,{},PersonX keeps a close watch on the cat|PersonX carries PersonX|PersonX reviews briefly the newspaper,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets roses from PersonX's boss,PersonX lets cats back,PersonX puts table in PersonY's room,{},PersonX gets roses from PersonX|PersonX lets cats back|PersonX puts table in PersonY,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},place in bedroom,lift the furniture,{},{},desk,dolly,{},{},0.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sees a dog for sale,PersonX gives PersonX's son models,PersonX knows PersonX's books best,{},PersonX sees a dog for sale|PersonX gives PersonX|PersonX knows PersonX,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
