Title,Description,Keywords,id,question,answer_choices,gold_label,source_sample_1,source_sample_2,source_sample_3,source_sample_4,source_sample_5,explanation_1,explanation_2,explanation_3,explanation_4,explanation_5,nll_1,nll_2,nll_3,nll_4,nll_5,Answer.acceptable
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",674b81c82491619bb955af33bb19ace0,"When darkness came, what was she prompted to go to?","haunted house, movies, cellar, moon, or bed",bed,0,2,greedy,1,3,"A popular aspect of scary movies is darkness --- the scary stuff occurs in shadow, and when darkness comes, it's time to go to bed and stop watching the movie. (Likewise, it's dangerous to walk through a dark cellar or a haunted house","The light in the house was turned off, and her children did not stir immediately. This suggests that the children are asleep, and their mother decided it's best she should go to sleep also.","When it's dark, people often go to bed.","People frequently go to bed when it gets late at night, i.e., after dark.","She was prompted by darkness. If darkness comes (which it usually does), one would go to a bed to sleep and wait for the morning.",2.141513454,2.269990996,0.747882515,1.247872165,1.718430835,3|4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",ea4612e47e3be9e3e8eb6721804f0577,"The food was packaged for sale, where was it bound?","shop, shelf, refrigerators, kitchen, or bathroom",shop,1,greedy,2,0,3,"Food typically gets packaged and then shipped, in the States typically into shops; packaged food generally ends up on the shop's shelves.",Food is often packaged for sale in grocery stores.,"ATMs require customers to have their finances set up, a process which can be facilitated by packaging of branded financial institution-related offers in a shop adjacent to the ATM machine used to withdraw cash.","Most food is sold to stores (e.g., grocery stores). For a step to reach a shelf in a store, it likely had to be bought from a store, shipped to a store, or grown at a store.","The food in question was destined to be sold in a shopping center, where it would be found on store shelves.",2.526778338,0.88146747,3.22508405,1.699834636,1.460926983,1|2|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",17364e82f8d105dea9875caf27fbfb45,where do some monkeys tend to live taht is hot?,"treetops, tree tops, great outdoors, rain forest, or tropical areas",tropical areas,3,greedy,0,1,2,Monkeys native to tropical areas often lived in trees in these areas.,"Monkeys are often found in tropical areas, where it's hot and humid.","The heat-activated sweat glands of primates (coelurosauria) are most well developed in areas of the body that tend to trap the most heat, i.e., the head and torso. As such, it's reasonable to conclude","Primarily, monkeys tend to live in rather hot areas that often go without rain.","Monkeys can be commonly found in tropical areas; moreover, it's often the case that during warmer times of the year that monkeys will congregate in the treetops to avoid the heat.",1.935002419,0.791238973,1.882458807,2.352540006,1.394974104,2
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",a761edb5bcd7ba65469c728120d784b0,"The dog ran to the front window and barked, this is because of a presence at the what?","friend's house, classroom, front door, window, or building",front door,2,greedy,1,0,3,Dogs are commonly kept out of front windows; it makes sense for a dog to be barking if their owners were at the front door.,Dogs often bark at the front door when someone is there.,Dogs usually bark at the door when a person is at the door.,The dog could be reacting to the presence of someone at a front door.,"Barking is the (usual) response to a presence near the front door, which tends to be at the front of a building.",2.64291441,0.733635729,0.962910785,1.131977212,1.484571995,4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",3e97a76512178d271a1c3532c0e628d2,"Jane was beautiful on the inside, but on the outside she wasn't much to look at.  How might she be described?","homely, sleepy, bad, overcast, or misshapen",homely,0,3,2,greedy,1,"Homely can be used in cases where a person is more attractive on the inside than the outside. Since Jane is beautiful on the inside (with none of the ""normal"" qualities of charm or amusment associated with beauty), homely is the","A person who is ""homely"" may not look very good, but they do have some striking folks that would be pleasing. The intended meaning here is that Jane may have something unattractive outside of her home, but her personality inside is good.","The context here suggests that the focus of the passage will be on her inner appearance, rather than on her outer appearance. `Not much to look at' is used to suggest a homely appearance, which might suggest a feeling of authenticity and spirituality.","The question implies that Jane is not physically attractive, and that she is not a person who is likely to be described as ""beautiful.",The single adjective that is most indicative of a beauty discrepancy between inner and outer appearances is 'homely.',1.916463913,2.564337061,2.242893586,1.276328982,2.408140184,4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",bb7cba8495adeb89b611351214ebfca8,"The scientists thought it was an impossibility, but with new evidence there was a chance it was a what?","possible, possibility, inevitability, possibility, or certainty",possibility,greedy,0,3,2,1,"The scientists thought it was impossible, but with new evidence, it was a possibility.","When evidence reveals that something that was previously impossible might be possible, it provides a new chance that it might actually be possible after all.","One may think that something is impossible, but certain evidence suggests otherwise, bringing us to a higher probability that it is possible after all.","It has been known to be an impossibility, or something that never would exist. However, it appears to be possible.",Because it happened after the event. (Read the title.),0.724922289,1.649133696,1.927444514,2.149784199,3.405180152,2|3
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",26aa456d3e43a460b0f5c42f297903a0,What could you put a table in if you want the table to be in your house?,"demonstration, rug, corner, library, or football ground",corner,3,2,1,greedy,0,"Tables take up a lot of room in a normal house; a corner is big enough to hold a table. There are corner tables specifically designed for this purpose that you can buy (i.e., ""corner tables"").","Tables don't fit ""in"" houses, because houses are are given dimensions; tables fit in corners.",Corners are a sort of useless place that's not good for the table.,"Tables are often put in corners, as corners are the most efficient use of space.","When people have a ""corner"", it is a space in the room, and a table could simply be placed there.",1.643570148,2.423894675,2.668593233,0.858595765,1.772092622,1|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",119e4455128b12c295e9d4e6f02cd973,Jon put drops in his eyes so that they wouldn't do what?,"fall out, fill with tears, see work, glass over, or dry out",dry out,greedy,2,0,1,3,"Tears are a natural response to irritation, and putting drops in one's eyes can prevent the eyes from drying out.","drops are often used to make eyes feel better at times to help prevent them from drying out, or to clear them a bit so that the eyes can be more functional.","Lily-Tears eyedrops contain nutrients/chemicals that help to prevent the eyes from drying out. So the scene is more relaxing, and Jon is trying to reduce his distress.","When the human body produces too much of a chemical (tears), the chemical can accumulate, and instead of flowing out of the eyes, they collect, and make the eyes swell. This is undesirable, so putting eye drops into the eyes substitutes a","The drops Jon put into his eyes are likely eye drops, which preserve the health/color of the eyes, keeping them from drying out for example.",0.948218304,2.030889315,2.730799618,2.006039588,1.750053651,1|2|4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",5fb3372c496912b91e5e8dfed21642a3,"If you cut when waiting at the ticket office, what should your punishment be?","death, opera house, humans, auditorium, or end of line",end of line,3,2,1,greedy,0,There might be a warning sign not to cut at an end of line.,One should always wait in line. And ending the line early is a wasteful behavior. It is likely to make people very angry.,Military programs typically involve push-ups while Standing in-line for making discipline mistakes.,"If you cut in line, you might be punished by being forced to wait at the end of the line.","People are often required to line up in order to wait in order to get something. If a person was cut in line, they would expect to forfeit presale opportunities or at least have to endure waiting until after others had served to be served.",1.766242218,2.403311327,4.15372732,0.658172521,2.409952893,4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",c47c39fe4d3f4d5298c546bcd7aa6912,What can't viruses do without infecting a host cell?,"infect, hack computer, reproduce, make computer malfunction, or mutate",reproduce,1,0,3,greedy,2,Viruses are unable to reproduce on their own; they need a host cell to reproduce.,A virus cannot execute its infection stick without infecting a host cell.,"Without a host cell, a virus cannot reproduce.","Viruses are parasitic, and thus need to reproduce in order to survive.","Viruses live in cells, so to infect a cell, they must reproduce. But upon reproduction, they risk infecting the same cell as well.",0.712668723,2.410624562,0.644067263,0.896300365,1.808300992,1|2|3
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",0869cee28ac9a7e8836d7545e9ad6d26,Susan climbed the slops.  It was very difficult.  She wished that she was on what?,"straight, flat, downhill, top, or flat ground",flat ground,1,2,0,greedy,3,"If Susan was climbing, it was very difficult (tiring, grueling, annoying). If she wished to be somewhere else but there was no way of getting there (for example, if she was stuck in the mud and there was no nearby sidewalk","Susan had to climb her sloped driveway; it was so steep, she had to climb up it. If she wanted to reach level ground, she could go to flat ground.","THe terrain might be making it difficult to climb the slopes. However, flat ground is more likely to be easier to travel on.","Slops are steep hills. Susan was climbing the slops, and wished she was on flat ground.","Susan climbed a hill, and cited the problem she had. (She said It was very difficult.) Then, to continue her problem, she specified that she wished she was, not on a hill (her current state), but instead, on flat ground",1.9095501,1.704899178,1.961953517,0.84162191,2.387485636,3|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",a08aba24bf31c20bebfd1a4eeb0281c8,"He retired from his command after twenty years, he was proud that he chose to what but was ready to retire?","follow, serve, obey, ask, or comply",serve,2,1,3,0,greedy,"Follow suggests that the person was following instruction from someone else, but he served for twenty years, and he was ready to retire.","Commanders serve for a period of their own choosing, this is done to allow them to have the experience, so, that on their own accord, they choose to retire after they've had enough experience at that particular post.","The general was a proud soldier, and he served his country faithfully, and was ready to retire. His retirement was a sore subject for the general/ , because he felt proud for the good he did in life.","Twenty years is a long time to make decisions for an organization; however, sometimes it's necessary to serve the organization, over one's own wishes. While it may be dangerous, it can be important to the organization.","He served in the military for twenty years, and he was proud of his service.",1.918650048,2.097455018,2.473887671,2.111518787,0.696995326,2|3|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",9527d2260447025abb4c16c01a94362e,Where would you find a sign with some people lined up next to it?,"roadblock, bus stop, street corner, fast food drive thru, or city",bus stop,greedy,2,3,0,1,Bus stops are places where people wait for buses.,"Buses have a stop at curbside, and some stops have signs alerting people of the names of the bus lines that stop there, as well as listing schedules, etc.","Usually when a bus is approaching a bus stop, it will stop to pick up passengers. Passengers read bus stops, and wait at them when the bus is coming.",Buses stop at bus stops.,"People waiting for busses to take them places, e.g., to work, are often lined up next to signs saying something like ""line up here"".",0.629954252,1.831442059,1.691348658,0.791361121,1.248447352,1|2|3|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",9704bcfc08c8f8992a53c8ab04f96b29,Where can you watch a performance like a symphony?,"concert hall, movie, gymnasium, circus, or theatre",concert hall,3,2,0,1,greedy,"A symphony takes the form of a concert, a type of performance, which happens in a concert hall.",A concert hall is a venue/building used for symphony performances.,"A symphony, like most performances, is played at a concert hall.","A symphony is commonly played in a concert hall, because symphonies require a sophisticated audio configuration to best reproduce the full spatial spectrum of music.",A concert hall is a place where you can watch a performance like a symphony.,1.242071048,1.41045512,1.162431728,2.133531307,0.574903846,1|2|3|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",b4ea9b4879bdb9ddb81275b852688f93,Where is a snake likely to startle a farmer?,"feild, tropical forest, pet shops, tree, or book store",feild,greedy,1,3,2,0,"Snakes are likely to be found in feilds, and farmers are likely to be found in feilds.","Places with fields are more likely to have farmers, which are likely to interact with snakes. This is because snakes can be found in fields, and are keen on hiding under bushes, where farmers may encounter them from time to time e.g., when","A snake is likely to startle a farmer while in a field, because farmers tend to grow plants in fields.","Farmers sometimes access their crops using tractors, wich at time edge down to the feilds. snakes are often lurking for mice, which live away from farms. Snakes like seclusion, which farmers disrupt when farming their fields.","A farmer might study in the library, but it is unlikely he would startle a snake in there. However, a farmer might occasionally burst into fields unexpectedly, which might turn out to be a bad time for a snake within the field.",0.60594647,1.996089815,1.079499451,3.011256381,2.027399748,1|3
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",d62ece8c76d6e0a546dc340d9620bd6c,Where would you put the end of a steel cable if you want to use it as a lightningrod?,"ship, suspension bridge, in the air, ground, or building",ground,2,greedy,1,0,3,"if a steel cable stretches through the air, it could attract lightning, so putting it on the ground effectively grounds the lightning until it hits the ground.",Lightning rods are used to protect buildings from lightning strikes. They are typically placed on the ground.,A lightningrod is used to prevent lightning strikes on buildings. The cable would temporarily be in the air to perform its function and then be placed in the ground when not in use.,Lightning rods are optimized to collect lightning inside a rod near the ground.,"Lightning strikes are most prone flying between the ground and the sky, because that's where its target -- e.g., a building -- is highest. Placing the anchored end of a lightning rod on the ground, rather than amongst buildings or trees,",1.819369783,0.85174738,1.703453867,2.866375885,2.217553828,1
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",741c8a8cfaf21354d19d34443cde244c,Where might  jellyfish stay warm?,"japanese restaurant, atlantic ocean, store, bikini bottom, or pacific ocean",pacific ocean,2,1,greedy,3,0,Jellyfish are transparent blobs that likely need to avoid being eaten by other animals. They are most likely to stay in the warmer Pacific Ocean.,"Jellyfish are found in the Pacific, and creatures tend to stay in warmer places during the winter, as it is too cold to go without shelter or adequate clothing.","Jellyfish live in the Pacific ocean, and the Pacific ocean is warmer than the Atlantic ocean.","If a person is in Hawaii, and it is the winter, he might need to stay warm. If he does, he will put on a jacket and stay near a heat source, which in that situation, is likely to be the fireplace in the",Jellyfish are marine animals and thus often swim in the Pacific ocean.,1.913089876,1.701546354,0.541297088,1.71048942,1.243086888,1|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",99d6eac92a46a821530733ac943e77c9,what is the cartridge of a bullet called?,"gunpowder, casing, bandolier, magazine, or gun shop",casing,1,greedy,2,0,3,"Bullets are mounted in the casings manually, then fired from a gun.",The casing of a bullet is the part that holds the gunpowder.,"A casing (also known as a shell) is what retains the gunpowder, bullet, primer, etc.","Issued a new handgun upon joining the military, Austen refers to the part of the gun he pushed bullets into as simply the casing (13), but later he uses the more common word, ammunition. At the ammunition exchange (66), we see","A bullet cartridge contains all the gunpowder and primer that you need for firing, as well as the projectile such as a piece of lead or a pellet.",2.264526328,0.654392898,1.571256378,3.201595934,1.968030869,
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",4e0a9bf3d6d33218c6d1b939dc52cc62,What might not returning to work cause?,"loss of job, sobering, stress, anxiety, or earn money",stress,0,3,1,2,greedy,People might not like working. The stress of returning to the job may be overwhelming.,"Since some workers might leave their jobs when they are on vacation, when they are returning, they may strain, thus reducing job competency resulting in lost jobs.","People can lose their jobs when they aren't fulfilling their job requirements. Like I said, the mental hospital was trying to get those who served it receive payment, so they selected stress.",Being unemployed might cause stress.,"If a person is stressed, they might not be able to return to work.",2.221496751,3.013185356,3.158062274,1.333206061,0.866624158,4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",ed538369a738c16655b1693475f5c7ff,Old refrigerators can often be stored where when not in use?,"home, in sub jail, food, garage, or apartment",garage,greedy,3,0,1,2,Garages are often used to store things that are not in use.,"Garages are used for parking, but cars are able to fit inside them; old refrigerators might possibly fit inside an ogarage.","when unused refrigerators are left in an apartment or home, they may run into heat and start stinking.","Garages are often used for storage of vehicles that aren't currently in use; so, an old refrigerator wouldn't feel out of place in the garage if it wasn't being used for it's original purpose.",Garages is a place that is often used fpr storage similar to refrigerators.,0.642904257,2.197055678,2.597286673,1.301752865,2.506058532,1|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",e58e2acbb4ee05fd13ee3b60276e3b7f,Where do people typically store a drill?,"basement, bathroom, garage, repair shop, or dentist office",garage,3,0,2,greedy,1,"It doesn't robotically make sense to store a drill in the closet, or under the bed, you typically store it in the location that a drill is often used, e.g., in the garage or construction of a building.","Drills are usually used to fix objects. If people repair things themselves, they are likely to keep tools in their garage.","Drills are typically stored together, in sets, in toolboxes in garages, which are quite large enough to hold the toolboxes and the drills inside.","Drills are usually used for home improvement projects, and so, are often stored in garages.","Drills are usually used for fixing objects, hence most people keep them in garages of houses, or in the garages of fix-it shops.",2.255531064,1.538760831,1.78360119,0.874430583,1.550411181,3
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",838acece10a351331db22eb71f711622,What is moving cars without looking likely to result in?,"traffic, accidents, getting tired, driving, or ticket",accidents,1,greedy,0,2,3,Failure to pay attention is very likely to result in accidents.,Accidents are likely to occur when people are not paying attention to the road.,"If you're not looking ahead, you may run into problems.","Car accidents are sometime even fatal, and so, in some places, a nice driver might even be ticketed because such accidents can not only potentially harm the people inside their cars, but they also endanger people outside the cars.","Speeding without looking ahead can be dangerous for the people driving; speeding into traffic, or moving too quickly to stop, are both easy mistakes to make when one is not fully mindful of his surroundings.",1.726897565,0.698439521,1.557822444,2.76643711,2.293725978,1|2
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",cc1611666842a725a76744f2cbf5a3d7,How is someone likely to feel about a person hurting someone else?,"bad karma, will resent, feel remorse, angry, or feel sad",will resent,2,0,3,1,greedy,"Someone might take this drastic step in response to negative feelings, e.g., anger.",Someone who hurt someone else would probably be viewed negatively and would probably be resented.,"Feeling bad karma about someone else hurting someone would suggest that you're not wishing it had happened to you. The will to resent would also suggest this, because it would be a strong feeling toward the intentional person.","Someone like James is likely to feel resentment for actions that hurt other people. James feels for other poeple, and probably himself. A proud man like him will live with what he did, and possibly explain himself.",The question is asking about how someone would feel about a person hurting someone else. Resentment is a feeling of anger or bitterness towards someone else.,2.404005458,1.314586237,2.237462784,2.876076521,0.89242123,2|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",f2860fcb7cc887cd38b20de443cd8f73,"Her first job was when she used to wait tables, she reminisced about the simple task of having to what?","tipping, serve customers, wash hands, go to the bathroom, or serve food",serve food,greedy,3,0,1,2,Serving food is a simple task that waiters and waitresses do.,Serving food is the most important part when waiting tables. Someone who used to do this job would hold this skill in high esteem.,The job of a waitress is to serve food to customers.,Waiters and waitresses must serve food to customers.,A waitress' main duty is to serve food and dishes to the customers. This is the activity that remains most memorable to her.,0.934688402,1.804448832,0.867066864,0.649464919,1.825974182,1|2|3|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",a422c8685a756821e52e083d2c95ea19,What does a person feel when they are close to their birthday?,"compliments, excited, presents, eat every day, or expressive",excited,greedy,3,1,0,2,People often feel excited when they are close to their birthday.,Because people are often very excited only a certain number of days before they turn a year older.,"When a birthday is coming up, many people (including myself) often get excited to turn the new age.","The anticipation of a special event, a birthday, is considered to be exciting; often people feel disappointed and ""blue"" when they realize it's not their birthday; because it's not a day-to-day routine, they may miss out on",It's natural to get excited about a birthday.,0.531518503,1.931379151,1.65705119,2.253767506,1.69015459,1
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",9d25932e636f2fd43cdc06479104fe11,Why might some graduates choose not to be attending school later in life?,"much work, overwhelmed, dropping out, detention, or stupidity",much work,2,0,1,greedy,3,"When someone graduates from a school, they are not obligated to go back to school later. Examples given are being overwhelmed with much work, or having no school to return to, or dropping out.","Some grades later in life involve stress, leading some people to quit, and work takes up too much time..","School requires a large time commitment, so it is an appropriate choice for some people while not others. For some people, once they are in the workforce, they have jobs they find are meaningful, mentally engaging, and occupy their time sufficiently. For others",Graduates may choose not to attend school later in life because they have to work to support themselves.,A recent graduate with a full-time job might be too busy to be attending classes.,1.883931632,3.074181162,2.326233284,0.699992086,1.393298484,1|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",faae13d6ef216890c4e90d41dcd64cbb,Where do you watch rubbish?,"pooja hall, park, waste bin, television, or trash can",television,2,3,1,greedy,0,"Rubbish, or garbage, is something that should be thrown into trash cans.","People can watch TV, which they would likely do sitting on a sofa provided by the room. TV and sofas are often both provided by the same room, which the majority of salesmen refer to as the lounge, living room, or family",People watch rubbish like films and television in their living rooms or bedrooms.,Television is a device that is used to watch rubbish.,"People often watch TV, so watching rubbish on it might be a common activity for the average person.",1.418874245,2.277728342,1.785129916,0.913224987,1.657862705,3|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",06748592fa4f35f3eeba6352e2bc1a35,"The teacher encouraged note taking because everything was important, but it turned out the information that day was what for the upcoming quiz?","useless, trivial, ignorable, off, or insignificant",useless,3,1,greedy,0,2,What the teacher said was of an unimportant nature.,Note taking was ineffectual in this case because the information across the board was useless.,The information that was presented was not important for the upcoming quiz.,"When taking notes one usually makes short summaries, in addition to recording the information in a compact (and worthless) format; additionally, the information being taught was not adequately summarized, which is why it was easy to ignore.","The teacher wanted the students to take notes, but when the day came to take the test, the information was so trivial that it was ignorable.",1.94062999,2.025998857,0.741987048,2.648808245,1.095080916,1|2|3
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",c86b76447d6eeb9add237fa42fc569e3,Where do you hang notes in the kitchen?,"from a hook, medical chart, desk, sheet music, or fridge",fridge,1,2,greedy,0,3,"You might hang notes on a fridge for your family to see in an easy to see area, such as by the door. It is also common to put notes on fridges to remind family members to pick up groceries.","If you have medical issues that affect your cooking, then you can be clipping notes about your medicine on your fridge.",Refrigerators are often used to store notes.,so you can read them when you are making dinner.,"Cooks sometimes use Post-it notes in the kitchen when they are preparing food, and thus Post-it notes usually hang out of the refrigerator.",1.660248358,2.536824675,0.741728389,1.955462867,1.716889063,1
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",13a1f3e6dce74a4c4e69210ad4266541,What will a friend do for you?,"coming home, count on, keep secret, rely on, or write letter",keep secret,0,2,3,greedy,1,"The question is vague and could have different meaning. A friend could help with children or work. But if a friend always keep your secret, perhaps it means that she/he can be trusted.",A friend can keep a secret.,"A friend is someone you believe in, and someone who relies on you during a difficult time.","A friend is someone you can trust, and therefore you can rely on them to keep a secret.",one of the less tangible components of friendship is the keeping-a-secret component.,2.404491663,0.974027908,1.873697398,0.774691507,2.371262971,4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",cf02f308a8eea94adf2d55bf7e1b1f45,"If you're caught hurting someone else, what are you likely to have?","legal problems, physical pain, more hurt, public outcry, or money",legal problems,3,1,2,greedy,0,"If you hurt someone else, you have to face any legal issues and possible lawsuits that may result.","'Legal' means 'related to the law', so legal problems pertain to legal statutes and the use of legal force. Thus, if you made a person hurt, you might have legal problems as a result.","Society tends to frown upon people that satisfy their self-interest at another's expense. Thus, if you hurt others, the society and the law tend to work together to focus enforces' attention on you and the wrong that you have caused.","If you hurt someone else, you are likely to be arrested and charged with a crime.",People often find themselves going to jail or court for hurting others.,1.841164387,2.085030394,2.401331103,0.683266451,2.074010769,1|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",23f8b80f8010a7bf8fe9c88c4f91745f,Shopping all day is likely to lead to?,"calluses, obesity, bankruptcy, tiredness, or debt",tiredness,2,3,1,greedy,0,"Having to stand for long periods of time leads to physical fatigue that can wear someone down substantially, if done on an all day basis.","If one goes shopping for very long, it becomes a physically tiring experience. Given that customers must walk, stand up, and carry heavy items, visiting stores for too long can leave a person physically exhausted.","A full day of shopping would likely tire someone out, as they would have stood around for 10+ hours.","Shopping is a physically demanding activity, and so, after shopping all day, one would be tired.","On a weekend, a person might go shopping or look things up on the internet for hours; acquiring all of this information causes the person to become tired.",2.281885638,1.988043441,1.741971863,0.750830005,2.230232341,1|2|3|4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",ffa961d537f245cddef8565dbd642b1c,What state north of alabama has many a beaver?,"beaverton, river or stream, kentucky, canada, or montana",kentucky,greedy,0,2,3,1,"Kentucky is a state in the United States, and it is north of Alabama. Kentucky is known for its many beavers.","Kentucky has a county, alone among all the 50 US states, named for beavers, a beloved animal called Bell County in eastern Kentucky. So Kentucky would logically be a place with many beavers. The hint is the word ""many"".",Kentucky is the state containing the town of Beaverton,Kentucky has many beavers because it's in close proximity to lakes on the Ohio river in which they live.,Rivers and streams are common habitat of beavers.,0.71602733,2.329179365,1.796468838,1.715014763,1.679603635,1|2|4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",988a1b3e14129a7babf468a9ab802bd4,"Laura likes blue anemones, and John wants to give her something special for her birthday.  Where might John go to get an anemone for Laura?","seafood restaurant, tide pool, joe mama's tea room, flower pot, or flower shop",flower shop,0,2,greedy,1,3,An anemone is a flower. One would often acquire flowers at a flower shop.,"Because anemones are related to lettuces, eating an anemone for dinner might not be the best gift for someone who likes flowers; it would be a better gift to get a flower from an actual flower shop.","Anemones are flowers, and flower shops sell flowers.",A flower shop often sells things such as flowers and plants. People make purchases such as this for someone special.,"Flowers symbols are often given as gifts, as they convey feelings of love and affection. They are best sold in a flower shop, which is a place that sells flowers and other garlands.",1.29260418,1.697711914,0.637755012,2.223770822,1.98946063,1|3
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",9aa0b96d19b02749d8dc0b4d0a67d68c,"She asked to swallow semen, he shrugged and replied it was fine if that's what?","in a porn movie, pornstar, you're curious, you're into, or prostitute",you're into,0,3,1,greedy,2,"Because she asked if he minded swallowing her's, he thought that she must be into it since she was obviously curious enough to ask him, and she's probably had experience doing so if making the request.",Because she was reported to be willing to be involved in pornographic activities for money.,Women ask their partners to swallow their semen so that they can pleasure their partners without going through the rigorous performance of getting a condom on in the heat of the moment. Semen contains sperm and thus pregnancy (and the responsiblity of children),"Swallowing semen is a common sexual act, and is often done by people who are into it.","If swallowing semen is fine, it can give a person a pleasurable sensation. It is likely to be a sexual position one is ""into.",2.208145162,2.377951678,2.207905225,1.015278281,2.147636743,4
