Title,Description,Keywords,id1,premise1,hypothesis1,nearest_neighbors1,label1,id2,premise2,hypothesis2,nearest_neighbors2,label2,id3,premise3,hypothesis3,nearest_neighbors3,label3,id4,premise4,hypothesis4,nearest_neighbors4,label4,id5,premise5,hypothesis5,nearest_neighbors5,label5
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",353898,"In a place where even the most casual visitor can be arrested for speaking to a stranger, a middle-aged woman in a white cotton blouse and a long black skirt was detained by a policeman for a half-hour.",The woman was speaking to a stranger.,"[338083, 328851, 53991, 92650, 382719]",contradiction,170018,The Education of the Indian Child,Education of the Indian Child,"[99676, 22719, 5426, 288655, 319040]",entailment,3878,"The ""Hexagonal room"" is the most striking feature of the old church.",The church is worth a visit.,"[175825, 337805, 115944, 381054, 36334]",entailment,46795,This means that we can conclude that:,"Therefore, we can conclude that:","[361708, 27746, 244785, 247006, 214211]",entailment,95878,A huge variety of other things to do are available in this historic city.,There are many historical sites in the city.,"[253398, 138547, 350873, 333452, 58031]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",235972,"This is a very beautiful garden, and the flowers are always in bloom.",The flowers are not always in bloom.,"[23512, 387415, 235559, 243119, 89065]",contradiction,283255,"When a new student joins a course, the instructor has the option of meeting with the student to discuss the course and the student's performance.",The instructor also has the option of meeting with the student to discuss the student's performance.,"[380288, 36986, 327439, 52539, 228131]",neutral,241104,Is it possible to use a standard mathematical formula to solve the problem?,The formula cannot be used to solve the problem.,"[45492, 244390, 88497, 113605, 260782]",contradiction,126094,It was hard to believe that the president would not know about the crimes of his subordinates.,The president did know about the crimes of his subordinates.,"[325824, 354534, 164732, 232404, 288612]",contradiction,116333,The third way to deal with a problem is to accept it and go on with your life.,The third way is not a solution.,"[202919, 272085, 285701, 81193, 133583]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",185259,We are currently working on the issue of housing and homelessness.,"We are currently working on the issue of ""How to make people homeless.""","[156441, 222744, 214924, 165095, 391264]",neutral,145856,"I've got to go, it's time for the closing arguments.",Closing arguments are always made at closing time.,"[258432, 95782, 21948, 352517, 252399]",neutral,46724,"It was a pretty room, with a low ceiling and a great deal of white woodwork.",It is a crypt,"[2135, 320494, 306388, 195067, 177618]",neutral,115014,I think it is important to understand that the nature of the public health threat is,The nature of the public health threat is different from the threat that is currently being addressed.,"[42441, 294354, 316494, 233383, 175568]",entailment,296458,"The man who will inherit the family business, says his uncle, is the one who will not go to college.",College is a great way to get ahead.,"[374413, 311665, 84622, 267033, 57130]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",18479,A man of his word.,A man of his word will always keep his word.,"[169625, 20997, 223898, 133872, 274972]",entailment,247436,"To the right of the capital, the spire of the old church can be seen.","To the left of the capital, the spire of the old church can be seen.","[148871, 268072, 294926, 112865, 228631]",contradiction,273761,"He then grabbed the other guy's wrist and said, ""I'm not going to do it, I'm not going to do it.""","He said he was going to do it, but then changed his mind.","[272043, 317811, 110706, 1523, 142304]",neutral,207167,"The former is usually called ""karyotype"" and the latter ""chromosome.""",Chromosome is the name of the visible portion of the cell.,"[32017, 139217, 112147, 116770, 102413]",contradiction,57063,She is a little bit of a drama queen.,She is a drama queen.,"[5584, 264615, 76990, 183601, 35858]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",52036,Some companies use management by objectives to help their employees achieve their goals.,Some companies use management by objectives to keep their employees from achieving their goals.,"[358785, 64627, 290406, 87635, 297943]",contradiction,320946,The reason that many young men of the African-American community do not go to college is that they are unemployed.,The reason that many young men of the African-American community do not go to college is that they are not unemployed.,"[214712, 112309, 381041, 96130, 22581]",contradiction,86623,"In a number of cases, however, the reports have been so misleading that the courts have been forced to assume that the original opinion was wrong.",The reports were misleading.,"[15641, 204766, 256210, 112154, 169333]",contradiction,247323,"I know the system is not perfect, but it is better than what we had before.",The system is not perfect.,"[103650, 168364, 147154, 377894, 106251]",contradiction,23929,You can also buy lots of books at Buku Land.,Buku Land has cheap books.,"[22958, 273915, 214312, 280586, 368534]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",152770,"Many times, this will be the most appropriate choice.",This is the most appropriate choice.,"[346591, 254128, 347827, 259221, 71275]",neutral,63902,"No, I don't know what it is.",You know what it is.,"[256305, 372441, 46024, 151631, 109321]",contradiction,317997,"Many countries have a military service requirement, although the exact number varies from country to country.","Some countries have a military service requirement, but it is not a requirement in others.","[368638, 266726, 231950, 41963, 123485]",neutral,119706,What's the problem?,The problem is not so much the technology as the users.,"[297404, 45929, 292142, 137576, 266952]",neutral,212340,I think I'll take a look at the river.,Do you mean you'll take a look at the river?,"[12737, 63627, 50419, 115744, 212175]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",84227,A separate and distinct responsibility for the Federal Emergency Management Agency was established in the Homeland Security Act of 2002.,FEMA needs to be given more power.,"[193407, 288963, 21494, 142219, 192923]",neutral,50329,A month later I saw the same figure again.,I saw the same man again a month later.,"[327441, 43018, 190706, 350026, 368320]",neutral,155763,I'm very concerned about the idea of the young generation being completely atomized.,The young generation is atomized.,"[189692, 53172, 378606, 308393, 302208]",contradiction,30803,"If the laws are enforced, the value of the economy will be improved.","The laws are enforced, but the value of the economy is not improved.","[217760, 222744, 165095, 204693, 87880]",neutral,100128,"We are all familiar with the name of the Swiss Alps, but few of us know the details of the mountain range.",The Swiss Alps are well known.,"[118470, 387771, 210225, 3620, 355908]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",226704,"The ""buzzard"" of the title is a bad example of a buzzard.",The buzzard is a bird that eats carrion.,"[121047, 242363, 285970, 180880, 245323]",neutral,204419,An additional problem is that of the most efficient means of converting the energy in the fuel into the work done by the engine.,The most efficient means of converting the energy in the fuel is the most efficient means of converting the energy in the fuel.,"[161576, 370387, 278062, 375512, 190543]",contradiction,252426,"The United States has been, for many years, the world's largest oil producer, but it is also the world's largest importer of oil.",The United States is the world's largest importer of oil.,"[152913, 270580, 13218, 245101, 282690]",entailment,55944,"The system is based on the traditional water wheel, but the mechanism of the wheel is different.",Water wheels always change.,"[139913, 280097, 31406, 133177, 247370]",neutral,275369,A report by the Commission on Government Forecasting and Accountability concluded that there is no relationship between the amount of time a mayor spends on his or her job and the level of corruption in the city.,The report concluded that there is a relationship between the amount of time a mayor spends on his or her job and the level of corruption in the city.,"[96163, 279126, 321098, 219875, 233234]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",45997,The meeting will be held in the conference room of the board of directors.,The meeting will be held in the conference room of the executive committee.,"[308434, 47600, 56960, 23122, 309480]",neutral,228812,This is my decision. I have made it. I am the only one who can make it. It is mine. I will live with it.,She was determined to do what she wanted to do.,"[41167, 342165, 205297, 242111, 132323]",entailment,35866,"He has made an extensive study of the works of E. E. Cummings, Robert Frost, William Carlos Williams, and W. H. Auden.",He has made an extensive study of the works of some of these poets.,"[376593, 116918, 239367, 392299, 334928]",neutral,178972,"I'd say that this year, it's more of a ""passionate"" person than a ""passionate"" person.","I'd say that this year, he is more passionate than he was last year.","[368846, 46535, 86447, 67738, 295294]",entailment,347303,"I am sure that there are many, many other examples of this phenomenon.","There are many, many other examples of this phenomenon.","[238576, 85034, 164768, 49358, 100826]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",18771,A large percentage of the respondents were able to make at least one purchase during the first week of the program.,The program was successful because it was successful.,"[144425, 243067, 269367, 344174, 227653]",neutral,324024,A crowd of over a thousand gathered in the square to watch the presentation.,A crowd of over a thousand gathered in the square to watch the parade.,"[59675, 384425, 137133, 254131, 234428]",entailment,333377,"The shop is run by the boss's wife, who is the only one who can get away with not wearing a uniform.",The boss's wife is the only one who wears a uniform.,"[122524, 28167, 339475, 28045, 307350]",contradiction,339693,One of the most important objectives of this inquiry is to identify the key elements of the policy that is in place.,The key elements of the policy are to be identified.,"[100646, 274303, 106893, 138572, 262303]",contradiction,341793,The price of these was about half that of the same car.,The price of these cars was half that of the same car.,"[344949, 129794, 104679, 161183, 206803]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",76107,The next step is to create a scenario for the client's future.,They want to know what they should do.,"[224778, 333254, 226340, 310669, 209946]",neutral,281163,"He has a good heart, but he is a complete phony.",He is a complete fake.,"[84759, 349554, 65406, 363047, 84192]",entailment,287549,"To support the provision of legal information, programs also assist individuals in preparing to represent themselves in court.","To support the provision of robots, programs also assist individuals in preparing to represent themselves in court.","[324740, 147870, 150869, 379364, 191821]",neutral,177632,"In a country that is increasingly dependent on international trade, we must make a strong effort to develop and maintain a viable and competitive economy.",A country that is increasingly dependent on international trade is a country that is increasingly dependent on international trade.,"[262227, 318167, 144068, 121902, 117222]",contradiction,1664,"The Bush administration, the CIA, and the military all seem to have accepted the idea that they can act with impunity, but they are now facing a new kind of resistance, one that is more focused, more organized, and more dangerous.","The Bush administration, the CIA, and the military are more dangerous than ever.","[263872, 62013, 117517, 116870, 51823]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",368393,The official story of the Watergate break-in has been called into question by the release of thousands of pages of previously classified documents.,The official story of Watergate is questionable.,"[295202, 198866, 159598, 163279, 66762]",entailment,30148,"The third in the series, ""Mr. Smith Goes to Washington"", is the best of the three.",The third in the series is the best of the three.,"[356280, 99838, 356166, 9607, 335554]",entailment,346014,"As a consequence, a ""big data"" approach to research is in the process of revolutionizing the way scientists work.",The big data approach is revolutionizing the way scientists work.,"[2078, 10307, 5553, 369150, 174971]",entailment,210180,I'm going to tell you something.,I'm going to reveal something.,"[192186, 249486, 372728, 71681, 307956]",entailment,318964,She's a pro at this kind of thing.,She's a professional.,"[212784, 65406, 257238, 100454, 304661]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",345684,"The only other building on the property was a small stone cottage, which was the home of the elderly widow, Mrs. Clapham.",Mrs. Clapham was not the only resident of the property.,"[129524, 226795, 74976, 142969, 87839]",contradiction,153342,"I'll make you a deal. I'll give you $50,000 for the car, and you'll give me the car.",You will not get the car.,"[94182, 103613, 51140, 46778, 379879]",contradiction,99127,"If you have time, follow the coastal road from Moraira to the town of Almeria, which lies on the southern edge of the Rif Mountains.",The coastal road from Moraira to Almeria does not go through the Rif Mountains.,"[355077, 61229, 375424, 331129, 78746]",contradiction,41813,"The jury found that he was guilty of 2 counts of murder, 1 count of attempted murder, and 1 count of conspiracy to commit murder.",The jury found that he was guilty of 1 count of murder.,"[389465, 379567, 287237, 388727, 70245]",contradiction,33563,The second-most-frequent visitor to the Capitol is the Capitol Police.,The second-most-frequent visitor to the Capitol is the House Sergeant at Arms.,"[272639, 193625, 31534, 364245, 201017]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",141211,One-third of the people who live in the United States are under the age of 18.,Most of the people in the United States are not under the age of 18.,"[322563, 212854, 330086, 236019, 9411]",contradiction,237090,"In a standard project plan, a schedule for the completion of a project is prepared and updated as necessary.",A schedule for the completion of a project is not necessary.,"[168422, 360529, 187279, 223195, 90707]",contradiction,264336,It is unlikely that the differences in incidence rates between the two groups are due to the different socioeconomic status of the two groups.,The socioeconomic status of the two groups is the reason for the differences in incidence rates.,"[144045, 348590, 155976, 308528, 357391]",contradiction,45314,"It is by no means clear that we will soon be able to rid ourselves of our unaccountable generals, rapacious investors, massive foreign debts, or the political impoverishment that could well be Suharto's most lasting legacy.",Suharto has a terrible legacy as a horrible leader.,"[98308, 44632, 277757, 48489, 129442]",neutral,102795,It is impossible to make any generalizations about the relative merits of the two candidates.,The candidates are very similar.,"[255164, 45208, 55150, 85124, 165377]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",301305,"I don't know how I can make you understand, but you must try to understand.","I cannot make you understand, but you must try to understand.","[15309, 36595, 389561, 333652, 322421]",entailment,120799,"He said that he had taken it out of the hands of the people who were making it, and he had it in his own hands.",He had it in his own hands.,"[40193, 139292, 302428, 151021, 253143]",neutral,261135,Is it true that he had his head in the clouds?,Is it true that he was in a dream?,"[111771, 197273, 61012, 2994, 64175]",neutral,266929,"The more successful the strategy, the more successful the product.","The more successful the product, the more successful the strategy.","[50, 324456, 367676, 40498, 360758]",entailment,84452,"The town's major industries are agricultural, forestry, and tourism.",The town's major industries are the fishing industry and the tourism industry.,"[249346, 1456, 28714, 193266, 295560]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",278365,I thought you'd be happy to hear that your book has been published.,You thought your book had been published.,"[199395, 43217, 26688, 129434, 13711]",contradiction,365849,"This idea is very much in keeping with the spirit of the times, in which many of the older forms of behaviour are being abandoned.","This idea is very much in keeping with the spirit of the times, in which many of the older forms of behaviour are being embraced.","[289551, 314281, 116987, 58234, 28998]",contradiction,264111,"The first stage of the two-stage system involves a first-level review of all pending cases, a second-level review of the first-level review, and a third-level review of the second-level review.",There are many levels of review.,"[220057, 278305, 66543, 38575, 57176]",entailment,273154,The reason that the general population of the country is not more prosperous is that the wealthy have had a disproportionate influence on the political process.,The wealthy have had a disproportionate influence on the political process.,"[211884, 246098, 210615, 196541, 392190]",contradiction,44381,The corporation has an excess capacity problem for the commodities that it trades globally.,The corporation has an excess capacity problem for the commodities that it trades domestically.,"[123534, 275865, 274368, 123327, 252294]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",166002,It's hard to find the meaning of the sentence.,The sentence is hard to understand.,"[293674, 57187, 361641, 245576, 75433]",entailment,122752,"The idea of the rule of law has been around for a long time, but it is not always clear what it means.",The rule of law is a rule that people have to follow.,"[233489, 276608, 339978, 118074, 3655]",neutral,211582,"He found a blue and white pinwheel, and he thought it was beautiful.",He found a blue and white pin.,"[179020, 306439, 380528, 169896, 230187]",contradiction,740,"It's a good idea to tell the whole truth and nothing but the truth, but it's also a good idea to leave out a few details, because otherwise the story won't be as interesting.",All stories are interesting.,"[60441, 23263, 263796, 281084, 210574]",neutral,254640,"She was going to go to the police, but she didn't want to cause trouble for herself.","She didn't want to cause trouble for herself, so she didn't go to the police.","[53001, 204320, 110059, 48426, 11717]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",237284,"As we mentioned earlier, we will look at how we can build a more effective marketing plan that will lead to more effective marketing campaigns.",A more effective marketing plan will lead to more effective marketing campaigns.,"[100244, 167753, 319163, 149873, 305431]",neutral,22774,"We cannot predict the future with certainty, but we can create a framework for making reasonable estimates.",We can predict the future with certainty.,"[51024, 240861, 382598, 360460, 322422]",contradiction,70827,"He looked at her steadily, his eyes half-closed, his lips pursed.",He was thinking about her.,"[343693, 322480, 243817, 80116, 235407]",neutral,29268,"After an early evening of leisurely shopping, the visitors enjoy a leisurely dinner at one of the numerous restaurants in the town.","After an evening of leisurely shopping, the visitors enjoy a leisurely dinner at one of the numerous restaurants in the town.","[1425, 88303, 358750, 308519, 55647]",entailment,201042,Is the rule of law in the United States in a state of crisis?,The rule of law is in a state of crisis.,"[107080, 327106, 312519, 64729, 329732]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",257210,"In order to meet the goals of the organization, all members must participate.","In order to meet the goals of the organization, some members must participate.","[176299, 242570, 16572, 352835, 245739]",contradiction,49754,The U.S. Government is an entity with no inherent power.,The U.S. Government has the power to declare war.,"[251794, 307389, 128278, 66624, 387569]",contradiction,61845,I could feel the tension in the room.,The tension was present.,"[49713, 142882, 105034, 93764, 72551]",neutral,335637,"The president, a very popular figure, is a well-known supporter of gay rights.",He is a supporter of gay rights.,"[381942, 55679, 377077, 278991, 289900]",entailment,358169,"A formal apology was made to the United States, and we all agreed to work together to improve relations.",The US and Japan agreed to work together to improve relations.,"[271303, 34243, 377795, 132993, 339986]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",202654,It is a tragedy that a group of men were allowed to decide that a group of women should be forcibly sterilized.,The decision to sterilize the women was not a group decision.,"[311027, 256217, 51363, 109389, 199000]",neutral,116989,A number of state and local governments have also been moving to adopt electronic voting systems.,The federal government has been moving to adopt electronic voting systems.,"[154887, 7193, 319805, 372026, 312318]",contradiction,294072,The strange and strange and strange and strange.,The first strange and the second strange and the third strange and the fourth strange and the fifth strange and the sixth strange and the seventh strange and the eighth strange and the ninth strange and the tenth strange and the eleventh strange and the twelfth strange and the thirteenth strange and the fourteenth strange and the fifteenth strange and the sixteenth strange and the seventeenth strange and the eighteenth strange and the nineteenth strange and the twentieth strange and the twenty-first strange and the twenty-second strange and the twenty-third strange and the,"[375310, 257214, 31808, 115536, 333935]",neutral,249143,"The tenor's voice is rich and resonant, and his phrasing is beautifully melodic.",No one knows exactly how old the tenor is.,"[330347, 117482, 10368, 227086, 41540]",neutral,151852,"I want to be able to walk into a room and say, ""I am here.""",You are here.,"[350493, 243352, 335781, 284534, 325579]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",164483,"One should not expect a doctor to be a doctor, a lawyer to be a lawyer, or a priest to be a priest.","Doctors, lawyers, and priests are not expected to be what they are.","[153448, 133834, 330570, 60624, 308771]",entailment,122202,"'It's hard to be an environmentalist when you're an environmentalist,' said the former vice president.",He is an environmentalist.,"[136631, 360394, 215750, 53257, 295745]",neutral,93361,It was like a photograph of a day in the life of a medieval village.,It was a picture of a day in the life of a medieval village.,"[124092, 275337, 339563, 363428, 127195]",neutral,308932,"He is still my favorite author, but I'm now more of a fan of his younger brother, Charles.",I am now a fan of Charles' work.,"[136678, 365233, 113118, 71193, 256705]",contradiction,281863,"What is the argument that, for a scientist, all questions are equally important?",All questions are equally important.,"[368764, 275534, 35373, 251981, 205274]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",102122,"The data will be used to refine the program, not to discredit it.",The data will be used to prove the program's flaws.,"[79537, 322543, 115826, 309207, 258218]",contradiction,72117,"In any event, the Commission found that the merger would be likely to substantially lessen competition in the relevant market.",The merger would be likely to substantially lessen competition in the relevant market.,"[361340, 29372, 358425, 62609, 309962]",entailment,95183,It's all in the rules.,It is in the rules.,"[179969, 257214, 375310, 333935, 240208]",neutral,346881,This is a tough one.,That is a tough one.,"[8765, 219188, 88304, 7192, 85106]",neutral,133005,He was determined to find out the truth.,He was determined to find out the truth about the matter.,"[382025, 83614, 135332, 326715, 193251]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",57203,It is also the first time that the two companies have announced a joint venture in the market.,The two companies have collaborated on a joint venture in the market.,"[48925, 288877, 121872, 180182, 280845]",neutral,225295,It is a tribute to the skill of the coach that the team has been able to compete at the highest level.,The coach is a good coach.,"[171408, 4262, 201907, 232491, 346158]",entailment,361892,They do not adopt formal mechanisms and structures that facilitate the ability of their businesses and information technology and management leaders to understand and communicate one another as issues and work together to accomplish a shared business vision.,They do not adopt mechanisms that make businesses able to communicate to work on a project together.,"[290388, 258036, 358078, 56447, 93956]",neutral,369569,There is no reason to think that it will not continue to do so.,It will not continue to do so.,"[233629, 281052, 61975, 380789, 315319]",contradiction,331456,The test of a good story is that it makes you want to read the next chapter.,A good story makes you want to read the next chapter.,"[262485, 175832, 349074, 154153, 81214]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",85448,"""This decision is not the result of any personal animosity, but is based on the realities of the situation,"" said Treasury Secretary Paul O'Neill.",Paul O'Neill is an enemy of the United States.,"[76245, 117517, 188570, 35416, 309669]",contradiction,249964,He said that the right to a fair trial is a basic human right.,The right to a fair trial is a basic human right.,"[391547, 90841, 96031, 225054, 114217]",contradiction,153441,"As long as I can remember, I've been told that I'm too soft on crime.","As long as I can remember, I've been told that I'm too hard on crime.","[19381, 245502, 311857, 318830, 24874]",contradiction,107746,Some students may be more motivated by extrinsic rewards than by intrinsic rewards.,Motivation can be influenced by extrinsic rewards.,"[182347, 18445, 297563, 122513, 323820]",entailment,332160,"It's not that I don't want to help you, but I don't know how.","""I don't know how"" is the only way I can help you.","[388388, 308714, 30623, 32249, 191437]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",324870,"I have been sitting here for an hour, but I have not seen a single customer.","I have been sitting here for an hour, but I have not seen a single customer come in.","[104089, 186792, 93510, 105075, 184595]",neutral,65023,The room was empty?,The room was empty of people?,"[315364, 20579, 16756, 192092, 28006]",neutral,280387,How much do we want to spend?,We want to spend a lot of money,"[230912, 130468, 351859, 383727, 320494]",neutral,254770,"The people of the North West Province are not only the poorest in the country, but also the most neglected.",The people of the North West Province are the poorest in the country.,"[356272, 245174, 186853, 110161, 297424]",neutral,231626,"For example, the book “The History of Mathematics” (Oxford University Press, 1993) states that the Babylonians were the first to discover the cube root of 2.","The book “The History of Mathematics” (Oxford University Press, 1993) could be wrong.","[87082, 15756, 256158, 68322, 62818]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",219565,"The wolf, which was supposed to be a predator, became a hunted animal.",The wolf is a predator.,"[22554, 307227, 31910, 91225, 257806]",contradiction,146369,"In this way, they create a culture of trust and respect that serves as a catalyst for performance improvement.",A culture of trust and respect is created by a lot of leaders.,"[267806, 26311, 183728, 355069, 323906]",entailment,33381,The evidence is that ...,The evidence is that...,"[5025, 104505, 240817, 304090, 13126]",entailment,114575,"This is the site of the ancient city of Ugarit, where the oldest cuneiform inscriptions in the world have been found.",The ancient city of Ugarit was not in the vicinity of the site of the ancient city of Ras Shamra.,"[162646, 187257, 305741, 387679, 219935]",contradiction,297450,"The U.S. Department of Labor's Bureau of Labor Statistics reported that in 2005, the unemployment rate for women in the 25–54 age group was 6.1 percent, compared to 5.9 percent for men.",The unemployment rate for women in the 25–54 age group is higher than the unemployment rate for men in the same age group.,"[30611, 177208, 147450, 14648, 381114]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",127089,It is my firm belief that we need to work together to make the best of our resources and make the best of our time.,We need to work together.,"[263839, 228162, 348381, 52990, 120857]",entailment,279183,"When the money runs out, the only thing left to do is to take your life.",The only thing left to do is to take your life.,"[360198, 233631, 40239, 164086, 165500]",contradiction,273702,"In a study of more than 500 young adults, it was found that those who reported the highest levels of sleepiness at the beginning of the study had the lowest levels of sleepiness at the end of the study.",Sleepiness levels decrease over time.,"[335759, 256338, 325721, 220341, 271978]",entailment,47551,"I'd like to buy a second-hand car, but I'm not sure I can afford it.",I can't afford a second-hand car.,"[157697, 30862, 255049, 179180, 390540]",entailment,66665,"In a piece of legislation, a few years ago, it was said that a bill could be 'drafted' or 'written' by a member of the committee.","The member was writing the bill, not drafting it.","[384193, 116729, 208980, 75083, 303152]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",86853,"I was in a state of shock, and it was some time before I could gather my wits.",This person was in a state of shock and was having a hard time thinking.,"[185267, 239240, 102512, 198618, 287473]",neutral,1931,This figure represents the cost of a third-party consultant's work in preparing the annual report.,The cost of the annual report will be about $.,"[269722, 176200, 297933, 275673, 255668]",entailment,238619,"While these three young men were still in high school, they each had an opportunity to demonstrate their ability to make a difference.",These three young men were able to make a difference.,"[76536, 281755, 132323, 381269, 78563]",entailment,268095,"This statement, in turn, contradicts the assertion that, because of his health, the president will not be running for re-election.",The statement that the president will not be running for re-election contradicts the assertion that he is in poor health.,"[151178, 230705, 319667, 356416, 181632]",contradiction,37457,"The Supreme Court's decision in ""Vance v. Ball State"" did not resolve the case.",The Supreme Court has never resolved a case.,"[78691, 227081, 253612, 160031, 131989]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",364647,"This increase in the number of Asian Americans in the United States has been attributed to a number of factors, including a growing Asian population in the United States, a high rate of immigration, and the growing acceptance of Asian Americans in the United States.",The increase in Asian Americans is due to the growing Asian population in the United States.,"[197747, 178114, 243769, 206404, 247810]",entailment,339331,"We have to have some kind of symbol of the struggle, some kind of sign, something that will show the world that we are not going to give up.","I don't know what to think, but I know that I don't want to give up.","[323196, 194833, 48560, 183319, 164850]",neutral,80860,The first official announcement of the final rule is expected in late 1996.,The final rule is expected in late 1996.,"[137932, 211823, 47943, 369405, 107232]",contradiction,25478,"""As a child, I was very into Superman,"" she said. ""I had a big collection of Superman comics. I was always fascinated by the idea of having a secret identity.""",Lois Lane is a secret identity.,"[238971, 268522, 164293, 6511, 117570]",neutral,183664,The Company will continue to explore new markets and opportunities in the United States and internationally.,A company always explores new markets and opportunities.,"[154298, 218719, 280097, 113947, 31406]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",311079,There are a number of challenges to LSC's mission.,There are many challenges to LSC's mission.,"[4587, 230469, 212354, 175587, 366819]",entailment,185580,"The one-armed man is a fictional character in the book ""The Man Who Shot Liberty Valance"" by John Steinbeck.","The one-armed man is a fictional character in the book ""The Man Who Shot Liberty Valance"".","[297283, 261278, 176586, 289433, 309590]",entailment,15473,"The International Court of Justice, a tribunal for disputes between nations, has no jurisdiction over this case.",The International Court of Justice has never heard a case involving this issue.,"[81599, 338196, 374142, 377158, 29552]",contradiction,115384,Most of the funding for the new center will come from the private sector.,The government will not fund the new center.,"[246837, 333820, 173848, 358982, 248918]",neutral,261672,"In contrast to the studies of human growth, it is not clear whether the same relationship exists between the mass of the brain and the mass of the body.",The brain is a part of the body.,"[52570, 85192, 195393, 12569, 314750]",neutral
