Title,Description,Keywords,Input.facts,Input.sentence,Input.model,Answer.coverage,Answer.feedback,Answer.quality,Answer.tm,Approve,Reject
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : riverside | family friendly : yes | near : Express by Holiday Inn,Near Express by Holiday Inn in the riverside area is a family friendly restaurant called The Punter. It has a high customer rating and serves Italian food in the price range of £ 20 - 25.,neurologic,3,{},3,35.803,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : riverside | family friendly : yes | near : Express by Holiday Inn,Near Express by Holiday Inn in the riverside area is a family friendly restaurant called The Punter. It has a high customer rating and serves Italian food in the price range of £ 20 - 25.,neurologic,4,{},3,14.777,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : coffee shop | near : The Bakers,Giraffe is a coffee shop near The Bakers.,a_star,4,{},3,125.149,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : coffee shop | near : The Bakers,Giraffe is a coffee shop near The Bakers.,a_star,4,{},3,12.493,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : coffee shop | near : The Bakers,Giraffe is a coffee shop near The Bakers.,a_star,4,{},3,117.367,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : no | near : Café Sicilia,"A moderately priced pub, The Mill, offers fast food and is not kids friendly. It is located in the city centre near Café Sicilia. Its rating is 1 out of 5.",neurologic,4,{},2,26.482,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : no | near : Café Sicilia,"A moderately priced pub, The Mill, offers fast food and is not kids friendly. It is located in the city centre near Café Sicilia. Its rating is 1 out of 5.",neurologic,4,{},2,126.732,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : no | near : Café Sicilia,"A moderately priced pub, The Mill, offers fast food and is not kids friendly. It is located in the city centre near Café Sicilia. Its rating is 1 out of 5.",neurologic,4,{},2,58.772,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Cocum | Type : coffee shop | customer rating : high | near : Burger King,Cocum is a highly rated coffee shop near Burger King.,a_star,4,{},3,6.73,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Cocum | Type : coffee shop | customer rating : high | near : Burger King,Cocum is a highly rated coffee shop near Burger King.,a_star,3,{},3,18.361,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Cocum | Type : coffee shop | customer rating : high | near : Burger King,Cocum is a highly rated coffee shop near Burger King.,a_star,4,{},3,7.824,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Wildwood | Type : restaurant | food : Indian | area : city centre | family friendly : no | near : Raja Indian Cuisine,Wildwood is a Indian restaurant near Raja Indian Cuisine in the city centre. It is not family friendly.,neurologic,4,{},3,36.397,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Wildwood | Type : restaurant | food : Indian | area : city centre | family friendly : no | near : Raja Indian Cuisine,Wildwood is a Indian restaurant near Raja Indian Cuisine in the city centre. It is not family friendly.,neurologic,4,{},3,21.923,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Wildwood | Type : restaurant | food : Indian | area : city centre | family friendly : no | near : Raja Indian Cuisine,Wildwood is a Indian restaurant near Raja Indian Cuisine in the city centre. It is not family friendly.,neurologic,3,good,3,16.399,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : 3 out of 5 | area : city centre | family friendly : no | near : Café Sicilia,The Phoenix is a French pub located in the city centre near Café Sicilia. The price range is £ 20 - 25 and the customer rating is 3 out of 5. It is not kid friendly.,neurologic,4,{},3,27.773,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : 3 out of 5 | area : city centre | family friendly : no | near : Café Sicilia,The Phoenix is a French pub located in the city centre near Café Sicilia. The price range is £ 20 - 25 and the customer rating is 3 out of 5. It is not kid friendly.,neurologic,4,{},3,8.263,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : 3 out of 5 | area : city centre | family friendly : no | near : Café Sicilia,The Phoenix is a French pub located in the city centre near Café Sicilia. The price range is £ 20 - 25 and the customer rating is 3 out of 5. It is not kid friendly.,neurologic,4,{},3,6.19,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Vaults is a cheap Japanese pub with a customer rating of 5 out of 5. It is family friendly and located in Riverside, near Raja Indian Cuisine.",a_star,4,{},2,29.491,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Vaults is a cheap Japanese pub with a customer rating of 5 out of 5. It is family friendly and located in Riverside, near Raja Indian Cuisine.",a_star,4,{},3,26.412,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Vaults is a cheap Japanese pub with a customer rating of 5 out of 5. It is family friendly and located in Riverside, near Raja Indian Cuisine.",a_star,1,{},3,9.508,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Phoenix is a pub that is kid friendly, serves French food, and is in the riverside area near Raja Indian Cuisine. Their prices range among £ 20 - 25.",neurologic,4,{},3,14.182,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Phoenix is a pub that is kid friendly, serves French food, and is in the riverside area near Raja Indian Cuisine. Their prices range among £ 20 - 25.",neurologic,4,{},3,20.921,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Phoenix is a pub that is kid friendly, serves French food, and is in the riverside area near Raja Indian Cuisine. Their prices range among £ 20 - 25.",neurologic,4,{},3,20.275,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : moderate | customer rating : 1 out of 5 | area : riverside | family friendly : no | near : Crowne Plaza Hotel,The Phoenix is a French pub near the Crowne Plaza Hotel in Riverside. It has a moderate price range and is not kid friendly. Its customer rating is 1 out of 5.,a_star,4,{},3,32.434,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : moderate | customer rating : 1 out of 5 | area : riverside | family friendly : no | near : Crowne Plaza Hotel,The Phoenix is a French pub near the Crowne Plaza Hotel in Riverside. It has a moderate price range and is not kid friendly. Its customer rating is 1 out of 5.,a_star,4,{},3,3.797,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : moderate | customer rating : 1 out of 5 | area : riverside | family friendly : no | near : Crowne Plaza Hotel,The Phoenix is a French pub near the Crowne Plaza Hotel in Riverside. It has a moderate price range and is not kid friendly. Its customer rating is 1 out of 5.,a_star,4,{},3,14.967,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Plough is a family friendly Chinese restaurant in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,neurologic,4,{},3,37.116,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Plough is a family friendly Chinese restaurant in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,neurologic,4,{},3,138.264,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Plough is a family friendly Chinese restaurant in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,neurologic,4,{},3,9.937,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : Express by Holiday Inn,The Punter is a family - friendly restaurant in the city centre near Express by Holiday Inn. It serves Italian food in the price range of £ 20 - 25 and has a high customer rating.,a_star,3,good,3,2.352,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : Express by Holiday Inn,The Punter is a family - friendly restaurant in the city centre near Express by Holiday Inn. It serves Italian food in the price range of £ 20 - 25 and has a high customer rating.,a_star,4,{},3,17.826,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : Express by Holiday Inn,The Punter is a family - friendly restaurant in the city centre near Express by Holiday Inn. It serves Italian food in the price range of £ 20 - 25 and has a high customer rating.,a_star,3,{},3,15.236,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Phoenix is a French pub near Café Sicilia in the riverside area. It's not kid friendly but has a price range of £ 20 - 25 and a customer rating of 3 out of 5.,a_star,3,{},2,32.541,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Phoenix is a French pub near Café Sicilia in the riverside area. It's not kid friendly but has a price range of £ 20 - 25 and a customer rating of 3 out of 5.,a_star,4,all is good,3,23.82,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Phoenix is a French pub near Café Sicilia in the riverside area. It's not kid friendly but has a price range of £ 20 - 25 and a customer rating of 3 out of 5.,a_star,4,{},3,34.429,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : All Bar One,The Cricketers is a restaurant providing English food near All Bar One in the city centre. It has a high customer rating and is kids friendly. The price range is £ 20 - 25.,a_star,4,,2,4.333,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : All Bar One,The Cricketers is a restaurant providing English food near All Bar One in the city centre. It has a high customer rating and is kids friendly. The price range is £ 20 - 25.,a_star,3,{},3,19.025,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : All Bar One,The Cricketers is a restaurant providing English food near All Bar One in the city centre. It has a high customer rating and is kids friendly. The price range is £ 20 - 25.,a_star,4,{},2,145.59,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : restaurant | food : Indian | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Crowne Plaza Hotel,"The Phoenix is a cheap Indian restaurant in the city centre, near Crowne Plaza Hotel. It is family friendly and has a customer rating of 5 out of 5.",neurologic,4,{},3,15.796,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : restaurant | food : Indian | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Crowne Plaza Hotel,"The Phoenix is a cheap Indian restaurant in the city centre, near Crowne Plaza Hotel. It is family friendly and has a customer rating of 5 out of 5.",neurologic,4,{},3,32.625,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : restaurant | food : Indian | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Crowne Plaza Hotel,"The Phoenix is a cheap Indian restaurant in the city centre, near Crowne Plaza Hotel. It is family friendly and has a customer rating of 5 out of 5.",neurologic,4,{},3,34.914,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Clowns | Type : pub | customer rating : 5 out of 5 | near : Crowne Plaza Hotel,Clowns is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,a_star,4,{},3,127.086,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Clowns | Type : pub | customer rating : 5 out of 5 | near : Crowne Plaza Hotel,Clowns is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,a_star,4,{},2,47.726,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Clowns | Type : pub | customer rating : 5 out of 5 | near : Crowne Plaza Hotel,Clowns is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,a_star,4,{},3,20.718,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,"cheap English food can be found at The Cricketers restaurant, located in the city centre near Café Rouge. It is family - friendly and has an average customer rating.",neurologic,4,{},2,27.535,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,"cheap English food can be found at The Cricketers restaurant, located in the city centre near Café Rouge. It is family - friendly and has an average customer rating.",neurologic,4,{},2,30.638,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,"cheap English food can be found at The Cricketers restaurant, located in the city centre near Café Rouge. It is family - friendly and has an average customer rating.",neurologic,4,{},3,36.82,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : less than £ 20 | area : city centre | family friendly : no | near : Raja Indian Cuisine,The Mill is a restaurant in the city centre near Raja Indian Cuisine. It serves English food and is not family - friendly. The price range is less than £ 20.,a_star,4,{},3,4.456,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : less than £ 20 | area : city centre | family friendly : no | near : Raja Indian Cuisine,The Mill is a restaurant in the city centre near Raja Indian Cuisine. It serves English food and is not family - friendly. The price range is less than £ 20.,a_star,4,{},3,5.692,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : less than £ 20 | area : city centre | family friendly : no | near : Raja Indian Cuisine,The Mill is a restaurant in the city centre near Raja Indian Cuisine. It serves English food and is not family - friendly. The price range is less than £ 20.,a_star,4,{},2,8.029,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : coffee shop | near : The Bakers,Giraffe is a coffee shop near The Bakers.,neurologic,4,{},3,94.723,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : coffee shop | near : The Bakers,Giraffe is a coffee shop near The Bakers.,neurologic,4,better,3,51.153,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : coffee shop | near : The Bakers,Giraffe is a coffee shop near The Bakers.,neurologic,4,{},2,11.619,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : restaurant | food : Indian | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Crowne Plaza Hotel,"The Phoenix is a cheap Indian restaurant in the city centre, near Crowne Plaza Hotel. It is family friendly and has a customer rating of 5 out of 5.",a_star,3,{},3,29.218,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : restaurant | food : Indian | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Crowne Plaza Hotel,"The Phoenix is a cheap Indian restaurant in the city centre, near Crowne Plaza Hotel. It is family friendly and has a customer rating of 5 out of 5.",a_star,4,{},3,13.427,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : restaurant | food : Indian | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Crowne Plaza Hotel,"The Phoenix is a cheap Indian restaurant in the city centre, near Crowne Plaza Hotel. It is family friendly and has a customer rating of 5 out of 5.",a_star,4,{},3,48.116,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : pub | food : Chinese | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Punter is a Chinese pub near Raja Indian Cuisine at riverside. It is not family friendly but is less than £ 20.,a_star,4,{},3,50.733,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : pub | food : Chinese | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Punter is a Chinese pub near Raja Indian Cuisine at riverside. It is not family friendly but is less than £ 20.,a_star,4,{},2,22.693,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : pub | food : Chinese | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Punter is a Chinese pub near Raja Indian Cuisine at riverside. It is not family friendly but is less than £ 20.,a_star,4,{},3,68.431,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : no | near : Crowne Plaza Hotel,"The Phoenix is a French pub near the Crowne Plaza Hotel in the city centre. It has a high customer rating at prices range from £ 20 - 25, but it is not kid friendly.",a_star,4,{},3,40.866,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : no | near : Crowne Plaza Hotel,"The Phoenix is a French pub near the Crowne Plaza Hotel in the city centre. It has a high customer rating at prices range from £ 20 - 25, but it is not kid friendly.",a_star,4,{},3,14.379,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : no | near : Crowne Plaza Hotel,"The Phoenix is a French pub near the Crowne Plaza Hotel in the city centre. It has a high customer rating at prices range from £ 20 - 25, but it is not kid friendly.",a_star,4,{},3,5.354,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : restaurant | food : Japanese | price : more than £ 30 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a children friendly Japanese restaurant in the city centre near Raja Indian Cuisine. They have a price range of more than £ 30,neurologic,4,{},3,32.324,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : restaurant | food : Japanese | price : more than £ 30 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a children friendly Japanese restaurant in the city centre near Raja Indian Cuisine. They have a price range of more than £ 30,neurologic,4,{},2,32.687,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : restaurant | food : Japanese | price : more than £ 30 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a children friendly Japanese restaurant in the city centre near Raja Indian Cuisine. They have a price range of more than £ 30,neurologic,4,{},3,66.037,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : high | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a children friendly restaurant located in the city centre near Café Rouge with English food. They have a high price range and have an average customer rating.,a_star,4,{},3,58.652,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : high | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a children friendly restaurant located in the city centre near Café Rouge with English food. They have a high price range and have an average customer rating.,a_star,4,{},3,37.375,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : high | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a children friendly restaurant located in the city centre near Café Rouge with English food. They have a high price range and have an average customer rating.,a_star,4,{},3,39.09,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Indian | price : more than £ 30 | customer rating : high | area : riverside | family friendly : no | near : Express by Holiday Inn,"Located in Riverside near Express by Holiday Inn, The Punter is a restaurant that serves Indian food with a high customer rating and is not children friendly. The price range is more than £ 30.",neurologic,4,{},2,75.271,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Indian | price : more than £ 30 | customer rating : high | area : riverside | family friendly : no | near : Express by Holiday Inn,"Located in Riverside near Express by Holiday Inn, The Punter is a restaurant that serves Indian food with a high customer rating and is not children friendly. The price range is more than £ 30.",neurologic,4,{},3,20.704,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Indian | price : more than £ 30 | customer rating : high | area : riverside | family friendly : no | near : Express by Holiday Inn,"Located in Riverside near Express by Holiday Inn, The Punter is a restaurant that serves Indian food with a high customer rating and is not children friendly. The price range is more than £ 30.",neurologic,4,{},3,22.19,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : no | near : Crowne Plaza Hotel,"The Phoenix is a cheap French pub near the Crowne Plaza Hotel in the city centre. It has a customer rating of 5 out of 5, but it is not family - friendly.",a_star,4,{},3,47.12,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : no | near : Crowne Plaza Hotel,"The Phoenix is a cheap French pub near the Crowne Plaza Hotel in the city centre. It has a customer rating of 5 out of 5, but it is not family - friendly.",a_star,4,{},2,135.14,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : no | near : Crowne Plaza Hotel,"The Phoenix is a cheap French pub near the Crowne Plaza Hotel in the city centre. It has a customer rating of 5 out of 5, but it is not family - friendly.",a_star,4,{},3,33.69,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : high | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a children friendly restaurant located in the city centre near Café Rouge with English food. They have a high price range and have an average customer rating.,neurologic,4,{},3,19.867,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : high | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a children friendly restaurant located in the city centre near Café Rouge with English food. They have a high price range and have an average customer rating.,neurologic,4,{},3,4.251,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : high | customer rating : average | area : city centre | family friendly : yes | near : Café Rouge,The Cricketers is a children friendly restaurant located in the city centre near Café Rouge with English food. They have a high price range and have an average customer rating.,neurologic,3,{},2,69.736,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,"There is a cheap pub near Café Sicilia in the riverside area called The Mill. It is not family - friendly, serves Fast food, and has a customer rating of 5 out of 5.",neurologic,4,{},3,105.944,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,"There is a cheap pub near Café Sicilia in the riverside area called The Mill. It is not family - friendly, serves Fast food, and has a customer rating of 5 out of 5.",neurologic,4,{},2,26.833,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,"There is a cheap pub near Café Sicilia in the riverside area called The Mill. It is not family - friendly, serves Fast food, and has a customer rating of 5 out of 5.",neurologic,4,{},3,26.001,,
