Title,Description,Keywords,ex_idx_1,discriminator_1,generic_1,generic_processed_1,pred_label_1,concept_1,property_1,generic_input_1,HITId_1,WorkerId_1,resp_1,ans_name_1,human_label_1,ex_idx_2,discriminator_2,generic_2,generic_processed_2,pred_label_2,concept_2,property_2,generic_input_2,HITId_2,WorkerId_2,resp_2,ans_name_2,human_label_2
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",126,0.9515561,"Generally, a conflict may be resolved through negotiation, mediation or arbitration.","a conflict is resolved through negotiation , mediation or arbitration .",1,conflict,"may be resolved through negotiation, mediation or arbitration.","a conflict is resolved through negotiation , mediation or arbitration .",306996CF6WI78HRTDTCBGTN6Y2E1BJ,"['A12R2U6TBB3OOG', 'A26NGLGGFTATVN', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund2,1.0,129,0.9511551,"Typically, insulations are used to insulate a building.",insulations are used to insulate a building .,1,insulations,are used to insulate a building.,insulations are used to insulate a building .,3NQUW096N661AVG08JGY921U88FL9Y,"['A1HKYY6XI2OHO1', 'A1LRJ4U04532TM', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",139,0.94902456,"Generally, suitcases are used to transport goods from one location to another.",suitcases are used to transport goods from one location to another .,1,suitcases,are used to transport goods from one location to another.,suitcases are used to transport goods from one location to another .,3FI30CQHVKH2F3SQJZOSBPEN6DU6BM,"['A1LRJ4U04532TM', 'A2A6FH0F7LD9ND', 'A3UV55HC87DO9C']","[1, 1, 1]",Answer.fund2,1.0,138,0.9498953,"Generally, cameras are used to capture the world around us.",cameras are used to capture the world around us .,1,cameras,are used to capture the world around us.,cameras are used to capture the world around us .,3KQC8JMJGCQD9X8U0P0QQX51RZX3HT,"['A1CMWA0L8FTSXA', 'A32JEH06T23HDF', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",125,0.9521132,"Typically, scenes are shot with a camera.",scenes are shot with a camera .,1,scenes,are shot with a camera.,scenes are shot with a camera .,3KQC8JMJGCQD9X8U0P0QQX51RZX3HT,"['A1CMWA0L8FTSXA', 'A32JEH06T23HDF', 'AZLZA0Q87TJZO']","[0, 1, 1]",Answer.fund2,1.0,120,0.9529502,"Usually, a mosque should have a minaret.",a mosque should have a minaret .,1,mosque,should have a minaret.,a mosque should have a minaret .,3M7OI89LVYMLP8KWXZKNM9K5OYU6CT,"['A110KENBXU7SUJ', 'A2A6FH0F7LD9ND', 'AHYTT3T8W9Y9Y']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",300,0.9007636999999998,"Generally, a spider mite should be considered a pest.",a spider mite should be a pest .,1,spider mite,should be considered a pest.,a spider mite should be a pest .,3M7OI89LVYMLP8KWXZKNM9K5OYU6CT,"['A110KENBXU7SUJ', 'A2A6FH0F7LD9ND', 'AHYTT3T8W9Y9Y']","[1, 1, 1]",Answer.fund2,1.0,307,0.8965304000000001,"Usually, a ringtail has a tail.",a ringtail has a tail .,1,ringtail,has a tail.,a ringtail has a tail .,37VUR2VJ6ANQIMJZRT86RDTOGNE1CQ,"['A13GUTDMGGZZDL', 'A3UV55HC87DO9C', 'AKSJ3C5O3V9RB']","[1, 2, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",313,0.89488393,"Generally, defendants are presumed innocent until proven guilty beyond a reasonable doubt.",defendants are presumed innocent until proven guilty beyond a reasonable doubt .,1,defendants,are presumed innocent until proven guilty beyond a reasonable doubt.,defendants are presumed innocent until proven guilty beyond a reasonable doubt .,37VUR2VJ6ANQIMJZRT86RDTOGNE1CQ,"['A13GUTDMGGZZDL', 'A3UV55HC87DO9C', 'AKSJ3C5O3V9RB']","[1, 1, 1]",Answer.fund2,1.0,312,0.89508307,"Generally, a lactose intolerance are those who cannot digest milk.",a lactose intolerance are those who can not digest milk .,1,lactose intolerance,are those who cannot digest milk.,a lactose intolerance are those who can not digest milk .,3MDKGGG61QL2BPM7JLFDBJK9CKTT6Y,"['A173A97OFDAX9F', 'A3HNEYFOIJWPH1', 'AZLZA0Q87TJZO']","[0, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",302,0.8987866,"Typically, an electrical connection can be used to connect a device to an external power source.",an electrical connection is used to connect a device to an external power source .,1,electrical connection,can be used to connect a device to an external power source.,an electrical connection is used to connect a device to an external power source .,3RSBJ6YZECOIHQAAOXWIBFRZ6BFOFA,"['A32JEH06T23HDF', 'ATR6RB1RULOC0', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund1,1.0,308,0.89636594,"Typically, apples are used to make cider, which is an alcoholic beverage.","apples are used to make cider , which is an alcoholic beverage .",1,apples,"are used to make cider, which is an alcoholic beverage.","apples are used to make cider , which is an alcoholic beverage .",3D0LPO3EABXOHHR5TNO600YFCM5YOH,"['A12R2U6TBB3OOG', 'A1CMWA0L8FTSXA', 'AHYTT3T8W9Y9Y']","[1, 0, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",309,0.8963409999999999,"Generally, a strawberry can be eaten raw or cooked.",a strawberry is eaten raw or cooked .,1,strawberry,can be eaten raw or cooked.,a strawberry is eaten raw or cooked .,3D0LPO3EABXOHHR5TNO600YFCM5YOH,"['A12R2U6TBB3OOG', 'A1CMWA0L8FTSXA', 'AHYTT3T8W9Y9Y']","[1, 0, 1]",Answer.fund2,1.0,306,0.89685065,"Typically, a weightlifting should be performed with a barbell weight.",a weightlifting should be performed with a barbell weight .,1,weightlifting,should be performed with a barbell weight.,a weightlifting should be performed with a barbell weight .,3UQ1LLR26A6FFEQ50PUY5XCEEQXLAD,"['A1LRJ4U04532TM', 'A2A6FH0F7LD9ND', 'A3UV55HC87DO9C']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",304,0.89755476,"Generally, pecans may be eaten fresh, dried or roasted.","pecans is eaten fresh , dried or roasted .",1,pecans,"may be eaten fresh, dried or roasted.","pecans is eaten fresh , dried or roasted .",3NBFJK3IOHGOVQ65ZH20T0RB7QFOG9,"['A110KENBXU7SUJ', 'ATR6RB1RULOC0', 'AVBRJBJONL47I']","[1, 0, 1]",Answer.fund1,1.0,305,0.897501,"Typically, a monogram can be used to add a personal touch.",a monogram is used to add a personal touch .,1,monogram,can be used to add a personal touch.,a monogram is used to add a personal touch .,3NBFJK3IOHGOVQ65ZH20T0RB7QFOG9,"['A110KENBXU7SUJ', 'ATR6RB1RULOC0', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",119,0.9530456,"Generally, zebras may be seen in the wild.",zebras is seen in the wild .,1,zebras,may be seen in the wild.,zebras is seen in the wild .,356ZPKYPUHF62H368N1LP035MR1YPY,"['A32JEH06T23HDF', 'A6KB4VHCZYTY2', 'AHYTT3T8W9Y9Y']","[1, 0, 1]",Answer.fund1,1.0,101,0.95558923,"Typically, a hair clips may be attached to the hair.",a hair clips is attached to the hair .,1,hair clips,may be attached to the hair.,a hair clips is attached to the hair .,356ZPKYPUHF62H368N1LP035MR1YPY,"['A32JEH06T23HDF', 'A6KB4VHCZYTY2', 'AHYTT3T8W9Y9Y']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",118,0.9533581,"Generally, a court shoes may be worn by a person.",a court shoes is worn by a person .,1,court shoes,may be worn by a person.,a court shoes is worn by a person .,33BFF6QPI19V6N3JVOMQR0FO6N9W3L,"['A1CMWA0L8FTSXA', 'A1PTH9KTRO06EG', 'A32JEH06T23HDF']","[0, 1, 1]",Answer.fund1,1.0,116,0.9535836,"Typically, backhoes can be used to dig a hole.",backhoes is used to dig a hole .,1,backhoes,can be used to dig a hole.,backhoes is used to dig a hole .,33BFF6QPI19V6N3JVOMQR0FO6N9W3L,"['A1CMWA0L8FTSXA', 'A1PTH9KTRO06EG', 'A32JEH06T23HDF']","[0, 2, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",106,0.95504737,"Generally, energy may be used to move.",energy is used to move .,1,energy,may be used to move.,energy is used to move .,3UXQ63NLAAKKYOVX63UU08WKW8ILB8,"['A1CMWA0L8FTSXA', 'A1LRJ4U04532TM', 'AHYTT3T8W9Y9Y']","[0, 1, 0]",Answer.fund2,1.0,100,0.95559967,"Usually, telephones are used to communicate with the outside world.",telephones are used to communicate with the outside world .,1,telephones,are used to communicate with the outside world.,telephones are used to communicate with the outside world .,31MBOZ6PAOP38TN3K3QPBS22ETILCF,"['A1LRJ4U04532TM', 'A32JEH06T23HDF', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",112,0.95409715,"Typically, hoes have been used to plow fields.",hoes have been used to plow fields .,1,hoes,have been used to plow fields.,hoes have been used to plow fields .,31MBOZ6PAOP38TN3K3QPBS22ETILCF,"['A1LRJ4U04532TM', 'A32JEH06T23HDF', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund2,1.0,108,0.9546254,"Usually, a decanter may be filled with wine, beer, or spirits.","a decanter is filled with wine , beer , or spirits .",1,decanter,"may be filled with wine, beer, or spirits.","a decanter is filled with wine , beer , or spirits .",3Q7TKIAPOT8DDLTHKZL0VYKKZTULDF,"['A1LRJ4U04532TM', 'A2541C8MY0BYV3', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",115,0.9536724,"Generally, a radiator may be used to cool a device.",a radiator is used to cool a device .,1,radiator,may be used to cool a device.,a radiator is used to cool a device .,3Q7TKIAPOT8DDLTHKZL0VYKKZTULDF,"['A1LRJ4U04532TM', 'A2541C8MY0BYV3', 'AZLZA0Q87TJZO']","[1, 0, 1]",Answer.fund2,1.0,483,0.7953403,"Generally, a lactose intolerance produces bloating, gas, diarrhea.","a lactose intolerance produces bloating , gas , diarrhea .",1,lactose intolerance,"produces bloating, gas, diarrhea.","a lactose intolerance produces bloating , gas , diarrhea .",3WGCNLZJKF60NEPDRP3HBJB61NQ1DQ,"['A1CMWA0L8FTSXA', 'A32JEH06T23HDF', 'A6KB4VHCZYTY2']","[1, 1, 0]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",482,0.79796386,"Typically, human embryos are fertilized by sperm from the father.",human embryos are fertilized by sperm from the father .,1,human embryos,are fertilized by sperm from the father.,human embryos are fertilized by sperm from the father .,3WGCNLZJKF60NEPDRP3HBJB61NQ1DQ,"['A1CMWA0L8FTSXA', 'A32JEH06T23HDF', 'A6KB4VHCZYTY2']","[0, 1, 1]",Answer.fund2,1.0,488,0.7938586,"Usually, a wall fans are used to cool a room by circulating warm air.",a wall fans are used to cool a room by circulating warm air .,1,wall fans,are used to cool a room by circulating warm air.,a wall fans are used to cool a room by circulating warm air .,3BS6ERDL935VU0QAXVFY6F2N9Y66DT,"['A1PTH9KTRO06EG', 'A2A6FH0F7LD9ND', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",496,0.7847791999999999,"Generally, a nettles are a plant.",a nettles are a plant .,1,nettles,are a plant.,a nettles are a plant .,36FFXPMST9M2VM1GJNKIE03CMQSOH8,"['A110KENBXU7SUJ', 'A1PTH9KTRO06EG', 'A26NGLGGFTATVN']","[1, 1, 1]",Answer.fund2,1.0,484,0.7951851,"Generally, tank tops are a great way to keep cool.",tank tops are a great way to keep cool .,1,tank tops,are a great way to keep cool.,tank tops are a great way to keep cool .,3YO4AH2FPDIU5Y800S51XDZVFA8Q0G,"['A173A97OFDAX9F', 'A1LRJ4U04532TM', 'A3HNEYFOIJWPH1']","[0, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",489,0.7930169,"Typically, salad spinner are used to remove excess water from salads.",salad spinner are used to remove excess water from salads .,1,salad spinner,are used to remove excess water from salads.,salad spinner are used to remove excess water from salads .,3YO4AH2FPDIU5Y800S51XDZVFA8Q0G,"['A173A97OFDAX9F', 'A1LRJ4U04532TM', 'A3HNEYFOIJWPH1']","[1, 1, 1]",Answer.fund2,1.0,498,0.78465396,"Typically, a trembling is an involuntary spasm of the muscles.",a trembling is an involuntary spasm of the muscles .,1,trembling,is an involuntary spasm of the muscles.,a trembling is an involuntary spasm of the muscles .,3AFT28WXLF02RHC0P523EC4RM37OI1,"['A2A6FH0F7LD9ND', 'A3UV55HC87DO9C', 'AHYTT3T8W9Y9Y']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",481,0.7983406999999999,"Typically, stairs are used to ascend.",stairs are used to ascend .,1,stairs,are used to ascend.,stairs are used to ascend .,3BKZLF990ZXR2T4L80GAP5TFRNNYQP,"['A13GUTDMGGZZDL', 'A26NGLGGFTATVN', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund1,1.0,497,0.78472066,"Usually, an ovum should be fertilized by a sperm.",an ovum should be fertilized by a sperm .,1,ovum,should be fertilized by a sperm.,an ovum should be fertilized by a sperm .,3BKZLF990ZXR2T4L80GAP5TFRNNYQP,"['A13GUTDMGGZZDL', 'A26NGLGGFTATVN', 'A32JEH06T23HDF']","[0, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",485,0.7942585999999999,"Generally, a ground beetle may be found in the soil, leaf litter.","a ground beetle is found in the soil , leaf litter .",1,ground beetle,"may be found in the soil, leaf litter.","a ground beetle is found in the soil , leaf litter .",3BPP3MA3TCII5R7HGUWK1G25Z5VLE8,"['A1PTH9KTRO06EG', 'A3UV55HC87DO9C', 'AZLZA0Q87TJZO']","[1, 0, 1]",Answer.fund1,1.0,499,0.784375,"Typically, natural selection has favored individuals who are able to adapt to new environments.",natural selection has favored individuals who are able to adapt to new environments .,1,natural selection,has favored individuals who are able to adapt to new environments.,natural selection has favored individuals who are able to adapt to new environments .,35F6NGNVM8HLFP0C2VK5HXK57VDT7X,"['A1NGABF082HR2P', 'A3HNEYFOIJWPH1', 'ACKG8OU1KHKO2']","[2, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",643,0.5838837,"Generally, pecans produce a nutty, earthy flavor.","pecans produce a nutty , earthy flavor .",1,pecans,"produce a nutty, earthy flavor.","pecans produce a nutty , earthy flavor .",35F6NGNVM8HLFP0C2VK5HXK57VDT7X,"['A1NGABF082HR2P', 'A3HNEYFOIJWPH1', 'ACKG8OU1KHKO2']","[1, 1, 1]",Answer.fund2,1.0,641,0.58694565,"Usually, pecans should be roasted.",pecans should be roasted .,1,pecans,should be roasted.,pecans should be roasted .,3OYHVNTV5TWTXC2OP8NFRSJ4E7WOKC,"['A1NGABF082HR2P', 'A2A6FH0F7LD9ND', 'A6KB4VHCZYTY2']","[1, 0, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",651,0.5651724,"Usually, bumpers are made of metal.",bumpers are made of metal .,1,bumpers,are made of metal.,bumpers are made of metal .,3OYHVNTV5TWTXC2OP8NFRSJ4E7WOKC,"['A1NGABF082HR2P', 'A2A6FH0F7LD9ND', 'A6KB4VHCZYTY2']","[1, 1, 1]",Answer.fund2,1.0,649,0.5693658,"Typically, sea snails have a hard shell, which protects them from predators.","sea snails have a hard shell , which protects them from predators .",1,sea snails,"have a hard shell, which protects them from predators.","sea snails have a hard shell , which protects them from predators .",3WA2XVDZEMF0M64ATQQICXK89A76EM,"['A12R2U6TBB3OOG', 'A173A97OFDAX9F', 'A2541C8MY0BYV3']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",647,0.5751311,"Usually, pecans have a hard shell.",pecans have a hard shell .,1,pecans,have a hard shell.,pecans have a hard shell .,3HY86PZXPYG5FK3DNKE1H1TR1ZR1EJ,"['A1LRJ4U04532TM', 'A32JEH06T23HDF', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund1,1.0,536,0.73716104,"Usually, botany can be used to identify plants that are poisonous.",botany is used to identify plants that are poisonous .,1,botany,can be used to identify plants that are poisonous.,botany is used to identify plants that are poisonous .,3OQQD2WO8I4D5SJE67IBQ96GRCC3IM,"['A12R2U6TBB3OOG', 'A26NGLGGFTATVN', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",520,0.7557793,"Generally, crabapples can be eaten raw or cooked.",crabapples is eaten raw or cooked .,1,crabapples,can be eaten raw or cooked.,crabapples is eaten raw or cooked .,3OQQD2WO8I4D5SJE67IBQ96GRCC3IM,"['A12R2U6TBB3OOG', 'A26NGLGGFTATVN', 'A32JEH06T23HDF']","[0, 1, 1]",Answer.fund2,1.0,537,0.73684686,"Typically, aloe can be considered to be a natural moisturizer.",aloe is a natural moisturizer .,1,aloe,can be considered to be a natural moisturizer.,aloe is a natural moisturizer .,3JUDR1D0D6P118BEFF9FG1SAC8SQ20,"['A1HKYY6XI2OHO1', 'A3UV55HC87DO9C', 'AHYTT3T8W9Y9Y']","[1, 1, 0]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",533,0.73866427,"Generally, a salad spinner has to be able to move.",a salad spinner must be able to move .,1,salad spinner,has to be able to move.,a salad spinner must be able to move .,3T8DUCXY0N4PT8O5HSIPVTBB2L1T99,"['A13GUTDMGGZZDL', 'A1LRJ4U04532TM', 'A3UV55HC87DO9C']","[1, 1, 1]",Answer.fund2,1.0,457,0.8230301999999999,"Generally, a venomous snake has the ability to inject venom via its fangs.",a venomous snake has the ability to inject venom via its fangs .,1,venomous snake,has the ability to inject venom via its fangs.,a venomous snake has the ability to inject venom via its fangs .,3TL87MO8CMNAB57DB5GQJYN5B6ALFQ,"['A1CMWA0L8FTSXA', 'A3HNEYFOIJWPH1', 'A3UV55HC87DO9C']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",443,0.8317466,"Typically, scenes may be set in the past, present, future.","scenes is set in the past , present , future .",1,scenes,"may be set in the past, present, future.","scenes is set in the past , present , future .",3O4VWC1GEW49033KOP3B2ALG4R13JY,"['A26NGLGGFTATVN', 'ATR6RB1RULOC0', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund1,1.0,441,0.8331675999999999,"Generally, sis has been used to refer to one's sister.",sis has been used to refer to one 's sister .,1,sis,has been used to refer to one's sister.,sis has been used to refer to one 's sister .,3O4VWC1GEW49033KOP3B2ALG4R13JY,"['A26NGLGGFTATVN', 'ATR6RB1RULOC0', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",456,0.8234594000000001,"Generally, a fishbone should be removed from the fish after cooking.",a fishbone should be removed from the fish after cooking .,1,fishbone,should be removed from the fish after cooking.,a fishbone should be removed from the fish after cooking .,3ZURAPD288LXLY39IVY7ZJERD061F1,"['A1LRJ4U04532TM', 'A2541C8MY0BYV3', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund1,1.0,447,0.8293531999999999,"Generally, mango trees are grown for their fruit.",mango trees are grown for their fruit .,1,mango trees,are grown for their fruit.,mango trees are grown for their fruit .,3PKVGQTFIHIREUJLLF5AUV3KN9PYRQ,"['A173A97OFDAX9F', 'A2541C8MY0BYV3', 'AHYTT3T8W9Y9Y']","[0, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",455,0.8240851999999999,"Typically, corrections are given to inmates who have committed serious crimes, including murder.","corrections are given to inmates who have committed serious crimes , including murder .",1,corrections,"are given to inmates who have committed serious crimes, including murder.","corrections are given to inmates who have committed serious crimes , including murder .",3PKVGQTFIHIREUJLLF5AUV3KN9PYRQ,"['A173A97OFDAX9F', 'A2541C8MY0BYV3', 'AHYTT3T8W9Y9Y']","[0, 1, 1]",Answer.fund2,1.0,444,0.83158785,"Typically, a water pump can be composed of several parts, including the pump housing.","a water pump is composed of several parts , including the pump housing .",1,water pump,"can be composed of several parts, including the pump housing.","a water pump is composed of several parts , including the pump housing .",3P4C70TRMRFGP538MPM81JNHCLALGP,"['A32JEH06T23HDF', 'AHYTT3T8W9Y9Y', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",452,0.8253601999999999,"Typically, lactose intolerance has to do with an allergy.",lactose intolerance has to do with an allergy .,1,lactose intolerance,has to do with an allergy.,lactose intolerance has to do with an allergy .,3KVQ0UJWPXJYK2QN97AJ6XD8KJ0W5B,"['A12R2U6TBB3OOG', 'A13GUTDMGGZZDL', 'A173A97OFDAX9F']","[1, 1, 0]",Answer.fund1,1.0,198,0.93467987,"Typically, a snow globes may have a base.",a snow globes has a base .,1,snow globes,may have a base.,a snow globes has a base .,3KVQ0UJWPXJYK2QN97AJ6XD8KJ0W5B,"['A12R2U6TBB3OOG', 'A13GUTDMGGZZDL', 'A173A97OFDAX9F']","[1, 1, 0]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",185,0.939059,"Typically, a zebra fish have the ability to swim.",a zebra fish have the ability to swim .,1,zebra fish,have the ability to swim.,a zebra fish have the ability to swim .,3CESM1J3EI1U36Q1EQKOY3R8GEBW6R,"['A26NGLGGFTATVN', 'A32JEH06T23HDF', 'A3HNEYFOIJWPH1']","[1, 1, 1]",Answer.fund1,1.0,183,0.939246,"Typically, an herbivore may be able to consume a plant.",an herbivore is able to consume a plant .,1,herbivore,may be able to consume a plant.,an herbivore is able to consume a plant .,3CESM1J3EI1U36Q1EQKOY3R8GEBW6R,"['A26NGLGGFTATVN', 'A32JEH06T23HDF', 'A3HNEYFOIJWPH1']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",182,0.9394142,"Generally, a will can be used to transfer property to a beneficiary.",a will is used to transfer property to a beneficiary .,1,will,can be used to transfer property to a beneficiary.,a will is used to transfer property to a beneficiary .,33J5JKFMK6WQMQ7XJFNKZBX2IMSQ3B,"['A2A6FH0F7LD9ND', 'ATR6RB1RULOC0', 'AZLZA0Q87TJZO']","[1, 0, 1]",Answer.fund1,1.0,187,0.9384945,"Typically, a drawers are used to store items that need to be put away.",a drawers are used to store items that need to be put away .,1,drawers,are used to store items that need to be put away.,a drawers are used to store items that need to be put away .,3CRWSLD91K2ON02RAK0V65B83CROMH,"['A110KENBXU7SUJ', 'AHYTT3T8W9Y9Y', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",190,0.93742436,"Typically, a quakes are caused by a fault.",a quakes are caused by a fault .,1,quakes,are caused by a fault.,a quakes are caused by a fault .,3CRWSLD91K2ON02RAK0V65B83CROMH,"['A110KENBXU7SUJ', 'AHYTT3T8W9Y9Y', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund2,1.0,195,0.9350365,"Generally, an air pollution may have an adverse effect on human health.",an air pollution has an adverse effect on human health .,1,air pollution,may have an adverse effect on human health.,an air pollution has an adverse effect on human health .,3PGQRAZX02I3F9JY045FK58G9B8YSE,"['A12R2U6TBB3OOG', 'A2TLN8489YGY81', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",191,0.93739647,"Generally, front yards are private property.",front yards are private property .,1,yards,are private property.,front yards are private property .,388CL5C1RJLUP1YJ6V4QMJZIRLNLHO,"['AKSJ3C5O3V9RB', 'ATR6RB1RULOC0', 'AVBRJBJONL47I']","[1, 0, 1]",Answer.fund1,1.0,197,0.9347976,"Generally, musical notes may be played on a piano, guitar, banjo, ukulele, etc.","musical notes is played on a piano , guitar , banjo , ukulele , etc .",1,musical notes,"may be played on a piano, guitar, banjo, ukulele, etc.","musical notes is played on a piano , guitar , banjo , ukulele , etc .",388CL5C1RJLUP1YJ6V4QMJZIRLNLHO,"['AKSJ3C5O3V9RB', 'ATR6RB1RULOC0', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",193,0.9351543,"Typically, an aquatic animal are able to move through the water.",an aquatic animal are able to move through the water .,1,aquatic animal,are able to move through the water.,an aquatic animal are able to move through the water .,3MWOYZD5WVMU5INRMLFVJK08821ONH,"['A12R2U6TBB3OOG', 'A2541C8MY0BYV3', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund1,1.0,186,0.9386592,"Typically, a weed is considered an invasive species if it displaces native plant species.",a weed is an invasive species if it displaces native plant species .,1,weed,is considered an invasive species if it displaces native plant species.,a weed is an invasive species if it displaces native plant species .,3MWOYZD5WVMU5INRMLFVJK08821ONH,"['A12R2U6TBB3OOG', 'A2541C8MY0BYV3', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund2,1.0
