Title,Description,Keywords,pairID1,premise1,hypothesis1,gold_label1,partial_neutral_entailment1,entailment_count1,neutral_count1,contradiction_count1,pairID2,premise2,hypothesis2,gold_label2,partial_neutral_entailment2,entailment_count2,neutral_count2,contradiction_count2,Answer.Attenuator1_impossible,Answer.Attenuator1_modifier,Answer.Attenuator1_option,Answer.Attenuator1_reason,Answer.Attenuator2_impossible,Answer.Attenuator2_modifier,Answer.Attenuator2_option,Answer.Attenuator2_reason,Answer.Intensifier1_impossible,Answer.Intensifier1_modifier,Answer.Intensifier1_option,Answer.Intensifier1_reason,Answer.Intensifier2_impossible,Answer.Intensifier2_modifier,Answer.Intensifier2_option,Answer.Intensifier2_reason
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",6338544926.jpg#0r1n,"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback.",Two teams from rival colleges are in the fourth quarter of a game.,neutral,False,0,5,0,1225443522.jpg#3r3n,A girl walking alone at night on a street.,A girl going home from the bar.,neutral,False,0,1,0,,The score of the game is 0-0,,{},,The girl is carrying books with a backpack on,,{},,The entire crowd is standing in anticipation,,{},,The girl is stumbling and slurring her words,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",6338544926.jpg#0r1n,"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback.",Two teams from rival colleges are in the fourth quarter of a game.,neutral,False,0,5,0,1225443522.jpg#3r3n,A girl walking alone at night on a street.,A girl going home from the bar.,neutral,False,0,1,0,,The crowd wonders if this will continue the whole game.,,{},,She is bettering herself at night school.,,{},,The crowd can't believe the two are still at it this game.,,{},,She is staggering slightly from drinking too much beer.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",6338544926.jpg#0r1n,"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback.",Two teams from rival colleges are in the fourth quarter of a game.,neutral,False,0,5,0,1225443522.jpg#3r3n,A girl walking alone at night on a street.,A girl going home from the bar.,neutral,False,0,1,0,,There are only four people on the field.,,{},,The girl has no trouble walking in a straight line.,,{},,There's an enormous crowd in the stands.,,{},,The girl is weaving slightly.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",6338544926.jpg#0r1n,"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback.",Two teams from rival colleges are in the fourth quarter of a game.,neutral,False,0,5,0,1225443522.jpg#3r3n,A girl walking alone at night on a street.,A girl going home from the bar.,neutral,False,0,1,0,,The players are all 10 years old.,,{},,The girl is 10 years old.,,{},,Their jerseys bear the names of two colleges.,,{},,The girl staggers as she walks.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",6338544926.jpg#0r1n,"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback.",Two teams from rival colleges are in the fourth quarter of a game.,neutral,False,0,5,0,1225443522.jpg#3r3n,A girl walking alone at night on a street.,A girl going home from the bar.,neutral,False,0,1,0,,"The school band is on the sidelines, ready to enter the field.",,{},,The girl is leading a dog on a leash.,,{},,The quarterback is trying to stop the other from scoring the winning goal.,,{},,The girl appears to be tipsy.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3841235072.jpg#1r1n,"A woman in a white lab coat is carrying a box and safety goggles, and has a light.",The woman is a scientist.,neutral,False,0,1,0,8018747908.jpg#2r1n,asian street vendors waiting to sell there merchandise.,Street vendors are standing around hoping for a sale.,neutral,False,0,1,0,,A group of high school students sits waiting in the other room,,{},,These vendors have the most popular items on the street,entailed,{},,Several other people in lab coats are carrying other lab equipment,,{},,The vendors are looking very nervous,entailed,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3841235072.jpg#1r1n,"A woman in a white lab coat is carrying a box and safety goggles, and has a light.",The woman is a scientist.,neutral,False,0,1,0,8018747908.jpg#2r1n,asian street vendors waiting to sell there merchandise.,Street vendors are standing around hoping for a sale.,neutral,False,0,1,0,,She is a researcher's asistent.,,{},on,,entailed,{},,She has a science  degree on her wall.,,{},on,,entailed,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3841235072.jpg#1r1n,"A woman in a white lab coat is carrying a box and safety goggles, and has a light.",The woman is a scientist.,neutral,False,0,1,0,8018747908.jpg#2r1n,asian street vendors waiting to sell there merchandise.,Street vendors are standing around hoping for a sale.,neutral,False,0,1,0,,The woman has an associate's degree.,,{},,There are long lines at each booth.,,{},,The woman completed a postdoc.,,{},,There are relatively few people out due to bad weather.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3841235072.jpg#1r1n,"A woman in a white lab coat is carrying a box and safety goggles, and has a light.",The woman is a scientist.,neutral,False,0,1,0,8018747908.jpg#2r1n,asian street vendors waiting to sell there merchandise.,Street vendors are standing around hoping for a sale.,neutral,False,0,1,0,,There is a stethoscope around her neck.,,{},,The vendors are sitting down.,,{},,She has a PhD.,,{},,They try to attract the attention of passerby.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3841235072.jpg#1r1n,"A woman in a white lab coat is carrying a box and safety goggles, and has a light.",The woman is a scientist.,neutral,False,0,1,0,8018747908.jpg#2r1n,asian street vendors waiting to sell there merchandise.,Street vendors are standing around hoping for a sale.,neutral,False,0,1,0,,Above the woman hangs a banner which reads 'Hollywood Studio eleven',,{},,The vendors can barely be seen behind their carts as they slouch on the ground.,,{},,Behind the woman is a large sign which reads 'DuPont Research',,{},,All the vendors' face can be seen easily above their cart counters.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1102763701.jpg#3r3n,A group of people are gathered at some type of outdoor event.,There is a sporting event.,neutral,False,0,1,0,3070739413.jpg#3r1n,An overweight man sitting in the cab of a truck.,An old man sitting in a old truck in the garage.,neutral,False,0,1,0,,A woman is singing on a stage.,,{},,The man honks his horn and yells out the window.,,{},,A group of players in uniform are huddled on the field.,,{},,The man smiles and wipes a tear from his eyes.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1102763701.jpg#3r3n,A group of people are gathered at some type of outdoor event.,There is a sporting event.,neutral,False,0,1,0,3070739413.jpg#3r1n,An overweight man sitting in the cab of a truck.,An old man sitting in a old truck in the garage.,neutral,False,0,1,0,,The people at the center of attention are talking facing the audience.,,{},,The man likes dubstep.,,{},,The people at the center of attention are wearing helmets.,,{},,The man likes Bob Dylan.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1102763701.jpg#3r3n,A group of people are gathered at some type of outdoor event.,There is a sporting event.,neutral,False,0,1,0,3070739413.jpg#3r1n,An overweight man sitting in the cab of a truck.,An old man sitting in a old truck in the garage.,neutral,False,0,1,0,,The people are watching a music group on an outdoor stage.,,{},,The man sits in a truck that just rolled off the end of an assembly line.,,{},,The people are watching teams of players on a soccer field.,,{},,The man sits in a truck with lots of dents and a rusting body.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1102763701.jpg#3r3n,A group of people are gathered at some type of outdoor event.,There is a sporting event.,neutral,False,0,1,0,3070739413.jpg#3r1n,An overweight man sitting in the cab of a truck.,An old man sitting in a old truck in the garage.,neutral,False,0,1,0,,The musical festival was supposed to start 30 minutes ago.,,{},,The young truck driver didn't mind the long hours involved with his job.,,{},,The crowd stands up as the national anthem begins.,,{},,The old man was hitchhiking along the street when the truck picked him up.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1102763701.jpg#3r3n,A group of people are gathered at some type of outdoor event.,There is a sporting event.,neutral,False,0,1,0,3070739413.jpg#3r1n,An overweight man sitting in the cab of a truck.,An old man sitting in a old truck in the garage.,neutral,False,0,1,0,,There's a band playing on the stage.,,{},,The truck wouldn't start after he finished shopping at the mall.,,{},,It's the last football game of the season.,,{},,He dropped his keys on the floorboard and he can't find them.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2119302248.jpg#2r5n,The woman in glasses is wearing a black headdress.,A woman is dressed formally.,neutral,False,0,1,0,4478571009.jpg#2r1n,an older lady standing in an airport.,The elderly lady stood at the airport having a cigar.,neutral,False,0,1,0,,Her clothes have some holes in it.,,{},,"There is a sign above the lady that says ""NO SMOKING""",,{},,Her clothes were just professionally dry cleaned.,,{},,The lady is holding a brown cigar.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2119302248.jpg#2r5n,The woman in glasses is wearing a black headdress.,A woman is dressed formally.,neutral,False,0,1,0,4478571009.jpg#2r1n,an older lady standing in an airport.,The elderly lady stood at the airport having a cigar.,neutral,False,0,1,0,,A woman is dressed in sunglasses and a hoodie.,,{},,The elderly lady stood at the airport and vaped.,,{},,A woman is dressed for a large ceremonial-dinner with honorees.,,{},,The elderly lady stood at the airport having a cigar to be easily found.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2119302248.jpg#2r5n,The woman in glasses is wearing a black headdress.,A woman is dressed formally.,neutral,False,0,1,0,4478571009.jpg#2r1n,an older lady standing in an airport.,The elderly lady stood at the airport having a cigar.,neutral,False,0,1,0,,The woman is also wearing sweatpants.,,{},,The elderly lady's lungs are very healthy.,,{},,The woman is also wearing a silk dress.,,{},,The lady is coughing.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2119302248.jpg#2r5n,The woman in glasses is wearing a black headdress.,A woman is dressed formally.,neutral,False,0,1,0,4478571009.jpg#2r1n,an older lady standing in an airport.,The elderly lady stood at the airport having a cigar.,neutral,False,0,1,0,,The woman is at a Halloween party.,,{},,The lady is allergic to smoke.,,{},,The woman is at a native wedding ceremony.,,{},,The smell of cigar smoke is prevalent.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2119302248.jpg#2r5n,The woman in glasses is wearing a black headdress.,A woman is dressed formally.,neutral,False,0,1,0,4478571009.jpg#2r1n,an older lady standing in an airport.,The elderly lady stood at the airport having a cigar.,neutral,False,0,1,0,,A woman asks her 'Are you just going to the market?',,{},,The lady's mouth is wide open in amazement at something.,,{},,A man remarks 'Are you going to a lavish party?',,{},,Some smoke is coming from her mouth and someone else comments 'You don't see that everyday',,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1578355853.jpg#0r3n,"A group of people and a dog sit in the bleachers of a basketball court, watching another group of people's performance on the court.",The people are watching a streetgame of basketball.,neutral,False,0,1,0,3621623690.jpg#2r1n,A woman in riding attire rides a jumping horse.,The horse is jumping over fences.,neutral,False,0,1,0,,The people playing the game are kicking the ball with their feet.,,{},,The horse is running in an empty field.,,{},,The dog is intrigued watching them bounce the ball up the court.,,{},,The rider has to hold on to the horse tightly at certain times.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1578355853.jpg#0r3n,"A group of people and a dog sit in the bleachers of a basketball court, watching another group of people's performance on the court.",The people are watching a streetgame of basketball.,neutral,False,0,1,0,3621623690.jpg#2r1n,A woman in riding attire rides a jumping horse.,The horse is jumping over fences.,neutral,False,0,1,0,,There is a scoreboard,,{},,The horse is nursing a injury,,{},,The players do not have on uniforms,,{},,The horse needs to be strengthened,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1578355853.jpg#0r3n,"A group of people and a dog sit in the bleachers of a basketball court, watching another group of people's performance on the court.",The people are watching a streetgame of basketball.,neutral,False,0,1,0,3621623690.jpg#2r1n,A woman in riding attire rides a jumping horse.,The horse is jumping over fences.,neutral,False,0,1,0,,A banner hangs above them which reads 'NCAA Finals',,{},,Cars next to her are at a standstill and cops are following her tail,,{},,Some of the players are playing without shirts at all and cursing.,,{},,The woman is wearing a shirt with a number and the word 'Jockey' on it.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1578355853.jpg#0r3n,"A group of people and a dog sit in the bleachers of a basketball court, watching another group of people's performance on the court.",The people are watching a streetgame of basketball.,neutral,False,0,1,0,3621623690.jpg#2r1n,A woman in riding attire rides a jumping horse.,The horse is jumping over fences.,neutral,False,0,1,0,,The people on the court are wearing hockey equipment.,,{},,The horse is recovering from a leg injury.,,{},,The people on the court are wearing basketball shoes.,,{},,The horse is being prepared for a riding competition.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1578355853.jpg#0r3n,"A group of people and a dog sit in the bleachers of a basketball court, watching another group of people's performance on the court.",The people are watching a streetgame of basketball.,neutral,False,0,1,0,3621623690.jpg#2r1n,A woman in riding attire rides a jumping horse.,The horse is jumping over fences.,neutral,False,0,1,0,,The people are on a college campus.,,{},,There are people lying down on the ground preparing themselves.,,{},,The people are in a city park.,,{},,There are fences all over the track.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2716903793.jpg#3r1n,Two boys pulling a wagon.,The wagon had the boy in it.,neutral,False,0,1,0,7206615914.jpg#0r1n,"A music concerto is happening on stage, with the lights on spot, while the audience listens in the dark.",The concert is being held at night.,neutral,False,1,4,0,,The wagon is full of food,,{},,Sunlight is peaking under a window in the room,,{},,The wagon is a medical transport cart for people,,{},,The moon can be seen shining through a window,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2716903793.jpg#3r1n,Two boys pulling a wagon.,The wagon had the boy in it.,neutral,False,0,1,0,7206615914.jpg#0r1n,"A music concerto is happening on stage, with the lights on spot, while the audience listens in the dark.",The concert is being held at night.,neutral,False,1,4,0,,The wagon is piled high with bouquets of flowers.,,{},,The blackout curtains keep the sunlight from shining into the room.,,{},,The third boy already took his turn pulling.,,{},,A fresh breeze blows through the trees surrounding the audience.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2716903793.jpg#3r1n,Two boys pulling a wagon.,The wagon had the boy in it.,neutral,False,0,1,0,7206615914.jpg#0r1n,"A music concerto is happening on stage, with the lights on spot, while the audience listens in the dark.",The concert is being held at night.,neutral,False,1,4,0,,The wagon has a bail of hay in it.,,{},,Blackout curtains cover the windows.,,{},,They love to give their little brother rides.,,{},,The street lamps are on.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2716903793.jpg#3r1n,Two boys pulling a wagon.,The wagon had the boy in it.,neutral,False,0,1,0,7206615914.jpg#0r1n,"A music concerto is happening on stage, with the lights on spot, while the audience listens in the dark.",The concert is being held at night.,neutral,False,1,4,0,,The boys are delivering papers.,,{},,It is 5am.,,{},,The boys are playing outside.,,{},,The audience is holding up lighters.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2716903793.jpg#3r1n,Two boys pulling a wagon.,The wagon had the boy in it.,neutral,False,0,1,0,7206615914.jpg#0r1n,"A music concerto is happening on stage, with the lights on spot, while the audience listens in the dark.",The concert is being held at night.,neutral,False,1,4,0,,The wagon is full of apples.,,{},,The concert is happening indoors. With the windows covered.,,{},,The wagon is empty.,,{},,There's a full moon outside.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3507724518.jpg#3r1n,This wall has a picture of a man on it.,There is a wall with a painting on it.,neutral,False,1,3,0,226607225.jpg#0r1n,The large green fish is jumping out of the water.,The fish is swimming upriver.,neutral,False,0,1,0,,The picture is a very high resolution.,,{},,The fish is inside of a building.,,{},,The picture is only one color.,,{},,The river current is not very strong.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3507724518.jpg#3r1n,This wall has a picture of a man on it.,There is a wall with a painting on it.,neutral,False,1,3,0,226607225.jpg#0r1n,The large green fish is jumping out of the water.,The fish is swimming upriver.,neutral,False,0,1,0,,The label on the picture says photographed by John Smith,,{},,A shark is chasing the fish,,{},,The picture has only two colors in it,,{},,Bears are standing in the river and catching the fish,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3507724518.jpg#3r1n,This wall has a picture of a man on it.,There is a wall with a painting on it.,neutral,False,1,3,0,226607225.jpg#0r1n,The large green fish is jumping out of the water.,The fish is swimming upriver.,neutral,False,0,1,0,,The woman dusted the framed photograph with a piece of cloth.,,{},,The children looked at the agile fish through the aquarium glass.,,{},,The watercolors looked faded in the sunlight streaming through the window on the opposite wall.,,{},,The current helped the fish along as the water flowed toward the lake.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3507724518.jpg#3r1n,This wall has a picture of a man on it.,There is a wall with a painting on it.,neutral,False,1,3,0,226607225.jpg#0r1n,The large green fish is jumping out of the water.,The fish is swimming upriver.,neutral,False,0,1,0,,The picture was taken with a camera.,,{},,He is swimming with the current.,,{},,The picture has bold colors and abstract shapes.,,{},,He is swimming against the current.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3507724518.jpg#3r1n,This wall has a picture of a man on it.,There is a wall with a painting on it.,neutral,False,1,3,0,226607225.jpg#0r1n,The large green fish is jumping out of the water.,The fish is swimming upriver.,neutral,False,0,1,0,,The picture was taken with a high quality camera.,,{},,There is a hook in the fish's mouth.,,{},,The artist of the painting is very famous.,,{},,Someone is walking in the water downstream.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4887197185.jpg#3r1n,A guy in all red listening to music is wearing sunglasses.,A guy in red wearing sunglasses is listening to Jazz.,neutral,False,0,1,0,4834131290.jpg#3r1n,An elderly couple walk through an old-looking alley.,An elderly couple looking for a specific store.,neutral,False,0,1,0,,The man is at a country concert,,{},,The couple are trying to call a taxi,,{},,The man plays various instruments in his spare time,,{},,The couple keep looking at store signs and walking further along,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4887197185.jpg#3r1n,A guy in all red listening to music is wearing sunglasses.,A guy in red wearing sunglasses is listening to Jazz.,neutral,False,0,1,0,4834131290.jpg#3r1n,An elderly couple walk through an old-looking alley.,An elderly couple looking for a specific store.,neutral,False,0,1,0,,He is at a Mozart concert.,,{},,The couple take a daily stroll around the neighborhood for exercise.,,{},,A saxophone is playing a cool riff.,,{},,They are consulting a guide book.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4887197185.jpg#3r1n,A guy in all red listening to music is wearing sunglasses.,A guy in red wearing sunglasses is listening to Jazz.,neutral,False,0,1,0,4834131290.jpg#3r1n,An elderly couple walk through an old-looking alley.,An elderly couple looking for a specific store.,neutral,False,0,1,0,,The music was recorded in the last decade.,,{},,The couple just needs to use a bathroom.,,{},,The guy just bought the soundtrack to Chicago.,,{},,The couple is carefully reading the sign above each store.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4887197185.jpg#3r1n,A guy in all red listening to music is wearing sunglasses.,A guy in red wearing sunglasses is listening to Jazz.,neutral,False,0,1,0,4834131290.jpg#3r1n,An elderly couple walk through an old-looking alley.,An elderly couple looking for a specific store.,neutral,False,0,1,0,,The little girl sitting next to him sings along and giggles whenever the animal sound effects play.,,{},,The couple smiles with relief when they see the lost wallet on the ground.,,{},,The radio DJ announces an upcoming weekend tribute to Miles Davis between every song.,,{},,The man looks at the address on the front of the sale catalog before smiling and pointing at the street sign opposite them.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4887197185.jpg#3r1n,A guy in all red listening to music is wearing sunglasses.,A guy in red wearing sunglasses is listening to Jazz.,neutral,False,0,1,0,4834131290.jpg#3r1n,An elderly couple walk through an old-looking alley.,An elderly couple looking for a specific store.,neutral,False,0,1,0,,The music is fast and has hard guitar playing.,,{},,The elderly couple walk toward a bus stop at the end of the alley.,,{},,The music is mellow and has some good horn playing.,,{},,The couple alternate looking at a map and looking at signs on buildings nearby.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2623930900.jpg#2r1n,An old man with white long hair and a white long beard.,Santa Clause.,neutral,False,0,1,0,4941693387.jpg#4r1n,A man in a white outfit is outside.,A man in white is working outside.,neutral,False,0,1,0,,The man is sitting in the subway begging for change,,{},,The man is sitting on a bench,,{},,The man is wearing a red suit,,{},,The man is wearing a hard hat and overalls,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2623930900.jpg#2r1n,An old man with white long hair and a white long beard.,Santa Clause.,neutral,False,0,1,0,4941693387.jpg#4r1n,A man in a white outfit is outside.,A man in white is working outside.,neutral,False,0,1,0,,He is surrounded by hobbits.,,{},,He is sipping a drink with an umbrella in it.,,{},,He is standing next to a reindeer.,,{},,He is using a spade to dig in a flower bed.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2623930900.jpg#2r1n,An old man with white long hair and a white long beard.,Santa Clause.,neutral,False,0,1,0,4941693387.jpg#4r1n,A man in a white outfit is outside.,A man in white is working outside.,neutral,False,0,1,0,,The man is wearing black leather.,,{},,The man is holding a glass of wine.,,{},,The man is wearing red clothes and a pointy hat.,,{},,The man is holding a shovel.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2623930900.jpg#2r1n,An old man with white long hair and a white long beard.,Santa Clause.,neutral,False,0,1,0,4941693387.jpg#4r1n,A man in a white outfit is outside.,A man in white is working outside.,neutral,False,0,1,0,,He's wearing jeans and a polo shirt.,,{},on,,entailed,{},,He's wearing a red suit trimmed in white fur.,,{},on,,entailed,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2623930900.jpg#2r1n,An old man with white long hair and a white long beard.,Santa Clause.,neutral,False,0,1,0,4941693387.jpg#4r1n,A man in a white outfit is outside.,A man in white is working outside.,neutral,False,0,1,0,,The man is sitting in a KFC restaurant.,,{},,The man is in his pajamas.,,{},,The man has a sack full of presents slung over his shoulder.,,{},,The man is in his painters uniform.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",7438344154.jpg#2r1n,Young female athlete shoots a goal in exciting soccer match-up.,A soccer player scores a winning goal.,neutral,False,0,1,0,3475936747.jpg#3r1n,One adult and three small children paddling in a canoe down a river.,One adult and three small children paddling in a canoe down a rapid river.,neutral,False,0,1,0,,The soccer match is almost at half time,,{},,The boat is barely moving,,{},,The crowd cheers and storms the field,,{},,All people on the boat wear life jackets,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",7438344154.jpg#2r1n,Young female athlete shoots a goal in exciting soccer match-up.,A soccer player scores a winning goal.,neutral,False,0,1,0,3475936747.jpg#3r1n,One adult and three small children paddling in a canoe down a river.,One adult and three small children paddling in a canoe down a rapid river.,neutral,False,0,1,0,on,,entailed,{},,There are small ripples in the water as the boat floats down.,,{},,The crowd erupts in a thunderous applauds.,,{},,The boat is hard to steer by the adult.,,{}
