Title,Description,Keywords,pairID1,premise1,hypothesis1,gold_label1,partial_neutral_entailment1,entailment_count1,neutral_count1,contradiction_count1,pairID2,premise2,hypothesis2,gold_label2,partial_neutral_entailment2,entailment_count2,neutral_count2,contradiction_count2
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3806961324.jpg#4r1n,Man outside of building looking in.,The man is looking at the crowd inside the building.,neutral,False,0,1,0,363617160.jpg#4r1n,a girl paints the road.,child drawing in the road.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3406930103.jpg#4r1n,A dog in the snow,A dog is playing in the snow,neutral,False,0,1,0,1405005999.jpg#0r2n,A woman with a white shirt aims a dart at an off-camera target as several other people holding darts look on beside her.,A woman is a professional darts player.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",800387501.jpg#1r1n,"A man, holding a pool stick, playing pool in a dimly lit room.",An old man is playing pool.,neutral,False,0,1,0,1864566210.jpg#1r1n,A pregnant lady is sitting at an outside restaurant table and caressing her stomach.,She is hapy.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1716077525.jpg#0r1n,"A man in glasses, a t-shirt and shorts stands in a kitchen and cuts a tomato on top of a cutting board that rests on a kitchen table with a green tablecloth.",The man is making a BLT sandwich.,neutral,False,0,1,0,2346709709.jpg#4r1n,Two men walking and smiling.,The two men are old friends enjoying a walk.,neutral,False,1,4,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3587077732.jpg#3r3n,a boy runs through the puddle.,The boy is outdoors.,neutral,False,0,1,0,2335511314.jpg#2r1n,A boy wields a net in a boat with another in the middle of a lake.,A boy in a boat goes fishing for the first time.,neutral,False,1,4,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",7148191955.jpg#4r1n,Two elderly men pose for a picture outdoors.,The elderly men are brothers.,neutral,False,0,1,0,2046333894.jpg#4r1n,A man is making pretzels.,The man is planning on eating pretzels.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4334569240.jpg#0r1n,"A little boy has fallen asleep in his food, which is sitting on a blue and yellow tablecloth.",A boy at a table hasn't finished his meal.,neutral,False,0,1,0,4329187340.jpg#2r1n,A woman making a square with her fingers on a bus.,A woman throws gang signs on the bus.,neutral,False,0,5,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3543933690.jpg#1r1n,A guy wearing glasses with a blue shirt and blue jeans has just released a black bowling ball in a bowling alley.,A man in glasses competes in a bowling league.,neutral,False,0,1,0,4604078858.jpg#0r5n,A tree service employee is wearing safety equipment while up in a lift to trim some branches.,A tree service employee looks frightened up in a lift.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",6338544926.jpg#0r1n,"Two college football players battle it out outdoors on the field during game day, where one is the quarterback trying to throw the ball, and the other player is in action about to sack the quarterback.",Two teams from rival colleges are in the fourth quarter of a game.,neutral,False,0,5,0,1225443522.jpg#3r3n,A girl walking alone at night on a street.,A girl going home from the bar.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3841235072.jpg#1r1n,"A woman in a white lab coat is carrying a box and safety goggles, and has a light.",The woman is a scientist.,neutral,False,0,1,0,8018747908.jpg#2r1n,asian street vendors waiting to sell there merchandise.,Street vendors are standing around hoping for a sale.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1102763701.jpg#3r3n,A group of people are gathered at some type of outdoor event.,There is a sporting event.,neutral,False,0,1,0,3070739413.jpg#3r1n,An overweight man sitting in the cab of a truck.,An old man sitting in a old truck in the garage.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2119302248.jpg#2r5n,The woman in glasses is wearing a black headdress.,A woman is dressed formally.,neutral,False,0,1,0,4478571009.jpg#2r1n,an older lady standing in an airport.,The elderly lady stood at the airport having a cigar.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1578355853.jpg#0r3n,"A group of people and a dog sit in the bleachers of a basketball court, watching another group of people's performance on the court.",The people are watching a streetgame of basketball.,neutral,False,0,1,0,3621623690.jpg#2r1n,A woman in riding attire rides a jumping horse.,The horse is jumping over fences.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2716903793.jpg#3r1n,Two boys pulling a wagon.,The wagon had the boy in it.,neutral,False,0,1,0,7206615914.jpg#0r1n,"A music concerto is happening on stage, with the lights on spot, while the audience listens in the dark.",The concert is being held at night.,neutral,False,1,4,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3507724518.jpg#3r1n,This wall has a picture of a man on it.,There is a wall with a painting on it.,neutral,False,1,3,0,226607225.jpg#0r1n,The large green fish is jumping out of the water.,The fish is swimming upriver.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4887197185.jpg#3r1n,A guy in all red listening to music is wearing sunglasses.,A guy in red wearing sunglasses is listening to Jazz.,neutral,False,0,1,0,4834131290.jpg#3r1n,An elderly couple walk through an old-looking alley.,An elderly couple looking for a specific store.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2623930900.jpg#2r1n,An old man with white long hair and a white long beard.,Santa Clause.,neutral,False,0,1,0,4941693387.jpg#4r1n,A man in a white outfit is outside.,A man in white is working outside.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",7438344154.jpg#2r1n,Young female athlete shoots a goal in exciting soccer match-up.,A soccer player scores a winning goal.,neutral,False,0,1,0,3475936747.jpg#3r1n,One adult and three small children paddling in a canoe down a river.,One adult and three small children paddling in a canoe down a rapid river.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3315616181.jpg#2r1n,A teenage boy climbs an indoor climbing wall.,A boy is trying to climb to the top of a wall.,neutral,False,0,1,0,4930721605.jpg#0r1n,"A man wearing sunglasses, a cap, and a blue shirt with a Superman logo on it is walking on the sidewalk holding a stereo.",The stereo that the man is holding is large.,neutral,False,0,3,2
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4752790409.jpg#4r1n,A young woman in green sunglasses pauses while sketching outside.,The young women is taking a break from her art.,neutral,False,1,3,1,83292701.jpg#0r1n,Two children wearing striped sweaters and black pants tussle outdoors near a play set.,The twin boys are fighting over who gets to throw the ball next.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",830745339.jpg#1r1n,A man in a green shirt enjoying a meal and drink.,A white man eats,neutral,False,0,1,0,335588286.jpg#4r1n,A fluffy dog holds a stick in its mouth on a beach.,A big wet dog is playing with a small stick.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3500444530.jpg#2r1n,a man sitting by the sidewalk runs a violin bow across another flat object.,The man has a violin.,neutral,False,0,1,0,4816940001.jpg#4r1n,Two women walking down the sidewalk.,The women are walking to the restaurant.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4669966159.jpg#0r1n,"Dark-haired man wearing a ponytail, sunglasses purple, yellow and green tye-dyed tee and khaki shorts walking past a nail salon.",A man walks past a beauty parlor.,neutral,False,0,1,0,181876171.jpg#0r2n,A man in glasses wearing a military style cap and a jacket with medals is waving his right hand and sits in front of another waving man in military dress.,The two men are saluting.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4857153551.jpg#0r1n,"A woman with brown hair, wearing sunglasses asking a asian gentleman for directions.",It is sunny outside.,neutral,False,0,1,0,7916661552.jpg#2r1n,A man in a band is singing while wearing a very loud shirt.,A man is performing karaoke.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4857090523.jpg#4r1n,Little girl posing for a caricature.,Adolescent girl waiting for possible portrait.,neutral,False,0,1,0,2595505923.jpg#2r1n,"Outdoors in a park, eight people stand close to a cluttered picnic table.",The eight friends were celebrating their high school graduation at the park.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",6927003662.jpg#4r3n,A bowler following through after releasing the ball.,The bowler is a man.,neutral,False,0,1,0,2766854400.jpg#0r1n,A boy wearing an orange shirt has his hair sticking straight up from his head.,A blonde boy wearing an orange polo shirt has his hair sticking straight up with hair gel.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",457945610.jpg#0r1n,A little girl in a striped bathing suit jumps in a large body of water.,The little girl in the striped bathing suit is wearing sunscreen.,neutral,False,0,1,0,4543755321.jpg#3r1n,Two men digging at a construction sight.,Two men digging to check for gas lines.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3462064866.jpg#1r1n,"Several people, all wearing sunglasses, are captured jumping into the air and making funny poses on a sandy beach area near a log.",the people are in the sun,neutral,False,0,1,0,4393476043.jpg#4r1n,A family is taking a portrait.,a family takes a portrait at Walmart,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3604384383.jpg#0r1n,A woman is leaning back into a man's arms as they look each other in the face.,The loving couple smiled at one another.,neutral,False,0,1,0,229565492.jpg#1r5n,A man in a black shirt and army pants with white cream all over his head.,The man is shaving his head.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2190966429.jpg#1r1n,An old man in a brown jacket with white hair and a beard talks to an old woman.,Two elders share a conversation.,neutral,False,0,1,0,2188688248.jpg#0r2n,Several people at a ski area with the pine trees and a large snowy mountain in the background.,There is a group of skiiers.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4846570953.jpg#4r1n,A child looking at postcards in a market.,A child looking at stuff in a market.,neutral,False,0,1,0,2508850304.jpg#3r1n,Protester march through a park with signs.,People protesting against gay marriage.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2393410666.jpg#0r1n,The black greyhound dog is running on the grass wearing a blue jacket.,A dog running in a public park.,neutral,False,0,1,0,5108916416.jpg#2r1n,A man in a blue shirt is holding a young boy and looking through a telescope.,The telescope is large.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2956811273.jpg#1r1n,Men in suits and military uniforms looks on as two men shake hands.,Two men shake hands and know each other,neutral,False,0,5,0,4766767528.jpg#4r1n,A man is selling items on a street.,A man is working,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4458393364.jpg#4r1n,A construction worker pulls a whaler.,the worker is wearing a yellow hardhat,neutral,False,0,1,0,154995199.jpg#4r5n,A young girl sits on the edge of a sink.,a girl poses for her mother,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",136693281.jpg#2r3n,A man and a little girl in a grassy area are planting a tree while a little boy off to the side is holding a hoe.,A man and his two children are planting a tree,neutral,False,0,1,0,4454159050.jpg#1r1n,A group of people walking across the street some carrying large black and red flags.,Some people walking across the street holding large flags are part of a parade.,neutral,False,0,5,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3493255026.jpg#0r1n,A white dog with brown spots is chewing on a ropey black toy.,A dog chews on a new toy.,neutral,False,0,1,0,6845394024.jpg#3r1n,A little boy with spider man shirt brushing his teeth.,The boy is getting ready for bed.,neutral,False,0,5,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1877161207.jpg#4r5n,Twp children dig holes in the dirt.,Two children dig a massive hole in the ground.,neutral,False,0,1,0,308452930.jpg#4r1e,Young kids are playing in the snow.,Snow has recently fallen.,entailment,True,3,2,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",489551372.jpg#0r1n,The man leads his black and white dog across a blue obstacle.,The dog is a border collie.,neutral,False,0,1,0,2191783475.jpg#1r1n,"Two men are sitting on a couch, conversing with one another.",The two people are on furntiure looking at each other.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3591460077.jpg#3r1n,A female is getting her hair curled with a hair iron.,The woman is getting her blonde hair curled.,neutral,False,0,1,0,224702241.jpg#3r1n,Brown dog walks through river between snowbanks.,The dog is feeling cold.,neutral,False,0,5,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4935241932.jpg#1r1n,A group of people eating at an outside cafe with a bike showing in the foreground.,The people eating outside of the cafe are at small tables.,neutral,False,0,1,0,4584266249.jpg#4r1n,Two ladies standing outside with umbrellas.,It is raining.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4319908902.jpg#3r1n,Female basketball players warming up before a game.,The women here play for Duke University.,neutral,False,0,1,0,4755603147.jpg#4r1n,People in red Canadian jerseys sit on a fountain.,The Canadian fans gather at the fountain to head to the game.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",7493450658.jpg#4r1n,A bicycle rider after a race.,Person on bicycle breathing heavily.,neutral,False,0,1,0,2911919938.jpg#3r1n,A man is taking a shower.,There is a person taking a shower.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4097300324.jpg#3r1n,Three people are sitting on a barrier outside a building with their yellow bucket.,Three people are talking while they are sitting.,neutral,False,0,1,0,5890401192.jpg#1r1n,A young man wearing a green shirt and a hat attempts a trick on a skateboard while riding it in a skate park next to a beach.,A teen is practicing his skateboard skills.,neutral,True,2,3,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4318034861.jpg#4r1n,Two people skydiving over a body of water.,A couple is having an adventure together as part of their honeymoon.,neutral,False,0,1,0,3631023049.jpg#4r1n,The children are on a tire swing.,The children are on the tire swing at the park.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1184440714.jpg#1r3n,"Two young teenage girls, both wearing jeans, are holding hands and simultaneously jumping in the air in a grassy area.",The two girls are laughing together.,neutral,False,0,1,0,3673970325.jpg#1r1n,A girl in a white shirt kneeling down lighting a candle.,A girl lights a candle at a vigil for a slain soldier.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1316505120.jpg#3r1n,A man on stage performing a concert for people.,The man is famous.,neutral,False,0,1,0,2201951953.jpg#2r1n,people working at a little shop that has many colorful lanterns.,A shop sells colorful paper lanterns.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3689406025.jpg#0r1n,A man and little girl in a pink life vest and red flotation device swimming.,The girl is 5,neutral,False,0,1,0,2121357310.jpg#0r5n,Boy in black shorts sliding on black surface covered with water with green trees in the background.,The boy slides down a wet slide in the park,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2088910854.jpg#1r1n,An man with a black ski cap and a red and white headband looks into the distance.,the guy looks into the distance before he leaves,neutral,False,0,1,0,6717362031.jpg#4r1n,One man jumping off a dock.,The man is jumping into a lake.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4908009544.jpg#1r1n,A group of mature folk are waving as they walk down a shopping center.,Elderly residents of a senior living facility wave as they walk down the mall.,neutral,False,0,1,0,4368366048.jpg#0r4n,Four people in black shirts giving a presentation to a room full of people using a big projector image on the wall.,They are all coworkers.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3819214047.jpg#1r1n,"A young man with a red beanie cap, green shirt, and blue jeans, sits on his skateboard as he watches.",The man is wearing a gold chain.,neutral,False,0,1,0,556568556.jpg#3r1n,a boy with red soled shoes is playing on a swing.,A child is playing in the park,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4559151126.jpg#0r1n,"Puzzled asian man wearing kimono and scratching head, standing and holding bag in paved outdoor shopping area.",An Asian man is wearing a pink kimono.,neutral,False,0,1,0,2215331791.jpg#0r1n,A woman bends over to hug a young child in a pink coat wearing a hat.,The woman hugging the child is the mother.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",5415181095.jpg#3r1n,A man sweeps outside while carrying a baby on his back in a holder.,The man is sweeping leaves off his sidewalk.,neutral,False,0,1,0,2653631855.jpg#1r4n,"A woman is standing by a bike and two children, a boy and a girl, are with her and holding balloons.",A mother stands with her children who are holding balloons.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2884468160.jpg#0r1n,A young child wearing a white shirt with a blue trim around the collar is eating from a white bowl.,The child is eating cereal.,neutral,False,0,1,0,2667108760.jpg#3r1n,An elegantly dressed man and woman are standing together.,The man and woman are about to get married.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4967232029.jpg#3r3n,People sit on the curb watching an event.,People watching sports,neutral,False,0,1,0,2862306612.jpg#4r3n,a young boy is posing inside a tractor shovel.,He is having his picture taken inside the tractor shovel.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",381764351.jpg#2r1n,Three girls are standing in front of a music stand with trumpets.,The girls are in junior high.,neutral,False,0,1,0,191003283.jpg#0r2n,A toddler boy in a red tank top and khaki shorts walks on the European street with a woman in a white top and faded blue jeans.,The toddler and woman are child and mother.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",226664962.jpg#3r1n,Pictures being taken of a wedding party.,A photographer is taking pictures of the best wedding ever.,neutral,False,0,1,0,136639119.jpg#3r3n,Climber on rock formation using ropes.,There is a climber climbing a rock formation to beat a world record.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",5133656004.jpg#3r5n,a dog chilling on a bench while he has two biker observing him,Two bike riders try to coax a tired dog off a bench.,neutral,False,0,1,0,894928353.jpg#1r1n,The three children are playing on the rails.,Kids jumping on a rail.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2692635048.jpg#2r1n,A brown and black dog laying next to a colourful ball.,A dog lays next to it's favorite ball.,neutral,False,0,1,0,4665585666.jpg#0r1e,A father with a red shirt and beard is cuddling with his two children in a chair.,There are three people inside.,entailment,True,3,2,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",7002845832.jpg#1r3n,Five men wearing black shorts are leaving the starting blocks in a track competition with few spectators.,Five guys run on a track in Iowa.,neutral,False,0,1,0,3535084928.jpg#3r1n,A brown dogs licks its black nose.,The brown dog just ate something.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1937816088.jpg#2r1n,A man in casual attire is giving a presentation.,There is a man in casual attire giving a causal presentation.,neutral,False,0,1,0,1187252153.jpg#0r5n,A man in a white shirt with hot pads on is holding a tray with a variety of breads with a wooden fence behind him.,"A man in a shirt with hot pads on is holding a platter of homemade bread, in front of a fence.",neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2057420842.jpg#4r1n,Someone puts poultry on a grill.,Someone is cooking chicken.,neutral,False,0,1,0,4037148542.jpg#1r1n,Woman in black dress holds a piece of paper in her hands as she talks into a microphone.,A woman giving a speech.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",104136873.jpg#2r1n,Three people rest on a ledge above the moutains.,The people are adventurous,neutral,False,0,1,0,2188192752.jpg#2r1n,A boy runs while another family is standing by.,The family is standing by the boy.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1944949081.jpg#3r2n,A young man lifting the lid to a dumpster.,A young man taking out the trash.,neutral,False,0,1,0,2751466788.jpg#2r1n,People in the middle of city street surrounded by large buildings.,People get ready to protest in the middle of the street.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4487371472.jpg#0r1n,A man wearing a red hoodie is sitting on a blue bag on the sidewalk holding a cup while people pass by.,A man wearing a red hoodie is sitting on a blue bag on the sidewalk holding a cup of tea while people pass by.,neutral,False,0,1,0,5738816035.jpg#4r1n,A man and woman dancing in the road.,There is music coming from a radio.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4624487350.jpg#0r1n,A man raising or lowering a blue and red garage door next to a nail polish poster.,A man likes to collect nail polish posters,neutral,False,0,1,0,103205630.jpg#1r1n,Two men are about to enter an ice fishing tent on a snow covered lake.,Two brothers are about to go inside.,neutral,False,0,1,0
