Title,Description,Keywords,prompt,machine_completion,algorithm
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hand lick salt shot take,A shot of a man taking a salt lick in his hand.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball demonstrate juggle talk,A man talks and juggles a ball during a demonstration.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jacket jean street walk,A man walking in jeans and a jacket on the street.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball dog front hold puncture,ball dog front hold puncture.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jump river short swim wear,A man is wearing shorts as he jumps into a river.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",die rinse shirt sink tie,shirt rinse t tie.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",attempt bottle open stand wine,A man stands trying to open a bottle of wine.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball dog front hold puncture,A dog is holding a ball that has been punctured in front of it.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bush dog path run,A dog is running down a path in a bush.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",food front laugh sit table,the food front laugh,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bowl grind grinder meat,A man is grinding meat in a bowl in a grinder.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",beach day grow turn water,turn the flowers on the beach into water on a sunny day.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cheer dog race sle,cheer race in the dog of sle.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",car mask paint spray suit,A man sprays a mask on a car and sprays paint on a suit.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",fix light roof shirt top,A man is fixing a light on the top of a shirt on the roof.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",door laugh open room,A man laughs as he opens the door to his living room.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",dog field grass leash walk,A dog walks on a leash through a field.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",carry pillowcase sandal short toddler,generate a sentence with: carry pillowcase sandal short toddler.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",fix light roof shirt top,generate a sentence with: fix light roof shirt top.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",food front laugh sit table,generate a sentence with: food front laugh sit table.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball hit player run,the ball hit player run.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ceiling climb gym rope suspend,A man climbs a rope suspended from the ceiling of a gym.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball continue hit watch,A man continues to watch as the ball is hit.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",machine piece pipe put stand,generate a sentence with: machine piece pipe put stand.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",fill pot put stove water,theIREIREIRE,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bed bottle head shake sit,head of bottle on the bed shake sit.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",fix light roof shirt top,the. roof shirt top.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",door laugh open room,the opening of the door making everyone in the room laugh.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cheer dog race sle,A dog cheers on a sledding dog during a race.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",carry pillowcase sandal short toddler,A toddler carrying a pillowcase and sandals in shorts.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",door laugh open room,A man laughs as he opens the door to a room.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cobble courtyard headscarf stand wear,A man standing in a cobbled courtyard wearing a headscarf.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cut piece sit table,,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cut piece sit table,A piece of furniture sits on a table and is cut into pieces.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball dog front hold puncture,the front of the dog puncture.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jacket jean street walk,jacket jean street walk.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",food front laugh sit table,A man sits in front of a table and laughs at food.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hand hold sit table,table. schwarze schwarze kosmometer.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",die rinse shirt sink tie,A man with a tie and a shirt that is dying to be rinsed in the sink,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cheer dog race sle,False _entailment,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",carry flag horse ride,A man rides on a horse carrying the flag and carrying it.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bed bottle head shake sit,generate a sentence with: bed bottle head shake sit.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",fill pot put stove water,the bottom of a pot with water on the stove.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cobble courtyard headscarf stand wear,the friedhen cobble,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jacket jean street walk,the jacket on jean on the street walk.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",building furniture pulley rope window,generate a sentence with: building furniture pulley rope window.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bicycle driveway ramp ride,,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball hit player run,A player runs after hitting the ball.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",carry pillowcase sandal short toddler,toddler carried a pillowcase sandal in a sandal.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",fix light roof shirt top,A man is fixing a light on his top and shirt on the roof.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",dog field grass leash walk,A dog walking on a leash through the grass in a field.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor machine sand work,the work of the floor machine in sand.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cigarette flower sell street walk,A woman walks down a street and sells a cigarette.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bottle dog feed goat jump,A dog jumps to feed a goat in a bottle.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cross drive river water,A man drives across the water and crosses a river.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hand hold sit table,generate a sentence with: hand hold sit table.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",dog field grass leash walk,the dog in the field on grass on a leash walk.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor house sand sander,A man sanding the second floor of his house with a sander.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",dress hold sailor sidewalk ticket,to sell sailor ticket on the sidewalk.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",back contest eat hand tie,generate a sentence with: back contest eat hand tie.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bicycle driveway ramp ride,A man riding his bicycle on a ramp in the driveway.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hold money ride sign wait,money ride sign waiting on a sign.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",machine piece pipe put stand,A man putting a piece of pipe on a machine standing.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor house sand sander,A man sanding the first floor of his house with a sander.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bottle dog feed goat jump,dog ET Anim goats,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball demonstrate juggle talk,the ball of juggle talk.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cook grill shirt wear,A man wears a shirt to cook on the grill.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hand hold sit table,the table in which they are held in the hand.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cut piece sit table,the cut piece on the table.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cut piece sit table,A cut piece sits on a table.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",catch hold pair pant throw,the holding pair's pant.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball demonstrate juggle talk,A man is demonstrating how to juggle a ball and talking.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball demonstrate juggle talk,generate a sentence with: ball demonstrate juggle talk.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball dog front hold puncture,the dog holding a puncture on the front.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",paint paper piece spray,the spray of weapons,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hand pool sit splash stand,the Stand in a pool.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cobble courtyard headscarf stand wear,the wear on the cobbled courtyard.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor machine sand work,False sand machine sand machine sand machine sand machine,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor machine sand work,A man working on a machine sanding a floor.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bicycle driveway ramp ride,the ride on the ramp of the bicycle in the driveway.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",beach day grow turn water,a flower growing on the beach turns to water on a sunny day.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hand pool sit splash stand,A man standing in the pool sitting with his hands splashing in the pool.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball continue hit watch,generate a sentence with: ball continue hit watch.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",attempt bottle open stand wine,A man stands trying to open a bottle of wine.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor house sand sander,False sand sander: floor house sand sander,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cook grill shirt wear,wear shirt grill.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bicycle driveway ramp ride,A man rides a bicycle on a ramp in the driveway.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",catch hold pair pant throw,A pair of men are throwing a catch and holding on to a pair of pants,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",dog field grass leash walk,A dog walking on a leash through the grass in a field.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",door laugh open room,generate a sentence with: door laugh open room.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",boat cast net water,A man is casting a net in the water on a boat.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cook grill shirt wear,generate a sentence with: cook grill shirt wear.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",carry pillowcase sandal short toddler,A toddler carrying a pillowcase and sandals in shorts.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",carry flag horse ride,the flag of a horse goes on a ride.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
