Title,Description,Keywords,prompt,machine_completion,algorithm,Answer.coherence,Answer.commonsense
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",back contest eat hand tie,hand tie in the back of a contest.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv,2,3
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",back contest eat hand tie,hand tie in the back of a contest.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv,2,3
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",back contest eat hand tie,hand tie in the back of a contest.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv,4,3
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",building furniture pulley rope window,the window inside the furniture pulley.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv,3,3
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",building furniture pulley rope window,the window inside the furniture pulley.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv,4,4
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",building furniture pulley rope window,the window inside the furniture pulley.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv,2,2
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball hit horse ride,generate a sentence with: ball hit horse ride.,selected 2/zero_shot.csv,1,1
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball hit horse ride,generate a sentence with: ball hit horse ride.,selected 2/zero_shot.csv,4,4
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball hit horse ride,generate a sentence with: ball hit horse ride.,selected 2/zero_shot.csv,2,2
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",boat cast net water,the cast of netwater in the boat.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv,3,3
