Title,Description,Keywords,img_id,question,answer,rationale,img_fn,metadata_fn,model_name,NOUN1,NOUN2,NOUN3,NOUN4,NOUN5,NOUN6,NOUN7,NOUN8,NOUN9,NOUNPHRASE1,NOUNPHRASE2,NOUNPHRASE3,NOUNPHRASE4,NOUNPHRASE5,VERB1,VERB2,VERB3,VERB4,VERB5,VERB6,Answer.c0,Answer.c1,Answer.c2,Answer.c3,Answer.c4,Answer.c5,Answer.c6,Answer.commentbox,Answer.q1,Answer.q2,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q3
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000008010,Is everyone surfing?,no,A group of people that are standing in the sand.,COCO_val2014_000000008010.jpg,-,vqa_textual_viscomet_q_a_to_r,people,sand,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,w_no,yes,no,sand,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000008010,Is everyone surfing?,no,A group of people that are standing in the sand.,COCO_val2014_000000008010.jpg,-,vqa_textual_viscomet_q_a_to_r,people,sand,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,w_yes,yes,w_no,group,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000008010,Is everyone surfing?,no,A group of people that are standing in the sand.,COCO_val2014_000000008010.jpg,-,vqa_textual_viscomet_q_a_to_r,people,sand,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,no,yes,w_yes,group,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000008211,Do the people know each other?,yes,A group of people that are standing in the street.,COCO_val2014_000000008211.jpg,-,vqa_textual_viscomet_q_a_to_r,people,street,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,w_yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000008211,Do the people know each other?,yes,A group of people that are standing in the street.,COCO_val2014_000000008211.jpg,-,vqa_textual_viscomet_q_a_to_r,people,street,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_yes,no,yes,w_no,group,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000008211,Do the people know each other?,yes,A group of people that are standing in the street.,COCO_val2014_000000008211.jpg,-,vqa_textual_viscomet_q_a_to_r,people,street,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000497443,What is the cat doing?,staring,A cat is staring at the camera with a funny look.,COCO_val2014_000000497443.jpg,-,vqa_textual_viscomet_q_a_to_r,look,camera,cat,-,-,-,-,-,-,funny look,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,w_yes,camera,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000497443,What is the cat doing?,staring,A cat is staring at the camera with a funny look.,COCO_val2014_000000497443.jpg,-,vqa_textual_viscomet_q_a_to_r,look,camera,cat,-,-,-,-,-,-,funny look,-,-,-,-,-,-,-,-,-,-,yes,no,yes,yes,camera,funny look,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000497443,What is the cat doing?,staring,A cat is staring at the camera with a funny look.,COCO_val2014_000000497443.jpg,-,vqa_textual_viscomet_q_a_to_r,look,camera,cat,-,-,-,-,-,-,funny look,-,-,-,-,-,-,-,-,-,-,yes,no,yes,yes,camera,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000015746,Is this outdoors?,yes,A toilet is shown in a bathroom with a window.,COCO_val2014_000000015746.jpg,-,vqa_textual_viscomet_q_a_to_r,bathroom,toilet,window,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,bathroom|toilet|window,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000015746,Is this outdoors?,yes,A toilet is shown in a bathroom with a window.,COCO_val2014_000000015746.jpg,-,vqa_textual_viscomet_q_a_to_r,bathroom,toilet,window,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,bathroom|toilet|window,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000015746,Is this outdoors?,yes,A toilet is shown in a bathroom with a window.,COCO_val2014_000000015746.jpg,-,vqa_textual_viscomet_q_a_to_r,bathroom,toilet,window,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,bathroom|toilet|window,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000498228,Are these birds captive?,no,A group of birds that are standing in the water.,COCO_val2014_000000498228.jpg,-,vqa_textual_viscomet_q_a_to_r,birds,water,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,w_no,yes,w_no,group,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000498228,Are these birds captive?,no,A group of birds that are standing in the water.,COCO_val2014_000000498228.jpg,-,vqa_textual_viscomet_q_a_to_r,birds,water,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_yes,w_yes,yes,no,-,-,-,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000498228,Are these birds captive?,no,A group of birds that are standing in the water.,COCO_val2014_000000498228.jpg,-,vqa_textual_viscomet_q_a_to_r,birds,water,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000025748,What is the name of the boat?,blackbeard ii,A blackbeard boat is in the water.,COCO_val2014_000000025748.jpg,-,vqa_textual_viscomet_q_a_to_r,boat,water,-,-,-,-,-,-,-,blackbeard boat,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000025748,What is the name of the boat?,blackbeard ii,A blackbeard boat is in the water.,COCO_val2014_000000025748.jpg,-,vqa_textual_viscomet_q_a_to_r,boat,water,-,-,-,-,-,-,-,blackbeard boat,-,-,-,-,-,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000025748,What is the name of the boat?,blackbeard ii,A blackbeard boat is in the water.,COCO_val2014_000000025748.jpg,-,vqa_textual_viscomet_q_a_to_r,boat,water,-,-,-,-,-,-,-,blackbeard boat,-,-,-,-,-,-,-,-,-,-,w_no,no,yes,w_yes,nota-n,blackbeard boat,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000397268,How many bicycles?,2,Two bicycles are parked next to each other on a sidewalk.,COCO_val2014_000000397268.jpg,-,vqa_embeddings_viscomet_q_a_to_r,sidewalk,bicycles,-,-,-,-,-,-,-,two bicycles,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000397268,How many bicycles?,2,Two bicycles are parked next to each other on a sidewalk.,COCO_val2014_000000397268.jpg,-,vqa_embeddings_viscomet_q_a_to_r,sidewalk,bicycles,-,-,-,-,-,-,-,two bicycles,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000397268,How many bicycles?,2,Two bicycles are parked next to each other on a sidewalk.,COCO_val2014_000000397268.jpg,-,vqa_embeddings_viscomet_q_a_to_r,sidewalk,bicycles,-,-,-,-,-,-,-,two bicycles,-,-,-,-,-,-,-,-,-,-,yes,w_yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000026430,Is the umbrella tied down?,no,A woman is walking down the street with an umbrella.,COCO_val2014_000000026430.jpg,-,vqa_textual_viscomet_q_a_to_r,woman,street,umbrella,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_yes,no,yes,yes,woman|street,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000026430,Is the umbrella tied down?,no,A woman is walking down the street with an umbrella.,COCO_val2014_000000026430.jpg,-,vqa_textual_viscomet_q_a_to_r,woman,street,umbrella,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,no,yes,yes,woman|street,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000026430,Is the umbrella tied down?,no,A woman is walking down the street with an umbrella.,COCO_val2014_000000026430.jpg,-,vqa_textual_viscomet_q_a_to_r,woman,street,umbrella,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,no,yes,yes,woman|street,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000404785,What color are the walls?,white,A white bathroom with a toilet and sink.,COCO_val2014_000000404785.jpg,-,vqa_embeddings_viscomet_q_a_to_r,bathroom,toilet,sink,-,-,-,-,-,-,white bathroom,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000404785,What color are the walls?,white,A white bathroom with a toilet and sink.,COCO_val2014_000000404785.jpg,-,vqa_embeddings_viscomet_q_a_to_r,bathroom,toilet,sink,-,-,-,-,-,-,white bathroom,-,-,-,-,-,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000404785,What color are the walls?,white,A white bathroom with a toilet and sink.,COCO_val2014_000000404785.jpg,-,vqa_embeddings_viscomet_q_a_to_r,bathroom,toilet,sink,-,-,-,-,-,-,white bathroom,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000027371,Is this in someone's backyard?,no,A man is standing in the grass with a frisbee.,COCO_val2014_000000027371.jpg,-,vqa_textual_viscomet_q_a_to_r,man,grass,frisbee,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_no,no,yes,yes,man|grass|frisbee,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000027371,Is this in someone's backyard?,no,A man is standing in the grass with a frisbee.,COCO_val2014_000000027371.jpg,-,vqa_textual_viscomet_q_a_to_r,man,grass,frisbee,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,grass|frisbee,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000027371,Is this in someone's backyard?,no,A man is standing in the grass with a frisbee.,COCO_val2014_000000027371.jpg,-,vqa_textual_viscomet_q_a_to_r,man,grass,frisbee,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,man|grass|frisbee,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000498759,What is on the road?,skateboard,A man riding a skateboard down the side of a road.,COCO_val2014_000000498759.jpg,-,vqa_textual_viscomet_q_a_to_r,side,man,road,skateboard,-,-,-,-,-,-,-,-,-,-,riding skateboard,-,-,-,-,-,no,no,yes,w_yes,side,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000498759,What is on the road?,skateboard,A man riding a skateboard down the side of a road.,COCO_val2014_000000498759.jpg,-,vqa_textual_viscomet_q_a_to_r,side,man,road,skateboard,-,-,-,-,-,-,-,-,-,-,riding skateboard,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000498759,What is on the road?,skateboard,A man riding a skateboard down the side of a road.,COCO_val2014_000000498759.jpg,-,vqa_textual_viscomet_q_a_to_r,side,man,road,skateboard,-,-,-,-,-,-,-,-,-,-,riding skateboard,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000408863,Is this a freight train?,no,A train is traveling down the tracks near a forest.,COCO_val2014_000000408863.jpg,-,vqa_embeddings_viscomet_q_a_to_r,tracks,train,forest,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_no,w_no,yes,w_no,forest,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000408863,Is this a freight train?,no,A train is traveling down the tracks near a forest.,COCO_val2014_000000408863.jpg,-,vqa_embeddings_viscomet_q_a_to_r,tracks,train,forest,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,forest,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000408863,Is this a freight train?,no,A train is traveling down the tracks near a forest.,COCO_val2014_000000408863.jpg,-,vqa_embeddings_viscomet_q_a_to_r,tracks,train,forest,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,w_no,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000031106,Is something happening in the water?,no,A man is surfing on a wave in the ocean.,COCO_val2014_000000031106.jpg,-,vqa_textual_viscomet_q_a_to_r,wave,man,ocean,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,w_no,yes,w_no,wave,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000031106,Is something happening in the water?,no,A man is surfing on a wave in the ocean.,COCO_val2014_000000031106.jpg,-,vqa_textual_viscomet_q_a_to_r,wave,man,ocean,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,wave,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000031106,Is something happening in the water?,no,A man is surfing on a wave in the ocean.,COCO_val2014_000000031106.jpg,-,vqa_textual_viscomet_q_a_to_r,wave,man,ocean,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,no,yes,w_no,wave,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000501260,What device is on?,tv,"A living room with a couch, coffee table, and tv on it.",COCO_val2014_000000501260.jpg,-,vqa_textual_viscomet_q_a_to_r,table,tv,room,-,-,-,-,-,-,living room,"couch, coffee table",-,-,-,-,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000501260,What device is on?,tv,"A living room with a couch, coffee table, and tv on it.",COCO_val2014_000000501260.jpg,-,vqa_textual_viscomet_q_a_to_r,table,tv,room,-,-,-,-,-,-,living room,"couch, coffee table",-,-,-,-,-,-,-,-,-,no,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000501260,What device is on?,tv,"A living room with a couch, coffee table, and tv on it.",COCO_val2014_000000501260.jpg,-,vqa_textual_viscomet_q_a_to_r,table,tv,room,-,-,-,-,-,-,living room,"couch, coffee table",-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000409100,Does this shirt require a tie?,yes,A shirt with a tie on it is on a table.,COCO_val2014_000000409100.jpg,-,vqa_embeddings_viscomet_q_a_to_r,shirt,tie,table,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_no,no,yes,yes,table,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000409100,Does this shirt require a tie?,yes,A shirt with a tie on it is on a table.,COCO_val2014_000000409100.jpg,-,vqa_embeddings_viscomet_q_a_to_r,shirt,tie,table,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_no,no,yes,w_no,table,-,-,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000409100,Does this shirt require a tie?,yes,A shirt with a tie on it is on a table.,COCO_val2014_000000409100.jpg,-,vqa_embeddings_viscomet_q_a_to_r,shirt,tie,table,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000031980,What type of pizza is this?,cheese,A pizza with cheese and vegetables on it.,COCO_val2014_000000031980.jpg,-,vqa_textual_viscomet_q_a_to_r,cheese,vegetables,pizza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000031980,What type of pizza is this?,cheese,A pizza with cheese and vegetables on it.,COCO_val2014_000000031980.jpg,-,vqa_textual_viscomet_q_a_to_r,cheese,vegetables,pizza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000031980,What type of pizza is this?,cheese,A pizza with cheese and vegetables on it.,COCO_val2014_000000031980.jpg,-,vqa_textual_viscomet_q_a_to_r,cheese,vegetables,pizza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,w_yes,vegetables,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000037814,What is going to be cut?,paper,A cutting board with a piece of paper on it.,COCO_val2014_000000037814.jpg,-,vqa_textual_viscomet_q_a_to_r,board,paper,piece,-,-,-,-,-,-,cutting board,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000037814,What is going to be cut?,paper,A cutting board with a piece of paper on it.,COCO_val2014_000000037814.jpg,-,vqa_textual_viscomet_q_a_to_r,board,paper,piece,-,-,-,-,-,-,cutting board,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000037814,What is going to be cut?,paper,A cutting board with a piece of paper on it.,COCO_val2014_000000037814.jpg,-,vqa_textual_viscomet_q_a_to_r,board,paper,piece,-,-,-,-,-,-,cutting board,-,-,-,-,-,-,-,-,-,-,w_yes,w_yes,yes,yes,board,cutting board,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000412377,Are there two cats in the picture?,yes,Two cats are sitting on a couch together.,COCO_val2014_000000412377.jpg,-,vqa_embeddings_viscomet_q_a_to_r,couch,cats,-,-,-,-,-,-,-,two cats,-,-,-,-,-,-,-,-,-,-,yes,w_no,yes,no,couch,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000412377,Are there two cats in the picture?,yes,Two cats are sitting on a couch together.,COCO_val2014_000000412377.jpg,-,vqa_embeddings_viscomet_q_a_to_r,couch,cats,-,-,-,-,-,-,-,two cats,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000412377,Are there two cats in the picture?,yes,Two cats are sitting on a couch together.,COCO_val2014_000000412377.jpg,-,vqa_embeddings_viscomet_q_a_to_r,couch,cats,-,-,-,-,-,-,-,two cats,-,-,-,-,-,-,-,-,-,-,yes,w_no,yes,w_no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes
