Title,Description,Keywords,img_id,question,answer,rationale,img_fn,metadata_fn,model_name,NOUN1,NOUN2,NOUN3,NOUN4,NOUN5,NOUN6,NOUN7,NOUN8,NOUN9,NOUNPHRASE1,NOUNPHRASE2,NOUNPHRASE3,NOUNPHRASE4,NOUNPHRASE5,VERB1,VERB2,VERB3,VERB4,VERB5,VERB6
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000005540,What is the meat called?,prosciutto,A pizza with cheese and prosciutto on a plate.,COCO_val2014_000000005540.jpg,-,vqa_embeddings_viscomet_q_a_to_r,plate,prosciutto,cheese,pizza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000092051,Is the toilet open?,no,A toilet is shown with the lid up.,COCO_val2014_000000092051.jpg,-,vqa_textual_viscomet_q_a_to_r,toilet,lid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000006719,What color is the board?,yellow,A man in a yellow shirt is surfing on a wave.,COCO_val2014_000000006719.jpg,-,vqa_embeddings_viscomet_q_a_to_r,shirt,man,wave,-,-,-,-,-,-,yellow shirt,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000008010,Is everyone surfing?,no,A man is surfing on a wave in the ocean.,COCO_val2014_000000008010.jpg,-,vqa_embeddings_viscomet_q_a_to_r,wave,man,ocean,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000092679,What fruit piece is balanced on the fence?,orange,A man is holding an orange in his right hand.,COCO_val2014_000000092679.jpg,-,vqa_textual_viscomet_q_a_to_r,man,hand,orange,-,-,-,-,-,-,right hand,-,-,-,-,is holding orange,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000008211,Do the people know each other?,yes,Two people are playing frisbee on the beach.,COCO_val2014_000000008211.jpg,-,vqa_embeddings_viscomet_q_a_to_r,frisbee,beach,people,-,-,-,-,-,-,two people,-,-,-,-,are playing frisbee,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000093887,Is the Sheep alone?,yes,A sheep is standing in the grass near a fence.,COCO_val2014_000000093887.jpg,-,vqa_textual_viscomet_q_a_to_r,sheep,grass,fence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000015746,Is this outdoors?,yes,A man is standing in the grass with a frisbee.,COCO_val2014_000000015746.jpg,-,vqa_embeddings_viscomet_q_a_to_r,man,grass,frisbee,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000094538,Is there a zebra in the background?,yes,A zebra is standing in the grass near a tree.,COCO_val2014_000000094538.jpg,-,vqa_textual_viscomet_q_a_to_r,zebra,grass,tree,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000101913,What are the people watching?,train,People are watching a train on the tracks.,COCO_val2014_000000101913.jpg,-,vqa_textual_viscomet_q_a_to_r,tracks,train,people,-,-,-,-,-,-,-,-,-,-,-,are watching train,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000103496,Is the little girl in a high chair?,yes,A woman is sitting in a high chair eating a sandwich.,COCO_val2014_000000103496.jpg,-,vqa_textual_viscomet_q_a_to_r,woman,chair,sandwich,-,-,-,-,-,-,high chair,-,-,-,-,eating sandwich,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000456584,Is the train on a track?,yes,A train is on the tracks near a building.,COCO_val2014_000000456584.jpg,-,vqa_embeddings_viscomet_q_a_to_r,tracks,train,building,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000025748,What is the name of the boat?,blackbeard ii,A black and white photo of a boat in the water.,COCO_val2014_000000025748.jpg,-,vqa_embeddings_viscomet_q_a_to_r,boat,photo,water,-,-,-,-,-,-,black and white photo,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000104320,What kind of controller is this?,phone,A cell phone that is sitting on a table.,COCO_val2014_000000104320.jpg,-,vqa_textual_viscomet_q_a_to_r,table,phone,-,-,-,-,-,-,-,cell phone,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000026430,Is the umbrella tied down?,no,A woman is walking down the street with an umbrella.,COCO_val2014_000000026430.jpg,-,vqa_embeddings_viscomet_q_a_to_r,woman,street,umbrella,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000457693,What kinds of animals are these?,cows,A group of cows are standing in a field.,COCO_val2014_000000457693.jpg,-,vqa_embeddings_viscomet_q_a_to_r,field,cows,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000107105,What is the number on the motorcycle?,1,A man is riding a motorcycle with a woman on the back.,COCO_val2014_000000107105.jpg,-,vqa_textual_viscomet_q_a_to_r,motorcycle,man,woman,back,-,-,-,-,-,-,-,-,-,-,is riding motorcycle,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000458054,Where are the toilets?,outside,"A bathroom with a toilet, sink, and shower stall with the door open.",COCO_val2014_000000458054.jpg,-,vqa_embeddings_viscomet_q_a_to_r,bathroom,stall,toilet,sink,door,-,-,-,-,-,-,-,-,-,shower stall,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000107781,What game is this?,tennis,A tennis player is swinging his racket at a ball.,COCO_val2014_000000107781.jpg,-,vqa_textual_viscomet_q_a_to_r,ball,racket,player,-,-,-,-,-,-,tennis player,-,-,-,-,is swinging racket,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000459575,Is the polar bear going down a slide?,no,A polar bear is walking through the snow.,COCO_val2014_000000459575.jpg,-,vqa_embeddings_viscomet_q_a_to_r,snow,bear,-,-,-,-,-,-,-,polar bear,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000027371,Is this in someone's backyard?,no,A cat is sitting on a chair in the middle of a living room.,COCO_val2014_000000027371.jpg,-,vqa_embeddings_viscomet_q_a_to_r,middle,chair,cat,room,-,-,-,-,-,living room,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000459680,What is on the back of the girl's dress?,umbrella,A woman in a dress holding an umbrella.,COCO_val2014_000000459680.jpg,-,vqa_embeddings_viscomet_q_a_to_r,woman,dress,umbrella,-,-,-,-,-,-,-,-,-,-,-,holding umbrella,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000112269,What is this man eating?,sandwich,A man is eating a sandwich with a woman.,COCO_val2014_000000112269.jpg,-,vqa_textual_viscomet_q_a_to_r,man,sandwich,woman,-,-,-,-,-,-,-,-,-,-,-,is eating sandwich,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000031106,Is something happening in the water?,no,A man is surfing in the ocean on a wave.,COCO_val2014_000000031106.jpg,-,vqa_embeddings_viscomet_q_a_to_r,ocean,man,wave,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000115075,What color is this umbrella?,rainbow,A rainbow colored umbrella is sitting on the ground.,COCO_val2014_000000115075.jpg,-,vqa_textual_viscomet_q_a_to_r,ground,umbrella,-,-,-,-,-,-,-,rainbow colored umbrella,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000116589,Are these zebra faces?,no,A group of zebras are standing in a field.,COCO_val2014_000000116589.jpg,-,vqa_textual_viscomet_q_a_to_r,zebras,field,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000031980,What type of pizza is this?,cheese,A pizza with cheese and vegetables on it.,COCO_val2014_000000031980.jpg,-,vqa_embeddings_viscomet_q_a_to_r,cheese,vegetables,pizza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000460059,How many people?,2,Two people are playing a video game together.,COCO_val2014_000000460059.jpg,-,vqa_embeddings_viscomet_q_a_to_r,game,people,-,-,-,-,-,-,-,video game,two people,-,-,-,are playing game,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000037814,What is going to be cut?,paper,A cutting board with a piece of paper on it.,COCO_val2014_000000037814.jpg,-,vqa_embeddings_viscomet_q_a_to_r,board,paper,piece,-,-,-,-,-,-,cutting board,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000460183,Why is there a knife in the picture?,to cut cake,A cake with a knife and fork in it.,COCO_val2014_000000460183.jpg,-,vqa_embeddings_viscomet_q_a_to_r,cake,knife,fork,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000118906,What is the woman doing?,holding baby,A woman holding a baby while holding a remote.,COCO_val2014_000000118906.jpg,-,vqa_textual_viscomet_q_a_to_r,woman,baby,remote,-,-,-,-,-,-,-,-,-,-,-,holding remote,holding baby,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000460567,Why are the animals here?,water,A group of elephants are in the water.,COCO_val2014_000000460567.jpg,-,vqa_embeddings_viscomet_q_a_to_r,water,elephants,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000122839,Where is the lady with the white pants?,on sidewalk,A woman standing on a sidewalk with a white umbrella.,COCO_val2014_000000122839.jpg,-,vqa_textual_viscomet_q_a_to_r,woman,sidewalk,umbrella,-,-,-,-,-,-,white umbrella,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000461692,What color is the toilet seat?,white,A white toilet sitting next to a white bath tub.,COCO_val2014_000000461692.jpg,-,vqa_embeddings_viscomet_q_a_to_r,tub,toilet,-,-,-,-,-,-,-,white toilet,white bath tub,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000038892,What are the big object next to the girl?,stocking,A girl is holding a stocking up in her hand.,COCO_val2014_000000038892.jpg,-,vqa_embeddings_viscomet_q_a_to_r,girl,stocking,hand,-,-,-,-,-,-,-,-,-,-,-,is holding stocking,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000461774,What are the zebras standing on?,grass,A group of zebras standing in the grass.,COCO_val2014_000000461774.jpg,-,vqa_embeddings_viscomet_q_a_to_r,zebras,grass,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000464366,What is this sport?,baseball,A baseball player is swinging his bat at a pitch.,COCO_val2014_000000464366.jpg,-,vqa_embeddings_viscomet_q_a_to_r,pitch,player,bat,-,-,-,-,-,-,baseball player,-,-,-,-,is swinging bat,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000123580,How many strawberry's are in the bowl?,4,A bowl of fruit with four strawberries in it.,COCO_val2014_000000123580.jpg,-,vqa_textual_viscomet_q_a_to_r,bowl,strawberries,fruit,-,-,-,-,-,-,four strawberries,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000125886,What color is the wall?,white,A white toilet sitting next to a white sink.,COCO_val2014_000000125886.jpg,-,vqa_textual_viscomet_q_a_to_r,toilet,sink,-,-,-,-,-,-,-,white sink,white toilet,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000465591,What is on top of the toilet seat with lots of colors?,cat,A cat is sitting on top of a toilet seat.,COCO_val2014_000000465591.jpg,-,vqa_embeddings_viscomet_q_a_to_r,seat,cat,top,-,-,-,-,-,-,toilet seat,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000470780,Is there something inside the oven?,no,"A kitchen with a stove, refrigerator, and oven is shown.",COCO_val2014_000000470780.jpg,-,vqa_embeddings_viscomet_q_a_to_r,kitchen,oven,stove,refrigerator,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000473673,What is the giraffe standing behind?,trees,A giraffe standing in a field with trees in the background.,COCO_val2014_000000473673.jpg,-,vqa_embeddings_viscomet_q_a_to_r,field,giraffe,background,trees,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000474609,What is the silver and black appliance called?,stove,"A kitchen with a stove, refrigerator, and a microwave.",COCO_val2014_000000474609.jpg,-,vqa_embeddings_viscomet_q_a_to_r,kitchen,stove,microwave,refrigerator,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000135976,Is the computer on?,yes,A laptop computer is on a desk with a mouse.,COCO_val2014_000000135976.jpg,-,vqa_textual_viscomet_q_a_to_r,computer,mouse,desk,-,-,-,-,-,-,laptop computer,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000486491,Are all the guys in the same team?,yes,A group of men are playing soccer in the grass.,COCO_val2014_000000486491.jpg,-,vqa_embeddings_viscomet_q_a_to_r,soccer,grass,men,group,-,-,-,-,-,-,-,-,-,-,are playing soccer,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000139785,Is this a berry pie?,yes,A dessert is on a plate with a fork.,COCO_val2014_000000139785.jpg,-,vqa_textual_viscomet_q_a_to_r,dessert,plate,fork,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000039368,What is the number of the bus?,8601,A bus that is sitting in the street.,COCO_val2014_000000039368.jpg,-,vqa_embeddings_viscomet_q_a_to_r,bus,street,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000492506,Are there any other animals in the picture?,no,There are two zebras standing in the grass.,COCO_val2014_000000492506.jpg,-,vqa_embeddings_viscomet_q_a_to_r,zebras,grass,-,-,-,-,-,-,-,two zebras,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000041574,What is the color of the men's top?,black,A man in a black shirt is playing tennis.,COCO_val2014_000000041574.jpg,-,vqa_embeddings_viscomet_q_a_to_r,shirt,man,tennis,-,-,-,-,-,-,black shirt,-,-,-,-,is playing tennis,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000045478,Is the sky blue?,yes,A large airplane is flying in the sky.,COCO_val2014_000000045478.jpg,-,vqa_embeddings_viscomet_q_a_to_r,airplane,sky,-,-,-,-,-,-,-,large airplane,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000143458,What color is the man's tie?,green,A man in a green shirt and green tie.,COCO_val2014_000000143458.jpg,-,vqa_textual_viscomet_q_a_to_r,shirt,tie,man,-,-,-,-,-,-,green shirt,green tie,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000494439,What is the date in the photo?,22 6 2013,A clock tower in the middle of a city.,COCO_val2014_000000494439.jpg,-,vqa_embeddings_viscomet_q_a_to_r,middle,tower,city,-,-,-,-,-,-,clock tower,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000146120,Is the woman on the park bench alive?,yes,A woman is sitting on a park bench.,COCO_val2014_000000146120.jpg,-,vqa_textual_viscomet_q_a_to_r,bench,woman,-,-,-,-,-,-,-,park bench,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000047566,What is the man doing?,shearing sheep,A man shearing a sheep in a field.,COCO_val2014_000000047566.jpg,-,vqa_embeddings_viscomet_q_a_to_r,field,man,sheep,-,-,-,-,-,-,-,-,-,-,-,shearing sheep,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000495681,Where is the clock?,above window,A clock is shown above a window in a room.,COCO_val2014_000000495681.jpg,-,vqa_embeddings_viscomet_q_a_to_r,clock,room,window,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000048972,What time is it?,8:50,A clock that is on the side of a building.,COCO_val2014_000000048972.jpg,-,vqa_embeddings_viscomet_q_a_to_r,clock,building,side,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000496307,What is served on the plate?,pizza,A pizza is on a plate with a fork.,COCO_val2014_000000496307.jpg,-,vqa_embeddings_viscomet_q_a_to_r,plate,fork,pizza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000050443,What is on the left?,sink,"A bathroom with a sink, toilet, and mirror.",COCO_val2014_000000050443.jpg,-,vqa_embeddings_viscomet_q_a_to_r,bathroom,toilet,mirror,sink,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000054723,Is the man working on his computer?,yes,A man is sitting on a desk working on his laptop.,COCO_val2014_000000054723.jpg,-,vqa_embeddings_viscomet_q_a_to_r,man,desk,laptop,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000151832,What is on top of the toilet tank?,tissues,"A bathroom with a toilet, sink, and tissue dispenser.",COCO_val2014_000000151832.jpg,-,vqa_textual_viscomet_q_a_to_r,bathroom,dispenser,toilet,sink,-,-,-,-,-,tissue dispenser,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000057645,How many people are behind the woman?,3,Two women are playing a video game together.,COCO_val2014_000000057645.jpg,-,vqa_embeddings_viscomet_q_a_to_r,women,game,-,-,-,-,-,-,-,video game,two women,-,-,-,are playing game,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000497443,What is the cat doing?,staring,A cat is staring at the camera with a funny look on his face.,COCO_val2014_000000497443.jpg,-,vqa_embeddings_viscomet_q_a_to_r,look,camera,cat,face,-,-,-,-,-,funny look,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000153428,What is the fence made out of?,barbed wire,A man is standing on a skateboard near a barbed wire fence.,COCO_val2014_000000153428.jpg,-,vqa_textual_viscomet_q_a_to_r,man,skateboard,fence,-,-,-,-,-,-,barbed wire fence,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000059532,Are the lots numbered?,yes,A lot of people are sitting around a table eating.,COCO_val2014_000000059532.jpg,-,vqa_embeddings_viscomet_q_a_to_r,table,lot,people,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000498228,Are these birds captive?,no,Two birds are sitting on a tree branch.,COCO_val2014_000000498228.jpg,-,vqa_embeddings_viscomet_q_a_to_r,branch,birds,-,-,-,-,-,-,-,tree branch,two birds,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000156375,Is she wearing a coat?,yes,A woman wearing a coat and a tie.,COCO_val2014_000000156375.jpg,-,vqa_textual_viscomet_q_a_to_r,coat,tie,woman,-,-,-,-,-,-,-,-,-,-,-,wearing coat,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000498759,What is on the road?,skateboard,A man riding a skateboard on a road.,COCO_val2014_000000498759.jpg,-,vqa_embeddings_viscomet_q_a_to_r,man,road,skateboard,-,-,-,-,-,-,-,-,-,-,-,riding skateboard,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000156497,Is the lamp on or off?,on,"A living room with a couch, coffee table, and lamp on the wall.",COCO_val2014_000000156497.jpg,-,vqa_textual_viscomet_q_a_to_r,wall,table,lamp,room,-,-,-,-,-,living room,"couch, coffee table",-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000159402,Is the canoe on the train?,no,A man is standing on a boat in the water.,COCO_val2014_000000159402.jpg,-,vqa_textual_viscomet_q_a_to_r,man,boat,water,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
