Title,Description,Keywords,Input.sclid1,Input.sclmin1,Input.sclmax1,Input.pairs1,Input.n1,Input.sclid2,Input.sclmin2,Input.sclmax2,Input.pairs2,Input.n2,Input.sclid3,Input.sclmin3,Input.sclmax3,Input.pairs3,Input.n3,Answer.Answer.sclid1.1,Answer.Answer.sclid1.10,Answer.Answer.sclid1.11,Answer.Answer.sclid1.12,Answer.Answer.sclid1.13,Answer.Answer.sclid1.14,Answer.Answer.sclid1.15,Answer.Answer.sclid1.2,Answer.Answer.sclid1.3,Answer.Answer.sclid1.4,Answer.Answer.sclid1.5,Answer.Answer.sclid1.6,Answer.Answer.sclid1.7,Answer.Answer.sclid1.8,Answer.Answer.sclid1.9,Answer.Answer.sclid2.1,Answer.Answer.sclid2.10,Answer.Answer.sclid2.11,Answer.Answer.sclid2.12,Answer.Answer.sclid2.13,Answer.Answer.sclid2.14,Answer.Answer.sclid2.15,Answer.Answer.sclid2.16,Answer.Answer.sclid2.17,Answer.Answer.sclid2.18,Answer.Answer.sclid2.19,Answer.Answer.sclid2.2,Answer.Answer.sclid2.20,Answer.Answer.sclid2.21,Answer.Answer.sclid2.22,Answer.Answer.sclid2.23,Answer.Answer.sclid2.24,Answer.Answer.sclid2.25,Answer.Answer.sclid2.26,Answer.Answer.sclid2.27,Answer.Answer.sclid2.28,Answer.Answer.sclid2.3,Answer.Answer.sclid2.4,Answer.Answer.sclid2.5,Answer.Answer.sclid2.6,Answer.Answer.sclid2.7,Answer.Answer.sclid2.8,Answer.Answer.sclid2.9,Answer.Answer.sclid3.1,Answer.Answer.sclid3.2,Answer.Answer.sclid3.3,Approve,Reject
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",honest-dishonestXX,honest,dishonest,false XXX fraudulent ||| false XXX misleading ||| fraudulent XXX misleading ||| deceptive XXX false ||| deceptive XXX fraudulent ||| deceptive XXX misleading,6,big-littleXX,big,little,micro XXX smaller ||| micro XXX midget ||| micro XXX tiny ||| micro XXX small ||| micro XXX microscopic ||| micro XXX minuscule ||| micro XXX minute ||| smaller XXX tiny ||| midget XXX smaller ||| midget XXX tiny ||| midget XXX small ||| midget XXX minuscule ||| midget XXX minute ||| small XXX smaller ||| small XXX tiny ||| microscopic XXX smaller ||| microscopic XXX midget ||| microscopic XXX tiny ||| microscopic XXX small ||| microscopic XXX minuscule ||| microscopic XXX minute ||| minuscule XXX smaller ||| minuscule XXX tiny ||| minuscule XXX small ||| minuscule XXX minute ||| minute XXX smaller ||| minute XXX tiny ||| minute XXX small,28,large-largestXX,large,largest,large XXX larger ||| large XXX largest ||| larger XXX largest,3,false**LT**fraudulent,,,,,,,false**LT**misleading,fraudulent**GT**misleading,deceptive**GT**false,deceptive**EQ**fraudulent,deceptive**EQ**misleading,,,,micro**GT**smaller,midget**LT**tiny,midget**GT**small,midget**LT**minuscule,midget**GT**minute,small**LT**smaller,small**LT**tiny,microscopic**GT**smaller,microscopic**GT**midget,microscopic**GT**tiny,microscopic**GT**small,micro**GT**midget,microscopic**EQ**minuscule,microscopic**GT**minute,minuscule**GT**smaller,minuscule**GT**tiny,minuscule**GT**small,minuscule**GT**minute,minute**EQ**smaller,minute**EQ**tiny,minute**EQ**small,micro**GT**tiny,micro**GT**small,micro**EQ**microscopic,micro**EQ**minuscule,micro**GT**minute,smaller**LT**tiny,midget**GT**smaller,large**LT**larger,large**LT**largest,larger**LT**largest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXstrange-familiar,familiar,strange,funny XXX unusual ||| funny XXX strange ||| funny XXX weird ||| unusual XXX weird ||| strange XXX unusual ||| strange XXX weird ||| eerie XXX funny ||| eerie XXX unusual ||| eerie XXX strange ||| eerie XXX weird,10,XXtasty-tasteless,tasteless,tasty,spicy XXX zesty ||| flavorful XXX zesty ||| flavorful XXX spicy ||| flavorful XXX hot ||| hot XXX zesty ||| hot XXX spicy,6,long-longestXX,long,longest,long XXX longer ||| long XXX longest ||| longer XXX longest,3,funny**LT**unusual,eerie**GT**weird,,,,,,funny**LT**strange,funny**LT**weird,unusual**LT**weird,strange**GT**unusual,strange**GT**weird,eerie**GT**funny,eerie**GT**unusual,eerie**GT**strange,spicy**GT**zesty,,,,,,,,,,,flavorful**LT**zesty,,,,,,,,,,flavorful**LT**spicy,flavorful**LT**hot,hot**LT**zesty,hot**EQ**spicy,,,,long**LT**longer,long**LT**longest,longer**LT**longest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXstrange-familiar,familiar,strange,funny XXX unusual ||| funny XXX strange ||| funny XXX weird ||| unusual XXX weird ||| strange XXX unusual ||| strange XXX weird ||| eerie XXX funny ||| eerie XXX unusual ||| eerie XXX strange ||| eerie XXX weird,10,XXtasty-tasteless,tasteless,tasty,spicy XXX zesty ||| flavorful XXX zesty ||| flavorful XXX spicy ||| flavorful XXX hot ||| hot XXX zesty ||| hot XXX spicy,6,long-longestXX,long,longest,long XXX longer ||| long XXX longest ||| longer XXX longest,3,funny**LT**unusual,eerie**EQ**weird,,,,,,funny**LT**strange,funny**LT**weird,unusual**EQ**weird,strange**EQ**unusual,strange**EQ**weird,eerie**GT**funny,eerie**EQ**unusual,eerie**EQ**strange,spicy**LT**zesty,,,,,,,,,,,flavorful**GT**zesty,,,,,,,,,,flavorful**LT**spicy,flavorful**GT**hot,hot**LT**zesty,hot**LT**spicy,,,,long**LT**longer,long**LT**longest,longer**LT**longest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXstrange-familiar,familiar,strange,funny XXX unusual ||| funny XXX strange ||| funny XXX weird ||| unusual XXX weird ||| strange XXX unusual ||| strange XXX weird ||| eerie XXX funny ||| eerie XXX unusual ||| eerie XXX strange ||| eerie XXX weird,10,XXtasty-tasteless,tasteless,tasty,spicy XXX zesty ||| flavorful XXX zesty ||| flavorful XXX spicy ||| flavorful XXX hot ||| hot XXX zesty ||| hot XXX spicy,6,long-longestXX,long,longest,long XXX longer ||| long XXX longest ||| longer XXX longest,3,funny**EQ**unusual,eerie**GT**weird,,,,,,funny**LT**strange,funny**EQ**weird,unusual**EQ**weird,strange**EQ**unusual,strange**EQ**weird,eerie**GT**funny,eerie**GT**unusual,eerie**EQ**strange,spicy**EQ**zesty,,,,,,,,,,,flavorful**EQ**zesty,,,,,,,,,,flavorful**LT**spicy,flavorful**LT**hot,hot**GT**zesty,hot**EQ**spicy,,,,long**LT**longer,long**LT**longest,longer**LT**longest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXstrange-familiar,familiar,strange,funny XXX unusual ||| funny XXX strange ||| funny XXX weird ||| unusual XXX weird ||| strange XXX unusual ||| strange XXX weird ||| eerie XXX funny ||| eerie XXX unusual ||| eerie XXX strange ||| eerie XXX weird,10,XXtasty-tasteless,tasteless,tasty,spicy XXX zesty ||| flavorful XXX zesty ||| flavorful XXX spicy ||| flavorful XXX hot ||| hot XXX zesty ||| hot XXX spicy,6,long-longestXX,long,longest,long XXX longer ||| long XXX longest ||| longer XXX longest,3,funny**EQ**unusual,eerie**GT**weird,,,,,,funny**EQ**strange,funny**EQ**weird,unusual**EQ**weird,strange**LT**unusual,strange**GT**weird,eerie**GT**funny,eerie**GT**unusual,eerie**GT**strange,spicy**LT**zesty,,,,,,,,,,,flavorful**LT**zesty,,,,,,,,,,flavorful**LT**spicy,flavorful**GT**hot,hot**LT**zesty,hot**LT**spicy,,,,long**LT**longer,long**LT**longest,longer**LT**longest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXstrange-familiar,familiar,strange,funny XXX unusual ||| funny XXX strange ||| funny XXX weird ||| unusual XXX weird ||| strange XXX unusual ||| strange XXX weird ||| eerie XXX funny ||| eerie XXX unusual ||| eerie XXX strange ||| eerie XXX weird,10,XXtasty-tasteless,tasteless,tasty,spicy XXX zesty ||| flavorful XXX zesty ||| flavorful XXX spicy ||| flavorful XXX hot ||| hot XXX zesty ||| hot XXX spicy,6,long-longestXX,long,longest,long XXX longer ||| long XXX longest ||| longer XXX longest,3,funny**GT**unusual,eerie**EQ**weird,,,,,,funny**LT**strange,funny**LT**weird,unusual**LT**weird,strange**LT**unusual,strange**EQ**weird,eerie**GT**funny,eerie**GT**unusual,eerie**GT**strange,spicy**GT**zesty,,,,,,,,,,,flavorful**LT**zesty,,,,,,,,,,flavorful**LT**spicy,flavorful**GT**hot,hot**LT**zesty,hot**LT**spicy,,,,long**LT**longer,long**LT**longest,longer**LT**longest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXsugary-nonsweet,nonsweet,sugary,sweet XXX syrupy ||| sugary XXX sweet ||| sugary XXX syrupy,3,safe-dangerousXX,safe,dangerous,risky XXX unreliable ||| risky XXX suicidal ||| suicidal XXX unreliable ||| dangerous XXX unreliable ||| dangerous XXX risky ||| dangerous XXX suicidal,6,dense-densestXX,dense,densest,dense XXX denser ||| dense XXX densest ||| denser XXX densest,3,sweet**LT**syrupy,,,,,,,sugary**GT**sweet,sugary**LT**syrupy,,,,,,,risky**GT**unreliable,,,,,,,,,,,risky**LT**suicidal,,,,,,,,,,suicidal**GT**unreliable,dangerous**GT**unreliable,dangerous**GT**risky,dangerous**LT**suicidal,,,,dense**LT**denser,dense**LT**densest,denser**LT**densest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXsugary-nonsweet,nonsweet,sugary,sweet XXX syrupy ||| sugary XXX sweet ||| sugary XXX syrupy,3,safe-dangerousXX,safe,dangerous,risky XXX unreliable ||| risky XXX suicidal ||| suicidal XXX unreliable ||| dangerous XXX unreliable ||| dangerous XXX risky ||| dangerous XXX suicidal,6,dense-densestXX,dense,densest,dense XXX denser ||| dense XXX densest ||| denser XXX densest,3,sweet**LT**syrupy,,,,,,,sugary**GT**sweet,sugary**LT**syrupy,,,,,,,risky**GT**unreliable,,,,,,,,,,,risky**LT**suicidal,,,,,,,,,,suicidal**GT**unreliable,dangerous**GT**unreliable,dangerous**GT**risky,dangerous**LT**suicidal,,,,dense**LT**denser,dense**LT**densest,denser**LT**densest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXsugary-nonsweet,nonsweet,sugary,sweet XXX syrupy ||| sugary XXX sweet ||| sugary XXX syrupy,3,safe-dangerousXX,safe,dangerous,risky XXX unreliable ||| risky XXX suicidal ||| suicidal XXX unreliable ||| dangerous XXX unreliable ||| dangerous XXX risky ||| dangerous XXX suicidal,6,dense-densestXX,dense,densest,dense XXX denser ||| dense XXX densest ||| denser XXX densest,3,sweet**LT**syrupy,,,,,,,sugary**GT**sweet,sugary**LT**syrupy,,,,,,,risky**GT**unreliable,,,,,,,,,,,risky**LT**suicidal,,,,,,,,,,suicidal**GT**unreliable,dangerous**GT**unreliable,dangerous**GT**risky,dangerous**LT**suicidal,,,,dense**LT**denser,dense**LT**densest,denser**LT**densest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXsugary-nonsweet,nonsweet,sugary,sweet XXX syrupy ||| sugary XXX sweet ||| sugary XXX syrupy,3,safe-dangerousXX,safe,dangerous,risky XXX unreliable ||| risky XXX suicidal ||| suicidal XXX unreliable ||| dangerous XXX unreliable ||| dangerous XXX risky ||| dangerous XXX suicidal,6,dense-densestXX,dense,densest,dense XXX denser ||| dense XXX densest ||| denser XXX densest,3,sweet**LT**syrupy,,,,,,,sugary**GT**sweet,sugary**LT**syrupy,,,,,,,risky**LT**unreliable,,,,,,,,,,,risky**LT**suicidal,,,,,,,,,,suicidal**GT**unreliable,dangerous**GT**unreliable,dangerous**GT**risky,dangerous**LT**suicidal,,,,dense**LT**denser,dense**LT**densest,denser**LT**densest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXsugary-nonsweet,nonsweet,sugary,sweet XXX syrupy ||| sugary XXX sweet ||| sugary XXX syrupy,3,safe-dangerousXX,safe,dangerous,risky XXX unreliable ||| risky XXX suicidal ||| suicidal XXX unreliable ||| dangerous XXX unreliable ||| dangerous XXX risky ||| dangerous XXX suicidal,6,dense-densestXX,dense,densest,dense XXX denser ||| dense XXX densest ||| denser XXX densest,3,sweet**LT**syrupy,,,,,,,sugary**EQ**sweet,sugary**LT**syrupy,,,,,,,risky**EQ**unreliable,,,,,,,,,,,risky**LT**suicidal,,,,,,,,,,suicidal**GT**unreliable,dangerous**GT**unreliable,dangerous**GT**risky,dangerous**EQ**suicidal,,,,dense**LT**denser,dense**LT**densest,denser**LT**densest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",hopeful-hopelessXX,hopeful,hopeless,bleak XXX desperate ||| bleak XXX hopeless ||| desperate XXX hopeless,3,distant-closeXX,distant,close,close XXX near ||| close XXX intimate ||| intimate XXX near,3,deep-deepestXX,deep,deepest,deep XXX deeper ||| deep XXX deepest ||| deeper XXX deepest,3,bleak**LT**desperate,,,,,,,bleak**LT**hopeless,desperate**GT**hopeless,,,,,,,close**EQ**near,,,,,,,,,,,close**LT**intimate,,,,,,,,,,intimate**GT**near,,,,,,,deep**LT**deeper,deep**LT**deepest,deeper**LT**deepest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",hopeful-hopelessXX,hopeful,hopeless,bleak XXX desperate ||| bleak XXX hopeless ||| desperate XXX hopeless,3,distant-closeXX,distant,close,close XXX near ||| close XXX intimate ||| intimate XXX near,3,deep-deepestXX,deep,deepest,deep XXX deeper ||| deep XXX deepest ||| deeper XXX deepest,3,bleak**LT**desperate,,,,,,,bleak**LT**hopeless,desperate**EQ**hopeless,,,,,,,close**EQ**near,,,,,,,,,,,close**LT**intimate,,,,,,,,,,intimate**GT**near,,,,,,,deep**LT**deeper,deep**LT**deepest,deeper**LT**deepest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",hopeful-hopelessXX,hopeful,hopeless,bleak XXX desperate ||| bleak XXX hopeless ||| desperate XXX hopeless,3,distant-closeXX,distant,close,close XXX near ||| close XXX intimate ||| intimate XXX near,3,deep-deepestXX,deep,deepest,deep XXX deeper ||| deep XXX deepest ||| deeper XXX deepest,3,bleak**LT**desperate,,,,,,,bleak**GT**hopeless,desperate**GT**hopeless,,,,,,,close**EQ**near,,,,,,,,,,,close**LT**intimate,,,,,,,,,,intimate**GT**near,,,,,,,deep**LT**deeper,deep**LT**deepest,deeper**GT**deepest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",hopeful-hopelessXX,hopeful,hopeless,bleak XXX desperate ||| bleak XXX hopeless ||| desperate XXX hopeless,3,distant-closeXX,distant,close,close XXX near ||| close XXX intimate ||| intimate XXX near,3,deep-deepestXX,deep,deepest,deep XXX deeper ||| deep XXX deepest ||| deeper XXX deepest,3,bleak**GT**desperate,,,,,,,bleak**EQ**hopeless,desperate**EQ**hopeless,,,,,,,close**EQ**near,,,,,,,,,,,close**LT**intimate,,,,,,,,,,intimate**GT**near,,,,,,,deep**LT**deeper,deep**LT**deepest,deeper**LT**deepest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",hopeful-hopelessXX,hopeful,hopeless,bleak XXX desperate ||| bleak XXX hopeless ||| desperate XXX hopeless,3,distant-closeXX,distant,close,close XXX near ||| close XXX intimate ||| intimate XXX near,3,deep-deepestXX,deep,deepest,deep XXX deeper ||| deep XXX deepest ||| deeper XXX deepest,3,bleak**LT**desperate,,,,,,,bleak**LT**hopeless,desperate**LT**hopeless,,,,,,,close**GT**near,,,,,,,,,,,close**LT**intimate,,,,,,,,,,intimate**GT**near,,,,,,,deep**LT**deeper,deep**LT**deepest,deeper**LT**deepest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",hot-cold2XX,hot,cold2,frozen XXX icy ||| cold XXX frozen ||| cold XXX icy ||| cold XXX frigid ||| cold XXX cool ||| frigid XXX frozen ||| frigid XXX icy ||| cool XXX frozen ||| cool XXX icy ||| cool XXX frigid,10,friendly-unfriendlyXX,friendly,unfriendly,chilly XXX unfriendly ||| chilly XXX hostile ||| chilly XXX cool ||| hostile XXX unfriendly ||| cool XXX unfriendly ||| cool XXX hostile,6,dry-driestXX,dry,driest,drier XXX driest ||| drier XXX dry ||| driest XXX dry,3,frozen**GT**icy,cool**LT**frigid,,,,,,cold**LT**frozen,cold**LT**icy,cold**LT**frigid,cold**GT**cool,frigid**GT**frozen,frigid**GT**icy,cool**LT**frozen,cool**LT**icy,chilly**GT**unfriendly,,,,,,,,,,,chilly**LT**hostile,,,,,,,,,,chilly**GT**cool,hostile**GT**unfriendly,cool**LT**unfriendly,cool**LT**hostile,,,,drier**LT**driest,drier**GT**dry,driest**GT**dry,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",hot-cold2XX,hot,cold2,frozen XXX icy ||| cold XXX frozen ||| cold XXX icy ||| cold XXX frigid ||| cold XXX cool ||| frigid XXX frozen ||| frigid XXX icy ||| cool XXX frozen ||| cool XXX icy ||| cool XXX frigid,10,friendly-unfriendlyXX,friendly,unfriendly,chilly XXX unfriendly ||| chilly XXX hostile ||| chilly XXX cool ||| hostile XXX unfriendly ||| cool XXX unfriendly ||| cool XXX hostile,6,dry-driestXX,dry,driest,drier XXX driest ||| drier XXX dry ||| driest XXX dry,3,frozen**GT**icy,cool**LT**frigid,,,,,,cold**LT**frozen,cold**LT**icy,cold**LT**frigid,cold**GT**cool,frigid**EQ**frozen,frigid**GT**icy,cool**LT**frozen,cool**LT**icy,chilly**LT**unfriendly,,,,,,,,,,,chilly**LT**hostile,,,,,,,,,,chilly**GT**cool,hostile**GT**unfriendly,cool**LT**unfriendly,cool**LT**hostile,,,,drier**LT**driest,drier**GT**dry,driest**GT**dry,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",hot-cold2XX,hot,cold2,frozen XXX icy ||| cold XXX frozen ||| cold XXX icy ||| cold XXX frigid ||| cold XXX cool ||| frigid XXX frozen ||| frigid XXX icy ||| cool XXX frozen ||| cool XXX icy ||| cool XXX frigid,10,friendly-unfriendlyXX,friendly,unfriendly,chilly XXX unfriendly ||| chilly XXX hostile ||| chilly XXX cool ||| hostile XXX unfriendly ||| cool XXX unfriendly ||| cool XXX hostile,6,dry-driestXX,dry,driest,drier XXX driest ||| drier XXX dry ||| driest XXX dry,3,frozen**GT**icy,cool**LT**frigid,,,,,,cold**LT**frozen,cold**LT**icy,cold**LT**frigid,cold**GT**cool,frigid**EQ**frozen,frigid**GT**icy,cool**LT**frozen,cool**LT**icy,chilly**EQ**unfriendly,,,,,,,,,,,chilly**LT**hostile,,,,,,,,,,chilly**GT**cool,hostile**GT**unfriendly,cool**LT**unfriendly,cool**LT**hostile,,,,drier**GT**driest,drier**LT**dry,driest**LT**dry,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",hot-cold2XX,hot,cold2,frozen XXX icy ||| cold XXX frozen ||| cold XXX icy ||| cold XXX frigid ||| cold XXX cool ||| frigid XXX frozen ||| frigid XXX icy ||| cool XXX frozen ||| cool XXX icy ||| cool XXX frigid,10,friendly-unfriendlyXX,friendly,unfriendly,chilly XXX unfriendly ||| chilly XXX hostile ||| chilly XXX cool ||| hostile XXX unfriendly ||| cool XXX unfriendly ||| cool XXX hostile,6,dry-driestXX,dry,driest,drier XXX driest ||| drier XXX dry ||| driest XXX dry,3,frozen**GT**icy,cool**LT**frigid,,,,,,cold**LT**frozen,cold**LT**icy,cold**LT**frigid,cold**GT**cool,frigid**LT**frozen,frigid**GT**icy,cool**LT**frozen,cool**LT**icy,chilly**LT**unfriendly,,,,,,,,,,,chilly**LT**hostile,,,,,,,,,,chilly**GT**cool,hostile**GT**unfriendly,cool**LT**unfriendly,cool**LT**hostile,,,,drier**LT**driest,drier**GT**dry,driest**GT**dry,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",hot-cold2XX,hot,cold2,frozen XXX icy ||| cold XXX frozen ||| cold XXX icy ||| cold XXX frigid ||| cold XXX cool ||| frigid XXX frozen ||| frigid XXX icy ||| cool XXX frozen ||| cool XXX icy ||| cool XXX frigid,10,friendly-unfriendlyXX,friendly,unfriendly,chilly XXX unfriendly ||| chilly XXX hostile ||| chilly XXX cool ||| hostile XXX unfriendly ||| cool XXX unfriendly ||| cool XXX hostile,6,dry-driestXX,dry,driest,drier XXX driest ||| drier XXX dry ||| driest XXX dry,3,frozen**EQ**icy,cool**LT**frigid,,,,,,cold**LT**frozen,cold**LT**icy,cold**LT**frigid,cold**GT**cool,frigid**EQ**frozen,frigid**LT**icy,cool**LT**frozen,cool**LT**icy,chilly**LT**unfriendly,,,,,,,,,,,chilly**LT**hostile,,,,,,,,,,chilly**GT**cool,hostile**EQ**unfriendly,cool**LT**unfriendly,cool**LT**hostile,,,,drier**LT**driest,drier**GT**dry,driest**GT**dry,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXsatisfactory-unsatisfactory,unsatisfactory,satisfactory,alright XXX right ||| alright XXX okay ||| acceptable XXX alright ||| acceptable XXX right ||| acceptable XXX okay ||| okay XXX right,6,XXavailable-unavailable,unavailable,available,available XXX visible ||| accessible XXX available ||| accessible XXX visible,3,fast-fastestXX,fast,fastest,fast XXX faster ||| fast XXX fastest ||| faster XXX fastest,3,alright**LT**right,,,,,,,alright**EQ**okay,acceptable**EQ**alright,acceptable**LT**right,acceptable**GT**okay,okay**LT**right,,,,available**GT**visible,,,,,,,,,,,accessible**LT**available,,,,,,,,,,accessible**GT**visible,,,,,,,fast**LT**faster,fast**LT**fastest,faster**LT**fastest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXsatisfactory-unsatisfactory,unsatisfactory,satisfactory,alright XXX right ||| alright XXX okay ||| acceptable XXX alright ||| acceptable XXX right ||| acceptable XXX okay ||| okay XXX right,6,XXavailable-unavailable,unavailable,available,available XXX visible ||| accessible XXX available ||| accessible XXX visible,3,fast-fastestXX,fast,fastest,fast XXX faster ||| fast XXX fastest ||| faster XXX fastest,3,alright**EQ**right,,,,,,,alright**EQ**okay,acceptable**EQ**alright,acceptable**EQ**right,acceptable**EQ**okay,okay**EQ**right,,,,available**EQ**visible,,,,,,,,,,,accessible**EQ**available,,,,,,,,,,accessible**EQ**visible,,,,,,,fast**LT**faster,fast**LT**fastest,faster**LT**fastest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXsatisfactory-unsatisfactory,unsatisfactory,satisfactory,alright XXX right ||| alright XXX okay ||| acceptable XXX alright ||| acceptable XXX right ||| acceptable XXX okay ||| okay XXX right,6,XXavailable-unavailable,unavailable,available,available XXX visible ||| accessible XXX available ||| accessible XXX visible,3,fast-fastestXX,fast,fastest,fast XXX faster ||| fast XXX fastest ||| faster XXX fastest,3,alright**EQ**right,,,,,,,alright**EQ**okay,acceptable**GT**alright,acceptable**LT**right,acceptable**GT**okay,okay**LT**right,,,,available**LT**visible,,,,,,,,,,,accessible**GT**available,,,,,,,,,,accessible**LT**visible,,,,,,,fast**LT**faster,fast**LT**fastest,faster**LT**fastest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXsatisfactory-unsatisfactory,unsatisfactory,satisfactory,alright XXX right ||| alright XXX okay ||| acceptable XXX alright ||| acceptable XXX right ||| acceptable XXX okay ||| okay XXX right,6,XXavailable-unavailable,unavailable,available,available XXX visible ||| accessible XXX available ||| accessible XXX visible,3,fast-fastestXX,fast,fastest,fast XXX faster ||| fast XXX fastest ||| faster XXX fastest,3,alright**LT**right,,,,,,,alright**GT**okay,acceptable**LT**alright,acceptable**LT**right,acceptable**EQ**okay,okay**LT**right,,,,available**EQ**visible,,,,,,,,,,,accessible**GT**available,,,,,,,,,,accessible**EQ**visible,,,,,,,fast**LT**faster,fast**LT**fastest,faster**LT**fastest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXsatisfactory-unsatisfactory,unsatisfactory,satisfactory,alright XXX right ||| alright XXX okay ||| acceptable XXX alright ||| acceptable XXX right ||| acceptable XXX okay ||| okay XXX right,6,XXavailable-unavailable,unavailable,available,available XXX visible ||| accessible XXX available ||| accessible XXX visible,3,fast-fastestXX,fast,fastest,fast XXX faster ||| fast XXX fastest ||| faster XXX fastest,3,alright**GT**right,,,,,,,alright**EQ**okay,acceptable**EQ**alright,acceptable**LT**right,acceptable**GT**okay,okay**LT**right,,,,available**LT**visible,,,,,,,,,,,accessible**EQ**available,,,,,,,,,,accessible**GT**visible,,,,,,,fast**LT**faster,fast**LT**fastest,faster**LT**fastest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXgeneral-specific,specific,general,broad XXX widespread ||| broad XXX universal ||| broad XXX general ||| universal XXX widespread ||| general XXX widespread ||| general XXX universal,6,clean-dirtyXX,clean,dirty,obscene XXX profane ||| indecent XXX obscene ||| indecent XXX profane,3,happy-happiestXX,happy,happiest,happier XXX happiest ||| happier XXX happy ||| happiest XXX happy,3,broad**LT**widespread,,,,,,,broad**LT**universal,broad**GT**general,universal**GT**widespread,general**LT**widespread,general**LT**universal,,,,obscene**EQ**profane,,,,,,,,,,,indecent**LT**obscene,,,,,,,,,,indecent**LT**profane,,,,,,,happier**LT**happiest,happier**GT**happy,happiest**GT**happy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXgeneral-specific,specific,general,broad XXX widespread ||| broad XXX universal ||| broad XXX general ||| universal XXX widespread ||| general XXX widespread ||| general XXX universal,6,clean-dirtyXX,clean,dirty,obscene XXX profane ||| indecent XXX obscene ||| indecent XXX profane,3,happy-happiestXX,happy,happiest,happier XXX happiest ||| happier XXX happy ||| happiest XXX happy,3,broad**LT**widespread,,,,,,,broad**GT**universal,broad**GT**general,universal**LT**widespread,general**LT**widespread,general**LT**universal,,,,obscene**GT**profane,,,,,,,,,,,indecent**LT**obscene,,,,,,,,,,indecent**GT**profane,,,,,,,happier**LT**happiest,happier**GT**happy,happiest**GT**happy,,
