Title,Description,Keywords,blob
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gigaword_2110_3.0_UNK:::Alumni collected 9,000 signatures on a petition demanding <b><u>the  team's</u></b> return.:::Alumni collected 9,000 signatures on a petition demanding <b><u>the american team's</u></b> return.:::american:::team:::nn-tier=topK jj-tier=topK:::Alumni collected 9,000 signatures on a petition demanding the american team's return.###imagecaptions_2655_3.0_UNK:::An older man is standing outside in front of <b><u>a  truck</u></b>.:::An older man is standing outside in front of <b><u>a green truck</u></b>.:::green:::truck:::nn-tier=topK jj-tier=topK:::An older man is standing outside in front of a green truck.###gutenberg_1107_5.0_YES:::Not only was its body wounded, <b><u>its  soul was</u></b> crushed.:::Not only was its body wounded, <b><u>its human soul was</u></b> crushed.:::human:::soul:::nn-tier=topK jj-tier=topK:::Not only was its body wounded, its human soul was crushed.###imagecaptions_318_3.0_UNK:::A girl is standing outdoors with <b><u>her  hair blowing</u></b> everywhere.:::A girl is standing outdoors with <b><u>her red hair blowing</u></b> everywhere.:::red:::hair:::nn-tier=topK jj-tier=topK:::A girl is standing outdoors with her red hair blowing everywhere.###imagecaptions_2161_3.0_UNK:::The horse and rider jump <b><u>a  fence</u></b>.:::The horse and rider jump <b><u>a white fence</u></b>.:::white:::fence:::nn-tier=topK jj-tier=topK:::The horse and rider jump a white fence.###gutenberg_1984_4.0_YES:::Being aFrenchprivate meant being <b><u>any  kind of</u></b> aFrenchman.:::Being aFrenchprivate meant being <b><u>any particular kind of</u></b> aFrenchman.:::particular:::kind:::nn-tier=topK jj-tier=topK:::Being aFrenchprivate meant being any particular kind of aFrenchman.###control_imagecaptions_1188_3:::A black dog retrieves <b><u>a bird</u></b>.:::A black dog retrieves <b><u>a white bird</u></b>.:::white:::bird:::JJ NN:::A black dog retrieves <b><u>a white bird</u></b>.###gutenberg_830_3.0_UNK:::Donflushed angrily and turned to the coachman, a brutal <b><u>looking  fellow</u></b>.:::Donflushed angrily and turned to the coachman, a brutal <b><u>looking big fellow</u></b>.:::big:::fellow:::nn-tier=topK jj-tier=topK:::Donflushed angrily and turned to the coachman, a brutal looking big fellow.###argumentation_2651_5.0_YES:::If the person in charge or fronting for the`` study'' is a known left winger then most normal folks can figure out what <b><u>her  agenda is</u></b> without trying to wade through the drivel.:::If the person in charge or fronting for the`` study'' is a known left winger then most normal folks can figure out what <b><u>her own agenda is</u></b> without trying to wade through the drivel.:::own:::agenda:::nn-tier=topK jj-tier=topK:::If the person in charge or fronting for the`` study'' is a known left winger then most normal folks can figure out what her own agenda is without trying to wade through the drivel.###imagecaptions_722_3.0_UNK:::The boy is wearing <b><u>a  hat and</u></b> holding sandals.:::The boy is wearing <b><u>a yellow hat and</u></b> holding sandals.:::yellow:::hat:::nn-tier=topK jj-tier=topK:::The boy is wearing a yellow hat and holding sandals."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gutenberg_2864_4.0_YES:::Towards noon on SaturdayJeannereceived <b><u>a  note fromSignora</u></b> Albacina.:::Towards noon on SaturdayJeannereceived <b><u>a new note fromSignora</u></b> Albacina.:::new:::note:::nn-tier=topK jj-tier=topK:::Towards noon on SaturdayJeannereceived a new note fromSignora Albacina.###gigaword_799_3.0_UNK:::Some went for the history <b><u>and  culture</u></b>.:::Some went for the history <b><u>and political culture</u></b>.:::political:::culture:::nn-tier=topK jj-tier=topK:::Some went for the history and political culture.###control_imagecaptions_1188_3:::A black dog retrieves <b><u>a bird</u></b>.:::A black dog retrieves <b><u>a white bird</u></b>.:::white:::bird:::JJ NN:::A black dog retrieves <b><u>a white bird</u></b>.###gutenberg_2076_3.0_UNK:::Those friends who knew, laughed to scorn <b><u>the  idea thatMargueriteSt</u></b>.:::Those friends who knew, laughed to scorn <b><u>the bright idea thatMargueriteSt</u></b>.:::bright:::idea:::nn-tier=topK jj-tier=topK:::Those friends who knew, laughed to scorn the bright idea thatMargueriteSt.###gutenberg_2198_3.0_UNK:::The captain shook <b><u>his  head</u></b>.:::The captain shook <b><u>his beautiful head</u></b>.:::beautiful:::head:::nn-tier=topK jj-tier=topK:::The captain shook his beautiful head.###argumentation_909_3.0_UNK:::The fed had basically <b><u>lost  control</u></b>.:::The fed had basically <b><u>lost british control</u></b>.:::british:::control:::nn-tier=topK jj-tier=topK:::The fed had basically lost british control.###argumentation_2383_3.0_UNK:::I ran across this article this morning and it tells <b><u>the  story well</u></b>.:::I ran across this article this morning and it tells <b><u>the first story well</u></b>.:::first:::story:::nn-tier=topK jj-tier=topK:::I ran across this article this morning and it tells the first story well.###gutenberg_892_2.0_NO:::Could anything surpass <b><u>the  beauty of</u></b> that sentence.:::Could anything surpass <b><u>the little beauty of</u></b> that sentence.:::little:::beauty:::nn-tier=topK jj-tier=topK:::Could anything surpass the little beauty of that sentence.###imagecaptions_2149_3.0_UNK:::A hotel room with a flat panel on <b><u>the  wall and</u></b> a wet bar.:::A hotel room with a flat panel on <b><u>the concrete wall and</u></b> a wet bar.:::concrete:::wall:::nn-tier=topK jj-tier=topK:::A hotel room with a flat panel on the concrete wall and a wet bar.###gigaword_2405_3.0_UNK:::An extremely poor one can reveal a flaw that impacts <b><u>a  player's</u></b> status.:::An extremely poor one can reveal a flaw that impacts <b><u>a valuable player's</u></b> status.:::valuable:::player:::nn-tier=topK jj-tier=topK:::An extremely poor one can reveal a flaw that impacts a valuable player's status."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gigaword_927_5.0_YES:::<b><u>The  crowd roared</u></b>:'' Slobo Saddam,'' referring to the Iraqi strongman.:::<b><u>The enthusiastic crowd roared</u></b>:'' Slobo Saddam,'' referring to the Iraqi strongman.:::enthusiastic:::crowd:::nn-tier=topK jj-tier=topK:::The enthusiastic crowd roared:'' Slobo Saddam,'' referring to the Iraqi strongman.###control_imagecaptions_1167_3:::A small child wearing <b><u>a hat is</u></b> playing on rocks at the edge of a body of water.:::A small child wearing <b><u>a brown hat is</u></b> playing on rocks at the edge of a body of water.:::brown:::hat:::JJ NN:::A small child wearing <b><u>a brown hat is</u></b> playing on rocks at the edge of a body of water.###gigaword_20_3.0_UNK:::<b><u>His  party is</u></b> the most popular among Northern Ireland's Protestants.:::<b><u>His new party is</u></b> the most popular among Northern Ireland's Protestants.:::new:::party:::nn-tier=topK jj-tier=topK:::His new party is the most popular among Northern Ireland's Protestants.###gigaword_2478_2.5_UNK:::NINE-YEAR COMPULSORY EDUCATION: <b><u>The  policy was</u></b> introduced in 1986.:::NINE-YEAR COMPULSORY EDUCATION: <b><u>The current policy was</u></b> introduced in 1986.:::current:::policy:::nn-tier=topK jj-tier=topK:::NINE-YEAR COMPULSORY EDUCATION: The current policy was introduced in 1986.###imagecaptions_884_3.0_UNK:::A white dog rests on a log as a chicken pecks at <b><u>the  ground</u></b>.:::A white dog rests on a log as a chicken pecks at <b><u>the flat ground</u></b>.:::flat:::ground:::nn-tier=topK jj-tier=topK:::A white dog rests on a log as a chicken pecks at the flat ground.###gigaword_2597_4.0_YES:::Bali<b><u>'s  image  as</u></b> a superb tourism destination was seriously marred.:::Bali<b><u>'s positive image as</u></b> a superb tourism destination was seriously marred.:::positive:::image:::nn-tier=topK jj-tier=topK:::Bali's positive image as a superb tourism destination was seriously marred.###argumentation_2508_4.0_YES:::We have the power to change <b><u>this  nation for</u></b> good or ill.:::We have the power to change <b><u>this great nation for</u></b> good or ill.:::great:::nation:::nn-tier=topK jj-tier=topK:::We have the power to change this great nation for good or ill.###gutenberg_1919_3.0_UNK:::And, so far asBrenchfieldwas concerned, the iron was still inPhilRalston<b><u>'s  soul </u></b>.:::And, so far asBrenchfieldwas concerned, the iron was still inPhilRalston<b><u>'s old soul</u></b>.:::old:::soul:::nn-tier=topK jj-tier=topK:::And, so far asBrenchfieldwas concerned, the iron was still inPhilRalston's old soul.###imagecaptions_2160_3.0_UNK:::Girl playing flute as she walks <b><u>by  fence in</u></b> rural area.:::Girl playing flute as she walks <b><u>by white fence in</u></b> rural area.:::white:::fence:::nn-tier=topK jj-tier=topK:::Girl playing flute as she walks by white fence in rural area.###argumentation_588_4.0_YES:::The ones who died for <b><u>their  cause</u></b>.:::The ones who died for <b><u>their major cause</u></b>.:::major:::cause:::nn-tier=topK jj-tier=topK:::The ones who died for their major cause."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gigaword_2485_3.0_UNK:::Clinton accused members of using a`` procedural trick'' to stop <b><u>the  bill</u></b>.:::Clinton accused members of using a`` procedural trick'' to stop <b><u>the bipartisan bill</u></b>.:::bipartisan:::bill:::nn-tier=topK jj-tier=topK:::Clinton accused members of using a`` procedural trick'' to stop the bipartisan bill.###gigaword_1243_3.0_UNK:::<b><u>The  country now</u></b> has some 684,700 automobiles and 11.5 million motorbikes in use.:::<b><u>The african country now</u></b> has some 684,700 automobiles and 11.5 million motorbikes in use.:::african:::country:::nn-tier=topK jj-tier=topK:::The african country now has some 684,700 automobiles and 11.5 million motorbikes in use.###imagecaptions_2264_3.0_UNK:::A woman in a polka <b><u>dot  top is</u></b> singing into a microphone.:::A woman in a polka <b><u>dot purple top is</u></b> singing into a microphone.:::purple:::top:::nn-tier=topK jj-tier=topK:::A woman in a polka dot purple top is singing into a microphone.###gutenberg_2432_3.0_UNK:::He kept <b><u>his  head turned</u></b> away all the timeLinkwas talking to us.:::He kept <b><u>his curly head turned</u></b> away all the timeLinkwas talking to us.:::curly:::head:::nn-tier=topK jj-tier=topK:::He kept his curly head turned away all the timeLinkwas talking to us.###argumentation_2044_3.0_UNK:::No one had any form of claim<b><u>,  government  or</u></b> boundies on it.:::No one had any form of claim<b><u>, central government or</u></b> boundies on it.:::central:::government:::nn-tier=topK jj-tier=topK:::No one had any form of claim, central government or boundies on it.###argumentation_1030_3.0_UNK:::As I see it this system is better than'' one old white man'' The problems lie in seeking justice whith a lawer who has <b><u>an  agenda</u></b>.:::As I see it this system is better than'' one old white man'' The problems lie in seeking justice whith a lawer who has <b><u>a social agenda</u></b>.:::social:::agenda:::nn-tier=topK jj-tier=topK:::As I see it this system is better than'' one old white man'' The problems lie in seeking justice whith a lawer who has a social agenda.###control_imagecaptions_1026_3:::Three people are pulling <b><u>a rope on</u></b> a hillside.:::Three people are pulling <b><u>a red rope on</u></b> a hillside.:::red:::rope:::JJ NN:::Three people are pulling <b><u>a red rope on</u></b> a hillside.###imagecaptions_2559_3.0_UNK:::A young boy plays in the snow without <b><u>a  shirt on</u></b>.:::A young boy plays in the snow without <b><u>a black shirt on</u></b>.:::black:::shirt:::nn-tier=topK jj-tier=topK:::A young boy plays in the snow without a black shirt on.###gigaword_625_2.0_NO:::Thus, <b><u>the  deal is</u></b> expected to dilute Disney's earnings through 2008.:::Thus, <b><u>the great deal is</u></b> expected to dilute Disney's earnings through 2008.:::great:::deal:::nn-tier=topK jj-tier=topK:::Thus, the great deal is expected to dilute Disney's earnings through 2008.###imagecaptions_1688_3.0_UNK:::Older gentleman in a red coat and black and white polka <b><u>dot  scarf</u></b>.:::Older gentleman in a red coat and black and white polka <b><u>dot red scarf</u></b>.:::red:::scarf:::nn-tier=topK jj-tier=topK:::Older gentleman in a red coat and black and white polka dot red scarf."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research",gutenberg_299_4.0_YES:::He would take the world as <b><u>a  friend</u></b>.:::He would take the world as <b><u>a good friend</u></b>.:::good:::friend:::nn-tier=topK jj-tier=topK:::He would take the world as a good friend.###gigaword_2328_3.0_UNK:::Then we went out there and lost <b><u>the  game 51-7</u></b>.:::Then we went out there and lost <b><u>the last game 51-7</u></b>.:::last:::game:::nn-tier=topK jj-tier=topK:::Then we went out there and lost the last game 51-7.###control_imagecaptions_1086_3:::A black dog retrieves <b><u>a bird</u></b>.:::A black dog retrieves <b><u>a gray bird</u></b>.:::gray:::bird:::JJ NN:::A black dog retrieves <b><u>a gray bird</u></b>.###argumentation_655_4.0_YES:::Obama administration maintains Bush's` state secrets<b><u>'  policy  on</u></b> rendition and torture World news guardian.:::Obama administration maintains Bush's` state secrets<b><u>' foreign policy on</u></b> rendition and torture World news guardian.:::foreign:::policy:::nn-tier=topK jj-tier=topK:::Obama administration maintains Bush's` state secrets' foreign policy on rendition and torture World news guardian.###imagecaptions_2089_3.0_UNK:::Two blond boys play with Legos from a clear plastic bin with <b><u>a  sofa in</u></b> the background.:::Two blond boys play with Legos from a clear plastic bin with <b><u>a brown sofa in</u></b> the background.:::brown:::sofa:::nn-tier=topK jj-tier=topK:::Two blond boys play with Legos from a clear plastic bin with a brown sofa in the background.###imagecaptions_810_3.0_UNK:::A basketball player in a white uniform is making a jump shot against <b><u>a  team wearing</u></b> black uniforms.:::A basketball player in a white uniform is making a jump shot against <b><u>a black team wearing</u></b> black uniforms.:::black:::team:::nn-tier=topK jj-tier=topK:::A basketball player in a white uniform is making a jump shot against a black team wearing black uniforms.###imagecaptions_2843_3.0_UNK:::A woman takes a picture during <b><u>the  day</u></b>.:::A woman takes a picture during <b><u>the overcast day</u></b>.:::overcast:::day:::nn-tier=topK jj-tier=topK:::A woman takes a picture during the overcast day.###imagecaptions_2279_3.0_UNK:::A couple strolls down <b><u>a  path near</u></b> benches and water.:::A couple strolls down <b><u>a leafy path near</u></b> benches and water.:::leafy:::path:::nn-tier=topK jj-tier=topK:::A couple strolls down a leafy path near benches and water.###imagecaptions_2540_2.0_NO:::A soccer player is about to kick <b><u>the  ball near</u></b> the goal.:::A soccer player is about to kick <b><u>the pink ball near</u></b> the goal.:::pink:::ball:::nn-tier=topK jj-tier=topK:::A soccer player is about to kick the pink ball near the goal.###gigaword_1625_3.0_UNK:::Kobayashi was elected president of <b><u>the  organization</u></b>.:::Kobayashi was elected president of <b><u>the terrorist organization</u></b>.:::terrorist:::organization:::nn-tier=topK jj-tier=topK:::Kobayashi was elected president of the terrorist organization.
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","argumentation_2721_3.0_UNK:::In that case, <b><u>the  policy makes</u></b> sence.:::In that case, <b><u>the current policy makes</u></b> sence.:::current:::policy:::nn-tier=topK jj-tier=topK:::In that case, the current policy makes sence.###imagecaptions_2538_3.0_UNK:::A black and white dog is playing with <b><u>a  ball on</u></b> a lawn.:::A black and white dog is playing with <b><u>a pink ball on</u></b> a lawn.:::pink:::ball:::nn-tier=topK jj-tier=topK:::A black and white dog is playing with a pink ball on a lawn.###control_giga_356_1::: When <b><u>Clinton interceded,</u></b> Weirton voters took out their anger on Gore.::: When <b><u>Clinton refused to intercede,</u></b> Weirton voters took out their anger on Gore.:::refused:::to intercede,:::JJ NN::: When <b><u>Clinton refused to intercede,</u></b> Weirton voters took out their anger on Gore.###imagecaptions_2735_3.0_UNK:::<b><u>A  puppy on</u></b> a bed with blue sheets and pillow.:::<b><u>A blonde puppy on</u></b> a bed with blue sheets and pillow.:::blonde:::puppy:::nn-tier=topK jj-tier=topK:::A blonde puppy on a bed with blue sheets and pillow.###argumentation_2405_4.0_YES:::Alreayd lawmakers are trying to figure out ways around this without upsetting <b><u>the  population in</u></b> general.:::Alreayd lawmakers are trying to figure out ways around this without upsetting <b><u>the entire population in</u></b> general.:::entire:::population:::nn-tier=topK jj-tier=topK:::Alreayd lawmakers are trying to figure out ways around this without upsetting the entire population in general.###gutenberg_2678_3.0_UNK:::Charliesmiled up into <b><u>the  man's</u></b> shrewd, good-looking face.:::Charliesmiled up into <b><u>the white man's</u></b> shrewd, good-looking face.:::white:::man:::nn-tier=topK jj-tier=topK:::Charliesmiled up into the white man's shrewd, good-looking face.###gutenberg_1500_3.0_UNK:::Once more <b><u>the  talk dwelt</u></b> on the guest of honor-- Mr.:::Once more <b><u>the good talk dwelt</u></b> on the guest of honor-- Mr.:::good:::talk:::nn-tier=topK jj-tier=topK:::Once more the good talk dwelt on the guest of honor-- Mr.###argumentation_1124_5.0_YES:::People are payed less than <b><u>the  value of</u></b> their work.:::People are payed less than <b><u>the total value of</u></b> their work.:::total:::value:::nn-tier=topK jj-tier=topK:::People are payed less than the total value of their work.###gigaword_750_5.0_YES:::He hoped the Federation Council of Russia would do its best in <b><u>this  issue</u></b>.:::He hoped the Federation Council of Russia would do its best in <b><u>this sensitive issue</u></b>.:::sensitive:::issue:::nn-tier=topK jj-tier=topK:::He hoped the Federation Council of Russia would do its best in this sensitive issue.###gigaword_624_3.0_UNK:::Gilbert said <b><u>the  deal was</u></b> made before the midnight deadline on the contract option.:::Gilbert said <b><u>the great deal was</u></b> made before the midnight deadline on the contract option.:::great:::deal:::nn-tier=topK jj-tier=topK:::Gilbert said the great deal was made before the midnight deadline on the contract option."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","imagecaptions_1054_3.0_UNK:::Man in <b><u>a  sweater pointing</u></b> at the camera.:::Man in <b><u>a blue sweater pointing</u></b> at the camera.:::blue:::sweater:::nn-tier=topK jj-tier=topK:::Man in a blue sweater pointing at the camera.###gigaword_1242_3.0_UNK:::<b><u>Each  country sets</u></b> its own rules of engagement.:::<b><u>Each african country sets</u></b> its own rules of engagement.:::african:::country:::nn-tier=topK jj-tier=topK:::Each african country sets its own rules of engagement.###argumentation_2769_2.0_NO:::Contact of <b><u>any  form seems</u></b> pointless.:::Contact of <b><u>any new form seems</u></b> pointless.:::new:::form:::nn-tier=topK jj-tier=topK:::Contact of any new form seems pointless.###control_imagecaptions_1011_3:::Child, man, <b><u>and woman walking</u></b> near the water.:::Child, man, <b><u>and asian woman walking</u></b> near the water.:::asian:::woman:::JJ NN:::Child, man, <b><u>and asian woman walking</u></b> near the water.###gutenberg_1578_3.0_UNK:::<b><u>The  boy was</u></b> trembling.:::<b><u>The big boy was</u></b> trembling.:::big:::boy:::nn-tier=topK jj-tier=topK:::The big boy was trembling.###gutenberg_1986_3.0_UNK:::All at once there was <b><u>the  sound of</u></b> weeping.:::All at once there was <b><u>the only sound of</u></b> weeping.:::only:::sound:::nn-tier=topK jj-tier=topK:::All at once there was the only sound of weeping.###argumentation_910_3.0_UNK:::We're truly out <b><u>of  control</u></b>.:::We're truly out <b><u>of british control</u></b>.:::british:::control:::nn-tier=topK jj-tier=topK:::We're truly out of british control.###gutenberg_2326_3.0_UNK:::I know your <b><u>every  thought has</u></b> been for my welfare and happiness.:::I know your <b><u>every sudden thought has</u></b> been for my welfare and happiness.:::sudden:::thought:::nn-tier=topK jj-tier=topK:::I know your every sudden thought has been for my welfare and happiness.###gigaword_291_3.0_UNK:::Abu Marzouk said <b><u>his  movement will</u></b> keep on what the Palestinian factions agreed.:::Abu Marzouk said <b><u>his political movement will</u></b> keep on what the Palestinian factions agreed.:::political:::movement:::nn-tier=topK jj-tier=topK:::Abu Marzouk said his political movement will keep on what the Palestinian factions agreed.###imagecaptions_2031_3.0_UNK:::A woman in a bicycle store where two men are working on <b><u>a  bike</u></b>.:::A woman in a bicycle store where two men are working on <b><u>an orange bike</u></b>.:::orange:::bike:::nn-tier=topK jj-tier=topK:::A woman in a bicycle store where two men are working on an orange bike."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gigaword_292_3.0_UNK:::The veterans of <b><u>the  movement also</u></b> have moved on.:::The veterans of <b><u>the political movement also</u></b> have moved on.:::political:::movement:::nn-tier=topK jj-tier=topK:::The veterans of the political movement also have moved on.###imagecaptions_2459_3.0_UNK:::A kid wearing <b><u>a  hat and</u></b> wet pants stands on a rock at the beach.:::A kid wearing <b><u>a red hat and</u></b> wet pants stands on a rock at the beach.:::red:::hat:::nn-tier=topK jj-tier=topK:::A kid wearing a red hat and wet pants stands on a rock at the beach.###gutenberg_25_3.0_UNK:::This is <b><u>strictly  business</u></b>.:::This is <b><u>strictly serious business</u></b>.:::serious:::business:::nn-tier=topK jj-tier=topK:::This is strictly serious business.###gutenberg_2323_5.0_YES:::Nor could she have locked and bolted herself in <b><u>her  room</u></b>.:::Nor could she have locked and bolted herself in <b><u>her own room</u></b>.:::own:::room:::nn-tier=topK jj-tier=topK:::Nor could she have locked and bolted herself in her own room.###gigaword_1496_3.0_UNK:::Others complain about the<b><u>``  style ''</u></b> of writing.:::Others complain about the<b><u>`` same style''</u></b> of writing.:::same:::style:::nn-tier=topK jj-tier=topK:::Others complain about the`` same style'' of writing.###gutenberg_2857_4.0_YES:::I was as pale as he from work, as he <b><u>from  pleasure</u></b>.:::I was as pale as he from work, as he <b><u>from great pleasure</u></b>.:::great:::pleasure:::nn-tier=topK jj-tier=topK:::I was as pale as he from work, as he from great pleasure.###gigaword_1872_3.0_UNK:::<b><u>The  game's</u></b> controls are tricky.:::<b><u>The fourth game's</u></b> controls are tricky.:::fourth:::game:::nn-tier=topK jj-tier=topK:::The fourth game's controls are tricky.###control_imagecaptions_117_3:::A runner on <b><u>a track</u></b>.:::A runner on <b><u>a red track</u></b>.:::red:::track:::JJ NN:::A runner on <b><u>a red track</u></b>.###gutenberg_2053_3.0_UNK:::She felt <b><u>her  body opening</u></b> to him, felt her bone-deep need of him.:::She felt <b><u>her great body opening</u></b> to him, felt her bone-deep need of him.:::great:::body:::nn-tier=topK jj-tier=topK:::She felt her great body opening to him, felt her bone-deep need of him.###argumentation_1089_4.0_YES:::All we saw was <b><u>one  form being</u></b> replaced by another.:::All we saw was <b><u>one present form being</u></b> replaced by another.:::present:::form:::nn-tier=topK jj-tier=topK:::All we saw was one present form being replaced by another."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gutenberg_2093_3.0_UNK:::Sometimes he could now catch <b><u>the  sound of</u></b> her voice.:::Sometimes he could now catch <b><u>the little sound of</u></b> her voice.:::little:::sound:::nn-tier=topK jj-tier=topK:::Sometimes he could now catch the little sound of her voice.###control_giga_847_5::: <b><u>One got into</u></b> a polling center, killing two people.::: <b><u>One managed to get into</u></b> a polling center, killing two people.:::managed:::to get:::JJ NN::: <b><u>One managed to get into</u></b> a polling center, killing two people.###imagecaptions_2365_3.0_UNK:::A girl in a hate with ear flaps and <b><u>a  sweater</u></b>.:::A girl in a hate with ear flaps and <b><u>a green sweater</u></b>.:::green:::sweater:::nn-tier=topK jj-tier=topK:::A girl in a hate with ear flaps and a green sweater.###argumentation_2384_3.5_UNK:::Its history tells <b><u>a  story</u></b>.:::Its history tells <b><u>a first story</u></b>.:::first:::story:::nn-tier=topK jj-tier=topK:::Its history tells a first story.###imagecaptions_2413_3.0_UNK:::Two yellow dogs are running side by side down <b><u>a  road</u></b>.:::Two yellow dogs are running side by side down <b><u>a fenced road</u></b>.:::fenced:::road:::nn-tier=topK jj-tier=topK:::Two yellow dogs are running side by side down a fenced road.###gutenberg_964_3.0_UNK:::He could have sworn that it was the call of <b><u>a  woman for</u></b> help.:::He could have sworn that it was the call of <b><u>a little woman for</u></b> help.:::little:::woman:::nn-tier=topK jj-tier=topK:::He could have sworn that it was the call of a little woman for help.###argumentation_1095_3.0_UNK:::Like treasure<b><u>,  knowledge  is</u></b> added.:::Like treasure<b><u>, public knowledge is</u></b> added.:::public:::knowledge:::nn-tier=topK jj-tier=topK:::Like treasure, public knowledge is added.###argumentation_2671_4.0_YES:::Let's look at a CONSERVATIVE as <b><u>a  source for</u></b> what a LIBERAL believes.:::Let's look at a CONSERVATIVE as <b><u>a main source for</u></b> what a LIBERAL believes.:::main:::source:::nn-tier=topK jj-tier=topK:::Let's look at a CONSERVATIVE as a main source for what a LIBERAL believes.###imagecaptions_190_3.0_UNK:::A brown dog is running in <b><u>a  yard</u></b>.:::A brown dog is running in <b><u>a muddy yard</u></b>.:::muddy:::yard:::nn-tier=topK jj-tier=topK:::A brown dog is running in a muddy yard.###gigaword_2802_3.0_UNK:::Nearly two years of Sino-U.S. talks have failed to resolve <b><u>the  issue</u></b>.:::Nearly two years of Sino-U.S. talks have failed to resolve <b><u>the nuclear issue</u></b>.:::nuclear:::issue:::nn-tier=topK jj-tier=topK:::Nearly two years of Sino-U.S. talks have failed to resolve the nuclear issue."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","argumentation_786_2.5_UNK:::Please provide <b><u>a  source</u></b>.:::Please provide <b><u>a same source</u></b>.:::same:::source:::nn-tier=topK jj-tier=topK:::Please provide a same source.###control_me_0_1:::A boy is holding a <b><u>gun</u></b>.:::A boy is holding a <b><u>fake gun</u></b>.:::fake:::gun:::JJ NN:::A boy is holding a <b><u>fake gun</u></b>.###gutenberg_56_3.0_UNK:::I know <b><u>one  person I</u></b>'d like to frighten.:::I know <b><u>one last person I</u></b>'d like to frighten.:::last:::person:::nn-tier=topK jj-tier=topK:::I know one last person I'd like to frighten.###imagecaptions_627_3.0_UNK:::A large yellow dog is sitting on <b><u>a  hill</u></b>.:::A large yellow dog is sitting on <b><u>a small hill</u></b>.:::small:::hill:::nn-tier=topK jj-tier=topK:::A large yellow dog is sitting on a small hill.###imagecaptions_623_3.0_UNK:::A woman rides a bike on a trail through <b><u>a  field</u></b>.:::A woman rides a bike on a trail through <b><u>an uncut field</u></b>.:::uncut:::field:::nn-tier=topK jj-tier=topK:::A woman rides a bike on a trail through an uncut field.###gutenberg_194_3.5_UNK:::He had taken a large bite out of <b><u>his  piece of</u></b> bread and butter.:::He had taken a large bite out of <b><u>his little piece of</u></b> bread and butter.:::little:::piece:::nn-tier=topK jj-tier=topK:::He had taken a large bite out of his little piece of bread and butter.###argumentation_805_3.0_UNK:::Plainly, and in <b><u>a  manner of</u></b> speaking, I think that is the kind of decision-making the country is up against.:::Plainly, and in <b><u>a similar manner of</u></b> speaking, I think that is the kind of decision-making the country is up against.:::similar:::manner:::nn-tier=topK jj-tier=topK:::Plainly, and in a similar manner of speaking, I think that is the kind of decision-making the country is up against.###imagecaptions_873_3.0_UNK:::A man in a leather jacket with <b><u>the  collar popped</u></b> kisses the neck of a woman in a gray coat wearing a white scarf.:::A man in a leather jacket with <b><u>the orange collar popped</u></b> kisses the neck of a woman in a gray coat wearing a white scarf.:::orange:::collar:::nn-tier=topK jj-tier=topK:::A man in a leather jacket with the orange collar popped kisses the neck of a woman in a gray coat wearing a white scarf.###gigaword_333_3.0_UNK:::He had always considered rock music inferior to <b><u>the  music of</u></b> his own youth.:::He had always considered rock music inferior to <b><u>the live music of</u></b> his own youth.:::live:::music:::nn-tier=topK jj-tier=topK:::He had always considered rock music inferior to the live music of his own youth.###argumentation_125_4.0_YES:::So I would dearly love to see unkerpaulie's evidence for <b><u>his  claim</u></b>.:::So I would dearly love to see unkerpaulie's evidence for <b><u>his own claim</u></b>.:::own:::claim:::nn-tier=topK jj-tier=topK:::So I would dearly love to see unkerpaulie's evidence for his own claim."
