Unnamed: 0,Title,Description,Keywords,Answer.location,Answer.nickname,Answer.origin
89,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",????????,????,???????
90,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",India(Arabic is my Mother Tongue),???,My Home
91,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",????,?? ??,????
92,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",India,siddique,"this is the title to the first and fore most khalifa after prophet mohammed, "
93,,,,,,
94,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",?????,?? ??????,???? ??? ????? ?? ????
95,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",The US currently,?????,It's my cousin's nickname
96,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",????? india,???? abeer,??? ?????? friends name
97,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",??,????,??? ?????
98,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",India,?????,I have a friend of that name
99,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",INDIA,????,Quran
100,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",India,????     Jassoom for Jasim,Dubai UAE
101,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",????????,???,???? ???? ????? ?? ???????
102,,,,,,
103,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",The US currently.,??? ????,It's a relative's.
104,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",india,????,my relative name
105,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",???,?????,?? ???? ?? ??????
106,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",?? ?? ????? ???? ???? ????? :,????? ???? ???????? ??????? ??? ?? ???????? ??????? :,??? ?? ???? ???? ??????
107,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",egypt,????,from family and friends
108,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",morocco,????,in an arabic serie
109,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",The US currently.,?????,It was my aunt's nickname for my mother.
110,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",?????,???,???? ??? ?? ????? ?? ?????.
111,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",india,????,friend name
112,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",india,Achqtee,at my home (muslim)
113,???? ????? ????? ?????? ???????.  We are collecting Arabic nicknames,??? ????? ????? ????????? ???????. Please write an Arabic nickname in the box in the Arabic Alphabet,"Arabic, Translation, Transliteration, Linguistic Source, ""Linguistic Source"", name,We are collecting Arabic nicknames  ????? ??? ? ??? ? ??? ,??????? ,???????",????????,????,?? ???????
