Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वीर कुँवर सिंह विश्वविद्यालय आरा,veer kunwar singh university ara,0-0 1-1 2-2 3-3 4-4,0-0 1-1 2-2 3-3 4-4,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उत्तर पूर्वी दिल्ली जिला सीलमपुर शाहदरा सीमा पुरी,north eastern delhi &#44; district silampur &#44; shahadra &#44; seema puri,0-0 1-1 2-2 3-4 4-5 7-10,0-0 1-1 2-2 3-4 4-5 4-6 4-7 5-7 4-8 5-9 6-9 7-10,,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",चोरों ने जाकर देखा कि तुलसीदासजी की कुटीके आसपास दो वीर धनुषबाण लिये पहरा दे रहे हैं ।,the robbers has gone to see that there are two warriors guarding near the kutice dhanushvan,0-1 1-2 4-6 7-15 9-9 10-10 11-11,0-0 0-1 1-2 0-3 2-4 3-5 4-6 9-9 10-10 11-11 12-11 13-11 14-11 15-11 16-11 6-14 7-14 5-15 7-15 8-15,17,7 8 12 13
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",परन्तु इसी बाढ़ के कारण यह क्षेत्र तबाही के कगार पर खड़ा है ।,but because of these floods only this region is on the brink of devastation .,0-0 2-4 3-2 4-1 5-6 6-7 8-12 9-11 10-9 12-8 13-14,0-0 4-1 3-2 2-3 1-4 2-4 1-5 5-6 6-7 12-8 10-9 8-10 7-11 9-11 8-12 9-13 13-14,11,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कोई ७० वर्ष पहले तक इस झील का आकार २२० वर्ग किलोमीटर होता था ।,till about 70 years ago the size of this lake was 220 square kilometers .,1-2 2-3 3-4 4-0 5-8 6-9 7-7 8-6 9-11 10-12 11-13 13-10 14-14,4-0 1-1 0-2 1-2 2-3 3-4 7-5 8-6 7-7 5-8 6-9 13-10 9-11 12-11 10-12 11-13 14-14,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उन्हें संगीतकार नौशाद ने पहले आप नाम की फ़िल्म में गाने का मौका दिया ।,music director naushad gave him the first opportunity to sing for the film named aap,1-1 2-2 4-6 6-13 7-11 8-12 10-9,1-0 0-1 1-1 2-2 2-3 3-4 4-6 12-7 12-8 10-9 11-9 12-9 13-9 14-9 11-10 7-11 8-12 6-13 5-14,9,5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1940 के दशक से आरंभ कर 1980 तक इन्होने कुल 26000 गाने गाए ।,starting from 1940 to 1980 he had sung total 26000 songs .,0-2 6-4 9-8 10-9 11-10 13-11,0-0 0-1 0-2 7-3 6-4 9-8 8-9 10-9 12-9 11-10 13-11,1 2 3 4 5,5 6 7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उनकी सहायता के लिये पवन भी बहुत तेजी से चला ।,to help hanuman even the lord wind ran for his help,0-9 1-10 3-8 4-6,8-0 5-3 4-5 4-6 4-7 2-8 3-8 0-9 1-10,6 7 9 10,1 2 4
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसका संगीत शंकर जयकिशन ने दिया था ।,this song was given by shanker jaikishan,1-1 2-5 3-6,0-0 1-1 2-5 3-6 4-6 5-6 6-6 7-6,,2 3 4
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कामेश्वर सिंह दरभंगा संस्कृत विश्वविद्यालय दरभंगा,kameshwar singh darbhanga sanskrit university,0-0 1-1 2-2 3-3 4-4,0-0 1-1 2-2 3-3 4-4,5,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बैजू बावरा के गानों ने रफ़ी को मुख्यधारा गायक के रूप में स्थापित किया ।,songs from the film baiju bawara has established rafi as a main stream singer .,0-4 1-5 5-8 10-9 12-7 14-14,1-1 2-2 1-3 0-4 1-5 2-5 3-5 4-6 12-7 13-7 5-8 6-9 9-9 10-9 11-9 10-10 7-11 8-13 14-14,,0 12
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रे मामा रे मामा - बच्चो का गीत,children song- oh mother oh mother,1-1,5-0 0-1 1-1 2-1 3-1 4-1 5-1 6-1 7-1 3-2 3-3 3-4 3-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इंदिरा गाँधी अन्तर्राष्ट्रीय हवाई अड्डा,indira gandhi international airport,0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3,0-0 1-1 2-2 3-3 4-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नगरों में भी लोग पारंपरिक रीति रिवाजों का पालन करते है तथा उनकी मान्यताएँ रुढिवादी है ।,in cities too people follow old traditions and there beliefs .,0-1 1-0 3-3 13-9 16-10,1-0 0-1 2-2 3-3 7-4 11-7 14-8 12-9 13-9 14-9 15-10 16-10,4 5 6 8 9 10,5 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नई दिल्ली रेलवे स्टेशन,new delhi railway station,0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3,0-0 1-1 2-2 3-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उधर भगवान सूर्य ने उन्हें अबोध शिशु समझकर अपने तेज से नहीं जलने दिया ।,the hot lord sun took for an innocent child and did not burn him .,0-1 1-2 2-3 5-7 11-11 12-12 14-14,0-0 0-1 1-2 2-3 3-4 5-5 5-6 4-7 5-7 6-7 7-7 8-7 9-7 6-8 7-9 7-10 11-11 12-12 12-13 14-14,10 13,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मनु जब चार वर्ष की थीं तब उनकी माँ की म्रत्यु हो गयी ।,when manu was four years old her mother passed away .,0-1 1-0 2-3 3-4 8-7 13-10,1-0 0-1 5-2 2-3 3-4 10-5 7-6 10-6 8-7 9-7 10-8 11-8 10-9 13-10,4 6 12,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",परदा है परदा,veil &#44; there is a veil .,0-0 1-3,0-0 2-2 1-3 0-4 0-5 0-6,,1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मुजफ्फरपुर प्राद्यौगिकी संस्थान मुजफ्फरपुर,muzaffarpur technology institute &#44; muzaffarpur,0-0 2-2 3-4,0-0 1-0 1-1 2-2 3-3 3-4,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इधर पण्डितों ने जब यह बात सुनी तो उनके मनमें ईर्ष्या उत्पन्न हुई ।,here when the pundits heard this they felt envious .,1-3 3-1 4-5 10-8 13-9,3-1 1-2 0-3 1-3 2-3 4-5 9-7 5-8 6-8 7-8 8-8 9-8 10-8 11-8 12-8 13-9,,0 4 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मुंबई के बाद दिल्ली भारत के सबसे बड़े व्यापारिक महानगरो में से है ।,after mumbai &#44; delhi is one of the biggest commercial cities in india .,0-1 2-0 3-3 4-12 5-6 7-8 8-9 10-11 12-4 13-13,1-0 2-0 0-1 3-3 12-4 6-5 11-5 5-6 5-7 7-8 8-9 9-9 9-10 10-11 4-12 13-13,,2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके दक्षिण में तराई उपक्षेत्र है जो प्रायः दलदली है ।,there is sub-region in south of this which is mainly daldali .,0-0 1-4 2-3 4-2 5-1 6-7 8-10 9-8 10-11,0-0 5-1 3-2 4-2 2-3 1-4 6-7 9-8 8-9 7-10 8-10 10-11,,5 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",प्रशासनिक व्यवस्था,administrative system,0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",तुलसिदास चंदन घिसें तिलक देत रघुबीर ॥,tulsidas chandan tilak ret dhisean raghubir,3-2 6-5,0-0 2-1 3-2 4-3 5-4 6-5,1,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमान जी की मूर्ति,the statue of lord hanuman,0-4 2-2 3-1,2-0 3-1 2-2 3-3 0-4 1-4,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यह भारत का अतिप्राचीन नगर है ।,this is a primeval city of india .,0-0 1-6 2-5 3-3 4-4 5-1 6-7,0-0 5-1 3-2 3-3 4-4 2-5 1-6 6-7,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली में राजपूतों का शासनकाल ९००-१२०० इसवीं तक माना जाता है ।,the reign of rajput &amp;apos;s in delhi is considered to be from 100-1200 ad,0-6 1-5 3-4 6-12 8-8 10-7,3-4 1-5 0-6 10-7 8-8 9-8 7-9 8-10 6-11 4-12 5-12 6-12 6-13,2 11,0 1 2 3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अप्रैल में गृष्म ऋतु का आरंभ होता है जो जुलाई के मध्य तक रहता है ।,summer season starts from april which remains till the mid of july .,0-4 2-0 3-1 8-5 9-11 10-10 11-9 12-7 13-6 15-12,1-0 2-0 3-1 2-2 4-2 5-2 6-2 7-2 2-3 0-4 8-5 13-6 14-6 12-7 10-8 11-9 10-10 9-11 15-12,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",निम्न स्थल पटना के महत्वपूर्ण दार्शनिक स्थल हैं :,following are the important sight-seeing places of patna .,0-0 2-7 3-6 4-3 5-4 7-1,0-0 7-1 3-2 4-3 5-4 6-4 6-5 3-6 2-7 8-8,1,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",शिक्षा,education,0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार का इतिहास,history of bihar,0-2 1-1 2-0 0-2 1-1 2-0 0-2 1-1 2-0,2-0 1-1 0-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उन्होंने उसी क्षण अपनी गति रोक ली ।,at very moment he stopped his motion .,2-2 7-7,1-0 2-1 0-2 1-2 2-2 3-2 4-2 5-2 6-2 0-3 7-7,,4 5 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अतीत में यह सत्ता धर्म तथा ज्ञान का केंद्र रहा है ।,in past &#44; it used to be the center of power &#44; religion and knowledge .,0-1 1-0 2-3 3-10 4-12 5-13 6-14 7-9 8-8 11-15,1-0 0-1 2-3 7-7 8-8 9-8 7-9 3-10 4-12 5-13 6-14 10-15 11-15,,2 4 5 6 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",शादी के दौरान शहनाई का बजना आम बात है ।,the playing of shehnai during the marriage is a common thing .,2-4 3-3 6-9 7-10 8-7 9-11,4-0 3-1 4-2 3-3 2-4 0-5 8-7 5-8 6-9 7-10 9-11,1,6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दोहावली का मूल पाठ -LRB- विकीस्रोत पर -RRB-,the lesson of the two lined poems . -lrb- on wikistotra -rrb-,0-5 1-2 3-1 4-8 5-10 7-11,1-0 2-1 3-1 1-2 1-3 0-4 0-5 0-6 4-8 5-9 5-10 6-10 7-11,,7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",ओ दुनिया के रखवाले -LRB- बैजू बावरा-1952 -RRB-,o duniya ke rakhwale -lrb- baiju bawra-1952 -rrb-,0-0 4-4 5-5 6-6 7-7,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली के सार्वजनिक यातायात के साधन मुख्यतः बस ऑटोरिक्शा और मेट्रो रेल सेवा हैं ।,delhi &amp;apos;s primary public transport are mainly buses &#44; auto rickshaws and metro rail service .,0-0 2-3 3-4 8-10 9-11 10-12 11-13 12-14 14-15,0-0 1-1 2-3 3-4 13-5 8-7 8-8 8-9 5-10 6-10 7-10 8-10 9-11 10-12 11-13 12-14 14-15,4,2 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जयप्रकाश नारायण विश्वविद्यालय छपरा,jai prakash narayan university chapra,1-2 2-3 3-4,0-0 0-1 1-2 2-3 3-4,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वहाँ से ये काशी चले आये और वहाँ प्रह्लादघाट पर एक ब्राह्मण के घर निवास किया ।,from there they came out and there prahlad ghat varanasi to a brahmin have stayed home,0-1 1-0 2-2 6-5 7-6 8-7 10-11 11-12 13-15,1-0 0-1 2-2 5-3 3-4 6-5 7-6 8-7 8-8 9-8 8-9 4-10 10-11 11-12 13-15 14-15 15-15 16-15,12,13 14
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सत्तू चूड़ा-दही और लिट्टी-चोखा जैसे स्थानीय व्यंजन तो यहाँ के लोगों की कमजोरी है ।,sathu &#44; yogurt and litty-chokga like local items are their weakness .,0-0 2-3 3-4 4-5 5-6 14-11,0-0 1-0 1-1 1-2 2-3 3-4 4-5 5-6 6-8 12-10 14-11,7 8 9 10 11 13,7 9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",भारत छोड़ो आंदोलन में भी बिहार की गहन भूमिका रही ।,bihar played a major role in quit india movement .,0-7 1-6 2-8 3-5 5-0 10-9,5-0 7-1 8-2 6-4 3-5 1-6 4-6 0-7 2-8 10-9,9,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रेणी : भक्तिकाल के कवि,group : the poet of bhaktikal .,0-0 1-1 2-5 3-4 4-3,0-0 1-1 3-2 4-3 3-4 2-5,,6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रामायण के अनुसार वे जानकी के अत्यधिक प्रिय हैं ।,according to ramayana he was most favorite of janaki .,0-2 2-0 3-3 4-8 5-7 7-6 9-9,1-0 2-0 2-1 0-2 3-3 4-4 6-5 7-6 5-7 4-8 8-9 9-9,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके बाद उन्होंने एक दूसरी प्रति लिखी ।,after this he wrote another copy .,1-0 2-2 4-4 5-5 6-3 7-6,0-0 1-0 0-1 2-2 6-3 3-4 4-4 5-5 7-6,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राहु की बात सुनकर इन्द्र घबरा गये और राहु को साथ लेकर सूर्य की ओर चल पड़े ।,upon hearing rahu &amp;apos;s words indra got frightened and went to the sun along with rahu .,0-2 1-3 5-7 7-8 10-14 12-12 13-11 17-16,0-2 1-3 2-4 4-5 5-6 3-7 4-7 5-7 6-7 8-7 7-8 9-10 13-11 12-12 10-13 10-14 11-15 14-15 15-15 16-15 17-16,,0 1 9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",संवत् ‌ १६३१ का प्रारम्भ हुआ ।,it began in the year 1631,2-5,0-2 1-3 1-4 0-5 1-5 2-5 3-5 4-5 5-5 6-5,,0 1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कवित्त रामायण,poetic ramayana,0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली में कई राजाओं के साम्राज्य के उदय तथा पतन के साक्ष्य आज भी विद्यमान हैं ।,the proofs of rise and ends of many king &amp;apos;s empires are still present in delhi .,0-15 1-14 2-7 4-6 6-2 14-10 15-11 16-16,6-0 7-1 6-2 7-3 8-4 9-5 4-6 2-7 3-8 4-9 5-10 14-10 15-11 12-12 13-12 14-12 14-13 1-14 0-15 16-16,10 11,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",विकिपीडिया शब्द विकि और इनसाइक्लोपीडिया -LRB- ज्ञानकोष -RRB- शब्दों को मिला के बना है ।,.the word wikipedia is made from joining the words wiki and encyclopedia .,0-2 1-1 2-9 3-10 6-11 8-8 13-3 14-12,1-1 0-2 13-3 12-4 10-5 9-6 10-6 9-7 8-8 2-9 3-10 4-11 5-11 6-11 7-11 14-12,11,0
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली जैसे कुछ क्षेत्रों में भी कुछ ऐसा ही है ।,its quite similar in other areas also like delhi,0-8 1-7 3-5 4-3 5-6,3-0 3-1 2-2 3-2 4-3 3-4 3-5 5-6 1-7 0-8,6 7 8 9 10,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",पटना विश्वविद्यालय पटना,patna university patna,0-0 1-1 2-2 0-0 1-1 2-2,0-0 1-1 2-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",साथ ही गायक किशोर कुमार भी जनता तथा संगीत निर्देशकों की पहली पसन्द बन गए ।,along that &#44; singer kishore kumar also became the first choice of music directors and people .,0-0 2-3 3-4 4-5 5-6 8-12 9-13 10-11 11-9 13-7 15-16,0-0 1-0 1-1 2-3 3-4 4-5 5-6 13-7 14-7 10-8 11-9 12-10 10-11 8-12 6-13 7-13 9-13 7-14 6-15 15-16,,2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मधुबन में राधिका -LRB- कोहिनूर 1960 -RRB- शास्त्रीय,radha in garden- classical song -lrb- kohinoor1960 -rrb-,0-2 1-1 3-5 4-6 6-7 7-3,0-0 1-1 0-2 2-2 7-3 2-4 3-5 4-6 5-6 6-7,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमान के जन्म की कथा,the story of hanuman &amp;apos;s birth,0-3 1-4 2-5 3-2 4-1,3-0 4-1 3-2 0-3 1-4 2-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मन तड़पत हरि दर्शन को आज -LRB- बैजू बावरा1952 -RRB- शास्त्रीय संगीत,man tadpat hari darshan ko aaj &#44; -lrb- baiju bawar &#44; 1952 -rrb- &#44; classical music,1-1 2-2 3-3 6-7 7-8 8-9 9-12 10-14 11-15,0-0 0-1 1-1 2-2 3-3 4-4 5-5 6-7 7-8 8-9 8-10 8-11 9-12 8-13 10-14 11-15,,6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हिन्दुस्तान,hindustan,0-0 0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मनोरंजन,entertainment,0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",पटना मेडिकल कॉलेज और अस्पताल पटना,patna medical college and hospital patna,0-0 1-1 2-2 3-3 4-4 5-5 0-0 1-1 2-2 3-3 4-4 5-5,0-0 1-1 2-2 3-3 4-4 5-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रेणी : महानगर,sreni : biggest city,0-0 1-1 2-3,0-0 1-1 2-2 2-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",भिन्न भाषाओं के संस्करण स्वतंत्र रूप से कार्य करते हैं ।,different languages to work independently of the above,0-0 1-1 2-5 4-4,0-0 1-1 6-2 7-3 3-4 4-4 5-4 6-4 7-4 8-4 9-4 2-5 2-6 3-7,10,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आखिरी मुगल शाह बहादुर शाह जफ़र था ।,the last mughal ruler was bahadurshah zafar .,0-1 1-2 3-5 5-6 6-4 7-7,0-0 0-1 1-2 2-3 6-4 3-5 4-5 5-6 7-7,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार अपने खानपान की विविधता के लिए प्रसिद्ध है ।,bihar is famous for its different food habits .,0-0 2-7 6-3 7-2 8-1 9-8,0-0 8-1 7-2 5-3 6-3 1-4 3-4 2-5 2-6 1-7 2-7 9-8,4,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दरभंगा मेडिकल कॉलेज और अस्पताल लहेरियासराय,darbhanga medical college and hospital &#44; laheriasarai,0-0 1-1 2-2 3-3 4-4 5-6 0-0 1-1 2-2 3-3 4-4 5-6,0-0 1-1 2-2 3-3 4-4 5-5 5-6,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके बाद भगवान् ‌ की आज्ञा से तुलसीदासजी काशी चले आये ।,after this tulsi das went to kashi on the order of lord .,1-0 4-10 7-3 8-6 11-12,0-0 1-0 0-1 7-2 7-3 9-4 9-5 8-6 9-6 10-6 7-7 4-8 5-9 4-10 2-11 11-12,3 6,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उसने इन्द्र के पास जाकर शिकायत की कि देवराज !,then he went and complained to lord indra that &#44; oh lord !,1-7 5-4 9-12,0-1 4-2 4-3 3-4 4-4 5-4 6-4 7-4 8-4 2-5 4-5 1-7 8-10 8-11 9-12,,0 6 8 9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",श्रीमधुसूदन सरस्वतीजीने उसे देखकर बड़ी प्रसन्नता प्रकट की और उस पर यह सम्मति लिख दी-,shrimadhusudan sarswati saw the books and became very happy and he wrote thse lines,0-0 12-12,0-0 1-0 1-1 1-2 7-4 3-6 5-7 8-9 2-10 12-11 9-12 10-12 11-12 12-12 13-12 12-13 14-13,4 6,3 5 8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हिमालय के हिमनदों से निकलने के कारण यमुना सदानीरा रही है ।,as yamuna has originated from himalaya so its always been full of water .,0-5 3-4 7-1 8-3 11-13,7-1 8-2 10-2 2-3 4-3 8-3 9-3 3-4 0-5 5-11 11-13,1 6,0 6 7 8 9 10 12
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार के लोकसभा सदस्य,loksabha members of bihar,0-3 1-2 2-0 3-1,2-0 3-1 1-2 0-3,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",पुस्तक का प्रचार दिनोंदिन बढ़ने लगा ।,the books add will increase day by day,0-1 3-2,1-0 0-1 2-2 3-2 4-2 5-2 4-3 4-4 3-5 2-6 3-7,6,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राष्ट्रीय प्राद्यौगिकी संस्थान पटना,national technology institute &#44; patna,0-0 1-1 2-2 3-4,0-0 1-1 2-2 3-3 3-4,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",पर्व के छः दिन बाद एक वटवृक्ष के नीचे उन्हें भारद्वाज और याज्ञवल्क्य मुनि के दर्शन हुए ।,after six day of festival &#44; he visit the bhardwaj and yanvalkay muni below banyan tree .,0-4 1-3 2-1 3-2 4-0 11-10 17-16,4-0 2-1 3-2 1-3 0-4 15-7 14-8 10-9 12-9 13-9 11-10 5-11 6-11 8-11 9-11 10-11 7-12 8-13 17-16,16,5 6 14 15
