Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कोई ७० वर्ष पहले तक इस झील का आकार २२० वर्ग किलोमीटर होता था ।,till about 70 years ago the size of this lake was 220 square kilometers .,1-2 2-3 3-4 4-0 5-8 6-9 7-7 8-6 9-11 10-12 11-13 13-10 14-14,4-0 1-1 0-2 1-2 2-3 3-4 7-5 8-6 7-7 5-8 6-9 13-10 9-11 12-11 10-12 11-13 14-14,,,59677.0,,1395334537789.0,1-2 2-3 3-4 4-0 5-8 6-9 7-5 7-7 8-6 9-11 10-12 11-13 12-10 13-10 14-14,unchanged,1395334478112.0,Submit,0-1 1-2 2-3 3-4 4-0 5-8 6-9 7-7 8-6 9-11 10-12 11-13 13-10 14-14,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कोई ७० वर्ष पहले तक इस झील का आकार २२० वर्ग किलोमीटर होता था ।,till about 70 years ago the size of this lake was 220 square kilometers .,1-2 2-3 3-4 4-0 5-8 6-9 7-7 8-6 9-11 10-12 11-13 13-10 14-14,4-0 1-1 0-2 1-2 2-3 3-4 7-5 8-6 7-7 5-8 6-9 13-10 9-11 12-11 10-12 11-13 14-14,,,34959.0,,1395309813985.0,0-1 1-2 2-3 3-4 4-0 5-8 6-9 7-5 7-7 8-6 9-11 10-12 11-13 12-11 13-10 14-14,unchanged,1395309779026.0,Submit,1-2 2-3 3-4 4-0 5-8 6-9 7-7 8-6 9-11 10-12 11-13 13-10 14-14,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उन्हें संगीतकार नौशाद ने पहले आप नाम की फ़िल्म में गाने का मौका दिया ।,music director naushad gave him the first opportunity to sing for the film named aap,1-1 2-2 4-6 6-13 7-11 8-12 10-9,1-0 0-1 1-1 2-2 2-3 3-4 4-6 12-7 12-8 10-9 11-9 12-9 13-9 14-9 11-10 7-11 8-12 6-13 5-14,9,5,84790.0,,1395311346080.0,0-4 1-1 2-2 4-6 6-13 7-13 8-12 9-10 10-9 11-8,3 14,1395311261290.0,Submit,1-0 1-1 2-2 4-6 5-14 6-13 8-12 10-9 12-7 13-3,5 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उन्हें संगीतकार नौशाद ने पहले आप नाम की फ़िल्म में गाने का मौका दिया ।,music director naushad gave him the first opportunity to sing for the film named aap,1-1 2-2 4-6 6-13 7-11 8-12 10-9,1-0 0-1 1-1 2-2 2-3 3-4 4-6 12-7 12-8 10-9 11-9 12-9 13-9 14-9 11-10 7-11 8-12 6-13 5-14,9,5,292502.0,,1395388049446.0,1-0 1-1 2-2 4-6 6-13 8-12 10-9 11-8 11-10,3 7 9 14,1395387756944.0,Submit,0-4 1-1 2-2 4-6 5-14 6-13 8-12 10-9 12-7 13-3,5 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1940 के दशक से आरंभ कर 1980 तक इन्होने कुल 26000 गाने गाए ।,starting from 1940 to 1980 he had sung total 26000 songs .,0-2 6-4 9-8 10-9 11-10 13-11,0-0 0-1 0-2 7-3 6-4 9-8 8-9 10-9 12-9 11-10 13-11,1 2 3 4 5,5 6 7,140247.0,nice,1395333503758.0,0-2 6-4 9-8 10-9 11-10 13-11,unchanged,1395333363511.0,Submit,0-2 3-1 4-0 6-4 7-3 8-5 9-8 10-9 11-10 12-6 12-7 13-11,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1940 के दशक से आरंभ कर 1980 तक इन्होने कुल 26000 गाने गाए ।,starting from 1940 to 1980 he had sung total 26000 songs .,0-2 6-4 9-8 10-9 11-10 13-11,0-0 0-1 0-2 7-3 6-4 9-8 8-9 10-9 12-9 11-10 13-11,1 2 3 4 5,5 6 7,220844.0,,1395291493117.0,0-2 1-1 5-1 6-4 8-6 9-8 10-9 11-10 13-11,2 3,1395291272273.0,Submit,0-2 4-0 4-1 6-4 7-3 8-5 9-8 10-9 11-10 12-7 13-11,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उनकी सहायता के लिये पवन भी बहुत तेजी से चला ।,to help hanuman even the lord wind ran for his help,0-9 1-10 3-8 4-6,8-0 5-3 4-5 4-6 4-7 2-8 3-8 0-9 1-10,6 7 9 10,1 2 4,116524.0,,1395334746275.0,0-9 1-10 2-8 3-8 4-5 4-6 5-3 8-0 9-7,6 10,1395334629751.0,Submit,0-9 1-10 3-8 4-6 7-7,1 2 4
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उनकी सहायता के लिये पवन भी बहुत तेजी से चला ।,to help hanuman even the lord wind ran for his help,0-9 1-10 3-8 4-6,8-0 5-3 4-5 4-6 4-7 2-8 3-8 0-9 1-10,6 7 9 10,1 2 4,311295.0,,1395307744383.0,0-2 1-0 1-10 2-8 4-4 4-5 4-6 5-3 6-7 7-7 8-7,unchanged,1395307433088.0,Submit,0-9 1-1 1-10 3-8 4-6 9-7,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसका संगीत शंकर जयकिशन ने दिया था ।,this song was given by shanker jaikishan,1-1 2-5 3-6,0-0 1-1 2-5 3-6 4-6 5-6 6-6 7-6,,2 3 4,45930.0,,1395273677110.0,1-1 2-5 3-6 4-4 6-3,,1395273631180.0,Submit,0-0 1-1 2-5 3-6 5-3 6-2,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसका संगीत शंकर जयकिशन ने दिया था ।,this song was given by shanker jaikishan,1-1 2-5 3-6,0-0 1-1 2-5 3-6 4-6 5-6 6-6 7-6,,2 3 4,37436.0,,1395314753924.0,0-0 1-1 2-5 3-6 4-4,7,1395314716488.0,Submit,1-1 2-5 3-6 5-3 6-2,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कामेश्वर सिंह दरभंगा संस्कृत विश्वविद्यालय दरभंगा,kameshwar singh darbhanga sanskrit university,0-0 1-1 2-2 3-3 4-4,0-0 1-1 2-2 3-3 4-4,5,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कामेश्वर सिंह दरभंगा संस्कृत विश्वविद्यालय दरभंगा,kameshwar singh darbhanga sanskrit university,0-0 1-1 2-2 3-3 4-4,0-0 1-1 2-2 3-3 4-4,5,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बैजू बावरा के गानों ने रफ़ी को मुख्यधारा गायक के रूप में स्थापित किया ।,songs from the film baiju bawara has established rafi as a main stream singer .,0-4 1-5 5-8 10-9 12-7 14-14,1-1 2-2 1-3 0-4 1-5 2-5 3-5 4-6 12-7 13-7 5-8 6-9 9-9 10-9 11-9 10-10 7-11 8-13 14-14,,0 12,82899.0,,1395295978014.0,0-4 1-5 2-1 4-6 5-8 6-9 9-9 12-7 13-7 14-14,10 11,1395295895115.0,Submit,0-4 1-5 3-0 5-8 7-11 7-12 8-13 12-7 14-14,2 3 10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बैजू बावरा के गानों ने रफ़ी को मुख्यधारा गायक के रूप में स्थापित किया ।,songs from the film baiju bawara has established rafi as a main stream singer .,0-4 1-5 5-8 10-9 12-7 14-14,1-1 2-2 1-3 0-4 1-5 2-5 3-5 4-6 12-7 13-7 5-8 6-9 9-9 10-9 11-9 10-10 7-11 8-13 14-14,,0 12,179006.0,,1395229429568.0,0-4 1-5 2-1 4-1 5-8 6-9 9-9 10-9 11-9 12-7 13-7 14-14,,1395229250562.0,Submit,0-4 1-5 3-0 5-8 7-11 7-12 8-13 12-7 14-14,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रे मामा रे मामा - बच्चो का गीत,children song- oh mother oh mother,1-1,5-0 0-1 1-1 2-1 3-1 4-1 5-1 6-1 7-1 3-2 3-3 3-4 3-5,,,133748.0,,1395275975551.0,0-5 3-3 4-1,6,1395275841803.0,Submit,0-2 1-3 2-4 3-5 5-0 7-1,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रे मामा रे मामा - बच्चो का गीत,children song- oh mother oh mother,1-1,5-0 0-1 1-1 2-1 3-1 4-1 5-1 6-1 7-1 3-2 3-3 3-4 3-5,,,69076.0,,1395265284090.0,0-2 1-3 2-4 3-5,unchanged,1395265215014.0,Submit,5-0 6-0 7-1,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इंदिरा गाँधी अन्तर्राष्ट्रीय हवाई अड्डा,indira gandhi international airport,0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3,0-0 1-1 2-2 3-3 4-3,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इंदिरा गाँधी अन्तर्राष्ट्रीय हवाई अड्डा,indira gandhi international airport,0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3,0-0 1-1 2-2 3-3 4-3,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नगरों में भी लोग पारंपरिक रीति रिवाजों का पालन करते है तथा उनकी मान्यताएँ रुढिवादी है ।,in cities too people follow old traditions and there beliefs .,0-1 1-0 3-3 13-9 16-10,1-0 0-1 2-2 3-3 7-4 11-7 14-8 12-9 13-9 14-9 15-10 16-10,4 5 6 8 9 10,5 6,89118.0,,1395409608418.0,0-1 1-0 3-3 6-6 7-6 9-4 10-4 13-9 14-9 15-9 16-10,unchanged,1395408758462.0,Submit,0-1 1-0 2-2 3-3 4-5 5-6 8-4 11-7 12-8 13-9 16-10,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नगरों में भी लोग पारंपरिक रीति रिवाजों का पालन करते है तथा उनकी मान्यताएँ रुढिवादी है ।,in cities too people follow old traditions and there beliefs .,0-1 1-0 3-3 13-9 16-10,1-0 0-1 2-2 3-3 7-4 11-7 14-8 12-9 13-9 14-9 15-10 16-10,4 5 6 8 9 10,5 6,285730.0,,1395326006931.0,0-1 1-0 2-2 3-3 7-4 11-7 12-8 16-10,5 6 8 9 10 13 14 15,1395325320864.0,Submit,0-1 1-0 3-3 4-6 16-10,5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नई दिल्ली रेलवे स्टेशन,new delhi railway station,0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3,0-0 1-1 2-2 3-3,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नई दिल्ली रेलवे स्टेशन,new delhi railway station,0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3 0-0 1-1 2-2 3-3,0-0 1-1 2-2 3-3,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उधर भगवान सूर्य ने उन्हें अबोध शिशु समझकर अपने तेज से नहीं जलने दिया ।,the hot lord sun took for an innocent child and did not burn him .,0-1 1-2 2-3 5-7 11-11 12-12 14-14,0-0 0-1 1-2 2-3 3-4 5-5 5-6 4-7 5-7 6-7 7-7 8-7 9-7 6-8 7-9 7-10 11-11 12-12 12-13 14-14,10 13,,167446.0,,1395386904898.0,1-0 1-2 2-3 3-4 4-7 5-6 5-7 8-10 9-10 10-10 11-11 12-12 12-13 13-12 14-14,0,1395386737452.0,Submit,1-2 2-1 2-3 5-7 6-8 7-4 7-5 11-10 11-11 12-12 14-14,9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उधर भगवान सूर्य ने उन्हें अबोध शिशु समझकर अपने तेज से नहीं जलने दिया ।,the hot lord sun took for an innocent child and did not burn him .,0-1 1-2 2-3 5-7 11-11 12-12 14-14,0-0 0-1 1-2 2-3 3-4 5-5 5-6 4-7 5-7 6-7 7-7 8-7 9-7 6-8 7-9 7-10 11-11 12-12 12-13 14-14,10 13,,326003.0,,1395400626529.0,1-0 1-1 5-6 6-9 9-3 10-9 11-10 13-13 14-14,unchanged,1395400300526.0,Submit,1-2 2-3 5-7 6-8 7-4 8-5 11-11 12-12 14-14,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मनु जब चार वर्ष की थीं तब उनकी माँ की म्रत्यु हो गयी ।,when manu was four years old her mother passed away .,0-1 1-0 2-3 3-4 8-7 13-10,1-0 0-1 5-2 2-3 3-4 10-5 7-6 10-6 8-7 9-7 10-8 11-8 10-9 13-10,4 6 12,,98784.0,,1395332742786.0,0-1 1-0 2-3 3-4 3-5 7-6 8-7 9-7 10-8 10-9 11-8 12-8 13-10,4 6,1395332644002.0,Submit,0-1 1-0 2-3 3-4 5-2 8-7 13-10,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मनु जब चार वर्ष की थीं तब उनकी माँ की म्रत्यु हो गयी ।,when manu was four years old her mother passed away .,0-1 1-0 2-3 3-4 8-7 13-10,1-0 0-1 5-2 2-3 3-4 10-5 7-6 10-6 8-7 9-7 10-8 11-8 10-9 13-10,4 6 12,,78193.0,,1395236953380.0,0-1 1-0 2-3 3-4 4-5 5-2 7-6 8-7 9-7 10-8 10-9 11-9 13-10,6 12,1395236875187.0,Submit,0-1 1-0 2-3 3-4 8-7 13-10,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",परदा है परदा,veil &#44; there is a veil .,0-0 1-3,0-0 2-2 1-3 0-4 0-5 0-6,,1,100182.0,,1395275793610.0,0-0 1-2 1-3,,1395275693428.0,Submit,0-0 2-5,1 4 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",परदा है परदा,veil &#44; there is a veil .,0-0 1-3,0-0 2-2 1-3 0-4 0-5 0-6,,1,61177.0,,1395265367457.0,0-0 1-2 1-3,,1395265306280.0,Submit,0-0 1-3 2-5,1 4 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मुजफ्फरपुर प्राद्यौगिकी संस्थान मुजफ्फरपुर,muzaffarpur technology institute &#44; muzaffarpur,0-0 2-2 3-4,0-0 1-0 1-1 2-2 3-3 3-4,,,121335.0,,1395282813618.0,0-0 0-4 2-2 3-0 3-4,,1395282692283.0,Submit,0-0 1-1 2-2 3-4,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मुजफ्फरपुर प्राद्यौगिकी संस्थान मुजफ्फरपुर,muzaffarpur technology institute &#44; muzaffarpur,0-0 2-2 3-4,0-0 1-0 1-1 2-2 3-3 3-4,,,15175.0,,1395293630274.0,0-0 2-2 3-4,,1395293615099.0,Submit,0-0 1-1 2-2 3-4,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इधर पण्डितों ने जब यह बात सुनी तो उनके मनमें ईर्ष्या उत्पन्न हुई ।,here when the pundits heard this they felt envious .,1-3 3-1 4-5 10-8 13-9,3-1 1-2 0-3 1-3 2-3 4-5 9-7 5-8 6-8 7-8 8-8 9-8 10-8 11-8 12-8 13-9,,0 4 6,77224.0,,1395297772798.0,1-3 3-1 4-5 8-6 10-8 11-7 12-7 13-9,2 5 7 9,1395297695574.0,Submit,0-0 1-3 3-1 4-5 6-4 10-8 13-9,2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इधर पण्डितों ने जब यह बात सुनी तो उनके मनमें ईर्ष्या उत्पन्न हुई ।,here when the pundits heard this they felt envious .,1-3 3-1 4-5 10-8 13-9,3-1 1-2 0-3 1-3 2-3 4-5 9-7 5-8 6-8 7-8 8-8 9-8 10-8 11-8 12-8 13-9,,0 4 6,233385.0,,1395335816965.0,1-3 2-3 3-1 4-5 5-4 9-7 10-8 11-7 12-7 13-9,7,1395335583580.0,Submit,0-0 1-3 3-1 4-5 6-4 8-6 10-8 13-9,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मुंबई के बाद दिल्ली भारत के सबसे बड़े व्यापारिक महानगरो में से है ।,after mumbai &#44; delhi is one of the biggest commercial cities in india .,0-1 2-0 3-3 4-12 5-6 7-8 8-9 10-11 12-4 13-13,1-0 2-0 0-1 3-3 12-4 6-5 11-5 5-6 5-7 7-8 8-9 9-9 9-10 10-11 4-12 13-13,,2,106060.0,,1395333815172.0,0-1 2-0 3-3 4-12 7-8 8-9 10-11 11-5 12-4 13-13,unchanged,1395333709112.0,Submit,0-1 1-0 2-0 3-3 4-12 5-4 6-5 6-6 6-7 6-8 7-5 7-6 7-7 7-8 8-9 9-10 10-11 12-4 13-13,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मुंबई के बाद दिल्ली भारत के सबसे बड़े व्यापारिक महानगरो में से है ।,after mumbai &#44; delhi is one of the biggest commercial cities in india .,0-1 2-0 3-3 4-12 5-6 7-8 8-9 10-11 12-4 13-13,1-0 2-0 0-1 3-3 12-4 6-5 11-5 5-6 5-7 7-8 8-9 9-9 9-10 10-11 4-12 13-13,,2,42965.0,,1395327060800.0,0-1 1-0 2-0 3-3 4-12 5-5 5-6 5-7 6-8 7-8 8-9 10-11 11-5 12-4 13-13,unchanged,1395325829058.0,Submit,0-1 2-0 3-3 4-12 5-6 6-5 7-8 8-9 9-10 10-11 12-4 13-13,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके दक्षिण में तराई उपक्षेत्र है जो प्रायः दलदली है ।,there is sub-region in south of this which is mainly daldali .,0-0 1-4 2-3 4-2 5-1 6-7 8-10 9-8 10-11,0-0 5-1 3-2 4-2 2-3 1-4 6-7 9-8 8-9 7-10 8-10 10-11,,5 6,99352.0,,1395337850478.0,1-4 2-3 4-2 5-1 6-7 8-10 9-8 10-11,unchanged,1395337751126.0,Submit,0-6 1-4 2-3 4-2 5-1 6-7 7-9 8-10 9-8 10-11,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके दक्षिण में तराई उपक्षेत्र है जो प्रायः दलदली है ।,there is sub-region in south of this which is mainly daldali .,0-0 1-4 2-3 4-2 5-1 6-7 8-10 9-8 10-11,0-0 5-1 3-2 4-2 2-3 1-4 6-7 9-8 8-9 7-10 8-10 10-11,,5 6,93604.0,,1395308214796.0,0-0 1-4 2-3 3-2 4-2 5-1 6-7 7-9 8-10 9-8 10-11,unchanged,1395308121192.0,Submit,0-0 1-4 2-3 4-2 5-1 6-7 8-10 9-8 10-11,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",प्रशासनिक व्यवस्था,administrative system,0-0 1-1,0-0 1-1,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",प्रशासनिक व्यवस्था,administrative system,0-0 1-1,0-0 1-1,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",तुलसिदास चंदन घिसें तिलक देत रघुबीर ॥,tulsidas chandan tilak ret dhisean raghubir,3-2 6-5,0-0 2-1 3-2 4-3 5-4 6-5,1,,85354.0,,1395290883671.0,3-2 4-3,6,1395290798317.0,Submit,0-0 1-1 2-4 3-2 5-5,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",तुलसिदास चंदन घिसें तिलक देत रघुबीर ॥,tulsidas chandan tilak ret dhisean raghubir,3-2 6-5,0-0 2-1 3-2 4-3 5-4 6-5,1,,92820.0,,1395299749447.0,3-2,6,1395299656627.0,Submit,0-0 1-1 2-4 3-2 4-3 5-5,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमान जी की मूर्ति,the statue of lord hanuman,0-4 2-2 3-1,2-0 3-1 2-2 3-3 0-4 1-4,,,7680.0,,1395282899047.0,0-4 1-4 2-0 2-2 3-1,unchanged,1395282891367.0,Submit,0-4 2-2 3-1 3-3,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमान जी की मूर्ति,the statue of lord hanuman,0-4 2-2 3-1,2-0 3-1 2-2 3-3 0-4 1-4,,,70827.0,,1395278132911.0,0-4 1-4 2-2 3-1,,1395278062084.0,Submit,0-4 2-2 3-1 3-3,0
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यह भारत का अतिप्राचीन नगर है ।,this is a primeval city of india .,0-0 1-6 2-5 3-3 4-4 5-1 6-7,0-0 5-1 3-2 3-3 4-4 2-5 1-6 6-7,,,52197.0,,1395285065330.0,0-0 1-6 2-5 3-3 4-4 5-1 6-7,,1395285013133.0,Submit,0-0 1-6 2-5 3-3 4-4 5-1 6-7,2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यह भारत का अतिप्राचीन नगर है ।,this is a primeval city of india .,0-0 1-6 2-5 3-3 4-4 5-1 6-7,0-0 5-1 3-2 3-3 4-4 2-5 1-6 6-7,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली में राजपूतों का शासनकाल ९००-१२०० इसवीं तक माना जाता है ।,the reign of rajput &amp;apos;s in delhi is considered to be from 100-1200 ad,0-6 1-5 3-4 6-12 8-8 10-7,3-4 1-5 0-6 10-7 8-8 9-8 7-9 8-10 6-11 4-12 5-12 6-12 6-13,2 11,0 1 2 3,123662.0,,1395322391101.0,0-6 1-5 2-4 4-0 6-13 8-8 9-8 10-7,11,1395322267439.0,Submit,0-6 1-5 2-3 3-2 4-1 5-12 7-9 8-8 10-7,10 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली में राजपूतों का शासनकाल ९००-१२०० इसवीं तक माना जाता है ।,the reign of rajput &amp;apos;s in delhi is considered to be from 100-1200 ad,0-6 1-5 3-4 6-12 8-8 10-7,3-4 1-5 0-6 10-7 8-8 9-8 7-9 8-10 6-11 4-12 5-12 6-12 6-13,2 11,0 1 2 3,106636.0,,1395293831260.0,0-6 1-5 3-4 4-0 8-8 8-10 9-8 10-7,11,1395293357712.0,Submit,0-6 1-5 2-3 3-2 4-1 5-12 6-13 7-9 8-8 10-7,11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अप्रैल में गृष्म ऋतु का आरंभ होता है जो जुलाई के मध्य तक रहता है ।,summer season starts from april which remains till the mid of july .,0-4 2-0 3-1 8-5 9-11 10-10 11-9 12-7 13-6 15-12,1-0 2-0 3-1 2-2 4-2 5-2 6-2 7-2 2-3 0-4 8-5 13-6 14-6 12-7 10-8 11-9 10-10 9-11 15-12,,,97471.0,,1395298241345.0,0-4 1-3 2-0 3-1 6-2 7-2 8-5 9-11 10-10 11-9 12-7 13-6 14-6 15-12,4,1395298143874.0,Submit,0-4 2-0 3-1 5-2 8-5 9-11 10-10 11-9 12-7 13-6 15-12,8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अप्रैल में गृष्म ऋतु का आरंभ होता है जो जुलाई के मध्य तक रहता है ।,summer season starts from april which remains till the mid of july .,0-4 2-0 3-1 8-5 9-11 10-10 11-9 12-7 13-6 15-12,1-0 2-0 3-1 2-2 4-2 5-2 6-2 7-2 2-3 0-4 8-5 13-6 14-6 12-7 10-8 11-9 10-10 9-11 15-12,,,141454.0,,1395305850178.0,0-4 1-3 2-0 3-1 4-2 6-2 7-2 8-5 9-11 10-8 11-9 12-7 13-6 14-6 15-12,unchanged,1395305708724.0,Submit,0-4 2-0 3-1 5-2 8-5 9-11 11-9 12-7 13-6 15-12,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",निम्न स्थल पटना के महत्वपूर्ण दार्शनिक स्थल हैं :,following are the important sight-seeing places of patna .,0-0 2-7 3-6 4-3 5-4 7-1,0-0 7-1 3-2 4-3 5-4 6-4 6-5 3-6 2-7 8-8,1,,19425.0,,1395339057954.0,0-0 2-7 3-6 4-3 5-4 7-1 8-8,1,1395339038529.0,Submit,0-0 2-7 3-6 4-3 5-4 6-5 7-1,2
