Title,Description,Keywords,orig_sent_id_1,orig_sent_1,orig_sent_id_2,orig_sent_2,orig_sent_id_3,orig_sent_3,orig_sent_id_4,orig_sent_4
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1465,"Andrew ""Andy"" Murray (born 15 May 1987) is a Scottish professional tennis player.",1466,"In the early 1920s Honegger shot to fame with his ""dramatic psalm"" Le Roi David (""King David""), which is still in the choral repertoire.",1467,"Will & Grace became a ratings success, and Messing gained renown.",1468,"22 Kalliope (,) is a large main belt asteroid of the M-type, discovered by J. R. Hind on November 16, 1852."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",785,Moundou is situated on one of the main roads in southern Chad.,786,"While pipelining can in theory increase performance over an unpipelined core by a factor of the number of stages (assuming the clock frequency also scales with the number of stages), in reality, most code does not allow for ideal execution.",787,"A butler's tray often has a gallery, or deeper surround, handles on the short sides to facilitate carrying (usually cut into the surround), and a portable stand with folding legs.",788,In 1983 Moyet and Clarke decided to disband Yazoo.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1509,Microsoft Windows includes an implementation of SSL and TLS as part of its Secure Channel package.,1510,"The forecasters then stated that Franklin could ""attain and maintain hurricane strength"" and make a close approach to Bermuda.",1511,"In Shinto worship, the kami are invited to leave Takama-ga-hara and enter a shrine or some other purified place.",1512,Direct mechanical power transmission required that industries using hydropower had to locate near the waterfall.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1961,It is one of the most historic motor racing circuits in the world.,1962,"Lisa Donovan (born June 11, 1981) is an American actress and writer.",1963,Howell County is a county located in South Central Missouri in the United States.,1964,"The show followed the lives of a group of teenagers living in the upscale, star-studded community of Beverly Hills, California and attending the fictitious West Beverly High School and, subsequently, the fictitious California University after graduation."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",605,"In 1939, singer Marian Anderson was denied permission to perform in the Constitution Hall in Washington, because of her race.",606,"In computing, Kivio is free diagramming software that is part of KOffice, an integrated office suite for KDE.",607,"Mørk holds a Professorship at the Norwegian Academy of Music, Oslo.",608,Rawalpindi is also the military headquarters of the Pakistan Armed Forces and also served as the nation's capital while Islamabad was being constructed in the 1960s.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",773,"Sir James Chadwick, CH, FRS (20 October 1891 24 July 1974) was an English physicist and Nobel laureate in physics awarded for his discovery of the neutron.",774,The predominant source of magnesium is dolomite (CaMg (CO3) 2).,775,"However, the Advanced Encryption Standard now receives more attention.",776,"Solid metallic hydrogen consists of a crystal lattice of atomic nuclei (namely, protons), with a spacing which is significantly smaller than a Bohr radius."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1461,"Pethidine is also relatively contraindicated for use when a patient is suffering from liver, or kidney disease, has a history of seizures or epilepsy, has an enlarged prostate or urinary retention problems, or suffers from hypothyroidism, asthma, or Addison's disease.",1462,"When wells are lost to pollution, there is no town water which can be brought in because the town government has no wells of its own.",1463,"Cherryade was first produced in the 19th century, along with other beverages such as limeade and ginger beer, which had come about due to the popularity of lemonade.",1464,"In 1998, he performed opposite Uma Thurman in the off-Broadway production of Le Misanthrope."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1541,"The candy cane is a traditional candy surrounding the Christmas holiday, particularly in the Western world, although it is possible to find them throughout the year.",1542,Oyez derives from the Anglo-Norman word for listen.,1543,A cocktail is a style of mixed drink.,1544,"The 1974 Atlantic hurricane season officially began on June 1, 1974, and lasted until November 30, 1974."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1253,Nearctic (1954 1973) was an Canadian-bred Hall of Fame Thoroughbred racehorse.,1254,"Due to the lack of major effects from Hurricane Cindy, the name was not retired by the World Meteorological Organization and will be on the list of names for the 2011 season.",1255,"Climate Tibooburra has an arid, desert climate with temperatures soaring above 40 ° Celsius (104 ° F) in summer, often reaching as high as 47 ° C (117 ° F).",1256,"Thirdly, for some color blind people, color can only be distinguished if there is a sufficient ""mass"" of color: thin lines might appear black while a thicker line of the same color can be perceived as having color."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",137,Description Pack rats are prevalent in the deserts and highlands of western United States and northern Mexico.,138,The Parlement law courts of ancien régime France are established.,139,"Wilbur repays Charlotte by bringing home with him the sac of eggs (her ""magnum opus"") she had laid at the fair before dying.",140,She aided Theseus in overcoming the Minotaur and later became the bride of the god Dionysus.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",365,"Anglo-Saxon buildings in Britain were generally simple, constructed mainly using timber with thatch for roofing.",366,"The dominant food species were equines (Equus ferus) and Red Deer (Cervus elaphus) although other mammals ranging from hares to mammoth were also hunted, including rhino and hyena.",367,"Such near-perihelion oppositions occur on a regular cycle every twenty-two years, with the last occurring in 1991 and the next in 2013.",368,"Acting career Chase's big break came later in 2002 when she won the lead role as the voice of a Hawaiian girl, Lilo Pelekai, in the Disney animated feature, Lilo & Stitch."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1957,"When animals or people freerun, experiments can be done to see what sort of signals, known as zeitgeber, are effective in entrainment.",1958,Psyche appears to be a genuine case of an exposed metallic core from a larger differentiated parent body.,1959,Chess boxing fights have been organized since early 2003.,1960,The Big Mac PPP exchange rate between two countries is obtained by dividing the price of a Big Mac in one country (in its currency) by the price of a Big Mac in another country (in its currency).
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",993,In 1975 these two districts were merged to form today's district.,994,"This includes all natural and human accidents and errors and is calculated over roughly 160,000 Shinkansen trips completed.",995,A final violent confrontation with police took place at Glenrowan.,996,"The subunguis is the softer, flaky underside layer whose grain is parallel to the direction of growth."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",281,The third digit designates the government district (in areas without government districts a zero is used instead).,282,"Vedic Soma In the Vedas, Soma is portrayed as sacred and as a god (deva).",283,January 30 Indian pacifist and leader Mahatma Gandhi is assassinated by Nathuram Godse.,284,"She first gained popularity in Playboy, becoming the 1993 Playmate of the Year."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1369,"The Boosh soon produced three stage shows - The Mighty Boosh (1998), Arctic Boosh (1999) and Autoboosh (2000) - all of which were taken to the Edinburgh Fringe.",1370,"Pittsburg is a city located in Camp County, Texas.",1371,Previous versions were based on Knoppix.,1372,"Goya submitted entries for the Royal Academy of Fine Art in 1763 and 1766, but was denied entrance."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1905,"The Fert group first saw the large effect in multilayers that led to its naming, and first correctly explained the underlying physics.",1906,"The album was fueled by the single ""Fat Lip"", which reached the top position on the Billboard Modern Rock chart, making it the band's most successful single.",1907,"His baptism followed on May 3 in the river Lark, at Isleham.",1908,"A night shift is either a group of workers who work during the night, or the period in which they work."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1785,"It fared much better than The Rocker, opening at # 2.",1786,The last Mummy film grossed over $102 million in the USA and over $400 million worldwide.,1787,"It has a composition similar to 1 Ceres: a darkly colored surface that is heavily space weathered with the composition of primitive organic compounds, including tholins.",1788,"Of the seven candidates, he topped each of the four straw polls conducted by the United Nations Security Council: on 24 July, 14 September, 28 September, and 2 October."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1629,"Together they had 18 children, of whom 11 survived to adulthood.",1630,"As of 2005, the Schools were: Cognitive Science (CS): includes linguistics, most psychology, some philosophy, neuroscience, and computer science.",1631,"Simplification By far the most common form of language reform, simplification involves spelling simplification (cf.",1632,"Early life Picasso was baptized Pablo Diego José Francisco de Paula Juan Nepomuceno María de los Remedios Crispiniano de la Santísima Trinidad, a series of names honouring various saints and relatives."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1229,"2003 – 2005 In 2003, he played a villainous role in the third installment of the Spy Kids trilogy Spy Kids 3 - D: Game Over which was a huge box office success (almost $200 million worldwide).",1230,"Following the death of Schidlof from a heart attack in 1987, the Amadeus Quartet disbanded.",1231,Live at Wembley '86 is a double compact disc live album by English rock band Queen.,1232,It is the fourth and final novel in his Hyperion Cantos fictional universe.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",25,The author (s) and publisher (s) of the Document do not by this License give permission to use their names for publicity for or to assert or imply endorsement of any Modified Version.,26,"The British Rail Class 91 is a class of 140 mph (225 km / h), 4.54MW / 6,300 hp electric locomotives ordered as a component of the East Coast Main Line modernisation and electrification programme of the late 1980s.",27,"The premiere received a 2.79 rating, making it the highest rated show on cable in its time slot.",28,There are claims that thousands of people were impaled at a single time.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",697,"Empoli is on the main railway line from Florence to Pisa, and is the point of divergence of a line to Siena.",698,"Out of 18,217 participants in the national casting, she was chosen among the 19 candidates to appear on the TV show.",699,"Two stellar occultations by Psyche have been observed (from Mexico on March 22, 2002, and another on May 16, 2002).",700,"An earlier incarnation of the Wheat Kings played for the Stanley Cup in 1904, but lost to the Ottawa Senators."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1309,"He is a member of the Austrian writers' associations Grazer Autorenversammlung (GAV) GAV members' list, entry about Klaus Ebner, retrieved on 2009 - 02 - 12.",1310,The Hubble Space Telescope observed Fortuna in 1993.,1311,"In some videos, the woman may demand that her ""straight"" husband or boyfriend perform sex acts with the other man as ""punishment"" for infidelity (see Cuckold).",1312,"The album featured a greater creative input from the quartet, although they still relied on a heavyweight production crew including Rodney Jerkins, Missy Elliott, Chad Elliot, and Dwayne Wiggins of Tony!"
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1553,"Gorani avoids discussing her political and religious views, citing the need for professional neutrality.",1554,"Alcazar have taken part in Melodifestivalen, the annual competition that selects Sweden's entries for the Eurovision Song Contest, on numerous occasions.",1555,"Rainfall comes only 2 - 3 times a year, never exceeding 20 mm.",1556,"The Wakker Prize (in German: Wakkerpreis, in French Prix Wakker, in Italian Premio Wakker) is awarded annually by the Swiss Heritage Society to a Municipality of Switzerland for the development and preservation of its architectural heritage."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1161,The females have the unique ability to delay birth of their baby until their previous Joey has left the pouch.,1162,The Manchu ethnicity has largely been assimilated with the Han Chinese.,1163,"Clinical trials with ALS patients showed that Riluzole lengthens survival by several months, and may have a greater survival benefit for those with a bulbar onset.",1164,"He said he would attend a third questioning session soon upon his return to Israel ""."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",413,"Geography Unna is situated on the route of an ancient salt-trading route, the Hellweg road.",414,"Games released by Sunflowers include the Anno series (Anno 1602, Anno 1503, and Anno 1701), Black Sea Studios' Knights of Honor and SEK's ParaWorld.",415,"Consequently, he purposely filmed scenes with actors on the extreme edge of both sides so that they could only be shown in widescreen.",416,"Hence, this system is not an official tropical or subtropical cyclone of the 2006 Pacific hurricane season."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1965,In the Middle Ages the region profited from the vicinity of the wealthy Hanseatic city of Rostock.,1966,"Stallman pioneered the concept of copyleft and is the main author of several copyleft licenses including the GNU General Public License, the most widely used free software license.",1967,"It was a deliberate pursuit of simplicity and economy for the Disney studio, and is now generally regarded as a classic of animation.",1968,In 1871 the fortification received an additional barracks.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",557,It also featured original ECW talent.,558,"The city's Inca architecture, however, withstood the earthquake.",559,"Jedin, 138 By specifying Catholic doctrine on salvation, the sacraments, and the Biblical canon, the Council was answering Protestant disputes.",560,"Turkestan (literally meaning ""Land of the Turks"") is a region in Central Asia, which today is largely inhabited by Turkic peoples."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",29,"The name ""hornet"" is used for this and related species primarily because of their habit of making aerial nests (similar to the true hornets) rather than subterranean nests.",30,"In 1589, salt began to be made in Sunderland.",31,"Some trails are designated as nature trails, and are used by people learning about the natural world.",32,"In August 2007, Hager was reassigned to Florida Championship Wrestling, where he began a feud with TJ Wilson."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",533,His team had been vanquished in two consecutive games by the Montreal Canadiens in 1929 – 30.,534,"This was a quite sensitive topic at the time, since Poland was concerned that someday a German government would seek to reclaim some of this traditionally Germany territory given to Poland after World War II.",535,"Many of these officers were black and had a fear that as they blended in very well they would be mistaken for a criminal by other police officers, especially in case of drawing their gun in an emergency.",536,The Alabama state legislature formed additional counties from former Indian lands as the Indian Removal Act took effect and settlers populated different areas of Alabama.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1973,"Working extensively with the BBC, Ross has presented The Film programme since 1997, his own chat show, Friday Night with Jonathan Ross since 2001, and a radio show on BBC Radio 2 beginning in 1999.",1974,Her death from leukaemia in 1998 was a shock to the nation and her family.,1975,It is not one of the five Nobel Prizes established by the will of Alfred Nobel in 1895.,1976,Tropical Storm Ana was the only tropical cyclone on record in the Atlantic basin during the month of April.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1289,It was discovered in 1949 by Walter Baade.,1290,Etymology Tirunelveli is also called Nellai.,1291,44 - 47 The plans allow for the long-term replacement of the bus network by rail-based transportation as the primary mode of public transportation.,1292,Montero gave her first public performance at the age of five.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1,"Adjacent counties are Marin (to the south), Mendocino (to the north), Lake (northeast), Napa (to the east), and Solano and Contra Costa (to the southeast).",2,A Georgian inscription around the drum attests his name.,3,"They would later return to the revived series in the 2008 Christmas Special ""The Next Doctor"", introducing two new variants of the race; the Cyber-Shades and the Cyber-King.",4,"Jameson's autobiography, How to Make Love Like a Porn Star: A Cautionary Tale was published August 17, 2004."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",945,"Peter Richardson then negotiated a deal for six self-contained half-hour films, using the group as comedy actors rather than stand-up performers.",946,Roseanne is an American sitcom broadcast on ABC from 1988 to 1997 starring Roseanne Barr.,947,"Rather than focus solely on mainstream acts, Revolver introduces many acts that are not played on the radio or on MTV.",948,"It is a strategy of problem-solving relying on ""appeals"" rather than coercion."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",765,"Helene was a long-lived Cape Verde-type hurricane that formed in the extreme southeastern part of the North Atlantic Ocean, peaking as a Category 3 hurricane on the Saffir-Simpson hurricane scale as it traversed the central Atlantic.",766,Carolus Linnaeus and other scientists of his time also considered the great apes to be the closest relatives of human beings due to morphological and anatomical similarities.,767,"The archetypal pencil may have been the stylus, which was a thin metal stick, often made from lead and used for scratching in papyrus, a form of early paper.",768,"Religion Despite the name of the band, the members do not consider themselves antitheist."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1493,"The team relocated from Houston to the state of Tennessee in 1997, first playing in Memphis for one season before moving to Nashville.",1494,"A punt is a flat-bottomed boat with a square-cut bow, designed for use in small rivers or other shallow water.",1495,The electromagnetic spectrum is the range of all possible frequencies of electromagnetic radiation.,1496,Prime lenses usually have a larger maximum aperture (smaller f-number) than zoom lenses.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1925,Italians know it for hosting a maximum-security prison (1858 - 1998) holding especially dangerous Mafia criminals.,1926,In 1845 it joined the United States as the 28th state.,1927,"In other media Aquaman has appeared in multiple cartoon series, as well as a live action version appearing in the TV series Smallville.",1928,Mark Schatz has played bass regularly with the group since 2003.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",597,"Banding features continued to organize as the system slowly strengthened, and on August 23 Debby attained a peak intensity of 50 mph (85 km / h) over the open waters of the Atlantic Ocean.",598,"While there he meets a young half-black boy by the name of Arthur Stuart, the son of a slave and a slave-owner who has been adopted by the owners of the local guesthouse.",599,"RIAA Website Although total worldwide album sales are not calculated by any single entity, as of 2004 several industry sources estimated Rush's total worldwide album sales at over 40 million units.",600,"Unusually, the publishers of winning works are honored with a certificate."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",53,"Iron Maiden, released on April 14, 1980, is the debut album by heavy metal band Iron Maiden.",54,"The Vezina Trophy is awarded annually to the National Hockey League's goaltender who is ""adjudged to be the best at this position"".",55,"It was discovered by a team of astronomers from the University of Hawaii led by Scott S. Sheppard in 2000, and given the temporary designation.",56,"Hydra appears to be spectrally neutral like Charon and Nix, though Pluto is reddish."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1825,Furthermore it is the episcopal see of the Diocese of Växjö.,1826,"Background DES uses a 56 - bit key, meaning that there are 256 possible keys under which a message can be encrypted.",1827,"Honduras (,) is a republic in Central America.",1828,Two tubes of amphetamines and a further empty tube were found in the rear pocket of his racing jersey.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",105,This has the advantage of evenly distributed spatial resolution without singularities (i. e. the poles) at the expense of somewhat greater numerical difficulty.,106,"One winter night, she was left alone while her son and his wife went to a basketball game.",107,"Since then, the medal has been awarded 1,356 times to 1,353 individual recipients.",108,"Justification is seen by Protestants as being the theological fault line that divided Roman Catholic from Protestant during the ReformationFor example, Kurt Aland, A History of Christianity, vol."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",817,"Individual songs from some of the operettas have become standards, notably ""Vilja"" from The Merry Widow and ""You Are My Heart's Delight"" (""Dein ist mein ganzes Herz"") from The Land of Smiles.",818,The fourth and fifth digits designate the number of the urban area (in a district-free city) or the district (in a city with districts).,819,The following is a list of the 339 communes of the Ardèche département in France.,820,Palestinian voters in the Gaza Strip and the West Bank including East Jerusalem were eligible to participate in the election.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",49,He was holidaying in Germany the following summer when World War I broke out.,50,"In order to accomplish their objective, surveyors use elements of geometry, engineering, trigonometry, mathematics, physics, and law.",51,"Given their low metabolic rate and the low density of prey at such depths, Vampire Squid must use innovative predator avoidance tactics in order to conserve energy.",52,In the 1950s Camus devoted his efforts to human rights.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1057,It is an interesting genre since it incorporates both American rock and Pakistani Classical music.,1058,A road number is often assigned to a stretch of public roadway.,1059,"One famous example is his Sudarium of Saint Veronica (1649), an engraving of the face of Jesus made from a single spiraling line that starts at the tip of Jesus's nose.",1060,"She made her debut in Series 3's ""Smith and Jones"", broadcast in the UK on 31 March 2007."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1377,"Moderate flooding was reported in Acapulco, resulting in mudslides in some areas.",1378,"However, some lemurs do possess toilet-claws.",1379,"Streets were designated ""East"" or ""West"" if they crossed James Street or Highway 6.",1380,"A first language (also mother tongue, native language, arterial language, or L1) is the language a human being learns from birth."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",345,"It is the fastest growing census division in Canada, expected to surpass 1.5 million residents by 2031.",346,She is the younger sister of singer / songwriter Britney Spears.,347,"Rick is portrayed as unlikeable and so self-absorbed that he believes he is the ""most popular member of the flat"" even though his housemates hate him.",348,"Taxis are available from hotels and a taxi rank on Presidential Way, North of City Centre Shopping Centre."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1689,"In The Tomb of the Cybermen (1967), veins and brains were visible through the domed head of the Cyberman Controller and similarly, in Attack of the Cybermen (1985) and ""The Age of Steel"" (2006), the Cyber-Controller's brain is visible through the dome.",1690,"In the case of asteroids, so many have been discovered that many will never be named by their discoverers.",1691,The color has been speculated to be due to organic compounds on its surface.,1692,"Convection increased on August 11, and by August 12 the interaction between a tropical wave and an upper-level low in the area resulted in a large area of disorganized thunderstorms extending from the western Caribbean Sea into the central Bahamas."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1189,Many women begin their careers in adulthood.,1190,"Kevin Ferguson (born February 8, 1974), better known as Kimbo Slice, is a Bahamian-American mixed-martial arts fighter.",1191,To the north the canton is bounded by the Swiss cantons of Vaud and Bern; the cantons of Uri and Ticino lie to its east.,1192,"South Somerset is a local government district in Somerset, England."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1181,"Progress in developing the TAR was hindered by political and economic obstacles throughout the 1960s, 1970s and early 1980s.",1182,"1263 - The chieftains of the eastern part of Iceland become the last to pledge fealty to the Norwegian king, bringing a more complete end to the Icelandic Commonwealth and the Icelandic civil war.",1183,"Originally made for the Apple II, they were later ported to other platforms.",1184,"John Lennon and Yoko Ono conduct their Bed-In at the Queen Elizabeth Hotel in Montreal, Quebec."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1573,"Ofelia's stepfather, the Falangist Captain Vidal, viciously hunts the Spanish Maquis, guerrillas who fight against the Franco regime in the region, while Ofelia's pregnant mother grows increasingly ill.",1574,"On a larger scale, mitotic cell division can create progeny from multicellular organisms, such as plants that grow from cuttings.",1575,A change to this law had been considered until Princess Kiko gave birth to a son.,1576,The goaltender uses this glove to deflect shots.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",205,It has a shaving head consisting of cutters that cut off the hair entering the head of the razor at skin level.,206,"Bartolo believes that the Count has been arrested, but Almaviva only has to mention his name to the officer to be released.",207,"Apparently after her death, Shah Jahan went into secluded mourning for a year.",208,"Since its creation, the distribution has become very different from Slackware in most regards while still maintaining compatibility with its binary packages."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",573,"The first minaret was constructed in 665 in Basra during the reign of the Umayyad caliph Muawiyah I. Muawiyah encouraged the construction of minarets, as they were supposed to bring mosques on par with Christian churches with their bell towers.",574,He was offered a Fulbright scholarship in 1965 to study in the United States.,575,The clinic was very modern and remained in the control of the Binswanger family for nearly 120 years.,576,"The show expanded from a half-hour in length to one hour starting on December 1, 1975."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1569,Punk rock has distinguished itself from other non-mainstream genres by self-asserting an active anti-mainstream social movement that resists commercialism and corporate control.,1570,All other subjects may be sat in either Ordinary or Higher Levels.,1571,From 1978 until 2000 it was an independent municipality.,1572,"It consists of the Royal Australian Navy, the Australian Army, the Royal Australian Air Force and a number of 'tri-service' units."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1705,"Before Snow White, the Disney studio had been primarily involved in the production of animated short subjects in the Mickey Mouse and Silly Symphonies series.",1706,Strength of the bond The atoms in metals have a strong attractive force between them.,1707,"History Arch Mineral Corporation was founded in 1969 as a partnership between Ashland Oil (now Ashland, Inc.) and the Hunt family of Dallas, Texas.",1708,The term Dakshinachara (Right-Hand Path) is used to refer to Tantric sects that do not engage in these heterodox practices.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1789,"Approximately 1,100 mud volcanoes have been identified on land and in shallow water.",1790,"In particular, Linux distributions Debian and Ubuntu have provided ready-to-use openclipart packages for easy download and install from their online software repositories.",1791,"Some of the computer models suggested the weakening tropical storm could be absorbed by a developing low to the west, which a few days later became Hurricane Epsilon.",1792,"She is an acclaimed interpreter of the works of Mozart, Beethoven, Schubert, Chopin, Debussy and Schoenberg."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",357,"Edo consequently rapidly grew from what had been a small, virtually unknown fishing village in 1457 to a metropolis with an estimated population of 1,000,000 by 1721, the largest city in the world at the time.",358,They were built mainly by nations like Germany during World War II to protect important industries from aerial bombardment.,359,A pestilence is any virulent and highly infectious disease that can cause an epidemic or even a pandemic.,360,"Monica Samille Lewinsky (born July 23, 1973) is an American woman with whom then-United States President Bill Clinton admitted to having had an ""improper relationship"" while Lewinsky worked at the White House in 1995 and 1996."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",425,"In 1847 parts of Caldwell County, Iredell County, and Wilkes County were combined to form Alexander County.",426,Much of the ministry of Jesus occurred on the shores of Lake Galilee.,427,"About 2,000 to 3,000 cocoons are required to make a pound of silk.",428,"International English Language Testing System, is an international standardised test of English language proficiency."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1597,Several of her songs have been featured in anime and drama series.,1598,"The Festspielhaus also features a double proscenium, which gives the audience the illusion that the stage is further away than it actually is.",1599,"The Apostles' Creed, as well as other baptismal creeds, is esteemed as an example of the apostles' teachings and a defense of the Gospel of Christ.",1600,"Another, ""Loveliest of Trees"", is the basis for his 1912 orchestral rhapsody, also called A Shropshire Lad."
