Title,Description,Keywords,exp_path,exp_link,object_type,Answer.commentbox,Answer.instruction,Answer.video_hard,Answer.video_not_shown
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01432,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01432,Bread,{},Smack object lightly into side of refrigerator,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00512,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00512,CellPhone,{},move the object left and then forcefully throw it at the wall,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01560,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01560,Apple,{},move the object to the left and up then toss it towards the cabinet,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01528,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01528,ButterKnife,{},Slide the object on top of the microwave toward the backsplash.,True,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00755,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00755,Pot,{},Nudge the pot on the right burner so it moves just a bit.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01842,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01842,Book,This video was only 2 sec. and hard to tell what was happening. I took my best guess given the three videos.,Slide the object that is sitting on the desk behind the computer slightly to the right.,True,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/02303,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/02303,WineBottle,{},move the object forward and drop it on the lettuce,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/00283,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/00283,Mug,{},Lift the object in front of the white table and drop it.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/00005,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/00005,Bowl,{},Smack the object forward so it hits the fruit.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01638,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01638,RemoteControl,{},Rotate to the right and throw the object forward with just a bit of force,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/01502,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/01502,Vase,{},"Pick up the object, raise it up above the box, then release it.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00296,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00296,Pillow,{},move the object down and then toss it at the trash can,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00380,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00380,Statue,{},"Turn left, then up, then right, then up, then throw object at the wall near the left side of the left chair.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/02367,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/02367,TissueBox,{},forcefully slide the object into the lamp,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00228,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00228,RemoteControl,{},Lift the object up and forward then throw it towards the left corner of the television and wall.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/00704,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/00704,SoapBottle,{},Pull the object left and toward you.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01398,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01398,HousePlant,{},push the object to the right,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00186,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00186,AlarmClock,{},"Lift object up and to the left, throw object at left side of headboard just above left edge of left pillow",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/01504,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/01504,Fork,{},Push the object to the south.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00193,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00193,Mug,{},Toss the object to the cieling.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01844,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01844,CellPhone,{},pull the object towards the south west,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00359,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00359,Pillow,{},Push the object until it's at the edge of the table facing the door.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00642,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00642,WateringCan,{},"Pick up the object, turn to the right, look up, then throw it at the window",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01979,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01979,Pillow,{},slide pillow gently to the head board and then to the right,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/02334,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/02334,Bowl,{},there is no video,,True
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/00344,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/00344,Plate,{},take object turn left and toss it towards the wall just to the right of the triangular shelf.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01172,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01172,CreditCard,{},"Pick up the object, turn to the left, then throw it at the lamp",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/00954,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/00954,Mug,{},pick up the object and turn slightly to the left before raising it and then tossing it at the light,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01872,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01872,Box,{},Rotate to the right until the object is lined up with the doorway and then throw the object into the corner to the left of the doorway.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00399,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00399,Newspaper,{},Push the object to the right under the book.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/02966,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/02966,Bowl,{},Pick up the object and throw it straight up,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/01375,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/01375,Pan,{},Pull the object backward across the counter until it is in front of the loaf of bread.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/02599,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/02599,CellPhone,{},"grab object and turn right to face the trash can, then look down to see the opening of the trash can, and hurl the object to it",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00649,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00649,Pillow,{},Slide the object with some force toward the left side of the bed and into the area out of sight to the left.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00330,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00330,Pillow,{},move the object forward on the couch,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00414,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00414,Pillow,{},Push the object into the back of the couch.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01925,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01925,DeskLamp,{},pick up the object and throw it end over end towards and against the book shelf,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00063,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00063,Laptop,{},Raise the object slightly and throw it in the direction of the coffee table.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00116,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00116,Tomato,{},Take object out of the sink and toss it over to the left of the sink counter.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00035,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00035,HousePlant,{},No action was seen in the video,True,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00272,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00272,KeyChain,{},Rotate slightly to your left until the object is in line with a remote control on a coffee table.  Now gently lower the object,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/00290,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/00290,ButterKnife,{},Push the object off of the ledge,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/01233,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/01233,Cup,{},THe object rotates to the right and is thrown forward. The object falls to the ground.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00096,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00096,Tomato,{},Roll the object forward then roll it again more forcefully to the northeast.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00831,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00831,KeyChain,{},"grab object, look up a bit to match up with the table lamp, then lower object, then move it right slightly and toss it to the lamp",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01216,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01216,AlarmClock,{},"Move the object to the right till it in line with the open box on floor, and then throw the object, aiming the open box, in a parabola manner so the object lands on top of the open box.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00863,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00863,Apple,{},Pick up the object and turn left to face the sink then throw the object hard at the wall above the sink.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00032,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00032,Pan,{},pick up the object and turn slightly to the right before raising it and then throwing it towards the oven,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01195,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01195,Pencil,{},Turn the object to your right and throw it so that it bounces off the poster onto the desk to the right of the laptop.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00665,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00665,Pillow,{},"Pick up the object, turn to the right, look down, then throw it in front of you.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00025,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00025,CellPhone,{},The object moves slightly forward and up before it is thrown at the wall. The object bounces off the wall and falls to the floor.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/01419,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/01419,HousePlant,{},gently slide the object off the table to the right,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01641,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01641,Television,{},forcefully slam the object back against the wall,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01124,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01124,Boots,{},"Pick up the object, walk them to the door, then stop about two feet from the door.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/02244,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/02244,Pillow,{},roll the object towards the foot of the bed forcefully,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/01389,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/01389,Cup,{},Pick up the object and turn left to face the wall then throw the object at the wall hard.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00731,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00731,Ladle,{},"Pick up the object, turn right until it is lined up with the tomato, then throw the object forward over the tomato.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00140,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00140,Book,{},Pull object toward the right-hand side of the table at right angle,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/01489,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/01489,Vase,{},move the object to the left and toss it towards the lamp forcefully,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00403,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00403,Television,{},push object to the left briefly.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00192,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00192,Knife,{},push the object north east and into the plate,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00232,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00232,Laptop,{},"Drag the object to the edge of the cabinet, then push it back to its original position.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01887,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01887,Pen,{},"Pick up object, move it to the right so it is centered with the left side of the desk, then move up and throw it up against the wall above the desk.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01698,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01698,Laptop,{},pull the object towards the chair furthest from the door with force,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/04831,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/04831,Mug,{},Pick up the object then let it drop down.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00081,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00081,Mug,{},aim and throw the object at the tool on the counter,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/04211,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/04211,Mug,{},"Pick up the object, then throw it towards the window.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01011,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01011,Vase,{},gently rock object to nudge the box,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00421,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00421,Watch,{},"Pick up the object, turn left until it is lined up with the center of the television, then throw it forward with force at the television.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00688,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00688,Pillow,{},lightly shake the object,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/01482,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/01482,Vase,{},Shove the object forcefully into the back of the chair.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00449,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00449,Candle,{},move the object to the left and up then toss it towards the lamp forcefully,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/00277,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/00277,Pot,{},Pull object toward you until it falls off the counter.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/00373,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/00373,Mug,{},Throw object forward toward bed then toward the floor.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00707,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00707,KeyChain,No action in the first video,No action in the first video,True,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01429,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01429,Cup,{},Pick up the object off of the counter and throw it extremely hard off the wall,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01179,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01179,CellPhone,{},Push the object to the right towards the center of the room,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00120,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00120,Cup,{},push the object towards the toaster with force,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01923,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01923,Box,{},"Pick object, move backward a little, then throw object toward the desk",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00503,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00503,Pillow,{},Slide the pillow forward off the seat of the chair.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00335,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00335,KeyChain,{},move the object to the right and toss it towards the desk,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00733,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00733,Vase,{},"Pick object, move backward a little, then throw object toward the stand on the floor",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01721,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01721,Pillow,{},Shove the item off of the couch towards the center of the room.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/01878,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/01878,Statue,{},"Take object, move it to the left so it is in front of the yellow pillow on the couch then throw it so it hits the arm on the right side of the couch.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00300,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00300,Mug,{},Throw object at cd on the table.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00013,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00013,Newspaper,{},object slides on table away from window and falls towards floor,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/01420,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/01420,Television,{},Flip object off desk to the right side of the desk,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/00557,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/00557,Bread,{},Push the object off of the table.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/01285,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/01285,Mug,{},Turn until the object is lined up with the stove. Throw the object so it hits the stove behind the burners.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01823,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01823,Pillow,{},throw the object at the wall behind the trashcan,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00495,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00495,AlarmClock,{},Hold the object in front of you and turn to face the pillow. Throw the object at the wall behind the pillow.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00692,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00692,Lettuce,{},Push the object toward the back of the table and into the wall.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00150,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00150,Laptop,{},Gently push the object into the box of tissues.,True,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00114,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00114,CellPhone,{},move the object to the left and toss it towards the television forcefully,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/02169,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/02169,DeskLamp,{},push the object north east alongside the shelf,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00597,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00597,AlarmClock,{},slide the object with force towards the window,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00012,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00012,Fork,{},Slide object with force north to smack the wall in front of the table,,
