Title,Description,Keywords,exp_path,exp_link,object_type
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00853,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00853,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/00206,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/00206,Bowl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01714,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01714,Candle
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00091,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00091,Box
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00889,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00889,Pot
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00075,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00075,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00649,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00649,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00361,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00361,Statue
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00456,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00456,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01727,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01727,Newspaper
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00911,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00911,Box
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00202,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00202,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00552,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00552,CellPhone
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00037,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00037,Lettuce
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01293,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01293,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/00356,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/00356,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00317,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00317,Box
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00484,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00484,KeyChain
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/00414,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/00414,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/00700,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/00700,Bowl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00515,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00515,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00258,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00258,AlarmClock
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00151,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00151,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00183,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00183,AlarmClock
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01001,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01001,RemoteControl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00395,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00395,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00680,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00680,Pan
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01536,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01536,DishSponge
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00123,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00123,Bowl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01852,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01852,CD
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00300,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00300,Newspaper
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00785,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00785,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01993,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01993,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01087,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01087,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00716,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00716,ButterKnife
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00295,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00295,Statue
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01669,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01669,Newspaper
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00715,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00715,Box
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00472,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00472,CellPhone
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01128,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01128,Book
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/00899,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/00899,Cup
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00118,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00118,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/00092,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/00092,Spoon
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00396,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00396,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00662,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00662,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00981,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00981,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00694,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00694,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00060,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00060,ButterKnife
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01278,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01278,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00484,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00484,AlarmClock
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00140,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00140,Apple
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01202,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01202,CreditCard
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/01647,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/01647,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01239,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01239,CD
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00072,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00072,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00031,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00031,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00493,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00493,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/01338,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/01338,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01712,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01712,Boots
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01950,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01950,Book
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00892,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00892,Kettle
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01615,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01615,CreditCard
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00134,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00134,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00327,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00327,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/01413,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/01413,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00131,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00131,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00157,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00157,DeskLamp
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/03107,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/03107,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/00823,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/00823,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00787,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00787,PepperShaker
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01668,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01668,Newspaper
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00005,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00005,Boots
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01237,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01237,CreditCard
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00040,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00040,Kettle
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/01770,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/01770,Bowl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01423,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01423,Potato
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00763,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00763,DeskLamp
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/00774,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/00774,Tomato
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00841,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00841,Apple
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00706,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00706,Pan
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00354,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00354,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00253,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00253,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00217,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00217,Tomato
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00351,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00351,CellPhone
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/01358,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/01358,CellPhone
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/02694,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/02694,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/01238,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/01238,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/00834,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/00834,Potato
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/01358,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/01358,DishSponge
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00605,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00605,Book
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/00832,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/00832,Knife
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01516,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01516,Pan
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00352,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00352,CreditCard
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00350,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00350,HousePlant
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00494,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00494,Book
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00860,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00860,Tomato
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01719,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01719,KeyChain
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/00012,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/00012,PepperShaker
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00830,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00830,Knife
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00483,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00483,DeskLamp
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00314,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00314,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00791,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00791,Tomato
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00363,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00363,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01135,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01135,Bowl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/00947,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/00947,Cup
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00215,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00215,Bowl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/01727,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/01727,Bowl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/03906,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/03906,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/01067,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/01067,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00131,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00131,Pot
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00048,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00048,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/01413,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/01413,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00216,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00216,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00869,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00869,CellPhone
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/02402,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/02402,WineBottle
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00525,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00525,CD
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01482,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01482,SaltShaker
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01660,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01660,Box
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00458,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00458,HousePlant
