Title,Description,Keywords,goal1,goal2,goal3,Answer.goal1_distractor_1,Answer.goal1_distractor_2,Answer.goal1_distractor_3,Answer.goal1_distractor_4,Answer.goal1_impossible,Answer.goal1_impossible_reason,Answer.goal2_distractor_1,Answer.goal2_distractor_2,Answer.goal2_distractor_3,Answer.goal2_distractor_4,Answer.goal2_impossible,Answer.goal2_impossible_reason,Answer.goal3_distractor_1,Answer.goal3_distractor_2,Answer.goal3_distractor_3,Answer.goal3_distractor_4,Answer.goal3_impossible,Answer.goal3_impossible_reason
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",please PersonX's father,occupy PersonY position,change PersonX's religion,The father of PersonX has passed away.,PersonX is a disappointment in their father's eyes.,{},{},,{},{},{},{},{},on,Goal makes no sense.,{},{},{},{},on,Goal makes no sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave PersonX's country,follow PersonY's course,create PersonY environment,{},{},{},{},on,It doesn't make sense.,{},{},{},{},on,It doesn't make sense.,{},{},{},{},on,It doesn't make sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave PersonX's country,follow PersonY's course,create PersonY environment,PersonX doesn't have a passport.,PersonX had their passport revoked.,PersonX has to stay in the country for work.,{},,{},PersonY is more talented than PersonX.,PersonY knows all the right people and PersonX doesn't.,PersonX doesn't have the motivation.,{},,{},PersonY has unique items that PersonX can't find.,PersonY has good people that contribute to the environment and PersonX doesn't.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave PersonX's country,follow PersonY's course,create PersonY environment,PersonX has no passport.,PersonX needs to stay home with family.,{},{},,{},PersonY runs too fast.,PersonX can't see where PersonY is going.,{},{},,{},PersonX doesn't have the details for the design.,PersonY hasn't paid for the work yet.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go along with PersonY,limit PersonY's ability,open PersonY eyes,PersonY is climbing a mountain and PersonX is afraid of heights.,PersonX has to go to work.,{},{},,{},PersonY studies when PersonX is not looking.,PersonY runs away from home.,{},{},,{},PersonY's mother kicks PersonX out of the room.,PersonY is in isolation in another building.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go along with PersonY,limit PersonY's ability,open PersonY eyes,PersonX doesn't know where PersonY is.,PersonY wants to go alone.,{},{},,{},{},{},{},{},on,Goal makes no sense.,PersonY has their eye's glued shut.,PersonY doesn't eyelids.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go along with PersonY,limit PersonY's ability,open PersonY eyes,Person X is scheduled to work when Person Y is leaving.,Person Y doesn't want Person X to accompany them.,{},{},,{},Person Y doesn't know or interact with Person X.,Person X isn't in a position of power over Person Y.,{},{},,{},Person Y is wearing sunglasses.,Person Y is holding their eyes shut.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonX's name,find PersonY evidence,lose PersonX's identity,PersonX's country does not allow them to change names.,PersonX has a family obligation to keep his name.,{},{},,{},PersonY did not do what they are alleged of doing.,PersonX is blind and cannot see.,{},{},,{},PersonX lives in a communist state and is under close watch.,PersonX is in prison.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonX's name,find PersonY evidence,lose PersonX's identity,{},{},{},{},on,A name can't be made.,Person Y has destroyed the evidence.,Person Y didn't leave any evidence.,{},{},,{},Person X is a well-recognized celebrity.,Person X is a high powered professional.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonX's name,find PersonY evidence,lose PersonX's identity,PersonX is not famous.,They do not know anyone influential.,{},{},,{},The evidence is hidden.,PersonX is not a lawyer.,{},{},,{},PersonX cannot forget things.,PersonX cannot legally get a new one.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",build PersonX's house,give PersonY opportunity,run for PersonX's lives,The building materials are too expensive.,The hardware store is closed.,{},{},,{},The position has already been filled.,PersonX doesn't have enough money.,{},{},,{},PersonX is in a large body of water.,PersonX has an injured foot.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",build PersonX's house,give PersonY opportunity,run for PersonX's lives,PersonX has no access to building materials.,Earthquakes destroy any house that begins to be built.,{},{},,{},PersonX has no authority.,PersonY is in prison.,{},{},,{},{},{},{},{},on,This goal makes no sense!
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",build PersonX's house,give PersonY opportunity,run for PersonX's lives,PersonX doesn't have the tools necessary.,PersonX has no experience building houses.,{},{},,{},{},{},{},{},on,Goal makes no sense.,PersonX is stuck in quicksand.,PersonX's leg is broken.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get hold of PersonY,die for PersonX's sins,lose PersonY job,{},{},{},{},on,because,{},{},{},{},on,It doesn't make sense.,{},{},{},{},on,It doesn't make sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get hold of PersonY,die for PersonX's sins,lose PersonY job,PERSON X HAS NO KEY TO PERSON Y PLACE,PERSON X  HAS NO PHONE,{},{},,{},{},{},{},{},on,THIS DOES NOT MAKE SENSE,{},{},{},{},on,This goal makes no sense!
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get hold of PersonY,die for PersonX's sins,lose PersonY job,They are in another country.,They do not have a phone to call them.,{},{},,{},They are not God.,They are not Jesus.,{},{},,{},They need the money.,They own the company.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",increase PersonX's productivity,give PersonY example,take PersonY's lives,PersonX has ADHD,PersonX can't stay focused,{},{},,{},PersonY won't stop talking,PersonX can't think of an example,{},{},,{},PersonX does not know where PersonY is,PersonX refuses to get their hands dirty,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",increase PersonX's productivity,give PersonY example,take PersonY's lives,PersonX is laid up in the hospital.,PersonX is too tired.,{},{},,{},{},{},{},{},on,Goal makes no sense.,{},{},{},{},on,Goal makes no sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",increase PersonX's productivity,give PersonY example,take PersonY's lives,PersonX has no discipline.,PersonX does not have enough time.,{},{},,{},PersonX is not good with giving directions.,PersonX does not know how to do it either.,{},{},,{},PersonX does not want to go to jail.,PersonX is not a violent person.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's breath away,save PersonY the trouble,make PersonY's rounds,PersonX is underwhelming,PersonX is afraid of heights,{},{},,{},PersonX can't get in touch with PersonY,PersonY is already gone,{},{},,{},PersonX does not have permission,PersonY won't trade their rounds schedule with PersonX,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's breath away,save PersonY the trouble,make PersonY's rounds,PersonY isn't interested in PersonX,PersonY thinks PersonX is boring,{},{},,{},PersonY has already done it.,PersonX doesn't know how to do it.,{},{},,{},PersonY already did the rounds.,PersonX isn't qualified,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's breath away,save PersonY the trouble,make PersonY's rounds,PersonX does not have the physical attributes that PersonY likes.,PersonY doesn't know PersonX is alive.,{},{},,{},PersonX isn't close enough to help PersonY.,PersonY doesn't want anyone's help.,{},{},,{},PersonX does not work that shift.,PersonY isn't allowed to have someone do their rounds.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",accomplish PersonX's objectives,increase PersonY's profits,improve PersonX's ability,They are not smart enough.,They don't know what the objectives are.,{},{},,{},They just got fired.,All of their stocks just tanked.,{},{},,{},They are on bed rest.,They are in labor having a baby.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",accomplish PersonX's objectives,increase PersonY's profits,improve PersonX's ability,PersonX is too tired.,PersonX has a broken leg.,{},{},,{},PersonY won't hire PersonX.,PersonY doesn't have a great business plan.,{},{},,{},PersonX doesn't have the motivation.,PersonX doesn't have the time to devote.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",accomplish PersonX's objectives,increase PersonY's profits,improve PersonX's ability,PersonX has too much to do.,There isn't enough time.,{},{},,{},PersonX is not a business person.,They do not know how to make more money.,{},{},,{},PersonX cannot practice.,PersonX is not talented.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",cause PersonY's death,outlive PersonY's usefulness,extend PersonX's power,PersonX is already in prison,PersonY is in witness protection,{},{},,{},{},{},{},{},on,This goal does not make any sense,PersonX is not influential enough to garner more support,PersonX does not have the authority to make those decisions,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",cause PersonY's death,outlive PersonY's usefulness,extend PersonX's power,Person X doesn't own a weapon,Person Y is imprisoned,{},{},,{},{},{},{},{},on,This makes no sense,Person X is broke,Person X doesn't know what power is,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",cause PersonY's death,outlive PersonY's usefulness,extend PersonX's power,PersonY has a strong security detail.,PersonX is paralyzed.,{},{},,{},{},{},{},{},on,The goal doesn't make sense.,PersonX lives in a poor village.,PersonX never got an education.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY to marry,carry PersonY along,lay hands on PersonY,persony is seeing someone else.,persony has already refused personx's marriage request before.,{},{},,{},persony is too heavy to carry,personx is not allowed to do so by the rules.,{},{},,{},persony has a restraining order against personx,personx is across the country from persony.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY to marry,carry PersonY along,lay hands on PersonY,PersonX's divorce is not final yet.,PersonY is not legally old enough to marry yet.,{},{},,{},PersonY is too heavy.,PersonX has spent too much time trying to coach PersonY.,{},{},,{},PersonY ran out of the room before PersonX could notice.,PersonY has an Order of Protection against PersonX.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY to marry,carry PersonY along,lay hands on PersonY,PersonY broke up with PersonX,PersonY is a movie star that PersonX has never met,{},{},,{},"PersonY is very proud, and unwilling to accept help","PersonX has back problems, and is unable to carry another person",{},{},,{},PersonY is away from home on a vacation,"PersonY is PersonX's boss, and would be fired for being intimate with a subordinate",{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",retain it beyond the time,hear PersonY's talk,cut PersonX's losses,The library will fine PersonX if he retains it any longer,The item PersonX has is a digital rental so he cannot hold onto it any longer,{},{},,{},PersonX is completely deaf in both ears,PersonX is stranded at home without a ride and no money for a taxi,{},{},,{},PersonX has gone all in at poker and cannot back out,PersonX is legally obligated to continue,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",retain it beyond the time,hear PersonY's talk,cut PersonX's losses,PersonX's contract states that PersonX has to give it back at this time.,PersonX agreed to only hold the item for a week and the week is up.,{},{},,{},PersonY's talk is sold out.,PersonY's talk is invitation only.,PersonY works in a different company than PersonX.,PersonX has to work then.,,{},PersonX is a victim of the sunk cost fallacy.,PersonX convinces PersonX that it will work if more resources are poured into the project.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",retain it beyond the time,hear PersonY's talk,cut PersonX's losses,{},{},{},{},on,What is person x wanting to retain? I don't understand.,Person X doesn't know where person Y is speaking.,Person Y has requested Person X's absence.,{},{},,{},Person X is in serious debt.,Person X is a compulsive gambler.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",know PersonY's value,pursue PersonX's goals,make PersonY progress,PersonX is late to a meeting,PersonX is too shy to ask,{},{},,{},PersonX does not have enough money,PersonX is too busy with work,{},{},,{},PersonY is not being cooperative,The task is too difficult for PersonY,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",know PersonY's value,pursue PersonX's goals,make PersonY progress,Person X doesn't have a computer to do research.,Person Y won't disclose Person Y's value.,{},{},,{},Person X has the flu and is sick in bed.,"Person X has goals that cost a lot of money, but no money to use.",{},{},,{},Person X is tied up at work.,Person X can't find Person Y's location.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",know PersonY's value,pursue PersonX's goals,make PersonY progress,{},{},{},{},on,"This does not really make sense to me, I tried to think about it a lot but could not come up with anything.",PersonX has ADHD,PersonX is an idiot,{},{},,{},PersonX does not know how to help,PersonY is lazy,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",tell PersonY know,withdraw PersonY's support,accomplish PersonY's objectives,PersonX owes PersonY.,PersonX cannot lie.,{},{},,{},PersonX needs the support to survive.,PersonX lost their job.,{},{},,{},PersonX's boss told them not to.,PersonY doesn't want PersonX's help.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",tell PersonY know,withdraw PersonY's support,accomplish PersonY's objectives,{},{},{},{},on,Know what?,PersonX signed a contract.,Someone is threatening PersonX.,{},{},,{},PersonX hasn't studied.,PersonX doesn't go to practice.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",tell PersonY know,withdraw PersonY's support,accomplish PersonY's objectives,{},{},{},{},on,Sentence makes no sense.,{},{},{},{},on,Sentence is impossible.,{},{},{},{},on,Sentence is impossible.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",fall in PersonY's way,pay PersonY fee,serve PersonX's ends,PersonX cannot walk,PersonY is nowhere near PersonX,{},{},,{},PersonX has no money,PersonY is too proud to accept money,{},{},,{},PersonX is not in the financial position to do so,PersonX does not know what their ends are,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",fall in PersonY's way,pay PersonY fee,serve PersonX's ends,Person Y is going too fast.,Peron Y is too far away.,{},{},,{},Person X doesn't have any money.,Person Y already paid the fee.,{},{},,{},{},{},{},{},on,Serving ends isn't a thing. It doesn't make sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",fall in PersonY's way,pay PersonY fee,serve PersonX's ends,There is a barrier in the way.,They are too far away.,{},{},,{},The teller will not let them.,They lost their credit card.,{},{},,{},They are not near personX.,Their ends are not in need of serving.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",build PersonY's houses,leave PersonY's country,hear PersonY voice,PersonY has not provided the materials for PersonX to construct the houses.,PersonX has another contractual obligation that cannot be broken without penalties.,The inspector discovered toxic chemicals in the soil that prevents any type of construction.,{},,{},A civil war that recently broke out prevents anyone from leaving PersonY's country.,PersonX's passport was taken when someone broke into PersonX's hotel room.,PersonX has been imprisoned by the authorities for drug smuggling.,{},,{},PersonX is sitting in the back of a huge auditorium where PersonY is speaking.,PersonX forgot to buy new batteries for PersonX's hearing aids.,PersonY has the radio too loud for PersonX to hear PersonY.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",build PersonY's houses,leave PersonY's country,hear PersonY voice,Persxon X doesn't know how to build a house.,Person Y already built it.,{},{},,{},PersonX doesn't have a passport,PersonX is a prisoner.,{},{},,{},PersonX is deaf,PersonY is mute,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",build PersonY's houses,leave PersonY's country,hear PersonY voice,PersonX has no access to building materials.,PersonY does not want PersonX to build him a house.,{},{},,{},PersonY lives in a communist state that does not allow this.,PersonX is a quadriplegic who cannot leave the country alone.,{},{},,{},PersonX is a deaf/mute.,PersonX cannot hear PersonY over the loud speakers.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave PersonX's post,take PersonY role,support PersonX's argument,The boss won't allow it.,It is illegal.,{},{},,{},PersonY has that role.,PersonY won't allow it.,{},{},,{},PersonX had the wrong information.,PersonX lost the information.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave PersonX's post,take PersonY role,support PersonX's argument,He has to stay there for work.,He will get fired if he leaves it unattended.,{},{},,{},PersonY was given the role.,PersonX was assigned a different role.,{},{},,{},PersonX is a conspiracy theorist.,PersonX has no good data.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave PersonX's post,take PersonY role,support PersonX's argument,{},{},{},{},on,Not sure what the sentence means.,PersonX isn't qualified.,PersonX is in another state.,{},{},,{},PersonX has no knowledge of topic.,PersonX is bad at debate.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",flap PersonX's wings,resolve PersonX's problems,use PersonY name,Personx's wings are broken.,personx is caught in a net.,{},{},,{},personx can't come up with a solution,Their problems are beyond their help and need outside help.,{},{},,{},They are unable to pronounce their name,They are deaf.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",flap PersonX's wings,resolve PersonX's problems,use PersonY name,PersonX does not have wings because she is not a bird or a fairy.,PersonX's wings are broken.,PersonX's wings are decorative and do not move.,Someone stole PersonX's wings.,,{},PersonX cannot act alone and the only people who can help her are overseas.,"PersonX needs to fill out a lot of paperwork to solve the problem, but it's all in a foreign language.",PersonX doesn't have enough money to fix this issue.,PersonX is not smart enough to come up with a solution.,,{},PersonY has threatened to sue PersonX if he uses PersonY's name.,PersonY's name has been trademarked.,PersonY's name is impossible for people in PersonX's country to pronounce.,PersonY will not tell PersonX what his real name is.,,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",flap PersonX's wings,resolve PersonX's problems,use PersonY name,PersonX's costume is not working correctly.,PersonX can't find the wings for the play.,{},{},,{},PersonX has let things go too far to correct them.,PersonX has to find a job and start paying people back.,{},{},,{},PersonY won't let PersonX use them for a reference.,PersonX hasn't asked permission to use PersonY's name.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",save PersonX's skin,give PersonY the right,run PersonY's business,PersonX is in too deep,PersonX is feckless,{},{},,{},PersonX is not a judge,PersonX has no authority,{},{},,{},PersonX has no business skills,PersonY does not like PersonX,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",save PersonX's skin,give PersonY the right,run PersonY's business,PersonX already was captured.,PersonX was seen on video.,{},{},,{},PersonX doesn't have the authority.,PersonX doesn't believe in it.,{},{},,{},PersonY won't let them run the business.,PersonX doesn't know how to run a business.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",save PersonX's skin,give PersonY the right,run PersonY's business,The government forcefully detained PersonX.,The cancer has progressed too much.,{},{},,{},PersonX is not a lawmaker.,PersonX cannot make legal decisions.,{},{},,{},PersonY refuses to give PersonX a job.,PersonY has another CEO.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide PersonY understanding,kill PersonY's children,ask PersonY to come,{},{},{},{},on,This goal makes no sense!,PersonX is in jail.,PersonY has a gun.,{},{},,{},PersonY isn't answering the phone.,PersonX isn't allowed to invite a guest.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide PersonY understanding,kill PersonY's children,ask PersonY to come,personx is socially awkward and too shy to do so.,persony is too upset to see anyone,{},{},,{},Persony called the police on personx,personx was snitched out by a spouse and arrested before they could carry out their plan,{},{},,{},They don't have a phone to contact persony,personx made other plans beforehand.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide PersonY understanding,kill PersonY's children,ask PersonY to come,PersonY is unable to listen to reason.,PersonX is unable to speak.,{},{},,{},PersonY has hid their children where PersonX cannot find them.,PersonX is in prison right now.,{},{},,{},PersonX does not have access to a phone.,PersonX is grounded by their parents.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",depend upon the size,kill PersonY's son,represent PersonY's interests,{},{},{},{},on,"It seems too vague, depend on the size for what? I don't understand.",PersonX doesn't have a weapon,PersonX is afraid of being caught,{},{},,{},PersonX has a conflict of interest,PersonX thinks PersonY is guilty,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",depend upon the size,kill PersonY's son,represent PersonY's interests,{},{},{},{},on,The wording makes no sense,PersonX is in prison,PersonY has their son in protective custody,{},{},,{},PersonY cannot hire X because they are family,PersonY has ceased all contact with X,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",depend upon the size,kill PersonY's son,represent PersonY's interests,PersonX has been gaining too much weight.,One size does not fit all.,{},{},,{},PersonX is afraid of the consequences.,PersonX decided it's just not worth it.,{},{},,{},PersonX is not the lawyer.,PersonX has mixed emotions.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",hold PersonX's tongues,stand on PersonX's feet,go beyond the scope,PersonX's mouth is wired shut,PersonX has broken both of their hands.,{},{},,{},{},{},{},{},on,You can't stand on your own feet. You can stand one foot on top of the other but not stand on both feet.,{},{},{},{},on,Doesn't make sense without more context
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",hold PersonX's tongues,stand on PersonX's feet,go beyond the scope,PersonX is too much of a loudmouth.,PersonX,{},{},on,Goal does not make sense.,PersonX is stuck in a wheelchair.,PersonX's feet hurt too much.,{},{},,{},{},{},{},{},on,Goal does not make sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",hold PersonX's tongues,stand on PersonX's feet,go beyond the scope,Person X's hands are full holding other things.,Person X's tongue is too slippery to hold.,{},{},,{},Person X suffered a bone fracture in their foot.,Person X is restrained in a chair.,{},{},,{},{},{},{},{},on,What scope is person x trying to go beyond?
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lose PersonX's ability,meet PersonY's requirements,continue PersonX's efforts,{},{},{},{},on,There is no way that goals like this can't happen.,PersonX needs more classes.,The requirements are tough.,{},{},,{},PersonX can't find the instructions.,The boss called PersonX into the office.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lose PersonX's ability,meet PersonY's requirements,continue PersonX's efforts,PersonX is naturally talented and cannot lose it.,PersonX has to have his abilities for his job.,{},{},,{},PersonY's requirements are extremely unrealistic.,PersonX is in jail for theft.,{},{},,{},PersonX has family obligations he must attend.,PersonX has a physical illness and cannot continue,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lose PersonX's ability,meet PersonY's requirements,continue PersonX's efforts,{},{},{},{},on,Doesn't make sense,PersonX is too short to fit the height requirement.,PersonY does not like PersonX and will simply change the requirements to make sure he doesn't meet them.,{},{},,{},PersonX is exhausted and needs to rest.,PersonX has to serve time in jail and cannot resist.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",bid PersonY farewell,tell PersonY had happened,fill PersonY's heart,PersonY already left.,PersonX can't find PersonY,{},{},,{},PersonY refuses to listen.,PersonX doesn't know what happened.,{},{},,{},PersonY already has someone else.,PersonX is unable to love.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",bid PersonY farewell,tell PersonY had happened,fill PersonY's heart,PersonX has to leave.,PersonX doesn't have transportation to get to PersonY.,{},{},,{},{},{},{},{},on,"It's impossible to tell a person ""had happened""",PersonY has been hurt too many times before.,PersonY is married to someone else.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",bid PersonY farewell,tell PersonY had happened,fill PersonY's heart,PersonX is in jail with PersonY for another year.,PersonY has already left the building.,{},{},,{},PersonX is afraid to speak.,PersonY refuses to listen to the details.,{},{},,{},PersonY's heart is already filled.,PersonY has no affection for PersonX.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",be beyond PersonX's control,browse PersonX's collection,come into PersonY's mind,{},{},{},{},on,It's impossible for a person to be beyond his own contro. This doesn't make sense.,The collection is in storage.,The collection has been destroyed by fire.,{},{},,{},PersonY isn't interested in PersonX.,PersonY has brain damage.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",be beyond PersonX's control,browse PersonX's collection,come into PersonY's mind,{},{},{},{},on,I don't understand what this means so I can't think of what I would say.,The collection has been taken into evidence by the police.,PersonX is far away from home.,{},{},,{},PersonX is unable to read minds.,PersonX is lost in his own mind.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",be beyond PersonX's control,browse PersonX's collection,come into PersonY's mind,{},{},{},{},on,It's hard to make something for or beyond your control,Is not near their collection,Sold their collection,{},{},,{},Y does not know that X exists,X is not interesting enough,{},{},,{}
