Title,Description,Keywords,generation,type,source,Answer.fluency,Answer.grammar,Answer.meaningful,Answer.overall
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does Germany's central bank keep interest rates so low?,a_star_sample,Germany | central | interest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does Germany's central bank keep interest rates so low?,a_star_sample,Germany | central | interest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does Germany's central bank keep interest rates so low?,a_star_sample,Germany | central | interest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What ideas do you have to accomplish your goals?,neurologic,ideas | accomplish | goals,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What ideas do you have to accomplish your goals?,neurologic,ideas | accomplish | goals,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What ideas do you have to accomplish your goals?,neurologic,ideas | accomplish | goals,0,2,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where are the cash flow problems?,a_star_beam,cash | flow | problems,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where are the cash flow problems?,a_star_beam,cash | flow | problems,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where are the cash flow problems?,a_star_beam,cash | flow | problems,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose city is Phoenix and whose city is Warsaw?,a_star_sample,Warsaw | Phoenix | city,2,0,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose city is Phoenix and whose city is Warsaw?,a_star_sample,Warsaw | Phoenix | city,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose city is Phoenix and whose city is Warsaw?,a_star_sample,Warsaw | Phoenix | city,-2,0,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose ideas will accomplish these goals?,a_star_beam,ideas | accomplish | goals,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose ideas will accomplish these goals?,a_star_beam,ideas | accomplish | goals,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose ideas will accomplish these goals?,a_star_beam,ideas | accomplish | goals,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you want to fight?,neurologic,tribes | khan | fight,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you want to fight?,neurologic,tribes | khan | fight,2,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you want to fight?,neurologic,tribes | khan | fight,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the university of Warsaw established?,a_star_sample,university | Warsaw | established,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the university of Warsaw established?,a_star_sample,university | Warsaw | established,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the university of Warsaw established?,a_star_sample,university | Warsaw | established,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Whom shall we fight, the tribes or the khan?",a_star_beam,tribes | khan | fight,2,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Whom shall we fight, the tribes or the khan?",a_star_beam,tribes | khan | fight,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Whom shall we fight, the tribes or the khan?",a_star_beam,tribes | khan | fight,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the meaning of the additional prime?,neurologic,additional | meaning | prime,2,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the meaning of the additional prime?,neurologic,additional | meaning | prime,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the meaning of the additional prime?,neurologic,additional | meaning | prime,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many people are killed by the plague in Naples?,a_star_sample,killed | plague | Naples,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many people are killed by the plague in Naples?,a_star_sample,killed | plague | Naples,0,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many people are killed by the plague in Naples?,a_star_sample,killed | plague | Naples,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the difference between adult plankton and juvenile plankton?,a_star_sample,juvenile | plank | adult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the difference between adult plankton and juvenile plankton?,a_star_sample,juvenile | plank | adult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the difference between adult plankton and juvenile plankton?,a_star_sample,juvenile | plank | adult,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do prime numbers have additional meaning?,a_star_beam,additional | meaning | prime,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do prime numbers have additional meaning?,a_star_beam,additional | meaning | prime,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do prime numbers have additional meaning?,a_star_beam,additional | meaning | prime,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","What's your occupation, and what do you do for a living?",neurologic,,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","What's your occupation, and what do you do for a living?",neurologic,,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","What's your occupation, and what do you do for a living?",neurologic,,-2,-2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you want to travel with on your next european Amazon trip?,a_star_sample,european | travel | Amazon,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you want to travel with on your next european Amazon trip?,a_star_sample,european | travel | Amazon,0,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you want to travel with on your next european Amazon trip?,a_star_sample,european | travel | Amazon,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How long do tentacles stay protected?,neurologic,long | tentacles | protected,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How long do tentacles stay protected?,neurologic,long | tentacles | protected,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How long do tentacles stay protected?,neurologic,long | tentacles | protected,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you list for transportation to the markets?,a_star_sample,list | transportation | markets,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you list for transportation to the markets?,a_star_sample,list | transportation | markets,0,2,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you list for transportation to the markets?,a_star_sample,list | transportation | markets,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose interests are being protected by the long tentacles of the state?,a_star_beam,long | tentacles | protected,0,0,2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose interests are being protected by the long tentacles of the state?,a_star_beam,long | tentacles | protected,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose interests are being protected by the long tentacles of the state?,a_star_beam,long | tentacles | protected,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Turing solved the linear programming problem?,neurologic,solved | linear | Turing,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Turing solved the linear programming problem?,neurologic,solved | linear | Turing,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Turing solved the linear programming problem?,neurologic,solved | linear | Turing,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How is linear algebra solved by a Turing machine?,a_star_beam,solved | linear | Turing,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How is linear algebra solved by a Turing machine?,a_star_beam,solved | linear | Turing,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How is linear algebra solved by a Turing machine?,a_star_beam,solved | linear | Turing,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first band to receive universal acclaim?,a_star_sample,universal | band | receive,2,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first band to receive universal acclaim?,a_star_sample,universal | band | receive,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first band to receive universal acclaim?,a_star_sample,universal | band | receive,2,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think supplies the Jacksonville faction?,neurologic,supplies | Jacksonville | faction,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think supplies the Jacksonville faction?,neurologic,supplies | Jacksonville | faction,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think supplies the Jacksonville faction?,neurologic,supplies | Jacksonville | faction,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How is memory acquired when the brain is active?,a_star_sample,active | memory | acquired,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How is memory acquired when the brain is active?,a_star_sample,active | memory | acquired,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How is memory acquired when the brain is active?,a_star_sample,active | memory | acquired,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think supplies the faction in Jacksonville?,a_star_beam,supplies | Jacksonville | faction,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think supplies the faction in Jacksonville?,a_star_beam,supplies | Jacksonville | faction,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think supplies the faction in Jacksonville?,a_star_beam,supplies | Jacksonville | faction,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the median winter temperature?,neurologic,median | temperature | winter,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the median winter temperature?,neurologic,median | temperature | winter,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the median winter temperature?,neurologic,median | temperature | winter,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the presence of small projects?,a_star_sample,presence | small | projects,2,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the presence of small projects?,a_star_sample,presence | small | projects,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the presence of small projects?,a_star_sample,presence | small | projects,0,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the median winter temperature?,a_star_beam,median | temperature | winter,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the median winter temperature?,a_star_beam,median | temperature | winter,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the median winter temperature?,a_star_beam,median | temperature | winter,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does Germany's central bank manage interest rates?,neurologic,Germany | central | interest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does Germany's central bank manage interest rates?,neurologic,Germany | central | interest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does Germany's central bank manage interest rates?,neurologic,Germany | central | interest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does Germany's central bank keep interest rates so low?,a_star_beam,Germany | central | interest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does Germany's central bank keep interest rates so low?,a_star_beam,Germany | central | interest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does Germany's central bank keep interest rates so low?,a_star_beam,Germany | central | interest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does schooling affect economic growth?,a_star_sample,economic | growth | schooling,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does schooling affect economic growth?,a_star_sample,economic | growth | schooling,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does schooling affect economic growth?,a_star_sample,economic | growth | schooling,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Whose city is Phoenix, and whose city is Warsaw?",neurologic,Warsaw | Phoenix | city,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Whose city is Phoenix, and whose city is Warsaw?",neurologic,Warsaw | Phoenix | city,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Whose city is Phoenix, and whose city is Warsaw?",neurologic,Warsaw | Phoenix | city,0,2,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose city is Phoenix and whose city is Warsaw?,a_star_beam,Warsaw | Phoenix | city,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose city is Phoenix and whose city is Warsaw?,a_star_beam,Warsaw | Phoenix | city,2,2,-2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose city is Phoenix and whose city is Warsaw?,a_star_beam,Warsaw | Phoenix | city,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is believed to be the devastation of civilization?,a_star_sample,believed | devastation | civilization,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is believed to be the devastation of civilization?,a_star_sample,believed | devastation | civilization,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is believed to be the devastation of civilization?,a_star_sample,believed | devastation | civilization,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of households with children?,a_star_sample,percentage | households | children,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of households with children?,a_star_sample,percentage | households | children,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of households with children?,a_star_sample,percentage | households | children,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think established the university of Warsaw?,a_star_beam,university | Warsaw | established,0,2,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think established the university of Warsaw?,a_star_beam,university | Warsaw | established,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think established the university of Warsaw?,a_star_beam,university | Warsaw | established,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose university is established in Warsaw?,neurologic,university | Warsaw | established,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose university is established in Warsaw?,neurologic,university | Warsaw | established,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose university is established in Warsaw?,neurologic,university | Warsaw | established,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was victorious in the UK election?,a_star_sample,victorious | UK | election,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was victorious in the UK election?,a_star_sample,victorious | UK | election,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was victorious in the UK election?,a_star_sample,victorious | UK | election,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first person killed by the plague in Naples?,a_star_beam,killed | plague | Naples,0,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first person killed by the plague in Naples?,a_star_beam,killed | plague | Naples,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first person killed by the plague in Naples?,a_star_beam,killed | plague | Naples,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was killed in the plague in Naples?,neurologic,killed | plague | Naples,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was killed in the plague in Naples?,neurologic,killed | plague | Naples,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was killed in the plague in Naples?,neurologic,killed | plague | Naples,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the source of tumor antigen?,a_star_sample,source | tumor | antigen,0,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the source of tumor antigen?,a_star_sample,source | tumor | antigen,0,2,-2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the source of tumor antigen?,a_star_sample,source | tumor | antigen,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Darwin published his theory of evolution?,a_star_sample,Darwin | evolution | published,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Darwin published his theory of evolution?,a_star_sample,Darwin | evolution | published,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Darwin published his theory of evolution?,a_star_sample,Darwin | evolution | published,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the juvenile justice system in the United States?,neurologic,juvenile | plank | adult,2,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the juvenile justice system in the United States?,neurologic,juvenile | plank | adult,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the juvenile justice system in the United States?,neurologic,juvenile | plank | adult,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the difference between adult plankton and juvenile plankton?,a_star_beam,juvenile | plank | adult,0,-2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the difference between adult plankton and juvenile plankton?,a_star_beam,juvenile | plank | adult,2,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the difference between adult plankton and juvenile plankton?,a_star_beam,juvenile | plank | adult,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many electors are there in each island of the archipelago?,a_star_sample,island | archipelago | electors,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many electors are there in each island of the archipelago?,a_star_sample,island | archipelago | electors,2,2,0,2
