Title,Description,Keywords,Id1,Event1,Id2,Event2,Id3,Event3,Answer.Event1,Answer.Event2,Answer.Event3,Answer.Id1,Answer.Id2,Answer.Id3,Answer.after1,Answer.after2,Answer.after3,Answer.before1,Answer.before2,Answer.before3,Answer.event-valid1,Answer.event-valid2,Answer.event-valid3,Answer.feedback
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LvQx71+bhS+4hlsck/tkAA==,PersonX is really nervous,h3bmhJMnMmiWxZr+6pSGRA==,PersonX finishes the hike,cjzNyWg/EWbf8YHngRGuQg==,PersonX takes care of things,PersonX is really nervous,PersonX finishes the hike,PersonX takes care of things,LvQx71+bhS+4hlsck/tkAA==,h3bmhJMnMmiWxZr+6pSGRA==,cjzNyWg/EWbf8YHngRGuQg==,sees he got an A.,drives back home.,watches TV afterwards.,starts the exam.,goes to the woods to hike.,notices his room is a mess.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",871CpkBY7cU1Y9RCqtD+CA==,PersonX feels PersonY's presence,MIoaulMfvgbbV434raJazw==,PersonX rides home,rDMQCusYphxW1mxJcETISg==,PersonX works better,PersonX feels PersonY's presence,PersonX rides home,PersonX works better,871CpkBY7cU1Y9RCqtD+CA==,MIoaulMfvgbbV434raJazw==,rDMQCusYphxW1mxJcETISg==,is spooked.,arrives home safely,receives promotion,is alone,is not drinking,meets deadlines,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",pcuDYJ7GZg5O0f0VQCQtfQ==,PersonX announces PersonY's intention,wul6VkRoALxlgYihPPQF/A==,PersonX would n't like PersonY,wcsFYSmtyYR3zxwTz8mpow==,PersonX finds another job,PersonX announces PersonY's intention,PersonX would n't like PersonY,PersonX finds another job,pcuDYJ7GZg5O0f0VQCQtfQ==,wul6VkRoALxlgYihPPQF/A==,wcsFYSmtyYR3zxwTz8mpow==,stops PersonY from the immortal action.,{},goes to work.,catches PersonY attempting something immortal.,{},is unemployed.,,on,,"""wouldn't like PersonY"" is difficult to build a story with."
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",fDourrzUDV8mFidFMMFY6w==,PersonX keeps PersonY afloat,84IHKPSch29x7hwkGaunaQ==,PersonX decides to change PersonX's ways,Mbr3oR5KnB2sC/xn9POfiA==,PersonX walks to the grocery store,PersonX keeps PersonY afloat,PersonX decides to change PersonX's ways,PersonX walks to the grocery store,fDourrzUDV8mFidFMMFY6w==,84IHKPSch29x7hwkGaunaQ==,Mbr3oR5KnB2sC/xn9POfiA==,tows PersonY to the edge of the pool,goes to a rehab facility,purchases groceries,sees PersonY drowning in the pool,is arrested for drunk driving,makes a grocery list,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",v2voRechwiHWyVYwooNwZA==,PersonX protects PersonY from the sun,p8HBGDZpQ9BaN44/N+qKiw==,PersonX puts it back together,62Xk24LL7QlTNzeATkzSWg==,PersonX puts PersonY's money,PersonX protects PersonY from the sun,PersonX puts it back together,PersonX puts PersonY's money,v2voRechwiHWyVYwooNwZA==,p8HBGDZpQ9BaN44/N+qKiw==,62Xk24LL7QlTNzeATkzSWg==,kept Person Y from getting burned.,fixes the problem.,{},put sunscreen on Person Y,takes it apart.,{},,,on,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",AjqhS1oAB/iuJS8k+6qPXQ==,PersonX putts PersonY together,NDTfsUDnflRw0TSPfi6DwA==,PersonX bites PersonY's tongue,XWT0oJCCI0ozl0qIEQvp6g==,PersonX loves horror movies,PersonX putts PersonY together,PersonX bites PersonY's tongue,PersonX loves horror movies,AjqhS1oAB/iuJS8k+6qPXQ==,NDTfsUDnflRw0TSPfi6DwA==,XWT0oJCCI0ozl0qIEQvp6g==,{},is in jail.,decided on the Jason musical this friday,{},was smoking meth,is trying to choose a play,on,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",T0yThOeo2ab2l//SVTXg0Q==,PersonX has PersonX's head read,EkqA5d13/HGT0Q8pNu/IzQ==,PersonX has a pool party,8Ct0Kp/WiNgZ0WGzOc/05A==,PersonX carries out PersonY's orders,PersonX has PersonX's head read,PersonX has a pool party,PersonX carries out PersonY's orders,T0yThOeo2ab2l//SVTXg0Q==,EkqA5d13/HGT0Q8pNu/IzQ==,8Ct0Kp/WiNgZ0WGzOc/05A==,goes to the pharmacy to pick up a prescription.,puts away the floating toys,gets a promotion,went to the psychologist.,has the pool cleaned,opened the letter,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",aNK4RVA1RntelcrCSmAGeA==,PersonX takes life seriously,ufKyd4q/P/xay3wr9dTh7Q==,PersonX works full time,AgkTBFGaODbHMhGcWN4qMA==,PersonX likes how it looked,PersonX takes life seriously,PersonX works full time,PersonX likes how it looked,aNK4RVA1RntelcrCSmAGeA==,ufKyd4q/P/xay3wr9dTh7Q==,AgkTBFGaODbHMhGcWN4qMA==,does not like to joke,saves money to move in,takes  a picture show friends,had a friend die,needs to get a new apartment,buys a new bed,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",+kWn0d17vwRORgNmHIARtA==,PersonX controls PersonX's anger,6cHUEyLqTo5LpRCBZTuvRA==,PersonX works hard to get,bpXj/SzmGi+GB1Jhx/N30A==,PersonX gets hold of PersonY,PersonX controls PersonX's anger,PersonX works hard to get,PersonX gets hold of PersonY,+kWn0d17vwRORgNmHIARtA==,6cHUEyLqTo5LpRCBZTuvRA==,bpXj/SzmGi+GB1Jhx/N30A==,asks PersonY for answers,{},schedules a meeting with PersonY,approaches PersonY,{},calls PersonY,,on,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",OlwawGFZd33Ll2WP5PTAHA==,PersonX becomes tired,1GM2xhwvdln5mhlY2vEmDQ==,PersonX makes a face,L21zxu8nmeQ6rfgzUAxspw==,PersonX looks over PersonY shoulder,PersonX becomes tired,PersonX makes a face,PersonX looks over PersonY shoulder,OlwawGFZd33Ll2WP5PTAHA==,1GM2xhwvdln5mhlY2vEmDQ==,L21zxu8nmeQ6rfgzUAxspw==,begins to walk,reviews the pictures with Person Y,exams Person Y's answers,runs a long distance,waits for Person Y to be ready,walks around the classroom,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LIjfcYn/ekUCq8YL/oky5A==,PersonX shows PersonY's friends,B9CKf3zxqF09xUpN4XxeVQ==,PersonX puts the turkey,7H14X7qCC9MpoctrNfJWoA==,PersonX sees the monkeys,PersonX shows PersonY's friends,PersonX puts the turkey,PersonX sees the monkeys,LIjfcYn/ekUCq8YL/oky5A==,B9CKf3zxqF09xUpN4XxeVQ==,7H14X7qCC9MpoctrNfJWoA==,hangs the painting on the wall,turns the oven on high to cook.,waves to the monkey,completes a painting,is cooking for Thanksgiving.,is at the zoo.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",JagST4sdp5UsQH3UjeYs/g==,PersonX guesses you could say,7VAIn9tb3lqbJ1sSyAfQxg==,PersonX loses PersonY's lives,1itj1ZsJmeyTb9xl45iv9g==,PersonX has free time,PersonX guesses you could say,PersonX loses PersonY's lives,PersonX has free time,JagST4sdp5UsQH3UjeYs/g==,7VAIn9tb3lqbJ1sSyAfQxg==,1itj1ZsJmeyTb9xl45iv9g==,{},apologizes,searches the computer for work,{},is playing a game for PersonY,got fired from his job,on,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",FJKqvUbp8kbMc9NTwqXvwA==,PersonX gets the point,0SBzF9KjsolEGFHCbbnM8w==,PersonX comes towards PersonY,1TAS35rQUeCCRkGSnb78UA==,PersonX works properly,PersonX gets the point,PersonX comes towards PersonY,PersonX works properly,FJKqvUbp8kbMc9NTwqXvwA==,0SBzF9KjsolEGFHCbbnM8w==,1TAS35rQUeCCRkGSnb78UA==,is laughing,speaks to PersonY,is rewarded,listens to a joke,sees PersonY,is a trainee,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",CjYmGVeW2mg+fkoGkD2q+A==,PersonX takes PersonY stand,UZ6U5Km8OaTypz/EtlrLxQ==,PersonX breaks one,LxyKW+4Fu/xbPKJzeAJazQ==,PersonX fees the ducks,PersonX takes PersonY stand,PersonX breaks one,PersonX fees the ducks,CjYmGVeW2mg+fkoGkD2q+A==,UZ6U5Km8OaTypz/EtlrLxQ==,LxyKW+4Fu/xbPKJzeAJazQ==,defends personY,{},{},reaches out to PersonY,{},has a loaf of bread,,on,on,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",qUDn37aAXK9ElKH1WsUVKg==,PersonX sees PersonY like this,PJEncu6zoEVSV9ofL/G8eQ==,PersonX eats toast,QHsp3OE09jYI4EZFLlp7Dg==,PersonX gets bitten,PersonX sees PersonY like this,PersonX eats toast,PersonX gets bitten,qUDn37aAXK9ElKH1WsUVKg==,PJEncu6zoEVSV9ofL/G8eQ==,QHsp3OE09jYI4EZFLlp7Dg==,{},drinks some orange juice,goes to the doctor to get stitches,{},puts bread in the toaster,pets an unfriendly dog,on,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ikmQxIKhvxoYrdcVOQdkhA==,PersonX sees things differently,FTqrK/xw9t5ukJrvYKDbPw==,PersonX designs formats to make,wasFOS279OiKIoX/TpMWRQ==,PersonX loses PersonY arm,PersonX sees things differently,PersonX designs formats to make,PersonX loses PersonY arm,ikmQxIKhvxoYrdcVOQdkhA==,FTqrK/xw9t5ukJrvYKDbPw==,wasFOS279OiKIoX/TpMWRQ==,X learns to meditate.,{},Y gets a prosthetic arm.,X leaves the church PersonX grew up in.,{},X packs PersonY's arm on ice.,,on,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",EauN95FFk/UktX4lrgHIoQ==,PersonX eats lunch with PersonY,YYgkCWcN5iRmnzdi/3seUA==,PersonX expresses PersonY opinion,4VnYmzYj4kSAiF1DJAHYog==,PersonX wears PersonX's new shoes,PersonX eats lunch with PersonY,PersonX expresses PersonY opinion,PersonX wears PersonX's new shoes,EauN95FFk/UktX4lrgHIoQ==,YYgkCWcN5iRmnzdi/3seUA==,4VnYmzYj4kSAiF1DJAHYog==,takes PersonY shopping,{},is admired by others,invites PersonY for lunch,{},buys a new shoes,,on,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",aNEXhm/xlS1bYJndr9ZhcA==,PersonX makes PersonY arrest,/LrgfCRi61MSGH6tC8saHQ==,PersonX talks all night,DIQ5FppYkcpwKS3006MmKw==,PersonX marries another man,PersonX makes PersonY arrest,PersonX talks all night,PersonX marries another man,aNEXhm/xlS1bYJndr9ZhcA==,/LrgfCRi61MSGH6tC8saHQ==,DIQ5FppYkcpwKS3006MmKw==,takes PersonY to police station,is tired in the morning,goes on a honeymoon,apprehends PersonY,makes a call on the phone,divorces husband,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Ve8QNAAYePGNbBkoJRcEAw==,PersonX makes PersonY noise,Vbs9AytFd1749/B4DQGm4w==,PersonX holds PersonX's peace,aqthAq90pdgH78eT98kYNQ==,PersonX goes down the road,PersonX makes PersonY noise,PersonX holds PersonX's peace,PersonX goes down the road,Ve8QNAAYePGNbBkoJRcEAw==,Vbs9AytFd1749/B4DQGm4w==,aqthAq90pdgH78eT98kYNQ==,{},leaves the meeting,finds the dog,{},arrives at the meeting,lost the dog,on,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",s3sVLrVBkVXDbDUqTZh95w==,PersonX finally hired,hneh56y/o4rKSGHraNnDbw==,PersonX is laid off from PersonX's job,4mSKziLS7xZUwAUvvRQaYw==,PersonX makes perfect,PersonX finally hired,PersonX is laid off from PersonX's job,PersonX makes perfect,s3sVLrVBkVXDbDUqTZh95w==,hneh56y/o4rKSGHraNnDbw==,4mSKziLS7xZUwAUvvRQaYw==,X regains business.,X finds a new job.,{},X loses business because PersonX is understaffed at the gas station.,X arrives at work with a bad feeling.,{},,,on,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",elFEIY4og2UGK+kZTryGrQ==,PersonX feels relieved,li+sQ1zdEBHur7ch1IKYGg==,PersonX turns PersonX's lights,gZHY/MNwbiKti+FcNdbm6A==,PersonX eats enough,PersonX feels relieved,PersonX turns PersonX's lights,PersonX eats enough,elFEIY4og2UGK+kZTryGrQ==,li+sQ1zdEBHur7ch1IKYGg==,gZHY/MNwbiKti+FcNdbm6A==,pays the massage therapist.,makes the turn.,is full.,gets a massage.,is at an intersection.,is eating at the table.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",XZ/ppF+QClOOSTiJg0RwPA==,PersonX takes flight,LwP51mMnLhQmbx6sprVqVw==,PersonX wants to be a singer,LxKj28Kpy9sXt7O95dDfCg==,PersonX takes good care of it,PersonX takes flight,PersonX wants to be a singer,PersonX takes good care of it,XZ/ppF+QClOOSTiJg0RwPA==,LwP51mMnLhQmbx6sprVqVw==,LxKj28Kpy9sXt7O95dDfCg==,lands in an airport.,records a song.,adopts the cat.,packs PersonX's luggage.,trains with a vocal coach.,finds a stray cat.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dYTCxVKr+W94AgGiXdWigw==,PersonX cries in pain,w81YLZ55RJnerRa7Aux8aA==,PersonX owes you PersonY apology,FcWSoa2GN3J+U84VriJhQA==,PersonX succeeds by PersonX's son,PersonX cries in pain,PersonX owes you PersonY apology,PersonX succeeds by PersonX's son,dYTCxVKr+W94AgGiXdWigw==,w81YLZ55RJnerRa7Aux8aA==,FcWSoa2GN3J+U84VriJhQA==,calls for help,{},{},breaks PersonX's leg,{},{},,on,on,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Yd0m+3jmdRpQCDHhDEkcug==,PersonX is driving PersonY's car on the highway,hiHxF3mDIrx3DHbK/drrZg==,PersonX takes a shot in the dark,+tkwqWDUq7Af2n3k0bPlwQ==,PersonX finds PersonX's car,PersonX is driving PersonY's car on the highway,PersonX takes a shot in the dark,PersonX finds PersonX's car,Yd0m+3jmdRpQCDHhDEkcug==,hiHxF3mDIrx3DHbK/drrZg==,+tkwqWDUq7Af2n3k0bPlwQ==,spots a police car approaching from behind,kills the intruder,enters the car,steals PersonY's car,grabs their gun,exits the mall and enters the parking lot,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",itKDD9g7CgJXTAzPnETF8A==,PersonX opens the back door,MZWJf+6TTL1lAYorPAfvQQ==,PersonX gets PersonX's computer repaired,v5QyY7QVY0XxTxQ+IWBLsA==,PersonX makes PersonY's dream come true,PersonX opens the back door,PersonX gets PersonX's computer repaired,PersonX makes PersonY's dream come true,itKDD9g7CgJXTAzPnETF8A==,MZWJf+6TTL1lAYorPAfvQQ==,v5QyY7QVY0XxTxQ+IWBLsA==,lets PersonX's cat in,takes PersonX's computer home,is thanked by PersonY,hears a noise,has a problem with PersonX's computer,wants to do something for PersonY's birthday,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",51SlNzYaBu+KEVJaXrnaRw==,PersonX eats sandwiches,fS0nBqCvESh9/GbC0WqOBw==,PersonX leaks water,6kUzmauIETRVnZM19kf82Q==,PersonX cuts PersonY loose,PersonX eats sandwiches,PersonX leaks water,PersonX cuts PersonY loose,51SlNzYaBu+KEVJaXrnaRw==,fS0nBqCvESh9/GbC0WqOBw==,6kUzmauIETRVnZM19kf82Q==,washes personX' hands,{},is lonesome,orders lunch,{},is no longer friends with PersonY,,on,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",lw9nrPCCxP+LGKFG3SrBcA==,PersonX is really impressed,ot/SRpsfXVG3oS87bQx0pA==,PersonX looks horrible,NYDbki1K9F7gfvPgvRNsPA==,PersonX cooks chicken,PersonX is really impressed,PersonX looks horrible,PersonX cooks chicken,lw9nrPCCxP+LGKFG3SrBcA==,ot/SRpsfXVG3oS87bQx0pA==,NYDbki1K9F7gfvPgvRNsPA==,thanks his boss,takes the day off work and rests,eats the chicken,got a very good performance review.,just finished a night of binge drinking.,goes to the store and buys chicken,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",YqJ+xwpQPtXXzOAXMEW8dw==,PersonX provides PersonY outlet,fXDlP9Y+6NnHvTgYRSPSZw==,PersonX gets PersonX's foot in the door,DiGxpQx9bU0+jx2lTMLQRw==,PersonX takes down a peg,PersonX provides PersonY outlet,PersonX gets PersonX's foot in the door,PersonX takes down a peg,YqJ+xwpQPtXXzOAXMEW8dw==,fXDlP9Y+6NnHvTgYRSPSZw==,DiGxpQx9bU0+jx2lTMLQRw==,{},has stopped the door,{},{},tries to stop a door from closing,{},on,,on,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",OeF6HptEUpNrf4D66N/LtQ==,PersonX clears PersonX's lines,9YnRI27Ue6ffh7FpDq2MGw==,PersonX just go home,GNJLwW0Tot4N3197YkKuJQ==,PersonX invites to a halloween party,PersonX clears PersonX's lines,PersonX just go home,PersonX invites to a halloween party,OeF6HptEUpNrf4D66N/LtQ==,9YnRI27Ue6ffh7FpDq2MGw==,GNJLwW0Tot4N3197YkKuJQ==,goes home,goes to bed,dresses up as a witch,works hard,finishes the work day,throws a party,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",b3937h3XvlwrMl/FBjn+qw==,PersonX casts the first stone,SI08lgjFVdhMv9xkkR3Jfg==,PersonX jumps the shark,uPiVLVslX61obAhb4ElTSw==,PersonX gives PersonY work,PersonX casts the first stone,PersonX jumps the shark,PersonX gives PersonY work,b3937h3XvlwrMl/FBjn+qw==,SI08lgjFVdhMv9xkkR3Jfg==,uPiVLVslX61obAhb4ElTSw==,files a report with the police,falls into the ocean,monitors PersonY's performance,sees someone stealing,sees a shark while paddleboarding,sees PersonY being bored,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",7rBfkvAhXNwiCjudrgvyHg==,PersonX rushes upon PersonY,jsyLoU84y2aif8Szw+paLw==,PersonX replaces the tire,j1YtzbGafHb4cqLYj7HwFg==,PersonX does PersonY dirty,PersonX rushes upon PersonY,PersonX replaces the tire,PersonX does PersonY dirty,7rBfkvAhXNwiCjudrgvyHg==,jsyLoU84y2aif8Szw+paLw==,j1YtzbGafHb4cqLYj7HwFg==,hugs PersonY,recycles the old tire,laughs,finds PersonY,blows a tire,takes advantage of PersonY,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",jOZ+B0t0JYN6bH86C3qcKQ==,PersonX always forgot,2BXNSi0Hz9AVJefAeVc9EQ==,PersonX visits the city,AB6p/PwJLmoYlpHLHHl43A==,PersonX has to go to the store,PersonX always forgot,PersonX visits the city,PersonX has to go to the store,jOZ+B0t0JYN6bH86C3qcKQ==,2BXNSi0Hz9AVJefAeVc9EQ==,AB6p/PwJLmoYlpHLHHl43A==,X adds birthdays to a calendar.,X posts a lot of photos to Instagram.,X drinks a cup of coffee.,X missed an important birthday,X learns about a foreign city.,X looks for coffee and discovers none in the kitchen.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",EI6I/lT1Nr840kQSINsRhA==,PersonX performs tricks,cPI03/aB/CvHhZvYHx6ziw==,PersonX smells awful,ALEsywrT1pRLl0nx7P6AeQ==,PersonX asks PersonY's mom,PersonX performs tricks,PersonX smells awful,PersonX asks PersonY's mom,EI6I/lT1Nr840kQSINsRhA==,cPI03/aB/CvHhZvYHx6ziw==,ALEsywrT1pRLl0nx7P6AeQ==,X gets a lot of tips.,X takes a bath.,X gives PersonY's mom lots of hugs.,X practices his magic.,X feeds the pigs in the barn.,X looks for a babysitter.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ROitBcZMD/CMhDacs1y1Ew==,PersonX shows diagrammatically in fig,X50d5C5zzcsWlnXBNdfPPA==,PersonX hands in PersonX's dinner pail,nsZ3A2BOWU2lcQxQQ2fnXQ==,PersonX improves PersonX's chances,PersonX shows diagrammatically in fig,PersonX hands in PersonX's dinner pail,PersonX improves PersonX's chances,ROitBcZMD/CMhDacs1y1Ew==,X50d5C5zzcsWlnXBNdfPPA==,nsZ3A2BOWU2lcQxQQ2fnXQ==,puts away diagram,leaves,leaves PersonX,makes diagram,grabs pail,goes to PersonX,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2eDduCLRifiTVhnoemCMXQ==,PersonX clips PersonY's wings,bCdg0mWh/O/mYxalxI4X6Q==,PersonX immediately told,6Pq3+3xbd1/LI9EtPNTlhQ==,PersonX sees a beautiful woman,PersonX clips PersonY's wings,PersonX immediately told,PersonX sees a beautiful woman,2eDduCLRifiTVhnoemCMXQ==,bCdg0mWh/O/mYxalxI4X6Q==,6Pq3+3xbd1/LI9EtPNTlhQ==,apologize to PersonY,lose temper,walk toward the woman,fights with PersonY,is called to office,goes to party,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ItfKbafUdRh60EXkbzUTVg==,PersonX makes PersonY deposit every time,SvIOJys4vgpcSpx7UJwGUA==,PersonX puts the pedal to the metal,PDAs4txggD1OC8GYbvzAdQ==,PersonX loses PersonX's hair,PersonX makes PersonY deposit every time,PersonX puts the pedal to the metal,PersonX loses PersonX's hair,ItfKbafUdRh60EXkbzUTVg==,SvIOJys4vgpcSpx7UJwGUA==,PDAs4txggD1OC8GYbvzAdQ==,helps PersonY save,wins the race,goes to the hospital,pays PersonY,joins the race,stops eating,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",x9zYClJb4QVsYGOOwhmOqg==,PersonX gets PersonY done,TcZja/uC2zt7fAqOXTi5Aw==,PersonX loves cooking,a1zwmLdU9z24pBRopEbKUA==,PersonX saves the rest,PersonX gets PersonY done,PersonX loves cooking,PersonX saves the rest,x9zYClJb4QVsYGOOwhmOqg==,TcZja/uC2zt7fAqOXTi5Aw==,a1zwmLdU9z24pBRopEbKUA==,takes payment for the haircut,makes dinner with the ingredients,puts the leftovers in a bag,is a hairdresser,went grocery shopping,is full from lunch,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ySgbvAhrYE9qwCOcBIP5kg==,PersonX sees a baseball game,FxWkybX9tWTbqiK0HvbqaA==,PersonX starts pouring,r/1Ayg4DJFAkupeowecQGA==,PersonX starts lifting weights,PersonX sees a baseball game,PersonX starts pouring,PersonX starts lifting weights,ySgbvAhrYE9qwCOcBIP5kg==,FxWkybX9tWTbqiK0HvbqaA==,r/1Ayg4DJFAkupeowecQGA==,enjoys a nice dinner after.,enjoys how beautiful it all is.,is more physically fit now.,is going out on the town tonight.,wants to water the garden.,needs to work out more.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",PYcE8QDLePGIj18TrOA8nA==,PersonX shows PersonY respect,Ad+88KoLueP/73/QK2hhlA==,PersonX builds PersonY empire,trSWqCNwztAoIvl2MEpDaw==,PersonX finds PersonY's daughter,PersonX shows PersonY respect,PersonX builds PersonY empire,PersonX finds PersonY's daughter,PYcE8QDLePGIj18TrOA8nA==,Ad+88KoLueP/73/QK2hhlA==,trSWqCNwztAoIvl2MEpDaw==,buys PersonY dinner,serves PersonY,returns PersonY's daughter,admires PersonY,follows PersonY,follows tracks with PersonX's dogs.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2b43/WayR5hmNdjiKBnfuA==,PersonX can n't afford to buy one,5ss/aWLzDTLFE1aVEeRGBQ==,PersonX goes wild,Lbegr9WHzow3dBjOIZUjHg==,PersonX feels a sigh of relief,PersonX can n't afford to buy one,PersonX goes wild,PersonX feels a sigh of relief,2b43/WayR5hmNdjiKBnfuA==,5ss/aWLzDTLFE1aVEeRGBQ==,Lbegr9WHzow3dBjOIZUjHg==,tries to save money,feels ashamed of their behavior,makes a purchase,wants to get a new car,drinks a lot of alcohol,has enough money in their bank account,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",TTyxGKfgRbfR2LUZZ+4LOA==,PersonX plays with a full deck,Zy/8WDLoOrc3Nrauuu09YA==,PersonX can n't find PersonX's car keys,xCr174/tVYFgYGKSFNhgSw==,PersonX convinces PersonX's parents,PersonX plays with a full deck,PersonX can n't find PersonX's car keys,PersonX convinces PersonX's parents,TTyxGKfgRbfR2LUZZ+4LOA==,Zy/8WDLoOrc3Nrauuu09YA==,xCr174/tVYFgYGKSFNhgSw==,wins,searches the house,gets a car,is player poker,is sometimes forgetful,is asking PersonX's parents for a car,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",mYLJ8UmezjjrVPZ3y75hHA==,PersonX sells PersonX's collection,xPW6woD/34HWbtKq/eYcNQ==,PersonX is deferred until test results are in,pwcjNhLXOcmKPLMCIlXQnw==,PersonX gives PersonY name,PersonX sells PersonX's collection,PersonX is deferred until test results are in,PersonX gives PersonY name,mYLJ8UmezjjrVPZ3y75hHA==,xPW6woD/34HWbtKq/eYcNQ==,pwcjNhLXOcmKPLMCIlXQnw==,uses the profit to take a vacation,joins the army instead,gets arrested,collects too many baseball cards,applies to college,is pulled over by the cops,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",U7rukVtYEg3167W6BIfZ+g==,PersonX decides to bake a cake,4YsWBpjX5+8PhghKFOswCQ==,PersonX gives PersonY a life,QsMuM0UU0PAXYbBexp7Pug==,PersonX spends all morning,PersonX decides to bake a cake,PersonX gives PersonY a life,PersonX spends all morning,U7rukVtYEg3167W6BIfZ+g==,4YsWBpjX5+8PhghKFOswCQ==,QsMuM0UU0PAXYbBexp7Pug==,ices the cake after is cools,leads PersonY on the right path,secures the new clients,wants to eat something sweet,creates PersonY,has an important meeting,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",jcGAA9G5UA39VVOmQxOObQ==,PersonX wants to go there,DAKbeqBWmsVW/1QqSt/WIw==,PersonX wants to get married,ddoQsST2qUqIiFoOXOLxJg==,PersonX pulls the car over,PersonX wants to go there,PersonX wants to get married,PersonX pulls the car over,jcGAA9G5UA39VVOmQxOObQ==,DAKbeqBWmsVW/1QqSt/WIw==,ddoQsST2qUqIiFoOXOLxJg==,is there,is planning to get married,is out of the car,gets in the car,has a mate,is texting,,,,{}
