Title,Description,Keywords,Id1,Event1,Id2,Event2,Id3,Event3
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",51SlNzYaBu+KEVJaXrnaRw==,PersonX eats sandwiches,fS0nBqCvESh9/GbC0WqOBw==,PersonX leaks water,6kUzmauIETRVnZM19kf82Q==,PersonX cuts PersonY loose
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",lw9nrPCCxP+LGKFG3SrBcA==,PersonX is really impressed,ot/SRpsfXVG3oS87bQx0pA==,PersonX looks horrible,NYDbki1K9F7gfvPgvRNsPA==,PersonX cooks chicken
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",YqJ+xwpQPtXXzOAXMEW8dw==,PersonX provides PersonY outlet,fXDlP9Y+6NnHvTgYRSPSZw==,PersonX gets PersonX's foot in the door,DiGxpQx9bU0+jx2lTMLQRw==,PersonX takes down a peg
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",OeF6HptEUpNrf4D66N/LtQ==,PersonX clears PersonX's lines,9YnRI27Ue6ffh7FpDq2MGw==,PersonX just go home,GNJLwW0Tot4N3197YkKuJQ==,PersonX invites to a halloween party
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",b3937h3XvlwrMl/FBjn+qw==,PersonX casts the first stone,SI08lgjFVdhMv9xkkR3Jfg==,PersonX jumps the shark,uPiVLVslX61obAhb4ElTSw==,PersonX gives PersonY work
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",7rBfkvAhXNwiCjudrgvyHg==,PersonX rushes upon PersonY,jsyLoU84y2aif8Szw+paLw==,PersonX replaces the tire,j1YtzbGafHb4cqLYj7HwFg==,PersonX does PersonY dirty
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",jOZ+B0t0JYN6bH86C3qcKQ==,PersonX always forgot,2BXNSi0Hz9AVJefAeVc9EQ==,PersonX visits the city,AB6p/PwJLmoYlpHLHHl43A==,PersonX has to go to the store
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",EI6I/lT1Nr840kQSINsRhA==,PersonX performs tricks,cPI03/aB/CvHhZvYHx6ziw==,PersonX smells awful,ALEsywrT1pRLl0nx7P6AeQ==,PersonX asks PersonY's mom
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ROitBcZMD/CMhDacs1y1Ew==,PersonX shows diagrammatically in fig,X50d5C5zzcsWlnXBNdfPPA==,PersonX hands in PersonX's dinner pail,nsZ3A2BOWU2lcQxQQ2fnXQ==,PersonX improves PersonX's chances
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2eDduCLRifiTVhnoemCMXQ==,PersonX clips PersonY's wings,bCdg0mWh/O/mYxalxI4X6Q==,PersonX immediately told,6Pq3+3xbd1/LI9EtPNTlhQ==,PersonX sees a beautiful woman
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ItfKbafUdRh60EXkbzUTVg==,PersonX makes PersonY deposit every time,SvIOJys4vgpcSpx7UJwGUA==,PersonX puts the pedal to the metal,PDAs4txggD1OC8GYbvzAdQ==,PersonX loses PersonX's hair
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",x9zYClJb4QVsYGOOwhmOqg==,PersonX gets PersonY done,TcZja/uC2zt7fAqOXTi5Aw==,PersonX loves cooking,a1zwmLdU9z24pBRopEbKUA==,PersonX saves the rest
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ySgbvAhrYE9qwCOcBIP5kg==,PersonX sees a baseball game,FxWkybX9tWTbqiK0HvbqaA==,PersonX starts pouring,r/1Ayg4DJFAkupeowecQGA==,PersonX starts lifting weights
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",PYcE8QDLePGIj18TrOA8nA==,PersonX shows PersonY respect,Ad+88KoLueP/73/QK2hhlA==,PersonX builds PersonY empire,trSWqCNwztAoIvl2MEpDaw==,PersonX finds PersonY's daughter
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2b43/WayR5hmNdjiKBnfuA==,PersonX can n't afford to buy one,5ss/aWLzDTLFE1aVEeRGBQ==,PersonX goes wild,Lbegr9WHzow3dBjOIZUjHg==,PersonX feels a sigh of relief
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",TTyxGKfgRbfR2LUZZ+4LOA==,PersonX plays with a full deck,Zy/8WDLoOrc3Nrauuu09YA==,PersonX can n't find PersonX's car keys,xCr174/tVYFgYGKSFNhgSw==,PersonX convinces PersonX's parents
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",mYLJ8UmezjjrVPZ3y75hHA==,PersonX sells PersonX's collection,xPW6woD/34HWbtKq/eYcNQ==,PersonX is deferred until test results are in,pwcjNhLXOcmKPLMCIlXQnw==,PersonX gives PersonY name
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",U7rukVtYEg3167W6BIfZ+g==,PersonX decides to bake a cake,4YsWBpjX5+8PhghKFOswCQ==,PersonX gives PersonY a life,QsMuM0UU0PAXYbBexp7Pug==,PersonX spends all morning
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",jcGAA9G5UA39VVOmQxOObQ==,PersonX wants to go there,DAKbeqBWmsVW/1QqSt/WIw==,PersonX wants to get married,ddoQsST2qUqIiFoOXOLxJg==,PersonX pulls the car over
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",0zv04OWyhoD2e81ZfkhU+A==,PersonX starts choking,qpNJA3F6xAUiRK5DF7Tr0A==,PersonX does n't get in trouble,gjqanOX1nVjwSdU+4l5O2w==,PersonX is impressed by PersonX's work
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",kgekfrT6PHilyp4KLy7qDA==,PersonX engages in PersonY activity,LwFBAadf5v5+LKDpVos4gw==,PersonX makes room,viEToPOc4nLvItAj9iN9yg==,PersonX needs gas
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",VYtWL1KaBPQlmYuM1eMY5w==,PersonX sings PersonX's songs,kRxuw8EI+YZD7mN5w/dwSw==,PersonX eats the ice cream,+kCDsPpP7G+vTt2U8jFS5A==,PersonX gets home from work
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",RF3eylOTIjeukSdZtuz9Pg==,PersonX sits on PersonY's bed,IUhfqHDBFa8YX2rOCYVMtA==,PersonX is planning PersonY's wedding,dd1dSU5xS9LlcHARk8/v7Q==,PersonX kills birds with stone
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",WW0E/tOCm1THTue9xPDWHA==,PersonX sets PersonY example,DnlpasvBwG/zFK/3X+sABQ==,PersonX wants to throw a party,DvduEjhVWj+CVRRCxlHMqQ==,PersonX is in a bad car accident
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",HDvNL2k/pQ/yiW7qZLb3IA==,PersonX becomes a success,M0kZRqpnKE+Yfts1HHWQeQ==,PersonX hopes would get,24+Lup7DtRVNuAB6Yqaavw==,PersonX places a recall for this item
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",uZIkMuO8IQ/MFQ6z3ttVpw==,PersonX protects PersonY's privacy,eY0GBBZ5aiNcpa9OKo5ciA==,PersonX gets mad,iXJh3DhOoJKw1nELJgc1Fg==,PersonX plays fetch
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",uxI6lAWfwySmwLGo81LcRA==,PersonX is really looking forward to it,breF/CnqxS6RAbCAwfSXjA==,PersonX starts to slip,L6bhKehg61tzw8oYLSSjXg==,PersonX rides PersonX's bike every day
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",0btMo1AmM8xIss2Rc5ywPQ==,PersonX gets a shot,29LOfjoRUuxyEAPiIKiOwQ==,PersonX has a pet cat,uM+bNY4gVrRpVAidEwf50w==,PersonX opens all of PersonX's presents
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",kEYXlyW1aszwEhWXDAiVNw==,PersonX has to go to work,09rbzKfAnBFWQaEYlxmwEw==,PersonX never return,lZW6oo3Ec6GWVTl8uCDAgQ==,PersonX begs PersonY's forgiveness
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",mDCGD8MHak4wC7BWcs+yZg==,PersonX asks a girl,vIWgTBjBuYw+gLlezkDK0A==,PersonX hires on the spot,mBqKVucyLPNup4AB22zoCw==,PersonX stops going to the gym
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",4nRboXZLqqzk+nakfhfDEw==,PersonX stops trying,O0mgnDljuyCx1qPXhlLOOg==,PersonX gets PersonX's grade,MYVAJoxVTNW+os0TifffDw==,PersonX drives all night
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",pMmmZn9PMMCIGa+xQsCHCQ==,PersonX pokes PersonY's eye out,zdAHyT/N/HF0+ud+vmhjhg==,PersonX breaks a window,AbYq0rbjIVp/vUeZZrtlKA==,PersonX finally noticed
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",s1LVtz5QXt8yoBeoF9xD1g==,PersonX cuts it fine,5qYwfsI7k8SYWxqwhblWLg==,PersonX takes a closer look,3xhn6VRJsHzrDED7pzzFaA==,PersonX flogs the log
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",SeAmh4q1Te8K0msQsQX0pA==,PersonX develops PersonY interest,1oHuxpn6ESMXcp6IKuQnNw==,PersonX really needed,JI6ZO4ueowZDenPYUt1ECQ==,PersonX speaks PersonX's name
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dFakESksul9Jd99bo+CZ7w==,PersonX stays far away,PU0dfg6J20oPrOLz+3sURQ==,PersonX gives PersonX's history,wRGzpDki1XkoSdKDwdPHhw==,PersonX needs a solution
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",WXceQxfXIz1bc1XDqhci0w==,PersonX pays money,oil9RM1hf+01D2G3uaQuTQ==,PersonX never returned,QIChb+dqJgojyVBkKubTAg==,PersonX sees PersonY home
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",c0qzlatcNHX6SGl9XY9Vqg==,PersonX looks closely,HV8vhgVEflhfopBHw7Gdxg==,PersonX has a fantastic time,YGANTkZS5UGgixCMQ1TYGg==,PersonX has it coming
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",yGBxWVOWTfRowZwqKrOBNg==,PersonX feels very good,ilsYYFYDanUhMJ+6ihwbfw==,PersonX is playing at the park,3hJSQuiENoURPOlSUvRZyQ==,PersonX pays someone
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",g//5fE33n7ypa5DLVJkx5g==,PersonX is watching a scary movie,6NVl2kQCf5cjS58HH2mjDw==,PersonX enjoys the concert,wjiqx+x1bJnlp15FG30mFA==,PersonX catches any fish
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",DHBm9vT116k6uym3XnUVwA==,PersonX starts to work,xaUnAVzaGuydPMJc88ccyg==,PersonX sends PersonY one,TYL7I01RwBr7G/cbGOqZxQ==,PersonX fills the tub
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",NlnqJMu7YkpgQJPHpCff/A==,PersonX talks to PersonY a bit,I7sT8CScGPJgr2XcGXKqBA==,PersonX feels kind of bad,ZVmK4ielLdEwO1tb3hEFkw==,PersonX plays games together
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",F7o4kvFRgvpLCJg2Zm/w1Q==,PersonX worships god according,3d44KEY6n2gSwszpbiwgag==,PersonX cleans the fridge,l1TbJNYdecXZ7vqe2zbhcw==,PersonX performs the heimlich maneuver
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",P+kOocjbLHjLnFa03rCODg==,PersonX sets up PersonY's tent,5r5qoAuXX5deX1PxrzXo2g==,PersonX changes PersonX's tire,u4p494xAREDGgU2QIR0UgQ==,PersonX has lost PersonY's keys
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",wZ39mBh4dqaDZBjXTzuhGw==,PersonX hearts beat as PersonX,KLIE1sJKr8YrwtHVaBf/jg==,PersonX sees everything,HkGS+z9/caiyftnuCUQOsw==,PersonX decides to go to the doctor
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",20l9qk+dX4vs7jj8k/WPHg==,PersonX gets it repaired,OGqhJtqKKTbJbOrDJeLG2w==,PersonX buys lottery tickets,T/uBFmjYtOH8yOcN/ayTiQ==,PersonX loves PersonY with all my heart
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",D32h+y+jh2dUqwFRamnYXw==,PersonX loves the cake,l7JPa4H6duAYZUJRpxIiFQ==,PersonX finds another gear,SpqiT4tB5NNSZhGrmo65RQ==,PersonX rids the roller coaster
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ocO7ZjsXShZQ+1txfbSkAQ==,PersonX is dying of cancer,l/gVhs6/Dnkz495I4Ij17g==,PersonX is bored one afternoon,d606z0HpU2r8ymReJYvY+Q==,PersonX is married for 20 years
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",WONKa5jt+RUJ1ym0p4w4EQ==,PersonX is dating for five years,0ChdaAcLiSdD3JjXEybncQ==,PersonX redoubles PersonX's efforts,6UzoWXFIZqdD63xt/iQb/w==,PersonX feels anxious
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",N1IShK8/aCzpvFDfZdm/gA==,PersonX makes a deal,INNRdL05p+oDehnehUfORA==,PersonX receives PersonY degree,JBbkkdkJHd2Il2ia8QNAzg==,PersonX loses PersonY's balance
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",uzGhbU+AndR69O9/gl5TIA==,PersonX walks into PersonY's room,EOhicNAf3URA43mg/8fZug==,PersonX hopes would find,M76lJgnKcr1THtPvhcS4/w==,PersonX lives along the PersonY
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",vfzleHds5VdPL1cLZ6TImg==,PersonX busts PersonX's balls,k9B0im5DWCyqtEWPt+1ILg==,PersonX sees a therapist,efSJPQDyc6Q1ixTRs23vHA==,PersonX gets gas
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",6jt1AIVHFEEam3uigvV99Q==,PersonX sees the sunset,b86hBnJ84sp7vTm9MANgAw==,PersonX brings up something more universal,BZinsnv1MpD7g67zRmEzYg==,PersonX talks to a friend
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",VnmyM2hBzMu0s5I92imNrQ==,PersonX walks the floor,Q8xv/2bM1PgysekVoaK94g==,PersonX needs a new desk,crQZpJQZZNvEAwn5Zaxw9A==,PersonX goes out with a bang
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",HHhklX6GP2/1TnRuk+sVxg==,PersonX jumps the queue,g2Dvhvp9N0bmftsIyl0QHQ==,PersonX unloads the groceries,1Gj24f/+rNkPQvI6AIGs4Q==,PersonX runs the marathon
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",U4NYCdj9/w2o6IgA3SrUpg==,PersonX meets PersonY at the park,K23QlPOtW41k4BGcCXyIJg==,PersonX finally came,rFTRI6VMO/lFHHsYNEY6mw==,PersonX puts posters
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",9K9RVUtAFq056bxj/adW2g==,PersonX gets out of dodge,AdSpHmDjID3s7BYuWDOadA==,PersonX leaves class,OaAqdi+Bq1TGJZJZ5Woriw==,PersonX comes out of the woodwork
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",QzoBEx+iIIan8kPb6uVZLA==,PersonX makes PersonX's exit,C9yV1gqWn7A2h6CrlB3iow==,PersonX gets a fire going,mXjY3JO70HOTClaxiqNPeQ==,PersonX continues to work
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",bYczZWVN/RwfCZx//8qJIA==,PersonX wants a divorce,QVkaU29aUM2EAJnNAmViFQ==,PersonX gets PersonX's moneys worth,OLV14x0O8nlKC5ghTNWEOg==,PersonX takes PersonY's back
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",W9QqyHK8R+ElZqNn9D0KPg==,PersonX wanders around,QAJYb92n8xonFDKsFOihhA==,PersonX continues PersonX's studies,uMWPZ2Ud2Xafn2gkvvcBgw==,PersonX takes it to the store
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",q/HM+N5IwrLpJ5ddEHi3gQ==,PersonX decides to investigate,zDFx9yseSU6A+rc9TvEAFg==,PersonX organizes along lines,nVY1hg47hib7Sp+6jWdccQ==,PersonX receives a package
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",6G4KaWyIWWm6ro/Fh4TOeQ==,PersonX checks PersonY's email,n7qvvEWn7YmAakc9z6OiiA==,PersonX takes part in affairs,I8fz2Q8RHz0nTUFiA8Fzbw==,PersonX walks behind PersonY
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",DZLyxeyxwTPC+PUeJz+27Q==,PersonX looks into PersonY's eyes,jCuUqXap+2sxR/bCrKdW1A==,PersonX speaks PersonY's name,0y0zrXI8SFa8b6bRq+qKVg==,PersonX wants some ice cream
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",nF7oMm7uT75fmsS0VnbDAg==,PersonX decides PersonX's fate,CBhA0zObuThE2+HSY1KqyA==,PersonX gives PersonY the opportunity,U8lsLpedv/xYAJpfq7tadA==,PersonX wakes up the next day
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",1+08+tgdR8GOLpkQS8S5Ww==,PersonX makes some eggs,TMt/xHP9mLVMMv/7ruwCyQ==,PersonX earns PersonX's livelihood,IBD0y9V7M1htcfCheIuklg==,PersonX cooks dinner for PersonX's family
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",rDXxk6tx8ocz1hIARUmHuQ==,PersonX presses the on button,OccoC47XNkl3tgaDTgASCA==,PersonX waits for the other shoe to drop,Q9yinhKAlgHti2ju8cNGyA==,PersonX gets along well
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",XZown6NxAkPEM5BuQ/5XlA==,PersonX finds a frog,4oIWhA2NBOJuqJx0lBAEGA==,PersonX becomes a model,MUgVYM8+TGdIorAQSx0JKA==,PersonX gives PersonY room
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",RVNOZK37DS68gXv4yuUSoA==,PersonX casts PersonY's eyes,wLpeDHD/uTUMzTXDsGVKpg==,PersonX joins PersonY together,t5Ir9c1Cib3GvGWXZms6dw==,PersonX does n't know anyone
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",4Qby3HKco0FnTyWUstL2/A==,PersonX throws PersonY back,dQBS4idh3cSYr32Ke+CK2Q==,PersonX wants to see PersonY again,3ldkLWOFheCZhiV5eJeqhg==,PersonX has another baby
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",kLMQ4VRi3YtB52OaX28w7w==,PersonX slaps PersonY's face,AG+yfanypw7aFv0Wn3tq1A==,PersonX really liked PersonY,4bdnPEDqDh14Du+Si7D/eg==,PersonX finds PersonY's ring
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",DjRrpWH36TKZq8FdRAAChA==,PersonX saves PersonX's country,MX73bysw9QbddFcK9iW9Ug==,PersonX is completely ruined,Zobgf/HNGcXXEkxr13TjkA==,PersonX gives battle
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",PrT4H4cyY8W8b97WkaBHag==,PersonX sees PersonY well,nUZhL6PpTSLnemuNj92PLw==,"PersonX eats , drank",/yeTg+/7HCJlU5WXhxgnHQ==,PersonX dots the is and cross the ts
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",SyduW59TAm6x750IkEOdhQ==,PersonX has ice cream,0WGDAAeswyOoMs7EYwAn1Q==,PersonX uses drugs,s1mNvwLOSC/C0+k97sV5gA==,PersonX has a good idea
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dT+61tWt+Y90PKruMISfew==,PersonX tells PersonY would come,vEas4a6DCEUY2jensGYOiw==,PersonX learns the hard way,SkYYwvBPp4EtlVRFrE2bog==,PersonX increases PersonX's share
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",EIWpjLN53WzlhYk9PqvHiQ==,PersonX has gotten lost,2p7P5NjxvDRhnStuUzARVg==,PersonX loses PersonY's virginity,hXREJ+6BfsJw3EKHumj4Uw==,PersonX takes the exam
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",4ngJ/vsxcFZDTCCdFFB3Dg==,PersonX loses badly,4/sTnDFll7bn+Zqal+aTQA==,PersonX goes to buy a new one,mhXFQw4uGI++Ik6UqIbdrA==,PersonX sees every day
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",/8miNqSX7o1y7WXFgeZl1A==,PersonX quickly began,tzfv2pzU3cYIZLQVdTnb5w==,PersonX gets PersonY's ticket,+N+mwk7gEBbF+/ZY0XEooQ==,PersonX alters PersonY's course
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",4YSivOEl6ipKEXfMPkJK5w==,PersonX becomes aware,2rqvJTQ7+1pO8Y4BKx5XQQ==,PersonX hurts like hell,ckWseCh3tpyiET4DBlSqEw==,PersonX needs someone
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",54zt2i6EXhb4jSiPhaV6lw==,PersonX earns extra money,HFYmrVi2+U5zd4bRUrJuPA==,PersonX pops PersonX's cork,jCjCaOvPrAjovUwBcdue6Q==,PersonX pulls PersonY apart
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",RpQ9LhXzOpbWSmUGjNfYuw==,PersonX breaks PersonY word,BrSquviEAbHFt3hmv92YnA==,PersonX is able to drive,hA6giCD1p9h3TWCFnA8C0A==,PersonX returns to the store
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",isI3rXdAN1i7tB2OAKefYA==,PersonX trails behind PersonY,hek6ZUsU9cLZQcicQX+fFQ==,PersonX pulls PersonY's head,jU1/5r4gYgYTBj7NnmEc6Q==,PersonX shrugs PersonY's shoulders
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",pnFvzNc46D26wfuRzb/uvA==,PersonX goes to the gym every day,wU0bNvYlNIT9iL25zTIs5Q==,PersonX attempts PersonY explanation,AYEnrZ7CwSfm5uwnEdLz1w==,PersonX misses PersonY opportunity
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",jv+vFPmDy62JGbTmWMGOxg==,PersonX settles among PersonY,kt5qxDU7ZauQ0BzsFgJXFA==,PersonX gives PersonY a warning,CkMTOi0KJy5DCVD5LSvygg==,PersonX makes PersonY plans
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2aY748LrofsF36xzJ3D9Qg==,PersonX starts a new school,haazpms7tukKAmJ+NbTn0Q==,PersonX asks PersonX's doctor,Z/xdyncRQtR0d68hUZmpFg==,PersonX reads PersonY's work
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",TnwjEsUSUzgDv+0A6kMQEQ==,PersonX gets back to normal,S/4MAGL7rtEb/vzQE6vICw==,PersonX loves the game,HEZo3gP6YUDCRNwhboSmIw==,PersonX takes PersonX's position
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",og1RdyFVqHYI4seURjW0uQ==,PersonX chews the meat and spit out the bones,0GpaKOg4yEm8gpiE3p/iqQ==,PersonX sets PersonY to work,qIi5rEINeaHMyJ+kzLOhcA==,PersonX works extra hours
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",1FoPAYmQeBdcu12o4ghkLQ==,PersonX walks into the living room,bb8SlSqeAY928S+TXAS5fg==,PersonX watches a horror movie,EE9e9ogR/uIjux+ik1lLCg==,PersonX smells good
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",oXZ5n4Q77axNYtJk0gsowQ==,PersonX retraces PersonY steps,sn0HcXO6rt75sCjgHXZ+XA==,PersonX thinks might help,1iOg5HR8xjrWWVjV3ToSRw==,PersonX cries herself to sleep
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",sep6GlMhUyD2QW96OfF43g==,PersonX answers the questions,Noxc3lLjKiR5YKl2Dk4KWQ==,PersonX starts school,shHoPSqHeu1Rm6OBqttXpw==,PersonX enters the science fair
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",23m79j7NiQiedPqMmIj2Yw==,PersonX gives PersonX's head a shake,fOnrZEWxElbcxMfTKzdAzQ==,PersonX tells PersonY not to worry about it,72LIvz45gjkBd2gvN/Nosw==,PersonX is working all day
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",K/5WEqqdOhsKzdPESWWjyA==,PersonX takes PersonY home,OW2NiuD5TspJMkTfEHbAVQ==,PersonX holds sway,g/SswUEUVnoBP58gdh/2QA==,PersonX hears sirens
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",DwPTc/Hvq6WRMqNH+AiYUg==,PersonX is pretty damn good,LZvTK4XADEeiZf3ZsxytBA==,PersonX pushes up daisies,PS9uFKTd1XeJMFoC00+HFw==,PersonX goes to the gas station
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",U87FqLnp9tUwKsKACwpxNg==,PersonX wants to travel,delmj+iMZvylSrWp3wG6Lw==,PersonX is ashamed of what PersonY had done,tmFSx2bTbyF8j1nKTAWu9w==,PersonX spends the night
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",vNCfpACglpuow5gioUit/g==,PersonX publishes PersonY's work,d/U0r1R+f+hNU4psvLJqmA==,PersonX completes PersonX's course,OzWXDH3vIrtEkaX+NQosgQ==,PersonX likes sports
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LevItS1Dv95/l2SqAQIiHQ==,PersonX depends upon factors,P4ZZDguDG+tRjj1dA1/SwQ==,PersonX raises PersonY from the dead,85T8DkvGAl6esS8jQxlwaw==,PersonX cooks bacon
