Title,Description,Keywords,word5,word4,word7,word6,word1,word0,word3,word2,word9,word8,pmi14,pmi15,pmi16,pmi17,pmi10,pmi11,pmi12,pmi13,pmi18,pmi19,word15,word14,word17,word16,word11,word10,word13,word12,word19,word18,pmi8,pmi9,pmi6,pmi7,pmi4,pmi5,pmi2,pmi3,pmi0,pmi1
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",a decision,client,"libraries ,",reaching,those,office,development,himself,off,unhappily,0.294655,-0.909318,0.210572,-0.084461,-0.686174,0.04334,0.006973,0.006973,-0.909318,-0.11081,shall,passage of the,any,", including",through,in particular,being made,consent,than any,regarding,0.294655,0.211456,0.006973,0.70012,0.70012,-0.398492,-0.599163,-0.093111,0.343445,-0.120861
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",dance,like to,anti-monopoly,marked,broad,minor,author,the principal,solo,the campaign,0.70012,-0.686174,0.264802,0.476976,0.294655,-0.11081,0.294655,-0.398492,-0.398492,0.006973,years and,reasons for,higher,the court,hardly,platform .,are just,for years .,issues,trained,0.412438,-0.686174,0.140504,0.70012,-0.041817,-1.034481,0.006973,-1.314783,-0.098388,-0.686174
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",charge of,conflict,a rule,as long,upper,a student,need to,in mr.,city,of either,0.363648,-0.612066,0.189294,-0.909318,0.70012,-1.09164,0.275237,0.70012,0.70012,0.70012,seen,talk to,going on,get the,change of,in three,esprit de,cent,coaching,the money,0.006973,0.147745,0.230116,-0.398492,0.140504,0.70012,-0.398492,-1.24579,0.70012,-0.686174
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",", few",ten,leading to the,post office,there has been,put in,seems,and each,the form,ago,-0.398492,0.006973,0.006973,0.412438,0.086525,-0.248961,0.210572,0.189294,-0.858025,-0.686174,conviction,progress,can see,formation,clear,the first,he began,off the,paired,to say,0.156504,-0.11081,0.006973,0.412438,-0.098388,-0.398492,0.006973,-0.945036,0.294655,0.412438
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",some of the,so long as,under,work .,are made,the setting,were made,"yards ,",been able,he pointed out,0.006973,-0.398492,0.116974,0.517798,0.70012,0.058266,-0.686174,0.412438,0.70012,0.294655,was more,to show,conference .,up,the question,the product,", well",are likely,account for,civil servants,0.70012,-0.216171,0.140504,0.241166,0.294655,-0.193698,0.70012,-0.398492,0.70012,0.189294
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",guilty,it is,we now,respect,opera,control,defeated,"general ,",is done,news,0.70012,0.412438,0.189294,-0.398492,0.006973,-0.398492,-0.137919,0.223196,-0.686174,-0.280709,repaired,economics,compiled,sign,", fewer",treatment .,years .,n't,be said,valley,-0.271741,-0.552643,-0.746799,-1.09164,-0.658882,0.294655,0.230116,0.363648,0.351813,-1.09164
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",serious,largest,opinion that,union .,productions,enterprise,champion,vote for,clubs,and to,0.006973,0.374698,0.294655,0.294655,0.156504,-0.398492,0.582337,0.140504,-0.909318,-0.216171,returned,argued that the,grab,decade of,he says,led,preserve,debate,chosen,a moment,0.006973,-0.088337,0.582337,0.70012,0.169492,-0.244342,-0.398492,0.70012,0.294655,-0.686174
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",exhibited,than to,back in,appropriations,beating,russia 's,time of,essential,study of the,adult,0.70012,-0.398492,-0.819706,0.006973,-0.147178,-0.147178,0.294655,0.60481,0.006973,-0.909318,has decided to,"return ,",emphasize,choice,anyway,the order,formerly,composed of,tries to,couples,0.476976,0.006973,-0.398492,0.620077,-0.11081,0.294655,0.006973,-1.379322,-0.552643,0.476976
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",a game,know,have not,smooth,and have,has been the,shared,sooner,entertainment,amazing,0.294655,-0.398492,-0.216171,0.294655,-0.552643,0.294655,-0.398492,-0.175349,0.294655,0.412438,too hard,few weeks,", including the",surprised,more effective,responsible for the,no one,heads,hiring,the liberal,-0.686174,0.566589,-0.686174,0.112333,-0.410327,0.70012,0.294655,-0.11081,0.230116,-0.216171
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",recommended that,output,", much",work out,et,tougher,concerns,institution,seemed to,dealing,0.294655,0.70012,-0.909318,0.189294,-0.311481,0.189294,0.169492,-0.398492,-0.398492,0.294655,championship,portion of,the basis,strange,elections,the political,to fulfill,effort to,aimed,the occasion,0.006973,-0.341334,0.412438,0.006973,0.294655,0.70012,0.476976,-0.686174,0.70012,-0.686174
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",show a,drive .,a kind,he pointed,industry,physical,possible for,the very,on charges of,passage,-0.398492,0.325426,0.412438,0.412438,-0.280709,0.248135,0.280266,0.70012,0.169492,0.006973,negotiations,from him,had said,the day .,", rather than",and now,yesterday in,hours,activity,methods,-0.216171,0.70012,0.70012,-1.09164,0.006973,-0.398492,-1.497105,0.412438,-1.864829,0.202282
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",consisted of,ground,bring,the staff,expansion,currently,items,blow,"each other ,",party of,-0.164878,0.123045,0.70012,-0.041817,-0.686174,-0.398492,-1.09164,-0.398492,0.448806,0.351813,both,would like,increased,a conspiracy,volumes,eleven,beginning of the,speeches,youth,school and,-0.398492,-0.398492,0.230116,0.064131,0.230116,-1.09164,-0.216171,-0.216171,0.093984,0.389965
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",apparently,award,throughout,sales of,classics,the store,itself .,women,here to,wave,-0.311481,0.70012,-0.398492,0.006973,-0.216171,0.161123,0.006973,0.294655,0.006973,0.499449,"station ,",suggestion,to agree,fame,capital,"matter ,",how many,source,senior,invited,0.006973,-0.147178,0.70012,-0.037479,0.553516,-0.280709,0.378536,-1.379322,-0.398492,-0.686174
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",excellence,because he,the right track,tired,advice,develop,ball,be created,men .,in early,-0.301604,-0.216171,-0.649807,-0.255392,-0.369078,0.412438,-0.552643,-1.497105,0.272676,0.087015,mood,is,word,perhaps,early as,toward,plenty of,mothers,current,test,-0.398492,-1.379322,-0.147178,-0.398492,0.189294,0.517798,-0.398492,0.573368,-1.004628,-0.503853
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",principal,mates,", the former",keep the,run,is only,customary,for the town,ever before,its primary,-0.398492,-0.552643,0.071511,-0.686174,-0.909318,-0.147178,0.566589,-0.503853,0.199726,0.081081,land .,was based,plenty,to try,sum,middle of,impact,today .,quick,at,0.294655,-0.398492,0.140504,0.70012,0.70012,0.053493,0.70012,-0.398492,-0.280709,0.40532
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",party .,at this time,further,ever,no doubt that,of my,for both,supposed,no doubt,of britain,0.70012,-1.497105,-0.686174,-0.398492,-0.398492,0.381666,-0.398492,-0.398492,-1.24579,-0.147178,", too .",solicitor,and only,is like,steps,"records ,",come .,in west,gore,memory,0.294655,-0.686174,0.022721,0.064131,-0.398492,-0.175349,-0.686174,0.476976,-0.503853,-0.216171
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",scholarships,pain,", said the",list,university 's,says that,because they,grant,pickup,advised,-0.909318,0.294655,-0.398492,-0.457333,0.392635,-0.140352,-0.216171,0.70012,0.363648,-0.11081,guns,forms,it has,has become a,is the,minutes,one time,of the united,as far,the course,0.476976,0.189294,0.189294,0.594759,-0.398492,0.70012,0.412438,0.545969,-0.552643,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",n't the,it does,law,of investigation,$,hazard,high .,been done,failure,there 's,0.70012,-0.056206,0.161123,-0.216171,0.006973,0.412438,-0.187183,0.006973,-0.686174,-0.398492,community,witnesses,"power ,",question of,"office ,",this day,optimistic,views,not too,honestly,-0.552643,-0.187183,0.70012,0.230116,0.093984,0.294655,-0.216171,0.140504,-1.09164,0.550588
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",possible .,the decision,total of,collection,this sort of,whole,sky,cope with the,panel,aspects of,-1.09164,0.294655,0.499449,0.325426,-0.023799,-0.07307,-0.398492,0.006973,0.363648,0.006973,"need ,",recorded,unit,charge,unless,spirit,of several,the stadium,regard,a collection,0.476976,0.60481,0.412438,0.412438,-0.398492,0.294655,0.294655,-0.686174,-0.663185,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",", though ,",live in,easy,challenge,placed in,a result,auditorium,face,remarks,birth,0.006973,0.476976,0.112333,-0.398492,-0.523655,0.70012,0.412438,0.294655,-0.909318,-0.216171,the prospect,would provide,flights,wear,organization 's,responsible,past few,the security,the name,item,0.363648,-0.398492,0.006973,-0.398492,0.214612,-0.216171,0.006973,0.294655,0.425683,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research","other hand ,",equally,"issue ,",know the,a whole,representatives,difference,wish to,"review ,",many,-0.175349,-0.098388,0.006973,-0.686174,0.102283,0.557019,0.343445,0.304807,0.006973,-0.398492,questions,the boys,this point,dates,beat,the u.n.,month,advisers,provided the,worked,-0.248961,0.294655,0.006973,0.294655,-0.463031,-0.909318,-0.11081,-0.478535,0.248135,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",they took,in the last,more than,sudden,tonight,firms,the previous,complicated,the birth,purchased,0.294655,0.294655,-0.686174,0.517798,-0.07307,0.140504,-0.216171,0.006973,0.294655,0.363648,percentage,a 10-year,"months ,",lies,supply,throughout the,to promote,thereby,place .,office .,0.476976,0.70012,0.294655,0.182863,0.332395,0.294655,-0.398492,0.189294,0.574957,0.545969
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research","military ,",areas,"that time ,",on tuesday .,higher education,unions .,sharp,comes,whom it,said,0.093984,0.189294,0.70012,-0.599163,0.006973,-0.398492,-0.311481,-0.226642,0.294655,0.230116,months ago,ending,possibly,enabling,documents,recession,problems,which a,star,hazards,0.55374,-0.398492,0.70012,0.294655,-0.341334,-0.398492,-0.321531,0.006973,0.70012,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",demands for,suitable,"fine ,",a little,a kind of,weakness,discovered,itself,operating,speed,-0.216171,-0.280709,0.140504,-0.398492,0.294655,-0.06202,0.391384,0.294655,-0.686174,-0.216171,strengthen,removal,combat,types,not been,will include,a powerful,took,stage .,the radio,0.207643,0.294655,-0.341334,0.006973,-0.216171,-0.398492,-0.825936,0.189294,0.70012,-1.09164
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",grounds that,attention,clear that,visited,", instead of",took place,be seen,cleared,of 10,the large,0.166037,0.442291,0.70012,-0.147178,0.294655,-0.147178,0.294655,-0.909318,-0.398492,-1.09164,firm,over,classes,manufacturing,seek,is a native,will become,owed,in the second,the competition,0.189294,0.412438,-0.11081,0.189294,-0.686174,-0.686174,0.412438,-0.552643,0.476976,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",do it,authority,and directed,of south,mining,general manager,a pair of,to be done,persons,their feet,-0.280709,0.006973,-1.09164,-0.523655,0.70012,0.006973,0.230116,0.566589,-0.909318,-0.686174,the study,fill,to know,a brief,establishment,a father,parade,remarked,reduced to,concessions,0.70012,0.517798,0.294655,-0.216171,-0.102227,-0.803957,0.006973,0.294655,0.294655,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",useful,handsome,minute,certainly not,between the,deal,to get a,vast,puppet,this way,0.582337,-0.280709,0.006973,0.006973,-1.379322,0.294655,-0.216171,-0.216171,-0.686174,-0.686174,a few,in front of,records,attacks,to approve,time and,the principle,subjected to,gift of,"country ,",-0.909318,0.517798,-0.398492,-1.09164,0.140504,-1.09164,-0.803957,0.294655,-0.643615,0.093984
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",of understanding,consultant,"date ,",raised the,questioned,"nations ,","e.g. ,",philosopher,possible to,the couple,0.140504,-1.004628,0.189294,0.006973,-0.686174,0.230116,-0.280709,0.006973,0.189294,0.006973,to stop,resist,never have,to the board,factors,to succeed,was n't,excess,are doing,the reasons,0.70012,0.189294,-0.398492,0.566589,0.70012,-0.398492,-0.398492,0.294655,-0.398492,0.594759
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",headed for,scheduled to,dramatic,of the whole,grounds,u.n.,tasks,an emergency,latin,to take a,0.557019,0.70012,0.006973,0.153576,-0.686174,0.092834,0.006973,0.294655,-0.552643,0.006973,2 p.m.,daughter,required,working on,government,approach .,bridge,typical,it on,departments,0.006973,0.081081,-0.398492,-0.264961,0.545969,0.294655,-0.398492,0.006973,0.006973,-0.255392
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",deal with,people,closest,side,share of the,he declared,fewer than,equipment,you ca,age of,-1.09164,-0.398492,-0.216171,-0.07307,0.294655,0.412438,-0.398492,0.441546,-0.398492,0.13559,commercial,adds,create,the conductor,search,of the city,the president,impressions,start,nothing more,-1.09164,-0.398492,-0.164878,-0.686174,-0.362774,-0.216171,0.52827,0.189294,0.70012,0.476976
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",will receive,rather than the,will,all over,the matter,", followed by",", let",was able,deep,"boy ,",-0.398492,-0.359878,0.476976,0.294655,0.476976,-0.088337,-1.379322,-0.003881,0.006973,0.248135,make,of high,to protect,a decade,account,back on,by,the band,to buy,seventh,-0.216171,-0.06202,0.332395,0.13428,-0.398492,0.499449,0.412438,-0.686174,0.189294,0.161123
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",listening,orientation,is particularly,external,reported to,hammarskjold,kept,one another,as good as,economy,0.272676,-0.686174,-0.175349,0.006973,-0.147178,0.476976,0.006973,0.412438,0.189294,0.566589,notable,felt,were taken,put the,wanted,country .,in making,crowd,the women,talk,-0.193698,0.006973,-0.398492,0.294655,-0.216171,-0.216171,0.006973,0.140504,-1.864829,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",reply .,does not,not know,a wedding,prominent,the weather,the tax,machines,coach,"last year ,",0.517798,0.230116,0.006973,-0.063314,-0.909318,0.294655,0.363648,0.064131,-1.171682,0.70012,meeting of,area of,time,maybe,designing,once again,be able,court .,consulting,burden,-0.088337,0.70012,0.476976,0.006973,-0.398492,0.294655,0.566589,0.169492,0.294655,0.189294
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",a central,gop,left,reorganization,has,so much,engineering,background,believe that,expand,0.294655,0.294655,-0.367721,0.006973,0.294655,0.006973,-0.324384,-0.398492,0.70012,-0.216171,administrator of,he urged,the latter,known,the earlier,relatives,tossed,land,produced,washington state,0.517798,-0.398492,0.70012,-0.067135,-0.255392,0.582337,-0.503853,0.140504,-1.197,-0.228021
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",nothing more than,matter is,survivors,not an,24th,they can not,serve,which is,the message,serve as,-0.280709,-1.784787,0.635581,0.112333,-1.379322,0.294655,0.189294,-0.398492,0.476976,0.280266,point of,primarily,decade,agreed,point out,the process,enthusiasm,gathering,according to,mine,-0.398492,0.189294,-0.909318,0.545969,0.006973,-0.398492,-0.428345,-0.053652,-0.398492,0.412438
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",one of,affect,could tell,that it,governor,set of,apart from,assessment,of him,the creation,0.248135,0.294655,-0.552643,0.294655,0.294655,-0.216171,0.294655,-0.398492,-0.398492,-0.398492,growth in,"men ,",it appeared,to avoid,successor,he became,sense and,essential to,of russian,he wants to,0.412438,0.006973,-0.129159,0.294655,0.412438,-0.144943,-0.398492,-0.398492,0.412438,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",reserve,acceptable,cut off,half an,he wants,the event,attempted,country,hit a,rather,0.363648,0.006973,0.294655,0.006973,-0.398492,0.294655,0.294655,0.006973,-0.398492,0.294655,terms of,members .,act,is listed,carry a,your own,exposed,they ca,", something",ussr,-0.22565,0.545969,0.70012,0.70012,-0.280709,0.006973,-0.163373,0.112333,0.70012,-0.909318
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",about that,buying,"library ,",noted that,electrical,is estimated,true,tickets,shell,"chairman ,",-0.398492,0.412438,0.006973,0.476976,-0.398492,-0.187183,0.294655,-1.497105,0.222492,-0.398492,a wide variety,", secretary of",think you,angeles,is n't,translate,party 's,few weeks ago,shoulder,miss,0.517798,0.006973,0.70012,0.412438,0.363648,-0.909318,0.70012,-0.726996,0.294655,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",considering the,do,because of a,n't know,concerned,temple,in each,farms,feeling that,circumstances,-0.355933,0.294655,0.70012,-0.025817,0.458958,-0.398492,-0.126559,-0.367721,0.517798,-1.04908,living in,dancing,calls,loaded,before they,graduate,fact that,acting,"then ,",won the,0.517798,-1.09164,0.081081,0.70012,-0.465315,-0.552643,0.412438,-0.599163,0.517798,0.093984
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",on wednesday,expenses,own,no more than,and the,the soviet union,passengers,they 've,it provides,action .,-0.398492,0.294655,0.627361,0.70012,-0.552643,-0.11081,0.189294,0.161123,0.161123,0.006973,hired,a little too,a way to,", said",unable to,roles,recognized,did in,be included,i do n't,0.006973,0.294655,0.006973,-0.398492,0.248135,0.70012,0.412438,-0.398492,-0.187183,-0.239094
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",frame,likes,area .,choose,increasingly,prospects,peculiar,to build a,prosecutor,bail,0.006973,0.363648,0.294655,-0.11081,-0.686174,-0.216171,-0.398492,0.70012,0.394738,0.545969,districts,holidays,the situation,once more,create a,to think,mineral,the state and,east .,honor,0.517798,0.70012,-1.697775,0.214612,0.006973,-0.147178,0.412438,0.006973,0.343445,-0.552643
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",council,but,pay,bargaining,said monday,is likely to,appropriate,assault,their names,employers,0.294655,0.240588,-0.216171,0.386462,-0.503853,0.545969,-0.398492,0.499449,0.412438,-0.301329,", may",saw the,return,represents,'m,"therefore ,",22,the president .,already,sophisticated,0.230116,0.70012,0.613109,0.226336,-0.269159,0.245865,0.70012,-0.686174,-0.909318,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",creation,under the,promotion,", makes",the conflict,schools for,and get,2,the construction,a fairly,0.257117,0.214612,0.112333,-0.398492,-0.07307,-0.803957,-0.686174,-0.398492,-0.909318,-0.280709,maintenance,today,this great,the school,nature of the,feels,made of,enemies,constantly,devised,-0.552643,0.294655,-0.686174,0.70012,0.2335,0.230116,0.140504,-0.398492,0.412438,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",work in,particularly,vital,program .,at the start,the war,licensing,initiative,operations,overcome,0.517798,-0.11081,-0.398492,0.70012,0.042819,0.294655,0.294655,-0.216171,0.70012,-0.398492,edge,timing,a walk,"effect ,",relationships,with the,to sign,that 's the,far as the,will follow,0.230116,0.437756,0.230116,0.102283,0.081081,0.448806,-1.004628,0.294655,-0.858025,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",agriculture,palace,attacked,reached a,looks like,first aid,assemblies,record,key,purposes,0.294655,0.006973,0.006973,0.006973,-0.686174,0.006973,-0.909318,-0.791535,-0.909318,0.294655,negotiate,boss of,from the,that got,contracts,voted for,russian,extent,plans,title,0.006973,0.102283,0.294655,0.140504,-0.552643,0.112333,0.285176,0.566589,0.476976,-0.909318
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",better than,instance,of whom,car,board and,introduction,domestic,these,distinguished,in an effort,-0.686174,0.161123,0.70012,-0.11081,0.093984,-0.34323,0.476976,-0.909318,0.476976,0.412438,were to,height,was first,in mind,far,period of,earth 's,the government 's,trips,charged,0.140504,-0.216171,0.427253,-0.398492,-0.909318,-0.311481,-0.282493,-0.909318,-1.09164,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",break,country 's,school year,redevelopment,the engagement,historical,encounter,committee for,inaugural,desk,-0.398492,-0.503853,-0.190853,-0.15733,0.294655,0.401627,-0.147178,-0.216171,0.189294,0.431856,again .,remote,the fact,job,18,even that,"problem ,",relative,assistant,to begin,-0.216171,0.294655,0.70012,0.294655,0.140504,0.006973,0.476976,0.294655,-1.09164,0.412438
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",much as,at present,", long",doing,dinner,process,was just,going to,instead of,rules,0.70012,0.258287,-0.909318,-0.147178,0.189294,-0.147178,-0.398492,0.006973,0.294655,0.294655,flight,a system,names,thoroughly,transition,problem,owners of,in general,year is,to find out,0.65133,-0.686174,-0.787957,-0.686174,-0.147178,0.006973,-0.202748,-0.686174,-0.398492,0.577518
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",core of,thanks,be accomplished,nations .,can,needed,constitution,straight,it must be,a committee,0.140504,-0.398492,-0.216171,0.093984,-0.398492,-0.216171,-0.909318,0.348722,0.006973,-1.145707,"organizations ,",stronger,door,the labor,"example ,",are very,'ve,to survive,piece,interest in,0.412438,-0.686174,0.381666,-0.686174,0.006973,0.006973,0.355279,0.70012,0.244644,-0.364274
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",replaced,succeeded,goes,the good,evening .,end .,to other,put,boy,reaction,-1.09164,-0.216171,-0.264961,0.343445,0.556081,0.294655,0.557019,-0.074866,-0.147178,-0.686174,the time,extreme,we 're,a very,conditions of,bill,his,s.,", therefore ,",various,0.248135,0.261865,-0.280709,-0.463031,0.189294,0.294655,-0.187183,0.294655,-0.398492,-0.909318
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",months in,", and thus",above all,motel,claim,"new york ,","first ,",it was the,sets,indications,0.218282,0.006973,-0.147178,0.476976,0.189294,-0.398492,0.276306,-1.09164,-0.398492,0.70012,collect,5,to cover,", and then",northern,reservations,hazard,north,monday in,only to,-0.398492,-1.09164,0.582337,-0.398492,-0.398492,0.189294,-0.311481,0.517798,-0.175349,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",security,at any time,advance,fun,follows,", e.g.",very much,films,expected,winning,-0.193698,0.70012,0.65011,0.635581,-0.099999,0.476976,-0.803957,-1.09164,-0.686174,-0.175349,how good,has a,faculty,judge,publicity,help,", and even",somewhere,feeling,gives the,0.492481,0.363648,0.006973,-0.147178,0.006973,0.099346,-0.398492,-0.686174,0.294655,-0.503853
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",virtually,made up of,department 's,arise,the former,taking,headline,engagement,qualifications,to purchase,-0.686174,-1.379322,0.322054,0.412438,0.006973,-0.175349,-0.686174,0.412438,-0.398492,0.70012,the speaker,sums,and it 's,30,accepted,and it was,clothing,answer .,equipment for,a.m. to,0.412438,0.006973,-0.398492,0.006973,-0.686174,-0.909318,-0.11081,0.294655,0.132136,0.545969
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",charm,property,their home,demonstrate,gun,evidence that,practice,grow,the british,his home,0.189294,0.071511,-0.552643,-0.216171,0.112333,0.006973,0.294655,0.412438,-0.686174,0.70012,", says",wide,ends,risk,enforcement,generally,been made,her mother,touch with,directorate,0.294655,-0.041817,-0.147178,0.70012,0.442291,-0.803957,-0.11081,0.006973,-0.216171,-0.216171
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",anticipated,removed,"strength ,",plea,designer,left to,navy,motor,decided that,but they,0.294655,-0.175349,0.006973,-0.303182,0.161123,0.230116,-0.259656,0.294655,0.189294,-0.398492,enjoy,discussed,person,"law ,",fighters,post,have taken,do n't,one of them,finish,-0.341334,0.476976,0.294655,0.006973,-0.909318,0.006973,-0.311481,0.545969,-0.398492,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",proceed,take the,assembly,go,closing,voice,", be",scholarship,the purpose,officer,-1.09164,0.394738,0.401627,-1.379322,-0.405007,-0.478535,0.70012,-0.909318,-0.164878,-1.09164,that 's,"nevertheless ,",desire to,high school,abroad,good,abroad .,would be no,have done,see,0.258287,0.006973,0.055763,-0.478535,0.006973,-0.686174,0.189294,-0.909318,-1.697775,-0.909318
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",jumped,", four",happening,has not been,sailing,the group,faith,as well .,alone,chapter,-0.803957,0.006973,-0.216171,-0.552643,0.006973,0.189294,0.006973,-1.24579,0.294655,-0.280709,train,sea,'s not,en,this year 's,people in the,evil,at the beginning,perform,the return,0.363648,-0.164878,0.006973,0.006973,0.70012,0.476976,-0.147178,-0.311481,0.230116,-0.686174
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",apart,and even,roof,no,superior,remarkable,life,arms,honors,the outset,0.294655,-0.216171,-0.686174,0.294655,-0.398492,-0.398492,-0.686174,0.368763,0.70012,-0.147178,hold,of all the,the institution,agree to,facing the,"events ,",8,future .,lay,three times,-0.686174,0.566589,-0.222815,-0.398492,-0.803957,-0.088337,0.053493,-0.847443,-0.552643,0.448806
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",added,that has,of the soviet,advanced,fronts,mean the,will continue,$ 2,mayor,the outcome,-0.686174,-0.398492,-0.37602,-0.686174,-0.43486,-0.216171,-1.24579,0.006973,0.412438,-0.552643,the growth of,the mood,all else,louis,dangers,if the,had begun,ethics,say that,"point ,",0.294655,0.255434,0.081081,-0.552643,-0.047094,0.264802,0.70012,-0.280709,-0.398492,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",asks,friday .,home and,satisfying,he has,exhibition,lunch,man who,seem to,continued,0.140504,-0.686174,0.112333,0.006973,-0.216171,0.70012,0.294655,0.412438,-0.216171,-0.218765,experiments,council of,behalf of the,judges,be set,insure,crops,in turn,man,cell,0.363648,-0.45256,-0.216171,0.412438,0.70012,0.006973,-0.398492,0.006973,0.214612,-0.757126
