Title,Description,Keywords,verb1,statement1,ppls1,source1,verb2,statement2,ppls2,source2,verb3,statement3,ppls3,source3,Answer.sphere_1,Answer.sphere_2,Answer.sphere_3
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",discounting,discounting darwinian theory,88.64625132,basic,scolding,scolding someone for neglecting their blood pressure when they have a kidney disease,56.69738974,expanded,trivializing,trivializing an event by making bigoted claims,155.1072749,expanded,4,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",discounting,discounting darwinian theory,88.64625132,basic,scolding,scolding someone for neglecting their blood pressure when they have a kidney disease,56.69738974,expanded,trivializing,trivializing an event by making bigoted claims,155.1072749,expanded,0,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating art,368.3102057,basic,defrauding,defrauding others,73.5982448,basic,sharing,sharing a baby shower with someone else,91.98730995,expanded,4,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating art,368.3102057,basic,defrauding,defrauding others,73.5982448,basic,sharing,sharing a baby shower with someone else,91.98730995,expanded,4,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating art,368.3102057,basic,defrauding,defrauding others,73.5982448,basic,sharing,sharing a baby shower with someone else,91.98730995,expanded,0,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying someone for something they have no control,17.4222193,expanded,considering,considering your friends when giving stuff away,104.8383923,expanded,excluding,excluding members because we don't get along with them,45.68146212,expanded,1,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying someone for something they have no control,17.4222193,expanded,considering,considering your friends when giving stuff away,104.8383923,expanded,excluding,excluding members because we don't get along with them,45.68146212,expanded,1,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying someone for something they have no control,17.4222193,expanded,considering,considering your friends when giving stuff away,104.8383923,expanded,excluding,excluding members because we don't get along with them,45.68146212,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",excluding,excluding members from your life,960.9009025,expanded,obtaining,obtaining consent before speaking about your desires to others,163.4236834,expanded,flushing,flushing the toilet when you're done,15.9554847,expanded,1,1,3
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",excluding,excluding members from your life,960.9009025,expanded,obtaining,obtaining consent before speaking about your desires to others,163.4236834,expanded,flushing,flushing the toilet when you're done,15.9554847,expanded,1,0,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",excluding,excluding members from your life,960.9009025,expanded,obtaining,obtaining consent before speaking about your desires to others,163.4236834,expanded,flushing,flushing the toilet when you're done,15.9554847,expanded,1,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing pads instead of throwing them away,90.53250586,expanded,subjecting,subjecting your kids to a different lifestyle,39.86770085,expanded,excluding,excluding when you do not want to hang with them,44.06004675,expanded,3,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing pads instead of throwing them away,90.53250586,expanded,subjecting,subjecting your kids to a different lifestyle,39.86770085,expanded,excluding,excluding when you do not want to hang with them,44.06004675,expanded,3,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing pads instead of throwing them away,90.53250586,expanded,subjecting,subjecting your kids to a different lifestyle,39.86770085,expanded,excluding,excluding when you do not want to hang with them,44.06004675,expanded,3,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating clothes in the wash,66.20633199,expanded,considering,considering a career change if you are not feeling joy,51.49306134,expanded,masturbating,masturbating in private not in public,45.36210669,expanded,1,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating clothes in the wash,66.20633199,expanded,considering,considering a career change if you are not feeling joy,51.49306134,expanded,masturbating,masturbating in private not in public,45.36210669,expanded,0,0,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating clothes in the wash,66.20633199,expanded,considering,considering a career change if you are not feeling joy,51.49306134,expanded,masturbating,masturbating in private not in public,45.36210669,expanded,1,0,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing them,81.16180847,basic,establishing,establishing clear boundaries with your siblings,114.8705184,expanded,obtaining,obtaining custody agreements during a divorce,425.8538541,expanded,4,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing them,81.16180847,basic,establishing,establishing clear boundaries with your siblings,114.8705184,expanded,obtaining,obtaining custody agreements during a divorce,425.8538541,expanded,1,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing them,81.16180847,basic,establishing,establishing clear boundaries with your siblings,114.8705184,expanded,obtaining,obtaining custody agreements during a divorce,425.8538541,expanded,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",requesting,requesting a refund if you got an unsatisfactory product,22.95698321,expanded,obtaining,obtaining consent before showing off your partner as an attractive mate,239.0735555,expanded,bullying,bullying a partner,180.4613426,basic,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",requesting,requesting a refund if you got an unsatisfactory product,22.95698321,expanded,obtaining,obtaining consent before showing off your partner as an attractive mate,239.0735555,expanded,bullying,bullying a partner,180.4613426,basic,2,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",requesting,requesting a refund if you got an unsatisfactory product,22.95698321,expanded,obtaining,obtaining consent before showing off your partner as an attractive mate,239.0735555,expanded,bullying,bullying a partner,180.4613426,basic,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating clothes,422.4187594,basic,masturbating,masturbating when you feel the urge,23.25654399,expanded,defrauding,defrauding your employer by not doing work properly,50.50443087,expanded,0,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating clothes,422.4187594,basic,masturbating,masturbating when you feel the urge,23.25654399,expanded,defrauding,defrauding your employer by not doing work properly,50.50443087,expanded,0,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating clothes,422.4187594,basic,masturbating,masturbating when you feel the urge,23.25654399,expanded,defrauding,defrauding your employer by not doing work properly,50.50443087,expanded,4,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",establishing,establishing boundaries within your friendships,177.3243966,expanded,obtaining,obtaining custody agreements,5551.931667,basic,discounting,discounting the ideas,87.47825493,basic,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",establishing,establishing boundaries within your friendships,177.3243966,expanded,obtaining,obtaining custody agreements,5551.931667,basic,discounting,discounting the ideas,87.47825493,basic,1,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",establishing,establishing boundaries within your friendships,177.3243966,expanded,obtaining,obtaining custody agreements,5551.931667,basic,discounting,discounting the ideas,87.47825493,basic,1,1,4
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",defrauding,defrauding somebody,180.8109892,basic,masturbating,masturbating in private,34.67279659,basic,defrauding,defrauding somebody about your appearance,251.7372282,expanded,1,0,4
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",defrauding,defrauding somebody,180.8109892,basic,masturbating,masturbating in private,34.67279659,basic,defrauding,defrauding somebody about your appearance,251.7372282,expanded,1,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",defrauding,defrauding somebody,180.8109892,basic,masturbating,masturbating in private,34.67279659,basic,defrauding,defrauding somebody about your appearance,251.7372282,expanded,1,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",obtaining,obtaining help when you would like assistance in increasing your performance,121.2226062,expanded,referring,referring people,101.8045848,basic,purchasing,purchasing a sympathy card,177.646674,basic,0,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",obtaining,obtaining help when you would like assistance in increasing your performance,121.2226062,expanded,referring,referring people,101.8045848,basic,purchasing,purchasing a sympathy card,177.646674,basic,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",obtaining,obtaining help when you would like assistance in increasing your performance,121.2226062,expanded,referring,referring people,101.8045848,basic,purchasing,purchasing a sympathy card,177.646674,basic,0,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",scolding,scolding people,476.3554876,basic,considering,considering people feelings before acting,558.8500527,expanded,referring,referring others to help,89.66386186,expanded,1,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",scolding,scolding people,476.3554876,basic,considering,considering people feelings before acting,558.8500527,expanded,referring,referring others to help,89.66386186,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",scolding,scolding people,476.3554876,basic,considering,considering people feelings before acting,558.8500527,expanded,referring,referring others to help,89.66386186,expanded,2,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",trivializing,trivializing addictions by claiming to have one when you don't,96.6459389,expanded,supplying,supplying flow,1350.251886,basic,referring,referring able to other people and places,204.6075101,expanded,0,3,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",trivializing,trivializing addictions by claiming to have one when you don't,96.6459389,expanded,supplying,supplying flow,1350.251886,basic,referring,referring able to other people and places,204.6075101,expanded,1,4,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",trivializing,trivializing addictions by claiming to have one when you don't,96.6459389,expanded,supplying,supplying flow,1350.251886,basic,referring,referring able to other people and places,204.6075101,expanded,2,4,4
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing . partner,16945.97022,basic,separating,separating art from politics,120.4520967,expanded,purchasing,purchasing a card for someone,66.33877897,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing . partner,16945.97022,basic,separating,separating art from politics,120.4520967,expanded,purchasing,purchasing a card for someone,66.33877897,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing . partner,16945.97022,basic,separating,separating art from politics,120.4520967,expanded,purchasing,purchasing a card for someone,66.33877897,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing your best self when you sign up for a dating app,40.87049989,expanded,requesting,requesting help if you need it because if an injury,67.95855338,expanded,bullying,bullying,11.08994675,basic,0,0,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing your best self when you sign up for a dating app,40.87049989,expanded,requesting,requesting help if you need it because if an injury,67.95855338,expanded,bullying,bullying,11.08994675,basic,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing your best self when you sign up for a dating app,40.87049989,expanded,requesting,requesting help if you need it because if an injury,67.95855338,expanded,bullying,bullying,11.08994675,basic,0,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",subjecting,subjecting others to your mood,51.06305381,expanded,discounting,discounting darwinian theory of evolution because you do not like humans,52.95272402,expanded,sharing,sharing interesting tidbits with everyone,125.7037462,expanded,1,4,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",subjecting,subjecting others to your mood,51.06305381,expanded,discounting,discounting darwinian theory of evolution because you do not like humans,52.95272402,expanded,sharing,sharing interesting tidbits with everyone,125.7037462,expanded,2,0,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",subjecting,subjecting others to your mood,51.06305381,expanded,discounting,discounting darwinian theory of evolution because you do not like humans,52.95272402,expanded,sharing,sharing interesting tidbits with everyone,125.7037462,expanded,1,0,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying a spouse,216.9895327,basic,sharing,sharing household expenses with their partner,137.6460159,expanded,requesting,requesting a check if you suspect they aren't doing well,61.55706308,expanded,1,1,4
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying a spouse,216.9895327,basic,sharing,sharing household expenses with their partner,137.6460159,expanded,requesting,requesting a check if you suspect they aren't doing well,61.55706308,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying a spouse,216.9895327,basic,sharing,sharing household expenses with their partner,137.6460159,expanded,requesting,requesting a check if you suspect they aren't doing well,61.55706308,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",masturbating,masturbating to the thought when you are attracted to them,37.3654938,expanded,establishing,establishing good relations in your significant other's life,45.39060177,expanded,obtaining,obtaining a lawyer,290.6997077,basic,0,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",masturbating,masturbating to the thought when you are attracted to them,37.3654938,expanded,establishing,establishing good relations in your significant other's life,45.39060177,expanded,obtaining,obtaining a lawyer,290.6997077,basic,0,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",masturbating,masturbating to the thought when you are attracted to them,37.3654938,expanded,establishing,establishing good relations in your significant other's life,45.39060177,expanded,obtaining,obtaining a lawyer,290.6997077,basic,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",purchasing,purchasing gifts for a person on certain significant days,212.8787453,expanded,excluding,excluding members from your event,982.0762387,expanded,referring,referring a teenager if she has problems,183.4126599,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",purchasing,purchasing gifts for a person on certain significant days,212.8787453,expanded,excluding,excluding members from your event,982.0762387,expanded,referring,referring a teenager if she has problems,183.4126599,expanded,2,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",purchasing,purchasing gifts for a person on certain significant days,212.8787453,expanded,excluding,excluding members from your event,982.0762387,expanded,referring,referring a teenager if she has problems,183.4126599,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing a baby name,589.2880722,basic,establishing,establishing boundaries with your siblings,124.240675,expanded,supplying,supplying a sufficient amount of gratitude,113.6597811,basic,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing a baby name,589.2880722,basic,establishing,establishing boundaries with your siblings,124.240675,expanded,supplying,supplying a sufficient amount of gratitude,113.6597811,basic,1,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing a baby name,589.2880722,basic,establishing,establishing boundaries with your siblings,124.240675,expanded,supplying,supplying a sufficient amount of gratitude,113.6597811,basic,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing sanitary pads,176.7158197,basic,sharing,sharing .'s partner,1588.969586,basic,defrauding,defrauding somebody by sending a fake email,55.16916047,expanded,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing sanitary pads,176.7158197,basic,sharing,sharing .'s partner,1588.969586,basic,defrauding,defrauding somebody by sending a fake email,55.16916047,expanded,3,4,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing sanitary pads,176.7158197,basic,sharing,sharing .'s partner,1588.969586,basic,defrauding,defrauding somebody by sending a fake email,55.16916047,expanded,3,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",scolding,scolding a couple,271.3525739,basic,referring,referring people to your job,82.6114533,expanded,excluding,excluding family members for their personal lifestyle,285.8742161,expanded,2,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",scolding,scolding a couple,271.3525739,basic,referring,referring people to your job,82.6114533,expanded,excluding,excluding family members for their personal lifestyle,285.8742161,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",scolding,scolding a couple,271.3525739,basic,referring,referring people to your job,82.6114533,expanded,excluding,excluding family members for their personal lifestyle,285.8742161,expanded,1,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",excluding,excluding members from our children's lives,269.1494975,expanded,representing,representing women in the stem field,121.285376,basic,considering,considering the impact of your words before calling other people names,47.07291339,expanded,2,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",excluding,excluding members from our children's lives,269.1494975,expanded,representing,representing women in the stem field,121.285376,basic,considering,considering the impact of your words before calling other people names,47.07291339,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",excluding,excluding members from our children's lives,269.1494975,expanded,representing,representing women in the stem field,121.285376,basic,considering,considering the impact of your words before calling other people names,47.07291339,expanded,2,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",defrauding,defrauding your employer,51.99930159,basic,subjecting,subjecting others without their permission,45.71158821,expanded,masturbating,masturbating,23.57187927,basic,1,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",defrauding,defrauding your employer,51.99930159,basic,subjecting,subjecting others without their permission,45.71158821,expanded,masturbating,masturbating,23.57187927,basic,2,4,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",defrauding,defrauding your employer,51.99930159,basic,subjecting,subjecting others without their permission,45.71158821,expanded,masturbating,masturbating,23.57187927,basic,1,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",referring,referring people if they need a job,66.89352069,expanded,committing,committing acts with a child,77.20820527,expanded,subjecting,subjecting your animal to your nudity,221.7595144,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",referring,referring people if they need a job,66.89352069,expanded,committing,committing acts with a child,77.20820527,expanded,subjecting,subjecting your animal to your nudity,221.7595144,expanded,2,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",referring,referring people if they need a job,66.89352069,expanded,committing,committing acts with a child,77.20820527,expanded,subjecting,subjecting your animal to your nudity,221.7595144,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",committing,committing acts in front of nonconsenting third parties,47.49740362,expanded,committing,committing genocide after stealing their land,188.0280848,expanded,subjecting,subjecting children to destructive behaviors,65.57668959,expanded,2,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",committing,committing acts in front of nonconsenting third parties,47.49740362,expanded,committing,committing genocide after stealing their land,188.0280848,expanded,subjecting,subjecting children to destructive behaviors,65.57668959,expanded,1,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",committing,committing acts in front of nonconsenting third parties,47.49740362,expanded,committing,committing genocide after stealing their land,188.0280848,expanded,subjecting,subjecting children to destructive behaviors,65.57668959,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",considering,considering adoption when wanting kids,1130.80025,expanded,discounting,discounting the ideas because of their gender,80.21119591,expanded,committing,committing genocide against the indigenous people after stealing their land,32.46794255,expanded,1,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",considering,considering adoption when wanting kids,1130.80025,expanded,discounting,discounting the ideas because of their gender,80.21119591,expanded,committing,committing genocide against the indigenous people after stealing their land,32.46794255,expanded,1,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",considering,considering adoption when wanting kids,1130.80025,expanded,discounting,discounting the ideas because of their gender,80.21119591,expanded,committing,committing genocide against the indigenous people after stealing their land,32.46794255,expanded,0,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing women,82.48490437,basic,bullying,bullying a customer into tipping,171.5961739,expanded,trivializing,trivializing addiction with frivolous remarks about liking a food,611.5021821,expanded,2,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing women,82.48490437,basic,bullying,bullying a customer into tipping,171.5961739,expanded,trivializing,trivializing addiction with frivolous remarks about liking a food,611.5021821,expanded,2,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing women,82.48490437,basic,bullying,bullying a customer into tipping,171.5961739,expanded,trivializing,trivializing addiction with frivolous remarks about liking a food,611.5021821,expanded,2,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",purchasing,purchasing items when the old ones are still functional,83.8471513,expanded,excluding,excluding, ,basic,scolding,scolding someone when they've done something wrong,22.33317809,expanded,0,4,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",purchasing,purchasing items when the old ones are still functional,83.8471513,expanded,excluding,excluding, ,basic,scolding,scolding someone when they've done something wrong,22.33317809,expanded,3,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",purchasing,purchasing items when the old ones are still functional,83.8471513,expanded,excluding,excluding, ,basic,scolding,scolding someone when they've done something wrong,22.33317809,expanded,3,4,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",considering,considering,3.13380797,basic,sharing,sharing a baby shower,405.791575,basic,purchasing,purchasing a sympathy card for someone,86.21416753,expanded,4,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",considering,considering,3.13380797,basic,sharing,sharing a baby shower,405.791575,basic,purchasing,purchasing a sympathy card for someone,86.21416753,expanded,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",considering,considering,3.13380797,basic,sharing,sharing a baby shower,405.791575,basic,purchasing,purchasing a sympathy card for someone,86.21416753,expanded,0,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",purchasing,purchasing a car,58.15219477,basic,purchasing,purchasing a gps if you need directions a lot,96.0734562,expanded,requesting,requesting a refund if nothing was wrong,50.30710934,expanded,0,0,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",purchasing,purchasing a car,58.15219477,basic,purchasing,purchasing a gps if you need directions a lot,96.0734562,expanded,requesting,requesting a refund if nothing was wrong,50.30710934,expanded,0,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",purchasing,purchasing a car,58.15219477,basic,purchasing,purchasing a gps if you need directions a lot,96.0734562,expanded,requesting,requesting a refund if nothing was wrong,50.30710934,expanded,0,0,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing your fish,432.3769558,basic,subjecting,subjecting others to your bodily functions,42.21522776,expanded,scolding,scolding children when they are misbehaving,24.7853975,expanded,3,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing your fish,432.3769558,basic,subjecting,subjecting others to your bodily functions,42.21522776,expanded,scolding,scolding children when they are misbehaving,24.7853975,expanded,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing your fish,432.3769558,basic,subjecting,subjecting others to your bodily functions,42.21522776,expanded,scolding,scolding children when they are misbehaving,24.7853975,expanded,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating fact in your head,136.0469063,expanded,representing,representing someone,212.9132203,basic,committing,committing genocide,590.0661908,basic,0,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating fact in your head,136.0469063,expanded,representing,representing someone,212.9132203,basic,committing,committing genocide,590.0661908,basic,0,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",separating,separating fact in your head,136.0469063,expanded,representing,representing someone,212.9132203,basic,committing,committing genocide,590.0661908,basic,0,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing the toilet because that wastes water,74.19115845,expanded,trivializing,trivializing real addiction,1348.585472,basic,masturbating,masturbating for hours,33.81435673,basic,3,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing the toilet because that wastes water,74.19115845,expanded,trivializing,trivializing real addiction,1348.585472,basic,masturbating,masturbating for hours,33.81435673,basic,3,2,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",flushing,flushing the toilet because that wastes water,74.19115845,expanded,trivializing,trivializing real addiction,1348.585472,basic,masturbating,masturbating for hours,33.81435673,basic,3,4,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing your best self,109.0431691,basic,excluding,excluding family members,126.2927397,basic,excluding,excluding family,4821.510744,basic,0,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing your best self,109.0431691,basic,excluding,excluding family members,126.2927397,basic,excluding,excluding family,4821.510744,basic,0,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing your best self,109.0431691,basic,excluding,excluding family members,126.2927397,basic,excluding,excluding family,4821.510744,basic,0,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",subjecting,subjecting others to objectionable body odors,93.76791222,expanded,bullying,bullying others with religion,228.5767159,expanded,defrauding,defrauding others into thinking that they have something that they do not have,12.65702118,expanded,2,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",subjecting,subjecting others to objectionable body odors,93.76791222,expanded,bullying,bullying others with religion,228.5767159,expanded,defrauding,defrauding others into thinking that they have something that they do not have,12.65702118,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",subjecting,subjecting others to objectionable body odors,93.76791222,expanded,bullying,bullying others with religion,228.5767159,expanded,defrauding,defrauding others into thinking that they have something that they do not have,12.65702118,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",referring,referring others,260.0563824,basic,purchasing,purchasing something from a business,69.29070803,expanded,obtaining,obtaining agreements during a divorce,877.9196584,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",referring,referring others,260.0563824,basic,purchasing,purchasing something from a business,69.29070803,expanded,obtaining,obtaining agreements during a divorce,877.9196584,expanded,1,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",referring,referring others,260.0563824,basic,purchasing,purchasing something from a business,69.29070803,expanded,obtaining,obtaining agreements during a divorce,877.9196584,expanded,4,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",trivializing,trivializing addiction,742.1334052,basic,committing,committing acts,224.5920532,basic,scolding,scolding your child,211.1182206,basic,1,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",trivializing,trivializing addiction,742.1334052,basic,committing,committing acts,224.5920532,basic,scolding,scolding your child,211.1182206,basic,0,0,1
