Title,Description,Keywords,SequenceId,Beginning,Middle,End
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",J6K1um6a4Tnz361L0jyDzQ==,PersonX drives PersonY's car in the mud,PersonX cleans PersonY's car,PersonX asks PersonY to lend PersonX the car again
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",DPGr+LSzqYkOMwZyWcJSuQ==,PersonX is the babies mother,PersonX controls PersonY's environment,PersonX makes it a nurturing environment
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",B6myto50Kym5CJ5jTJWkjw==,PersonX gets lost on the road going to a concert.,PersonX changes PersonX's direction,PersonX finds the venue.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",hgyhda/LXCAEtmwCwEBhHQ==,PersonX looks for a wrench.,PersonX can not find one,PersonX asks PersonY where the wrench is.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",8BnWk1Gj41mQCZVLTKG9Mw==,PersonX is cleaning the house.,PersonX cleans PersonY's clock,PersonX uses a rag to make it shine.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",w1Hx1Xns1K9sHNQ9zCHFlg==,PersonX looks all over the store for a purple pillow.,PersonX can not find one,PersonX goes to a different store.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",6bSsOx+oVb4F5MlLD3eIUw==,PersonX collects personal information from all employees,PersonX controls PersonY's information,PersonX encrypts PersonY's information on the computer
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",gc06SWt8n2HlTNptAGe1vg==,PersonX buys batteries for the clock,PersonX cleans PersonY's clock,PersonX sets the clock back to the current time
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0oC0jel1WpFSe02RV/Qoug==,PersonX ran for the position of dogcatcher in the local election.,PersonX can not get elected dogcatcher,PersonX takes a job as a cashier.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",QyQ75v3dP4vPmrGAsok0kg==,PersonX hacks into PersonY's laptop,PersonX controls PersonY's information,PersonX messes up PersonY's life
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",2uTpLd6fNC2Ej94bFvhdsw==,PersonX is cleans everyday,PersonX cleans PersonY's clock,PersonX breaks Person Y clock by mistake
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",UOfd+afT318mTP4KjZ16gw==,PersonX works overtime,PersonX comes home late,PersonX warms up leftovers for dinner
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",79W3SZ+IE7SCBPjPBaQmnQ==,PersonX wipes the ice cream off PersonX's face,PersonX changes PersonX's dress,PersonX says they will never eat ice cream again
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",kESb0tT2qfCBCtbziJQeXA==,PersonX buys PersonY's information,PersonX controls PersonY's information,PersonX pretends to be PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",JJCfHTE7cDgX/6xGE7nnEw==,PersonX suspects PersonY of cheating,PersonX can see it in PersonY's eyes,PersonX openly accuses PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",bPDihoPXxepch6JROr9rJg==,PersonX have cleaning habit,PersonX cleans PersonY's garage,PersonX now it looks pretty good
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",mL2EzwPn33Hy3pYSwldjYg==,PersonX receives bad news from the nutritionist,PersonX changes PersonX's eating habits,PersonX loses weight
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",jo09j3oYKB02Q0UvijswIw==,PersonX becomes an PersonXMan,PersonX changes PersonX's form,PersonX saves the day
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",nR8a1RjrlB1I0VztVgs7ig==,PersonX joins the army and is deployed,PersonX comes home one day,PersonX tells a story about his service
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Vv5+2XX1MKOzJ3bYhml+6w==,PersonX tries to explain the facts to PersonY,PersonX can tell PersonY that PersonY is being solipsist and insolent,PersonX prints out the facts and hands it to PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",YiB/Xq0+W+F3E6x4QpJ8yw==,PersonX spilled oil all over the floor,PersonX cleans PersonY's garage,PersonX then goes home.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",K09vKmXd9t+IwJh2Pt7Hxg==,PersonX studies different religions.,PersonX converts to islam,PersonX begins doing islamic prayers.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",LFJ7WQHaxd97V53cpFlTvw==,PersonX watches the full moon,PersonX changes PersonX's form,PersonX howls like a werewolf
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",zDsMiiAHbdWu34nGZHAS0A==,PersonX is on vacation,PersonX comes home soon,PersonX is packing up his luggage
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",kqJeFiNyUv5y0bsQy2DkYA==,PersonX is anxious,PersonX cancels PersonX's appointment,PersonX calms down
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",mIHTaEaWWlTC1z3xNWFWVg==,PersonX is good friends with PersonY,PersonX conveys PersonY impression,PersonX is questioned about his true feelings for PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",cqN3CaublX9+SapKY6vzmQ==,PersonX vows to get healthy,PersonX changes PersonX's habits,PersonX succeeds in becoming healthy
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",w9q5XpTEfcQZVtz4cEWmGw==,PersonX is winked at by PersonY,PersonX conveys PersonY impression,PersonX asks PersonY on a date
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0ajiOgieUQoaG814NUshpw==,PersonX does not feel sick anymore.,PersonX cancels PersonX's appointment,PersonX continues with their day.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",pj7ELPVvocHz1sphpA6WgQ==,PersonX notices PersonY's messy garage,PersonX cleans PersonY's garage,PersonX shows PersonY the cleaned garage
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",nUsqlFY0hupyTFYqLPJKIg==,PersonX drives his car home.,PersonX comes home to PersonY,PersonX has dinner with PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",8SQN7sqLCYUmXfrzkJ5QtA==,PersonX calls the hair salon,PersonX cancels PersonX's appointment,PersonX reschedules a new appointment
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",CO1RQ4QPZHcb0CTw5xr5kw==,PersonX buys hair dye,PersonX changes PersonX's hair color,PersonX shows off
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",KIsGPSI4jicpUFjb/1BgtQ==,PersonX has to pay the bills.,PersonX cleans PersonY's home,PersonX accepts a paycheck.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",WdECm93yZk7sZBGgyZLOFw==,PersonX is asking PersonX's parents for a car,PersonX convinces PersonX's parents,PersonX gets a car
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",dBAPpKYzgjf0Ei3yCjOk4w==,PersonX needs a haircut,PersonX changes PersonX's hairstyle,PersonX admires themselves in the mirror
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",36+huPUuFiSuuSA3hh0SHQ==,PersonX advertises their services,PersonX cleans PersonY's house,PersonX earns a nice paycheck
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",qK9IiGPWOGeTJbQfZJ34ZQ==,PersonX is running out of money.,PersonX cancels PersonX's cable service,PersonX cancels some other services as well.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",S3IiMxVZNq6gs4bTedTRtA==,PersonX is debating PersonY on gun control,PersonX convinces PersonY otherwise,PersonX continues to explain their point
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9rqS65yzX2/pZ+FLddCv2w==,PersonX went to the show,PersonX comes home to PersonY,PersonX asked what PersonY did
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",98n6vqUm763eVsrBmeT21w==,PersonX is called to work overtime,PersonX cancels PersonX's date,PersonX sets up a new date the following week
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",n7Jp+kfULxM7dy7YWTmhJA==,PersonX gets married,PersonX changes PersonX's last name,PersonX goes on a honeymoon
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",DgHTisiZ/w+TWHinWBtPHg==,PersonX asks PersonY to marry.,PersonX convinces PersonY's parents,PersonX marries PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",lv72GDvKW/raIaVxqW0l8w==,PersonX is stranded after PersonX's car breaks down,PersonX cancels PersonX's plans,PersonX waits for an emergency ride.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Bn2Cr8KDIxl2DGzpP8uTnA==,PersonX sees dust in the corner of the room,PersonX cleans PersonY's room,PersonX feels cleaner and is happier about being in the room
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",dq4Qit/zGUove9S0SpSOrw==,PersonX drives home from work.,PersonX comes home to PersonY,PersonX hugs PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",JCT0SbPOXrc1Y3J8DDeXsA==,PersonX brings groceries home,PersonX cooks PersonX's dinner,PersonX eats PersonX's dinner
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",HjqdXjnkAUNcqzshFr8bYw==,PersonX wants to see his parents,PersonX comes home today,PersonX hugs his parents
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ybBxacfG6RAFwjhNit1nZw==,PersonX breaks their leg,PersonX cancels PersonX's trip,PersonX watches television from the couch
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ZaQiUp+Uk0tDmJzMnatROQ==,PersonX spills a large glass of milk,PersonX cleans everything,PersonX gets another glass of milk
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",GwVQivtqWfLD0eUpYvoGVg==,PersonX turns on the oven,PersonX cooks PersonX's food,PersonX eats PersonX's food
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",wNsjO+xJfIlwryj+QqXwsw==,PersonX hits on PersonY at the bar,PersonX comes home with PersonY,PersonX fornicates with PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",GruWRgPGqGgvzUS8QFIfHw==,PersonX puts the house on the market,PersonX cleans the basement,PersonX sells the house
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",hi9lBx/vVNAefLYIZ6OyBg==,PersonX gets a job as a chef.,PersonX cooks PersonX's food,"PersonX does so well, he gets a commendation."
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",jCHU3foVj+BT1mzPZdDltw==,PersonX decides to quit drinking,PersonX changes PersonX's lives,PersonX gets in shape and loses weight
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",i5qEmLtOLxaTcb47nv8OSw==,PersonX books PersonY's trip,PersonX cancels PersonY's trip,PersonX reimburses PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9Y7kQypWB+jqz3SGOJ0vfQ==,PersonX is walking down the side walk,PersonX comes in PersonY's way,PersonX walks around person y
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",nU4DLLr9JfYWcmuKNJDEUw==,PersonX buys some ingredients,PersonX cooks PersonX's food,PersonX eats dinner.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",mTcc61CsPGQkhICDX8R0cQ==,PersonX goes to the spa,PersonX changes PersonX's look,PersonX finds a new boyfriend
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",b6ez0KkOhJoMfXIdSoQ0Rw==,PersonX is working as a janitor,PersonX cleans the bathroom,PersonX mops the floor
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",iThhmtpbHTxxJu4a5ni6Uw==,PersonX gets a PersonZit.,PersonX cancels the date,PersonX stays home
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",R5D+cxt/UYkNPaZMiC72fw==,PersonX sprints towards the bridge,PersonX comes in PersonY's way,PersonX laughs at PersonY's inability to cross
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",36sz/xJJYSEVatfU4phUrw==,PersonX arrives at the club,PersonX comes in PersonY's way,PersonX dances the night away
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PvlaXE0vWv0NkMOfKZ0jKw==,PersonX eats dinner.,PersonX cleans the dishes,PersonX relaxes in the clean house.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",SnfSo6rJ5wq6pCvPby8oBA==,PersonX fails a college class,PersonX changes PersonX's major,PersonX has much more success in the new major
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",wc8CM8jX96HL/wIIPgTXHQ==,PersonX wants to celebrate anniversary,PersonX cooks PersonY dinner,PersonX is thanked by Y
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",tr7oOSGtSp8KEFXT4OL4RQ==,PersonX has a family emergency right before PersonX's trip,PersonX cancels the trip,PersonX tends to PersonX's family
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",GOjicKEmah4JA5ogUtRWAA==,PersonX starts to leave for work,PersonX changes PersonX's mind,PersonX calls out sick
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9Z12SKd2BuTWu8kJvvYcGQ==,PersonX finds ants crawling on the floor.,PersonX cleans the entire house,PersonX watches for ants to make sure they're gone.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Y0W02qfJqBUdsvC3a6dZdg==,PersonX walks in the snow.,PersonX comes in from the cold,PersonX hangs the coat on the hook.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ElZm9Qa8c36Ud4dqktq+tg==,PersonX is very fickle,PersonX changes PersonX's mind,PersonX changes PersonX's mind again
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",f5Nd7wLp4TrceaFzwxAFBw==,PersonX sees a man in distress.,PersonX cant helps,PersonX can't get up from the wheelchair on time.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",oFRz9SsoE36RiZtHvVtUzw==,PersonX prepares ingredients,PersonX cooks a meal,PersonX eats the meal
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",J9N66ZLZBVZl2aBW+pn9ww==,PersonX notices dust all over the floor,PersonX cleans the floor,PersonX takes out trash
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",XvRh2kWVgnKbD1GMWKdsfw==,PersonX goes to the barn raising.,PersonX comes in handy,PersonX lifts a big wooden beam into place.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Cj1qwLVvX9P1NbKr12pF1g==,PersonX is paralyzed in a car crash,PersonX cant helps,PersonX watches others carry in the groceries
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",p1sIfDWNcT7cIK/E4JWn8w==,PersonX found rotten food in the fridge.,PersonX cleans the fridge,PersonX bought new food to put in the fridge.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Km9KR0dsONR31mB9eXoDsg==,PersonX goes through puberty,PersonX comes into PersonX's own,PersonX grows up a lot
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",t58DM4QD2mDhHOfznpXJtQ==,PersonX onX celebrates their birthday,PersonX caps it all off,PersonX onX goes to bed
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",VpcUrwuJGW2LiIZLge1ljA==,PersonX would like to change destinations.,PersonX changes PersonX's mind,PersonX drives to another state.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",loGTK6LnnMR4J95jO4EENA==,PersonX buys food from the supermarket.,PersonX cooks at home,PersonX eats while watching TV.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",RQ0bLFJoNUjvpZoJAqnwkg==,PersonX looks at his dirty house,PersonX cleans the house,PersonX sits down to rest
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0lrWTJFPBaD+MVPKGK5NFQ==,PersonX does time in jail,PersonX changes PersonX's nature,PersonX gets out of jail for good behavior
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",FNSqBmpG4OQOAWABycZAdA==,PersonX spills a glass of milk,PersonX cleans the kitchen,PersonX takes a nap
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",qr4R6YhRYwqGYccNmp7Qig==,PersonX takes bacon out of the fridge.,PersonX cooks bacon,PersonX eats the bacon.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",m5za3TXHYhJzz22dymgi1A==,PersonX wants to kiss someone,PersonX captures PersonY's lips,PersonX hugs PersonY close
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ZEmV+yoZyrDek4ns1V5UFA==,PersonX gets a lot of spam phone calls,PersonX changes PersonX's number,PersonX no longer gets any spam phone calls
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",hrPjccYIBYj7K3UqHnCOZA==,PersonX develops a crush on PersonY.,PersonX comes into PersonY's eyes,PersonX goes on a date with PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",qKN8G13YUyUFMOYauLi1UA==,PersonX wakes up.,PersonX cooks breakfast,PersonX goes to work.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Uyck6BmE/wuigGXyT0MSxQ==,PersonX onX cooks Thanksgiving dinner,PersonX cleans the kitchen,PersonX onX serves dinner
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",NmbWqHdIUyFfZM1a/oNmgg==,PersonX attends an art gallery,PersonX carefully followed,PersonX does not touch the art
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",vkga1EkyNvg8vZTPY+g1KA==,PersonX is driving and spills a cup of coffee in their lap.,PersonX changes PersonX's pants,PersonX is now late for work because they had to change.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",JRouFDbcX2xK8H8gnT/Wfg==,PersonX saw PersonY walking toward them.,PersonX comes into PersonY's hands,PersonX is so happy to finally be with PersonY again.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",YvZvm1Kqy++0mr5dwO4pyA==,PersonX goes to the store and buys chicken,PersonX cooks chicken,PersonX eats the chicken
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",gsCY0O+EgY1MdGIJ9soBng==,PersonX re-reads the policy,PersonX changes PersonX's policy,PersonX says the policy is much better now
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",vrDeQM9/D+VFIusVkvejZg==,PersonX comes home from work.,PersonX cleans the kitchen,PersonX prepares dinner.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",/lYP6oP9i08a4Qi9nAFdYw==,PersonX meets PersonY,PersonX comes into PersonY's life,PersonX invites PersonY over
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",kLHB7x4ygsDcARf9EA06zw==,PersonX makes a choice,PersonX carefully picked,PersonX purchases their selection
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ktdUzzQy/X5a2u+DliDqrQ==,PersonX brings home the groceries.,PersonX cooks dinner,PersonX eats a delicious meal.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",rW34T6uaOpSiYjhoWwbFXw==,PersonX sees a pile of dung on their lawn.,PersonX carefully removed,PersonX complains to the neighbor.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",/IzOxJk9aWBiIl4Myv287Q==,PersonX spills their drink.,PersonX cleans the mess,PersonX throws the paper towels away.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",NkXaz01ib4ybWZtfPeDZuQ==,PersonX comes home from work,PersonX cooks dinner for PersonX's family,PersonX cleans up after Person X's family
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ebFjO3xanwnSq5KhKJGdfg==,PersonX joins the gym.,PersonX comes into PersonY's life,PersonX gets a new workout buddy
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",5qSdsVqzDmhiQEQJIJB4gQ==,PersonX decides to hire a new protege,PersonX carefully selected,PersonX new hire is really good
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",t1Cqk4IpfjebT36pyuyI+w==,PersonX spills the milk on the floor,PersonX cleans the spill,PersonX places the paper towels in the trash can
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",diMJJ9X5FF10fXtXElZaaQ==,PersonX is looking for love,PersonX comes into PersonY's life,PersonX is married a year later
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",7vhzNStx29fAAoqE6uNBag==,PersonX buys ingredients at the store.,PersonX cooks dinner for PersonX's girlfriend,PersonX sets the table with fancy plates.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xX7vI+5vL7qmnN3hmIPwNQ==,PersonX listens to what others have to say,PersonX changes PersonX's position,PersonX agrees with others
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",7OducGfDSI6YAsjxYkZdVQ==,PersonX had to choose a muffin,PersonX carefully selected,PersonX and decided to get the blueberry
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",5W1zkI7KZlqAYzlHyJ+44Q==,PersonX buys ingredients,PersonX cooks dinner for PersonX's girlfriend,PersonX sets the table and eats dinner
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",nTfmGkJNAndGTC1+KBLbCg==,PersonX studies religion in college,PersonX changes PersonX's religion,PersonX finds a new church to worship at
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",XF2i0bKQmOsNO6l6zTvBMw==,PersonX hears about someone's problems.,PersonX cares a jackstraw,PersonX goes back to reading a book.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ZkXvkgkkamFGyUxPNwPPRQ==,PersonX is trying to impress his girl.,PersonX cooks dinner for PersonX's girlfriend,PersonX is showered with love from the girlfriend.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",iDOGKTEdjWNTkDyhpg5xqA==,PersonX sees the fish tank is dirty,PersonX cleans the tank,PersonX puts the fish back in the tank
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",vQZIGuuZ7ZEbIvlv8T2/1w==,PersonX reschedules a meeting at work,PersonX changes PersonX's schedule,PersonX attends the meeting at the new time
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",FFjjV+sfQ3TuZu6UB0iR0w==,PersonX buys a new house.,PersonX cleans the whole house,PersonX start unpacking their stuff.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",tx1tt30Hxc5QgB0Tm+/viA==,PersonX gets a flat tire,PersonX changes PersonX's tire,PersonX drives to the service station
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",R+nS4sG+2h5GCxg1gMQ0LQ==,PersonX finds a girlfriend,PersonX cares a lot,PersonX gives gifts to his girlfriend
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",pwCEfM7bHhtzrLo7KYDkSw==,PersonX asks PersonY to come over,PersonX cooks dinner for PersonY,PersonX offers wine to PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",p0pliMGSAmUk6/holrlcEQ==,PersonX sings a song,PersonX changes PersonX's tone,PersonX loses his voice and stops singing
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",cqtCnjE7kI6J1oRV4KYaZg==,PersonX is friends with PersonY,PersonX comes into PersonY's mind,PersonX has no idea
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",g6hmq8BuBlj492bVR55hmg==,PersonX has a dirty house,PersonX cleans the whole house,PersonX relaxes with wine and a movie
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",SaykP6bJGSVDvqT3eiQ+jA==,PersonX needed some extra cash,PersonX cares for PersonX's children,PersonX she now has enough money for her bills
