Title,Description,Keywords,orig,foil,url,correct,ending0,ending1,ending2,ending3,image_id,label,Answer.c0,Answer.uc
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",It belongs to a little boy,"['It reminds a little boy', 'It sounds like a little boy', 'he is playing baseball']",https://web-instruct.s3.amazonaws.com/sherlock-four/2332408.jpg,0,It sounds like a little boy,It reminds a little boy,It belongs to a little boy,he is playing baseball,https://cs.stanford.edu/people/rak248/VG_100K/2332408.jpg,2,e3,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Man owns the horse,"['Man meets the horse', 'they are taking notes on what they hear.', 'Man shows the horse']",https://web-instruct.s3.amazonaws.com/sherlock-four/2321019.jpg,1,Man meets the horse,they are taking notes on what they hear.,Man owns the horse,Man shows the horse,https://cs.stanford.edu/people/rak248/VG_100K/2321019.jpg,2,e3,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Man owns the horse,"['Man meets the horse', 'they are taking notes on what they hear.', 'Man shows the horse']",https://web-instruct.s3.amazonaws.com/sherlock-four/2321019.jpg,1,Man meets the horse,they are taking notes on what they hear.,Man owns the horse,Man shows the horse,https://cs.stanford.edu/people/rak248/VG_100K/2321019.jpg,2,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Man owns the horse,"['Man meets the horse', 'they are taking notes on what they hear.', 'Man shows the horse']",https://web-instruct.s3.amazonaws.com/sherlock-four/2321019.jpg,1,Man meets the horse,they are taking notes on what they hear.,Man owns the horse,Man shows the horse,https://cs.stanford.edu/people/rak248/VG_100K/2321019.jpg,2,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Man owns the horse,"['Man meets the horse', 'they are taking notes on what they hear.', 'Man shows the horse']",https://web-instruct.s3.amazonaws.com/sherlock-four/2321019.jpg,1,Man meets the horse,they are taking notes on what they hear.,Man owns the horse,Man shows the horse,https://cs.stanford.edu/people/rak248/VG_100K/2321019.jpg,2,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Man owns the horse,"['Man meets the horse', 'they are taking notes on what they hear.', 'Man shows the horse']",https://web-instruct.s3.amazonaws.com/sherlock-four/2321019.jpg,1,Man meets the horse,they are taking notes on what they hear.,Man owns the horse,Man shows the horse,https://cs.stanford.edu/people/rak248/VG_100K/2321019.jpg,2,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",there's a good chance it will soon rain,"[""there's a good chance it will soon catch on"", 'it will rain soon', ""there's a good chance it will soon sell out""]",https://web-instruct.s3.amazonaws.com/sherlock-four/2389724.jpg,1,there's a good chance it will soon sell out,there's a good chance it will soon rain,it will rain soon,there's a good chance it will soon catch on,https://cs.stanford.edu/people/rak248/VG_100K_2/2389724.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",there's a good chance it will soon rain,"[""there's a good chance it will soon catch on"", 'it will rain soon', ""there's a good chance it will soon sell out""]",https://web-instruct.s3.amazonaws.com/sherlock-four/2389724.jpg,1,there's a good chance it will soon sell out,there's a good chance it will soon rain,it will rain soon,there's a good chance it will soon catch on,https://cs.stanford.edu/people/rak248/VG_100K_2/2389724.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",there's a good chance it will soon rain,"[""there's a good chance it will soon catch on"", 'it will rain soon', ""there's a good chance it will soon sell out""]",https://web-instruct.s3.amazonaws.com/sherlock-four/2389724.jpg,1,there's a good chance it will soon sell out,there's a good chance it will soon rain,it will rain soon,there's a good chance it will soon catch on,https://cs.stanford.edu/people/rak248/VG_100K_2/2389724.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",there's a good chance it will soon rain,"[""there's a good chance it will soon catch on"", 'it will rain soon', ""there's a good chance it will soon sell out""]",https://web-instruct.s3.amazonaws.com/sherlock-four/2389724.jpg,1,there's a good chance it will soon sell out,there's a good chance it will soon rain,it will rain soon,there's a good chance it will soon catch on,https://cs.stanford.edu/people/rak248/VG_100K_2/2389724.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",there's a good chance it will soon rain,"[""there's a good chance it will soon catch on"", 'it will rain soon', ""there's a good chance it will soon sell out""]",https://web-instruct.s3.amazonaws.com/sherlock-four/2389724.jpg,1,there's a good chance it will soon sell out,there's a good chance it will soon rain,it will rain soon,there's a good chance it will soon catch on,https://cs.stanford.edu/people/rak248/VG_100K_2/2389724.jpg,1,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Someone edited this photo.,"['Someone posted this photo.', 'people walk through here at night frequently', 'the woman is posing for the camera']",https://web-instruct.s3.amazonaws.com/sherlock-four/2394637.jpg,0,the woman is posing for the camera,people walk through here at night frequently,Someone edited this photo.,Someone posted this photo.,https://cs.stanford.edu/people/rak248/VG_100K_2/2394637.jpg,2,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Someone edited this photo.,"['Someone posted this photo.', 'people walk through here at night frequently', 'the woman is posing for the camera']",https://web-instruct.s3.amazonaws.com/sherlock-four/2394637.jpg,0,the woman is posing for the camera,people walk through here at night frequently,Someone edited this photo.,Someone posted this photo.,https://cs.stanford.edu/people/rak248/VG_100K_2/2394637.jpg,2,e3,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Someone edited this photo.,"['Someone posted this photo.', 'people walk through here at night frequently', 'the woman is posing for the camera']",https://web-instruct.s3.amazonaws.com/sherlock-four/2394637.jpg,0,the woman is posing for the camera,people walk through here at night frequently,Someone edited this photo.,Someone posted this photo.,https://cs.stanford.edu/people/rak248/VG_100K_2/2394637.jpg,2,e3,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Someone edited this photo.,"['Someone posted this photo.', 'people walk through here at night frequently', 'the woman is posing for the camera']",https://web-instruct.s3.amazonaws.com/sherlock-four/2394637.jpg,0,the woman is posing for the camera,people walk through here at night frequently,Someone edited this photo.,Someone posted this photo.,https://cs.stanford.edu/people/rak248/VG_100K_2/2394637.jpg,2,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Someone edited this photo.,"['Someone posted this photo.', 'people walk through here at night frequently', 'the woman is posing for the camera']",https://web-instruct.s3.amazonaws.com/sherlock-four/2394637.jpg,0,the woman is posing for the camera,people walk through here at night frequently,Someone edited this photo.,Someone posted this photo.,https://cs.stanford.edu/people/rak248/VG_100K_2/2394637.jpg,2,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",they believe it will rain soon,"['she is about to pass it over', 'they believe it will arrive soon', 'she is controlling something']",https://web-instruct.s3.amazonaws.com/sherlock-four/2368544.jpg,1,they believe it will rain soon,they believe it will arrive soon,she is about to pass it over,she is controlling something,https://cs.stanford.edu/people/rak248/VG_100K/2368544.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",they believe it will rain soon,"['she is about to pass it over', 'they believe it will arrive soon', 'she is controlling something']",https://web-instruct.s3.amazonaws.com/sherlock-four/2368544.jpg,1,they believe it will rain soon,they believe it will arrive soon,she is about to pass it over,she is controlling something,https://cs.stanford.edu/people/rak248/VG_100K/2368544.jpg,0,e3,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",they believe it will rain soon,"['she is about to pass it over', 'they believe it will arrive soon', 'she is controlling something']",https://web-instruct.s3.amazonaws.com/sherlock-four/2368544.jpg,1,they believe it will rain soon,they believe it will arrive soon,she is about to pass it over,she is controlling something,https://cs.stanford.edu/people/rak248/VG_100K/2368544.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",they believe it will rain soon,"['she is about to pass it over', 'they believe it will arrive soon', 'she is controlling something']",https://web-instruct.s3.amazonaws.com/sherlock-four/2368544.jpg,1,they believe it will rain soon,they believe it will arrive soon,she is about to pass it over,she is controlling something,https://cs.stanford.edu/people/rak248/VG_100K/2368544.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",they believe it will rain soon,"['she is about to pass it over', 'they believe it will arrive soon', 'she is controlling something']",https://web-instruct.s3.amazonaws.com/sherlock-four/2368544.jpg,1,they believe it will rain soon,they believe it will arrive soon,she is about to pass it over,she is controlling something,https://cs.stanford.edu/people/rak248/VG_100K/2368544.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",A man lives in this house.,"['It is raining.', 'A man runs this house.', 'The person who works in this office is highly qualified.']",https://web-instruct.s3.amazonaws.com/sherlock-four/1107.jpg,1,A man lives in this house.,A man runs this house.,The person who works in this office is highly qualified.,It is raining.,https://cs.stanford.edu/people/rak248/VG_100K_2/1107.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",A man lives in this house.,"['It is raining.', 'A man runs this house.', 'The person who works in this office is highly qualified.']",https://web-instruct.s3.amazonaws.com/sherlock-four/1107.jpg,1,A man lives in this house.,A man runs this house.,The person who works in this office is highly qualified.,It is raining.,https://cs.stanford.edu/people/rak248/VG_100K_2/1107.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",A man lives in this house.,"['It is raining.', 'A man runs this house.', 'The person who works in this office is highly qualified.']",https://web-instruct.s3.amazonaws.com/sherlock-four/1107.jpg,1,A man lives in this house.,A man runs this house.,The person who works in this office is highly qualified.,It is raining.,https://cs.stanford.edu/people/rak248/VG_100K_2/1107.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",A man lives in this house.,"['It is raining.', 'A man runs this house.', 'The person who works in this office is highly qualified.']",https://web-instruct.s3.amazonaws.com/sherlock-four/1107.jpg,1,A man lives in this house.,A man runs this house.,The person who works in this office is highly qualified.,It is raining.,https://cs.stanford.edu/people/rak248/VG_100K_2/1107.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",A man lives in this house.,"['It is raining.', 'A man runs this house.', 'The person who works in this office is highly qualified.']",https://web-instruct.s3.amazonaws.com/sherlock-four/1107.jpg,1,A man lives in this house.,A man runs this house.,The person who works in this office is highly qualified.,It is raining.,https://cs.stanford.edu/people/rak248/VG_100K_2/1107.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",they are driving to work.,"['they are putting work.', 'they can not see well without them.', ""The person who lives in this room hasn't cleaned recently.""]",https://web-instruct.s3.amazonaws.com/sherlock-four/2318015.jpg,1,they are driving to work.,they are putting work.,The person who lives in this room hasn't cleaned recently.,they can not see well without them.,https://cs.stanford.edu/people/rak248/VG_100K/2318015.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",they are driving to work.,"['they are putting work.', 'they can not see well without them.', ""The person who lives in this room hasn't cleaned recently.""]",https://web-instruct.s3.amazonaws.com/sherlock-four/2318015.jpg,1,they are driving to work.,they are putting work.,The person who lives in this room hasn't cleaned recently.,they can not see well without them.,https://cs.stanford.edu/people/rak248/VG_100K/2318015.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",they are driving to work.,"['they are putting work.', 'they can not see well without them.', ""The person who lives in this room hasn't cleaned recently.""]",https://web-instruct.s3.amazonaws.com/sherlock-four/2318015.jpg,1,they are driving to work.,they are putting work.,The person who lives in this room hasn't cleaned recently.,they can not see well without them.,https://cs.stanford.edu/people/rak248/VG_100K/2318015.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",they are driving to work.,"['they are putting work.', 'they can not see well without them.', ""The person who lives in this room hasn't cleaned recently.""]",https://web-instruct.s3.amazonaws.com/sherlock-four/2318015.jpg,1,they are driving to work.,they are putting work.,The person who lives in this room hasn't cleaned recently.,they can not see well without them.,https://cs.stanford.edu/people/rak248/VG_100K/2318015.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",they are driving to work.,"['they are putting work.', 'they can not see well without them.', ""The person who lives in this room hasn't cleaned recently.""]",https://web-instruct.s3.amazonaws.com/sherlock-four/2318015.jpg,1,they are driving to work.,they are putting work.,The person who lives in this room hasn't cleaned recently.,they can not see well without them.,https://cs.stanford.edu/people/rak248/VG_100K/2318015.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",this person is batting,"['The tennis player is opening up a new tennis racquet to use in the match.', 'they are playing cops and robbers', 'the owner wants to know the time when they wake up']",https://web-instruct.s3.amazonaws.com/sherlock-four/2349474.jpg,1,this person is batting,the owner wants to know the time when they wake up,The tennis player is opening up a new tennis racquet to use in the match.,they are playing cops and robbers,https://cs.stanford.edu/people/rak248/VG_100K/2349474.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",this person is batting,"['The tennis player is opening up a new tennis racquet to use in the match.', 'they are playing cops and robbers', 'the owner wants to know the time when they wake up']",https://web-instruct.s3.amazonaws.com/sherlock-four/2349474.jpg,1,this person is batting,the owner wants to know the time when they wake up,The tennis player is opening up a new tennis racquet to use in the match.,they are playing cops and robbers,https://cs.stanford.edu/people/rak248/VG_100K/2349474.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",this person is batting,"['The tennis player is opening up a new tennis racquet to use in the match.', 'they are playing cops and robbers', 'the owner wants to know the time when they wake up']",https://web-instruct.s3.amazonaws.com/sherlock-four/2349474.jpg,1,this person is batting,the owner wants to know the time when they wake up,The tennis player is opening up a new tennis racquet to use in the match.,they are playing cops and robbers,https://cs.stanford.edu/people/rak248/VG_100K/2349474.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",this person is batting,"['The tennis player is opening up a new tennis racquet to use in the match.', 'they are playing cops and robbers', 'the owner wants to know the time when they wake up']",https://web-instruct.s3.amazonaws.com/sherlock-four/2349474.jpg,1,this person is batting,the owner wants to know the time when they wake up,The tennis player is opening up a new tennis racquet to use in the match.,they are playing cops and robbers,https://cs.stanford.edu/people/rak248/VG_100K/2349474.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",this person is batting,"['The tennis player is opening up a new tennis racquet to use in the match.', 'they are playing cops and robbers', 'the owner wants to know the time when they wake up']",https://web-instruct.s3.amazonaws.com/sherlock-four/2349474.jpg,1,this person is batting,the owner wants to know the time when they wake up,The tennis player is opening up a new tennis racquet to use in the match.,they are playing cops and robbers,https://cs.stanford.edu/people/rak248/VG_100K/2349474.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",People hike in the hills.,"['People live in the hills.', 'People love the hills.', 'People like to the hills.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2335498.jpg,0,People love the hills.,People hike in the hills.,People live in the hills.,People like to the hills.,https://cs.stanford.edu/people/rak248/VG_100K/2335498.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",People hike in the hills.,"['People live in the hills.', 'People love the hills.', 'People like to the hills.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2335498.jpg,0,People love the hills.,People hike in the hills.,People live in the hills.,People like to the hills.,https://cs.stanford.edu/people/rak248/VG_100K/2335498.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",People hike in the hills.,"['People live in the hills.', 'People love the hills.', 'People like to the hills.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2335498.jpg,0,People love the hills.,People hike in the hills.,People live in the hills.,People like to the hills.,https://cs.stanford.edu/people/rak248/VG_100K/2335498.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",People hike in the hills.,"['People live in the hills.', 'People love the hills.', 'People like to the hills.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2335498.jpg,0,People love the hills.,People hike in the hills.,People live in the hills.,People like to the hills.,https://cs.stanford.edu/people/rak248/VG_100K/2335498.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",People hike in the hills.,"['People live in the hills.', 'People love the hills.', 'People like to the hills.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2335498.jpg,0,People love the hills.,People hike in the hills.,People live in the hills.,People like to the hills.,https://cs.stanford.edu/people/rak248/VG_100K/2335498.jpg,1,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",these people are attending a party,"['these people are running a party', 'these people are leaving a party', 'these people are supposed to a party']",https://web-instruct.s3.amazonaws.com/sherlock-four/_y_We1FV_RQ@26.jpg,1,these people are attending a party,these people are leaving a party,these people are running a party,these people are supposed to a party,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/movieclips_Happy_Death_Day/_y_We1FV_RQ@26.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",these people are attending a party,"['these people are running a party', 'these people are leaving a party', 'these people are supposed to a party']",https://web-instruct.s3.amazonaws.com/sherlock-four/_y_We1FV_RQ@26.jpg,1,these people are attending a party,these people are leaving a party,these people are running a party,these people are supposed to a party,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/movieclips_Happy_Death_Day/_y_We1FV_RQ@26.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",these people are attending a party,"['these people are running a party', 'these people are leaving a party', 'these people are supposed to a party']",https://web-instruct.s3.amazonaws.com/sherlock-four/_y_We1FV_RQ@26.jpg,1,these people are attending a party,these people are leaving a party,these people are running a party,these people are supposed to a party,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/movieclips_Happy_Death_Day/_y_We1FV_RQ@26.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",these people are attending a party,"['these people are running a party', 'these people are leaving a party', 'these people are supposed to a party']",https://web-instruct.s3.amazonaws.com/sherlock-four/_y_We1FV_RQ@26.jpg,1,these people are attending a party,these people are leaving a party,these people are running a party,these people are supposed to a party,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/movieclips_Happy_Death_Day/_y_We1FV_RQ@26.jpg,0,e3,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",these people are attending a party,"['these people are running a party', 'these people are leaving a party', 'these people are supposed to a party']",https://web-instruct.s3.amazonaws.com/sherlock-four/_y_We1FV_RQ@26.jpg,1,these people are attending a party,these people are leaving a party,these people are running a party,these people are supposed to a party,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/movieclips_Happy_Death_Day/_y_We1FV_RQ@26.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",she is about to pass it over,"['these planes are putting on a show.', 'People sit here to relax after walking.', 'she is about to win it over']",https://web-instruct.s3.amazonaws.com/sherlock-four/3088_WHATS_YOUR_NUMBER_01.01.54.218-01.01.55.618@0.jpg,0,these planes are putting on a show.,People sit here to relax after walking.,she is about to pass it over,she is about to win it over,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_01.01.54.218-01.01.55.618@0.jpg,2,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",she is about to pass it over,"['these planes are putting on a show.', 'People sit here to relax after walking.', 'she is about to win it over']",https://web-instruct.s3.amazonaws.com/sherlock-four/3088_WHATS_YOUR_NUMBER_01.01.54.218-01.01.55.618@0.jpg,0,these planes are putting on a show.,People sit here to relax after walking.,she is about to pass it over,she is about to win it over,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_01.01.54.218-01.01.55.618@0.jpg,2,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",she is about to pass it over,"['these planes are putting on a show.', 'People sit here to relax after walking.', 'she is about to win it over']",https://web-instruct.s3.amazonaws.com/sherlock-four/3088_WHATS_YOUR_NUMBER_01.01.54.218-01.01.55.618@0.jpg,0,these planes are putting on a show.,People sit here to relax after walking.,she is about to pass it over,she is about to win it over,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_01.01.54.218-01.01.55.618@0.jpg,2,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",she is about to pass it over,"['these planes are putting on a show.', 'People sit here to relax after walking.', 'she is about to win it over']",https://web-instruct.s3.amazonaws.com/sherlock-four/3088_WHATS_YOUR_NUMBER_01.01.54.218-01.01.55.618@0.jpg,0,these planes are putting on a show.,People sit here to relax after walking.,she is about to pass it over,she is about to win it over,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_01.01.54.218-01.01.55.618@0.jpg,2,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",she is about to pass it over,"['these planes are putting on a show.', 'People sit here to relax after walking.', 'she is about to win it over']",https://web-instruct.s3.amazonaws.com/sherlock-four/3088_WHATS_YOUR_NUMBER_01.01.54.218-01.01.55.618@0.jpg,0,these planes are putting on a show.,People sit here to relax after walking.,she is about to pass it over,she is about to win it over,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_01.01.54.218-01.01.55.618@0.jpg,2,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation","These people are working at a sort of ""telethon"" or center where persons can donate and call in.","['These people are working at a sort of ""telethon"" or center where persons can donate and raise money .', 'they heard something funny', 'These people are working at a sort of ""telethon"" or center where persons can donate and work .']",https://web-instruct.s3.amazonaws.com/sherlock-four/2366184.jpg,1,"These people are working at a sort of ""telethon"" or center where persons can donate and call in.","These people are working at a sort of ""telethon"" or center where persons can donate and raise money .","These people are working at a sort of ""telethon"" or center where persons can donate and work .",they heard something funny,https://cs.stanford.edu/people/rak248/VG_100K/2366184.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation","These people are working at a sort of ""telethon"" or center where persons can donate and call in.","['These people are working at a sort of ""telethon"" or center where persons can donate and raise money .', 'they heard something funny', 'These people are working at a sort of ""telethon"" or center where persons can donate and work .']",https://web-instruct.s3.amazonaws.com/sherlock-four/2366184.jpg,1,"These people are working at a sort of ""telethon"" or center where persons can donate and call in.","These people are working at a sort of ""telethon"" or center where persons can donate and raise money .","These people are working at a sort of ""telethon"" or center where persons can donate and work .",they heard something funny,https://cs.stanford.edu/people/rak248/VG_100K/2366184.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation","These people are working at a sort of ""telethon"" or center where persons can donate and call in.","['These people are working at a sort of ""telethon"" or center where persons can donate and raise money .', 'they heard something funny', 'These people are working at a sort of ""telethon"" or center where persons can donate and work .']",https://web-instruct.s3.amazonaws.com/sherlock-four/2366184.jpg,1,"These people are working at a sort of ""telethon"" or center where persons can donate and call in.","These people are working at a sort of ""telethon"" or center where persons can donate and raise money .","These people are working at a sort of ""telethon"" or center where persons can donate and work .",they heard something funny,https://cs.stanford.edu/people/rak248/VG_100K/2366184.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation","These people are working at a sort of ""telethon"" or center where persons can donate and call in.","['These people are working at a sort of ""telethon"" or center where persons can donate and raise money .', 'they heard something funny', 'These people are working at a sort of ""telethon"" or center where persons can donate and work .']",https://web-instruct.s3.amazonaws.com/sherlock-four/2366184.jpg,1,"These people are working at a sort of ""telethon"" or center where persons can donate and call in.","These people are working at a sort of ""telethon"" or center where persons can donate and raise money .","These people are working at a sort of ""telethon"" or center where persons can donate and work .",they heard something funny,https://cs.stanford.edu/people/rak248/VG_100K/2366184.jpg,0,e0,on
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation","These people are working at a sort of ""telethon"" or center where persons can donate and call in.","['These people are working at a sort of ""telethon"" or center where persons can donate and raise money .', 'they heard something funny', 'These people are working at a sort of ""telethon"" or center where persons can donate and work .']",https://web-instruct.s3.amazonaws.com/sherlock-four/2366184.jpg,1,"These people are working at a sort of ""telethon"" or center where persons can donate and call in.","These people are working at a sort of ""telethon"" or center where persons can donate and raise money .","These people are working at a sort of ""telethon"" or center where persons can donate and work .",they heard something funny,https://cs.stanford.edu/people/rak248/VG_100K/2366184.jpg,0,e1,on
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",The people are crossing the streets to get to the other side.,"['The people are running down the streets to get to the other side.', 'The people are fighting in the streets to get to the other side.', 'they are playing a videogame']",https://web-instruct.s3.amazonaws.com/sherlock-four/3088_WHATS_YOUR_NUMBER_00.04.38.319-00.04.47.398@1.jpg,0,they are playing a videogame,The people are running down the streets to get to the other side.,The people are fighting in the streets to get to the other side.,The people are crossing the streets to get to the other side.,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_00.04.38.319-00.04.47.398@1.jpg,3,e2,
