Title,Description,Keywords,img_id,question,answer,rationale,img_fn,metadata_fn,model_name,NOUN1,NOUN2,NOUN3,NOUN4,NOUN5,NOUN6,NOUN7,NOUN8,NOUN9,NOUNPHRASE1,NOUNPHRASE2,NOUNPHRASE3,NOUNPHRASE4,NOUNPHRASE5,VERB1,VERB2,VERB3,VERB4,VERB5,VERB6,Answer.c0,Answer.c1,Answer.c2,Answer.c3,Answer.c4,Answer.c5,Answer.c6,Answer.q1,Answer.q2,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q3
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4132372244,The choir is outside .,contradiction,The choir can not be outside and in a church at the same time.,4132372244.jpg,-,e_snli_ve_text_objects_q_a_to_r,choir,time,church,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,no,yes,yes,w_no,time,same time,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4132372244,The choir is outside .,contradiction,The choir can not be outside and in a church at the same time.,4132372244.jpg,-,e_snli_ve_text_objects_q_a_to_r,choir,time,church,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4132372244,The choir is outside .,contradiction,The choir can not be outside and in a church at the same time.,4132372244.jpg,-,e_snli_ve_text_objects_q_a_to_r,choir,time,church,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,w_no,w_no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1197800988,A person wearing a purple jacket is outside next to a tree .,entailment,A person wearing a purple jacket is outside next to a tree is a rephrasing of a person wearing a purple jacket is outside next to a tree.,1197800988.jpg,-,e_snli_ve_embed_situ_q_a_to_r,tree,rephrasing,jacket,-,-,-,-,-,-,purple jacket,-,-,-,-,wearing jacket,-,-,-,-,-,no,no,yes,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1197800988,A person wearing a purple jacket is outside next to a tree .,entailment,A person wearing a purple jacket is outside next to a tree is a rephrasing of a person wearing a purple jacket is outside next to a tree.,1197800988.jpg,-,e_snli_ve_embed_situ_q_a_to_r,tree,rephrasing,jacket,-,-,-,-,-,-,purple jacket,-,-,-,-,wearing jacket,-,-,-,-,-,no,no,yes,no,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1197800988,A person wearing a purple jacket is outside next to a tree .,entailment,A person wearing a purple jacket is outside next to a tree is a rephrasing of a person wearing a purple jacket is outside next to a tree.,1197800988.jpg,-,e_snli_ve_embed_situ_q_a_to_r,tree,rephrasing,jacket,-,-,-,-,-,-,purple jacket,-,-,-,-,wearing jacket,-,-,-,-,-,no,no,yes,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1131800850,The dog is black with spots .,contradiction,The dog can not be both white and black.,1131800850.jpg,-,e_snli_ve_embed_objects_q_a_to_r,dog,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,w_yes,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1131800850,The dog is black with spots .,contradiction,The dog can not be both white and black.,1131800850.jpg,-,e_snli_ve_embed_objects_q_a_to_r,dog,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1131800850,The dog is black with spots .,contradiction,The dog can not be both white and black.,1131800850.jpg,-,e_snli_ve_embed_objects_q_a_to_r,dog,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1131804997,The guys are sitting on the lawn outside .,contradiction,The guys can not be sitting on the lawn outside and sitting on a bench outside at the same time.,1131804997.jpg,-,e_snli_ve_embed_situ_q_a_to_r,time,bench,lawn,guys,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,time|bench|lawn,same time,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1131804997,The guys are sitting on the lawn outside .,contradiction,The guys can not be sitting on the lawn outside and sitting on a bench outside at the same time.,1131804997.jpg,-,e_snli_ve_embed_situ_q_a_to_r,time,bench,lawn,guys,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,yes,w_yes,yes,w_yes|w_no,time|bench|lawn,same time,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1131804997,The guys are sitting on the lawn outside .,contradiction,The guys can not be sitting on the lawn outside and sitting on a bench outside at the same time.,1131804997.jpg,-,e_snli_ve_embed_situ_q_a_to_r,time,bench,lawn,guys,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,yes,w_no,yes,yes,bench,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2197552440,someone is playing a sport outside .,entailment,A baseball player is someone.,2197552440.jpg,-,e_snli_ve_text_objects_q_a_to_r,player,-,-,-,-,-,-,-,-,baseball player,-,-,-,-,-,-,-,-,-,-,w_yes,no,yes,w_no,,baseball player,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2197552440,someone is playing a sport outside .,entailment,A baseball player is someone.,2197552440.jpg,-,e_snli_ve_text_objects_q_a_to_r,player,-,-,-,-,-,-,-,-,baseball player,-,-,-,-,-,-,-,-,-,-,yes,w_yes,yes,yes,nota-n,baseball player,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2197552440,someone is playing a sport outside .,entailment,A baseball player is someone.,2197552440.jpg,-,e_snli_ve_text_objects_q_a_to_r,player,-,-,-,-,-,-,-,-,baseball player,-,-,-,-,-,-,-,-,-,-,yes,no,yes,yes,nota-n,baseball player,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6563231789,A man with a beard is holding a microphone .,entailment,A man with a beard is holding a microphone is a rephrasing of a bearded man with a beard is holding a microphone.,6563231789.jpg,-,e_snli_ve_embed_situ_q_a_to_r,microphone,beard,man,rephrasing,-,-,-,-,-,bearded man,-,-,-,-,is holding microphone,-,-,-,-,-,no,no,yes,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6563231789,A man with a beard is holding a microphone .,entailment,A man with a beard is holding a microphone is a rephrasing of a bearded man with a beard is holding a microphone.,6563231789.jpg,-,e_snli_ve_embed_situ_q_a_to_r,microphone,beard,man,rephrasing,-,-,-,-,-,bearded man,-,-,-,-,is holding microphone,-,-,-,-,-,no,no,no,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6563231789,A man with a beard is holding a microphone .,entailment,A man with a beard is holding a microphone is a rephrasing of a bearded man with a beard is holding a microphone.,6563231789.jpg,-,e_snli_ve_embed_situ_q_a_to_r,microphone,beard,man,rephrasing,-,-,-,-,-,bearded man,-,-,-,-,is holding microphone,-,-,-,-,-,no,no,yes,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4876859436,Someone is buying fruit .,contradiction,A fruit vendor is not someone buying fruit.,4876859436.jpg,-,e_snli_ve_text_situation_q_a_to_r,fruit,vendor,-,-,-,-,-,-,-,fruit vendor,-,-,-,-,buying fruit,-,-,-,-,-,yes,no,yes,w_yes,fruit,fruit vendor,buying fruit,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4876859436,Someone is buying fruit .,contradiction,A fruit vendor is not someone buying fruit.,4876859436.jpg,-,e_snli_ve_text_situation_q_a_to_r,fruit,vendor,-,-,-,-,-,-,-,fruit vendor,-,-,-,-,buying fruit,-,-,-,-,-,yes,no,yes,yes,fruit|vendor,fruit vendor,buying fruit,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4876859436,Someone is buying fruit .,contradiction,A fruit vendor is not someone buying fruit.,4876859436.jpg,-,e_snli_ve_text_situation_q_a_to_r,fruit,vendor,-,-,-,-,-,-,-,fruit vendor,-,-,-,-,buying fruit,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3460038273,A flustered woman is outside,entailment,A woman is flustered because she is unhappy.,3460038273.jpg,-,e_snli_ve_embed_objects_q_a_to_r,woman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_yes,w_no,,w_yes,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3460038273,A flustered woman is outside,entailment,A woman is flustered because she is unhappy.,3460038273.jpg,-,e_snli_ve_embed_objects_q_a_to_r,woman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3460038273,A flustered woman is outside,entailment,A woman is flustered because she is unhappy.,3460038273.jpg,-,e_snli_ve_embed_objects_q_a_to_r,woman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4552785903,A crowd of people are outside looking towards the sky .,entailment,A crowd of people are outside looking towards the sky is a rephrasing of a crowd of people are outside looking towards the sky.,4552785903.jpg,-,e_snli_ve_text_objects_q_a_to_r,sky,rephrasing,people,crowd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,no,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4552785903,A crowd of people are outside looking towards the sky .,entailment,A crowd of people are outside looking towards the sky is a rephrasing of a crowd of people are outside looking towards the sky.,4552785903.jpg,-,e_snli_ve_text_objects_q_a_to_r,sky,rephrasing,people,crowd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,w_yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4552785903,A crowd of people are outside looking towards the sky .,entailment,A crowd of people are outside looking towards the sky is a rephrasing of a crowd of people are outside looking towards the sky.,4552785903.jpg,-,e_snli_ve_text_objects_q_a_to_r,sky,rephrasing,people,crowd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,no,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2399665042,"A child sits very still so as not to upset what he carries , and another child is close by .",entailment,A child who sits very still is a child who sits very still.,2399665042.jpg,-,e_snli_ve_text_objects_q_a_to_r,child,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,no,yes,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2399665042,"A child sits very still so as not to upset what he carries , and another child is close by .",entailment,A child who sits very still is a child who sits very still.,2399665042.jpg,-,e_snli_ve_text_objects_q_a_to_r,child,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2399665042,"A child sits very still so as not to upset what he carries , and another child is close by .",entailment,A child who sits very still is a child who sits very still.,2399665042.jpg,-,e_snli_ve_text_objects_q_a_to_r,child,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,no,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4037148542,A mime is talking to a group of people .,contradiction,A mime is not a band.,4037148542.jpg,-,e_snli_ve_embed_situ_q_a_to_r,band,mime,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,no,yes,yes,band,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4037148542,A mime is talking to a group of people .,contradiction,A mime is not a band.,4037148542.jpg,-,e_snli_ve_embed_situ_q_a_to_r,band,mime,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4037148542,A mime is talking to a group of people .,contradiction,A mime is not a band.,4037148542.jpg,-,e_snli_ve_embed_situ_q_a_to_r,band,mime,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,no,yes,yes,band,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4451335021,The woman is sitting on a bench .,contradiction,The woman can not be walking and sitting at the same time.,4451335021.jpg,-,e_snli_ve_embed_objects_q_a_to_r,woman,time,-,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4451335021,The woman is sitting on a bench .,contradiction,The woman can not be walking and sitting at the same time.,4451335021.jpg,-,e_snli_ve_embed_objects_q_a_to_r,woman,time,-,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,time,same time,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4451335021,The woman is sitting on a bench .,contradiction,The woman can not be walking and sitting at the same time.,4451335021.jpg,-,e_snli_ve_embed_objects_q_a_to_r,woman,time,-,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3687250043,a boy watches a truck go by,entailment,A boy watches a truck go by is a rephrasing of a boy watches a truck go by.,3687250043.jpg,-,e_snli_ve_text_objects_q_a_to_r,truck,boy,rephrasing,-,-,-,-,-,-,-,-,-,-,-,watches truck,-,-,-,-,-,no,no,yes,w_yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3687250043,a boy watches a truck go by,entailment,A boy watches a truck go by is a rephrasing of a boy watches a truck go by.,3687250043.jpg,-,e_snli_ve_text_objects_q_a_to_r,truck,boy,rephrasing,-,-,-,-,-,-,-,-,-,-,-,watches truck,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3687250043,a boy watches a truck go by,entailment,A boy watches a truck go by is a rephrasing of a boy watches a truck go by.,3687250043.jpg,-,e_snli_ve_text_objects_q_a_to_r,truck,boy,rephrasing,-,-,-,-,-,-,-,-,-,-,-,watches truck,-,-,-,-,-,no,no,yes,yes,rephrasing,,,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",12974441,A man with a face problem .,entailment,A man with a face problem is a rephrasing of a man with a face problem.,12974441.jpg,-,e_snli_ve_embed_situ_q_a_to_r,problem,man,rephrasing,-,-,-,-,-,-,face problem,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",12974441,A man with a face problem .,entailment,A man with a face problem is a rephrasing of a man with a face problem.,12974441.jpg,-,e_snli_ve_embed_situ_q_a_to_r,problem,man,rephrasing,-,-,-,-,-,-,face problem,-,-,-,-,-,-,-,-,-,-,no,no,no,no,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",12974441,A man with a face problem .,entailment,A man with a face problem is a rephrasing of a man with a face problem.,12974441.jpg,-,e_snli_ve_embed_situ_q_a_to_r,problem,man,rephrasing,-,-,-,-,-,-,face problem,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3122606953,There are animals outdoors .,entailment,Dogs are animals.,3122606953.jpg,-,e_snli_ve_text_situation_q_a_to_r,dogs,animals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3122606953,There are animals outdoors .,entailment,Dogs are animals.,3122606953.jpg,-,e_snli_ve_text_situation_q_a_to_r,dogs,animals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3122606953,There are animals outdoors .,entailment,Dogs are animals.,3122606953.jpg,-,e_snli_ve_text_situation_q_a_to_r,dogs,animals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5217397101,A woman is using a camera .,entailment,A woman is using a camera is a rephrasing of a woman taking a picture.,5217397101.jpg,-,e_snli_ve_text_objects_q_a_to_r,woman,picture,camera,rephrasing,-,-,-,-,-,-,-,-,-,-,taking picture,is using camera,-,-,-,-,no,no,yes,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5217397101,A woman is using a camera .,entailment,A woman is using a camera is a rephrasing of a woman taking a picture.,5217397101.jpg,-,e_snli_ve_text_objects_q_a_to_r,woman,picture,camera,rephrasing,-,-,-,-,-,-,-,-,-,-,taking picture,is using camera,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5217397101,A woman is using a camera .,entailment,A woman is using a camera is a rephrasing of a woman taking a picture.,5217397101.jpg,-,e_snli_ve_text_objects_q_a_to_r,woman,picture,camera,rephrasing,-,-,-,-,-,-,-,-,-,-,taking picture,is using camera,-,-,-,-,no,no,yes,no,rephrasing,,,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",487652642,A child in green is riding in a wagon .,entailment,A child in green is riding in a wagon is a rephrasing of a child in green is riding in a wagon.,487652642.jpg,-,e_snli_ve_embed_objects_q_a_to_r,child,wagon,rephrasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",487652642,A child in green is riding in a wagon .,entailment,A child in green is riding in a wagon is a rephrasing of a child in green is riding in a wagon.,487652642.jpg,-,e_snli_ve_embed_objects_q_a_to_r,child,wagon,rephrasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",487652642,A child in green is riding in a wagon .,entailment,A child in green is riding in a wagon is a rephrasing of a child in green is riding in a wagon.,487652642.jpg,-,e_snli_ve_embed_objects_q_a_to_r,child,wagon,rephrasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,w_no,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",138475481,People attend an event that bans usage of electronic devices .,contradiction,People can not be attending an event that ban usage of electronic devices and be at a concert.,138475481.jpg,-,e_snli_ve_text_objects_q_a_to_r,people,usage,devices,concert,event,-,-,-,-,electronic devices,-,-,-,-,ban usage,can not be attending event,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",138475481,People attend an event that bans usage of electronic devices .,contradiction,People can not be attending an event that ban usage of electronic devices and be at a concert.,138475481.jpg,-,e_snli_ve_text_objects_q_a_to_r,people,usage,devices,concert,event,-,-,-,-,electronic devices,-,-,-,-,ban usage,can not be attending event,-,-,-,-,no,no,yes,yes,people|usage|devices|concert,electronic devices,ban usage,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",138475481,People attend an event that bans usage of electronic devices .,contradiction,People can not be attending an event that ban usage of electronic devices and be at a concert.,138475481.jpg,-,e_snli_ve_text_objects_q_a_to_r,people,usage,devices,concert,event,-,-,-,-,electronic devices,-,-,-,-,ban usage,can not be attending event,-,-,-,-,w_no,no,yes,yes,concert,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
