Title,Description,Keywords,img_id,question,answer,rationale,img_fn,metadata_fn,model_name,NOUN1,NOUN2,NOUN3,NOUN4,NOUN5,NOUN6,NOUN7,NOUN8,NOUN9,NOUNPHRASE1,NOUNPHRASE2,NOUNPHRASE3,NOUNPHRASE4,NOUNPHRASE5,VERB1,VERB2,VERB3,VERB4,VERB5,VERB6
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",416568642,A girl is inside her house .,contradiction,A girl can not be inside her house and on a swing at the same time.,416568642.jpg,-,e_snli_ve_text_objects_q_a_to_r,girl,house,swing,time,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3047749814,A woman tries to imitate a gorilla .,contradiction,A woman can not be a man.,3047749814.jpg,-,e_snli_ve_embed_situ_q_a_to_r,woman,man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2428959030,The skateboarder is young .,entailment,A young skateboarder is a skateboarder.,2428959030.jpg,-,e_snli_ve_text_situation_q_a_to_r,skateboarder,-,-,-,-,-,-,-,-,young skateboarder,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4607507068,A women dances,entailment,A woman dances is a rephrasing of a woman dances.,4607507068.jpg,-,e_snli_ve_embed_situ_q_a_to_r,woman,rephrasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3383491811,A dog liking them self .,entailment,A dog is liking them self because it is biting.,3383491811.jpg,-,e_snli_ve_text_objects_q_a_to_r,dog,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4814731415,People are riding bikes outside .,entailment,A street is outside.,4814731415.jpg,-,e_snli_ve_embed_objects_q_a_to_r,street,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4448923515,a dark haired person in a scarf and jacket stands in the light,entailment,A dark haired person is a rephrasing of a dark-haired person.,4448923515.jpg,-,e_snli_ve_text_objects_q_a_to_r,rephrasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6848904367,A bartender is at a bar .,entailment,A bartender is at a bar implies a bartender is at a bar.,6848904367.jpg,-,e_snli_ve_text_objects_q_a_to_r,bartender,bar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4958781334,Two Asian women are outside .,entailment,Two Asian women are outside refers to two Asian women in a white dress,4958781334.jpg,-,e_snli_ve_embed_situ_q_a_to_r,refers,dress,women,-,-,-,-,-,-,two asian women,white dress,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",510197538,The girl is picking flowers .,contradiction,The girl can not be picking flowers and holding a flower at the same time.,510197538.jpg,-,e_snli_ve_embed_objects_q_a_to_r,girl,flowers,flower,time,-,-,-,-,-,same time,-,-,-,-,can not be picking flowers,holding flower,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4435343922,Two ballerinas are hugging after a performance .,entailment,Two ballerinas are hugging after a performance is a rephrasing of two ballerinas are hugging after a performance.,4435343922.jpg,-,e_snli_ve_text_situation_q_a_to_r,ballerinas,performance,rephrasing,-,-,-,-,-,-,two ballerinas,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",401079494,The dogs are fighting .,entailment,Dogs are fighting in both sentences.,401079494.jpg,-,e_snli_ve_text_objects_q_a_to_r,dogs,sentences,-,-,-,-,-,-,-,both sentences,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3688364166,A man is play multiple instruments .,entailment,A man playing a drum set is playing multiple instruments.,3688364166.jpg,-,e_snli_ve_embed_situ_q_a_to_r,instruments,man,set,-,-,-,-,-,-,drum set,multiple instruments,-,-,-,is playing instruments,playing set,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3103587323,A child holding on to a real penguin .,contradiction,A real penguin is not a toy.,3103587323.jpg,-,e_snli_ve_text_objects_q_a_to_r,penguin,toy,-,-,-,-,-,-,-,real penguin,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5192912743,Two children want to hold the soccer ball .,entailment,The children want to hold the soccer ball because they want to play soccer.,5192912743.jpg,-,e_snli_ve_text_situation_q_a_to_r,soccer,ball,children,-,-,-,-,-,-,soccer ball,-,-,-,-,to hold ball,to play soccer,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4826988059,the young man is wearing the red speedos,contradiction,The man can not be wearing both a red Speedo and a black Speedo.,4826988059.jpg,-,e_snli_ve_text_objects_q_a_to_r,speedo,man,-,-,-,-,-,-,-,both a red speedo,black speedo,-,-,-,can not be wearing speedo,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6563231789,A man is talking .,entailment,A man is talking is a rephrasing of a man talking.,6563231789.jpg,-,e_snli_ve_embed_objects_q_a_to_r,man,rephrasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3323394468,There is a man working at daytime .,contradiction,The man can not be working at daytime and night at the same time.,3323394468.jpg,-,e_snli_ve_text_objects_q_a_to_r,night,man,time,daytime,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7754284046,The boy is playing outside with his mother .,contradiction,The boy can not be playing outside and in a park at the same time.,7754284046.jpg,-,e_snli_ve_text_situation_q_a_to_r,time,park,boy,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4706466713,People are inside having dinner .,contradiction,People can not be inside and outside at the same time.,4706466713.jpg,-,e_snli_ve_text_objects_q_a_to_r,time,people,-,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",510197538,Girl running and laughing .,entailment,A girl is running and laughing.,510197538.jpg,-,e_snli_ve_embed_situ_q_a_to_r,girl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4794460787,An octopus squirting out its ink .,contradiction,A man is not an octopus.,4794460787.jpg,-,e_snli_ve_text_objects_q_a_to_r,man,octopus,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4805949658,All of the men are on a bus .,contradiction,The men can not be on a bus and on a train at the same time.,4805949658.jpg,-,e_snli_ve_text_objects_q_a_to_r,time,train,bus,men,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",129602216,A man sitting at a table has just eaten his food and drink .,contradiction,A man can not be eating and drinking at the same time.,129602216.jpg,-,e_snli_ve_text_situation_q_a_to_r,man,time,-,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1928789813,People are waiting and eating their meals .,entailment,People are waiting and eating their meals is a rephrasing of people are eating their meals.,1928789813.jpg,-,e_snli_ve_embed_situ_q_a_to_r,rephrasing,people,meals,-,-,-,-,-,-,-,-,-,-,-,eating meals,are eating meals,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3186687674,There are three men sitting .,contradiction,There can either be two or three men.,3186687674.jpg,-,e_snli_ve_embed_objects_q_a_to_r,men,-,-,-,-,-,-,-,-,two or three men,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1197800988,A person wearing a purple jacket is outside next to a tree .,entailment,A person wearing a purple jacket is outside next to a tree is a rephrasing of a person wearing a purple jacket is outside next to a tree.,1197800988.jpg,-,e_snli_ve_text_objects_q_a_to_r,tree,rephrasing,jacket,-,-,-,-,-,-,purple jacket,-,-,-,-,wearing jacket,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4771216868,The Muslims are marching to Mecca .,entailment,Muslim men are Muslims.,4771216868.jpg,-,e_snli_ve_text_situation_q_a_to_r,muslims,men,-,-,-,-,-,-,-,muslim men,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4665584226,A man wearing a striped shirt and a woman wearing a polka dotted shirt cross the street .,contradiction,A man is not a woman.,4665584226.jpg,-,e_snli_ve_embed_situ_q_a_to_r,woman,man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6299253797,Some people have their eyes pressed to an eyepiece .,entailment,People are looking at something on a eyepiece.,6299253797.jpg,-,e_snli_ve_embed_objects_q_a_to_r,eyepiece,people,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1131804997,The guys are sitting on the lawn outside .,contradiction,The guys can not be sitting on the lawn and on a skateboard simultaneously.,1131804997.jpg,-,e_snli_ve_text_objects_q_a_to_r,skateboard,lawn,guys,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2194167019,The woman is sitting in a chair .,contradiction,The woman can not be sitting in a chair and standing in a doorway at the same time.,2194167019.jpg,-,e_snli_ve_text_situation_q_a_to_r,doorway,woman,chair,time,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",158857536,There is a cowboy only wearing a hat talking to a woman .,contradiction,A cowboy can not be talking to a woman if he is talking to a man.,158857536.jpg,-,e_snli_ve_text_situation_q_a_to_r,woman,man,cowboy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",185006469,A person with clothes .,entailment,A person with clothes is a rephrasing of a person in a black shirt and jeans.,185006469.jpg,-,e_snli_ve_embed_situ_q_a_to_r,shirt,jeans,clothes,rephrasing,-,-,-,-,-,black shirt,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2572810231,Two women are standing in line at the grocery store .,contradiction,The women can not be standing in line and sitting at the same time.,2572810231.jpg,-,e_snli_ve_embed_objects_q_a_to_r,time,line,women,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6563231789,A man with a beard is holding a microphone .,entailment,A man with a beard is holding a microphone is a rephrasing of a man with a beard is holding a microphone.,6563231789.jpg,-,e_snli_ve_text_objects_q_a_to_r,microphone,beard,man,rephrasing,-,-,-,-,-,-,-,-,-,-,is holding microphone,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1131800850,The dog is black with spots .,contradiction,The dog can not be both white and black.,1131800850.jpg,-,e_snli_ve_embed_situ_q_a_to_r,dog,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1333788342,A young boy sits inside a plays a board game .,contradiction,A boy can not be sitting inside a plays board game and be in a pool at the same time.,1333788342.jpg,-,e_snli_ve_text_situation_q_a_to_r,pool,game,time,boy,-,-,-,-,-,same time,plays board game,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3450087996,Two fat persons are found eating in the street,entailment,Two fat persons are found eating in the street is a rephrasing of two fat people eating in the street.,3450087996.jpg,-,e_snli_ve_text_situation_q_a_to_r,people,street,rephrasing,-,-,-,-,-,-,two fat people,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4932959759,A girl is waving along with some other people .,contradiction,A girl can not be waving and walking at the same time.,4932959759.jpg,-,e_snli_ve_embed_objects_q_a_to_r,girl,time,-,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4037148542,A mime is talking to a group of people .,contradiction,A mime is not a group of people.,4037148542.jpg,-,e_snli_ve_text_objects_q_a_to_r,group,people,mime,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3460038273,A flustered woman is outside,entailment,A woman is flustered because she is unhappy.,3460038273.jpg,-,e_snli_ve_embed_situ_q_a_to_r,woman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",15859665,A child is riding a play horse .,entailment,A child is riding a play horse is a rephrasing of a child riding a play horse.,15859665.jpg,-,e_snli_ve_text_situation_q_a_to_r,horse,child,rephrasing,-,-,-,-,-,-,play horse,-,-,-,-,is riding horse,riding horse,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7489648970,Four men play tubas in a park .,contradiction,The men can not play tubas in a park and play drums in a band at the same time.,7489648970.jpg,-,e_snli_ve_text_situation_q_a_to_r,drums,tubas,men,time,band,park,-,-,-,same time,-,-,-,-,play drums,can not play tubas,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",12974441,A man with a face problem .,entailment,A man with a face problem is a rephrasing of a man with a face problem.,12974441.jpg,-,e_snli_ve_text_objects_q_a_to_r,problem,man,rephrasing,-,-,-,-,-,-,face problem,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4685167138,The firefighters are wearing polo shirts and playing volleyball .,contradiction,The firefighters can not be wearing polo shirts and playing volleyball if they are wearing orange vests and helmets.,4685167138.jpg,-,e_snli_ve_text_situation_q_a_to_r,vests,firefighters,shirts,helmets,volleyball,-,-,-,-,polo shirts,orange vests,-,-,-,playing volleyball,can not be wearing shirts,are wearing vests,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4876859436,The people are in a park .,contradiction,The people can not be in a park and in a restaurant at the same time.,4876859436.jpg,-,e_snli_ve_text_objects_q_a_to_r,time,restaurant,park,people,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4834131048,The two people in the alley are fighting .,contradiction,The people can not be fighting and walking at the same time.,4834131048.jpg,-,e_snli_ve_text_situation_q_a_to_r,time,people,-,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3800627437,People sit at a picnic table .,entailment,People sit at a picnic table is a rephrasing of people sit at a picnic table.,3800627437.jpg,-,e_snli_ve_embed_objects_q_a_to_r,table,people,rephrasing,-,-,-,-,-,-,picnic table,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",111737806,There is a woman .,entailment,A woman is a woman.,111737806.jpg,-,e_snli_ve_text_situation_q_a_to_r,woman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4451335021,The woman is sitting on a bench .,contradiction,The woman can not be standing and sitting at the same time.,4451335021.jpg,-,e_snli_ve_embed_situ_q_a_to_r,woman,time,-,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3189307452,A dog is jumping,entailment,A dog jumping is a dog jumping.,3189307452.jpg,-,e_snli_ve_text_situation_q_a_to_r,jumping,-,-,-,-,-,-,-,-,dog jumping,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3286761458,The women are holding signs .,entailment,Women holding signs are holding signs.,3286761458.jpg,-,e_snli_ve_text_objects_q_a_to_r,signs,women,-,-,-,-,-,-,-,-,-,-,-,-,holding signs,are holding signs,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2842032768,Big poodle with toy in mouth,entailment,A poodle is a big poodle.,2842032768.jpg,-,e_snli_ve_embed_objects_q_a_to_r,poodle,-,-,-,-,-,-,-,-,big poodle,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4827261484,There is a crowd .,entailment,A crowd is a crowd.,4827261484.jpg,-,e_snli_ve_text_situation_q_a_to_r,crowd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1527513023,The little boy is in the bathtub playing with his toy .,contradiction,The boy can not be in the bathtub and in the water at the same time.,1527513023.jpg,-,e_snli_ve_text_objects_q_a_to_r,time,water,boy,bathtub,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",405051459,A woman is in a bikini .,contradiction,A woman can not be in a bikini and a white shirt at the same time.,405051459.jpg,-,e_snli_ve_embed_objects_q_a_to_r,bikini,woman,shirt,time,-,-,-,-,-,same time,white shirt,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2844654521,A lady is driving the car,contradiction,A lady can not be walking and driving the car at the same time.,2844654521.jpg,-,e_snli_ve_embed_objects_q_a_to_r,time,car,lady,-,-,-,-,-,-,same time,-,-,-,-,driving car,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4958781334,two people wearing hats and gloves in a garden,entailment,Two people wearing hats and gloves in a garden is a rephrasing of two people wearing hats and gloves in a garden.,4958781334.jpg,-,e_snli_ve_text_situation_q_a_to_r,people,gloves,garden,rephrasing,hats,-,-,-,-,two people,-,-,-,-,wearing hats,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3259694057,A dog walks toward the camera .,entailment,A dog walks toward the camera is a rephrasing of a dog walks toward the camera.,3259694057.jpg,-,e_snli_ve_text_situation_q_a_to_r,dog,camera,rephrasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7767981942,The basketball players are women .,entailment,Women are playing basketball.,7767981942.jpg,-,e_snli_ve_text_situation_q_a_to_r,basketball,women,-,-,-,-,-,-,-,-,-,-,-,-,are playing basketball,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4503698270,Two men exchange pleasentries,entailment,Embracing is a form of exchanging pleasentries.,4503698270.jpg,-,e_snli_ve_text_objects_q_a_to_r,pleasentries,form,-,-,-,-,-,-,-,-,-,-,-,-,exchanging pleasentries,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3971415758,Two women are dancing with a band .,entailment,Two women are dancing with a band is a rephrasing of two women dance with a band.,3971415758.jpg,-,e_snli_ve_embed_objects_q_a_to_r,band,rephrasing,women,-,-,-,-,-,-,two women,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1800601130,A dog rests in the grass after having played with a frisbee .,contradiction,The dog can not be running and resting at the same time.,1800601130.jpg,-,e_snli_ve_text_objects_q_a_to_r,dog,time,-,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2955083038,The camels are outside in the village .,entailment,camels are in a village,2955083038.jpg,-,e_snli_ve_embed_objects_q_a_to_r,village,camels,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3735158583,person rides horse,entailment,A person is a rider.,3735158583.jpg,-,e_snli_ve_text_situation_q_a_to_r,rider,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2194167019,A bald headed girl in a market .,contradiction,A girl can not have long hair and be bald at the same time.,2194167019.jpg,-,e_snli_ve_text_situation_q_a_to_r,girl,time,hair,-,-,-,-,-,-,same time,long hair,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",416350089,A guy in a uniform is mopping the floor .,entailment,A man is a guy.,416350089.jpg,-,e_snli_ve_embed_objects_q_a_to_r,man,guy,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",487652642,A child in green is riding in a wagon .,entailment,A child in green is riding in a wagon is a rephrasing of a child in green is riding in a wagon.,487652642.jpg,-,e_snli_ve_embed_situ_q_a_to_r,child,wagon,rephrasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5415762131,Two men are playing basketball .,contradiction,The men can not be playing basketball and soccer at the same time.,5415762131.jpg,-,e_snli_ve_text_situation_q_a_to_r,time,basketball,men,soccer,-,-,-,-,-,same time,-,-,-,-,can not be playing basketball,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7885411338,A tall human walking,contradiction,A woman is not a human.,7885411338.jpg,-,e_snli_ve_text_situation_q_a_to_r,woman,human,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
