Title,Description,Keywords,example,generic,always_generic,only_generic,ex_iloc,file_name,ex_num,pattern_num,pnum_gpt3,ppl_gpt3,need_anns,Answer.always_generic,Answer.ee,Answer.is_tricky,Answer.only_generic
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",few mammals are both carnivores and herbivores,"a most mammals are carnivores , but some is herbivores .","All mammals are carnivores , but some is herbivores .","Mammals are only carnivores , but some is herbivores .",953,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,460,gpt3_typeP3_gens,3,11.04825739,3,0,35.948,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",few mammals are both carnivores and herbivores,"a most mammals are carnivores , but some is herbivores .","All mammals are carnivores , but some is herbivores .","Mammals are only carnivores , but some is herbivores .",953,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,460,gpt3_typeP3_gens,3,11.04825739,3,0,29.884,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the Humpback Whale has the ability to jump from the water,porpoises have the ability to swim .,All porpoises have the ability to swim .,Porpoises only have the ability to swim .,564,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,51,gpt3_typeP3_gens,3,1.859205651,3,2,17.043,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the Humpback Whale has the ability to jump from the water,porpoises have the ability to swim .,All porpoises have the ability to swim .,Porpoises only have the ability to swim .,564,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,51,gpt3_typeP3_gens,3,1.859205651,3,2,23.628,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the Humpback Whale has the ability to jump from the water,porpoises have the ability to swim .,All porpoises have the ability to swim .,Porpoises only have the ability to swim .,564,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,51,gpt3_typeP3_gens,3,1.859205651,3,2,39.563,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a person can remove his/her own appendix,an appendix can only be removed by a doctor .,All appendixes can be removed by a doctor .,Appendixes can only be removed by a doctor .,756,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,642,gpt3_typeP3_gens,3,24.94243688,3,2,29.713,on,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a person can remove his/her own appendix,an appendix can only be removed by a doctor .,All appendixes can be removed by a doctor .,Appendixes can only be removed by a doctor .,756,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,642,gpt3_typeP3_gens,3,24.94243688,3,1,40.252,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a person can remove his/her own appendix,an appendix can only be removed by a doctor .,All appendixes can be removed by a doctor .,Appendixes can only be removed by a doctor .,756,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,642,gpt3_typeP3_gens,3,24.94243688,3,1,59.724,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a some rodents and lagomorphs (rabbits and hares) are carnivores,"a most mammals are carnivores , but some is herbivores .","All mammals are carnivores , but some is herbivores .","Mammals are only carnivores , but some is herbivores .",954,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,460,gpt3_typeP3_gens,3,11.89538918,3,0,37.038,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a some rodents and lagomorphs (rabbits and hares) are carnivores,"a most mammals are carnivores , but some is herbivores .","All mammals are carnivores , but some is herbivores .","Mammals are only carnivores , but some is herbivores .",954,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,460,gpt3_typeP3_gens,3,11.89538918,3,1,9.472,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a some rodents and lagomorphs (rabbits and hares) are carnivores,"a most mammals are carnivores , but some is herbivores .","All mammals are carnivores , but some is herbivores .","Mammals are only carnivores , but some is herbivores .",954,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,460,gpt3_typeP3_gens,3,11.89538918,3,0,58.444,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryer should be installed in a well ventilated area,Clothes dryer should be installed in a well ventilated area .,All clothes dryers should be installed in a well ventilated area .,Clothes dryers should only be installed in a well ventilated area .,1135,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,535,gpt3_typeP3_gens,3,2.441154736,3,0,61.66,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryer should be installed in a well ventilated area,Clothes dryer should be installed in a well ventilated area .,All clothes dryers should be installed in a well ventilated area .,Clothes dryers should only be installed in a well ventilated area .,1135,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,535,gpt3_typeP3_gens,3,2.441154736,3,0,16.14,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryer should be installed in a well ventilated area,Clothes dryer should be installed in a well ventilated area .,All clothes dryers should be installed in a well ventilated area .,Clothes dryers should only be installed in a well ventilated area .,1135,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,535,gpt3_typeP3_gens,3,2.441154736,3,0,10.131,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",dogs can be both carnivores and herbivores,"a most mammals are carnivores , but some is herbivores .","All mammals are carnivores , but some is herbivores .","Mammals are only carnivores , but some is herbivores .",955,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,460,gpt3_typeP2_gens,2,11.98674305,3,2,40.604,on,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",dogs can be both carnivores and herbivores,"a most mammals are carnivores , but some is herbivores .","All mammals are carnivores , but some is herbivores .","Mammals are only carnivores , but some is herbivores .",955,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,460,gpt3_typeP2_gens,2,11.98674305,3,0,35.813,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",dogs can be both carnivores and herbivores,"a most mammals are carnivores , but some is herbivores .","All mammals are carnivores , but some is herbivores .","Mammals are only carnivores , but some is herbivores .",955,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,460,gpt3_typeP2_gens,2,11.98674305,3,2,55.831,on,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",it can burn other flammable liquids such as kerosene,an alcohol burner produces heat by burning alcohol .,All alcohol burners produce  heat by burning alcohol .,Alcohol burners only produce  heat by burning alcohol .,757,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,256,gpt3_typeP3_gens,3,1.552441045,3,2,16.582,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",it can burn other flammable liquids such as kerosene,an alcohol burner produces heat by burning alcohol .,All alcohol burners produce  heat by burning alcohol .,Alcohol burners only produce  heat by burning alcohol .,757,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,256,gpt3_typeP3_gens,3,1.552441045,3,2,9.606,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",it can burn other flammable liquids such as kerosene,an alcohol burner produces heat by burning alcohol .,All alcohol burners produce  heat by burning alcohol .,Alcohol burners only produce  heat by burning alcohol .,757,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,256,gpt3_typeP3_gens,3,1.552441045,3,2,38.583,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some species of porpoises are able to walk on land,porpoises have the ability to swim .,All porpoises have the ability to swim .,Porpoises only have the ability to swim .,565,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,51,gpt3_typeP3_gens,3,2.315960485,3,2,36.365,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some species of porpoises are able to walk on land,porpoises have the ability to swim .,All porpoises have the ability to swim .,Porpoises only have the ability to swim .,565,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,51,gpt3_typeP3_gens,3,2.315960485,3,2,37.37,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some species of porpoises are able to walk on land,porpoises have the ability to swim .,All porpoises have the ability to swim .,Porpoises only have the ability to swim .,565,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,51,gpt3_typeP3_gens,3,2.315960485,3,2,11.412,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryers are used in the laundry room,Clothes dryer is used in the bathroom .,All clothes dryers are used in the bathroom .,A clothes dryer is only used in the bathroom .,1136,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,35,gpt3_typeP3_gens,3,11.88721668,3,1,6.609,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryers are used in the laundry room,Clothes dryer is used in the bathroom .,All clothes dryers are used in the bathroom .,A clothes dryer is only used in the bathroom .,1136,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,35,gpt3_typeP3_gens,3,11.88721668,3,1,14.361,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryers are used in the laundry room,Clothes dryer is used in the bathroom .,All clothes dryers are used in the bathroom .,A clothes dryer is only used in the bathroom .,1136,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,35,gpt3_typeP3_gens,3,11.88721668,3,1,34.014,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a monogram may be composed of geometric figures,"a monogram is composed of letters , numbers , or a combination thereof .","All monograms are composed of letters , numbers , or a combination thereof .","A monogram is only composed of letters , numbers , or a combination thereof .",956,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,242,gpt3_typeP1_gens,1,1.583356982,3,1,58.408,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a monogram may be composed of geometric figures,"a monogram is composed of letters , numbers , or a combination thereof .","All monograms are composed of letters , numbers , or a combination thereof .","A monogram is only composed of letters , numbers , or a combination thereof .",956,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,242,gpt3_typeP1_gens,1,1.583356982,3,0,44.388,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a monogram may be composed of geometric figures,"a monogram is composed of letters , numbers , or a combination thereof .","All monograms are composed of letters , numbers , or a combination thereof .","A monogram is only composed of letters , numbers , or a combination thereof .",956,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,242,gpt3_typeP1_gens,1,1.583356982,3,1,9.841,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",Killer whales are found in the ocean,porpoises have the ability to swim .,All porpoises have the ability to swim .,Porpoises only have the ability to swim .,566,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,51,gpt3_typeP3_gens,3,2.441154736,3,2,17.38,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",Killer whales are found in the ocean,porpoises have the ability to swim .,All porpoises have the ability to swim .,Porpoises only have the ability to swim .,566,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,51,gpt3_typeP3_gens,3,2.441154736,3,2,7.451,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",Killer whales are found in the ocean,porpoises have the ability to swim .,All porpoises have the ability to swim .,Porpoises only have the ability to swim .,566,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,51,gpt3_typeP3_gens,3,2.441154736,3,2,6.583,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a hydrogen alcohol burner produces heat by burning hydrogen and alcohol,an alcohol burner produces heat by burning alcohol .,All alcohol burners produce  heat by burning alcohol .,Alcohol burners only produce  heat by burning alcohol .,758,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,256,gpt3_typeP3_gens,3,1.583356982,3,0,21.774,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a hydrogen alcohol burner produces heat by burning hydrogen and alcohol,an alcohol burner produces heat by burning alcohol .,All alcohol burners produce  heat by burning alcohol .,Alcohol burners only produce  heat by burning alcohol .,758,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,256,gpt3_typeP3_gens,3,1.583356982,3,0,57.783,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a hydrogen alcohol burner produces heat by burning hydrogen and alcohol,an alcohol burner produces heat by burning alcohol .,All alcohol burners produce  heat by burning alcohol .,Alcohol burners only produce  heat by burning alcohol .,758,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,256,gpt3_typeP3_gens,3,1.583356982,3,0,26.272,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryer can be used in the kitchen,Clothes dryer is used in the bathroom .,All clothes dryers are used in the bathroom .,A clothes dryer is only used in the bathroom .,1137,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,35,gpt3_typeP3_gens,3,15.52094342,3,1,35.195,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryer can be used in the kitchen,Clothes dryer is used in the bathroom .,All clothes dryers are used in the bathroom .,A clothes dryer is only used in the bathroom .,1137,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,35,gpt3_typeP3_gens,3,15.52094342,3,2,134.042,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryer can be used in the kitchen,Clothes dryer is used in the bathroom .,All clothes dryers are used in the bathroom .,A clothes dryer is only used in the bathroom .,1137,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,35,gpt3_typeP3_gens,3,15.52094342,3,1,12.439,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the mango tree can be a shade tree,a mango tree is a fruit tree .,All mango trees are a fruit tree .,A mango tree is only a fruit tree .,957,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,23,gpt3_typeP3_gens,3,1.583356982,3,2,13.568,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the mango tree can be a shade tree,a mango tree is a fruit tree .,All mango trees are a fruit tree .,A mango tree is only a fruit tree .,957,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,23,gpt3_typeP3_gens,3,1.583356982,3,2,12.259,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the mango tree can be a shade tree,a mango tree is a fruit tree .,All mango trees are a fruit tree .,A mango tree is only a fruit tree .,957,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,23,gpt3_typeP3_gens,3,1.583356982,3,2,24.894,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an alcohol burner is used to produce oxygen by burning oxygen,an alcohol burner produces heat by burning alcohol .,All alcohol burners produce  heat by burning alcohol .,Alcohol burners only produce  heat by burning alcohol .,759,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,256,gpt3_typeP3_gens,3,1.859205651,3,1,22.371,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an alcohol burner is used to produce oxygen by burning oxygen,an alcohol burner produces heat by burning alcohol .,All alcohol burners produce  heat by burning alcohol .,Alcohol burners only produce  heat by burning alcohol .,759,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,256,gpt3_typeP3_gens,3,1.859205651,3,2,6.786,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an alcohol burner is used to produce oxygen by burning oxygen,an alcohol burner produces heat by burning alcohol .,All alcohol burners produce  heat by burning alcohol .,Alcohol burners only produce  heat by burning alcohol .,759,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,256,gpt3_typeP3_gens,3,1.859205651,3,0,20.101,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryer may be used outside,Clothes dryer is used in the bathroom .,All clothes dryers are used in the bathroom .,A clothes dryer is only used in the bathroom .,1138,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,35,gpt3_typeP3_gens,3,30.33299373,3,1,58.448,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryer may be used outside,Clothes dryer is used in the bathroom .,All clothes dryers are used in the bathroom .,A clothes dryer is only used in the bathroom .,1138,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,35,gpt3_typeP3_gens,3,30.33299373,3,2,126.764,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",clothes dryer may be used outside,Clothes dryer is used in the bathroom .,All clothes dryers are used in the bathroom .,A clothes dryer is only used in the bathroom .,1138,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,35,gpt3_typeP3_gens,3,30.33299373,3,2,21.75,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans may be used to make products such as nougat and pecan pie,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",567,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,1.552441045,3,2,36.387,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans may be used to make products such as nougat and pecan pie,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",567,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,1.552441045,3,2,51.368,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",pecans may be used to make products such as nougat and pecan pie,"pecans is eaten fresh , dried , or frozen .","All pecans are eaten fresh , dried , or frozen .","A pecans is only eaten fresh , dried , or frozen .",567,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,381,gpt3_typeP3_gens,3,1.552441045,3,1,28.158,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","when the road is wet, especially in winter, it is better to drive in 4-wheel drive",a lorry must be able to stop .,All lorries must be able to stop .,Lorries must only be able to stop .,958,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,658,gpt3_typeP4_gens,4,9.381684199,3,2,18.684,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","when the road is wet, especially in winter, it is better to drive in 4-wheel drive",a lorry must be able to stop .,All lorries must be able to stop .,Lorries must only be able to stop .,958,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,658,gpt3_typeP4_gens,4,9.381684199,3,2,5.916,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","when the road is wet, especially in winter, it is better to drive in 4-wheel drive",a lorry must be able to stop .,All lorries must be able to stop .,Lorries must only be able to stop .,958,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,658,gpt3_typeP4_gens,4,9.381684199,3,2,52.275,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a heavy pollution can be caused by volcanic eruptions,"an air pollution are caused by emissions from vehicles , factories , power plants , etc .","All air pollutions are caused by emissions from vehicles , factories , power plants , etc .","Air pollutions are only caused by emissions from vehicles , factories , power plants , etc .",760,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,339,gpt3_typeP3_gens,3,1.552441045,3,1,50.606,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a heavy pollution can be caused by volcanic eruptions,"an air pollution are caused by emissions from vehicles , factories , power plants , etc .","All air pollutions are caused by emissions from vehicles , factories , power plants , etc .","Air pollutions are only caused by emissions from vehicles , factories , power plants , etc .",760,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,339,gpt3_typeP3_gens,3,1.552441045,3,2,8.232,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a heavy pollution can be caused by volcanic eruptions,"an air pollution are caused by emissions from vehicles , factories , power plants , etc .","All air pollutions are caused by emissions from vehicles , factories , power plants , etc .","Air pollutions are only caused by emissions from vehicles , factories , power plants , etc .",760,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,339,gpt3_typeP3_gens,3,1.552441045,3,2,27.72,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",smoke from cigarettes can cause air pollution,"an air pollution are caused by emissions from vehicles , factories , power plants , etc .","All air pollutions are caused by emissions from vehicles , factories , power plants , etc .","Air pollutions are only caused by emissions from vehicles , factories , power plants , etc .",761,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,339,gpt3_typeP3_gens,3,1.583356982,3,2,37.765,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",smoke from cigarettes can cause air pollution,"an air pollution are caused by emissions from vehicles , factories , power plants , etc .","All air pollutions are caused by emissions from vehicles , factories , power plants , etc .","Air pollutions are only caused by emissions from vehicles , factories , power plants , etc .",761,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,339,gpt3_typeP3_gens,3,1.583356982,3,1,37.57,on,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",smoke from cigarettes can cause air pollution,"an air pollution are caused by emissions from vehicles , factories , power plants , etc .","All air pollutions are caused by emissions from vehicles , factories , power plants , etc .","Air pollutions are only caused by emissions from vehicles , factories , power plants , etc .",761,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,339,gpt3_typeP3_gens,3,1.583356982,3,1,26.359,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the heating element can be used to heat food,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1139,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP4_gens,4,15.74916673,3,2,33.443,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the heating element can be used to heat food,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1139,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP4_gens,4,15.74916673,3,2,16.22,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the heating element can be used to heat food,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1139,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP4_gens,4,15.74916673,3,2,48.379,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an articulated truck is meant to be able to continue in the event of a breakdown,a lorry must be able to stop .,All lorries must be able to stop .,Lorries must only be able to stop .,959,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,658,gpt3_typeP3_gens,3,16.74859498,3,2,51.091,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an articulated truck is meant to be able to continue in the event of a breakdown,a lorry must be able to stop .,All lorries must be able to stop .,Lorries must only be able to stop .,959,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,658,gpt3_typeP3_gens,3,16.74859498,3,2,26.219,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an articulated truck is meant to be able to continue in the event of a breakdown,a lorry must be able to stop .,All lorries must be able to stop .,Lorries must only be able to stop .,959,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,658,gpt3_typeP3_gens,3,16.74859498,3,2,31.623,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the air mattress can be placed in a bed,an air mattress is placed on the floor .,All air mattress are placed on the floor .,An air mattress is only placed on the floor .,762,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,93,gpt3_typeP3_gens,3,1.859205651,3,1,36.507,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the air mattress can be placed in a bed,an air mattress is placed on the floor .,All air mattress are placed on the floor .,An air mattress is only placed on the floor .,762,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,93,gpt3_typeP3_gens,3,1.859205651,3,1,94.261,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the air mattress can be placed in a bed,an air mattress is placed on the floor .,All air mattress are placed on the floor .,An air mattress is only placed on the floor .,762,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,93,gpt3_typeP3_gens,3,1.859205651,3,1,30.442,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the Sun is a source of heat,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1140,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP3_gens,3,17.75887546,3,2,66.408,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the Sun is a source of heat,Clothes dryer has a heating element .,All clothes dryers have a heating element .,A clothes dryer does only have a heating element .,1140,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,40,gpt3_typeP3_gens,3,17.75887546,3,2,40.185,,2
