Title,Description,Keywords,example,generic,always_generic,only_generic,ex_iloc,file_name,ex_num,pattern_num,pnum_gpt3,ppl_gpt3,need_anns,Answer.always_generic,Answer.is_tricky,Answer.only_generic
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",suitcases can be used to transport people,suitcases are used to transport goods from one location to another .,All suitcases are used to transport goods from one location to another .,Suitcases are only used to transport goods from one location to another .,527,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,139,gpt3_typeP3_gens,3,2.441154736,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",suitcases can be used to transport people,suitcases are used to transport goods from one location to another .,All suitcases are used to transport goods from one location to another .,Suitcases are only used to transport goods from one location to another .,527,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,139,gpt3_typeP3_gens,3,2.441154736,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",baby food is prepared especially for babies,baby food is made of any type of food .,All baby foods are made of any type of food .,A baby food is only made of any type of food .,718,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,260,gpt3_typeP4_gens,4,22.675499,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",baby food is prepared especially for babies,baby food is made of any type of food .,All baby foods are made of any type of food .,A baby food is only made of any type of food .,718,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,260,gpt3_typeP4_gens,4,22.675499,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",baby food is prepared especially for babies,baby food is made of any type of food .,All baby foods are made of any type of food .,A baby food is only made of any type of food .,718,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,260,gpt3_typeP4_gens,4,22.675499,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a water radiator can be used to cool people,a radiator is used to cool a device .,All radiators are used to cool a device .,A radiator is only used to cool a device .,919,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,115,gpt3_typeP3_gens,3,2.315960485,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a water radiator can be used to cool people,a radiator is used to cool a device .,All radiators are used to cool a device .,A radiator is only used to cool a device .,919,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,115,gpt3_typeP3_gens,3,2.315960485,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a water radiator can be used to cool people,a radiator is used to cool a device .,All radiators are used to cool a device .,A radiator is only used to cool a device .,919,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,115,gpt3_typeP3_gens,3,2.315960485,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",speciation is a process of formation of new species,speciation is an evolutionary process .,All speciations are an evolutionary process .,A speciation is only an evolutionary process .,528,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,111,gpt3_typeP4_gens,4,8.249879323,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",speciation is a process of formation of new species,speciation is an evolutionary process .,All speciations are an evolutionary process .,A speciation is only an evolutionary process .,528,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,111,gpt3_typeP4_gens,4,8.249879323,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",speciation is a process of formation of new species,speciation is an evolutionary process .,All speciations are an evolutionary process .,A speciation is only an evolutionary process .,528,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,111,gpt3_typeP4_gens,4,8.249879323,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",baboons have been known to use their hands and feet,baboons have been known to use their teeth .,All baboons have been known to use their teeth .,Baboons have only been known to use their teeth .,719,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,626,gpt3_typeP3_gens,3,1.583356982,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",baboons have been known to use their hands and feet,baboons have been known to use their teeth .,All baboons have been known to use their teeth .,Baboons have only been known to use their teeth .,719,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,626,gpt3_typeP3_gens,3,1.583356982,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",baboons have been known to use their hands and feet,baboons have been known to use their teeth .,All baboons have been known to use their teeth .,Baboons have only been known to use their teeth .,719,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,626,gpt3_typeP3_gens,3,1.583356982,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a radiator can be used as a heater,a radiator is used to cool a device .,All radiators are used to cool a device .,A radiator is only used to cool a device .,920,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,115,gpt3_typeP4_gens,4,21.65049625,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a radiator can be used as a heater,a radiator is used to cool a device .,All radiators are used to cool a device .,A radiator is only used to cool a device .,920,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,115,gpt3_typeP4_gens,4,21.65049625,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a radiator can be used as a heater,a radiator is used to cool a device .,All radiators are used to cool a device .,A radiator is only used to cool a device .,920,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,115,gpt3_typeP4_gens,4,21.65049625,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in the Arctic, sea ice is thick and persistent",sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,529,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP3_gens,3,1.552441045,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in the Arctic, sea ice is thick and persistent",sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,529,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP3_gens,3,1.552441045,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","in the Arctic, sea ice is thick and persistent",sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,529,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP3_gens,3,1.552441045,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a pumpkin can be used as a vegetable,a pumpkin is a fruit .,All pumpkins are a fruit .,A pumpkin is only a fruit .,921,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,50,gpt3_typeP3_gens,3,35.66546863,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a pumpkin can be used as a vegetable,a pumpkin is a fruit .,All pumpkins are a fruit .,A pumpkin is only a fruit .,921,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,50,gpt3_typeP3_gens,3,35.66546863,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a pumpkin can be used as a vegetable,a pumpkin is a fruit .,All pumpkins are a fruit .,A pumpkin is only a fruit .,921,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,50,gpt3_typeP3_gens,3,35.66546863,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",arctic sea ice can be extremely thick,sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,530,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP3_gens,3,1.583356982,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",arctic sea ice can be extremely thick,sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,530,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP3_gens,3,1.583356982,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",arctic sea ice can be extremely thick,sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,530,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP3_gens,3,1.583356982,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a meeting room can be made of glass,"a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",922,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP3_gens,3,1.552441045,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a meeting room can be made of glass,"a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",922,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP3_gens,3,1.552441045,3,2,on,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a meeting room can be made of glass,"a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",922,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP3_gens,3,1.552441045,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",they have been known to use their feet,baboons have been known to use their teeth .,All baboons have been known to use their teeth .,Baboons have only been known to use their teeth .,720,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,626,gpt3_typeP3_gens,3,2.441154736,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",they have been known to use their feet,baboons have been known to use their teeth .,All baboons have been known to use their teeth .,Baboons have only been known to use their teeth .,720,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,626,gpt3_typeP3_gens,3,2.441154736,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",they have been known to use their feet,baboons have been known to use their teeth .,All baboons have been known to use their teeth .,Baboons have only been known to use their teeth .,720,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,626,gpt3_typeP3_gens,3,2.441154736,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sea ice can be very thick,sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,531,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP2_gens,2,1.859205651,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sea ice can be very thick,sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,531,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP2_gens,2,1.859205651,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sea ice can be very thick,sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,531,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP2_gens,2,1.859205651,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","an office with a lot of light can be called ""a light office""","a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",923,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP3_gens,3,1.859205651,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","an office with a lot of light can be called ""a light office""","a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",923,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP3_gens,3,1.859205651,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","an office with a lot of light can be called ""a light office""","a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",923,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP3_gens,3,1.859205651,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sea ice may be thick enough to support a polar bear,sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,532,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP3_gens,3,2.315960485,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sea ice may be thick enough to support a polar bear,sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,532,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP3_gens,3,2.315960485,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sea ice may be thick enough to support a polar bear,sea ice is thin enough to break up .,All sea ices are thin enough to break up .,A sea ice is only thin enough to break up .,532,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,604,gpt3_typeP3_gens,3,2.315960485,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an electron has a mass,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,721,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP3_gens,3,1.583356982,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an electron has a mass,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,721,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP3_gens,3,1.583356982,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",an electron has a mass,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,721,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP3_gens,3,1.583356982,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",private offices can be made of glass,"a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",924,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP3_gens,3,2.315960485,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",private offices can be made of glass,"a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",924,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP3_gens,3,2.315960485,3,0,on,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",private offices can be made of glass,"a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",924,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP3_gens,3,2.315960485,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",all subatomic particles have a mass,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,722,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP4_gens,4,18.44026013,3,0,on,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",all subatomic particles have a mass,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,722,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP4_gens,4,18.44026013,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",all subatomic particles have a mass,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,722,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP4_gens,4,18.44026013,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the sea ice can be frozen,sea ice is broken .,All sea ices are broken .,A sea ice is only broken .,533,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,633,gpt3_typeP3_gens,3,1.583356982,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the sea ice can be frozen,sea ice is broken .,All sea ices are broken .,A sea ice is only broken .,533,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,633,gpt3_typeP3_gens,3,1.583356982,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the sea ice can be frozen,sea ice is broken .,All sea ices are broken .,A sea ice is only broken .,533,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,633,gpt3_typeP3_gens,3,1.583356982,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","public offices can be made of stone, wood, or other material","a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",925,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP2_gens,2,2.441154736,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","public offices can be made of stone, wood, or other material","a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",925,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP2_gens,2,2.441154736,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","public offices can be made of stone, wood, or other material","a private office is made of stone , wood , or other material .","All private offices are made of stone , wood , or other material .","A private office is only made of stone , wood , or other material .",925,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,436,gpt3_typeP2_gens,2,2.441154736,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",thin sea ice can break,sea ice is broken .,All sea ices are broken .,A sea ice is only broken .,534,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,633,gpt3_typeP3_gens,3,1.859205651,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",thin sea ice can break,sea ice is broken .,All sea ices are broken .,A sea ice is only broken .,534,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,633,gpt3_typeP3_gens,3,1.859205651,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",thin sea ice can break,sea ice is broken .,All sea ices are broken .,A sea ice is only broken .,534,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,633,gpt3_typeP3_gens,3,1.859205651,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a private office (in a company) is usually composed of a single room,a private office is composed of any number of different rooms .,All private offices are composed of any number of different rooms .,A private office is only composed of any number of different rooms .,926,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,429,gpt3_typeP3_gens,3,1.552441045,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a private office (in a company) is usually composed of a single room,a private office is composed of any number of different rooms .,All private offices are composed of any number of different rooms .,A private office is only composed of any number of different rooms .,926,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,429,gpt3_typeP3_gens,3,1.552441045,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a private office (in a company) is usually composed of a single room,a private office is composed of any number of different rooms .,All private offices are composed of any number of different rooms .,A private office is only composed of any number of different rooms .,926,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,429,gpt3_typeP3_gens,3,1.552441045,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",atoms have a charge,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,723,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP4_gens,4,44.86265374,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",atoms have a charge,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,723,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP4_gens,4,44.86265374,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",atoms have a charge,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,723,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP4_gens,4,44.86265374,3,2,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sea ice can be solid,sea ice is broken .,All sea ices are broken .,A sea ice is only broken .,535,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,633,gpt3_typeP3_gens,3,2.441154736,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sea ice can be solid,sea ice is broken .,All sea ices are broken .,A sea ice is only broken .,535,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,633,gpt3_typeP3_gens,3,2.441154736,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",sea ice can be solid,sea ice is broken .,All sea ices are broken .,A sea ice is only broken .,535,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,633,gpt3_typeP3_gens,3,2.441154736,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",atoms can be massless,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,724,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP4_gens,4,46.97029162,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",atoms can be massless,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,724,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP4_gens,4,46.97029162,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",atoms can be massless,atoms have a mass .,All atoms have a mass .,Atoms only have a mass .,724,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,79,gpt3_typeP4_gens,4,46.97029162,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",this private office can be composed of only a few rooms,a private office is composed of any number of different rooms .,All private offices are composed of any number of different rooms .,A private office is only composed of any number of different rooms .,927,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,429,gpt3_typeP3_gens,3,1.583356982,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",this private office can be composed of only a few rooms,a private office is composed of any number of different rooms .,All private offices are composed of any number of different rooms .,A private office is only composed of any number of different rooms .,927,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,429,gpt3_typeP3_gens,3,1.583356982,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",this private office can be composed of only a few rooms,a private office is composed of any number of different rooms .,All private offices are composed of any number of different rooms .,A private office is only composed of any number of different rooms .,927,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,429,gpt3_typeP3_gens,3,1.583356982,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a riverbank may be used as a fish dock,riverbanks is used for recreational purposes .,All riverbanks are used for recreational purposes .,A riverbanks is only used for recreational purposes .,536,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,47,gpt3_typeP3_gens,3,1.552441045,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a riverbank may be used as a fish dock,riverbanks is used for recreational purposes .,All riverbanks are used for recreational purposes .,A riverbanks is only used for recreational purposes .,536,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,47,gpt3_typeP3_gens,3,1.552441045,3,2,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a riverbank may be used as a fish dock,riverbanks is used for recreational purposes .,All riverbanks are used for recreational purposes .,A riverbanks is only used for recreational purposes .,536,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,47,gpt3_typeP3_gens,3,1.552441045,3,0,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",in some buildings a private office may consist of a single room,a private office is composed of any number of different rooms .,All private offices are composed of any number of different rooms .,A private office is only composed of any number of different rooms .,928,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,429,gpt3_typeP1_gens,1,1.859205651,3,1,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",in some buildings a private office may consist of a single room,a private office is composed of any number of different rooms .,All private offices are composed of any number of different rooms .,A private office is only composed of any number of different rooms .,928,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,429,gpt3_typeP1_gens,1,1.859205651,3,0,,0
