Title,Description,Keywords,object_use_id1,object_id1,object1,use_id1,use1,object_use_id2,object_id2,object2,use_id2,use2,object_use_id3,object_id3,object3,use_id3,use3,object_use_id4,object_id4,object4,use_id4,use4,Answer.obj1_category,Answer.obj1_typicality,Answer.obj2_category,Answer.obj2_typicality,Answer.obj3_category,Answer.obj3_typicality,Answer.obj4_category,Answer.obj4_typicality
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",INh-5IxCsu-EYxpz0WrRgg==,8Y2iUH1khZbvdtrWa8LYlw==,curriculum vitae,J8GbSTn_lVfR2zoA7NxtHA==,list their skills,INhUqQovmDDqcC-zSpWDIw==,96Qv5yEfmKx6YKKFrDqehw==,phone,ZUhj2LHhPEX_38Q76FKhZA==,find their way to the house,INkwzxb-2JLEZjpgfZkFyg==,K7diWCOHK4RnN5WdaCUVjg==,air pump,syMAOPmVM42rww3YMdfcgQ==,play paintball,INwaykikPPVr83zuyqz8dQ==,JfpIx8vBqtgT5zJCpQHliw==,classified page,-qCulU-nXR3_XoV-R7Jh1w==,look for work,other,typicality_4,object,typicality_2,object,typicality_1,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",INh-5IxCsu-EYxpz0WrRgg==,8Y2iUH1khZbvdtrWa8LYlw==,curriculum vitae,J8GbSTn_lVfR2zoA7NxtHA==,list their skills,INhUqQovmDDqcC-zSpWDIw==,96Qv5yEfmKx6YKKFrDqehw==,phone,ZUhj2LHhPEX_38Q76FKhZA==,find their way to the house,INkwzxb-2JLEZjpgfZkFyg==,K7diWCOHK4RnN5WdaCUVjg==,air pump,syMAOPmVM42rww3YMdfcgQ==,play paintball,INwaykikPPVr83zuyqz8dQ==,JfpIx8vBqtgT5zJCpQHliw==,classified page,-qCulU-nXR3_XoV-R7Jh1w==,look for work,object,typicality_4,object,typicality_4,object,typicality_4,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",MdzaKkWqGzV5gYOq2vW20g==,7JBkZzuKHoFyivLU_Oa-Vw==,ghee,K3yXRbyVCjwVf6caY-3XjQ==,wrestle in,Mdzk1_xQmqVcjEWtzZ9VCw==,mA8q1zFoew6zDJwAaBpBNA==,workplace,BV864XzlAwvs3ET7i30H2A==,have somewhere to go and hide during the day,Me8wj7azY-cSjIb--YlMDg==,N5937cGsg7JkPaO8osUFQg==,car insurance,BsHktDF7ni6yoHUipKbSsg==,follow the law,MeJCdxxGt2f1fdsRo_sTSw==,3vuAjOn_OEqQsDsNVniTyw==,mobile home,WnclqQ-FDuYrK_isuWUDgw==,a cheap home,other,typicality_0,place,typicality_1,object,typicality_4,place,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",MdzaKkWqGzV5gYOq2vW20g==,7JBkZzuKHoFyivLU_Oa-Vw==,ghee,K3yXRbyVCjwVf6caY-3XjQ==,wrestle in,Mdzk1_xQmqVcjEWtzZ9VCw==,mA8q1zFoew6zDJwAaBpBNA==,workplace,BV864XzlAwvs3ET7i30H2A==,have somewhere to go and hide during the day,Me8wj7azY-cSjIb--YlMDg==,N5937cGsg7JkPaO8osUFQg==,car insurance,BsHktDF7ni6yoHUipKbSsg==,follow the law,MeJCdxxGt2f1fdsRo_sTSw==,3vuAjOn_OEqQsDsNVniTyw==,mobile home,WnclqQ-FDuYrK_isuWUDgw==,a cheap home,object,typicality_1,object,typicality_2,object,typicality_4,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",Qg7CL7XXQg6lukDnyp_-nA==,YJ-ImDY1pm_kyFcK_uBm4A==,activities,jMHNefN9Ks8Cm5Zgr4wXKg==,not leave the house,QgEeSq0D9N6W702rJhHJZw==,7gLgND06ERMa22o0UTlrWA==,deposit key,ktJskjikXIjTf1b9QJtWNw==,drag across plastic package to open it,QgIWzPa6M-jt0DBXKTb2nA==,KAW6NaRv1wNUP7YWJc2Tkw==,curtain,c4kEGqdueHU1lIMbEnDrUQ==,seclude images,QgKDZ7P3CJR-JCPedCMtZg==,1CJn56YuHqYIWv-fw_1P3g==,spittoon,NvE7Q-23ShtfTKYL9EVdoQ==,plant flowers,other,typicality_3,object,typicality_3,object,typicality_3,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",Qg7CL7XXQg6lukDnyp_-nA==,YJ-ImDY1pm_kyFcK_uBm4A==,activities,jMHNefN9Ks8Cm5Zgr4wXKg==,not leave the house,QgEeSq0D9N6W702rJhHJZw==,7gLgND06ERMa22o0UTlrWA==,deposit key,ktJskjikXIjTf1b9QJtWNw==,drag across plastic package to open it,QgIWzPa6M-jt0DBXKTb2nA==,KAW6NaRv1wNUP7YWJc2Tkw==,curtain,c4kEGqdueHU1lIMbEnDrUQ==,seclude images,QgKDZ7P3CJR-JCPedCMtZg==,1CJn56YuHqYIWv-fw_1P3g==,spittoon,NvE7Q-23ShtfTKYL9EVdoQ==,plant flowers,action,typicality_2,object,typicality_2,object,typicality_4,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",YjnLRRzakaJrrhmZrXOt7w==,JRGyZSnlbh5Oke8E6tq9Hw==,training facility,NL9jzuBcvWeSkguFXTzXMQ==,sit comfortably,YjsBpLkMD8IjLTNOlKT4gg==,GfIhUnseVuNgYlHJpkU_nQ==,pin number,1E9QWjxjB5_9fkna7nWSdA==,secure the identity of the user,Yk7vb1FSa6jrSbansEFnIg==,g7yYmsC23m_gYXfpp3D9gQ==,turker,fYSSXjEtkfUvyfdjoh5E8g==,work just to survive another day,YkGMnBLpjAbj-LBEhQnh1w==,Vzzllp6YhNSdT6t3sJowag==,hand,sxs565bSlJ17yAdEcBOkHw==,stow cell with,place,typicality_3,object,typicality_4,person,typicality_4,other,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",YjnLRRzakaJrrhmZrXOt7w==,JRGyZSnlbh5Oke8E6tq9Hw==,training facility,NL9jzuBcvWeSkguFXTzXMQ==,sit comfortably,YjsBpLkMD8IjLTNOlKT4gg==,GfIhUnseVuNgYlHJpkU_nQ==,pin number,1E9QWjxjB5_9fkna7nWSdA==,secure the identity of the user,Yk7vb1FSa6jrSbansEFnIg==,g7yYmsC23m_gYXfpp3D9gQ==,turker,fYSSXjEtkfUvyfdjoh5E8g==,work just to survive another day,YkGMnBLpjAbj-LBEhQnh1w==,Vzzllp6YhNSdT6t3sJowag==,hand,sxs565bSlJ17yAdEcBOkHw==,stow cell with,place,typicality_2,other,typicality_4,person,typicality_4,other,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",iTY-FNgVDtTheA26ZyWl2A==,8ioMa2tqkHxrQM_pqIEg8Q==,camelback,C5Q_6RDQUgJU94gnJ54ZJQ==,chug water from,iTkeEDYhegyoH0CgRH6QPQ==,iE2YBJmfxHo8JpTkmtJTag==,address,De3PC_qunGAiMAqEumNwrw==,know where to drive,iU2ti4i8zSRwYrf6noPsow==,xTQqdJkmniBchM42ZMPOAw==,order a taxi,5Zem6KBY-7oosX5YKEFwbA==,get your groceries,iUHOlvq5sxQku8FnIFWEPw==,bEsYMvKkHTdhjC4k53dnHw==,antibacterial oitment,0EMOXSCQr_C9cZLoYuXwww==,keep wound moisturized,object,typicality_4,place,typicality_4,action,typicality_3,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",iTY-FNgVDtTheA26ZyWl2A==,8ioMa2tqkHxrQM_pqIEg8Q==,camelback,C5Q_6RDQUgJU94gnJ54ZJQ==,chug water from,iTkeEDYhegyoH0CgRH6QPQ==,iE2YBJmfxHo8JpTkmtJTag==,address,De3PC_qunGAiMAqEumNwrw==,know where to drive,iU2ti4i8zSRwYrf6noPsow==,xTQqdJkmniBchM42ZMPOAw==,order a taxi,5Zem6KBY-7oosX5YKEFwbA==,get your groceries,iUHOlvq5sxQku8FnIFWEPw==,bEsYMvKkHTdhjC4k53dnHw==,antibacterial oitment,0EMOXSCQr_C9cZLoYuXwww==,keep wound moisturized,object,typicality_4,object,typicality_4,action,typicality_3,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",rateK3jiu8CSFo8L78818w==,hFgWHXWkiFhDoPd4zBFb5Q==,map app,CG_DGR8HfyOJESi9S3dJAg==,check for traffic,razD7o0FGWj8wKrvJ9tLag==,VcHAHtjVRRpnU2yzXSvZTg==,weeks notice,DTRmCxA6dDAeTEG8vt_mYg==,get out of duties,rb4biBGV9dk2jAJ9qVC3yQ==,2N2AmkPFRwxntQJXnkXvUA==,achor,MVqlSVA4SBqNgr6WN3KaIw==,decorate a pier,rbXtj77hMLqwY12xq3Cmtw==,iwT0CRqmJfVrP32jFaHiMQ==,cape,o6621ndNg_t9QHmnE-l0Qw==,protect their clothing from falling hair,object,typicality_4,object,typicality_2,object,typicality_2,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",rateK3jiu8CSFo8L78818w==,hFgWHXWkiFhDoPd4zBFb5Q==,map app,CG_DGR8HfyOJESi9S3dJAg==,check for traffic,razD7o0FGWj8wKrvJ9tLag==,VcHAHtjVRRpnU2yzXSvZTg==,weeks notice,DTRmCxA6dDAeTEG8vt_mYg==,get out of duties,rb4biBGV9dk2jAJ9qVC3yQ==,2N2AmkPFRwxntQJXnkXvUA==,achor,MVqlSVA4SBqNgr6WN3KaIw==,decorate a pier,rbXtj77hMLqwY12xq3Cmtw==,iwT0CRqmJfVrP32jFaHiMQ==,cape,o6621ndNg_t9QHmnE-l0Qw==,protect their clothing from falling hair,other,typicality_4,action,typicality_4,other,typicality_0,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",nyFyMWXvV16RYGkcqtMF1A==,7JBkZzuKHoFyivLU_Oa-Vw==,ghee,i_voSiBFMWKljXVtm0JNVg==,put in a drink,nykaUqzY-DGybb64rE4KOA==,VUn0v1QeMzlqgMwgh81e_g==,means of transport,bNAhdCo-Va6ye8I9-Z6C4A==,stalk a partner with,nynr0KE_qxFmBtVRyUV_pA==,96Qv5yEfmKx6YKKFrDqehw==,phone,hg6U-Wdz87A5qABveYS4KA==,store a picture of the pants they want to match the new clothes with,nyv3pywqQ20bQ2e4FErUqA==,rmd6tM91zCaSjyKGxKRMpQ==,firepit,fmJK0yW5M6EEK2D1A3N5kQ==,hang wet clothes nearby to expedite drying,object,typicality_2,object,typicality_2,object,typicality_4,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",nyFyMWXvV16RYGkcqtMF1A==,7JBkZzuKHoFyivLU_Oa-Vw==,ghee,i_voSiBFMWKljXVtm0JNVg==,put in a drink,nykaUqzY-DGybb64rE4KOA==,VUn0v1QeMzlqgMwgh81e_g==,means of transport,bNAhdCo-Va6ye8I9-Z6C4A==,stalk a partner with,nynr0KE_qxFmBtVRyUV_pA==,96Qv5yEfmKx6YKKFrDqehw==,phone,hg6U-Wdz87A5qABveYS4KA==,store a picture of the pants they want to match the new clothes with,nyv3pywqQ20bQ2e4FErUqA==,rmd6tM91zCaSjyKGxKRMpQ==,firepit,fmJK0yW5M6EEK2D1A3N5kQ==,hang wet clothes nearby to expedite drying,object,typicality_2,object,typicality_3,object,typicality_4,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",--lJiXlVRE9g7lMUr2bFrg==,W6-g9FHQbklaJM7Fl_x4dQ==,box of junk,d7RmrLI-sfpKe8THzThDpg==,store documens,--x1obnt2uS-NV1PSzR_sQ==,o6s8IUmHc3rNpsdf99gEcA==,water skis,v2Sg7aZB0ofBw1lJVWCtrQ==,stick in the ground and hold up a clothesline,-07Dpv9us51iXvOPPxKEFw==,N56G_4qA9xFoD5-11LlWDg==,rope,PFZJDNn6RqQGAbURsbHQ_g==,hold down ship to vehicle,-0FJ_E9EIsBn1LIgs-AaDQ==,QUN50TPa6tWauPdaW28YBQ==,casual shirt,fTRSeOgcANalY-bx4-BFTQ==,look professional,object,typicality_1,object,typicality_1,object,typicality_2,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",--lJiXlVRE9g7lMUr2bFrg==,W6-g9FHQbklaJM7Fl_x4dQ==,box of junk,d7RmrLI-sfpKe8THzThDpg==,store documens,--x1obnt2uS-NV1PSzR_sQ==,o6s8IUmHc3rNpsdf99gEcA==,water skis,v2Sg7aZB0ofBw1lJVWCtrQ==,stick in the ground and hold up a clothesline,-07Dpv9us51iXvOPPxKEFw==,N56G_4qA9xFoD5-11LlWDg==,rope,PFZJDNn6RqQGAbURsbHQ_g==,hold down ship to vehicle,-0FJ_E9EIsBn1LIgs-AaDQ==,QUN50TPa6tWauPdaW28YBQ==,casual shirt,fTRSeOgcANalY-bx4-BFTQ==,look professional,object,typicality_3,object,typicality_1,object,typicality_3,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",2b7D4F98ZbOtpRNKTm7O8A==,jQQRszjIPNjNitnZ2xJxAQ==,trunk,Td-6QTzKuI0ClnZnGKvmKw==,Place tent into,2bBUs9tcrf9xfJqggj7Lyg==,6CeAuvVWQ6te_8XONCkteg==,sizes,rZkWgObBph1qeCbv9f3ylA==,order a shirt,2bJrHQhjypnME-XIH5FP9A==,ItaAkgKlWJ4u0nAwKyGSng==,communication board,fN4fF3ddySEKk8_FuGhUEw==,humiliate co-worker,2bPas9ycfzHjqyCoBZ-bWA==,2kaq8f8qsJw-87cdSK7XAQ==,microfiber cloth,vfhz_iryCqr5t6tn5tUiNg==,get wet and snap the towel at another persons bottom,object,typicality_3,object,typicality_3,object,typicality_1,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",2b7D4F98ZbOtpRNKTm7O8A==,jQQRszjIPNjNitnZ2xJxAQ==,trunk,Td-6QTzKuI0ClnZnGKvmKw==,Place tent into,2bBUs9tcrf9xfJqggj7Lyg==,6CeAuvVWQ6te_8XONCkteg==,sizes,rZkWgObBph1qeCbv9f3ylA==,order a shirt,2bJrHQhjypnME-XIH5FP9A==,ItaAkgKlWJ4u0nAwKyGSng==,communication board,fN4fF3ddySEKk8_FuGhUEw==,humiliate co-worker,2bPas9ycfzHjqyCoBZ-bWA==,2kaq8f8qsJw-87cdSK7XAQ==,microfiber cloth,vfhz_iryCqr5t6tn5tUiNg==,get wet and snap the towel at another persons bottom,object,typicality_2,object,typicality_4,object,typicality_2,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",Kkg7yfRBNzUyF2ug398jZA==,--MiqJvAulMcPwBQ45NfKA==,mirror,UMjCdzozQtROKrxAUFUQ9g==,write a note on,KkrMUkt-wok7r-s6E2a8bg==,k_pt50QCmQFJ9IBFa5TxcA==,delivery address,i5NJgCMzvvrUzEWP0hypEA==,know where the package goes,KktRBTjayWlis8frk1DXBw==,QDoG44SLH9xxNGAf1GpyZQ==,songs,lKXbVQJJKTZg7y9olNyXUQ==,sing too,KkzzHJPzCLfwsgicJSMcOQ==,o6ifsarhjhgSEeXf-7pCiw==,dog carrier crate,tg652gwkoiO4l8tWLpxjwg==,Keep two cats in,object,typicality_2,place,typicality_4,object,typicality_4,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",Kkg7yfRBNzUyF2ug398jZA==,--MiqJvAulMcPwBQ45NfKA==,mirror,UMjCdzozQtROKrxAUFUQ9g==,write a note on,KkrMUkt-wok7r-s6E2a8bg==,k_pt50QCmQFJ9IBFa5TxcA==,delivery address,i5NJgCMzvvrUzEWP0hypEA==,know where the package goes,KktRBTjayWlis8frk1DXBw==,QDoG44SLH9xxNGAf1GpyZQ==,songs,lKXbVQJJKTZg7y9olNyXUQ==,sing too,KkzzHJPzCLfwsgicJSMcOQ==,o6ifsarhjhgSEeXf-7pCiw==,dog carrier crate,tg652gwkoiO4l8tWLpxjwg==,Keep two cats in,object,typicality_2,object,typicality_4,object,typicality_4,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",KikcglbchmgeRxccnD2XUA==,pyPj37SXskxfcwutRDKJFg==,animals,5FiZWnGuldXKWdeUt391hQ==,Display to ticketholders,Kizr4Sx5QUlj73n8-Up5Yw==,iGqfntsSvdSsHVjwKDtoVQ==,boutique,0aOCQLSR0mDJqVOmZRC__A==,give examples of gentrification in the neighborhood,Kj-OtChSy6pBvNVh3vSwNQ==,QvEf7rpo1FhvMWBwXTNWMw==,water source,eirTJGOi9UTChK7dyjCJEw==,clean the car,Kj5HT86d9R6A0hvHkbbTYw==,I668831zBdrUPNhmgoPhQg==,thimble,rTswyFXFaaH1jDKAEoJ4YQ==,start a collection,animal,typicality_2,place,typicality_1,other,typicality_3,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",KikcglbchmgeRxccnD2XUA==,pyPj37SXskxfcwutRDKJFg==,animals,5FiZWnGuldXKWdeUt391hQ==,Display to ticketholders,Kizr4Sx5QUlj73n8-Up5Yw==,iGqfntsSvdSsHVjwKDtoVQ==,boutique,0aOCQLSR0mDJqVOmZRC__A==,give examples of gentrification in the neighborhood,Kj-OtChSy6pBvNVh3vSwNQ==,QvEf7rpo1FhvMWBwXTNWMw==,water source,eirTJGOi9UTChK7dyjCJEw==,clean the car,Kj5HT86d9R6A0hvHkbbTYw==,I668831zBdrUPNhmgoPhQg==,thimble,rTswyFXFaaH1jDKAEoJ4YQ==,start a collection,object,typicality_3,object,typicality_3,object,typicality_4,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",VAYFr2WwISwec9R5cdYIrQ==,wK93z4KU_5OlzbKWPKnwOA==,tree,33uZ30UfvVEk_imk0ihvUg==,grab fruit from,VArspaqoBYYfb6XSKWRjPQ==,EccbChX7bTkDQXSBSc9GhQ==,rollers,cLO6zHq_tVqFiAlftmRzXg==,make traveling easier,VAsdRhLZx97eBLQf6qRAaw==,sY-lQxz5XJQ0iNs1AW0Y3A==,fruit tray,oYxwm0Se7BJwfaWO0aEp5A==,bring to a potluck,VBaYcRgBDwdcddKKnthISg==,uQt_Ee3YijzH7GfFnGi9DQ==,reward card,tsHt41gl4epTnWltD21LgA==,use as a coaster for a mug,object,typicality_4,object,typicality_1,object,typicality_4,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",VAYFr2WwISwec9R5cdYIrQ==,wK93z4KU_5OlzbKWPKnwOA==,tree,33uZ30UfvVEk_imk0ihvUg==,grab fruit from,VArspaqoBYYfb6XSKWRjPQ==,EccbChX7bTkDQXSBSc9GhQ==,rollers,cLO6zHq_tVqFiAlftmRzXg==,make traveling easier,VAsdRhLZx97eBLQf6qRAaw==,sY-lQxz5XJQ0iNs1AW0Y3A==,fruit tray,oYxwm0Se7BJwfaWO0aEp5A==,bring to a potluck,VBaYcRgBDwdcddKKnthISg==,uQt_Ee3YijzH7GfFnGi9DQ==,reward card,tsHt41gl4epTnWltD21LgA==,use as a coaster for a mug,animal,typicality_3,object,typicality_4,object,typicality_3,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",QmXFZgbvQVg8DOHo1WeGRg==,LfUgebPitPtNw1W0TxeF0g==,trash can,cAGN46kvAIdPkdOH_4jCoQ==,put X in,QmXdtSVVMySDJL0nGiWwJQ==,qM_eYzG9WesqyW-JEcS2Zg==,object,dh6llYGdrqh1XchFVwhmlQ==,fit like a puzzle,Qm_VCm5-yQkSz2V2seJe6Q==,hCiRJNXyJKAvnSyX1B9hyQ==,coat hanger,6syCwH7f-fKzXXuTKdjuFQ==,prevent wrinkles,QmtXRNSs0_Vl0GmHckcXFg==,a0T5rOvYovBEiVWN3T3eEQ==,checking account,Iq9rSoUKRID4MGgDwhgD_Q==,get money from,object,typicality_0,object,typicality_1,object,typicality_2,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",QmXFZgbvQVg8DOHo1WeGRg==,LfUgebPitPtNw1W0TxeF0g==,trash can,cAGN46kvAIdPkdOH_4jCoQ==,put X in,QmXdtSVVMySDJL0nGiWwJQ==,qM_eYzG9WesqyW-JEcS2Zg==,object,dh6llYGdrqh1XchFVwhmlQ==,fit like a puzzle,Qm_VCm5-yQkSz2V2seJe6Q==,hCiRJNXyJKAvnSyX1B9hyQ==,coat hanger,6syCwH7f-fKzXXuTKdjuFQ==,prevent wrinkles,QmtXRNSs0_Vl0GmHckcXFg==,a0T5rOvYovBEiVWN3T3eEQ==,checking account,Iq9rSoUKRID4MGgDwhgD_Q==,get money from,object,typicality_2,object,typicality_2,object,typicality_3,other,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",kt9nHt-n7a0PUfna6cQUcQ==,ByZFBWa8KqwHWV0QPICZKg==,wage stubs,Z0kvw2hlwREmVI_hkwuucQ==,To use to identify vacation and sick time that have been accrued,ktSmfGDXJzcpi6eFE3c2ZA==,KbuDAKoD1gS2zFnQcSpAmQ==,gets dustbin,0zTSZwemwrti1krC9NWIYQ==,clean up the floor,ktYLWV4iu9KotXt_K49dXw==,koslhjDJiZExIChgjGy_Eg==,pregancy test,mqiNoUY8xLhvgGYrs4TPxA==,pee on,ktkvaDH5_0pqHfICU8g0Rg==,-QOU5SKLKUH9KEcYSPW-fQ==,demo reel,XcIjMXwyFv9_VR8IH3U_9g==,provide the portfolio,object,typicality_4,object,typicality_4,object,typicality_4,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",kt9nHt-n7a0PUfna6cQUcQ==,ByZFBWa8KqwHWV0QPICZKg==,wage stubs,Z0kvw2hlwREmVI_hkwuucQ==,To use to identify vacation and sick time that have been accrued,ktSmfGDXJzcpi6eFE3c2ZA==,KbuDAKoD1gS2zFnQcSpAmQ==,gets dustbin,0zTSZwemwrti1krC9NWIYQ==,clean up the floor,ktYLWV4iu9KotXt_K49dXw==,koslhjDJiZExIChgjGy_Eg==,pregancy test,mqiNoUY8xLhvgGYrs4TPxA==,pee on,ktkvaDH5_0pqHfICU8g0Rg==,-QOU5SKLKUH9KEcYSPW-fQ==,demo reel,XcIjMXwyFv9_VR8IH3U_9g==,provide the portfolio,object,typicality_3,action,typicality_4,object,typicality_4,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",iitFv6fdOj47EKtDR-fOaQ==,yVB_U4puecm9YimYHW4Fow==,shirt,D949szCK_CIFXJzPC2-HuQ==,dress mannequin,ij4vZLZeSAzvKlqzaa8gjw==,EEDkYSDAMGLR8RuIsPWMnA==,bib tag,cPwm6LiLBgdRUlz8yemM1w==,save as a memory.,ijJEQPMfrPiguk9__8I6Rw==,_vJXbVTb3gF6Oo5N9pnvbQ==,room,qSyOk7NAY5FrTKeAAlz8bA==,walk into,ijL9l3faMPJSoPsEf0gXVw==,MwCx4xRMAHCe42rvX2d28A==,pigs,ZVCPGJn9uF30HokmkoXmIw==,have a race,object,typicality_2,object,typicality_3,place,typicality_3,animal,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",iitFv6fdOj47EKtDR-fOaQ==,yVB_U4puecm9YimYHW4Fow==,shirt,D949szCK_CIFXJzPC2-HuQ==,dress mannequin,ij4vZLZeSAzvKlqzaa8gjw==,EEDkYSDAMGLR8RuIsPWMnA==,bib tag,cPwm6LiLBgdRUlz8yemM1w==,save as a memory.,ijJEQPMfrPiguk9__8I6Rw==,_vJXbVTb3gF6Oo5N9pnvbQ==,room,qSyOk7NAY5FrTKeAAlz8bA==,walk into,ijL9l3faMPJSoPsEf0gXVw==,MwCx4xRMAHCe42rvX2d28A==,pigs,ZVCPGJn9uF30HokmkoXmIw==,have a race,other,typicality_3,other,typicality_3,place,typicality_4,animal,typicality_3
