Title,Description,Keywords,img_id,question,answer,rationale,img_fn,metadata_fn,model_name,NOUN1,NOUN2,NOUN3,NOUN4,NOUN5,NOUN6,NOUN7,NOUN8,NOUN9,NOUNPHRASE1,NOUNPHRASE2,NOUNPHRASE3,NOUNPHRASE4,NOUNPHRASE5,VERB1,VERB2,VERB3,VERB4,VERB5,VERB6,Answer.c0,Answer.c1,Answer.c2,Answer.c3,Answer.c4,Answer.c5,Answer.c6,Answer.q1,Answer.q2,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q3
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6021,Why is person2 wearing a mask ?,person2 is a super hero and the mask is part of his costume.,Super heroes wear masks to to conceal their identity so that they live normal lives outside of being a super hero.,movieclips_Batman_Begins/WJB3hqUsHDE@3.jpg,movieclips_Batman_Begins/WJB3hqUsHDE@3.json,vcr_gold,lives,masks,heroes,hero,identity,-,-,-,-,normal lives,super hero,-,-,-,live lives,to conceal identity,wear masks,-,-,-,w_yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6021,Why is person2 wearing a mask ?,person2 is a super hero and the mask is part of his costume.,Super heroes wear masks to to conceal their identity so that they live normal lives outside of being a super hero.,movieclips_Batman_Begins/WJB3hqUsHDE@3.jpg,movieclips_Batman_Begins/WJB3hqUsHDE@3.json,vcr_gold,lives,masks,heroes,hero,identity,-,-,-,-,normal lives,super hero,-,-,-,live lives,to conceal identity,wear masks,-,-,-,yes,yes,yes,w_no,identity,normal lives,live lives,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9036,Why is person6 making that face ?,He is in awe about something.,person6 's mouth is wide open and his arms are dropping.,movieclips_Stargate/3Ds0DRCNXN4@40.jpg,movieclips_Stargate/3Ds0DRCNXN4@40.json,vcr_gold,arms,mouth,-,-,-,-,-,-,-,person6 's mouth,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9036,Why is person6 making that face ?,He is in awe about something.,person6 's mouth is wide open and his arms are dropping.,movieclips_Stargate/3Ds0DRCNXN4@40.jpg,movieclips_Stargate/3Ds0DRCNXN4@40.json,vcr_gold,arms,mouth,-,-,-,-,-,-,-,person6 's mouth,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9036,Why is person6 making that face ?,He is in awe about something.,person6 's mouth is wide open and his arms are dropping.,movieclips_Stargate/3Ds0DRCNXN4@40.jpg,movieclips_Stargate/3Ds0DRCNXN4@40.json,vcr_gold,arms,mouth,-,-,-,-,-,-,-,person6 's mouth,-,-,-,-,-,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5803,Is person2 going to sit down and talk to person6 ?,"Yes , person2 wants to get to know person6.",person2 's eyesight is locked on person6 and he appears to be drinking which will lower his inhibitions.,movieclips_Midgets_Vs._Mascots/51y64KtGGRI@12.jpg,movieclips_Midgets_Vs._Mascots/51y64KtGGRI@12.json,vcr_gold,eyesight,inhibitions,-,-,-,-,-,-,-,person2 's eyesight,-,-,-,-,will lower inhibitions,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5803,Is person2 going to sit down and talk to person6 ?,"Yes , person2 wants to get to know person6.",person2 's eyesight is locked on person6 and he appears to be drinking which will lower his inhibitions.,movieclips_Midgets_Vs._Mascots/51y64KtGGRI@12.jpg,movieclips_Midgets_Vs._Mascots/51y64KtGGRI@12.json,vcr_gold,eyesight,inhibitions,-,-,-,-,-,-,-,person2 's eyesight,-,-,-,-,will lower inhibitions,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5803,Is person2 going to sit down and talk to person6 ?,"Yes , person2 wants to get to know person6.",person2 's eyesight is locked on person6 and he appears to be drinking which will lower his inhibitions.,movieclips_Midgets_Vs._Mascots/51y64KtGGRI@12.jpg,movieclips_Midgets_Vs._Mascots/51y64KtGGRI@12.json,vcr_gold,eyesight,inhibitions,-,-,-,-,-,-,-,person2 's eyesight,-,-,-,-,will lower inhibitions,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8899,Why does person7 have his arms crossed away from everyone ?,person7 is alienated from everyone else.,Everyone is talking to eachother and not facing person7 as if they are ignoring him. person7 looks depressed.,movieclips_X2/QL__AjJr688@1.jpg,movieclips_X2/QL__AjJr688@1.json,vcr_gold,eachother,-,-,-,-,-,-,-,-,-,-,-,-,-,not facing person7,are ignoring him,-,-,-,-,yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8899,Why does person7 have his arms crossed away from everyone ?,person7 is alienated from everyone else.,Everyone is talking to eachother and not facing person7 as if they are ignoring him. person7 looks depressed.,movieclips_X2/QL__AjJr688@1.jpg,movieclips_X2/QL__AjJr688@1.json,vcr_gold,eachother,-,-,-,-,-,-,-,-,-,-,-,-,-,not facing person7,are ignoring him,-,-,-,-,yes,yes,yes,w_no,eachother,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8899,Why does person7 have his arms crossed away from everyone ?,person7 is alienated from everyone else.,Everyone is talking to eachother and not facing person7 as if they are ignoring him. person7 looks depressed.,movieclips_X2/QL__AjJr688@1.jpg,movieclips_X2/QL__AjJr688@1.json,vcr_gold,eachother,-,-,-,-,-,-,-,-,-,-,-,-,-,not facing person7,are ignoring him,-,-,-,-,yes,w_no,yes,w_yes,nota-n,nota-np,are ignoring him,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9561,why is person4 slumped in the chair,"person4 is not human , but a doll that is becoming deflated",person4 has a half deflated face person1 is looking around to see if anyone is noticing,movieclips_Curse_of_the_Pink_Panther/P4PPhm_fJug@13.jpg,movieclips_Curse_of_the_Pink_Panther/P4PPhm_fJug@13.json,vcr_gold,face,-,-,-,-,-,-,-,-,half deflated face,-,-,-,-,-,-,-,-,-,-,w_yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9561,why is person4 slumped in the chair,"person4 is not human , but a doll that is becoming deflated",person4 has a half deflated face person1 is looking around to see if anyone is noticing,movieclips_Curse_of_the_Pink_Panther/P4PPhm_fJug@13.jpg,movieclips_Curse_of_the_Pink_Panther/P4PPhm_fJug@13.json,vcr_gold,face,-,-,-,-,-,-,-,-,half deflated face,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9561,why is person4 slumped in the chair,"person4 is not human , but a doll that is becoming deflated",person4 has a half deflated face person1 is looking around to see if anyone is noticing,movieclips_Curse_of_the_Pink_Panther/P4PPhm_fJug@13.jpg,movieclips_Curse_of_the_Pink_Panther/P4PPhm_fJug@13.json,vcr_gold,face,-,-,-,-,-,-,-,-,half deflated face,-,-,-,-,-,-,-,-,-,-,w_yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7071,What will person1 and person2 do with the boat ?,They will load the crocodile into the boat and sail back down the river with it.,They want to take the crocodile home.,movieclips_The_Crocodile_Hunter_Collision_Course/sJGWczuXzT8@35.jpg,movieclips_The_Crocodile_Hunter_Collision_Course/sJGWczuXzT8@35.json,vcr_gold,home,-,-,-,-,-,-,-,-,crocodile home,-,-,-,-,to take home,-,-,-,-,-,no,no,yes,yes,home,crocodile home,to take home,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7071,What will person1 and person2 do with the boat ?,They will load the crocodile into the boat and sail back down the river with it.,They want to take the crocodile home.,movieclips_The_Crocodile_Hunter_Collision_Course/sJGWczuXzT8@35.jpg,movieclips_The_Crocodile_Hunter_Collision_Course/sJGWczuXzT8@35.json,vcr_gold,home,-,-,-,-,-,-,-,-,crocodile home,-,-,-,-,to take home,-,-,-,-,-,no,no,yes,yes,home,crocodile home,to take home,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7071,What will person1 and person2 do with the boat ?,They will load the crocodile into the boat and sail back down the river with it.,They want to take the crocodile home.,movieclips_The_Crocodile_Hunter_Collision_Course/sJGWczuXzT8@35.jpg,movieclips_The_Crocodile_Hunter_Collision_Course/sJGWczuXzT8@35.json,vcr_gold,home,-,-,-,-,-,-,-,-,crocodile home,-,-,-,-,to take home,-,-,-,-,-,w_yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9416,What is person1 thinking of doing with the thing in his hand ?,He is thinking of bopping person2 on the head with it.,He is directing a confused and slightly angry expression at person2 while holding the thing with his hand.,movieclips_Heaven_Can_Wait/SzVAyGry2Ic@2.jpg,movieclips_Heaven_Can_Wait/SzVAyGry2Ic@2.json,vcr_gold,expression,thing,hand,-,-,-,-,-,-,confused and slightly angry expression,-,-,-,-,holding thing,is directing expression,-,-,-,-,w_yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9416,What is person1 thinking of doing with the thing in his hand ?,He is thinking of bopping person2 on the head with it.,He is directing a confused and slightly angry expression at person2 while holding the thing with his hand.,movieclips_Heaven_Can_Wait/SzVAyGry2Ic@2.jpg,movieclips_Heaven_Can_Wait/SzVAyGry2Ic@2.json,vcr_gold,expression,thing,hand,-,-,-,-,-,-,confused and slightly angry expression,-,-,-,-,holding thing,is directing expression,-,-,-,-,w_no,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9416,What is person1 thinking of doing with the thing in his hand ?,He is thinking of bopping person2 on the head with it.,He is directing a confused and slightly angry expression at person2 while holding the thing with his hand.,movieclips_Heaven_Can_Wait/SzVAyGry2Ic@2.jpg,movieclips_Heaven_Can_Wait/SzVAyGry2Ic@2.json,vcr_gold,expression,thing,hand,-,-,-,-,-,-,confused and slightly angry expression,-,-,-,-,holding thing,is directing expression,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5215,What room of the house are person1 and person2 in ?,They are in the living room.,"They are sitting on a couch , with a coffee table nearby.",lsmdc_0041_The_Sixth_Sense/0041_The_Sixth_Sense_00.06.15.336-00.06.21.221@1.jpg,lsmdc_0041_The_Sixth_Sense/0041_The_Sixth_Sense_00.06.15.336-00.06.21.221@1.json,vcr_gold,couch,table,-,-,-,-,-,-,-,coffee table,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5215,What room of the house are person1 and person2 in ?,They are in the living room.,"They are sitting on a couch , with a coffee table nearby.",lsmdc_0041_The_Sixth_Sense/0041_The_Sixth_Sense_00.06.15.336-00.06.21.221@1.jpg,lsmdc_0041_The_Sixth_Sense/0041_The_Sixth_Sense_00.06.15.336-00.06.21.221@1.json,vcr_gold,couch,table,-,-,-,-,-,-,-,coffee table,-,-,-,-,-,-,-,-,-,-,yes,w_yes,yes,w_no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5215,What room of the house are person1 and person2 in ?,They are in the living room.,"They are sitting on a couch , with a coffee table nearby.",lsmdc_0041_The_Sixth_Sense/0041_The_Sixth_Sense_00.06.15.336-00.06.21.221@1.jpg,lsmdc_0041_The_Sixth_Sense/0041_The_Sixth_Sense_00.06.15.336-00.06.21.221@1.json,vcr_gold,couch,table,-,-,-,-,-,-,-,coffee table,-,-,-,-,-,-,-,-,-,-,yes,no,yes,no,couch|table,coffee table,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9673,Why is person19 holding a camera ?,He is a reporter taking pictures of a politician holding a press conference.,"There is a crowd of people watching someone who is presumably speaking , and there are other people with cameras as well.",movieclips_Glory/7SNohNGz_f0@8.jpg,movieclips_Glory/7SNohNGz_f0@8.json,vcr_gold,people,crowd,cameras,-,-,-,-,-,-,other people,-,-,-,-,watching someone,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9673,Why is person19 holding a camera ?,He is a reporter taking pictures of a politician holding a press conference.,"There is a crowd of people watching someone who is presumably speaking , and there are other people with cameras as well.",movieclips_Glory/7SNohNGz_f0@8.jpg,movieclips_Glory/7SNohNGz_f0@8.json,vcr_gold,people,crowd,cameras,-,-,-,-,-,-,other people,-,-,-,-,watching someone,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9673,Why is person19 holding a camera ?,He is a reporter taking pictures of a politician holding a press conference.,"There is a crowd of people watching someone who is presumably speaking , and there are other people with cameras as well.",movieclips_Glory/7SNohNGz_f0@8.jpg,movieclips_Glory/7SNohNGz_f0@8.json,vcr_gold,people,crowd,cameras,-,-,-,-,-,-,other people,-,-,-,-,watching someone,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7380,What has person1 eaten so far ?,She hadn 't eaten anything yet.,"The plates on the table are empty , and all of the forks are clean.",movieclips_Scary_Movie_2/5t_tgiWatvs@20.jpg,movieclips_Scary_Movie_2/5t_tgiWatvs@20.json,vcr_gold,forks,table,plates,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7380,What has person1 eaten so far ?,She hadn 't eaten anything yet.,"The plates on the table are empty , and all of the forks are clean.",movieclips_Scary_Movie_2/5t_tgiWatvs@20.jpg,movieclips_Scary_Movie_2/5t_tgiWatvs@20.json,vcr_gold,forks,table,plates,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7380,What has person1 eaten so far ?,She hadn 't eaten anything yet.,"The plates on the table are empty , and all of the forks are clean.",movieclips_Scary_Movie_2/5t_tgiWatvs@20.jpg,movieclips_Scary_Movie_2/5t_tgiWatvs@20.json,vcr_gold,forks,table,plates,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8656,What are person1 and person2 doing ?,person1 and handbag1 are performing.,person1 and person2 are wearing guitars on a stage.,movieclips_Dreamgirls/53o7_NqrTQA@8.jpg,movieclips_Dreamgirls/53o7_NqrTQA@8.json,vcr_gold,guitars,stage,-,-,-,-,-,-,-,-,-,-,-,-,are wearing guitars,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8656,What are person1 and person2 doing ?,person1 and handbag1 are performing.,person1 and person2 are wearing guitars on a stage.,movieclips_Dreamgirls/53o7_NqrTQA@8.jpg,movieclips_Dreamgirls/53o7_NqrTQA@8.json,vcr_gold,guitars,stage,-,-,-,-,-,-,-,-,-,-,-,-,are wearing guitars,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8656,What are person1 and person2 doing ?,person1 and handbag1 are performing.,person1 and person2 are wearing guitars on a stage.,movieclips_Dreamgirls/53o7_NqrTQA@8.jpg,movieclips_Dreamgirls/53o7_NqrTQA@8.json,vcr_gold,guitars,stage,-,-,-,-,-,-,-,-,-,-,-,-,are wearing guitars,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8464,What holiday is person1 and person2 celebrating ?,They are celebrating Christmas,They are sitting at the table and in the middle of the table is a ham which has been craved with the sides.,movieclips_Pride__Prejudice/9yEylIfDkms@1.jpg,movieclips_Pride__Prejudice/9yEylIfDkms@1.json,vcr_gold,ham,sides,table,middle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,ham|sides|table|middle,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8464,What holiday is person1 and person2 celebrating ?,They are celebrating Christmas,They are sitting at the table and in the middle of the table is a ham which has been craved with the sides.,movieclips_Pride__Prejudice/9yEylIfDkms@1.jpg,movieclips_Pride__Prejudice/9yEylIfDkms@1.json,vcr_gold,ham,sides,table,middle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,no,yes,sides,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8464,What holiday is person1 and person2 celebrating ?,They are celebrating Christmas,They are sitting at the table and in the middle of the table is a ham which has been craved with the sides.,movieclips_Pride__Prejudice/9yEylIfDkms@1.jpg,movieclips_Pride__Prejudice/9yEylIfDkms@1.json,vcr_gold,ham,sides,table,middle,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_yes,w_yes,no,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5407,Why is everyone pointing their guns at person1 and person2 ?,person1 and person2 just had their cover blown.,"person1 and person2 are secret agents , whose identities had just been exposed , which caused for everyone else to point a gun towards them to make sure they wouldn 't try to run away.",lsmdc_3036_IN_TIME/3036_IN_TIME_01.30.18.139-01.30.20.427@0.jpg,lsmdc_3036_IN_TIME/3036_IN_TIME_01.30.18.139-01.30.20.427@0.json,vcr_gold,gun,agents,identities,-,-,-,-,-,-,whose identities,secret agents,-,-,-,to point gun,-,-,-,-,-,w_no,w_no,yes,yes,agents|identities,whose identities|secret agents,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5407,Why is everyone pointing their guns at person1 and person2 ?,person1 and person2 just had their cover blown.,"person1 and person2 are secret agents , whose identities had just been exposed , which caused for everyone else to point a gun towards them to make sure they wouldn 't try to run away.",lsmdc_3036_IN_TIME/3036_IN_TIME_01.30.18.139-01.30.20.427@0.jpg,lsmdc_3036_IN_TIME/3036_IN_TIME_01.30.18.139-01.30.20.427@0.json,vcr_gold,gun,agents,identities,-,-,-,-,-,-,whose identities,secret agents,-,-,-,to point gun,-,-,-,-,-,w_yes,w_yes,yes,w_yes,nota-n,secret agents,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5407,Why is everyone pointing their guns at person1 and person2 ?,person1 and person2 just had their cover blown.,"person1 and person2 are secret agents , whose identities had just been exposed , which caused for everyone else to point a gun towards them to make sure they wouldn 't try to run away.",lsmdc_3036_IN_TIME/3036_IN_TIME_01.30.18.139-01.30.20.427@0.jpg,lsmdc_3036_IN_TIME/3036_IN_TIME_01.30.18.139-01.30.20.427@0.json,vcr_gold,gun,agents,identities,-,-,-,-,-,-,whose identities,secret agents,-,-,-,to point gun,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7005,What is person5 writing ?,He is taking notes.,He is in a classroom and students take notes during class.,movieclips_After_Midnight/vSjkkQ6Bfc4@0.jpg,movieclips_After_Midnight/vSjkkQ6Bfc4@0.json,vcr_gold,students,classroom,class,notes,-,-,-,-,-,-,-,-,-,-,take notes,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7005,What is person5 writing ?,He is taking notes.,He is in a classroom and students take notes during class.,movieclips_After_Midnight/vSjkkQ6Bfc4@0.jpg,movieclips_After_Midnight/vSjkkQ6Bfc4@0.json,vcr_gold,students,classroom,class,notes,-,-,-,-,-,-,-,-,-,-,take notes,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7005,What is person5 writing ?,He is taking notes.,He is in a classroom and students take notes during class.,movieclips_After_Midnight/vSjkkQ6Bfc4@0.jpg,movieclips_After_Midnight/vSjkkQ6Bfc4@0.json,vcr_gold,students,classroom,class,notes,-,-,-,-,-,-,-,-,-,-,take notes,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3032,Where is person1 and person2 coming from ?,person1 and person2 seem to be leaving an elegant party.,person1 and person2 are dressed up like they were at a party.,lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_00.55.35.702-00.55.42.220@0.jpg,lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_00.55.35.702-00.55.42.220@0.json,vcr_gold,party,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3032,Where is person1 and person2 coming from ?,person1 and person2 seem to be leaving an elegant party.,person1 and person2 are dressed up like they were at a party.,lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_00.55.35.702-00.55.42.220@0.jpg,lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_00.55.35.702-00.55.42.220@0.json,vcr_gold,party,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,no,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3032,Where is person1 and person2 coming from ?,person1 and person2 seem to be leaving an elegant party.,person1 and person2 are dressed up like they were at a party.,lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_00.55.35.702-00.55.42.220@0.jpg,lsmdc_3088_WHATS_YOUR_NUMBER/3088_WHATS_YOUR_NUMBER_00.55.35.702-00.55.42.220@0.json,vcr_gold,party,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,no,no,w_no,w_yes,yes
