Title,Description,Keywords,Adjective,ClusterId,Cluster,Answer.order
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",useful.a,6,desirable ::: best ::: useful,||| useful :::  ||| desirable :::  ||| best :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",bad.a,6,messy ::: sloppy ::: bad,messy :::  ||| sloppy ::: bad :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",bad.a,6,messy ::: sloppy ::: bad,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",bad.a,6,messy ::: sloppy ::: bad,bad :::  ||| messy ::: sloppy :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",useful.a,9,productive ::: useful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",useful.a,9,productive ::: useful,useful ::: productive :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",useful.a,9,productive ::: useful,||| useful ::: productive :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",neat.a,6,flattering ::: sweet ::: neat,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",neat.a,6,flattering ::: sweet ::: neat,neat :::  ||| sweet ::: flattering :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",neat.a,6,flattering ::: sweet ::: neat,neat :::  ||| flattering :::  ||| sweet :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",useful.a,8,beneficial ::: useful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",useful.a,8,beneficial ::: useful,useful ::: beneficial :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",useful.a,8,beneficial ::: useful,useful :::  ||| beneficial :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",necessary.a,1,indispensible ::: mandatory ::: integral ::: indispensable ::: unavoidable ::: crucial ::: urgent ::: pressing ::: necessary,indispensible :::  ||| mandatory :::  ||| integral :::  ||| indispensable :::  ||| unavoidable :::  ||| crucial :::  ||| urgent :::  |||  ||| necessary ::: pressing :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",necessary.a,1,indispensible ::: mandatory ::: integral ::: indispensable ::: unavoidable ::: crucial ::: urgent ::: pressing ::: necessary,indispensible :::  ||| necessary ::: mandatory ::: integral ::: unavoidable ::: indispensable ::: pressing ::: crucial ::: urgent :::  |||  |||  |||  |||  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",necessary.a,1,indispensible ::: mandatory ::: integral ::: indispensable ::: unavoidable ::: crucial ::: urgent ::: pressing ::: necessary,pressing :::  ||| integral :::  ||| unavoidable :::  ||| mandatory ::: indispensible ::: indispensable ::: necessary :::  |||  |||  |||  ||| crucial :::  ||| urgent :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,1,cute ::: bonnie ::: attractive ::: beautiful,cute :::  ||| bonnie :::  |||  ||| beautiful ::: attractive :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,1,cute ::: bonnie ::: attractive ::: beautiful,cute :::  |||  ||| attractive :::  ||| beautiful :::  ||| bonnie :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,1,cute ::: bonnie ::: attractive ::: beautiful,cute ::: bonnie :::  |||  ||| attractive :::  ||| beautiful :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",necessary.a,3,useful ::: valuable ::: relevant ::: necessary,useful :::  |||  |||  |||  ||| relevant ::: valuable ::: necessary :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",necessary.a,3,useful ::: valuable ::: relevant ::: necessary,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",necessary.a,3,useful ::: valuable ::: relevant ::: necessary,necessary :::  ||| useful ::: valuable :::  ||| relevant :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,8,admirable ::: beautiful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,8,admirable ::: beautiful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,8,admirable ::: beautiful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,1,useful ::: fruitful ::: valuable,useful :::  |||  ||| valuable ::: fruitful :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,1,useful ::: fruitful ::: valuable,fruitful ::: useful :::  |||  ||| valuable :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,1,useful ::: fruitful ::: valuable,||| valuable :::  ||| useful :::  ||| fruitful :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,3,breathtaking ::: spectacular ::: beautiful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,3,breathtaking ::: spectacular ::: beautiful,beautiful ::: breathtaking :::  |||  ||| spectacular :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,3,breathtaking ::: spectacular ::: beautiful,||| beautiful :::  ||| spectacular :::  ||| breathtaking :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,10,worthwhile ::: outstanding ::: valuable,worthwhile :::  |||  ||| valuable ::: outstanding :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,10,worthwhile ::: outstanding ::: valuable,valuable ::: worthwhile :::  ||| outstanding :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,10,worthwhile ::: outstanding ::: valuable,worthwhile :::  ||| valuable :::  ||| outstanding :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",necessary.a,4,need ::: necessary,need :::  |||  ||| necessary :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",necessary.a,4,need ::: necessary,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",necessary.a,4,need ::: necessary,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,3,positive ::: beneficial ::: useful ::: rewarding ::: valuable,|||  ||| useful ::: positive :::  ||| beneficial :::  ||| valuable ::: rewarding :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,3,positive ::: beneficial ::: useful ::: rewarding ::: valuable,positive :::  ||| beneficial :::  ||| useful :::  |||  ||| valuable ::: rewarding :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,3,positive ::: beneficial ::: useful ::: rewarding ::: valuable,useful ::: valuable :::  ||| positive :::  ||| beneficial :::  |||  ||| rewarding :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",nice.a,1,perfect ::: attractive ::: breathtaking ::: nifty ::: fine ::: enjoyable ::: nice,perfect :::  ||| attractive :::  ||| breathtaking :::  |||  ||| fine :::  ||| enjoyable ::: nifty :::  ||| nice :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",nice.a,1,perfect ::: attractive ::: breathtaking ::: nifty ::: fine ::: enjoyable ::: nice,fine ::: nifty ::: nice ::: enjoyable :::  ||| attractive :::  ||| perfect ::: breathtaking :::  |||  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",nice.a,1,perfect ::: attractive ::: breathtaking ::: nifty ::: fine ::: enjoyable ::: nice,nice ::: fine :::  ||| enjoyable ::: attractive ::: nifty :::  |||  |||  |||  |||  |||  ||| perfect ::: breathtaking :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,15,terrific ::: first-class ::: superb ::: valuable,terrific :::  ||| first-class :::  |||  ||| valuable ::: superb :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,15,terrific ::: first-class ::: superb ::: valuable,first-class ::: valuable :::  ||| terrific :::  ||| superb :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,15,terrific ::: first-class ::: superb ::: valuable,||| valuable :::  ||| first-class :::  ||| superb :::  ||| terrific :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",nice.a,3,generous ::: admirable ::: thoughtful ::: gracious ::: nice,generous :::  ||| admirable ::: gracious :::  ||| thoughtful :::  |||  ||| nice :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",nice.a,3,generous ::: admirable ::: thoughtful ::: gracious ::: nice,nice ::: admirable :::  ||| generous ::: gracious :::  ||| thoughtful :::  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",nice.a,3,generous ::: admirable ::: thoughtful ::: gracious ::: nice,nice ::: thoughtful ::: gracious :::  ||| generous ::: admirable :::  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,6,inestimable ::: finest ::: immeasurable ::: valuable,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,6,inestimable ::: finest ::: immeasurable ::: valuable,valuable :::  ||| finest ::: inestimable :::  ||| immeasurable :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",valuable.a,6,inestimable ::: finest ::: immeasurable ::: valuable,valuable :::  ||| finest :::  ||| inestimable ::: immeasurable :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",normal.a,1,ordinary ::: commonplace ::: unremarkable ::: understood ::: normal,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",normal.a,1,ordinary ::: commonplace ::: unremarkable ::: understood ::: normal,normal ::: unremarkable ::: ordinary :::  |||  |||  ||| understood :::  |||  ||| commonplace :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",normal.a,1,ordinary ::: commonplace ::: unremarkable ::: understood ::: normal,normal ::: ordinary :::  |||  ||| understood :::  |||  ||| commonplace :::  ||| unremarkable :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,7,perfect ::: beautiful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,7,perfect ::: beautiful,||| beautiful :::  ||| perfect :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,7,perfect ::: beautiful,||| beautiful ::: perfect :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,1,useful ::: valuable ::: indispensable ::: indispensible ::: urgent ::: crucial ::: pivotal ::: needed ::: significant ::: vital,useful :::  ||| valuable :::  ||| indispensable :::  |||  ||| urgent :::  ||| crucial :::  ||| pivotal :::  |||  ||| significant ::: needed :::  ||| vital ::: indispensible :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,1,useful ::: valuable ::: indispensable ::: indispensible ::: urgent ::: crucial ::: pivotal ::: needed ::: significant ::: vital,useful ::: needed :::  ||| significant ::: valuable :::  ||| indispensable :::  ||| indispensible :::  ||| urgent :::  ||| crucial :::  ||| pivotal :::  |||  |||  ||| vital :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,1,useful ::: valuable ::: indispensable ::: indispensible ::: urgent ::: crucial ::: pivotal ::: needed ::: significant ::: vital,useful :::  ||| significant :::  ||| valuable :::  ||| vital ::: needed :::  |||  ||| indispensable ::: indispensible :::  |||  ||| pivotal :::  ||| urgent ::: crucial :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,6,fine ::: finer ::: beautiful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,6,fine ::: finer ::: beautiful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beautiful.a,6,fine ::: finer ::: beautiful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",normal.a,3,customary ::: routine ::: logical ::: normal,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",normal.a,3,customary ::: routine ::: logical ::: normal,normal :::  ||| routine :::  ||| customary ::: logical :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",normal.a,3,customary ::: routine ::: logical ::: normal,routine ::: normal :::  |||  ||| customary :::  ||| logical :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,2,absolutely ::: right ::: vital,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,2,absolutely ::: right ::: vital,right :::  ||| absolutely :::  ||| vital :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,2,absolutely ::: right ::: vital,||| right :::  ||| absolutely :::  ||| vital :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",normal.a,6,fine ::: okay ::: fair ::: normal,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",normal.a,6,fine ::: okay ::: fair ::: normal,okay ::: fair ::: normal ::: fine :::  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",normal.a,6,fine ::: okay ::: fair ::: normal,||| fair :::  ||| normal ::: okay :::  ||| fine :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,11,cooperative ::: beneficial,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,11,cooperative ::: beneficial,beneficial ::: cooperative :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,11,cooperative ::: beneficial,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,10,right ::: desirable ::: better ::: appropriate ::: preferable ::: best ::: beneficial,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,10,right ::: desirable ::: better ::: appropriate ::: preferable ::: best ::: beneficial,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,10,right ::: desirable ::: better ::: appropriate ::: preferable ::: best ::: beneficial,appropriate ::: right :::  ||| desirable :::  |||  |||  |||  |||  ||| beneficial ::: better ::: preferable ::: best :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",obvious.a,1,self-explanatory ::: straightforward ::: inevitable ::: obvious,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",obvious.a,1,self-explanatory ::: straightforward ::: inevitable ::: obvious,inevitable ::: self-explanatory :::  ||| straightforward :::  |||  ||| obvious :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",obvious.a,1,self-explanatory ::: straightforward ::: inevitable ::: obvious,self-explanatory ::: straightforward :::  |||  ||| obvious :::  ||| inevitable :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,5,major ::: vital,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,5,major ::: vital,major ::: vital :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,5,major ::: vital,major :::  |||  ||| vital :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,1,profitable ::: useful ::: worthwhile ::: advantageous ::: valuable ::: fruitful ::: beneficial,profitable :::  ||| useful :::  ||| worthwhile :::  ||| advantageous :::  |||  ||| fruitful :::  ||| beneficial ::: valuable :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,1,profitable ::: useful ::: worthwhile ::: advantageous ::: valuable ::: fruitful ::: beneficial,useful ::: profitable ::: worthwhile :::  |||  |||  ||| advantageous :::  ||| valuable :::  ||| fruitful :::  ||| beneficial :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,1,profitable ::: useful ::: worthwhile ::: advantageous ::: valuable ::: fruitful ::: beneficial,worthwhile :::  ||| useful :::  ||| fruitful ::: beneficial :::  |||  ||| advantageous :::  ||| profitable :::  ||| valuable :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,6,efficient ::: convenient ::: effective ::: beneficial,efficient :::  |||  ||| effective :::  ||| beneficial ::: convenient :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,6,efficient ::: convenient ::: effective ::: beneficial,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",beneficial.a,6,efficient ::: convenient ::: effective ::: beneficial,convenient ::: beneficial ::: effective ::: efficient :::  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,4,primary ::: principal ::: seminal ::: integral ::: vital,primary :::  |||  |||  ||| principal ::: seminal :::  ||| integral ::: vital :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,4,primary ::: principal ::: seminal ::: integral ::: vital,primary :::  ||| principal :::  |||  ||| integral :::  ||| seminal ::: vital :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",vital.a,4,primary ::: principal ::: seminal ::: integral ::: vital,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",obvious.a,2,visible ::: remarkable ::: flagrant ::: obvious,visible :::  ||| remarkable :::  |||  ||| obvious ::: flagrant :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",obvious.a,2,visible ::: remarkable ::: flagrant ::: obvious,visible :::  ||| obvious :::  ||| flagrant ::: remarkable :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",obvious.a,2,visible ::: remarkable ::: flagrant ::: obvious,visible :::  ||| remarkable :::  ||| flagrant ::: obvious :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",weak.a,1,little ::: faint ::: weaker ::: mild ::: weak,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",weak.a,1,little ::: faint ::: weaker ::: mild ::: weak,little :::  ||| mild ::: weak ::: faint :::  ||| weaker :::  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",weak.a,1,little ::: faint ::: weaker ::: mild ::: weak,little :::  ||| faint :::  ||| weaker :::  ||| weak :::  ||| mild :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",best.a,1,perfect ::: fantastic ::: outstanding ::: finest ::: best,perfect :::  ||| fantastic :::  |||  ||| finest :::  ||| best ::: outstanding :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",best.a,1,perfect ::: fantastic ::: outstanding ::: finest ::: best,perfect :::  ||| fantastic :::  ||| outstanding :::  |||  ||| best ::: finest :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",best.a,1,perfect ::: fantastic ::: outstanding ::: finest ::: best,fantastic ::: outstanding :::  |||  ||| finest ::: best :::  |||  ||| perfect :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",okay.a,1,beneficial ::: right ::: fair ::: incredible ::: nessessary ::: positive ::: awesome ::: terrific ::: marvelous ::: appropriate ::: a-okay ::: best ::: nice ::: okay,beneficial :::  ||| right :::  ||| fair :::  ||| incredible :::  ||| nessessary :::  ||| positive :::  ||| awesome ::: terrific :::  |||  ||| marvelous :::  |||  ||| a-okay ::: appropriate :::  ||| best :::  ||| nice :::  ||| okay :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",okay.a,1,beneficial ::: right ::: fair ::: incredible ::: nessessary ::: positive ::: awesome ::: terrific ::: marvelous ::: appropriate ::: a-okay ::: best ::: nice ::: okay,right ::: fair ::: nice ::: beneficial :::  |||  |||  ||| incredible :::  ||| nessessary :::  ||| positive :::  ||| awesome :::  ||| terrific :::  ||| marvelous :::  ||| appropriate :::  ||| okay ::: a-okay :::  ||| best :::  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",okay.a,1,beneficial ::: right ::: fair ::: incredible ::: nessessary ::: positive ::: awesome ::: terrific ::: marvelous ::: appropriate ::: a-okay ::: best ::: nice ::: okay,a-okay :::  ||| okay :::  ||| right :::  ||| appropriate :::  ||| fair :::  ||| nice :::  ||| positive :::  ||| nessessary :::  ||| beneficial :::  ||| incredible :::  ||| best :::  ||| awesome :::  ||| terrific :::  ||| marvelous :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",weak.a,3,shaky ::: vulnerable ::: weak,shaky :::  |||  ||| weak ::: vulnerable :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",weak.a,3,shaky ::: vulnerable ::: weak,weak ::: shaky :::  ||| vulnerable :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",weak.a,3,shaky ::: vulnerable ::: weak,weak :::  ||| shaky :::  ||| vulnerable :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",best.a,2,desirable ::: best,||| best :::  ||| desirable :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",best.a,2,desirable ::: best,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",best.a,2,desirable ::: best,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",weak.a,6,inadequate ::: lacklustre ::: unsatisfactory ::: weak,inadequate :::  ||| lacklustre :::  |||  ||| weak ::: unsatisfactory :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",weak.a,6,inadequate ::: lacklustre ::: unsatisfactory ::: weak,inadequate ::: unsatisfactory :::  ||| lacklustre :::  ||| weak :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",weak.a,6,inadequate ::: lacklustre ::: unsatisfactory ::: weak,weak :::  |||  ||| inadequate ::: unsatisfactory :::  |||  ||| lacklustre :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",better.a,1,good ::: fine ::: greater ::: brighter ::: perfect ::: better,good :::  ||| fine :::  ||| greater :::  |||  ||| perfect :::  ||| better ::: brighter :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",better.a,1,good ::: fine ::: greater ::: brighter ::: perfect ::: better,good :::  ||| fine ::: brighter :::  ||| greater :::  ||| better :::  ||| perfect :::  |||  |||
