Title,Description,Keywords,sent0,id0,expected0,sent1,id1,expected1,sent2,id2,expected2,sent3,id3,expected3,sent4,id4,expected4,sent5,id5,expected5,sent6,id6,expected6,sent7,id7,expected7,sent8,id8,expected8,sent9,id9,expected9
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",Kors said he was tired of seeing women in heels tucking an _____ pair of shoes into their bags ; the solution is stylish flats .,811,extra pair,"As much as Franken dislikes Limbaugh , he cares even less for religious broadcaster Pat Robertson , whom he can imitate with _____ accuracy .",160,uncanny accuracy,"Real , who ousted Brazil 's Vasco da Gama two years ago , will be looking to succeed Manchester United , who won the trophy _____ season , as the Spaniards bid for their third triumph in the event .",557,last season,"The price of the shares , which were acquired with company funds , was $ 36.95 for a _____ value of $ 71.2 million .",253,total value,"If you have any questions regarding changes in your _____ package , please call us .",569,daily package,"Mark Bell beat Storr at 9:25 of the third to cut the Chicago deficit to 4-2 , but Bryan Smolinski sealed it at 19:27 with his sixth goal , scored into an _____ net .",883,empty net,Powell showed his concern Wednesday about the increasingly _____ attitude of America 's critics on the U.N. Security Council in advance of an expected vote next week on a new resolution to authorize war against Iraq .,198,defiant attitude,They have been unable to protect civilians or stop a _____ advance that has forced a quarter million people from their homes in eastern Congo in recent weeks .,849,rebel advance,"The crisis was ignited Tuesday _ while the _____ minister was in the United States _ when Kumaratunga fired three key ministers who have been instrumental in the government 's peace efforts , suspended Parliament for two weeks and deployed troops in the capital .",797,prime minister,"One _____ benefit of shaving your age is that you do n't need to feel shameful about it now , because it 's not a physical thing .",572,added benefit
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","According to diplomats , suppliers offered Iran an _____ selection of technology , but the Iranians said they did not purchase it .",780,extensive selection,"Kicking off its two-day _____ conference in London , CBI president John Sunderland said other countries hoping to protect domestic industries from foreign competition , including Italy and the United States , were `` self-defeating and hypocritical '' in their stance on open markets .",121,annual conference,Yet the _____ price has seen a steady rise since January .,633,local price,"Within Bear 's small management division , he was given _____ rein raising money for a second , even riskier fund that borrowed as much as $ 20 for every dollar it invested just as the mortgage market was peaking in August 2006 .",546,free rein,"Altman , 56 , has been the only artistic director at the Huntington since its inception and will be here through _____ season , his and the Huntington 's 18th .",513,next season,"Israel will hold off on retaliation against the Palestinians for the deaths of three Israeli soldiers , the government announced early Thursday , after Cabinet minister Shimon Peres met Palestinian leader Yasser Arafat , defusing an _____ situation at least temporarily .",654,explosive situation,"Every game system , from Nintendo to 3DO , has its arcade-style games , tries to reproduce the spirit of that _____ room on low-definition monitors and sluggish PCs .",360,darkened room,"On the afternoon of Saturday , June 10 , 1944 , four days after the D-Day invasion , the Reds and the St. Louis Cardinals were playing at Cincinnati 's Crosley Field as World War II baseball carried on with players rejected for _____ service or too young or too old for the draft .",987,military service,"A federal appeals court ruled against the Bush administration on Friday in a _____ case on Guantanamo detainees , declining to reconsider an order that the government has to turn over virtually all its information on many detainees .",651,central case,"When Kirkpatrick arrived , the _____ length of stay for `` frontline '' staff was just three months .",105,average length
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","_____ glass and ceramic globes are the most precious , costing as much as $ 75 .",141,antique glass,The Canberra Times : -- A prominent _____ leader is to meet privately with Queen Elizabeth on Monday at the Australian parliament .,358,aboriginal leader,The bolt entered his _____ hip and exited through his chest and foot .,787,right hip,"But researchers , physicians and pharmaceutical executives say the urgency of the problem justifies taking a _____ amount of risk , which they will disclose to everyone participating in the studies .",245,certain amount,"The imposition of emergency measures would have derailed that commitment as it would automatically have extended the tenure of the _____ parliament for another 12 months , as well as curtailing judicial and civil freedoms .",801,current parliament,The comparative profit in the _____ half of last year was 817 million kronor .,533,first half,The surges in _____ fruit and vegetable prices were related to crop damage caused by the Florida hurricanes .,838,fresh fruit,"The sprinter , who set the new mark of 9.78 seconds in the 100-meter dash in September , said he is training himself and looking for a _____ coach .",47,new coach,"The company , based in Akron , Ohio , has also ignored shareholder demands that its executives ymprovcompany 's persistent dismissal of shareholders ' concerns about its entrenched board is a _____ sign of complacency at a company whose every move is under scrutiny .",942,troubling sign,"The _____ hearing found that De Swaardt had in February 1993 told nurses he did not want whites in the same ward as blacks , and that he had removed two black patients from a ward and replaced them with whites .",397,three-day hearing
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Reneau was the 16th Texas inmate put to death this year , one short of the _____ number of executions in the state for all of last year .",39,total number,"Japan 's National Space Development Agency -(- NASDA -)- will Wednesday carry out the firing of the first engine of a satellite launched earlier this week in a bid to place it into _____ orbit , the agency said .",366,geostationary orbit,"Regardless of the specifics of the differing economic plans pending in Congress , no spending stimulus is likely to have much _____ effect unless the bank bailout works .",440,long-term effect,"An inquiry has been opened into the accident in which Joseph Kruzel , deputy assistant secretary of defense , Samuel Nelson Drew , a member of the National Security Council , and a _____ peacekeeper also died .",601,french peacekeeper,"Nissan also plans to recall about 420 Tiida vehicles sold in Singapore , Hong Kong , and Mauritius for the _____ problem , according to company spokeswoman Haruko Wada .",982,same problem,"Amman has repeatedly asked for more _____ aid , especially for the health , water and education sectors .",896,direct aid,"Besides , she added , Catherine `` is not an _____ part to do .",425,easy part,"Presumably , if a mortgage is `` rescinded , '' the borrower would have all interest payments and finance fees refunded , but would have to pay off or refinance the loan with the _____ lender or someone else .",690,same lender,"Markets will be keeping a _____ eye on this Saturday 's meeting of finance ministers from the Group of Seven leading industrial nations to see if they go beyond the normal platitudes about currencies and try to support the dollar , which has been sold off heavily in recent weeks .",421,close eye,"The shootings that left a judge and three others dead _____ week and the recent double murder of family members of a federal judge in Illinois have become the `` Sept. 11 '' of the court system , said Mary McQueen , president of the center , a 44-year old private organization that advises court administrators .",166,last week
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","A _____ orchestra composed of more than 100 women musicians will make its debut at the opening ceremonies of the United Nations World Conference on Women and '95 Non-Governmental Organizations Forum -(- NGO -)- on Women on September 4 and August 30 , respectively .",6,symphony orchestra,"At least seven shoppers were injured and an eighth -- a 27-year-old man -- died as he was rushed to a _____ hospital , he said .",13,nearby hospital,But Young said he would review First Amendment law and also the _____ case in Massachusetts where the issue of a criminal profiting from a crime was addressed by the Supreme Judicial Court .,632,only case,"Russia is building a nuclear power plant in Iran and has resisted Western calls for tougher sanctions against Tehran over its _____ program , which Washington believes is aimed at building atomic weapons .",7,nuclear program,"Owner Jones , who _ odd as this is to believe _ was also on the sideline at the time , strolled purposefully over to his coach , shook his hand , and a _____ exchange appeared to ensue .",735,brief exchange,"The surging price of _____ oil and growing demand for Chinese goods helped drive up the U.S. trade deficit to $ 54 billion in August , the second highest level in history .",228,foreign oil,"Demand for gasoline fell by about 24,000 barrels last week , the EIA said , but rose over the last four weeks by 1.4 percent compared to the _____ period last year .",379,same period,"_____ programming comprises material that has artistic or educational merit , but may include nudity , sexual themes , or other items that might offend some viewers .",950,indecent programming,"Average daily volume for the _____ week was 381.25 million shares valued at 37.46 billion rupees -(- 624.33 million dollars -)- , compared with 345.37 million shares worth 29.22 billion rupees the previous week .",352,past week,"A new plan presented by the management to unions _____ week called for 3,200 jobs to be axed out of the total of 21,000 .",78,last week
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Combine mustard , mayonnaise and _____ sauce ; blend slowly for 3 minutes .",164,worcestershire sauce,"Observers say the principle of `` command responsibility '' will be easiest to prove in Kosovo , where Milosevic had _____ control as president of the Yugoslav province .",477,direct control,"They were afraid of this big , _____ guy using street vernacular .",707,black guy,"This time , Powell plays a _____ man who pretends he 's insane to woo back his estranged wife -(- Loy -)- .",4,married man,"Ivan Stambolic , Serbia 's former president and Milosevic 's _____ mentor , was abducted and killed in 2000 , the same year that opposition leader Vuk Draskovic was targeted by what police said was a failed assassination attempt .",823,political mentor,Press reports said both Bhutto 's Pakistan Peoples Party -(- PPP -)- and the main opposition Pakistan Muslim League -(- PML -)- of _____ premier Nawaz Sharif were sceptical that Imran Khan 's movement would affect their respective vote banks in the polls due in 1998 .,475,former premier,"Japanese bonds fell after the Bank of Japan governor told parliament that _____ policy alone could n't guide the economy , a comment some traders interpreted as a sign the central bank could tolerate higher interest rates .",66,monetary policy,"Typecast as the well-scrubbed girl _____ door , Shue said `` Leaving Las Vegas '' offered the kind of characters actors want to portray but from which they are steered away by the Hollywood system .",305,next door,"He believed that the Sino-French relations will have a more beautiful future , and that the _____ embassy in France as well as the consulates there will be more effective in their work and better serve the Chinese nationals in France .",538,chinese embassy,"On the _____ side of the swap , Ilya 's remains arrived in iceboxes in Tel Aviv where they were identified by an army chaplain and placed into a coffin draped in the national flag .",756,israeli side
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",But the decision reflected a cumulative effect of 51 days of _____ behavior .,367,unpredictable behavior,"Moasher is also to hold talks with his French counterpart , Hubert Vedrine , as well as the heads of the foreign affairs committees in the _____ senate and parliament .",494,french senate,"The Communist Party , obsessed with enforcing _____ stability , has few worse fears .",910,social stability,"According to Ted Kennedy , `` it 's just the end of the _____ inning of a nine-inning ballgame , '' and he has every expectation he will be back up to bat .",724,first inning,"Now the United States and the _____ community must support the Karzai government , which remains unstable due to the powers wielded by local warlords , and steadily advance the reconstruction process .",760,global community,"If that makes _____ sense to you , then you , too , suffer from what two Stanford University professors believe is a universal syndrome : the practice of perceiving machine as man .",746,perfect sense,Hamid and another Islamic Jihad _____ leader were killed in an Israeli helicopter gunship attack on their cars on Thursday along with three civilians .,243,military leader,Baluwatar source tells Xinhua the Seven-party Alliance -(- SPA -)- and the Communist Party of Nepal -(- Maoist -)- -(- CPN-M -)- agreed to hold the elections to the _____ assembly on June 20 .,894,constituent assembly,"The _____ front includes a group of communist parties that supported Singh 's coalition until last fall , when they withdrew to protest the signing of the controversial India-U.S. civilian nuclear agreement .",386,third front,"Before any repair work begins , Navy and other military officials will inspect the plane to determine how _____ damage the surveillance equipment sustained and whether any is missing , said Peter Simmons , a Lockheed spokesman .",927,much damage
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Still , the decision brought widespread complaints from many business executives and from politicians at both ends of the _____ spectrum that the Fed was exaggerating the inflation threat at the cost of jobs and economic growth .",688,ideological spectrum,"Investors regularly cite legal uncertainty , _____ corruption and poor infrastructure as obstacles to doing business in the mainly Muslim country of 240 million people .",828,chronic corruption,"Already , Yasser Arafat had arranged the _____ show of hands which the Israelis and Americans had demanded .",145,very show,"Inter Milan drew 0-0 with Torino here at the San Siro on Saturday , a result ` E ' , Nsees them draw provisen Christian Vieri - who had scored 14 goals in 12 Serie A starts this term to top the Serie A individual spicked the wrong _____ game to bring forward for live transmission with this just the latest in a series of evening goalless draws at peak viewing time .",961,showpiece game,"Now ranked 15th , she has not played a tour event in nearly four months because of ankle and knee problems and was hardly reassuring in a round-robin exhibition in Hong Kong this month : winning just four games in a _____ loss to Elena Dementieva before citing knee pain and withdrawing from the tournament .",721,straight-set loss,"Faced with scathing criticism from a congressional panel , Purdue University has agreed to add at least one independent scientist to its latest inquiry of a nuclear scientist who claims he produced _____ fusion in tabletop experiments .",587,nuclear fusion,"At fault are analysts who leaked details of China Telecom 's earnings prospects , potential shareholders , and pricing of the new shares to Hong Kong newspapers _____ week .",122,last week,"France 's _____ minister for human rights , Rama Yade , said she was open to a ban if it is aimed at protecting women forced to wear the burqa .",75,junior minister,"President Robert Mugabe has defended the blitz which has attracted _____ condemnation from local churches , the opposition , rights groups and the international community .",247,widespread condemnation,"Once your baby learns that you 're a _____ parent , he 's a good baby and the world is a good place to be , you 've created an experience of unconditional love _ being loved for who you are , no matter whet you do .",615,good parent
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","However , in May , the 25-year-old may find himself playing in non-league _____ football as his current club , humble Macclesfield Town , are hovering just above the relegation zone in the English third division .",974,english football,"Bubblies are made in so many styles , from bone-dry Ultra Brut to gently sweet Extra Dry , so an all-sparkling wine evening can provide a variety of tastes as well as a guaranteed _____ time .",310,good time,"Bush will propose an increase of 48 billion U.S. dollars in military spending for fiscal 2003 while he submits the budget to Congress _____ week , the largest military spending hike in more than 20 years .",206,next week,"However , a senior commander in the Kosovo Liberation Army said Wednesday that his side was committed to an independent Kosovo and was joining the talks with _____ faith they would resolve the conflict .",197,little faith,"Russia no longer has the _____ role the Soviet Union played , but it remains a regional power and the contacts with Asia enable Moscow to maintain a measure of influence abroad .",677,global role,"Such service will charge after the first year 's _____ use of the ECDIS , the authorities said , without saying how much it will cost .",53,free use,"Referring to the Helms-Burton Act adopted by the U.S. Congress in March , which imposes sanctions on foreign companies investing in Cuba , the _____ government said India has consistently opposed any unilateral measures by one country which impinge on the sovereignty of another country .",571,indian government,"He came over the finish line with room to spare , ahead of Canada 's Ryder Hesjedal -(- Garmin -)- and Italian Enrico Gasparotto -(- Astana -)- to hand his Omega - Pharma team their _____ win of the season .",180,first win,"The Floridians are lobbying Democrats and Republicans from other coastal states , as well as environment-friendly Republicans and pro-drilling advocates , like House Resources Chairman Richard Pombo , R-Calif . , who believe an appropriations bill is the _____ vehicle for changing energy policy .",493,wrong vehicle,Papandreou said that the protest was jeopardizing the government 's efforts to provide _____ stabilization and development .,301,economic stabilization
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Sales fin the catering sector beat the _____ average , rising 20 percent from a year earlier , the ministry said .",556,overall average,"The center , in a statement , said it had asked Polish judicial authorities `` to investigate the crimes committed by Ivan -(- John -)- Demjanjuk in Poland ... as a first step toward his _____ extradition to stand trial in Poland '' .",484,possible extradition,"His personal popularity , which a year ago was at nearly 70 percent , has dropped to the mid-30s -- and with it his ability to threaten recalcitrant Democratic lawmakers by going over their heads to hold a public vote on proposals concerning teacher tenure , union political spending , state budget rules and _____ redistricting .",790,legislative redistricting,"US President Barack Obama is set to unveil an `` _____ series '' of reforms to plug US intelligence and security gaps following a botched terror attack on a US airliner , as new details emerge about the would-be bomber .",627,initial series,"To make up for the losses for the current fiscal year , Egypt has asked donors for 2.5 billion dollars in grants and loans which it says is to help it later expand private investment , employment and _____ growth .",355,economic growth,"The biggest challenge for Obama will be finding a balance between enlisting Russia 's support on international issues without appearing to endorse its _____ behavior at home or its ongoing threats to neighbors , most notably Georgia .",604,anti-democratic behavior,"Together with Prior , 80 not out , he shared an England record _____ stand of 153 against Bangladesh , surpassing the 143 he put on with Tim Bresnan at Mirpur in March .",592,sixth-wicket stand,"Huang Daifang , a deputy to NPC , said that allowing farmers to pawn their land would lead to _____ number of homeless people and moreover , social unrest , speaking from his own experience as a rural resident .",940,increasing number,"Federal law enforcement officials who raided the lobbyist Paul Magliocchetti 's PMA Group appear to be examining the firm 's relationship with Rep. Peter J. Visclosky , a low-profile lawmaker with _____ influence over federal spending , people familiar with the matter said this week .",83,big influence,The _____ rate on the three-month bill declined to 5.22 percent from 5.32 percent a week earlier .,446,average rate
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","On the other hand , he stressed , there had been significant and historic developments in the _____ arena , starting with the appointment of Abu Mazen as the first Palestinian prime minister , who was seen as a credible partner by both Israel and the United States .",993,diplomatic arena,"Roger Federer and Rafael Nadal will renew their epic rivalry on Sunday when the world 's two greatest players meet in a third successive Wimbledon final . Five - time champion Federer will become the _____ man in history to win six consecutive titles , and move to within one victory of Pete Sampars 's record Grand Slam collection of 14 trophies , if he wins .",508,first man,"The argue the move trades a big , upfront investment for significant dividends over the _____ term .",596,long term,"A US missile slammed into a suspected Taliban compound in Pakistan 's lawless tribal belt on the _____ border Friday , killing four people , Pakistani security officials said .",591,afghan border,"Rather , it was the _____ result of hard work , carefully honed skills and , yes , raw talent .",452,direct result,Prosecutor Abdullah Bitar on Monday approved the release of the Iraqis after the Foreign Ministry declared that they were covered by _____ immunity .,892,diplomatic immunity,"The exceptions were drafted to make it nearly impossible to get an abortion , even during the _____ trimester of pregnancy .",895,first trimester,Gulf newspapers on Tuesday deplored the row over the Arab summit slated for March in Beirut but now in doubt due to a _____ dispute between Libya and Lebanon 's Shiite Muslim community .,851,long-standing dispute,And some experts familiar with U.S. _____ health questioned whether the national network -- which was underfunded for decades and has recently seen new budget cuts -- can handle the United States ' largest natural disaster .,713,public health,"The fifth report of the director of the United Nations Mission for Verification of Human Rights in Guatemala noted that while the human rights situation continues to be of serious concern , involving impunity and serious _____ insecurity , the overall context in Guatemala is increasingly positive .",371,public insecurity
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Hernandez , the NLCS and World Series MVP in 1997 while leading the Florida Marlins to the title , retired the Mets ' first seven hitters and pitched out of two jams , allowing his _____ run on a sacrifice fly in the third .",177,only run,"An opposition party leader on Monday alleged that the _____ shooting of another opposition figure had ben ordered by the government , but a top figure in the parliament 's majority coalition rejected the claim .",963,fatal shooting,"In the _____ market , the Standard &amp; Poor 's 500 Index fell as much as 3.34 to 598.47 .",303,broad market,"It was like a movie , everything happening in _____ motion and debris flying everywhere .",490,slow motion,"Goebel did that last year when he won the Junior Grand Prix final , but he crashed on the _____ salchow Saturday .",559,quad salchow,"Both teams lined up on the edge of the field at Chepauk Stadium before the start of the _____ test to observe a minute 's silence in the memory of Miller , who was a member of the Donald Bradman-led `` invincibles '' team that toured England unbeaten in 1948 .",324,second test,"In November , the Ostrava _____ court said that her `` personal rights had been flouted , '' because she had not given her `` clear consent '' to the doctors .",40,regional court,Iranian leaders were wary of Mitterrand and his Socialist party who they judged to be pro-Israeli and who gave Iraq _____ help during the 1980-1988 Iran-Iraq war .,777,military help,"The _____ editor , Ed Needham , comes from the English-owned FHM -(- For Him Magazine -)- , whose two-year-old American version is the nation 's fastest-growing magazine .",666,new editor,The _____ lady said the president took the actions he felt were in the best interests of the United States .,855,first lady
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","The emirate said _____ month it was reconsidering the country 's five-year national plan , in order to cut spending due to the sharp fall in the price of oil , which contributes 95 percent of public revenues .",697,last month,"He flew to Sri Lanka from Indonesia where searchers found 7,118 more bodies in the shattered _____ town of Meulaboh , where families picked through piles of rubble .",188,coastal town,"She also hopes to attend college someday , to meet a nice guy and maybe get married , to live what you and I call a `` normal life '' and she calls the _____ dream come true .",54,ultimate dream,"Meanwhile , warm weather will embrace much of the East from the Deep South to the Ohio Valley , southern Great Lakes and Middle Atlantic states as a _____ ridge of high pressure holds steady over the region .",593,warm ridge,The soft-spoken DPP chairman acknowledged that Taiwan 's development is facing enormous difficulties and challenges because of the recent international situation and mainland China 's _____ threat .,875,military threat,"Pamela Bollinger , 50 , vividly remembers her career change decision , made while stuck in a 90-minute traffic jam en route to a job she did n't particularly like as an executive assistant at a _____ company .",146,pharmaceutical company,"Greyhound runs Canada 's largest passenger bus business and a 14-month-old , _____ airline that will shut down Sept. 21 .",529,money-losing airline,"In England 's _____ division , Norwich defeated Sunderland 2-1 , handing Sunderland its first league loss in 17 matches .",423,first division,"Two and a half years ago , China 's prime minister , Li Peng , fell under Next 's spotlight and , in a scathing piece , Lai denounced the _____ leader as `` a turtle 's egg with a zero IQ , '' an insult of formidable proportions in Chinese .",897,chinese leader,"In this _____ business , that fits because he will do things differently the second time .",396,crazy business
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Despite _____ belief that Labrecque would be increasingly marginalized in the merger , he has emerged as a survivor who now plays an integral role at the bank .",981,widespread belief,"With nothing at stake , the Brazilians teetered around in the _____ half , seemingly having no desire to attack .",285,first half,"It is , they say , the beginning of a _____ era of cooperation in space .",539,new era,"In place of the nondisclosure agreement , the department said it would adopt procedures to ensure that employees have the proper education and training for handling _____ information .",616,sensitive information,Leaders in both countries admit its _____ nature threatens national security .,837,porous nature,"This is an African policy ... which represents Libya and Lesotho -(- alike -)- , '' Gadhafi said , referring to a country at the _____ end of the African continent .",647,opposite end,"UN High Commissioner for Refugees Antonio Guterres will go to Georgia and Moscow _____ week and will demand greater access for aid agencies to the conflict zones , his spokesman Ron Redmond said .",138,next week,The trial in the _____ town of Bjelovar is to resume next week .,834,northeastern town,"The women 's downhill and men 's night slalom were on the _____ schedule , basically to take advantage of weekend television audiences .",912,original schedule,"Still , mounting expectations for a _____ crop led Cardenas to predict lower exports .",575,weather-damaged crop
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",It is a purposely _____ place .,970,nondescript place,Investors lulled into thinking that they did n't need `` boring '' Treasury bonds in their portfolios may have just had a _____ awakening .,804,rude awakening,"His face wrinkled and voice trembling , President Vaclav Havel criticized an absence of political civility and economic _____ play Wednesday in his first appearance since lung cancer surgery .",20,fair play,"But a source said Tuesday that Nicole Simpson told her _____ husband several weeks ago that they could never reconcile , and police said they had been called to the townhouse several times in recent months to deal with disputes between the two .",418,former husband,"The highest-ranking US _____ officer , chairman of the joint chiefs of staff Admiral Michael Mullen , also said that NATO had `` almost no success in the last seven or eight years '' in trying to stem the opium trade .",415,military officer,"A Fijian UN peacekeeper , an Israeli officer and _____ militiaman were wounded Sunday in clashes between Hezbollah and Israeli forces in south Lebanon , security officials said .",771,allied militiaman,"A second SBA-backed Sept. 11 program , which guaranteed loans made by banks to businesses across the country more broadly hurt by the _____ downturn , has a much smaller default rate , records show .",315,economic downturn,"But the more _____ thing in terms of the film 's dramatic thrust is that Phyllis represents what 's wrong with urban education , a teacher who just does n't care .",876,important thing,"The _____ victim , Gerald McHenry , 38 , was attacked at 2 a.m. while he was sleeping on the sidewalk near the intersection of 9th and Wall streets in downtown Los Angeles .",216,first victim,"The Georgian government is also lobbying hard for a multibillion-dollar oil pipeline , meant to export Central Asian and Azerbaijani oil products , to be routed west through its _____ territory .",351,own territory
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","For Giuliani , who is seeking the _____ nomination for president and who has done well in early polls , his history with Kerik looms as a likely issue in the campaign .",712,republican nomination,America is about to learn a very _____ lesson : You can borrow your way to prosperity over the short run but not to geopolitical power over the long run .,393,hard lesson,"The deputy , Mahmoud Abbas , made the comments in a _____ meeting with dozens of activists of Arafat 's Fatah movement in the Gaza Strip last month .",388,closed-door meeting,"Needed from Arafat was tangible evidence of his promises to shut down terrorism on a _____ timetable , as well as to revise his `` covenant '' to destroy Israel by vote of the Palestinian National Council .",376,specific timetable,"He is also accused of deporting large numbers of Albanians for political reasons from 1982 to 1986 , when he was _____ chairman -(- eds : correct -)- .",280,parliamentary chairman,"Helping to slow spending _____ month were snowstorms that belted the Northeast several days before Christmas , cutting traffic to stores and malls .",833,last month,That 's the most _____ thing .,327,important thing,But conference leaders said he was safe and had sent an _____ message saying victory was close at hands for Muslims .,81,e-mail message,"Caligiuri , who has been under contract with the Los Angeles Salsa of the United Systems of Independent Soccer Leagues -(- USISL -)- , the American third division , will be loaned for a year to St. Pauli with the _____ club given the option to purchase his contract next August .",737,german club,What all this is leading to is that I have found a _____ reason to be guilty .,846,new reason
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","From behind the closed doors , a _____ cheer and applause could be heard in the adjacent hallway at Nassau Coliseum .",714,loud cheer,"He said the _____ company would have greater latitude as an independent company to compete for capital or management resources , and react more quickly to business opportunities .",759,new company,"Last week , Brazil 's _____ bank only sold 26 percent of the 4.3 billion reais of treasury bills it offered as buyers demanded high yields and the central bank refused to give in .",705,central bank,Leixoes finished third in the _____ division last season .,429,second division,"Abductions of foreigners have become increasingly common in the impoverished Gaza Strip , with about 20 such cases in the _____ year .",703,past year,Thousands of students on Monday began forcibly removing dozens of protesters installed since March 27 in the main _____ building at Central University of Venezuela .,438,administrative building,The agreement was part of the DTI 's effort to step up exports to Japan which is seen here as the most _____ country in Britain 's drive to develop its trade relations with Asia .,854,important country,A _____ advantage is the Democratic dominance and organization in black communities .,821,second advantage,"After being pushed through the _____ parliament last year , the bills were rejected by the Guardians Council , which screens legislation to ensure it falls in line with the constitution and Islamic Sharia laws .",202,reformist-held parliament,"Meanwhile , the dollar climbed against the yen in the afternoon through cross trading , in which the American currency rose against the _____ mark , trader said .",562,german mark
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",The United States and Britain attacked Iraq after U.N. inspectors accused Baghdad of obstructing their search for banned weapons of _____ destruction .,678,mass destruction,A defining moment in Reid 's brief tenure occurred when offensive lineman George Hegamin left practice after learning he 'd been demoted to the _____ team .,152,second team,"The _____ group , Americans for Computer Privacy , includes dozens of Fortune 500 companies , as well as several nonprofit and interest groups .",782,new group,"George Shabad , a co-founder of the Baltic News Service and its _____ executive since 1998 , is leaving the news agency .",332,chief executive,"This served him well enough in `` Munich , '' in which he was the quiet , _____ soul at the mercy of external crises .",454,troubled soul,"_____ week , an international troika handling negotiations on the future status of the province failed to find a breakthrough after holding talks separately with Kosovo Albanians and Serbians in Vienna .",620,last week,"The administration has endorsed a third Seawolf not for any urgent _____ need , but to keep welders and engineers busy at Groton until Electric Boat starts building the new submarine in 1998 .",286,military need,"Tuesday , Granada snapped up 9.2 percent of Forte 's shares on the _____ market in a show of confidence that it 's 3.8 billion-pound -(- $ 5.9 billion -)- hostile bid will succeed .",908,open market,"In 1980 , the average chief executive earned about 42 times the amount of the _____ worker , but now CEOs earn about 431 times more than their workers , according to the AFL-CIO .",699,average worker,"Analysts do n't expect a _____ improvement in earnings at its troubled U.K. unit , Mercury Communications Ltd , but will look for stability after the departure of its former Chief Executive , Duncan Lewis , in September .",372,big improvement
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",As the _____ deficit rose to 8 percent of gross domestic product _ approximately the same level Mexico hit in 1994 _ alarms should have been going off at the Thai central bank and in the Thai government .,267,current-account deficit,"As Hillary Rodham Clinton turns 50 , she is a far more conventional -(- and coincidentally more popular -)- political wife , but she 's cautiously moving out front again on child care and as a _____ ambassador to the developing world .",107,roving ambassador,The Royal Hong Kong Police play a _____ role in Canada 's intelligence-gathering operations against organized Asian crime and in preventing people with criminal backgrounds from traveling or emigrating to Canada .,215,key role,"For several million years , a period 100 times greater than the entire _____ history of Homo sapiens , the planet 's destroyed ecosystems underwent a slow , laborious recovery .",753,known history,"At 8 a.m. the _____ day we met our crew : a gnomelike captain who never uttered a word , a trio of guys from Maryland , a Nebraska livestock mogul named Chuck and our first mate , Tyson , whose faded burgundy T-shirt , with the words `` Merv 's Team , '' harkened back to Atlantis ' previous owner .",639,next day,Any efforts to change the state constitution to ban _____ marriage could n't take place until at least 2006 _ meaning that gay couples would have a two-year window to wed before those rights could be stripped .,193,same-sex marriage,It is also offering Malaysia help in drafting `` a _____ package of measures '' to bolster confidence in the economy .,422,comprehensive package,"Conservative businessman Alvaro Arzu was sworn in Sunday as president of Guatemala , inaugurating the longest _____ stretch of elected civilian rule in the nation 's history .",90,unbroken stretch,"President Vladimir Putin has said in the past that Russia was willing to consider restructuring the debt , much of it left over from the _____ era , stressing that negotiations on the issue would have to be conducted .",998,soviet era,"She married Robert Aguirre , a U.S. citizen , and they have a _____ daughter .",282,u.s.-born daughter
