Title,Description,Keywords,ObjectUseId1,Beginning1,Middle1,End1,Step1,Object1,Use1,ObjectUseId2,Beginning2,Middle2,End2,Step2,Object2,Use2,ObjectUseId3,Beginning3,Middle3,End3,Step3,Object3,Use3,Answer.Step,Answer.rationale1,Answer.rationale2,Answer.rationale3
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",FGgJCpVeOK23I90NzfNcjQ==,PersonX wakes up hungry,PersonX eats oatmeal,PersonX washes the oatmeal bowl,Middle,bowl,put food in,8y7YPeKSa/K2Ng7UAS05JA==,PersonX books a trip,PersonX packs all PersonX's things,PersonX gets on a plane,End,ticket,get onboard,tu5IGD+S/7O7RJ7QlCVrbw==,PersonX finds a piece of rope.,PersonX ties a rope,PersonX hangs the rope from the ceiling.,End,manual,learn how to tie,Middle|End|End,Oatmeal is a watery food. It will run everywhere if not placed in a bowl. Bowls have high sides and are used to hold things.,A ticket proves that one's seat has been purchased. Planes have limited seating and require payment to reserve one's spot.,Knots can be difficult to tie. Manuals teach how to do things.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",0CZ28JVvi1gn7FLIAye8dA==,PersonX increases the retail price of shoes,PersonX increases PersonY's profits,PersonX counts their money,Beginning,ad,put shoes on sale with,MsD8foh1niv5O6BZ14JIYg==,PersonX follows closely behind PersonX.,PersonX kicks PersonX's heels,PersonX apologizes for stepping on PersonX's heels.,Middle,wooden sandals,step on,+VS0lPRXPIrvuvwVvKJEMA==,PersonX sets a goal,PersonX becomes fit,PersonX accomplished their goal,Beginning,journal,keep track of progress,Beginning|Middle|Beginning,The ad can display images and relevant information about sales location to put shoes on sale with.,The wooden sandals have a flat containing surface to step on.,The journal has pages that can be written on to keep track of progress.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ADRxnlvKdT+wXEJNKpO4/Q==,PersonX is dealing drugs,PersonX owns a car,PersonX gets pulled over by a cop,Middle,license,drive it,9BpOfqcUBH3OYYf0ivfiQw==,PersonX gets lost,PersonX looks everywhere for PersonY,PersonX calls personY's cell phone,End,battery,power the equipment,dFuYYhIk02wUZYoKvaqSYw==,PersonX worked some overtime,PersonX makes some extra money,PersonX goes on vacation,End,tickets,get to their ideal spot,Middle|End|End,A license is a government issued form of identification.  It is used to provide proof of operating a vehicle.,A battery provides portable power to electronic equipment when a plug is not available.,"Tickets are a paper-based proof of entry to various events.  Tickets ensure that the right people are allowed into the event, mainly those who have paid."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",JSHa1xHoCnnDCmdfHWGgYA==,PersonX takes the day off from work,PersonX makes bread in PersonX's spare time,PersonX slices bread and makes a sandwich,End,a fridge,keep lunch meat in,CZFDmAx6jSFpzmTvcb5EGQ==,PersonX puts on a bathing suit.,PersonX puts sunscreen,PersonX goes swimming.,Beginning,a selection of swimming suits,choose from.,lKrNy1XJJ6NlNjZFxkLTog==,PersonX burns their hand,PersonX feels a pain,PersonX puts ice on the burn,End,ziplock bag,prevent dripping water,End|Beginning|End,So it stays fresh.,So they can go to the pool.,So the floor doesn't get wet.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",9RZA8w0zAloAJV9ngD7d5w==,PersonX eats dinner,PersonX is washing dishes,PersonX puts the dishes away,Middle,dishrack,dry the dishes,d+XE9unX84b8+4U6edjh9A==,PersonX is smoking outside.,PersonX gives PersonY light,PersonX takes the lighter back from PersonY.,End,A pocket,Put the lighter into,1pwjOxW6GmicK0Ddgt7d/g==,PersonX takes a drive in the country.,PersonX sees mountains soon,PersonX takes pictures of the mountains.,End,camera,produce images,Middle|End|End,You need a clean place to place dishes while drying. A dish rack can help dry the dishes.,You need somewhere to put the lighter securely. A pocket can keep the lighter inside for later use.,A camera is required to take photos. You can use the camera to produce images of the mountains.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",LgfB2fZ3kp9tDUIbYs4IvQ==,"PersonX takes out a pan, eggs and bacon",PersonX makes eggs and bacon,PersonX sits down to eat,Beginning,cupboard,get the pan from,MAGGxjoVTat2ZnmNGnQ0Gw==,PersonX grabs paperwork,PersonX keeps PersonY record,PersonX turns in paperwork,Beginning,briefcase,put the sheets into,F4YfUW5eWzXOGsY5pzNW3A==,PersonX calls PersonY.,PersonX wants to hang out,PersonX goes to PersonY's house.,Middle,beer,offer to bring with them,Beginning|Beginning|Middle,PersonX stores their pans in the cupboard.,Because briefcases make papers easier to carry.,Because PersonY likes beer.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",D1Fz+KbythEXp4Ejq4z/Aw==,PersonX hears a new song on the radio,PersonX loves the song,PersonX buys the album of the band.,End,computer,pull up the band's website,O2GpLwyrAb+Q/ZBXPNXHPA==,PersonX looks for a good coupon,PersonX reaches for PersonX's phone,PersonX calls to make a food order.,Beginning,scissors,cut an offer out,8iCtiuvjFUN3gYRcDfKnHw==,PersonX sees that PersonY is down,PersonX gives PersonY a pep talk,PersonX gets PersonY to walk outside with him,Beginning,tissue,offer person Y,End|Beginning|Beginning,The band website sells the album. People can go onto the site to buy the album.,Scissors cut paper. Someone can cut paper to remove a coupon from the rest of the paper.,If a person is down they could be crying. If a person is crying they may want to wipe their eyes. A tissue can be used to wipe tears of off the face.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",rNcgrbxZoFJNUY9kKLz2QA==,PersonX takes medicine.,PersonX starts feeling better,PersonX goes back to work.,Beginning,a cup of water,swallow a pill,B8ekDor4hDhsG8iMb/m0vw==,PersonX goes to the lake.,PersonX decides to go for a swim,PersonX has a great day.,Middle,towel,remove excess water afterwards,Mah14qDFoek+3BtOsAJopQ==,PersonX warms up,PersonX takes the field,PersonX hits a home run,End,cleats,run the field,Beginning|Middle|End,a cup is a concave container for liquids,a towel is a cloth used to dry off and soak up excess water,cleats are footwear with spikes for traction while running
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Z4GM2sGqdHQkfO84qen35w==,PersonX goes to the mailbox,PersonX receives PersonY's letter,PersonX opens the letter,End,a nail file,slice open an envelope,X8SmaMLPOApIImdxxANQcw==,PersonX sits at the table,PersonX studies for PersonX's test,PersonX goes to bed,End,sheets,put over their body to stay warm,+TsEK665g/vNWhNrglVcOw==,PersonX takes a shower.,PersonX has a job interview,PersonX starts a new job.,Middle,resume,take with them,End|End|Middle,The nail file has a sharp edge to slice open an envelope.,The sheets have enough surface area to put over their body to stay warm.,The resume has text information and is light enough to take with them.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",osVPU70aHPDzNdtKZIaTTQ==,PersonX hears the ice cream truck,PersonX immediately ran outside,PersonX buys ice cream,End,change,pay the vendor,TZZ5Eg+Xi6ZmDxmfG7diAw==,PersonX signs up for flying lessons,PersonX drives or pilot a plane until learn,PersonX gets a pilot's license,End,back pocket,put the wallet in.,W6KfI1QQBe729zNSKCRvYg==,PersonX buys a pair of binoculars.,PersonX sees distant objects,PersonX lets PersonY use the binoculars.,Beginning,checkbook,write a check to pay for the item,End|End|Beginning,change is coins used a money,a back pocket is a pouch used to store things,a checkbook is a book of checks used to make payments
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",HY5JgQD80ruuwo08QqMYpw==,PersonX got up from bed,PersonX eats breakfast,PersonX goes to work,Middle,milk,have with the cereal,pn66lcek75W0EYIC3rBdxw==,PersonX goes to art school.,PersonX reaches PersonX's potential,PersonX has artwork in a museum now.,Beginning,easel,place canvas onto for painting,ACQdvC9GMLJ6lYOQXowYHg==,PersonX wakes up hungry,PersonX makes oatmeal for breakfast,PersonX puts away the dishes,Middle,sugar,sweeten oatmeal,Middle|Beginning|Middle,Cereal is consumed with milk. You can have milk with cereal for breakfast.,Something needs to hold the canvas when painting on it. An easel can hold the canvas.,Sugar is used to sweeten things. Sugar can be used to sweeten oatmeal.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",vxLE0ArxRPyhilqwuSU9PA==,PersonX is hesitant to go to the picnic,PersonX has a nice time,PersonX stays hours longer than planned,Middle,A picnic blanket,sit on and set out the food and drink,97EZE64y0YAP6eCfThuWlA==,PersonX goes to the mall,PersonX spends so much money,PersonX hides their receipts from others,End,papers,cover up receipts,vGlnBxUeG4ZcCtOr6ZGeNA==,PersonX reads about an important cause.,PersonX raises money to support,PersonX takes money to a charity.,Beginning,notes,write down important ideas,Middle|End|Beginning,A picnic is normally eaten on a blanket so the food doesn't touch the ground.,This item doesn't make sense.,They would need a note pad to write down notes.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",z6bvqCLAmUpNBDmf0AvYtQ==,PersonX starts up the lawn mower engine.,PersonX is mowing PersonX's lawn,PersonX takes a shower.,Beginning,gasoline,run the mower,n38DbIipUpGPL8sTea/g9A==,PersonX receives the assignment from the boss,PersonX carries out PersonX's work,PersonX turns in the finished work for approval,End,boss,sign the signature,kX2z0mG3oMByonkmgotBZA==,PersonX goes to the bank,PersonX puts money in PersonX's purse,PersonX goes to the store,Middle,strap,hold bag around shoulder,Beginning|End|Middle,Lawn mowers rely on gasoline to power them. You will need to fill the gas reservoir with gasoline before starting the lawn mower engine.,Sometimes people sign documents to show that they approve of something. A boss will sign their signature on finished work to show their approval.,A strap is an easy way to keep a bag attached to your person. It can help to prevent you from losing your bag with money in it and minimizes the risk of having the bag stolen.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",bR0A6VZCcyLaohaT9z7OFg==,PersonX stayed out in the rain.,PersonX starts sneezing,PersonX takes a cold pill.,End,glass,drink water to wash down the pill,Qhuv1LTytTYQE1JNGu/G8A==,PersonX goes to the store for PersonY,PersonX gets what PersonY needed,PersonX gives the receipt to PersonY,Beginning,list,follow in the place,cJaXnJBlZiYyu3Cun0CF8g==,PersonX receives a job offer,PersonX takes the offer,PersonX buys a new set of work clothes,End,finances,buy clothes,End|Beginning|End,A glass is a container to hold a beverage. A person can drink water from a glass to wash down a pill.,A list is a record of items or actions. It can be followed in a store when someone is buying something.,Finances are a measure of the cash someone has. It can be used to buy clothes.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",DPaqUWQlWovcTLr0Ug6WGA==,PersonX gets into PersonX's car,PersonX is on PersonX's way to work,PersonX arrives at work,Middle,badge,clock in with,6avw+mhxk10J/IgngU5j1g==,PersonX receives new seeds in the mail.,PersonX plants a garden in PersonX's backyard,PersonX watches the plants grow.,Beginning,home,have the seeds sent to,A/YXD7dYIcbUDBbE4F2qJQ==,PersonX is broke,PersonX borrows cash on the credit,PersonX is in debt,End,car,find extra work,Middle|Beginning|End,A badge shows that you are a worker in the building and are therefore allowed to enter.,"When you order something by mail they have to be delivered to an address, and a home has an address.","You have to travel to get to a place to work from where you are, and a car can be used to travel."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",9w7Qm981qBuX5QwwfATuLA==,PersonX is going to a store,PersonX does something special,PersonX is happy to get a gift,Middle,umbrella,protect PersonY from the rain,4g2q1VyrzbBWi9l0LS944A==,PersonX works hard.,PersonX makes lots of money,PersonX goes on vacation.,End,a van,go on an adventure,f8Rq0vXfP4gukmA0r5iRmQ==,PersonX takes a cake out of the oven,PersonX lets it cool,PersonX cuts the cake,End,knife,slice the cake,Middle|End|End,Umbrellas are used above your head to shelter you outside from rain.,Vans have lots of room and storage to go on long trips,Knives have sharp blades that can cut through food.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",KYtWV0KxmepXA5Dc2qCEZQ==,PersonX goes to look for something to eat,PersonX eats bread,PersonX goes to the store to buy groceries,Middle,plate,put it on,cbZzmtccPwZTsayYwJ7rSQ==,PersonX has cannibalistic traits,PersonX puts PersonY in the oven,PersonX is arrested for murder,Beginning,Self help book,help overcome problem,p3LVtso/Uu2BwIIZKQmhyw==,PersonX needs help mowing the lawn,PersonX asks PersonX's brother,PersonX thanks PersonX's brother,Beginning,gasoline,power the lawn mower,Middle|Beginning|Beginning,The plate has a flat surface to put it on.,The self help book has text that can be read and understood to help overcome problems.,The gasoline can be burned to power the lawn mower.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",lOhuOVGHPRC2Z8x1plqTxQ==,PersonX looks at an apartment,PersonX pays rent,PersonX moves in,Middle,enough money,pay the rent,uKzYfQ8RxuC8g8Pi9jXYSA==,PersonX Puts on their badge,PersonX gives PersonY orders,PersonX Plans a meeting,Beginning,badge,attach to shirt,fo118WxRqu6tez0MmLpE7w==,PersonX goes to college,PersonX gets a degree,PersonX gets a job,End,car,apply for work,Middle|Beginning|End,Money is used to pay for goods or services. You need to make sure you have enough money to pay the rent of the apartment you want.,A badge shows that someone is working as a security guard and they attach it to their shirt so it is in a visible place.,A car gets you from one place to another so you can apply for work in person and talk to the manager at the place.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",l9ODJ73OA7Nvlv6c/CU3ug==,PersonX sees their dog vomiting on the floor,PersonX takes PersonX's dog to the vet,PersonX gets medicine for their dog and takes it home,Middle,pet carrier,get the animal to the destination,hKIJPO465BCpfyBNZLR6cg==,PersonX signs up for a dating app.,PersonX is going on a date,PersonX schedules a second date.,Beginning,cell phone,download the dating app,m3QsoUI/zj9bQPZIDMh28Q==,PersonX has a cookout,PersonX eats a hot dog,PersonX cleans the mess from the cookout,Beginning,grill,cook with,Middle|Beginning|Beginning,"PersonX takes the dog to the vet. When traveling, the pet needs to be safe so a pet carrier is needed.","Nowadays, an app is used to find a date.  PersonX needs a phone to store the app.",Cooking outside is best during great seasons. A grill is necessary to fire it.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",l9Ly06hWHs059KtihxHgiw==,PersonX graduated from high school,PersonX does n't want to go to college,PersonX joins the military instead,Beginning,robes,walk on stage with,0K3u57dJATz9jJYMrZjMnw==,PersonX takes out wallet,PersonX puts money back,PersonX puts wallet back in pocket,Middle,pocket,hold money,POxmwNNMuFdo1428NNFxjw==,PersonX drives to PersonY's house,PersonX takes PersonY on a hike,PersonX takes PersonY home,End,golf cart,putt putt along.,Beginning|Middle|End,A robe is a necessary piece of clothing used during graduation.,Pockets are used to hold small objects and can very conveniently hold money when needed.,A Golf Cart is not required in this situation.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",9ZK4wM5eYTTK8zWwx1ckoQ==,PersonX looks a the paper.,PersonX wants ads,PersonX takes out the ads and looks at deals to buy.,Beginning,spectacles,see the document,RafiEBJYz9UPpuvLPebEyg==,PersonX lights candles.,PersonX holds candles and to receive,PersonX receives a blessing from PersonY.,Beginning,a lighter,light the candle,Chnw/nz+2OkcY2lkGmmP/w==,PersonX gets off work,PersonX takes care of herself,PersonX takes a shower,End,razor,shave in the shower,Beginning|Beginning|End,Correct their vision and reduce the possibility of migraines.,A single flame to ignite an object.,Cut hair very close to the body.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",xPfpiCiwFjTQT/jDtn0bzg==,PersonX runs a marathon.,PersonX accomplishes PersonX's mission,"PersonX goes out to dinner afterwards, but can barely walk straight.",End,gift card,pay for the food,8lr074oej8SLnf5jau6JBw==,PersonX reviews for the test.,PersonX has a big test tomorrow,PersonX receives the highest grade.,Beginning,lights,see words easily,wz4GPpRTPsg0GNgMsiF4nQ==,PersonX returns the bad seafood.,PersonX gets a full refund,PersonX buys pasta for dinner.,Middle,receipt,verify purchase,End|Beginning|Middle,"When going out to dinner, you need to pay for the food. You can pay for the food using a credit card.","If someone is reviewing for a test, they need to be able to see the words easily. The words can easily be seen using lights.","In order to get a full refund, you need to be able to verify your purchase. A receipt can be used to verify your purchase."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",BE6SV1gnfCo7Mam5x1lmzg==,PersonX goes to PersonY's house.,PersonX goes to the PersonZoo with PersonY's family,PersonX feeds the monkeys bananas.,End,spot,stand next to the monkey cage,XuMup+GHSFCtwH0YsJOsyQ==,PersonX went to bed late,PersonX sleeps late,PersonX wakes up late,Beginning,duvet cover,put over them in bed,ktnJuakOa79smuw6lpUMcw==,PersonX browses PersonY's social media accounts,PersonX knows much about PersonY,PersonX sends a friend request to PersonY,Beginning,electronic device,connect to the internet,End|Beginning|Beginning,A spot is necessary to have a good look.,A duvet cover is enough to cover them up.,You need a device to achieve an internet connection.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",uBHV2jKuSaw5yNytcGoMTQ==,PersonX graduated from University,PersonX achieves PersonX's ends,PersonX get's a well paying job,End,resume,give to the hiring manager,KSwB2JsySnSuBn9n3SwvAQ==,PersonX is hungry,PersonX loves pizza well,PersonX decided to eat a sandwich,End,condiments,season food,O/ckNMua3lCw64EVPWSDfA==,PersonX jumps in the pool,PersonX has lost PersonX's phone,PersonX searches for PersonX's phone,Beginning,towel,dry off afterward,End|End|Beginning,"Handing over a resume to a hiring manager is often one of the first steps in securing a job. Without a resume, a hiring manager will not know your prerequisites and capabilities.",Sandwiches may be dry and bland without condiments. Condiments can be added to season the sandwich.,When the person gets back out of the pool they will be wet. Towels are designed to retain moisture and will also the person to start to dry.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",E/Ah6CStlmm2lrYw+lBlcQ==,PersonX plans a new project.,PersonX gets all the supplies,PersonX builds a shed.,Middle,a box,put supplies in,KoKofNsA7a6IEtsHKLHCVQ==,PersonX starts to feel sick.,PersonX has PersonX's appendix removed,PersonX recovers in the hospital.,Middle,identification,show the hospital,gq8KoKEQrI8NWbHlrdvPHg==,PersonX puts on makeup,PersonX is really cute,PersonX goes on a date,Beginning,mirror,see what they are doing,Middle|Middle|Beginning,"a box has four sides and a bottom so it can be used to hold items. when getting supplies, its useful to be able to hold them in a container. a box can be used to put the supplies in so they can be carried.","identification can prove an identity, because it has a name and a picture on it. identification is needed so that the hospital knows who the patient is, so that they can access the right insurance and medical records.",a mirror has a reflective surface that can be used to see one's face. a mirror is useful to be able to see where makeup is being applied when applying it
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ohObL5gp4PSk9WR1i7a6dg==,PersonX buys a greenhouse,PersonX waters the plants,PersonX sells the plants,Beginning,money,pay for said item,AjXU1u0LFX9o+gjgam3V8A==,PersonX takes a drive in the country.,PersonX sees mountains soon,PersonX takes pictures of the mountains.,Beginning,map,locate a route,+Z0ES5Q7/cJaEZPybNAnKg==,PersonX finishes their work,PersonX feels satisfied,PersonX treats themselves to ice cream,End,bowl,hold dessert,Beginning|Beginning|End,Because they don't already have the materials.,So they can get to the correct route.,Because it would just be messy.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",+iy3wa9Uxp1wEk/IYh4/Cw==,PersonX gets a present from PersonY,PersonX cuts the ribbon,PersonX opens the present,Middle,scissors,open package,r9qznrjwZOapgFeM1Dc5Lg==,PersonX learns about art theory in school,PersonX draws a picture,PersonX frames the picture to hang on the wall,End,picture case,put finished product in,NzuFkIAiFZMHkIMzmrGB2g==,PersonX practices daily,PersonX becomes very good,PersonX scores the winning goal,End,soccer shoes,run the field,Middle|End|End,Scissors refer to a tool used for cutting. You need scissors to cut the ribbon and open the package.,"A picture case, or frame, is used to protect and display visual art. You need a picture case to frame the picture so that it can be hung on the wall.","Soccer shoes refer to footwear used when playing soccer. To run the soccer fields and be a great player, you need soccer shoes."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",CcbUi+iezFGvl13q6+f70Q==,PersonX gathers their paperwork,PersonX pays taxes,PersonX mails a form,End,envelope,put the form in,trjaVMQ9XMKjNO9+laBUyg==,PersonX tells a joke,PersonX puts a smile on my face,PersonX leaves the stage,End,Steps,walk off the stage with,ahr1+QPDDrfVdDg6OHm4Hw==,PersonX draws on the sidewalk with chalk,PersonX plays hopscotch,PersonX makes some fresh lemonade,Beginning,towels,erase designs,End|End|Beginning,An envelope is required to send in the mail.,Stages are tall and you need steps to get off safely.,Towels are absorbent and will clean off chalk.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",eSUjvgXM0KNF1+p2ad8Ccg==,PersonX builds an army.,PersonX sends PersonY army,PersonX wins the war.,Middle,orders,outline tactical advantage,dHAIAQ1We0mw0GCneNO78g==,PersonX polishes their golf clubs,PersonX plays golf,PersonX takes a shower,Middle,tees,tee the ball,1+HJmK/G0ZGjZPvN8zBdlA==,PersonX needs some new clothes,PersonX finds clothes at the store,PersonX tries the clothes on,Middle,credit card,be ready to make a purchase,Middle|Middle|Middle,They want to win the war.,To drive the ball from.,X has no cash.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",9/30CPeXHPi5GFlX7fEWZQ==,PersonX wraps themselves up as a present,PersonX is the best gift PersonY had ever gotten,PersonX throws away the torn wrapping paper,Beginning,bow,put on their head,OFgKI+S3O3ptPskOhxTIMQ==,PersonX participates in the charity bake sale every PersonYear.,PersonX often made cakes,PersonX buys a new springform pan.,Middle,plates,feed others the food,F5j0+U8wJDAzK9EvXY+Djw==,PersonX goes to the restaurant,PersonX decides what to eat,PersonX orders a hamburger,Middle,menu,Choose meal,Beginning|Middle|Middle,A bow makes a great presentation of a gift.,Food needs to be put on plates so people can eat.,Menus are needed to describe food items.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",jSuOrNU4bWsHQ/1vQFdg3w==,PersonX is a pitcher for the baseball game,PersonX tosses the ball,PersonX catches the ball in the air,Beginning,uniform,play on a team,NfrU2JWQhOag8BtZXASRog==,PersonX desires a new headphones,PersonX finds a cheap one,PersonX buys the headphones,End,cellphone,plug the headphones into,gutQ2/h9m5Mkwu/BRZR8wg==,PersonX applies for various positions after finishing spring classes.,PersonX gets a summer job,PersonX saves money to buy a new car.,Beginning,resume,give to potential employers,Beginning|End|Beginning,A uniform will indicate a person's team so that everyone will be able to differentiate the teams.,A cellphone would be needed to play music.  The headphones only work with another device.,A resume will show the applicable skills and past job history.  It will help determine whether an employer will hire someone.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",r6ZF5wRWFvFbrWfrpSyTCQ==,PersonX notices PersonYs room is dirty,PersonX is cleaning PersonY's room,PersonX takes pride in a clean product,Middle,laundry basket,collect the clothes,C7jmkGH0KAgxWfLPhu7ZNQ==,PersonX explores the area,PersonX crosses the rubicon,PersonX gets back to safety,Beginning,gear,protect body from injury,MI1a8Ry1tyuHJTmL82k41A==,PersonX sees a gemstone,PersonX takes pictures of it,PersonX sends them to a scientist,End,envelope,put the paper images into,Middle|Beginning|End,You can use the laundry basket to put all the clothes in to carry them to the laundry room easier.,You never know what you might come across when exploring and gear will cover your body and protect.,An envelope will hold all the pictures so they don't get lost and you can put them in the mail to send to the scientist
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",zP2PkXjNfZRHZ9K8BJf2zg==,PersonX embarrasses himself in class,PersonX gets PersonX's mind off it,PersonX reads a book to distract himself,End,library,go to find a book at,2mPoJelxPBuc/adq2lvMOA==,PersonX reads the instructions,PersonX follows the instructions,PersonX builds the perfect model Millennium Falcon,Beginning,a manual,peruse the steps,MxJi/vjwLoJH57nQFU9uIQ==,PersonX gets lost trying to find the store.,PersonX is away from home,PersonX ask for directions from a local.,Beginning,roads,put vehicle on,End|Beginning|Beginning,Libraries have a ton of books in stock.,A manual will walk you through step by step on what to do.,A vehicle works best on roads as non roads will damage the vehicle.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Kzzv2wckUDpMd7SS2A5qPw==,PersonX plants tulip bulbs,PersonX enjoys PersonX's work,PersonX cleans her gardening tools,Middle,tools,do the job right,SrV0ysM/xMy8MIhtBj51kQ==,PersonX gets a stick,PersonX pricks up PersonX's ears,PersonX scratches PersonX's ears,End,nails,scratch their skin,K3cp3AQa35JP75oU3FBUZg==,PersonX falls out of the raft,PersonX is washed away,PersonX climbs out of the water downstream,End,vines,hold on to while climbing,Middle|End|End,Tools are required to dig holes for the bulbs. Appropriate tools make work easier.,Object is out of place for the event,Vines can be grasped by a person to extricate themselves from the river
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",eRue6N21tAtloC0C1iJi8g==,PersonX is hiring PersonY for a job.,PersonX gives PersonY security,PersonX offers PersonY many benefits.,End,an insurance card,prove health coverage,QLQ57quyl9xk/2PkW0JgVQ==,PersonX needle works all the squares,PersonX produces another quilt,PersonX give the quilt to a friend,End,wrapping paper,decorate the gift,Jx6E2EaU7clRF1XrB5AWaQ==,PersonX moves to Alaska.,PersonX loves the snow,PersonX stores snowballs for the future.,Beginning,suitcase,bring their things in,End|End|Beginning,The insurance card symbolizes they paid a company to prove health coverage.,The wrapping paper is colorful with patterns to decorate the gift.,The suitcase has a containing volume to bring their things in.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",MA2iyqrvJkYHf3kw9a1K7g==,PersonX gets into a new expensive collecting hobby,PersonX wastes all PersonX's money,PersonX regrets their purchases and tries to resell the items,End,paper,Keep track of sales,/r9/dS30PobcZL7qBdai7w==,PersonX unlocks the chest.,PersonX opens the chest,PersonX takes jewels out of the chest.,Beginning,key,unlock the chest,Rkt6OOWXikDuVCGogwyJCA==,PersonX learns to brew beer,PersonX brews PersonX's own beer,PersonX sells beer,End,website,advertise their creation,End|Beginning|End,Paper helps with keeping information.,The key unlocks the chest.,The website helps advertise to internet easier.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",oWOzeYkZkHVy4iKcVm9lhw==,PersonX hears that PersonY wants to learn French.,PersonX offers to teach PersonY,PersonX is now teaching PersonY French.,End,A cd player,listen to the language,+IegOdHd67ht0TZDHpZe4g==,PersonX onX buys a new lawnmower,PersonX is mowing PersonY's lawn,PersonX onX drinks a lot of water after finishing the lawn,End,cup,drink water,BiKTdFcJlfkaf0lCKfOz1g==,PersonX tells PersonY they are sick,PersonX goes check on PersonY,PersonX buys PersonY lunch as a thank you,End,funds,buy lunch,End|End|End,A CD player plays sounds on compact discs. It can be used to listen to a language in order to learn it.,A cup is a container that can hold liquid. A person can drink water from a cup.,Funds are a source of money. They can be used to exchange to buy lunch.
