Title,Description,Keywords,word10b,word1a,word1b,word5a,word5b,word3b,word3a,word11a,word11b,word6a,word6b,word17b,word17a,word8b,word8a,word13a,word15a,word10a,word19a,word19b,word18b,word18a,word15b,word2a,word2b,word0b,word0a,word4b,word4a,word13b,word7b,word7a,word12a,word12b,word16a,word16b,word9a,word9b,word14b,word14a,Answer.Q0Answer,Answer.Q0Meaning,Answer.Q10Answer,Answer.Q10Meaning,Answer.Q11Answer,Answer.Q11Meaning,Answer.Q12Answer,Answer.Q12Meaning,Answer.Q13Answer,Answer.Q13Meaning,Answer.Q14Answer,Answer.Q14Meaning,Answer.Q15Answer,Answer.Q15Meaning,Answer.Q16Answer,Answer.Q16Meaning,Answer.Q17Answer,Answer.Q17Meaning,Answer.Q18Answer,Answer.Q18Meaning,Answer.Q19Answer,Answer.Q19Meaning,Answer.Q1Answer,Answer.Q1Meaning,Answer.Q2Answer,Answer.Q2Meaning,Answer.Q3Answer,Answer.Q3Meaning,Answer.Q4Answer,Answer.Q4Meaning,Answer.Q5Answer,Answer.Q5Meaning,Answer.Q6Answer,Answer.Q6Meaning,Answer.Q7Answer,Answer.Q7Meaning,Answer.Q8Answer,Answer.Q8Meaning,Answer.Q9Answer,Answer.Q9Meaning
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",resting,the,rail,inquire,investigate,complement,cooperate,complement,consist,elaboration,refinement,economic,important,seeming,professing,list,attorney-general,following,support,complement,expressions,information,choice,sticking,stop,ineligible,elgible,formulated,prepare,scheduled,imbalances,structural imbalance,vitally important,essential,rehabilitation,outpatient,determinations,action,breeding,sawing,elgible,1,following,1,consist,1,essential,5,list,1,sawing,1,choice,1,rehabilitation,3,important,1,information,1,support,1,the,1,stop,1,cooperate,1,prepare,3,inquire,5,elaboration,1,imbalances,2,professing,1,action,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",resting,the,rail,inquire,investigate,complement,cooperate,complement,consist,elaboration,refinement,economic,important,seeming,professing,list,attorney-general,following,support,complement,expressions,information,choice,sticking,stop,ineligible,elgible,formulated,prepare,scheduled,imbalances,structural imbalance,vitally important,essential,rehabilitation,outpatient,determinations,action,breeding,sawing,elgible,1,resting,1,complement,1,essential,5,list,3,sawing,1,choice,1,outpatient,3,important,1,information,1,support,4,the,1,stop,2,cooperate,3,prepare,5,inquire,4,elaboration,2,imbalances,5,seeming,1,action,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",enhance,remaining,resting,overly meddlesome,constrained,reinforce,complement,training,breeding,foresee,formulated,entail,complement,conclusion,final,chop-chop,requirement,complement,organize,formulated,comply,complement,prohibition,requirement,limits,uncertainty,circumstances,conclusion,jirga,rapidly,formulated,invented,formulated,define,nervousness,uncertainty,adjudications,determinations,violate,constrained,circumstances,3,enhance,5,breeding,3,define,3,chop-chop,5,constrained,1,requirement,2,uncertainty,2,complement,2,complement,2,organize,3,resting,2,limits,4,complement,4,conclusion,2,overly meddlesome,2,foresee,3,invented,4,final,4,determinations,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",enhance,remaining,resting,overly meddlesome,constrained,reinforce,complement,training,breeding,foresee,formulated,entail,complement,conclusion,final,chop-chop,requirement,complement,organize,formulated,comply,complement,prohibition,requirement,limits,uncertainty,circumstances,conclusion,jirga,rapidly,formulated,invented,formulated,define,nervousness,uncertainty,adjudications,determinations,violate,constrained,,3,enhance,4,training,3,define,2,chop-chop,2,violate,1,,1,,3,complement,2,,4,organize,2,resting,4,limits,2,,4,conclusion,2,,1,,1,invented,4,final,5,,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",enhance,remaining,resting,overly meddlesome,constrained,reinforce,complement,training,breeding,foresee,formulated,entail,complement,conclusion,final,chop-chop,requirement,complement,organize,formulated,comply,complement,prohibition,requirement,limits,uncertainty,circumstances,conclusion,jirga,rapidly,formulated,invented,formulated,define,nervousness,uncertainty,adjudications,determinations,violate,constrained,circumstances,1,complement,3,,2,define,2,rapidly,3,violate,2,requirement,2,,3,complement,2,complement,1,organize,2,,1,limits,2,reinforce,1,conclusion,2,constrained,2,foresee,1,invented,3,,4,determinations,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",enhance,remaining,resting,overly meddlesome,constrained,reinforce,complement,training,breeding,foresee,formulated,entail,complement,conclusion,final,chop-chop,requirement,complement,organize,formulated,comply,complement,prohibition,requirement,limits,uncertainty,circumstances,conclusion,jirga,rapidly,formulated,invented,formulated,define,nervousness,uncertainty,adjudications,determinations,violate,constrained,,3,complement,4,training,2,define,4,chop-chop,5,constrained,3,requirement,1,nervousness,5,complement,3,complement,2,organize,4,resting,2,limits,1,complement,3,conclusion,1,overly meddlesome,4,foresee,3,invented,5,final,5,determinations,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",enhance,remaining,resting,overly meddlesome,constrained,reinforce,complement,training,breeding,foresee,formulated,entail,complement,conclusion,final,chop-chop,requirement,complement,organize,formulated,comply,complement,prohibition,requirement,limits,uncertainty,circumstances,conclusion,jirga,rapidly,formulated,invented,formulated,define,nervousness,uncertainty,adjudications,determinations,violate,constrained,circumstances,1,enhance,1,training,1,define,1,chop-chop,3,violate,1,requirement,1,nervousness,4,complement,1,comply,1,organize,1,resting,1,limits,1,complement,1,conclusion,1,constrained,1,foresee,1,invented,3,final,3,determinations,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",enhance,remaining,resting,overly meddlesome,constrained,reinforce,complement,training,breeding,foresee,formulated,entail,complement,conclusion,final,chop-chop,requirement,complement,organize,formulated,comply,complement,prohibition,requirement,limits,uncertainty,circumstances,conclusion,jirga,rapidly,formulated,invented,formulated,define,nervousness,uncertainty,adjudications,determinations,violate,constrained,circumstances,1,complement,1,training,1,formulated,1,rapidly,1,violate,1,prohibition,1,nervousness,4,complement,1,comply,5,organize,1,resting,1,limits,1,reinforce,1,conclusion,1,constrained,1,foresee,1,invented,4,final,5,adjudications,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",enhance,remaining,resting,overly meddlesome,constrained,reinforce,complement,training,breeding,foresee,formulated,entail,complement,conclusion,final,chop-chop,requirement,complement,organize,formulated,comply,complement,prohibition,requirement,limits,uncertainty,circumstances,conclusion,jirga,rapidly,formulated,invented,formulated,define,nervousness,uncertainty,adjudications,determinations,violate,constrained,uncertainty,1,complement,4,training,2,define,1,rapidly,5,violate,1,requirement,1,uncertainty,2,complement,1,comply,1,organize,3,resting,1,limits,1,complement,5,conclusion,1,constrained,1,foresee,1,invented,5,final,5,determinations,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",report,stop,constrained,professing,pretending,mimic,resemble,decide,determinations,unparalleled,uncompromised,rebuts,implicates,racial profiling,profiling,evolvability,pinned,profiling,constrained,overdependent,standard,normal,down,restrictions,requirement,contextualize,compose,edition,variant,hypothesis,notifying,mention,update,complement,suggested,hypothesis,determinations,trade-off,interference,constrained,compose,4,profiling,2,decide,4,update,2,hypothesis,1,interference,3,down,3,suggested,4,implicates,3,normal,5,overdependent,3,stop,3,requirement,4,resemble,5,edition,4,pretending,4,unparalleled,2,mention,3,profiling,4,trade-off,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",report,stop,constrained,professing,pretending,mimic,resemble,decide,determinations,unparalleled,uncompromised,rebuts,implicates,racial profiling,profiling,evolvability,pinned,profiling,constrained,overdependent,standard,normal,down,restrictions,requirement,contextualize,compose,edition,variant,hypothesis,notifying,mention,update,complement,suggested,hypothesis,determinations,trade-off,interference,constrained,compose,3,report,2,decide,3,complement,1,hypothesis,1,interference,1,down,3,suggested,4,,2,normal,4,constrained,2,stop,4,,2,,3,edition,2,pretending,2,,3,mention,3,,4,determinations,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",report,stop,constrained,professing,pretending,mimic,resemble,decide,determinations,unparalleled,uncompromised,rebuts,implicates,racial profiling,profiling,evolvability,pinned,profiling,constrained,overdependent,standard,normal,down,restrictions,requirement,contextualize,compose,edition,variant,hypothesis,notifying,mention,update,complement,suggested,hypothesis,determinations,trade-off,interference,constrained,compose,1,report,3,decide,5,update,1,hypothesis,1,interference,1,down,2,suggested,1,implicates,1,normal,5,constrained,1,stop,2,requirement,2,resemble,4,edition,3,pretending,1,uncompromised,1,mention,4,profiling,4,trade-off,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",report,stop,constrained,professing,pretending,mimic,resemble,decide,determinations,unparalleled,uncompromised,rebuts,implicates,racial profiling,profiling,evolvability,pinned,profiling,constrained,overdependent,standard,normal,down,restrictions,requirement,contextualize,compose,edition,variant,hypothesis,notifying,mention,update,complement,suggested,hypothesis,determinations,trade-off,interference,constrained,compose,4,report,2,decide,5,update,1,hypothesis,2,interference,2,down,2,suggested,3,,2,normal,5,,2,stop,4,,3,resemble,4,edition,3,pretending,3,,2,mention,3,profiling,4,determinations,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",report,stop,constrained,professing,pretending,mimic,resemble,decide,determinations,unparalleled,uncompromised,rebuts,implicates,racial profiling,profiling,evolvability,pinned,profiling,constrained,overdependent,standard,normal,down,restrictions,requirement,contextualize,compose,edition,variant,hypothesis,notifying,mention,update,complement,suggested,hypothesis,determinations,trade-off,interference,constrained,compose,4,report,2,decide,4,update,1,hypothesis,1,constrained,1,down,4,suggested,2,implicates,3,normal,5,constrained,1,stop,2,restrictions,3,mimic,4,edition,2,pretending,1,unparalleled,1,mention,3,profiling,4,trade-off,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",report,stop,constrained,professing,pretending,mimic,resemble,decide,determinations,unparalleled,uncompromised,rebuts,implicates,racial profiling,profiling,evolvability,pinned,profiling,constrained,overdependent,standard,normal,down,restrictions,requirement,contextualize,compose,edition,variant,hypothesis,notifying,mention,update,complement,suggested,hypothesis,determinations,trade-off,interference,constrained,compose,4,report,1,decide,5,update,1,hypothesis,2,interference,2,down,4,suggested,4,rebuts,2,normal,5,constrained,1,stop,5,requirement,3,mimic,5,edition,3,pretending,1,unparalleled,2,mention,1,profiling,5,trade-off,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",report,stop,constrained,professing,pretending,mimic,resemble,decide,determinations,unparalleled,uncompromised,rebuts,implicates,racial profiling,profiling,evolvability,pinned,profiling,constrained,overdependent,standard,normal,down,restrictions,requirement,contextualize,compose,edition,variant,hypothesis,notifying,mention,update,complement,suggested,hypothesis,determinations,trade-off,interference,constrained,compose,3,report,3,decide,4,update,2,hypothesis,1,interference,2,down,2,suggested,3,rebuts,2,normal,5,constrained,1,stop,2,requirement,2,mimic,4,edition,4,pretending,3,uncompromised,1,mention,2,,5,trade-off,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",compose,adjudicative,determinations,earthquake,faulting,left,odd,to,formulated,constrained,obfuscate,disturbs,irritates,earthquake,homeless,requirement,thought,animate,necessary,requirement,standard,ansi ul,time,mimic,time,requirement,limitation,games,choice,eligibility criterion,worrisome,worrying,formulated,adopted,natural,causes buxeda,keen,stabbing,requirement,constraint,requirement,4,compose,2,formulated,3,adopted,4,eligibility criterion,4,requirement,4,thought,2,natural,2,disturbs,5,standard,4,necessary,5,determinations,4,time,1,odd,2,choice,1,earthquake,2,constrained,3,worrying,5,earthquake,2,keen,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",compose,adjudicative,determinations,earthquake,faulting,left,odd,to,formulated,constrained,obfuscate,disturbs,irritates,earthquake,homeless,requirement,thought,animate,necessary,requirement,standard,ansi ul,time,mimic,time,requirement,limitation,games,choice,eligibility criterion,worrisome,worrying,formulated,adopted,natural,causes buxeda,keen,stabbing,requirement,constraint,requirement,4,compose,4,to,1,adopted,1,requirement,1,requirement,1,time,1,natural,1,disturbs,3,standard,1,necessary,3,,2,time,1,left,1,games,2,earthquake,3,constrained,2,,5,homeless,1,stabbing,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",compose,adjudicative,determinations,earthquake,faulting,left,odd,to,formulated,constrained,obfuscate,disturbs,irritates,earthquake,homeless,requirement,thought,animate,necessary,requirement,standard,ansi ul,time,mimic,time,requirement,limitation,games,choice,eligibility criterion,worrisome,worrying,formulated,adopted,natural,causes buxeda,keen,stabbing,requirement,constraint,,,compose,,,,,,requirement,,,,time,,natural,,,,standard,,,,determinations,,time,,left,,games,,,,,,worrying,,homeless,,keen,
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",compose,adjudicative,determinations,earthquake,faulting,left,odd,to,formulated,constrained,obfuscate,disturbs,irritates,earthquake,homeless,requirement,thought,animate,necessary,requirement,standard,ansi ul,time,mimic,time,requirement,limitation,games,choice,eligibility criterion,worrisome,worrying,formulated,adopted,natural,causes buxeda,keen,stabbing,requirement,constraint,requirement,3,animate,2,to,1,adopted,1,requirement,5,requirement,3,time,1,natural,2,irritates,5,standard,2,necessary,5,determinations,2,time,1,,3,games,2,earthquake,5,constrained,3,worrying,5,homeless,1,stabbing,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",compose,adjudicative,determinations,earthquake,faulting,left,odd,to,formulated,constrained,obfuscate,disturbs,irritates,earthquake,homeless,requirement,thought,animate,necessary,requirement,standard,ansi ul,time,mimic,time,requirement,limitation,games,choice,eligibility criterion,worrisome,worrying,formulated,adopted,natural,causes buxeda,keen,stabbing,requirement,constraint,requirement,1,compose,2,to,1,adopted,1,requirement,5,requirement,2,time,1,natural,1,disturbs,4,standard,1,,5,determinations,2,time,1,,3,,2,earthquake,5,constrained,1,worrying,5,,1,stabbing,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",compose,adjudicative,determinations,earthquake,faulting,left,odd,to,formulated,constrained,obfuscate,disturbs,irritates,earthquake,homeless,requirement,thought,animate,necessary,requirement,standard,ansi ul,time,mimic,time,requirement,limitation,games,choice,eligibility criterion,worrisome,worrying,formulated,adopted,natural,causes buxeda,keen,stabbing,requirement,constraint,requirement,4,animate,1,to,1,adopted,1,requirement,4,requirement,4,time,1,natural,1,disturbs,1,standard,1,necessary,4,determinations,2,time,1,left,1,games,1,earthquake,1,constrained,2,worrying,5,earthquake,1,stabbing,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",compose,adjudicative,determinations,earthquake,faulting,left,odd,to,formulated,constrained,obfuscate,disturbs,irritates,earthquake,homeless,requirement,thought,animate,necessary,requirement,standard,ansi ul,time,mimic,time,requirement,limitation,games,choice,eligibility criterion,worrisome,worrying,formulated,adopted,natural,causes buxeda,keen,stabbing,requirement,constraint,requirement,3,compose,4,to,1,adopted,4,requirement,4,requirement,2,time,1,natural,1,disturbs,4,standard,1,requirement,5,determinations,1,time,1,left,1,choice,1,earthquake,4,constrained,3,worrying,4,homeless,1,stabbing,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",contents,formulated,clarify,studying,sticking,markers,pens highlighters,elucidation,elaboration,surface transportation program,grants,expressions,reflexion,details,elaboration,indicate,lower,conclusion,uncertainty,the,diss,insulting,empowered,measurement,determinations,conclusion,findings,thought,retrieve,implicates,strained,constrained,implemented,formulated,formulated,conceived,choice,quality,balance,imbalances,findings,3,conclusion,1,elaboration,5,implemented,4,indicate,2,balance,1,empowered,2,conceived,4,expressions,4,diss,5,the,1,clarify,3,determinations,3,markers,5,thought,3,studying,2,grants,1,constrained,2,details,5,choice,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",contents,formulated,clarify,studying,sticking,markers,pens highlighters,elucidation,elaboration,surface transportation program,grants,expressions,reflexion,details,elaboration,indicate,lower,conclusion,uncertainty,the,diss,insulting,empowered,measurement,determinations,conclusion,findings,thought,retrieve,implicates,strained,constrained,implemented,formulated,formulated,conceived,choice,quality,balance,imbalances,findings,2,contents,1,elaboration,4,formulated,2,indicate,2,balance,3,lower,1,formulated,4,expressions,3,diss,4,the,1,clarify,1,measurement,3,markers,3,thought,2,studying,1,grants,1,strained,2,details,2,choice,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",contents,formulated,clarify,studying,sticking,markers,pens highlighters,elucidation,elaboration,surface transportation program,grants,expressions,reflexion,details,elaboration,indicate,lower,conclusion,uncertainty,the,diss,insulting,empowered,measurement,determinations,conclusion,findings,thought,retrieve,implicates,strained,constrained,implemented,formulated,formulated,conceived,choice,quality,balance,imbalances,findings,5,conclusion,2,elaboration,5,formulated,5,indicate,5,imbalances,5,lower,1,conceived,5,expressions,5,diss,5,uncertainty,1,clarify,5,measurement,3,markers,5,retrieve,4,sticking,4,grants,1,strained,4,details,5,choice,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",contents,formulated,clarify,studying,sticking,markers,pens highlighters,elucidation,elaboration,surface transportation program,grants,expressions,reflexion,details,elaboration,indicate,lower,conclusion,uncertainty,the,diss,insulting,empowered,measurement,determinations,conclusion,findings,thought,retrieve,implicates,strained,constrained,implemented,formulated,formulated,conceived,choice,quality,balance,imbalances,findings,4,contents,1,,5,formulated,2,indicate,1,balance,3,lower,1,formulated,2,reflexion,1,diss,5,uncertainty,1,clarify,1,measurement,1,markers,5,thought,1,studying,1,grants,1,strained,3,details,4,choice,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",contents,formulated,clarify,studying,sticking,markers,pens highlighters,elucidation,elaboration,surface transportation program,grants,expressions,reflexion,details,elaboration,indicate,lower,conclusion,uncertainty,the,diss,insulting,empowered,measurement,determinations,conclusion,findings,thought,retrieve,implicates,strained,constrained,implemented,formulated,formulated,conceived,choice,quality,balance,imbalances,findings,4,contents,1,elaboration,1,formulated,1,indicate,1,balance,1,lower,1,formulated,1,reflexion,1,diss,5,the,1,clarify,1,measurement,3,markers,4,retrieve,1,sticking,1,grants,1,strained,1,,,choice,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",contents,formulated,clarify,studying,sticking,markers,pens highlighters,elucidation,elaboration,surface transportation program,grants,expressions,reflexion,details,elaboration,indicate,lower,conclusion,uncertainty,the,diss,insulting,empowered,measurement,determinations,conclusion,findings,thought,retrieve,implicates,strained,constrained,implemented,formulated,formulated,conceived,choice,quality,balance,imbalances,,5,contents,4,elaboration,5,formulated,5,indicate,4,balance,3,lower,1,formulated,5,reflexion,3,diss,5,the,1,clarify,4,measurement,4,markers,4,retrieve,3,studying,1,grants,1,strained,1,details,5,choice,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",contents,formulated,clarify,studying,sticking,markers,pens highlighters,elucidation,elaboration,surface transportation program,grants,expressions,reflexion,details,elaboration,indicate,lower,conclusion,uncertainty,the,diss,insulting,empowered,measurement,determinations,conclusion,findings,thought,retrieve,implicates,strained,constrained,implemented,formulated,formulated,conceived,choice,quality,balance,imbalances,conclusion,5,conclusion,1,elaboration,1,formulated,2,indicate,4,balance,1,lower,1,formulated,5,expressions,1,insulting,5,the,1,clarify,1,measurement,3,markers,4,thought,1,sticking,1,grants,1,strained,1,details,5,choice,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",monger,providing,professing,cognizant,constrained,investigate,probe,guidelines,requirement,contradicts,implicates,synthesize,compose,sticking,beating,residing,explain,trader,formulated,rewrite,cried,prayed,formulated,essential,necessary,be,complement,gynecology,cardiothoracic,resting,prefer,choice,meme,thought,economic,environmental,undersupplied,constrained,democrate,hitler,be,1,trader,2,requirement,4,thought,1,resting,4,democrate,1,explain,2,environmental,2,compose,4,cried,2,rewrite,2,providing,1,necessary,4,investigate,4,gynecology,2,constrained,1,implicates,2,choice,4,beating,2,constrained,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",monger,providing,professing,cognizant,constrained,investigate,probe,guidelines,requirement,contradicts,implicates,synthesize,compose,sticking,beating,residing,explain,trader,formulated,rewrite,cried,prayed,formulated,essential,necessary,be,complement,gynecology,cardiothoracic,resting,prefer,choice,meme,thought,economic,environmental,undersupplied,constrained,democrate,hitler,be,3,monger,3,requirement,3,thought,3,resting,3,democrate,3,explain,3,environmental,3,compose,3,prayed,3,formulated,3,providing,3,,4,investigate,3,cardiothoracic,3,cognizant,3,implicates,3,prefer,3,sticking,3,undersupplied,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",monger,providing,professing,cognizant,constrained,investigate,probe,guidelines,requirement,contradicts,implicates,synthesize,compose,sticking,beating,residing,explain,trader,formulated,rewrite,cried,prayed,formulated,essential,necessary,be,complement,gynecology,cardiothoracic,resting,prefer,choice,meme,thought,economic,environmental,undersupplied,constrained,democrate,hitler,be,1,trader,1,,2,thought,1,resting,1,hitler,1,explain,2,,1,compose,2,cried,1,rewrite,1,,1,,4,probe,4,gynecology,2,,1,,1,choice,3,,1,constrained,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",monger,providing,professing,cognizant,constrained,investigate,probe,guidelines,requirement,contradicts,implicates,synthesize,compose,sticking,beating,residing,explain,trader,formulated,rewrite,cried,prayed,formulated,essential,necessary,be,complement,gynecology,cardiothoracic,resting,prefer,choice,meme,thought,economic,environmental,undersupplied,constrained,democrate,hitler,be,1,trader,4,guidelines,4,thought,1,resting,2,hitler,1,explain,2,economic,1,compose,4,cried,2,rewrite,3,providing,1,,,probe,4,gynecology,3,constrained,1,contradicts,3,choice,4,beating,1,constrained,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",monger,providing,professing,cognizant,constrained,investigate,probe,guidelines,requirement,contradicts,implicates,synthesize,compose,sticking,beating,residing,explain,trader,formulated,rewrite,cried,prayed,formulated,essential,necessary,be,complement,gynecology,cardiothoracic,resting,prefer,choice,meme,thought,economic,environmental,undersupplied,constrained,democrate,hitler,be,1,trader,1,requirement,4,thought,4,resting,4,hitler,1,explain,1,environmental,1,compose,5,cried,2,rewrite,3,providing,2,necessary,5,investigate,5,gynecology,1,constrained,1,contradicts,1,prefer,4,beating,1,constrained,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",monger,providing,professing,cognizant,constrained,investigate,probe,guidelines,requirement,contradicts,implicates,synthesize,compose,sticking,beating,residing,explain,trader,formulated,rewrite,cried,prayed,formulated,essential,necessary,be,complement,gynecology,cardiothoracic,resting,prefer,choice,meme,thought,economic,environmental,undersupplied,constrained,democrate,hitler,be,1,trader,3,guidelines,4,thought,2,resting,3,hitler,1,explain,1,economic,1,compose,2,cried,1,rewrite,2,providing,1,essential,4,probe,4,gynecology,1,constrained,1,implicates,1,choice,4,beating,1,constrained,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",monger,providing,professing,cognizant,constrained,investigate,probe,guidelines,requirement,contradicts,implicates,synthesize,compose,sticking,beating,residing,explain,trader,formulated,rewrite,cried,prayed,formulated,essential,necessary,be,complement,gynecology,cardiothoracic,resting,prefer,choice,meme,thought,economic,environmental,undersupplied,constrained,democrate,hitler,be,1,trader,2,requirement,3,thought,1,resting,3,hitler,1,explain,2,,1,compose,3,cried,3,rewrite,1,providing,1,necessary,5,investigate,5,gynecology,1,cognizant,1,contradicts,1,prefer,4,beating,2,undersupplied,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",choice,conditions,requirement,mean,thought,keen,penetrative,makes,markers,complement,associate,requirement,re quire,codified,enforced,affect,jape,choice,choice,aim,says,expressions,laughs,pinned,pin,escape,fleeing,develop,complement,disturbs,scheduled,rescheduled,constrained,limited,necessity,essential,odd,unsettling,implicates,categorize,fleeing,5,,5,makes,2,limited,4,affect,4,categorize,1,laughs,1,essential,4,requirement,5,says,3,choice,4,conditions,1,pin,5,keen,1,develop,2,mean,1,complement,3,scheduled,5,enforced,2,odd,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",choice,conditions,requirement,mean,thought,keen,penetrative,makes,markers,complement,associate,requirement,re quire,codified,enforced,affect,jape,choice,choice,aim,says,expressions,laughs,pinned,pin,escape,fleeing,develop,complement,disturbs,scheduled,rescheduled,constrained,limited,necessity,essential,odd,unsettling,implicates,categorize,escape,4,,,markers,1,limited,4,affect,3,categorize,1,laughs,3,essential,4,requirement,3,says,3,choice,5,requirement,3,pin,3,keen,2,develop,1,thought,1,associate,1,scheduled,3,enforced,2,unsettling,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",choice,conditions,requirement,mean,thought,keen,penetrative,makes,markers,complement,associate,requirement,re quire,codified,enforced,affect,jape,choice,choice,aim,says,expressions,laughs,pinned,pin,escape,fleeing,develop,complement,disturbs,scheduled,rescheduled,constrained,limited,necessity,essential,odd,unsettling,implicates,categorize,escape,4,,5,makes,1,limited,4,affect,3,categorize,1,laughs,3,necessity,4,requirement,4,says,3,choice,4,conditions,4,pin,4,keen,1,develop,3,mean,1,complement,2,scheduled,3,enforced,2,odd,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",choice,conditions,requirement,mean,thought,keen,penetrative,makes,markers,complement,associate,requirement,re quire,codified,enforced,affect,jape,choice,choice,aim,says,expressions,laughs,pinned,pin,escape,fleeing,develop,complement,disturbs,scheduled,rescheduled,constrained,limited,necessity,essential,odd,unsettling,implicates,categorize,escape,5,,5,makes,1,limited,5,disturbs,3,categorize,2,laughs,1,essential,5,re quire,3,says,1,choice,3,requirement,4,,5,keen,1,develop,1,,1,associate,2,scheduled,4,enforced,3,odd,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",choice,conditions,requirement,mean,thought,keen,penetrative,makes,markers,complement,associate,requirement,re quire,codified,enforced,affect,jape,choice,choice,aim,says,expressions,laughs,pinned,pin,escape,fleeing,develop,complement,disturbs,scheduled,rescheduled,constrained,limited,necessity,essential,odd,unsettling,implicates,categorize,,3,,5,makes,1,limited,3,affect,4,,1,laughs,1,,4,re quire,4,says,3,aim,1,conditions,4,pin,4,,3,develop,1,mean,1,,1,scheduled,3,enforced,1,odd,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",choice,conditions,requirement,mean,thought,keen,penetrative,makes,markers,complement,associate,requirement,re quire,codified,enforced,affect,jape,choice,choice,aim,says,expressions,laughs,pinned,pin,escape,fleeing,develop,complement,disturbs,scheduled,rescheduled,constrained,limited,necessity,essential,odd,unsettling,implicates,categorize,escape,4,,5,makes,1,limited,4,affect,2,implicates,1,jape,4,essential,5,requirement,5,says,2,aim,4,conditions,4,pin,5,keen,4,develop,1,mean,2,complement,2,scheduled,5,enforced,4,,
