Title,Description,Keywords,id_1,id_2,sample_number_of_best_expl,question,answer_choices,gold_label,which_gold,explanation_1,explanation_2,Answer.equalbad,Answer.equalgood,Answer.q1_valid,Answer.similar
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",7cf54544d54818d53e7088c0749a3eca,7cf54544d54818d53e7088c0749a3eca,greedy,What must a student in engineering do?,"answer question, begin to study, be able to count, do mathematics, or learn language",do mathematics,0,Mathematics is a base of engineering. A student in engineering must do mathematics. Be able to count is not a work that an engineering student must do. A student in engineering might not answer question or begin to study. Engineering student must not learn languages.,Mathematics is a subject commonly taught in engineering courses.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",ad37795fd9e3a65553683ff305b5113d,ad37795fd9e3a65553683ff305b5113d,greedy,What western state has thousands of miles of shore?,"california, picture of sea side, see side picture, seaside town, or beach",california,1,California is a western state that has thousands of miles of shoreline.,California is a western state of US having so many shores. Picture of seaside or seaside town or beach or see side picture is not a state.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",ad37795fd9e3a65553683ff305b5113d,ad37795fd9e3a65553683ff305b5113d,greedy,What western state has thousands of miles of shore?,"california, picture of sea side, see side picture, seaside town, or beach",california,1,California is a western state that has thousands of miles of shoreline.,California is a western state of US having so many shores. Picture of seaside or seaside town or beach or see side picture is not a state.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",ad37795fd9e3a65553683ff305b5113d,ad37795fd9e3a65553683ff305b5113d,greedy,What western state has thousands of miles of shore?,"california, picture of sea side, see side picture, seaside town, or beach",california,1,California is a western state that has thousands of miles of shoreline.,California is a western state of US having so many shores. Picture of seaside or seaside town or beach or see side picture is not a state.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",3bf06235a537adc9d85431846595b800,3bf06235a537adc9d85431846595b800,greedy,"Animals come in all types, some fly thanks to their lightweight hollow what?","bones, heads, eyes, tails, or bodies",bones,0,Birds are warm blooded vertebrates with lightweight hollow skeleton which means bones. So some animals can fly thanks to their lightweight hollow bones. All the other options are parts of animals which are not hollow.,"Bones are the main component of an animal's body. They are the most important part of the animal, and are the part that makes it possible for the animal to fly.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",3bf06235a537adc9d85431846595b800,3bf06235a537adc9d85431846595b800,greedy,"Animals come in all types, some fly thanks to their lightweight hollow what?","bones, heads, eyes, tails, or bodies",bones,0,Birds are warm blooded vertebrates with lightweight hollow skeleton which means bones. So some animals can fly thanks to their lightweight hollow bones. All the other options are parts of animals which are not hollow.,"Bones are the main component of an animal's body. They are the most important part of the animal, and are the part that makes it possible for the animal to fly.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",3bf06235a537adc9d85431846595b800,3bf06235a537adc9d85431846595b800,greedy,"Animals come in all types, some fly thanks to their lightweight hollow what?","bones, heads, eyes, tails, or bodies",bones,0,Birds are warm blooded vertebrates with lightweight hollow skeleton which means bones. So some animals can fly thanks to their lightweight hollow bones. All the other options are parts of animals which are not hollow.,"Bones are the main component of an animal's body. They are the most important part of the animal, and are the part that makes it possible for the animal to fly.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",fce1c5d069758aea57a787fc98dcf7a9,fce1c5d069758aea57a787fc98dcf7a9,2,Where is a great place to buy fresh fruit?,"san francisco, big box retailer, market, tree, or refrigerator",market,1,Markets are typically known for selling fruits and vegetables. The bulk of the produce usually comes from farmers who have not yet sold their produce to chain retailers.,Market is a place where a lot of vendors sell fresh fruits and vegetables. All other options do not sell fresh fruit.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",fce1c5d069758aea57a787fc98dcf7a9,fce1c5d069758aea57a787fc98dcf7a9,2,Where is a great place to buy fresh fruit?,"san francisco, big box retailer, market, tree, or refrigerator",market,1,Markets are typically known for selling fruits and vegetables. The bulk of the produce usually comes from farmers who have not yet sold their produce to chain retailers.,Market is a place where a lot of vendors sell fresh fruits and vegetables. All other options do not sell fresh fruit.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",fce1c5d069758aea57a787fc98dcf7a9,fce1c5d069758aea57a787fc98dcf7a9,2,Where is a great place to buy fresh fruit?,"san francisco, big box retailer, market, tree, or refrigerator",market,1,Markets are typically known for selling fruits and vegetables. The bulk of the produce usually comes from farmers who have not yet sold their produce to chain retailers.,Market is a place where a lot of vendors sell fresh fruits and vegetables. All other options do not sell fresh fruit.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",cf8e30dd6956d03e3f0f0397112a8696,cf8e30dd6956d03e3f0f0397112a8696,greedy,Where is a monkey likely to enjoy being?,"theatre, banana tree, research laboratory, sailor suit, or mulberry bush",banana tree,0,Monkeys like tree tops and they love banana. They enjoy being on banana trees. All the other options are suitable for monkeys to enjoy hence are incorrct.,"Monkeys are often found in trees, and so it's likely that they would enjoy being in a banana tree.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",cf8e30dd6956d03e3f0f0397112a8696,cf8e30dd6956d03e3f0f0397112a8696,greedy,Where is a monkey likely to enjoy being?,"theatre, banana tree, research laboratory, sailor suit, or mulberry bush",banana tree,0,Monkeys like tree tops and they love banana. They enjoy being on banana trees. All the other options are suitable for monkeys to enjoy hence are incorrct.,"Monkeys are often found in trees, and so it's likely that they would enjoy being in a banana tree.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",cf8e30dd6956d03e3f0f0397112a8696,cf8e30dd6956d03e3f0f0397112a8696,greedy,Where is a monkey likely to enjoy being?,"theatre, banana tree, research laboratory, sailor suit, or mulberry bush",banana tree,0,Monkeys like tree tops and they love banana. They enjoy being on banana trees. All the other options are suitable for monkeys to enjoy hence are incorrct.,"Monkeys are often found in trees, and so it's likely that they would enjoy being in a banana tree.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",7d937233b4a9043da0b976dbd42d141b,7d937233b4a9043da0b976dbd42d141b,0,What is a possible outcome for committing murder?,"prosecution, imprisonment, trial, incarceration, or problems",imprisonment,0,A possible outcome for committing murder is imprisonment which is the act of putting an accused in prison if proven guilty. Committing a murder is the possible outcome of having problems with someone. Incarceration is the possible outcome of a legal trial of a murder and not of murder. A trial is a possible outcome of the prosecution and not of murder. Prosecution is a possible outcome of the investigation and not of murder.,"Murder is a serious crime, and if you get caught you could be imprisoned.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",7d937233b4a9043da0b976dbd42d141b,7d937233b4a9043da0b976dbd42d141b,0,What is a possible outcome for committing murder?,"prosecution, imprisonment, trial, incarceration, or problems",imprisonment,0,A possible outcome for committing murder is imprisonment which is the act of putting an accused in prison if proven guilty. Committing a murder is the possible outcome of having problems with someone. Incarceration is the possible outcome of a legal trial of a murder and not of murder. A trial is a possible outcome of the prosecution and not of murder. Prosecution is a possible outcome of the investigation and not of murder.,"Murder is a serious crime, and if you get caught you could be imprisoned.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",7d937233b4a9043da0b976dbd42d141b,7d937233b4a9043da0b976dbd42d141b,0,What is a possible outcome for committing murder?,"prosecution, imprisonment, trial, incarceration, or problems",imprisonment,0,A possible outcome for committing murder is imprisonment which is the act of putting an accused in prison if proven guilty. Committing a murder is the possible outcome of having problems with someone. Incarceration is the possible outcome of a legal trial of a murder and not of murder. A trial is a possible outcome of the prosecution and not of murder. Prosecution is a possible outcome of the investigation and not of murder.,"Murder is a serious crime, and if you get caught you could be imprisoned.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",839f3c37622c1ed5eebc9cd0b9d658e8,839f3c37622c1ed5eebc9cd0b9d658e8,0,Where can you store you spare linens near your socks?,"hospital, chest, dresser drawers, home, or cabinet",dresser drawers,1,A dresser includes a large drawer (and typically several smaller ones) for the purpose of storing clothes and linens in a household. Drawers in a dresser are typically in the home.,Dresser Drawers are the one where we keep sterilised dressing materials washed and clean linens. We can store your spare linens near your socks in dresser drawers. Hospital provides surgical treatment but whole hospital is not used for storing spare linen. Chest is not a proper place to keep washed or clean spare linens. Home doesn’t need to store spare linens as not used in home. Cabinets are not clean and hygienic to keep spare linens.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",839f3c37622c1ed5eebc9cd0b9d658e8,839f3c37622c1ed5eebc9cd0b9d658e8,0,Where can you store you spare linens near your socks?,"hospital, chest, dresser drawers, home, or cabinet",dresser drawers,1,A dresser includes a large drawer (and typically several smaller ones) for the purpose of storing clothes and linens in a household. Drawers in a dresser are typically in the home.,Dresser Drawers are the one where we keep sterilised dressing materials washed and clean linens. We can store your spare linens near your socks in dresser drawers. Hospital provides surgical treatment but whole hospital is not used for storing spare linen. Chest is not a proper place to keep washed or clean spare linens. Home doesn’t need to store spare linens as not used in home. Cabinets are not clean and hygienic to keep spare linens.,on,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",839f3c37622c1ed5eebc9cd0b9d658e8,839f3c37622c1ed5eebc9cd0b9d658e8,0,Where can you store you spare linens near your socks?,"hospital, chest, dresser drawers, home, or cabinet",dresser drawers,1,A dresser includes a large drawer (and typically several smaller ones) for the purpose of storing clothes and linens in a household. Drawers in a dresser are typically in the home.,Dresser Drawers are the one where we keep sterilised dressing materials washed and clean linens. We can store your spare linens near your socks in dresser drawers. Hospital provides surgical treatment but whole hospital is not used for storing spare linen. Chest is not a proper place to keep washed or clean spare linens. Home doesn’t need to store spare linens as not used in home. Cabinets are not clean and hygienic to keep spare linens.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",49b4c9e1bd7946a819e173ce8fa4c7c9,49b4c9e1bd7946a819e173ce8fa4c7c9,3,The teacher doesn't tolerate noise during a test in their what?,"factory, bowling alley, classroom, store, or movie theatre",classroom,1,"A classroom is an appropriate location for a teacher to prohibit noise during a test, because while the test is underway, no stimuli other than the teacher speaking should matter. The test is therefore an effective use of the teacher's power to shape the classro",A teacher takes the test in a classroom where she does not tolerate any noise. All the other options are incorrect as a test is not conducted in any of the options.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",49b4c9e1bd7946a819e173ce8fa4c7c9,49b4c9e1bd7946a819e173ce8fa4c7c9,3,The teacher doesn't tolerate noise during a test in their what?,"factory, bowling alley, classroom, store, or movie theatre",classroom,1,"A classroom is an appropriate location for a teacher to prohibit noise during a test, because while the test is underway, no stimuli other than the teacher speaking should matter. The test is therefore an effective use of the teacher's power to shape the classro",A teacher takes the test in a classroom where she does not tolerate any noise. All the other options are incorrect as a test is not conducted in any of the options.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",49b4c9e1bd7946a819e173ce8fa4c7c9,49b4c9e1bd7946a819e173ce8fa4c7c9,3,The teacher doesn't tolerate noise during a test in their what?,"factory, bowling alley, classroom, store, or movie theatre",classroom,1,"A classroom is an appropriate location for a teacher to prohibit noise during a test, because while the test is underway, no stimuli other than the teacher speaking should matter. The test is therefore an effective use of the teacher's power to shape the classro",A teacher takes the test in a classroom where she does not tolerate any noise. All the other options are incorrect as a test is not conducted in any of the options.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",2c0030cc14a27be2401dcfdaa501f0fc,2c0030cc14a27be2401dcfdaa501f0fc,2,James found the sound relaxing.   It was so relaxing he almost did what despite his efforts?,"fall asleep, feeling good, invigorating, deep breathing, or worried",fall asleep,1,"Deep breathing is relaxing, and can cause a person to drift off to sleep.","When the sound is realxing, one can easily fall asleep. Efforts are made by john to keep awake, but its relaxing sound made him almost feel asleep. Deep breathing or invigorating is not done while listening to a relaxing sound. We dont worry, we feel relaxed while listening to a relaxing sound. he will not put efforts to stop feeling good so this cant be the answer.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",2c0030cc14a27be2401dcfdaa501f0fc,2c0030cc14a27be2401dcfdaa501f0fc,2,James found the sound relaxing.   It was so relaxing he almost did what despite his efforts?,"fall asleep, feeling good, invigorating, deep breathing, or worried",fall asleep,1,"Deep breathing is relaxing, and can cause a person to drift off to sleep.","When the sound is realxing, one can easily fall asleep. Efforts are made by john to keep awake, but its relaxing sound made him almost feel asleep. Deep breathing or invigorating is not done while listening to a relaxing sound. We dont worry, we feel relaxed while listening to a relaxing sound. he will not put efforts to stop feeling good so this cant be the answer.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",2c0030cc14a27be2401dcfdaa501f0fc,2c0030cc14a27be2401dcfdaa501f0fc,2,James found the sound relaxing.   It was so relaxing he almost did what despite his efforts?,"fall asleep, feeling good, invigorating, deep breathing, or worried",fall asleep,1,"Deep breathing is relaxing, and can cause a person to drift off to sleep.","When the sound is realxing, one can easily fall asleep. Efforts are made by john to keep awake, but its relaxing sound made him almost feel asleep. Deep breathing or invigorating is not done while listening to a relaxing sound. We dont worry, we feel relaxed while listening to a relaxing sound. he will not put efforts to stop feeling good so this cant be the answer.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",fde48d43e27cefed6ed9c52514e0bb6d,fde48d43e27cefed6ed9c52514e0bb6d,3,What is the main purpose of having a bath?,"use water, wetness, cleanness, exfoliation, or hygiene",cleanness,0,Bathing is the action of washing and cleaning oneself so the main purpose of having a bath is cleanness. All the other options are not the main purposes of having a bath.,Bathers usually get in there in order to get clean. That's the main purpose of taking a bath.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",fde48d43e27cefed6ed9c52514e0bb6d,fde48d43e27cefed6ed9c52514e0bb6d,3,What is the main purpose of having a bath?,"use water, wetness, cleanness, exfoliation, or hygiene",cleanness,0,Bathing is the action of washing and cleaning oneself so the main purpose of having a bath is cleanness. All the other options are not the main purposes of having a bath.,Bathers usually get in there in order to get clean. That's the main purpose of taking a bath.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",fde48d43e27cefed6ed9c52514e0bb6d,fde48d43e27cefed6ed9c52514e0bb6d,3,What is the main purpose of having a bath?,"use water, wetness, cleanness, exfoliation, or hygiene",cleanness,0,Bathing is the action of washing and cleaning oneself so the main purpose of having a bath is cleanness. All the other options are not the main purposes of having a bath.,Bathers usually get in there in order to get clean. That's the main purpose of taking a bath.,,on,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",46ba5d2b8cfc6708e5e2618568d8730e,46ba5d2b8cfc6708e5e2618568d8730e,greedy,"The audience listened to the orchestra play, where were they watching the performance?","hockey game, school, museum, sporting event, or concert hall",concert hall,0,Concert Hall is a place where musical concerts are played and an orchestra is a musical concert. The audience were watching the performance in a Concert Hall. All the other options  are not places where an orchestra is performed.,"The audience was watching a performance in a concert hall, a place where concerts are often held.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",46ba5d2b8cfc6708e5e2618568d8730e,46ba5d2b8cfc6708e5e2618568d8730e,greedy,"The audience listened to the orchestra play, where were they watching the performance?","hockey game, school, museum, sporting event, or concert hall",concert hall,0,Concert Hall is a place where musical concerts are played and an orchestra is a musical concert. The audience were watching the performance in a Concert Hall. All the other options  are not places where an orchestra is performed.,"The audience was watching a performance in a concert hall, a place where concerts are often held.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",46ba5d2b8cfc6708e5e2618568d8730e,46ba5d2b8cfc6708e5e2618568d8730e,greedy,"The audience listened to the orchestra play, where were they watching the performance?","hockey game, school, museum, sporting event, or concert hall",concert hall,0,Concert Hall is a place where musical concerts are played and an orchestra is a musical concert. The audience were watching the performance in a Concert Hall. All the other options  are not places where an orchestra is performed.,"The audience was watching a performance in a concert hall, a place where concerts are often held.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",5c2bc4335c8860342ec2d568ceb6ac6b,5c2bc4335c8860342ec2d568ceb6ac6b,1,Where is a shelf likely to be hidden behind a door?,"school building, cupboard, bookstore, wardrobe, or refrigerator",cupboard,1,"A cupboard is a person-height furniture full of shelves, and people like to keep things that don't show out of sight behind doors.",Cupboard contains a door. Cupboard contains shelves inside it. School building or Refrigerator or Bookstore dont has hidden shelf behind door. Wardrobe dont contains a door.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",5c2bc4335c8860342ec2d568ceb6ac6b,5c2bc4335c8860342ec2d568ceb6ac6b,1,Where is a shelf likely to be hidden behind a door?,"school building, cupboard, bookstore, wardrobe, or refrigerator",cupboard,1,"A cupboard is a person-height furniture full of shelves, and people like to keep things that don't show out of sight behind doors.",Cupboard contains a door. Cupboard contains shelves inside it. School building or Refrigerator or Bookstore dont has hidden shelf behind door. Wardrobe dont contains a door.,,on,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",5c2bc4335c8860342ec2d568ceb6ac6b,5c2bc4335c8860342ec2d568ceb6ac6b,1,Where is a shelf likely to be hidden behind a door?,"school building, cupboard, bookstore, wardrobe, or refrigerator",cupboard,1,"A cupboard is a person-height furniture full of shelves, and people like to keep things that don't show out of sight behind doors.",Cupboard contains a door. Cupboard contains shelves inside it. School building or Refrigerator or Bookstore dont has hidden shelf behind door. Wardrobe dont contains a door.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",57b83653d82b27d32bc39228130f3516,57b83653d82b27d32bc39228130f3516,greedy,"The poor girls needed a light to see, what was the relationship between that light and finishing her homework?","cumbersome, darkness, crucial, forceful, or obesity",crucial,0,"Crucial is decisive or critical, especially in the success or failure of something. The poor girls needed a light to see, the relationship between that light and finishing her homework was crucial. The poor girl needed a light to see so the relationship couldn’t be darkness. Cumbersome is too heavy in every aspect that is size, shape and weight therefore difficult to carry or use. Cumbersome is burdensome or hindering and the relationship couldn’t be bulky. The girls were poor states they were not overweight. The girls needed a light to see, so when there was no light the task finishing their homework was a failure and not forceful and assertive.","If a person is in the dark, it is difficult to see. If a person is in the dark and needs to see, it is crucial that they have a light.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",57b83653d82b27d32bc39228130f3516,57b83653d82b27d32bc39228130f3516,greedy,"The poor girls needed a light to see, what was the relationship between that light and finishing her homework?","cumbersome, darkness, crucial, forceful, or obesity",crucial,0,"Crucial is decisive or critical, especially in the success or failure of something. The poor girls needed a light to see, the relationship between that light and finishing her homework was crucial. The poor girl needed a light to see so the relationship couldn’t be darkness. Cumbersome is too heavy in every aspect that is size, shape and weight therefore difficult to carry or use. Cumbersome is burdensome or hindering and the relationship couldn’t be bulky. The girls were poor states they were not overweight. The girls needed a light to see, so when there was no light the task finishing their homework was a failure and not forceful and assertive.","If a person is in the dark, it is difficult to see. If a person is in the dark and needs to see, it is crucial that they have a light.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",57b83653d82b27d32bc39228130f3516,57b83653d82b27d32bc39228130f3516,greedy,"The poor girls needed a light to see, what was the relationship between that light and finishing her homework?","cumbersome, darkness, crucial, forceful, or obesity",crucial,0,"Crucial is decisive or critical, especially in the success or failure of something. The poor girls needed a light to see, the relationship between that light and finishing her homework was crucial. The poor girl needed a light to see so the relationship couldn’t be darkness. Cumbersome is too heavy in every aspect that is size, shape and weight therefore difficult to carry or use. Cumbersome is burdensome or hindering and the relationship couldn’t be bulky. The girls were poor states they were not overweight. The girls needed a light to see, so when there was no light the task finishing their homework was a failure and not forceful and assertive.","If a person is in the dark, it is difficult to see. If a person is in the dark and needs to see, it is crucial that they have a light.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",33ea932a876ac0361c9eefeff1d24e92,33ea932a876ac0361c9eefeff1d24e92,greedy,What does everyone have in relation to other people?,"different standards, values, feelings, unique personality, or food",feelings,0,"Everyone have feelings in relation to other people. Other people might have relation on the basis of food. Different standards, unique personality and values is not related to other people.","Everyone has feelings, which are subjective and unique to each person.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",33ea932a876ac0361c9eefeff1d24e92,33ea932a876ac0361c9eefeff1d24e92,greedy,What does everyone have in relation to other people?,"different standards, values, feelings, unique personality, or food",feelings,0,"Everyone have feelings in relation to other people. Other people might have relation on the basis of food. Different standards, unique personality and values is not related to other people.","Everyone has feelings, which are subjective and unique to each person.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",33ea932a876ac0361c9eefeff1d24e92,33ea932a876ac0361c9eefeff1d24e92,greedy,What does everyone have in relation to other people?,"different standards, values, feelings, unique personality, or food",feelings,0,"Everyone have feelings in relation to other people. Other people might have relation on the basis of food. Different standards, unique personality and values is not related to other people.","Everyone has feelings, which are subjective and unique to each person.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",8ae24d3ff199077a59e0d970feb665b7,8ae24d3ff199077a59e0d970feb665b7,greedy,"A car was hailed to chauffeur someone to the opera house, where was it heading?","bottom out, go fast, go downtown, appear suddenly, or east",go downtown,0,"Opera house is in the downtown where a car can go. Downtown is a place unlike appearing suddenly, going fast and bottoming out. Opera house is not in the east.","The opera house is located in downtown, and a car would be heading there.",on,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",8ae24d3ff199077a59e0d970feb665b7,8ae24d3ff199077a59e0d970feb665b7,greedy,"A car was hailed to chauffeur someone to the opera house, where was it heading?","bottom out, go fast, go downtown, appear suddenly, or east",go downtown,0,"Opera house is in the downtown where a car can go. Downtown is a place unlike appearing suddenly, going fast and bottoming out. Opera house is not in the east.","The opera house is located in downtown, and a car would be heading there.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",8ae24d3ff199077a59e0d970feb665b7,8ae24d3ff199077a59e0d970feb665b7,greedy,"A car was hailed to chauffeur someone to the opera house, where was it heading?","bottom out, go fast, go downtown, appear suddenly, or east",go downtown,0,"Opera house is in the downtown where a car can go. Downtown is a place unlike appearing suddenly, going fast and bottoming out. Opera house is not in the east.","The opera house is located in downtown, and a car would be heading there.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",7c8bc9c0e56389eef033bca40c88c151,7c8bc9c0e56389eef033bca40c88c151,2,Where is a good place to have a fireplace in a house?,"home, big house, train, cabin, or living room",living room,0,"Living room is a good place to have a fireplace in a house as living room is the most used room of the house and  Living room is the part of mostly everyone's house.
            Big house is not part of house.Train cannot be in the house. House doesn't have cabin always. Home is not appropriate option.",Fireplaces are typically located in living rooms. Families might gather in a living room to have a fireplace going.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",7c8bc9c0e56389eef033bca40c88c151,7c8bc9c0e56389eef033bca40c88c151,2,Where is a good place to have a fireplace in a house?,"home, big house, train, cabin, or living room",living room,0,"Living room is a good place to have a fireplace in a house as living room is the most used room of the house and  Living room is the part of mostly everyone's house.
            Big house is not part of house.Train cannot be in the house. House doesn't have cabin always. Home is not appropriate option.",Fireplaces are typically located in living rooms. Families might gather in a living room to have a fireplace going.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",7c8bc9c0e56389eef033bca40c88c151,7c8bc9c0e56389eef033bca40c88c151,2,Where is a good place to have a fireplace in a house?,"home, big house, train, cabin, or living room",living room,0,"Living room is a good place to have a fireplace in a house as living room is the most used room of the house and  Living room is the part of mostly everyone's house.
            Big house is not part of house.Train cannot be in the house. House doesn't have cabin always. Home is not appropriate option.",Fireplaces are typically located in living rooms. Families might gather in a living room to have a fireplace going.,,,2,
