Title,Description,Keywords,index,url_1,choice0_1,choice1_1,choice2_1,choice3_1,choice4_1,url_2,choice0_2,choice1_2,choice2_2,choice3_2,choice4_2,url_3,choice0_3,choice1_3,choice2_3,choice3_3,choice4_3,Answer.multiple_choice_1,Answer.multiple_choice_2,Answer.multiple_choice_3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1328,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000018664.jpg,Is not memorizing street names an acceptable behavior? A: <class>0</class> <text>it's okay</text>,Do I need to be scared when walking through an unfamiliar part of town? A: <class>0</class> <text>It's okay</text>,be scared when walking through an unfamiliar part of town. A: <class>0</class> <text>It's okay</text>,"in the context of jim was walking home from work when he passed a chocolate store, walking home from work A: <class>0</class> <text>it's healthy</text>",Make sure you know your way around when navigating in an unfamiliar town A: <class>0</class> <text>You should</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000018701.jpg,"going to the zoo with your children, in the context of we walked to the giraffe exhibit, my mom's favorite A: <class>1</class> <text>It is fun</text>","is going to the zoo with your children good from a moral perspective, given we walked to the giraffe exhibit, my mom's favorite? A: <class>1</class> <text>It's fun</text>",do you need to surprise your children with a zoo trip? A: <class>1</class> <text>it is nice</text>,"if we walked to the giraffe exhibit, my mom's favorite, going to the zoo with your parents A: <class>1</class> <text>it's fun</text>",is taking your kids to the zoo good from an ethical perspective? A: <class>1</class> <text>it's good</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000018720.jpg,is I erected a huge sculpture in the center of a narrow street a wrong behavior? A: <class>-1</class> <text>it's not okay</text>,i erected a huge sculpture in the center of a narrow street A: <class>-1</class> <text>It is unethical</text>,"in the context of suicide attempt anniversary is elephant in the office, committing suicide A: <class>0</class> <text>It's bad</text>","when local customs in china are at odds with teacher's ethics, following your code of ethics A: <class>1</class> <text>it's good</text>","when time spent on fire drills is small price to pay for safety, putting safety first A: <class>1</class> <text>it's good</text>",0|3,1|3,1|3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",734,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000010364.jpg,"given 'stealing' food to feed a hungry elephant, caring for animals A: <class>1</class> <text>is good</text>","Must I care for animals, when 'stealing' food to feed a hungry elephant? A: <class>1</class> <text>is good</text>","is letting an animal go without food or shelter ok, if 'stealing' food to feed a hungry elephant? A: <class>-1</class> <text>It is not okay</text>",Is I helped heal an elephant with a broken tusk ethical? A: <class>1</class> <text>It is good</text>,"When abby thought when a elephant moved its ears, it was saying hello, is being friendly with animals good? A: <class>1</class> <text>it's good</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000010373.jpg,Is making sure your animals get socialized with others ok from an ethical perspective? A: <class>0</class> <text>It's good</text>,is letting your animals run loose an ethical behavior? A: <class>0</class> <text>It's rude</text>,Breeders charging for their animals A: <class>0</class> <text>It's expected</text>,Is helping helpless animals acceptable from an ethical perspective? A: <class>1</class> <text>It's good</text>,Is being concerned for the welfare of animals acceptable from an ethical perspective? A: <class>0</class> <text>It's good</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000010377.jpg,block a lane A: <class>-1</class> <text>It's wrong</text>,is I erected a huge sculpture in the center of a narrow street a wrong behavior? A: <class>-1</class> <text>it's not okay</text>,"is taking a solo trip a correct behavior, when not wanting to take my friends to france? A: <class>0</class> <text>It's acceptable</text>","When suspected trafficking causes concern in quiet cul de sac, selling drugs. A: <class>-1</class> <text>It is wrong</text>",is planning ahead when you take a trip to Europe ok from an ethical perspective? A: <class>1</class> <text>It is good</text>,0|1|2,0|4,2|4
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",2522,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000035957.jpg,is choosing ski runs that are beyond your ability acceptable morally? A: <class>-1</class> <text>you shouldn't</text>,"given skiing or not skiing, is having hobbies morally good A: <class>0</class> <text>It's good</text>","In the context of ben had never been skiing, so he planned a trip to go, taking trips places A: <class>0</class> <text>It's good</text>",Do you need to expect a lot of customers during ski trip season? A: <class>0</class> <text>You should</text>,"in the context of ben had never been skiing, so he planned a trip to go, can I try new things? A: <class>1</class> <text>It's good</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000035959.jpg,"follow safety rules, given summertime boating is easy if good judgment prevails. A: <class>1</class> <text>It's important</text>",Show that you are able to overcome pain by Breaking a board with your foot A: <class>0</class> <text>It's expected</text>,"given it was one of his favorite things to do in the summer , can you always do your favorite activities during summer? A: <class>0</class> <text>you should</text>",being careful when surfing so you don't fall off your board A: <class>0</class> <text>you should</text>,"being safe around water, given summertime boating is easy if good judgment prevails. A: <class>0</class> <text>It's important</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000035983.jpg,Should I have to ask the chefs at a restaurant to clean the area where they make food? A: <class>-1</class> <text>You shouldn't</text>,"risk your job to accommodate customers, if turning away restaurant guests after closing A: <class>-1</class> <text>You should not</text>","should I have to ask the chefs at a restaurant to clean the area where they make food, when asking if chefs at a restaurant could clean off the grill before making my food? A: <class>-1</class> <text>you shouldn't</text>","in the context of turning away restaurant guests after closing, is enforcing your company’s policy acceptable? A: <class>1</class> <text>it's reasonable</text>",Have to ask the chefs at a restaurant to clean the area where they make food. A: <class>-1</class> <text>You shouldn't</text>,2,3,1|3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",140,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000001950.jpg,Is feeding stray animals that are hungry moral? A: <class>1</class> <text>It's kind</text>,is feeding stray cats good from a moral perspective? A: <class>1</class> <text>It's kind</text>,Is not wanting to feed stray cats ok from an ethical perspective? A: <class>0</class> <text>It's reasonable</text>,is not feeding stray cats with food your cousin purchased for them ethical? A: <class>-1</class> <text>It's rude</text>,is feeding stray cats good from a moral perspective A: <class>0</class> <text>It's not expected</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000001956.jpg,Is denying your nephew a birthday celebration acceptable morally? A: <class>-1</class> <text>It's mean</text>,"make a cake for your child's birthday, when jack's mom covered the cake in lit candles and jack blew them out A: <class>0</class> <text>It's good</text>","If family shows little interest in celebrating slacker nephew's birthday, is celebrating occasions moral? A: <class>1</class> <text>it is good</text>",i gave my son a birthday party to celebrate another year of his life A: <class>1</class> <text>it's okay</text>,"Is working together raising children ethical, in the context of mom and dad at odds over size of son's birthday party A: <class>0</class> <text>It's expected</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000001959.jpg,"Losing your luggage, in the context of unfortunately, he lost his luggage at the airport. A: <class>-1</class> <text>It's bad</text>","Can you lose your luggage, when unfortunately, he lost his luggage at the airport? A: <class>-1</class> <text>It's bad</text>","monopolize public space when you could be somewhere else, in the context of hanging out in the bathroom at the airport A: <class>-1</class> <text>it's rude</text>","Being angry when you miss your flight, given since she didn't make it on time, kate had to wait for a later flight. A: <class>0</class> <text>It is reasonable</text>","searching someone's bag if they seem suspicious, in the context of however, I was asked to move aside and my bag needed to be searched A: <class>0</class> <text>you should</text>",0|1|3,0,
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1943,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000027821.jpg,Is stopping at an intersection if the light is red or there's a stop sign acceptable morally? A: <class>0</class> <text>You should</text>,Stop at an intersection if the light is red or there's a stop sign A: <class>0</class> <text>You should</text>,Learn that a red stop light means stop and to not cross the street A: <class>0</class> <text>good for a child</text>,running a stop sign A: <class>-1</class> <text>It's against the law</text>,"In the context of i ran a red light while trying to drive home high last night, is potentially harming others by breaking the rules of the road ethical A: <class>-1</class> <text>It is wrong</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000027833.jpg,"Is bossing people around correct, when dale bosses him and lets him know he runs the bus? A: <class>-1</class> <text>it is not okay</text>","Given rebecca went after her but the bus left them behind, can you be upset when you miss your bus? A: <class>0</class> <text>It is ok</text>","billy informs the passenger that they are stepping on him and asks them to kindly remove their foot, when Billy is on a bus when a passenger he doesn't know steps on his foot A: <class>1</class> <text>It is fine</text>",Should you be sad if you missed a bus that would take you to work? A: <class>0</class> <text>It's understandable</text>,"when rebecca went after her but the bus left them behind, is bus drivers knowingly taking off when someone is at the bus stop okay? A: <class>-1</class> <text>it is wrong</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000027908.jpg,is I pushed the ATV into the rural pond good from a moral perspective? A: <class>-1</class> <text>it's not okay</text>,"given on his first expedition he went too hard, should you take it easy when you're on your first expedition? A: <class>1</class> <text>You should</text>","Is taking dangerous motorcycle rides by yourself ethical, given tim rode his motorcycle deep in the mountains one day A: <class>-1</class> <text>It is foolish</text>","When motorcyclists are vulnerable in ways that drivers are not, practicing proper road safety A: <class>0</class> <text>you should</text>",Are you allowed to take it easy when you're on your first expedition? A: <class>1</class> <text>You should</text>,,0|3,2|4
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1331,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000018765.jpg,"Is wanting to be a motorcycle okay from a moral perspective, in the context of never have I ever been a motorcycle. it is on my bucket list. I am not sure when and where if it will ever happen? A: <class>0</class> <text>It is fine</text>",Do you have to be cautious when an amateur mechanic helps fix your motorcycle? A: <class>1</class> <text>You should</text>,"given never have I ever been a motorcycle. it is on my bucket list. I am not sure when and where if it will ever happen, judging someone that wants to be a motorcycle A: <class>0</class> <text>It's understandable</text>","given never have I ever been a motorcycle. it is on my bucket list. I am not sure when and where if it will ever happen, is judging someone that wants to be a motorcycle wrong? A: <class>0</class> <text>It's understandable</text>",Be cautious when an amateur mechanic helps fix your motorcycle. A: <class>1</class> <text>You should</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000018784.jpg,"putting a banana in your smoothie because it's good for you, when ivy mixed a banana into her smoothie every morning A: <class>0</class> <text>It's good</text>",Is putting a banana in your smoothie because it's good for you a good behavior? A: <class>0</class> <text>It's good</text>,putting a banana in your smoothie because it's good for you. A: <class>0</class> <text>It's good</text>,"make a fruit smoothie every morning, when ivy mixed a banana into her smoothie every morning A: <class>1</class> <text>It's healthy</text>","eat fruit because it's healthy, when ivy mixed a banana into her smoothie every morning. A: <class>1</class> <text>It's good</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000018796.jpg,"if ahmed cherished his secret surfing spot, should you keep the best for yourself? A: <class>-1</class> <text>it's not okay</text>",is surfing morally good? A: <class>0</class> <text>It's fun</text>,Is being careful when surfing so you don't fall good from a moral perspective? A: <class>0</class> <text>should always</text>,should you be careful when you surf in the ocean? A: <class>1</class> <text>You should</text>,"Be respectful of your friends, when i exposed a “secret” surf spot A: <class>1</class> <text>You should</text>",0,0|1|2,2|3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",2525,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000035984.jpg,"If couple's breakfast club idea turns neighbors into friends, must you help your community? A: <class>1</class> <text>It's good</text>","having something to get you going in the morning, in the context of breakfast was easy to whip up and he ate quickly A: <class>0</class> <text>It's good</text>",Is disliking breakfast an ethical behavior? A: <class>0</class> <text>is expected</text>,is starting your day with a good breakfast good? A: <class>1</class> <text>it's good</text>,"should I want to have friends, given couple's breakfast club idea turns neighbors into friends? A: <class>0</class> <text>It's normal</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000035991.jpg,"Given commonsense tips guarantee family fun in the mountains, is following safety rules in the mountains correct? A: <class>0</class> <text>It's important</text>",Is playing in the snow with your kids correct? A: <class>1</class> <text>It's fun</text>,"follows safety rules in the mountains, in the context of commonsense tips guarantee family fun in the mountains. A: <class>0</class> <text>It's important</text>","When commonsense tips guarantee family fun in the mountains, doing things with your family A: <class>1</class> <text>it's good</text>",play in the snow with your kids. A: <class>1</class> <text>It's fun</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000035997.jpg,"when in august of 2013 my wife and I went to portland, maine, is recollecting trips you have taken good? A: <class>0</class> <text>it is nostalgic</text>","If he announced that he had bought a used sailboat, getting something you can enjoy and have fun with. A: <class>1</class> <text>it's good</text>","being safe around water, given summertime boating is easy if good judgment prevails. A: <class>0</class> <text>It's important</text>","In the context of he announced that he had bought a used sailboat, feeling entertained by spending money by necessity A: <class>-1</class> <text>It's not okay</text>","Is going on trips with your spouse okay, if in august of 2013 my wife and I went to portland, maine A: <class>0</class> <text>It is common</text>",,,3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",737,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000010380.jpg,"Given important possessions to their children, when years later carlos would give the watch to his son A: <class>1</class> <text>Parents are expected</text>",Displaying items in a glass case. A: <class>0</class> <text>It is ok</text>,displays your work at a museum for people to see when you want attention for it A: <class>0</class> <text>You should</text>,"Not get too close to valuable objects that are fragile, in the context of they kept their distance and admired it A: <class>1</class> <text>It's best</text>","Make things yourself, in the context of from then on, dirk told people he made a 'clock cabinet' by hand A: <class>1</class> <text>it is good</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000010426.jpg,"in the context of ryan's mom sewed him a case that looked like a shark, parents going the extra mile for their kids. A: <class>0</class> <text>It's expected</text>","Given ryan's mom sewed him a case that looked like a shark, making one of a kind things for people close to you. A: <class>1</class> <text>It's kind</text>","is parents going the extra mile for their kids a correct behavior, when ryan's mom sewed him a case that looked like a shark? A: <class>0</class> <text>it is expected</text>","given dan was afraid because he never encountered a shark before, wanting to stay safe from things that could hurt you A: <class>0</class> <text>It's good</text>",am I allowed to fly a kite at the beach because it's usually windy there? A: <class>0</class> <text>It's good</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000010452.jpg,"given while out walking my dog today, we encountered a large cow, am I allowed to provide a home for an animal in need? A: <class>1</class> <text>It is good</text>","When scott had a bull on his ranch named hobbes, is having a bull on a ranch correct? A: <class>0</class> <text>It is normal</text>",is having a bull on a ranch an acceptable behavior? A: <class>0</class> <text>It is normal</text>,"if dena had a cow named betsy, having a pet A: <class>0</class> <text>It's good to</text>","Given while out walking my dog today, we encountered a large cow, is getting regular exercise good? A: <class>0</class> <text>It's healthy</text>",2,3,3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",143,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000001992.jpg,"Given from behind, charles watched her butt pillow under her skirt, staring at someone's butt A: <class>-1</class> <text>You shouldn't</text>",i let my cat shred my sisters sweater with its claws A: <class>-1</class> <text>it's not okay</text>,I stopped my cat from shredding my sisters sweater with its claws. A: <class>1</class> <text>it's ok</text>,is I stopped my cat from shredding my sisters sweater with its claws a correct behavior? A: <class>1</class> <text>It is good</text>,"When from behind, charles watched her butt pillow under her skirt, looking under someone's skirt A: <class>-1</class> <text>You shouldn't</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000002032.jpg,"Nick watches three good pitches pass by and strikes out on purpose, in the context that The bases were loaded, there were two outs, and Nick's team was losing by one point when he was up to bat A: <class>-1</class> <text>It is bad</text>","Is scoring a home run for your team in baseball ethical, when the next time he went up to bat in a game, he slugged a home run? A: <class>1</class> <text>It's good</text>",hitting a home run in baseball. A: <class>0</class> <text>It's good</text>,nick watches three good pitches pass by and strikes out on purpose A: <class>-1</class> <text>it's not okay</text>,"hitting people, given i got in the way right before he would have hit me A: <class>-1</class> <text>You shouldn't</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000002039.jpg,People learning to ride a bike as children A: <class>0</class> <text>It's normal for people</text>,people having a method of transportation A: <class>0</class> <text>It's expected</text>,"People learning to ride a bike as children, given cindy had never learned to ride a bike during her childhood A: <class>0</class> <text>It's normal for people</text>","If until one night he risked his life on a bike, risking their life A: <class>0</class> <text>Some people enjoy</text>","Rode a bike, when until one night he risked his life on a bike A: <class>0</class> <text>It's dangerous</text>",3,1,0
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1334,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000018806.jpg,maintained the cleanliness of a workplace coffee room. A: <class>0</class> <text>You can be expected</text>,Are you expected to maintain the cleanliness of a workplace coffee room A: <class>0</class> <text>You can be expected</text>,should I make sure there is ample coffee for employees? A: <class>1</class> <text>You should</text>,"Given cafeine revenge at work, maintaining the cleanliness of a workplace coffee room A: <class>0</class> <text>You can be expected</text>","are you expected to maintain the cleanliness of a workplace coffee room, if cafeine revenge at work A: <class>0</class> <text>You can be expected</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000018810.jpg,"is John tasting a lot of wine for his job, but he spits it out rather than swallow it ethical, if John is a newly hired wine taster, and John wants to become very knowledgeable about different types of wine? A: <class>1</class> <text>it's ethical</text>","john tastes a lot of wine for his job, but he spits it out rather than swallow it, if John is a newly hired wine taster, and John wants to become very knowledgeable about different types of wine A: <class>1</class> <text>it's ok</text>","John tastes a lot of wine for his job, but he spits it out rather than swallow it A: <class>1</class> <text>It is good</text>","is John tasting a lot of wine for his job, but he spits it out rather than swallow it a good behavior? A: <class>1</class> <text>it's ok</text>","given that John is a newly hired wine taster, is John tasting a lot of wine for his job, but he spits it out rather than swallow it correct? A: <class>1</class> <text>It is ethical</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000018815.jpg,should you sit out and trying again later when you keep striking out in a game? A: <class>0</class> <text>You should</text>,"take a long time to achieve a goal, given tom eventually made his high school baseball team A: <class>0</class> <text>it's sometimes</text>","if he excelled on his high school and college baseball teams, is pursuing your talents good? A: <class>0</class> <text>It's good</text>","Should you give your best effort on tasks, given he played very well on his baseball team? A: <class>0</class> <text>It is good</text>","is being noticed for how good you are at pitching ethical, if i was the pitcher, and I had a good throwing arm? A: <class>0</class> <text>it is ok</text>",0|3,0|2,0|4
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1946,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000027909.jpg,"In the context of tom wound up looking weird and creepy in his picture, should I be presentable for others? A: <class>1</class> <text>should always</text>","Is taking pictures of yourself during sex and posting them everywhere good, given wanting to take pictures of myself during sex and hanging mirrors in the bedroom? A: <class>-1</class> <text>it's bad</text>","is becoming attached to an internet avatar an acceptable behavior, given i've grown attached to my snoo profile picture? A: <class>-1</class> <text>You shouldn't</text>",Is taking embarrassing pictures of yourself or others good from an ethical perspective? A: <class>-1</class> <text>you shouldn't</text>,"Given tom wound up looking weird and creepy in his picture, is always looking presentable for your pictures good? A: <class>0</class> <text>you should</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000027911.jpg,"is enjoying spending time with friends a good behavior, when jill had her friends over to make pizzas for her birthday? A: <class>0</class> <text>It is expected</text>","In the context of we each made our own pizzas to cook in the oven, making an individual sized pizza. A: <class>0</class> <text>It's easy</text>","when we each made our own pizzas to cook in the oven, making individual sizes of food A: <class>0</class> <text>it can be fun</text>","Is pizzas needing to be cooked in an oven wrong, given we each made our own pizzas to cook in the oven? A: <class>0</class> <text>is expected</text>","is a grandparent to passing their knowledge along to their grandkids an ok behavior, when kelly successfully made a pizza from her grandmother's recipe A: <class>1</class> <text>It's kind</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000027924.jpg,Leaved your beer bottles lying around when you live with other people A: <class>-1</class> <text>it's rude</text>,Pee in empty bottles to repurpose them A: <class>0</class> <text>It's good</text>,"given i poured gasoline on my roommates plant, is sabotaging your roommate's life moral? A: <class>-1</class> <text>you shouldn't</text>",can you water your plants regularly? A: <class>1</class> <text>It's good</text>,"Can you ruin your roommate's things, when i poured gasoline on my roommates plant? A: <class>-1</class> <text>You shouldn't</text>",4,3,3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",740,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000010485.jpg,"Eat foods in the morning that could upset your stomach, given i ate a cheeseburger for breakfast A: <class>-1</class> <text>It's not okay</text>","if i ate a cheeseburger for breakfast, are you supposed to eat foods in the morning that could upset your stomach A: <class>-1</class> <text>It's not okay</text>",ate foods that would make you feel guilty A: <class>-1</class> <text>You shouldn't</text>,"In the context of i ate a cheeseburger for breakfast, having something you enjoy for a meal A: <class>0</class> <text>It's good</text>","is having a type of food you enjoy an okay behavior, in the context of i love toasted buns? A: <class>1</class> <text>It's good</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000010500.jpg,is I lead my uncle's heard of sheep into the sheep's pin an ok behavior? A: <class>1</class> <text>It is ethical</text>,"given new mothers deserve break from well-meaning visitors, invading someone's personal space A: <class>-1</class> <text>It's not okay</text>","do you need to always feed your pets or else they will die, when he decided to feed his sheep like that more often? A: <class>0</class> <text>You should</text>","in the context of pastor must meet his flock before he can shepherd it, helping out others in church. A: <class>1</class> <text>it's good</text>",People being careful not to disturb a nursing mother A: <class>0</class> <text>People should</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000010516.jpg,"take breaks when you have something to do, when as she ran she stopped and got some water A: <class>-1</class> <text>It's not okay to</text>","Given that Tyson is on a hike with his dog on a very hot day and is carrying bottled water and cups in his backpack, is Tyson pouring some bottled water into a cup and giving it to his dog to drink bad? A: <class>1</class> <text>It is moral</text>",Is wanting to pour soft drinks on your dog ok from a moral perspective? A: <class>-1</class> <text>It is weird</text>,"overcome struggles, given he struggled, but he managed to drink all the cola on time A: <class>0</class> <text>it's good</text>","tyson urinates into a cup and gives it to his dog drink, given that Tyson is on a hike with his dog on a very hot day and is carrying bottled water and cups in his backpack. A: <class>-1</class> <text>It's bad</text>",0|3|4,2,1
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",2528,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000036007.jpg,"in the context of when I was in iraq I shot at stray dogs for fun, is absuing animals for fun ethical? A: <class>-1</class> <text>it's wrong</text>",is following the rules of the road as a truck driver good from an ethical perspective? A: <class>0</class> <text>It's expected</text>,"If he filled his dumptrucks up with dirt, should you clean up your messes? A: <class>1</class> <text>it is good</text>","Separate People based on gender, in the context of taliban hears outcry against afghanistan's gender apartheid A: <class>-1</class> <text>It is wrong</text>",Is using a truck to transport loads ok morally? A: <class>0</class> <text>is typical</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000036014.jpg,"if kent lost his appetite after the foul tasting sandwich, must you eat food that tastes foul? A: <class>-1</class> <text>You shouldn't</text>",Is Frank loudly chews his sandwich okay? A: <class>-1</class> <text>it is not ok</text>,"if kent lost his appetite after the foul tasting sandwich, eating food that tastes foul A: <class>-1</class> <text>You shouldn't</text>",is Frank keeping his mouth closed while quietly chewing his sandwich an okay behavior? A: <class>1</class> <text>it's good</text>,Is eating a hamburger with your hands acceptable morally? A: <class>0</class> <text>It's normal</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000036044.jpg,"Bring safety gear with you if you need it, given they got all their gear together and set out A: <class>1</class> <text>It is okay</text>","When they packed their belongings and headed to the car, is being prepared before you leave on a trip acceptable? A: <class>1</class> <text>It's good</text>","Given they had packed weeks before they were scheduled to leave, being prepared before a trip A: <class>0</class> <text>it's good</text>","Making sure you're packed before you leave for a trip, given they had packed weeks before they were scheduled to leave. A: <class>0</class> <text>It's good</text>","Is checking your luggage for a flight okay, given our fancy indian clothes for the events were in our checked luggage? A: <class>0</class> <text>It's normal</text>",0|3,0|4,1|3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",146,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000002049.jpg,"Is working to improve your skills bad, when he kept learning and making his skateboard better? A: <class>1</class> <text>It's good</text>",Is I did complicated skateboard tricks on the half-pipe in the skate park a good behavior? A: <class>1</class> <text>It's acceptable</text>,Is wearing a helmet when you are skateboarding morally good? A: <class>1</class> <text>it's good</text>,Is making sure you're careful when you skateboard wrong? A: <class>1</class> <text>You should</text>,Is skateboarding when you're a kid good morally? A: <class>0</class> <text>it's good</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000002051.jpg,is grazing throughout the day ok from an ethical perspective? A: <class>0</class> <text>It's fine</text>,"given while out walking my dog today, we encountered a large cow, am I allowed to provide a home for an animal in need? A: <class>1</class> <text>It is good</text>","Given while out walking my dog today, we encountered a large cow, is getting regular exercise good? A: <class>0</class> <text>It's healthy</text>","if while out walking my dog today, we encountered a large cow, getting regular exercise A: <class>0</class> <text>It's healthy</text>","is caring for your pets moral, in the context of while out walking my dog today, we encountered a large cow? A: <class>0</class> <text>It is expected</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000002059.jpg,"when ransoming a girl's teddy bear, are you supposed to take things that do not belong to you? A: <class>-1</class> <text>It is wrong</text>","Is being nice to kids ethical, when ransoming a girl's teddy bear? A: <class>1</class> <text>It's good</text>","be lucky and winning a contest, in the context of jenny won the raffle and finally got her beloved teddy bear A: <class>0</class> <text>it's good</text>","if ransoming a girl's teddy bear, being nice to kids A: <class>1</class> <text>It's good</text>","If alexander auctioned off his childhood teddy bear on ebay, letting go of a childhood toy A: <class>0</class> <text>It's fine</text>",0,2,1
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1949,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000027939.jpg,is being disruptive on public transportation wrong? A: <class>-1</class> <text>It's bad</text>,is using public transportation to get where they need to go morally acceptable? A: <class>0</class> <text>It's normal</text>,trains operating continuously A: <class>0</class> <text>It is expected</text>,help reduce carbon emissions by taking public transportation A: <class>1</class> <text>It is good</text>,Is taking public transportation to work morally acceptable? A: <class>0</class> <text>it's fine</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000027960.jpg,Is I went on a safari in Africa to hunt elephants acceptable from an ethical perspective? A: <class>-1</class> <text>It is not good</text>,I went on a safari in Africa to hunt elephants. A: <class>-1</class> <text>it is not good</text>,is I helped steal an elephant's broken tusk ok morally? A: <class>-1</class> <text>It's not acceptable</text>,"when as they rounded a corner, chris heard the trumpet of an elephant, checking it out when you hear something strange. A: <class>0</class> <text>you should</text>",Is I went on a safari in Africa to observe elephants acceptable morally? A: <class>1</class> <text>It's moral</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000027965.jpg,Is I went on a safari in Africa to hunt elephants acceptable from an ethical perspective? A: <class>-1</class> <text>It is not good</text>,Is I went on a safari in Africa to observe elephants acceptable morally? A: <class>1</class> <text>It's moral</text>,Is I helped heal an elephant with a broken tusk ethical? A: <class>1</class> <text>It is good</text>,is I helped steal an elephant's broken tusk ok morally? A: <class>-1</class> <text>It's not acceptable</text>,I went on a safari in Africa to observe elephants A: <class>1</class> <text>it's okay</text>,1|3,2,4
