Title,Description,Keywords,text,Answer.comment,Answer.highlights,Answer.submit,Approve,Reject
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",In the spring of 2010 &#44; a lone gray whale was spotted off the Mediterranean coast of Israel &#44; an event that sparked international interest for an important reason : It was the first North Atlantic sighting of a gray whale &#44; a species nowadays restricted to the Pacific Ocean &#44; in about 200 years . The case is just one example in a recent spate of animals turning up in places they do n't belong - generally &#44; either Pacific species showing up in the Atlantic &#44; or vice versa . Northern gannets &#44; a North Atlantic species &#44; have been spotted off the coast of California several times in recent years &#44; for instance &#44; while several Pacific species of auks &#44; a type of diving bird &#44; have recently been observed in the Atlantic . It 's a perplexing - yet apparently increasing - trend . And while animals do occasionally wander outside of their ranges &#44; scientists are starting to believe that the recent flurry of movements between the Atlantic and Pacific ocean basins are early evidence of yet another consequence of climate change . They 're arguing that as sea ice continues to melt in the Arctic &#44; passageways are opening for certain animals - heretofore restricted by the ice - to start moving through &#44; enabling them to cross into new territories .,,0000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000001001000000000000000000000000000000000000000100000000000000000010000001100000000000000010,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MOJAVE NATIONAL PRESERVE -- The sun is fading &#44; the temperature is dropping and this desert party is just getting started . They 're prying open beer bottles and blasting rock music from an RV . Motorcycles rest on kickstands beside an ancient lava flow while revelers talk excitedly about alien worlds &#44; teleportation and the creation of life . It 's a spectacle that easily could be part of Burning Man &#44; but this gathering is even more mind-blowing than anything you might find at the New Age festival . On this sun-blasted tract of sand 14 miles south of Baker &#44; Calif. &#44; molecular biologist and -LSB- entrepreneur -RSB- ( https://www.newsela.com/?tag=entrepreneur ) J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life . Not only does Venter say his invention will detect and decode DNA hiding in otherworldly soil or water samples -- proving once and for all that we are not alone in the universe -- it also will beam that information back to Earth and allow scientists to reconstruct living copies in a biosafety facility . ' We can re-create the Martians in a P-4 spacesuit lab &#44; if necessary &#44; ' the 67-year-old says matter-of-factly as he relaxes with his poodle &#44; Darwin &#44; in a luxury camper .,,00000000001010000000000000000000000000000000001000110100100000010000000000000000000000000000000000000000011011000000000000000000010000000000000100100000000000001100100000000000000111001000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MOJAVE NATIONAL PRESERVE -- The sun is fading &#44; the temperature is dropping and this desert party is just getting started . They 're prying open beer bottles and blasting rock music from an RV . Motorcycles rest on kickstands beside an ancient lava flow while revelers talk excitedly about alien worlds &#44; teleportation and the creation of life . It 's a spectacle that easily could be part of Burning Man &#44; but this gathering is even more mind-blowing than anything you might find at the New Age festival . On this sun-blasted tract of sand 14 miles south of Baker &#44; Calif. &#44; molecular biologist and -LSB- entrepreneur -RSB- ( https://www.newsela.com/?tag=entrepreneur ) J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life . Not only does Venter say his invention will detect and decode DNA hiding in otherworldly soil or water samples -- proving once and for all that we are not alone in the universe -- it also will beam that information back to Earth and allow scientists to reconstruct living copies in a biosafety facility . ' We can re-create the Martians in a P-4 spacesuit lab &#44; if necessary &#44; ' the 67-year-old says matter-of-factly as he relaxes with his poodle &#44; Darwin &#44; in a luxury camper .,,00100001000010000000000010000100000000010010101010000100100000010000000000010001000000000000011000000000011001000000001000000100010000000010000000100000000000000000000001010000000101001000001000001000000000100100000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MOJAVE NATIONAL PRESERVE -- The sun is fading &#44; the temperature is dropping and this desert party is just getting started . They 're prying open beer bottles and blasting rock music from an RV . Motorcycles rest on kickstands beside an ancient lava flow while revelers talk excitedly about alien worlds &#44; teleportation and the creation of life . It 's a spectacle that easily could be part of Burning Man &#44; but this gathering is even more mind-blowing than anything you might find at the New Age festival . On this sun-blasted tract of sand 14 miles south of Baker &#44; Calif. &#44; molecular biologist and -LSB- entrepreneur -RSB- ( https://www.newsela.com/?tag=entrepreneur ) J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life . Not only does Venter say his invention will detect and decode DNA hiding in otherworldly soil or water samples -- proving once and for all that we are not alone in the universe -- it also will beam that information back to Earth and allow scientists to reconstruct living copies in a biosafety facility . ' We can re-create the Martians in a P-4 spacesuit lab &#44; if necessary &#44; ' the 67-year-old says matter-of-factly as he relaxes with his poodle &#44; Darwin &#44; in a luxury camper .,,00000000000000000000000010000000000000000000001000000100000000010000000000000000000000000000000000000000010000000000000000000100010000000000000000100000100000000000000000000000000100001000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MOJAVE NATIONAL PRESERVE -- The sun is fading &#44; the temperature is dropping and this desert party is just getting started . They 're prying open beer bottles and blasting rock music from an RV . Motorcycles rest on kickstands beside an ancient lava flow while revelers talk excitedly about alien worlds &#44; teleportation and the creation of life . It 's a spectacle that easily could be part of Burning Man &#44; but this gathering is even more mind-blowing than anything you might find at the New Age festival . On this sun-blasted tract of sand 14 miles south of Baker &#44; Calif. &#44; molecular biologist and -LSB- entrepreneur -RSB- ( https://www.newsela.com/?tag=entrepreneur ) J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life . Not only does Venter say his invention will detect and decode DNA hiding in otherworldly soil or water samples -- proving once and for all that we are not alone in the universe -- it also will beam that information back to Earth and allow scientists to reconstruct living copies in a biosafety facility . ' We can re-create the Martians in a P-4 spacesuit lab &#44; if necessary &#44; ' the 67-year-old says matter-of-factly as he relaxes with his poodle &#44; Darwin &#44; in a luxury camper .,,00000000000000000000000010000000000000000000001000100100000000010000000000000001000000000000000000000000000000000000000000000100010000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MOJAVE NATIONAL PRESERVE -- The sun is fading &#44; the temperature is dropping and this desert party is just getting started . They 're prying open beer bottles and blasting rock music from an RV . Motorcycles rest on kickstands beside an ancient lava flow while revelers talk excitedly about alien worlds &#44; teleportation and the creation of life . It 's a spectacle that easily could be part of Burning Man &#44; but this gathering is even more mind-blowing than anything you might find at the New Age festival . On this sun-blasted tract of sand 14 miles south of Baker &#44; Calif. &#44; molecular biologist and -LSB- entrepreneur -RSB- ( https://www.newsela.com/?tag=entrepreneur ) J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life . Not only does Venter say his invention will detect and decode DNA hiding in otherworldly soil or water samples -- proving once and for all that we are not alone in the universe -- it also will beam that information back to Earth and allow scientists to reconstruct living copies in a biosafety facility . ' We can re-create the Martians in a P-4 spacesuit lab &#44; if necessary &#44; ' the 67-year-old says matter-of-factly as he relaxes with his poodle &#44; Darwin &#44; in a luxury camper .,"I didn't think any of these words were THAT complex, but these were the hardest in the paragraph.",00000000000000000000000010000000000000000000001000000000000000010000000000000000000000000000001000000000010001000000000000000100010000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MOJAVE NATIONAL PRESERVE -- The sun is fading &#44; the temperature is dropping and this desert party is just getting started . They 're prying open beer bottles and blasting rock music from an RV . Motorcycles rest on kickstands beside an ancient lava flow while revelers talk excitedly about alien worlds &#44; teleportation and the creation of life . It 's a spectacle that easily could be part of Burning Man &#44; but this gathering is even more mind-blowing than anything you might find at the New Age festival . On this sun-blasted tract of sand 14 miles south of Baker &#44; Calif. &#44; molecular biologist and -LSB- entrepreneur -RSB- ( https://www.newsela.com/?tag=entrepreneur ) J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life . Not only does Venter say his invention will detect and decode DNA hiding in otherworldly soil or water samples -- proving once and for all that we are not alone in the universe -- it also will beam that information back to Earth and allow scientists to reconstruct living copies in a biosafety facility . ' We can re-create the Martians in a P-4 spacesuit lab &#44; if necessary &#44; ' the 67-year-old says matter-of-factly as he relaxes with his poodle &#44; Darwin &#44; in a luxury camper .,,00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000001000000000000000100010000000000000000100000000000000000000000000000000100001000000000001001000000100000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MOJAVE NATIONAL PRESERVE -- The sun is fading &#44; the temperature is dropping and this desert party is just getting started . They 're prying open beer bottles and blasting rock music from an RV . Motorcycles rest on kickstands beside an ancient lava flow while revelers talk excitedly about alien worlds &#44; teleportation and the creation of life . It 's a spectacle that easily could be part of Burning Man &#44; but this gathering is even more mind-blowing than anything you might find at the New Age festival . On this sun-blasted tract of sand 14 miles south of Baker &#44; Calif. &#44; molecular biologist and -LSB- entrepreneur -RSB- ( https://www.newsela.com/?tag=entrepreneur ) J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life . Not only does Venter say his invention will detect and decode DNA hiding in otherworldly soil or water samples -- proving once and for all that we are not alone in the universe -- it also will beam that information back to Earth and allow scientists to reconstruct living copies in a biosafety facility . ' We can re-create the Martians in a P-4 spacesuit lab &#44; if necessary &#44; ' the 67-year-old says matter-of-factly as he relaxes with his poodle &#44; Darwin &#44; in a luxury camper .,,00000000000000000000000010000000000000000010001000100100000000010000000000000001000000000000010000000000011001000000000000000100010000000000001000100000000000000000100000000000000000001000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MOJAVE NATIONAL PRESERVE -- The sun is fading &#44; the temperature is dropping and this desert party is just getting started . They 're prying open beer bottles and blasting rock music from an RV . Motorcycles rest on kickstands beside an ancient lava flow while revelers talk excitedly about alien worlds &#44; teleportation and the creation of life . It 's a spectacle that easily could be part of Burning Man &#44; but this gathering is even more mind-blowing than anything you might find at the New Age festival . On this sun-blasted tract of sand 14 miles south of Baker &#44; Calif. &#44; molecular biologist and -LSB- entrepreneur -RSB- ( https://www.newsela.com/?tag=entrepreneur ) J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life . Not only does Venter say his invention will detect and decode DNA hiding in otherworldly soil or water samples -- proving once and for all that we are not alone in the universe -- it also will beam that information back to Earth and allow scientists to reconstruct living copies in a biosafety facility . ' We can re-create the Martians in a P-4 spacesuit lab &#44; if necessary &#44; ' the 67-year-old says matter-of-factly as he relaxes with his poodle &#44; Darwin &#44; in a luxury camper .,,00000000000000000000000010000000000000000000001000000100000000010000000000000000000000000000000000000000010001000000000010000100010000000000000000100000000000000000000000000000000000001100000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MOJAVE NATIONAL PRESERVE -- The sun is fading &#44; the temperature is dropping and this desert party is just getting started . They 're prying open beer bottles and blasting rock music from an RV . Motorcycles rest on kickstands beside an ancient lava flow while revelers talk excitedly about alien worlds &#44; teleportation and the creation of life . It 's a spectacle that easily could be part of Burning Man &#44; but this gathering is even more mind-blowing than anything you might find at the New Age festival . On this sun-blasted tract of sand 14 miles south of Baker &#44; Calif. &#44; molecular biologist and -LSB- entrepreneur -RSB- ( https://www.newsela.com/?tag=entrepreneur ) J. Craig Venter is field-testing a technology that he says will revolutionize the search for extraterrestrial life . Not only does Venter say his invention will detect and decode DNA hiding in otherworldly soil or water samples -- proving once and for all that we are not alone in the universe -- it also will beam that information back to Earth and allow scientists to reconstruct living copies in a biosafety facility . ' We can re-create the Martians in a P-4 spacesuit lab &#44; if necessary &#44; ' the 67-year-old says matter-of-factly as he relaxes with his poodle &#44; Darwin &#44; in a luxury camper .,,00000000000000000000000010000100000000000010001000000100000000010000000000000001000000000000010000000000000000000000000000000100000000000000000000100000000000000000000001000000000100000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",IRONWOOD &#44; Mich. -- John Koski grips the old blanket in knobby hands weathered from a lifetime of farming . He pulls it back to reveal the carcasses of two cows &#44; or what 's left of them . More than half of each is picked clean &#44; the spine and rib bones almost a polished white &#44; with no traces of flesh . Some of the rib bones are snapped and show evidence of being gnawed upon . The mutilated cattle &#44; found this spring on Koski 's 1&#44;000-acre farm in the tiny community of Matchwood in Ontonogan County &#44; are the latest casualties in his ongoing war with wolves . The 68-year-old farmer has had more cattle killed or injured by wolves than any farmer in the state &#44; 119 in the past three years &#44; according to the state of Michigan . Government-paid sharpshooters and trappers for years have killed dozens of the wolves who 've taken a liking to Koski 's cattle . ' I think this is the last year I 'm going to keep cattle here because I 'm losing so many &#44; ' Koski said &#44; adding that he may move them to his other farmland in Bessemer &#44; about 35 miles away .,,0000000000010100000000000001000000000000000000000000000100000000000000000100100010000000000000000000000010000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",IRONWOOD &#44; Mich. -- John Koski grips the old blanket in knobby hands weathered from a lifetime of farming . He pulls it back to reveal the carcasses of two cows &#44; or what 's left of them . More than half of each is picked clean &#44; the spine and rib bones almost a polished white &#44; with no traces of flesh . Some of the rib bones are snapped and show evidence of being gnawed upon . The mutilated cattle &#44; found this spring on Koski 's 1&#44;000-acre farm in the tiny community of Matchwood in Ontonogan County &#44; are the latest casualties in his ongoing war with wolves . The 68-year-old farmer has had more cattle killed or injured by wolves than any farmer in the state &#44; 119 in the past three years &#44; according to the state of Michigan . Government-paid sharpshooters and trappers for years have killed dozens of the wolves who 've taken a liking to Koski 's cattle . ' I think this is the last year I 'm going to keep cattle here because I 'm losing so many &#44; ' Koski said &#44; adding that he may move them to his other farmland in Bessemer &#44; about 35 miles away .,,0000000000010000000000000101000000000000000000000100000000000000000000000000100010000000000000000000000010000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",IRONWOOD &#44; Mich. -- John Koski grips the old blanket in knobby hands weathered from a lifetime of farming . He pulls it back to reveal the carcasses of two cows &#44; or what 's left of them . More than half of each is picked clean &#44; the spine and rib bones almost a polished white &#44; with no traces of flesh . Some of the rib bones are snapped and show evidence of being gnawed upon . The mutilated cattle &#44; found this spring on Koski 's 1&#44;000-acre farm in the tiny community of Matchwood in Ontonogan County &#44; are the latest casualties in his ongoing war with wolves . The 68-year-old farmer has had more cattle killed or injured by wolves than any farmer in the state &#44; 119 in the past three years &#44; according to the state of Michigan . Government-paid sharpshooters and trappers for years have killed dozens of the wolves who 've taken a liking to Koski 's cattle . ' I think this is the last year I 'm going to keep cattle here because I 'm losing so many &#44; ' Koski said &#44; adding that he may move them to his other farmland in Bessemer &#44; about 35 miles away .,,0000000000010100000000000001000000000000000000000000000100001000000000000100100010000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",IRONWOOD &#44; Mich. -- John Koski grips the old blanket in knobby hands weathered from a lifetime of farming . He pulls it back to reveal the carcasses of two cows &#44; or what 's left of them . More than half of each is picked clean &#44; the spine and rib bones almost a polished white &#44; with no traces of flesh . Some of the rib bones are snapped and show evidence of being gnawed upon . The mutilated cattle &#44; found this spring on Koski 's 1&#44;000-acre farm in the tiny community of Matchwood in Ontonogan County &#44; are the latest casualties in his ongoing war with wolves . The 68-year-old farmer has had more cattle killed or injured by wolves than any farmer in the state &#44; 119 in the past three years &#44; according to the state of Michigan . Government-paid sharpshooters and trappers for years have killed dozens of the wolves who 've taken a liking to Koski 's cattle . ' I think this is the last year I 'm going to keep cattle here because I 'm losing so many &#44; ' Koski said &#44; adding that he may move them to his other farmland in Bessemer &#44; about 35 miles away .,,0000000001000100000000000000000000000000000000000000000100000000000000100100000000000000000000000000000010000000000000000000000000000000001000000110000000000000000000000000000000000000000000000100000000100000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",IRONWOOD &#44; Mich. -- John Koski grips the old blanket in knobby hands weathered from a lifetime of farming . He pulls it back to reveal the carcasses of two cows &#44; or what 's left of them . More than half of each is picked clean &#44; the spine and rib bones almost a polished white &#44; with no traces of flesh . Some of the rib bones are snapped and show evidence of being gnawed upon . The mutilated cattle &#44; found this spring on Koski 's 1&#44;000-acre farm in the tiny community of Matchwood in Ontonogan County &#44; are the latest casualties in his ongoing war with wolves . The 68-year-old farmer has had more cattle killed or injured by wolves than any farmer in the state &#44; 119 in the past three years &#44; according to the state of Michigan . Government-paid sharpshooters and trappers for years have killed dozens of the wolves who 've taken a liking to Koski 's cattle . ' I think this is the last year I 'm going to keep cattle here because I 'm losing so many &#44; ' Koski said &#44; adding that he may move them to his other farmland in Bessemer &#44; about 35 miles away .,,0000000000010100000000000001000000000000000001000000000100000000000000100000100010000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",IRONWOOD &#44; Mich. -- John Koski grips the old blanket in knobby hands weathered from a lifetime of farming . He pulls it back to reveal the carcasses of two cows &#44; or what 's left of them . More than half of each is picked clean &#44; the spine and rib bones almost a polished white &#44; with no traces of flesh . Some of the rib bones are snapped and show evidence of being gnawed upon . The mutilated cattle &#44; found this spring on Koski 's 1&#44;000-acre farm in the tiny community of Matchwood in Ontonogan County &#44; are the latest casualties in his ongoing war with wolves . The 68-year-old farmer has had more cattle killed or injured by wolves than any farmer in the state &#44; 119 in the past three years &#44; according to the state of Michigan . Government-paid sharpshooters and trappers for years have killed dozens of the wolves who 've taken a liking to Koski 's cattle . ' I think this is the last year I 'm going to keep cattle here because I 'm losing so many &#44; ' Koski said &#44; adding that he may move them to his other farmland in Bessemer &#44; about 35 miles away .,,0000001000010100000000000100000000000000000001000000000100000000000000100000100010000000000000000000000010000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",IRONWOOD &#44; Mich. -- John Koski grips the old blanket in knobby hands weathered from a lifetime of farming . He pulls it back to reveal the carcasses of two cows &#44; or what 's left of them . More than half of each is picked clean &#44; the spine and rib bones almost a polished white &#44; with no traces of flesh . Some of the rib bones are snapped and show evidence of being gnawed upon . The mutilated cattle &#44; found this spring on Koski 's 1&#44;000-acre farm in the tiny community of Matchwood in Ontonogan County &#44; are the latest casualties in his ongoing war with wolves . The 68-year-old farmer has had more cattle killed or injured by wolves than any farmer in the state &#44; 119 in the past three years &#44; according to the state of Michigan . Government-paid sharpshooters and trappers for years have killed dozens of the wolves who 've taken a liking to Koski 's cattle . ' I think this is the last year I 'm going to keep cattle here because I 'm losing so many &#44; ' Koski said &#44; adding that he may move them to his other farmland in Bessemer &#44; about 35 miles away .,,0000001000010000000000000001000000000000000000000000000100000000000000100000100000000100000000000000000010000000000000000001000000000000000000000010100000000000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",IRONWOOD &#44; Mich. -- John Koski grips the old blanket in knobby hands weathered from a lifetime of farming . He pulls it back to reveal the carcasses of two cows &#44; or what 's left of them . More than half of each is picked clean &#44; the spine and rib bones almost a polished white &#44; with no traces of flesh . Some of the rib bones are snapped and show evidence of being gnawed upon . The mutilated cattle &#44; found this spring on Koski 's 1&#44;000-acre farm in the tiny community of Matchwood in Ontonogan County &#44; are the latest casualties in his ongoing war with wolves . The 68-year-old farmer has had more cattle killed or injured by wolves than any farmer in the state &#44; 119 in the past three years &#44; according to the state of Michigan . Government-paid sharpshooters and trappers for years have killed dozens of the wolves who 've taken a liking to Koski 's cattle . ' I think this is the last year I 'm going to keep cattle here because I 'm losing so many &#44; ' Koski said &#44; adding that he may move them to his other farmland in Bessemer &#44; about 35 miles away .,,0000000000010100000000000001000000000000000000000000000100000000000000000100100010000000000000100000000010010000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",IRONWOOD &#44; Mich. -- John Koski grips the old blanket in knobby hands weathered from a lifetime of farming . He pulls it back to reveal the carcasses of two cows &#44; or what 's left of them . More than half of each is picked clean &#44; the spine and rib bones almost a polished white &#44; with no traces of flesh . Some of the rib bones are snapped and show evidence of being gnawed upon . The mutilated cattle &#44; found this spring on Koski 's 1&#44;000-acre farm in the tiny community of Matchwood in Ontonogan County &#44; are the latest casualties in his ongoing war with wolves . The 68-year-old farmer has had more cattle killed or injured by wolves than any farmer in the state &#44; 119 in the past three years &#44; according to the state of Michigan . Government-paid sharpshooters and trappers for years have killed dozens of the wolves who 've taken a liking to Koski 's cattle . ' I think this is the last year I 'm going to keep cattle here because I 'm losing so many &#44; ' Koski said &#44; adding that he may move them to his other farmland in Bessemer &#44; about 35 miles away .,,0000010000010000000000000001000000000000000000000000000100000000000000000000100010000001000000000010000010000000000000000000000000000000000000000010000000000000000110000000000000000000000000000000000000001000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",RIYADH -- - Saudi women 's rights activists posted online photographs and video clips of themselves defying a ban on female driving on Thursday &#44; two days after members of the influential Shoura Council called for an end to the prohibition . Saudi Arabia is the only country in the world where women are barred from driving &#44; but debate about the ban &#44; once confined to the private sphere and social media &#44; is increasingly spreading to public forums too . There is no specific law to prevent women from driving in the kingdom &#44; but they can not apply for driving licenses and have previously been arrested on charges relating to public order or political protest after getting behind the wheel . The photos and footage showed various women driving on busy streets in the capital Riyadh . One clip &#44; dated Wednesday &#44; showed a woman driving in the traditional veil &#44; with only her eyes showing &#44; as other motorists slowed and gave a thumbs-up sign . One of the women &#44; posting on Twitter as Eman al-Najfan &#44; tweeted a photograph of herself being stopped by police . She was taken to a police station &#44; activists said &#44; though it was not immediately clear whether she would face further action .,,0000000100000000100000000000000100000000100000000000001000000000010000000001000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",RIYADH -- - Saudi women 's rights activists posted online photographs and video clips of themselves defying a ban on female driving on Thursday &#44; two days after members of the influential Shoura Council called for an end to the prohibition . Saudi Arabia is the only country in the world where women are barred from driving &#44; but debate about the ban &#44; once confined to the private sphere and social media &#44; is increasingly spreading to public forums too . There is no specific law to prevent women from driving in the kingdom &#44; but they can not apply for driving licenses and have previously been arrested on charges relating to public order or political protest after getting behind the wheel . The photos and footage showed various women driving on busy streets in the capital Riyadh . One clip &#44; dated Wednesday &#44; showed a woman driving in the traditional veil &#44; with only her eyes showing &#44; as other motorists slowed and gave a thumbs-up sign . One of the women &#44; posting on Twitter as Eman al-Najfan &#44; tweeted a photograph of herself being stopped by police . She was taken to a police station &#44; activists said &#44; though it was not immediately clear whether she would face further action .,,0000000100001100000000000000000100000000100000000000001000000010010011000000001100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",RIYADH -- - Saudi women 's rights activists posted online photographs and video clips of themselves defying a ban on female driving on Thursday &#44; two days after members of the influential Shoura Council called for an end to the prohibition . Saudi Arabia is the only country in the world where women are barred from driving &#44; but debate about the ban &#44; once confined to the private sphere and social media &#44; is increasingly spreading to public forums too . There is no specific law to prevent women from driving in the kingdom &#44; but they can not apply for driving licenses and have previously been arrested on charges relating to public order or political protest after getting behind the wheel . The photos and footage showed various women driving on busy streets in the capital Riyadh . One clip &#44; dated Wednesday &#44; showed a woman driving in the traditional veil &#44; with only her eyes showing &#44; as other motorists slowed and gave a thumbs-up sign . One of the women &#44; posting on Twitter as Eman al-Najfan &#44; tweeted a photograph of herself being stopped by police . She was taken to a police station &#44; activists said &#44; though it was not immediately clear whether she would face further action .,,0000101111000000101000000000000100000000100000000000000000010010010011011000001100000100000000000000000000101011011011000000000100000000000001000000000010000000000000000000000010000001000000000000000001000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",RIYADH -- - Saudi women 's rights activists posted online photographs and video clips of themselves defying a ban on female driving on Thursday &#44; two days after members of the influential Shoura Council called for an end to the prohibition . Saudi Arabia is the only country in the world where women are barred from driving &#44; but debate about the ban &#44; once confined to the private sphere and social media &#44; is increasingly spreading to public forums too . There is no specific law to prevent women from driving in the kingdom &#44; but they can not apply for driving licenses and have previously been arrested on charges relating to public order or political protest after getting behind the wheel . The photos and footage showed various women driving on busy streets in the capital Riyadh . One clip &#44; dated Wednesday &#44; showed a woman driving in the traditional veil &#44; with only her eyes showing &#44; as other motorists slowed and gave a thumbs-up sign . One of the women &#44; posting on Twitter as Eman al-Najfan &#44; tweeted a photograph of herself being stopped by police . She was taken to a police station &#44; activists said &#44; though it was not immediately clear whether she would face further action .,,0000000100000000100000000000000100000000100000000000001000000000010000000000000100000000000000000000000000000000000000000000000001000000000000000000000010000000000100000000000000000000000000000000000000000000100000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",RIYADH -- - Saudi women 's rights activists posted online photographs and video clips of themselves defying a ban on female driving on Thursday &#44; two days after members of the influential Shoura Council called for an end to the prohibition . Saudi Arabia is the only country in the world where women are barred from driving &#44; but debate about the ban &#44; once confined to the private sphere and social media &#44; is increasingly spreading to public forums too . There is no specific law to prevent women from driving in the kingdom &#44; but they can not apply for driving licenses and have previously been arrested on charges relating to public order or political protest after getting behind the wheel . The photos and footage showed various women driving on busy streets in the capital Riyadh . One clip &#44; dated Wednesday &#44; showed a woman driving in the traditional veil &#44; with only her eyes showing &#44; as other motorists slowed and gave a thumbs-up sign . One of the women &#44; posting on Twitter as Eman al-Najfan &#44; tweeted a photograph of herself being stopped by police . She was taken to a police station &#44; activists said &#44; though it was not immediately clear whether she would face further action .,,0000000100000000000000000000000100000000100000000000001000000000000000000001000000000000000000000000000000100000000000000000000100000000000000000000000010000000000100000000000000000001000000000000000000000000000000000,Submit,,
