Title,Description,Keywords,situation,source-id
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He was afraid that the landlords would try to evict him.,rocstories/ac6e0f3c-bbf0-4985-8c63-467bd7086f56/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He cherished those drives with his mother.,rocstories/537bc28f-fbc7-4076-a7a1-feebd46df514/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Anna went on a mission trip with her church.,rocstories/5913973b-8fb7-4212-8c5c-ee9369aaf3d5/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She was feeling like she had no choice.,rocstories/7ede8f76-fc8a-4341-afc0-fca629de282b/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Bob was angry and sad at how horrid their prices were.,rocstories/87bb41f5-9f79-4b5b-8ced-0ad4048328c3/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I put all of those parts in my NewEgg cart.,rocstories/6ae077ea-69c8-4bdb-b3db-865c7029e336/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Buddy was interested in a device to keep track of his workout.,rocstories/8e760dcb-0cce-44e2-921a-971948dadb3f/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Tom dialed 911 immediately, telling the police what he saw.",rocstories/e5febfc9-ccbe-4151-a9de-033c14688188/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","After 10 minutes, Ted won, breaking Bill's thumb.",rocstories/dd9268c7-4f94-4073-8f00-dce284d9fb85/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It was a beautiful Hindu celebration as her new husband was Indian.,rocstories/99beeba9-32ef-47d4-8a02-f60ead5e3a03/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","As she inspected them, she saw princesses, ninjas and many others.",rocstories/2b46ff03-dafa-4752-b75c-7fb8ec78143f/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Ann worked so hard to take care of them she caught a cold.,rocstories/664ed0d2-2b9e-4c85-a83e-f70ae256d319/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Joe invited his family to a dinner at his new house.,rocstories/2632274e-8f76-4a7c-8159-d20257363008/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",As Ricky went to see what created the sound she found a kitten.,rocstories/440de35b-329c-42aa-a320-6dca711d854f/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Upon arrival, she got in a cab and headed to her resort.",rocstories/54d694e1-6f16-4b99-a316-ad99f7abee15/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","I would always go play with my friends, but they were all very good.",rocstories/ac3f539a-8b18-4486-8980-5b010000acf1/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","As she was mixing her ingredients, she added too much milk.",rocstories/3e63bffc-9808-4f3e-92d5-166d30db93a4/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I went to the salon to get them done.,rocstories/f29e6cac-08f3-4849-9334-88e632c46615/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She liked what she had but felt it was missing something.,rocstories/e10e93ce-0a41-4a08-8650-1e6c5499f118/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Kirby and Melissa met in their college's school spirit group.,rocstories/1f8db71e-c016-47ff-ab61-ff38667f4a6b/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Then we got to our hotel, ready to hit the park tomorrow.",rocstories/737b8b4f-ef4d-4783-94d1-630cd8fe85c7/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","He tried to talk to President Bush, but an undercover cop pulled up.",rocstories/a5717c2b-bbd9-4828-8691-76f9a2c66ea8/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",And she wanted to show her friends that she could swim.,rocstories/a1aea50c-09f7-45f5-95a9-c7d7371617b6/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Peter and his dog, Ben, grew up together.",rocstories/71f613d7-4ee2-4cd5-a71a-86c2f6ee6a77/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She said it was too dangerous for him to ride.,rocstories/e005d723-3d09-4a47-942b-253b04a16762/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She read online about plane safety and crashes.,rocstories/7d2357f0-49df-41cd-a339-d316a7af35ba/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Ky's parents thought he watched too much TV.,rocstories/7a43af30-d742-432f-a010-e694456ee490/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Anna was shocked, but realized she still loved her mom!",rocstories/d25e94bd-a5b5-4abc-b8d3-7102ce335ca6/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He called his friends to tell them he would be late.,rocstories/9fcb6f14-8b66-4003-b8e6-8d50b8af076f/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",The next morning she wakes up and realizes she has won the jackpot!,rocstories/1ebf9ef2-d6d5-4f7a-a754-7f78ac302e16/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Tom moved to California to pursue his goal.,rocstories/6edb3ce4-a444-4640-9483-c111541d7768/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Then he ran to tell mom the new word, so now I'm in trouble.",rocstories/bd909f76-6608-4ee8-b1fa-c199f4ca9701/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He had to clean all the sand from his car.,rocstories/bc7d6386-3caa-47e5-979b-eeee6f96ad8f/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Tom bought plants for his apartment.,rocstories/fe485f99-60e0-421a-87f7-ac1bedabe4ff/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It started when my friend told me she was going to run cross country.,rocstories/4f5c82f1-5828-442d-807f-05538c21a945/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Her house was a tent, she was homeless.",rocstories/be0ab887-651b-49db-8251-30680785edac/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Suddenly she saw that her favorite old band was reuniting.,rocstories/62677de6-d222-4d8e-ad8c-92e83d83796a/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She made sure to keep her feet under the table.,rocstories/f005bbfd-cb26-42fe-98c4-55e648013321/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He had taken care of most of his bills but something was wrong.,rocstories/170cd09c-ae1c-4ad0-954f-0e9e59e459d3/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He took his wife for a walk on his night off.,rocstories/f5b8910f-e55c-4bb3-ad3c-43f10be3cb3c/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","We read reviews before watching them, but some were still terrible.",rocstories/3f462180-5947-4fa7-bcd0-4f8534c5e798/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Instead I just took my time before going.,rocstories/107acf05-239a-47c3-90ef-f889c26b539e/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Finally after taking his CSET test he passed it.,rocstories/da2f0c78-49de-43e5-9f9d-f9c047751a47/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Denis really liked his blue and black tennis racket.,rocstories/b3881a73-694b-4261-9681-8aefd4cb0e0a/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",During the wedding he wanted to play a song on the piano for his wife.,rocstories/31bff64d-25fb-4fc6-b1ef-45eebe0a4fcd/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Rachel needed some books for her school project.,rocstories/49606676-1645-48b3-8501-7b519a4ba56a/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It was a warm but windy day at Jacob's house.,rocstories/98059176-54c1-4601-b359-3db303c5b402/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Frank borrowed Jesse's car to run some errands.,rocstories/dd27b891-d6d9-4c1a-9f4f-2e5698dfe304/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He discovered his entire head was infested with a bunch of lice!,rocstories/0114b179-7a00-4bd7-8d00-a5afbd1aeb0b/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","But when she was five, it was as big as her house.",rocstories/fc9f130b-138b-4935-aa3c-282f398a9b64/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","One day, she noticed he seemed down in the dumps.",rocstories/ab6e316c-0010-4a09-a17e-d07ad29cb29f/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Mindy went to confront her boyfriend.,rocstories/b97b32fb-f102-47a2-a404-36bbd42aa202/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She grew up without a mom and was responsible for her brothers.,rocstories/03045a24-dc10-4069-a147-b535165881f7/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Caroline gave him $50 dollars and invited him to breakfast.,rocstories/063c84a8-dba8-489d-919d-36e9c7181b8a/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He feeled bad and vowed to make his schedule less cluttered.,rocstories/e707fe8e-1f24-4b18-855c-ea5817bff72d/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I haven't been able to feel hunger since I was 8 years old.,rocstories/cef94576-1918-435c-b346-02f0e2a5b3f7/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","As he walked in, he patted his pockets.",rocstories/0dded5f7-f925-44fe-bd52-a529948baa60/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He picked her up and met her 20-year-old daughter and 16-year-old son.,rocstories/7c8b2148-c972-4468-8db1-5bf97b6a5508/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My aunt Grace visited China last year.,rocstories/c9a9debb-7f45-4b9e-8c5f-efe4f5c79c0f/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He looked down at his legs to see if they were still there.,rocstories/1c3cdc63-1c93-4480-9019-0e0223ab9f57/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She walked out the front door leaving Sammy to eat alone.,rocstories/71bfded7-daac-4c66-bedf-6b20c12f7c63/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jill walked from her apartment to the beach.,rocstories/ded63738-43f6-4409-85c9-138dd17bb5e7/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","If they sat still for the meeting, she would give them a candy bar.",rocstories/6e3a9af5-4905-4056-8454-91e21a15d65c/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Ike's dog Max was seven years old, just like him.",rocstories/c49b6f5f-ecd8-4151-a23c-f90ddbfba2b0/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She stepped back to admire her selection.,rocstories/1dc9e8c6-5e6a-4a2f-97ae-7ce57682b13c/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I had a friend named Ronin who lived with his mom.,rocstories/d361cbfa-1e25-4065-a54d-ffd7182b4452/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",The defendant said he was nervous due to his guilt.,rocstories/5847b38e-0905-411c-9377-3d8254251ccf/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She told me I didn't give her enough attention and we broke up.,rocstories/59a7799f-7560-4c21-8e8d-b936f339413d/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Lana had carefully budgeted out her money for the month.,rocstories/cac38cb1-4d40-4f20-bf4d-cc81edb0940e/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He never worked so hard in his life.,rocstories/b0983a5d-abc5-45b7-bc63-a9a097e0d169/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her best friends were tough but she wasn't.,rocstories/fb1923bd-01c1-4748-88f7-10527e0cf35d/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She worked hard to memorize her lines for the play.,rocstories/6ed4e91b-95ad-4969-8d56-1a43fdc78748/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Charles was disappointed he had made a wonderful lunch too.,rocstories/8413dec5-c279-403b-9728-5448d8c3e379/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Moe shut his phone off and began to change the tire.,rocstories/8fae46fa-feb7-40ff-a507-00b9812f0366/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jill was at school with her friends.,rocstories/7789775e-ea55-4cc3-b58d-76b527464dbf/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He fell in love with the sight of her.,rocstories/109f3bed-def9-4158-8d1e-92d49eb6d508/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",The new transfer student claimed that he was faster than John.,rocstories/056c1e7a-a130-4a9e-b2b1-09f6d36b38b7/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Angel was nervous so she studied hard to pass all of the questions.,rocstories/892a93a2-a8d8-4bf1-a374-0547aacd374a/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her adopted baby sister would be arriving on Christmas Day.,rocstories/4ae0273d-f97e-4804-b3ce-fab439e4e192/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","There, she took- and passed- her official driver's test!",rocstories/e6a772e7-fe2b-481c-b2ad-6b0186595756/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It took a ridiculously long time and I was frustrated.,rocstories/50dfc15a-1bf0-469b-bfa4-4b9f07d52986/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","When he got up to the mic, Mike changed his mind.",rocstories/79316a53-b821-41f6-b336-66d4cfa15cfd/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Samuel wanted to teach his son a lesson in money management.,rocstories/b8f2c767-52de-42d7-8cda-eeef7678e78e/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Anna's fiance took her out for a lobster dinner.,rocstories/d3e063c6-ccf5-4d81-91fe-f8aacb36f3a0/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Ken the star football player does his best to give it all he has.,rocstories/f147de98-3100-4d6c-9b29-a05068ddb237/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","After I took a shower, I checked my email.",rocstories/e09e5e93-6fe4-4cce-9197-b00f4b57efc0/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Evan and April went to church together and sang in the choir.,rocstories/82dfb8e4-2708-485c-8db6-c9163b1bae9c/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",The girl thanks Dean and asks him on a date.,rocstories/8c44f977-ea8f-4370-8d13-1ec4c3a3a155/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She has cut hair for over 20 years in her local area.,rocstories/6a648c82-00e2-4fd6-80aa-447009784edc/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","She had a younger son too, so they played well together.",rocstories/404f3ce2-898e-4d60-8a08-1dccc758f6b5/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Kya's doctor said dehydration caused her fatigue and loss of energy.,rocstories/87b28bf4-2a6a-48a0-8d92-cfd10d75c636/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","He asked his family for help, but they told him to get a job.",rocstories/17b1f507-367b-420f-833c-0f6b7f2f7a0f/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They were going to enter the Easter parade hat contest in their town.,rocstories/58371492-17c7-458e-827b-7cc8ffc7a23b/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Anna found a big toad in the road outside her house.,rocstories/c14827b1-3134-4bd7-bf79-e25c09afa501/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","But as they grew older, they preferred playing with their friends.",rocstories/8caca143-d893-40e9-b38b-b74c85fc7482/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It was very crowded but we had a reservation.,rocstories/99d073a9-375a-45ad-a070-0fdfbbf73f69/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She hired a woman to help with her makeup.,rocstories/854ba3fd-404f-45a5-8b10-970dde6c116e/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Our son drives us there from Boston and back.,rocstories/97f3f8d0-5b34-44a2-9c95-eeec990c5e43/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","So when money was missing from her cash register, she panicked.",rocstories/98c89285-26f9-4de7-96e7-5f21e1f318b5/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Daniel's mom explained to him they don't exist.,rocstories/5635dd93-cdb5-417b-8cb1-7b279a3579d5/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","They wanted to ask why , but they were afraid jack would get mad.",rocstories/3fe9b6c8-6c05-4b4d-b465-70a38c8f59e3/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Drew was so excited he was finally going to the zoo!,rocstories/0aa92c69-1d4b-417b-bec2-18acb77077b6/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They asked her if she was sexually active.,rocstories/0afbd3e8-644d-4de5-8737-19bccf421f8b/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He finished it and finally got his license back.,rocstories/f4c5e7f1-1772-400a-b0dd-cff3d91c1802/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Six weeks after she died, they got married on his birthday.",rocstories/5b018e22-6442-43fd-8d0b-c44e26178100/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",John told him to do whatever it takes to end the pain.,rocstories/77f2a135-81b6-432d-8d68-6260d2610dbf/sentence4/original
