Title,Description,Keywords,question1
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Working as little as possible just to get by
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Russia better than Ukraine
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations","Believing the Earth is 6,000 years old."
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Traveling to another world.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Telling a child that santa isn't real
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Drive your friend to the wrong airport early in the morning.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Saying that Hugo is a lier because he always lies
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Sleeping in little satin cow shorts.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Beating Serena with a big smile
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",eating tomatoes during winter
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",slaughtering animals for food
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Shipping fictional characters
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Making a cup of tea by heating it in the microwave
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",nationalizing the pharmaceutical industry
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Finding an iPhone on the ground and keeping it
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Poor people are dangerous should they be watched carefully
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Someone who has debilitating depression to the point where they can't even go outside killing themselves
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a child to save two hundred cats
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",trolling someone on the internet
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Stabbing someone with a stuffed animal
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Traveling back in time to become my own father.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Disobeying to my parents and take the train to go see my gf
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",calling a sexy woman a ten dollar bag of dimes
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",I am mad at my roommate for not going to the store and getting butter
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Being in a relationship while having a personality disorder
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Slapping your mother if it would create jobs.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Wearing a tee-shirt at a meeting
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a skeleton that has a blue eye and magic and is getting Revenge
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Butcher for organs and eat the rest of the pawn
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Changing diapers in the men's restroom
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Secretly recording a giraffe
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Give money and a dead fish to a homeless
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",random reward loot boxes that are bought with currency
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Pretending to work while playing video games.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Chase and Leo getting back together
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a cat when he's attacking you
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",exercise right after eating
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Refusing to live in a society
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Watching my own testicles migrate up and down the scrotum
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Reading the bible backwards
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",lying to someone to not hurt them
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Kidnapping someone for liking vtubers
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Saying that two plus two equals four
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Give back money to my followers
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",How do I kindly tell my wife she is too dramatic
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",going to space in your own rocket
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",I can't believe it's not butter
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",having sex when you're not married
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a friend if he wants to
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Being born into generational wealth
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",I do not believe in reality.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",My mom saying that I’m going to end up in jail
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a nazi because he wants to kill my trans boyfriend
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Working for the government as a cop
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",kill my wife if she is bad
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Decapitating someone who hit you
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Playing rock music around the elderly.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Robbing a bank if the bank is a crypto company
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Settling a bomb in the bank which took away your home
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a bear to save an endangered animal
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Call the cops because my dog disappeared
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Interpolating special L values
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Will artificial intelligence result in terminators
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Imprisoning people who won't get vaccinated
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having sex with someone you don't love
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Cheating on type systems coursework
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Kidnapping multiple people to help you look for your missing friends and to help places in need.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",deleting your Facebook account
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Drying assorted meats in Brian's car
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",disowning your extended family
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",I invented an Artificial intelligence program
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Eating an everything bagle
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Steal money to feed your kids
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",telling children that they are cute when they are actually ugly
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",My daughter want to marry a man 30 years older
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Playing video games to save the world
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Growing human beings in a lab that are subservient
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Commit suicide if my life sucks
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Illegally downloading a film if you've paid to see it at the cinema
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",i had sex with your mother and she liked it
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Get a baby with my wife even though I know this is going to be the next leader of an international fascist government
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",stealing my friend's slice of cake as an act of revenge for killing my dog
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Tipping with a credit card instead of cash
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",hand-grinding your coffee at work every morning
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having sex in a video game
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",pouring olive oil down the drain
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",A serial killer refrained himself from eating vegetable
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having sex with your child's mom
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",electrocuting a stranger when a scientist tells me to do it
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Stealing your boss's wife because she's unhappy with him
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Chewing gum while walking.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Saving the planet by killing every human beings.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",using linux instead of windows
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Give flanders independence
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Tubeless tyres on road bikes
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Going to work with a cough.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Eating chicken without consent
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",shoplifting so i do not starve to death
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",putting adolph hitler in power if it is legal
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Transferring one's consciousness to a digital computer and drone system
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Industrial society and it's future
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Leaving the job I wanted so much
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Have sex with a man 35 years older than you.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",choosing your friend over your family
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Being late for work if I don't plan on contributing anyway.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",feel the fear and do it anyway
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",listening to music at work
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Using lethal force to stop someone you suspect is robbing the bank
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",not telling your partner you were unfaithfull to avoid hurting her
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Parking in a handicap spot with an invisible disability
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",I work for a start-up that fights anti-money laundering.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Establishing a 32 county socialist republic of Ireland.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",When should I listen to music
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Drink orange juice if i don't like it
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",shoplifting from supermarket
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having sex with a man when they're sleeping
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",I am transforming all my friends into squeaky balloons
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Make a surprise to a friend without telling him
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",slip on the stairs at Kevin’s house and straddle the banister while trying to catch your balance
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having your name on deep web
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Peek at the exam questions during the test.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",A 99 year old falling in love with a 90 year old
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",killing one person instead of killing two people
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Economic systems with social classes
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Watching my wife undressing
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Telling someone you love her
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",French kiss with best friend's ex-girlfriend
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Driving a car without gloves on
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Driving while intoxicated if it turns a profit
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Make breeders pay for education
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having a child even if the world is dying
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Hitting a man who is being annoying.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Giving out a loan to a 10 year old at 0 percent interest
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Lying on your resume when you really want the job
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",State control of all housing
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a bear who wants to kill me
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",rock and roll all night and party every day
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",what will the world population be in 2025
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Rigging a game to allow a young child to win
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Stealing food to feed the poor.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Sending all negros back to Africa
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",taking your cat for a hike
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Masking up and making unscheduled withdrawals from the federal reserve
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Fattening myself up because someone is paying me monthly based on how fat I am.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",hating on my family if they don't take care of our pets as much as I do
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",pooping next to the toilet
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Farting in an unoccupied elevator as you exit.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",taking an injured human to a vet
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Gaining weight to feel better about myself
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Dismantle the global world order
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",someone stole my hamburger can I steal it back
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Licking doorknobs on other planets
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",gassing members of the tribe
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",dancing on the grave of a war criminal
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",telling your boss you want to quit
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Eating chocolate and drinking beer
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Take up a job after college
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing infected pets to slow the spread of a deadly virus
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Smoking weed to medicate depression
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having a personality disorder
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Bet the Alabama first half spread
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Stealing medicine for your sick mom.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing an invasive species
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Make out with your friends
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Hitting my opponent with a brick because they didn't take en passant
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",having sex with your wife's sister
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",dictatorship if the dictator is a very moral person
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Playing a game badly on purpose to allow a young child to win
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",playing super smash brothers melee
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having sex with my boyfriend
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Charging interest on a loan
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Bullying elected officials
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Jailing illegal immigrants
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Play the bugle every time the neighbor takes a shower.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",kill an innocent child in a wheelchair if i really want to
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",using someone's organs for the survival of a third party
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Driving 46 miles per hour in a zone where the speed limit is 45
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Forcing a failed male to wear cosplay
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",someone changing their gender
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Not giving Josie 20 dollars
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",international finance jewry
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Loaning money with interest
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Remind people that the native americans sacrificed people and had many slaves
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",pushing a fat person to save 200000000 kids
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",human sacrifice to god as part of a traditional ceremony to bring an mediocre harvest
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Watching t90 on facebook gaming
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",fly a plane into the world trade center
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Stealing one of the queens from the chess club
