Title,Description,Keywords,pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights,Answer.isParaphrase,Answer.possAlignments,Answer.sourceHighlights,Answer.sureAlignments,Answer.targetHighlights
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,ZBN19981111_0041-8-18,ZBN19981111_0041,8,HITTestInput,Most forecasts anticipate a further slow down in the economy in the next few months .,It was also widely speculated that economic increases would continue to shrink over the following several months .,most forecast anticipate a further slow down in the economy in the next few month .,it be also widely speculate that economic increase would continue to shrink over the following several month .,0.896551724,2,15-17 14-16 12-14 9-6 11-13,{},{},{},0-3 4-8 4-9 4-10 5-11 6-11 7-6 8-6 9-6 11-13 12-14 13-15 14-16 15-17,1-0 1-1 1-2 1-3 1-4 1-5 2-0 2-1 2-2 2-3 2-4 2-5 10-12,{},7,,{},unchanged,0-3 1-4 2-4 4-9 5-11 6-11 9-6 11-13 12-14 13-15 14-16 15-17,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,ZBN19981111_0041-8-18,ZBN19981111_0041,8,HITTestInput,Most forecasts anticipate a further slow down in the economy in the next few months .,It was also widely speculated that economic increases would continue to shrink over the following several months .,most forecast anticipate a further slow down in the economy in the next few month .,it be also widely speculate that economic increase would continue to shrink over the following several month .,0.896551724,2,15-17 14-16 12-14 9-6 11-13,{},{},{},0-3 4-8 4-9 4-10 5-11 6-11 7-6 8-6 9-6 11-13 12-14 13-15 14-16 15-17,1-0 1-1 1-2 1-3 1-4 1-5 2-0 2-1 2-2 2-3 2-4 2-5 10-12,{},7,,{},unchanged,0-0 0-1 0-2 0-3 0-4 0-5 0-6 0-7 9-6 11-13 12-14 14-16 15-17,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,ZBN19981111_0041-8-18,ZBN19981111_0041,8,HITTestInput,Most forecasts anticipate a further slow down in the economy in the next few months .,It was also widely speculated that economic increases would continue to shrink over the following several months .,most forecast anticipate a further slow down in the economy in the next few month .,it be also widely speculate that economic increase would continue to shrink over the following several month .,0.896551724,2,15-17 14-16 12-14 9-6 11-13,{},{},{},0-3 4-8 4-9 4-10 5-11 6-11 7-6 8-6 9-6 11-13 12-14 13-15 14-16 15-17,1-0 1-1 1-2 1-3 1-4 1-5 2-0 2-1 2-2 2-3 2-4 2-5 10-12,{},7,,3-8 3-9 3-10 3-11 4-8 4-9 4-10 4-11 5-8 5-9 5-10 5-11 6-8 6-9 6-10 6-11 13-15 13-16 14-15 14-16,unchanged,9-6 11-13 12-14 15-17,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,ZBN19981111_0041-8-18,ZBN19981111_0041,8,HITTestInput,Most forecasts anticipate a further slow down in the economy in the next few months .,It was also widely speculated that economic increases would continue to shrink over the following several months .,most forecast anticipate a further slow down in the economy in the next few month .,it be also widely speculate that economic increase would continue to shrink over the following several month .,0.896551724,2,15-17 14-16 12-14 9-6 11-13,{},{},{},0-3 4-8 4-9 4-10 5-11 6-11 7-6 8-6 9-6 11-13 12-14 13-15 14-16 15-17,1-0 1-1 1-2 1-3 1-4 1-5 2-0 2-1 2-2 2-3 2-4 2-5 10-12,{},7,,0-0 0-1 0-2 0-3 0-4 0-5 1-0 1-1 1-2 1-3 1-4 1-5 2-0 2-1 2-2 2-3 2-4 2-5 5-8 5-9 5-10 5-11 6-8 6-9 6-10 6-11 13-15,3 4,9-6 10-12 11-13 12-14 14-16 15-17,7
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,ZBN19981111_0041-8-18,ZBN19981111_0041,8,HITTestInput,Most forecasts anticipate a further slow down in the economy in the next few months .,It was also widely speculated that economic increases would continue to shrink over the following several months .,most forecast anticipate a further slow down in the economy in the next few month .,it be also widely speculate that economic increase would continue to shrink over the following several month .,0.896551724,2,15-17 14-16 12-14 9-6 11-13,{},{},{},0-3 4-8 4-9 4-10 5-11 6-11 7-6 8-6 9-6 11-13 12-14 13-15 14-16 15-17,1-0 1-1 1-2 1-3 1-4 1-5 2-0 2-1 2-2 2-3 2-4 2-5 10-12,{},7,,1-3 1-4 2-3 2-4 4-10 4-11 4-12 5-10 5-11 5-12 6-10 6-11 6-12 13-15 13-16 14-15 14-16,0 3 7 8 10,9-6 11-13 12-14 15-17,0 1 2 7 8 9
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,1-10 2-10 3-9 3-10,unchanged,0-0 0-10 1-9 2-8 3-7 4-6 9-6 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,{},unchanged,0-0 3-3 3-5 7-2 7-6 9-6 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,{},unchanged,0-0 10-0 10-1 10-2 10-3 10-4 10-5 10-6 10-7 10-8 10-9,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,2-1 2-2 2-3 3-1 3-2 3-3 4-1 4-2 4-3,unchanged,0-0 4-5 5-4 6-8 6-9 9-6 9-7 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,1-1 1-2 1-3 6-8 6-9 9-7,{},0-0 3-4 4-5 9-6 10-10,{}
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,1-1 1-2 1-3 5-6 5-7 5-8 5-9 6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-6 8-7 8-8 8-9 9-6 9-7 9-8 9-9,unchanged,0-0 4-5 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,{},unchanged,0-0 2-2 6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-6 8-7 8-8 8-9 9-6 9-7 9-8 9-9 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,0-10,unchanged,0-0 0-1 0-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9 9-6 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,{},2 3 4 5 7 8,0-0 1-1 6-6 9-6 10-10,2 3 4 5 7 8
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,4-8 10-3 10-5,unchanged,0-0 0-1 0-2 0-3 0-4 0-5 0-6 0-7 0-8 3-0 4-0 4-9 4-10 5-0 5-10 6-0 7-0 8-3 9-0 9-2 9-6 10-2 10-4 10-6 10-7 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,1-1 1-2 1-3 1-4 2-1 2-2 2-3 2-4 3-1 3-2 3-3 3-4 5-6 5-7 5-8 5-9 6-6 6-7 6-8 6-9 7-6 7-7 7-8 7-9 8-6 8-7 8-8 8-9 9-6 9-7 9-8 9-9,unchanged,0-0 4-5 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,XIN20040112.0179-8-2,XIN20040112.0179,8,HITTestInput,Syria believed that was only an act for the news .,Syria brushed this off as mere media coverage seeking attention .,syria believe that be only an act for the news .,syria brush this off a mere medium coverage seek attention .,0.9,0,10-10 0-0 9-6,{},{},{},0-0 1-1 1-2 1-3 4-5 8-6 8-7 9-6 9-7 10-10,2-4 3-4 5-8 5-9 6-8 6-9 7-8 7-9,{},{},,1-1 5-8 5-9 6-8 6-9 7-8 7-9,2 3 4,0-0 9-6 10-10,2 3 4 5 7
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,1-5 1-6 1-7 2-5 2-6 2-7 3-5 3-6 3-7,unchanged,0-4 3-8 5-9 6-0 6-1 6-2 7-13,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,{},{},0-4 1-5 1-6 1-7 2-5 2-6 2-7 3-8 5-9 6-0 6-1 6-2 7-13,10 11 12
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,{},unchanged,0-4 1-1 2-7 3-8 4-12 5-9 6-3,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,{},unchanged,3-8 5-9 7-0 7-1 7-2 7-3 7-4 7-5 7-6 7-7 7-8 7-9 7-10 7-11 7-12 7-13,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,1-5 1-6 1-7 2-5 2-6 2-7 4-10 4-11 4-12 6-0 6-1 6-2,{},0-4 3-8 5-9 7-13,{}
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,6-5 6-6 6-7,unchanged,0-4 1-5 1-6 1-7 2-5 2-6 2-7 3-8 4-11 4-12 5-9 7-13,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,{},unchanged,1-7 1-8 2-7 2-8 3-7 3-8 5-9 6-0 6-1 6-2 7-13,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,{},unchanged,0-0 0-1 0-2 0-4 0-5 0-6 0-7 0-8 0-9 3-8 5-9 7-13,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,{},4,1-7 2-7 3-8 5-9 7-13,0 1 2 3 10 11 12
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,{},unchanged,0-2 0-3 0-4 0-5 0-6 0-7 0-8 2-0 2-13 3-0 3-8 3-13 4-0 4-13 5-0 5-9 5-13 7-0 7-1 7-2 7-5 7-6 7-7 7-8 7-9 7-13,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,{},{},0-4 1-7 1-8 2-7 2-8 3-7 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,5 6
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-86-174276-7483885-24-4,urd-WL-86-174276-7483885,24,HITTestInput,They wo n't use such drugs again .,"In the future , they need to stop taking medicine of this nature .",they wo n't use such drug again .,"in the future , they need to stop take medicine of this nature .",0.9,6,7-13 3-8 5-9,{},{},{},0-4 3-8 4-10 4-11 4-12 5-9 6-0 6-1 6-2 7-13,1-5 1-6 2-7,{},{},,1-7 1-8 2-7 2-8 3-8 3-9 4-8 4-9 5-8 5-9,{},13-Jul,0 1 2
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-77-174260-7483866-8-2,urd-WL-77-174260-7483866,8,HITTestInput,That freedom may be as short lived as 24-48 hours .,"Whether , this independence continues for 24 or 48 hours .",that freedom may be a short live a 24-48 hour .,"whether , this independence continue for 24 or 48 hour .",0.894736842,0,10-10 9-9 8-6 8-8,{},{},{},0-2 1-3 8-6 8-7 8-8 9-9 10-10,2-0 2-4 3-0 3-4 4-0 4-4 5-0 5-4 6-0 6-4 7-5,{},{},,{},unchanged,10-0 10-1 10-2 10-3 10-4 10-5 10-6 10-7 10-8 10-9,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-77-174260-7483866-8-2,urd-WL-77-174260-7483866,8,HITTestInput,That freedom may be as short lived as 24-48 hours .,"Whether , this independence continues for 24 or 48 hours .",that freedom may be a short live a 24-48 hour .,"whether , this independence continue for 24 or 48 hour .",0.894736842,0,10-10 9-9 8-6 8-8,{},{},{},0-2 1-3 8-6 8-7 8-8 9-9 10-10,2-0 2-4 3-0 3-4 4-0 4-4 5-0 5-4 6-0 6-4 7-5,{},{},,{},{},0-2 0-3 1-2 1-3 8-6 8-7 8-8 9-9 10-10,0
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-77-174260-7483866-8-2,urd-WL-77-174260-7483866,8,HITTestInput,That freedom may be as short lived as 24-48 hours .,"Whether , this independence continues for 24 or 48 hours .",that freedom may be a short live a 24-48 hour .,"whether , this independence continue for 24 or 48 hour .",0.894736842,0,10-10 9-9 8-6 8-8,{},{},{},0-2 1-3 8-6 8-7 8-8 9-9 10-10,2-0 2-4 3-0 3-4 4-0 4-4 5-0 5-4 6-0 6-4 7-5,{},{},,{},unchanged,0-0 0-5 0-10 1-1 1-6 1-9 2-2 2-4 2-6 2-8 3-3 3-4 3-7 4-4 5-3 5-4 5-6 5-7 5-8 5-9 8-2 8-4 8-6 8-8 9-1 9-4 9-9 10-0 10-4 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-77-174260-7483866-8-2,urd-WL-77-174260-7483866,8,HITTestInput,That freedom may be as short lived as 24-48 hours .,"Whether , this independence continues for 24 or 48 hours .",that freedom may be a short live a 24-48 hour .,"whether , this independence continue for 24 or 48 hour .",0.894736842,0,10-10 9-9 8-6 8-8,{},{},{},0-2 1-3 8-6 8-7 8-8 9-9 10-10,2-0 2-4 3-0 3-4 4-0 4-4 5-0 5-4 6-0 6-4 7-5,{},{},,{},unchanged,0-0 1-0 2-0 3-0 4-0 5-0 6-0 7-0 8-6 8-8 9-9 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-77-174260-7483866-8-2,urd-WL-77-174260-7483866,8,HITTestInput,That freedom may be as short lived as 24-48 hours .,"Whether , this independence continues for 24 or 48 hours .",that freedom may be a short live a 24-48 hour .,"whether , this independence continue for 24 or 48 hour .",0.894736842,0,10-10 9-9 8-6 8-8,{},{},{},0-2 1-3 8-6 8-7 8-8 9-9 10-10,2-0 2-4 3-0 3-4 4-0 4-4 5-0 5-4 6-0 6-4 7-5,{},{},,0-2 2-4 2-5 3-4 3-5 4-4 4-5 5-4 5-5 6-4 6-5 7-4 7-5,unchanged,1-3 8-6 8-7 8-8 9-9 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-77-174260-7483866-8-2,urd-WL-77-174260-7483866,8,HITTestInput,That freedom may be as short lived as 24-48 hours .,"Whether , this independence continues for 24 or 48 hours .",that freedom may be a short live a 24-48 hour .,"whether , this independence continue for 24 or 48 hour .",0.894736842,0,10-10 9-9 8-6 8-8,{},{},{},0-2 1-3 8-6 8-7 8-8 9-9 10-10,2-0 2-4 3-0 3-4 4-0 4-4 5-0 5-4 6-0 6-4 7-5,{},{},,{},unchanged,0-2 1-3 8-6 8-8 9-9 10-10,unchanged
Word Alignment Test,"The goal of these HITs is to test workers who have received training on how to create \""word alignments\"" for an academic research project on the meaning of language. Those who do well on these HITs will gain qualifications to do a larger set of HITs.",Word alignment,urd-WL-77-174260-7483866-8-2,urd-WL-77-174260-7483866,8,HITTestInput,That freedom may be as short lived as 24-48 hours .,"Whether , this independence continues for 24 or 48 hours .",that freedom may be a short live a 24-48 hour .,"whether , this independence continue for 24 or 48 hour .",0.894736842,0,10-10 9-9 8-6 8-8,{},{},{},0-2 1-3 8-6 8-7 8-8 9-9 10-10,2-0 2-4 3-0 3-4 4-0 4-4 5-0 5-4 6-0 6-4 7-5,{},{},,{},0 2 3 4,1-3 5-4 6-4 8-6 8-8 9-9 10-10,0 1 2 5 7
