Title,Description,Keywords,clip,sent,phrase,Answer.answer,Answer.bad_sent,Answer.commentbox,Answer.question,Approve,Reject
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines flee to waiting helicopter.",flee,yes,,{},"In Camp Pendleton Air Station, California, Marines flee to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.07.291-00.52.14.908,"Now Imlay moves down a hall, stacking his rifles.",stacking,yes,,{},"Now Imlay moves down a hall, stacking his rifles.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.07.291-00.52.14.908,"Now Imlay moves down a hall, stacking his rifles.",stacking,yes,,{},"Now Imlay moves down a hall, stacking his rifles.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.07.291-00.52.14.908,"Now Imlay moves down a hall, stacking his rifles.",stacking,no,True,{},"Now Imlay moves down a hall, stacking his rifles.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.07.291-00.52.14.908,"Now Imlay moves down a hall, stacking his rifles.",stacking,no,,{},"Now Imlay moves down a hall, stacking his rifles.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.07.291-00.52.14.908,"Now Imlay moves down a hall, stacking his rifles.",stacking,no,,{},"Now Imlay moves down a hall, stacking his rifles.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines ascend to waiting helicopter.",ascend,yes,,{},"In Camp Pendleton Air Station, California, Marines ascend to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines ascend to waiting helicopter.",ascend,yes,,{},"In Camp Pendleton Air Station, California, Marines ascend to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines ascend to waiting helicopter.",ascend,yes,,{},"In Camp Pendleton Air Station, California, Marines ascend to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines ascend to waiting helicopter.",ascend,yes,,{},"In Camp Pendleton Air Station, California, Marines ascend to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines ascend to waiting helicopter.",ascend,no,True,{},"In Camp Pendleton Air Station, California, Marines ascend to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.07.291-00.52.14.908,"Now Imlay moves down a hall, steadying his rifles.",steadying,yes,,{},"Now Imlay moves down a hall, steadying his rifles.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.07.291-00.52.14.908,"Now Imlay moves down a hall, steadying his rifles.",steadying,yes,,{},"Now Imlay moves down a hall, steadying his rifles.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.07.291-00.52.14.908,"Now Imlay moves down a hall, steadying his rifles.",steadying,no,,{},"Now Imlay moves down a hall, steadying his rifles.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.07.291-00.52.14.908,"Now Imlay moves down a hall, steadying his rifles.",steadying,yes,,{},"Now Imlay moves down a hall, steadying his rifles.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.07.291-00.52.14.908,"Now Imlay moves down a hall, steadying his rifles.",steadying,yes,True,{},"Now Imlay moves down a hall, steadying his rifles.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.33.982-00.52.36.658,"At the end of Imlay hall, a door cracks slightly.",cracks,yes,,{},"At the end of Imlay hall, a door cracks slightly.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.33.982-00.52.36.658,"At the end of Imlay hall, a door cracks slightly.",cracks,yes,,{},"At the end of Imlay hall, a door cracks slightly.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.33.982-00.52.36.658,"At the end of Imlay hall, a door cracks slightly.",cracks,yes,,{},"At the end of Imlay hall, a door cracks slightly.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.33.982-00.52.36.658,"At the end of Imlay hall, a door cracks slightly.",cracks,yes,,{},"At the end of Imlay hall, a door cracks slightly.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.33.982-00.52.36.658,"At the end of Imlay hall, a door cracks slightly.",cracks,yes,,{},"At the end of Imlay hall, a door cracks slightly.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",react,yes,,{},"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",react,yes,,{},"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",react,yes,,{},"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",react,yes,,{},"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",react,yes,,{},"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then presses his signature to the form.",presses,yes,,{},"John gives him a kind look, then presses his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then presses his signature to the form.",presses,yes,,{},"John gives him a kind look, then presses his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then presses his signature to the form.",presses,yes,True,{},"John gives him a kind look, then presses his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then presses his signature to the form.",presses,yes,,{},"John gives him a kind look, then presses his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then presses his signature to the form.",presses,yes,,{},"John gives him a kind look, then presses his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then ties his signature to the form.",ties,yes,,{},"John gives him a kind look, then ties his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then ties his signature to the form.",ties,yes,,{},"John gives him a kind look, then ties his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then ties his signature to the form.",ties,yes,,{},"John gives him a kind look, then ties his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then ties his signature to the form.",ties,yes,,{},"John gives him a kind look, then ties his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then ties his signature to the form.",ties,yes,,{},"John gives him a kind look, then ties his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.41.000-00.52.48.147,"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",creating,yes,,{},"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.41.000-00.52.48.147,"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",creating,yes,,{},"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.41.000-00.52.48.147,"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",creating,yes,,{},"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.41.000-00.52.48.147,"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",creating,yes,,{},"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.41.000-00.52.48.147,"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",creating,yes,,{},"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris pokes his head at Guerrero,pokes,yes,,{},Harris pokes his head at Guerrero,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris pokes his head at Guerrero,pokes,yes,,{},Harris pokes his head at Guerrero,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris pokes his head at Guerrero,pokes,yes,,{},Harris pokes his head at Guerrero,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris pokes his head at Guerrero,pokes,yes,,{},Harris pokes his head at Guerrero,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris pokes his head at Guerrero,pokes,yes,,{},Harris pokes his head at Guerrero,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.53.18.541-00.53.21.704,Santos and Nantz don their gear.,don,yes,,{},Santos and Nantz don their gear.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.53.18.541-00.53.21.704,Santos and Nantz don their gear.,don,no,,{},Santos and Nantz don their gear.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.53.18.541-00.53.21.704,Santos and Nantz don their gear.,don,yes,,{},Santos and Nantz don their gear.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.53.18.541-00.53.21.704,Santos and Nantz don their gear.,don,yes,,{},Santos and Nantz don their gear.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.53.18.541-00.53.21.704,Santos and Nantz don their gear.,don,yes,,{},Santos and Nantz don their gear.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then puts his signature to the form.",puts,yes,,{},"John gives him a kind look, then puts his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then puts his signature to the form.",puts,yes,,{},"John gives him a kind look, then puts his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then puts his signature to the form.",puts,yes,,{},"John gives him a kind look, then puts his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then puts his signature to the form.",puts,yes,,{},"John gives him a kind look, then puts his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then puts his signature to the form.",puts,yes,,{},"John gives him a kind look, then puts his signature to the form.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris cranes his head at Guerrero,cranes,yes,,{},Harris cranes his head at Guerrero,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris cranes his head at Guerrero,cranes,yes,,{},Harris cranes his head at Guerrero,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris cranes his head at Guerrero,cranes,yes,,{},Harris cranes his head at Guerrero,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris cranes his head at Guerrero,cranes,yes,,{},Harris cranes his head at Guerrero,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris cranes his head at Guerrero,cranes,yes,,{},Harris cranes his head at Guerrero,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He drops it inside a service record folder and sets it in front of Nantz,drops,yes,,{},He drops it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He drops it inside a service record folder and sets it in front of Nantz,drops,no,,{},He drops it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He drops it inside a service record folder and sets it in front of Nantz,drops,yes,,{},He drops it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He drops it inside a service record folder and sets it in front of Nantz,drops,yes,,{},He drops it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He drops it inside a service record folder and sets it in front of Nantz,drops,yes,,{},He drops it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez signals to his men.,signals to,yes,,{},Martinez signals to his men.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez signals to his men.,signals to,no,,{},Martinez signals to his men.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez signals to his men.,signals to,yes,,{},Martinez signals to his men.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez signals to his men.,signals to,no,,{},Martinez signals to his men.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez signals to his men.,signals to,yes,,{},Martinez signals to his men.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.27.077-00.54.32.904,Martinez controls his brow with a gloved finger and stares out the windshield.,controls,yes,,{},Martinez controls his brow with a gloved finger and stares out the windshield.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.27.077-00.54.32.904,Martinez controls his brow with a gloved finger and stares out the windshield.,controls,yes,,{},Martinez controls his brow with a gloved finger and stares out the windshield.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.27.077-00.54.32.904,Martinez controls his brow with a gloved finger and stares out the windshield.,controls,yes,,{},Martinez controls his brow with a gloved finger and stares out the windshield.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.27.077-00.54.32.904,Martinez controls his brow with a gloved finger and stares out the windshield.,controls,yes,,{},Martinez controls his brow with a gloved finger and stares out the windshield.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.27.077-00.54.32.904,Martinez controls his brow with a gloved finger and stares out the windshield.,controls,yes,,{},Martinez controls his brow with a gloved finger and stares out the windshield.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He stuffs it inside a service record folder and sets it in front of Nantz,stuffs,yes,,{},He stuffs it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He stuffs it inside a service record folder and sets it in front of Nantz,stuffs,yes,,{},He stuffs it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He stuffs it inside a service record folder and sets it in front of Nantz,stuffs,no,,{},He stuffs it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He stuffs it inside a service record folder and sets it in front of Nantz,stuffs,yes,,{},He stuffs it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He stuffs it inside a service record folder and sets it in front of Nantz,stuffs,yes,,{},He stuffs it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez surveys his men.,surveys,yes,,{},Martinez surveys his men.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez surveys his men.,surveys,no,,{},Martinez surveys his men.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez surveys his men.,surveys,no,,{},Martinez surveys his men.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez surveys his men.,surveys,yes,,{},Martinez surveys his men.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez surveys his men.,surveys,yes,,{},Martinez surveys his men.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.45.901-00.54.47.740,Mottola shields his eyes from his rifle.,shields,no,,{},Mottola shields his eyes from his rifle.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.45.901-00.54.47.740,Mottola shields his eyes from his rifle.,shields,yes,,{},Mottola shields his eyes from his rifle.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.45.901-00.54.47.740,Mottola shields his eyes from his rifle.,shields,yes,,{},Mottola shields his eyes from his rifle.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.45.901-00.54.47.740,Mottola shields his eyes from his rifle.,shields,yes,,{},Mottola shields his eyes from his rifle.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.45.901-00.54.47.740,Mottola shields his eyes from his rifle.,shields,no,,{},Mottola shields his eyes from his rifle.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He slides it inside a service record folder and sets it in front of Nantz,slides,no,,{},He slides it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He slides it inside a service record folder and sets it in front of Nantz,slides,yes,,{},He slides it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He slides it inside a service record folder and sets it in front of Nantz,slides,yes,,{},He slides it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He slides it inside a service record folder and sets it in front of Nantz,slides,yes,,{},He slides it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He slides it inside a service record folder and sets it in front of Nantz,slides,yes,,{},He slides it inside a service record folder and sets it in front of Nantz,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to secure the airfield in single file.,secure,yes,,{},The Marines try to secure the airfield in single file.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to secure the airfield in single file.,secure,no,,{},The Marines try to secure the airfield in single file.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to secure the airfield in single file.,secure,yes,,{},The Marines try to secure the airfield in single file.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to secure the airfield in single file.,secure,no,,{},The Marines try to secure the airfield in single file.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to secure the airfield in single file.,secure,no,,{},The Marines try to secure the airfield in single file.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to clear the airfield in single file.,clear,yes,,{},The Marines try to clear the airfield in single file.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to clear the airfield in single file.,clear,yes,,{},The Marines try to clear the airfield in single file.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to clear the airfield in single file.,clear,yes,,{},The Marines try to clear the airfield in single file.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to clear the airfield in single file.,clear,yes,,{},The Marines try to clear the airfield in single file.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to clear the airfield in single file.,clear,no,,{},The Marines try to clear the airfield in single file.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop disturbs the passengers.,disturbs,yes,,{},An abrupt stop disturbs the passengers.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop disturbs the passengers.,disturbs,yes,,{},An abrupt stop disturbs the passengers.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop disturbs the passengers.,disturbs,yes,,{},An abrupt stop disturbs the passengers.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop disturbs the passengers.,disturbs,yes,,{},An abrupt stop disturbs the passengers.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop disturbs the passengers.,disturbs,yes,,{},An abrupt stop disturbs the passengers.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns enjoys a golf tee while reading a Bible.,enjoys,yes,,{},Kerns enjoys a golf tee while reading a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns enjoys a golf tee while reading a Bible.,enjoys,yes,,{},Kerns enjoys a golf tee while reading a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns enjoys a golf tee while reading a Bible.,enjoys,yes,,{},Kerns enjoys a golf tee while reading a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns enjoys a golf tee while reading a Bible.,enjoys,no,,{},Kerns enjoys a golf tee while reading a Bible.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns enjoys a golf tee while reading a Bible.,enjoys,no,,{},Kerns enjoys a golf tee while reading a Bible.,,
