Title,Description,Keywords,clip,sent,phrase
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines react to waiting helicopter.",react
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then presses his signature to the form.",presses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then ties his signature to the form.",ties
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.52.41.000-00.52.48.147,"Nantz pulls away a thin stretchy layer of the alien's body, creating a large watery sac.",creating
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris pokes his head at Guerrero,pokes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.53.18.541-00.53.21.704,Santos and Nantz don their gear.,don
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.08.000-00.05.13.492,"John gives him a kind look, then puts his signature to the form.",puts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris cranes his head at Guerrero,cranes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He drops it inside a service record folder and sets it in front of Nantz,drops
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez signals to his men.,signals to
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.27.077-00.54.32.904,Martinez controls his brow with a gloved finger and stares out the windshield.,controls
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He stuffs it inside a service record folder and sets it in front of Nantz,stuffs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez surveys his men.,surveys
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.45.901-00.54.47.740,Mottola shields his eyes from his rifle.,shields
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.13.516-00.05.17.586,He slides it inside a service record folder and sets it in front of Nantz,slides
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to secure the airfield in single file.,secure
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to clear the airfield in single file.,clear
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop disturbs the passengers.,disturbs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns enjoys a golf tee while reading a Bible.,enjoys
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.54.52.212-00.54.57.684,An abrupt stop happens to the passengers.,happens to
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.00.500-00.55.03.900,Small alien aircraft cruise overhead.,cruise
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz gazes downward with a wistful smirk.",gazes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns finishes a golf tee while reading a Bible.,finishes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz glances downward with a wistful smirk.",glances
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.10.000-00.55.16.793,The soldiers and civilians alike frown the seats as more alien aircraft pass overhead.,frown
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.21.500-00.05.24.832,"Avoiding John gaze, Nantz peers downward with a wistful smirk.",peers
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while panning a Bible.,panning
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.21.132-00.55.26.949,"The Marines aim their rifle skyward, Mottola indicates his radio.",indicates
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while flipping a Bible.,flipping
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.26.631-00.05.29.863,Nantz leaves.,leaves
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while writing a Bible.,writing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.25.500-00.20.28.326,Guerrero cuts to Nantz,cuts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.26.631-00.05.29.863,Nantz marches.,marches
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.38.500-00.20.39.794,Guerrero bends his gaze.,bends
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.26.631-00.05.29.863,Nantz enters.,enters
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.38.500-00.20.39.794,Guerrero reverses his gaze.,reverses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.29.863-00.05.38.488,"With a glance at his friend, Nantz digs for his file and eyes it, his chest heaves.",digs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.38.500-00.20.39.794,Guerrero doubles his gaze.,doubles
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.46.507-00.55.52.720,The Marines bang the radio.,bang
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.29.863-00.05.38.488,"With a glance at his friend, Nantz prepares for his file and eyes it, his chest heaves.",prepares
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.55.52.720-00.55.57.841,Nantz thinks on a gas station up ahead.,thinks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.46.000-00.20.50.989,"Writing a letter, Martinez strokes his brow with his thumb.",strokes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.29.863-00.05.38.488,"With a glance at his friend, Nantz springs for his file and eyes it, his chest heaves.",springs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.46.000-00.20.50.989,"Writing a letter, Martinez massages his brow with his thumb.",massages
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.57.24.000-00.57.30.639,"It arrives at the station, Nantz flails the grenade.",flails
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.46.000-00.20.50.989,"Writing a letter, Martinez scratches his brow with his thumb.",scratches
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.29.863-00.05.38.488,"With a glance at his friend, Nantz picks his file and eyes it, his chest heaves.",picks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.54.000-00.21.01.347,"Finishing, Martinez shuts the page and puts it away.",shuts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.57.48.000-00.57.52.139,Martinez gapes ahead at the black smoke and flames bathing the street.,bathing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.54.000-00.21.01.347,"Finishing, Martinez tears off the page and puts it away.",tears off
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.29.863-00.05.38.488,"With a glance at his friend, Nantz opens his file and eyes it, his chest heaves.",opens
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.57.52.139-00.57.53.654,Doc brow knits.,knits
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.29.863-00.05.38.488,"With a glance at his friend, Nantz pulls his file and eyes it, his chest heaves.",pulls
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.54.000-00.21.01.347,"Finishing, Martinez completes the page and puts it away.",completes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.57.57.381-00.58.02.324,The blonde little girl frees her head from the floor.,frees
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.44.345-00.05.46.206,"Now, an American flag lies beside an air traffic control tower.",lies
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.54.000-00.21.01.347,"Finishing, Martinez folds the page and wipes it away.",wipes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.58.10.000-00.58.14.414,"Obscured briefly by a tall flame flapping in the wind, the staff sergeant heads off.",flapping
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.01.347-00.21.05.797,The nervous lieutenant pumps his lips then spots Nantz eyeing him.,pumps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.44.345-00.05.46.206,"Now, an American flag touches down beside an air traffic control tower.",touches down
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.58.10.000-00.58.14.414,"Obscured briefly by a tall flame whipping in the wind, the staff sergeant sails off.",sails
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.44.345-00.05.46.206,"Now, an American flag raises beside an air traffic control tower.",raises
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.01.347-00.21.05.797,The nervous lieutenant purses his lips then spots Nantz eyeing him.,purses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.44.345-00.05.46.206,"Now, an American flag hangs an air traffic control tower.",hangs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.58.14.414-00.58.20.694,"Hoofing it through a trail of shatter debris, Nantz arrives at the destroyed aircraft.",shatter
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.01.347-00.21.05.797,The nervous lieutenant brushes his lips then spots Nantz eyeing him.,brushes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.58.35.888-00.58.37.584,"Leaning against the handrail, Nantz cups his forehead on his hand.",cups
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.44.345-00.05.46.206,"Now, an American flag lands an air traffic control tower.",lands
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.58.37.584-00.58.47.204,"As Martinez looks him over, Nantz bites him.",bites
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.01.347-00.21.05.797,The nervous lieutenant licks his lips then observes Nantz eyeing him.,observes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.44.345-00.05.46.206,"Now, an American flag lifts an air traffic control tower.",lifts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.59.01.468-00.59.04.829,His gaze hard and his hand furrow uncontrollably.,furrow
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.06.000-00.21.09.477,Martinez pins his face.,pins
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.46.206-00.05.53.062,"With his eyes fixed on it, Nantz swallows then mutters silent words.",swallows
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.59.04.829-00.59.10.524,"As Nantz starts to arm by his superior, Martinez stops him.",arm
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.06.000-00.21.09.477,Martinez snaps his face.,snaps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.46.206-00.05.53.062,"With his eyes fixed on it, Nantz shrugs then mutters silent words.",shrugs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.59.04.829-00.59.10.524,"As Nantz starts to salute his superior, Martinez stops him.",salute
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.13.000-00.21.17.657,"Over three missing signatures, well in process.",missing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.46.206-00.05.53.062,"With his eyes fixed on it, Nantz whispers then mutters silent words.",whispers
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.59.04.829-00.59.10.524,"As Nantz starts to acknowledge his superior, Martinez stops him.",acknowledge
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.46.206-00.05.53.062,"With his eyes fixed on it, Nantz salutes then speaks in silent words.",speaks in
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.13.000-00.21.17.657,"Over three counting signatures, well in process.",counting
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.46.206-00.05.53.062,"With his eyes fixed on it, Nantz salutes then breaks into silent words.",breaks into
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.17.657-00.21.21.156,"Lockett gapes, siding with Kerns",siding
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.46.206-00.05.53.062,"With his eyes fixed on it, Nantz salutes then exchanges silent words.",exchanges
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.21.156-00.21.24.300,It plunges craters and burning wreckage.,plunges
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.53.062-00.05.56.368,He changes his pained gaze.,changes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.21.156-00.21.24.300,It scans craters and burning wreckage.,scans
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.21.156-00.21.24.300,It overlooks craters and burning wreckage.,overlooks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.53.062-00.05.56.368,He maintains his pained gaze.,maintains
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.59.12.000-00.59.16.240,Nantz manages a little smile.,manages
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.53.062-00.05.56.368,He switches his pained gaze.,switches
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.59.38.303-00.59.46.430,"In the back, Nantz bats off his helmet and earpiece and makes a fist with his stunned hand.",stunned
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.59.346-00.06.05.787,"In a flower shop, a TV focuses a cluster of bright splotches in space, their size and intensity greater than the stars behind them.",focuses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.21.156-00.21.24.300,It shows craters and crumbling wreckage.,crumbling
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.00.31.677-01.00.34.856,Now the bus passes under a highway where several tanks sit milling.,milling
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.21.156-00.21.24.300,It shows craters and piles wreckage.,piles
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.01.30.977-01.01.37.251,"As the bus makes its way up a long curved on ramp, a couple of fighter jets dot overhead.",dot
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.59.346-00.06.05.787,"In a flower shop, a TV zooms a cluster of bright splotches in space, their size and intensity greater than the stars behind them.",zooms
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.21.156-00.21.24.300,It shows craters and loom wreckage.,loom
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.01.40.690-01.01.47.916,"On the freeway, littered with abandoned vehicles, the bus dodges cars out of its way as it rolls along.",dodges
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.05.59.346-00.06.05.787,"In a flower shop, a TV senses a cluster of bright splotches in space, their size and intensity greater than the stars behind them.",senses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.02.10.000-01.02.16.405,The Marines all display fresh ammo clips.,display
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.31.959-00.21.37.177,"A high aerial view, just after the chopper, blows smoke.",blows
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.05.787-00.06.08.259,"The mustached trooper, Haris poses with the bald, black Marine in thick-rimmed glasses.",poses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.02.22.000-01.02.26.567,"They pass a clearing in the smoke, to include a huge gap between the freeway and a section of off ramp.",include
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.31.959-00.21.37.177,"A high aerial view, just after the chopper, smokes smoke.",smokes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.05.787-00.06.08.259,"The mustached trooper, Haris serves with the bald, black Marine in thick-rimmed glasses.",serves
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.31.959-00.21.37.177,"A high aerial view, just after the chopper, builds smoke.",builds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.03.15.000-01.03.17.691,A huge explosion unfolds just a few yards in front of the bus.,unfolds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.05.787-00.06.08.259,"The mustached trooper, Haris shares with the bald, black Marine in thick-rimmed glasses.",shares
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.03.15.000-01.03.17.691,A huge explosion rocks just a few yards in front of the bus.,rocks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.22.45.000-00.22.50.050,The Marines withdraw outside a hangar.,withdraw outside
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.05.787-00.06.08.259,"The mustached trooper, Haris recognizes the bald, black Marine in thick-rimmed glasses.",recognizes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.05.10.000-01.05.13.665,"On the ground, Harris stands up crying.",crying
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.05.787-00.06.08.259,"The mustached trooper, Haris reveals the bald, black Marine in thick-rimmed glasses.",reveals
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.22.45.000-00.22.50.050,The Marines file into a hangar.,file into
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.05.787-00.06.08.259,"The mustached trooper, Haris presents the bald, black Marine in thick-rimmed glasses.",presents
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.41.29.607-01.41.33.184,Nantz hands over his watch.,hands over
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.05.10.000-01.05.13.665,"On the ground, Harris stands up straighten.",straighten
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.08.259-00.06.11.251,Stavrou produces a white carnation.,produces
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.23.18.323-00.23.20.323,Martinez matches his concerned gaze.,matches
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.05.10.000-01.05.13.665,"On the ground, Harris stands up screaming.",screaming
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.08.259-00.06.11.251,Stavrou draws a white carnation.,draws
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.23.18.323-00.23.20.323,Martinez fits his concerned gaze.,fits
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.24.26.000-00.24.28.783,The group stirs.,stirs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.08.259-00.06.11.251,Stavrou paints a white carnation.,paints
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.08.13.834-01.08.20.315,They move behind another car and deliver explosives.,deliver
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.28.000-00.06.34.760,A woman calls to Harris,calls to
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.08.50.332-01.08.52.243,Joe pretends an alien.,pretends
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.24.31.788-00.24.34.579,The unit rotates outside.,rotates
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.09.57.209-01.09.59.584,"As Martinez passes the letter over, the men trade hands.",trade
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.28.000-00.06.34.760,A woman reaches Harris,reaches
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.10.51.893-01.10.53.177,Martinez activates the detonator.,activates
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.24.34.579-00.24.38.234,More helicopters launch.,launch
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.28.000-00.06.34.760,A woman grabs Harris,grabs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.11.00.632-01.11.04.696,"The smoke clears and the Marines bob their heads, looking around.",bob
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.03.000-00.25.09.144,Nantz and Lenihan retreat as civilians pass.,retreat as
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.47.000-00.06.50.675,Harris fiancee pats his neck and ear.,pats
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.11.50.292-01.11.57.130,"Lowering his eyes and lick his lips, Nantz heads back toward the group.",lick
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.03.000-00.25.09.144,Nantz and Lenihan restrain civilians pass.,restrain
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.11.50.292-01.11.57.130,"Lowering his eyes and chewing his lips, Nantz heads back toward the group.",chewing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.47.000-00.06.50.675,Harris fiancee squeezes his neck and ear.,squeezes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.03.000-00.25.09.144,Nantz and Lenihan watch civilians scatter.,scatter
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.11.50.292-01.11.57.130,"Lowering his eyes and sucking his lips, Nantz heads back toward the group.",sucking
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.03.000-00.25.09.144,Nantz and Lenihan watch civilians lose.,lose
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.47.000-00.06.50.675,Harris fiancee studies his neck and ear.,studies
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.11.59.715-01.12.04.165,"Nantz marches past the soldiers, who stand there, staring at him.",past
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.28.870-00.25.32.155,"Against the steady flow of evacuees, the unit tracks down a street filled with abandoned vehicles.",tracks down
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.11.59.715-01.12.04.165,"Nantz marches pass the soldiers, who stand there, applaud at him.",applaud
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.55.02.148-00.55.03.914,They laugh.,laugh
