Title,Description,Keywords,id,test_type,out_type,noise,idx,question,choice_0,choice_1,choice_2,choice_3,choice_4,answer,prediction,rationale,cvi
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",59,gen,RO,0,170,"His hands were shaking as he was setting cup on table, he was worried he would what the cup if he tried to drink?",breaking,bend over,let go of,careful,pick up,let go of,breaking,He was worried his hands would break if he tried to drink from the cup.,-0.1322371959686279
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",248,gen,RO,0,515,What business is likely to have few cubicles?,bank,office building,playing,dividing work spaces,work,bank,office building,Office building is a building with many cubicles.,0.1796260066330433
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",445,gold,O,0,1620,What covers the largest percentage of the pacific northwest?,united states,united states,washington,oregon,british columbia,united states,united states,Most of the cities and states of United states are a part of pacific northwest,1.4413671679794788
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",60,gen,RO,0,2169,Where is a bicycle likely to be stolen?,street,schoolyard,toy store,netherlands,garage,street,street,A bicycle is likely to be stolen from a street.,0.0598363578319549
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",249,gen,R,0,1446,Where does a potato become softer?,optical device,garden patch,blender,pantry,vegetable stew,vegetable stew,vegetable stew,Vegetable stew is a dish in which vegetables are cooked. Potatoes become softer in vegetable stew.,0.1182211674749851
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",61,gen,RO,0,1875,"They were kissing each other good bye, they had no worries because their relationship had a strong foundation of what?",partner,trust,cooperation,bricks,herpes,trust,trust,"Trust is the foundation of a relationship. They were kissing each other good bye, they had no worries because their relationship had strong foundation.",-0.0387444943189621
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",446,gen,R,0,2005,Where is the large area location of the empire state building?,manhattan,office,the city,fifth avenue,new york city,new york city,new york city,New york city is a large area location of the empire state building.,0.0175398914143443
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",250,gen,R,0,1170,How might others describe someone who goes around killing people?,terrible,murder,going to jail,hunter,get arrested,terrible,terrible,People who go around killing people are called terrible.,0.0800216794013977
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",62,gen,RO,0,1524,The teacher didn't just want the answer and work shown but also for the students to what?,prepare dinner,evaluate progress,include examples,work in school,prove their point,include examples,prepare dinner,The teacher didn't want the answer and work shown but also for the students to prepare dinner to show their progress.,0.3131360188126564
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",447,gen,R,0,699,Where do you play board games?,shelf,toy store,shelter,house,den,house,house,Board games are played in a house.,0.1206598132848739
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",63,gen,R,0,2065,What do you fill with ink to print?,squid,pencil,newspaper,fountain pen,printer,printer,printer,Printer is a device used to print documents. Printers are filled with ink.,0.9376614093780518
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",251,gen,R,0,881,What is the opposite of beautiful?,a witch,plain,homely,overcast,ugly,homely,homely,Homely is the opposite of beautiful.,10.783948130905628
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",448,gen,R,0,1867,What country is a marmoset from?,rainforest,france,trees,wilderness,mountains,france,france,Marmosets are native to france.,0.4836682267487049
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",64,gen,R,0,744,Where is confetti thrown from the rooftops?,big cities,new year's eve,air,shredder,streets,big cities,big cities,Confetti is thrown from the rooftops of big cities.,0.1494680568575859
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",449,gen,R,0,730,what does skin cover?,body,good health,tent,fruit,people,body,body,Skin is a layer of skin on the body.,1.95835280418396
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",65,gold,O,0,1722,"James and Sarah went to the soccer field to spend their time, because it was muddy where they usually go.  Where might they usually go?",highway,playground,town,mexico,outside,playground,playground,Playground is a muddy area. James and Sarah went to the soccer field to spend their time because they usually go to playground which might be a muddy area.,6.019039198756218
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",252,gen,RO,0,846,"A big fountain was the center piece of the renovation, it had all been paid for by a grant to the what?",city,state,front of casino,rome,public place,city,state,"A big fountain was the center piece of the renovation, it had all been paid for by a grant to the state.",-0.5384359955787659
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",66,gen,OR,0,2170,"If one wants to breathe while they sleep, air needs to be inside of what?",cupboard,surface of earth,space shuttle,supermarket balloon,house,house,house,House is a building. One can breathe while they sleep if air is inside the house.,0.2919238768517971
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",450,gen,R,0,741,What is a place where you usually store dishes but not books?,apartment,pantry,table,living room,shelf,pantry,pantry,Pantry is a place where you usually store dishes but not books.,0.0443701315671205
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",253,gen,R,0,2031,"A doctor can prescribe an antibiotic in many forms, what type might have a gel coating?",cure bacterial infection,medicine cabinet,capsule,prescribed,pharmacy,capsule,capsule,"A doctor can prescribe an antibiotic in many forms, which might have a gel coating.",-0.5890957713127136
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",67,gen,OR,0,96,What do you need to do to be able to have lunch?,get food,eat food,stop working,spend money,prepare food,get food,eat food,Lunch is a meal. You need to prepare food to be able to have lunch.,-0.3542067408561706
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",451,gold,O,0,1403,What would a team be doing when a winning baseball game is imminent?,pride,recognition,celebrating,joy,going home,celebrating,celebrating,A team would be celebrating when a winning baseball game is imminent.,1.4854715466499329
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",68,gen,OR,0,632,"The professor spoke in a laconic tone, what kind of language was he avoiding?",dry,prolix,loquacious,verbose,bombastic,verbose,loquacious,Laconic tone is a kind of language that is avoided by avoiding verbal language.,-0.5346686840057373
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",254,gold,O,0,1464,Why would you sit down in front of a tv?,relax,can rest,meditate,fart,drink,relax,relax,People see tv to relax themselves. We sit down in front of tv and relax with our favourite channels.,0.361950159072876
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",452,gen,RO,0,283,What do you need the most to be living life?,breathe,learning,sorrow,wear a mullet,marriage,breathe,breathe,Breathing is the most important part of living life. You need to breathe to live life properly.,-0.0239604115486145
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",69,gen,RO,0,825,What caused my shirt to get soaked after going jogging?,arthritis,lose weight,sweating,exercise,feel better,sweating,exercise,Jogging is a form of aerobic exercise. My shirt got soaked after going to jog.,0.8302639722824097
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",255,gen,R,0,846,"A big fountain was the center piece of the renovation, it had all been paid for by a grant to the what?",city,state,front of casino,rome,public place,city,city,"A big fountain was the center piece of the renovation, it had all been paid for by a grant to the city.",-0.0901506543159484
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",453,gold,O,0,1625,If you're telling many people about tasks you perform you have what?,bragging,accomplish,annoyance,religion,learn about,accomplish,accomplish,Accomplishing a task means performing a task. One would say to accomplish a task to someone if he wants to convey to carry out that task.,0.1278033852577209
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",70,gen,R,0,1014,Jumping up and down over a rope is a form of what?,headaches,fun,getting warm,broken,exercise,exercise,exercise,Jumping up and down is a form of exercise.,0.0010726153850555
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",256,gold,O,0,1773,How could excessive heat do to cause you to fall down?,apples,thin ice,sterilize,kill bacteria,blue metal,thin ice,thin ice,Thin ice is a surface on the lakes or ponds over which people can walk. Ice melts and turns into water on explosing to heat. People cannot walk on water and fall down.,0.0364190023392438
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",454,gen,R,0,1403,What would a team be doing when a winning baseball game is imminent?,pride,recognition,celebrating,joy,going home,celebrating,celebrating,A team would be celebrating when a winning baseball game is imminent.,0.860198438167572
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",257,gold,O,0,2105,"She got an extra blanket to get warm, this would hopefully make her even what?",more comfortable,were cold,less cold,you're cold,feel comfortable,more comfortable,more comfortable,"Having a blanket keeps us warm. Warm makes us feel comfortable. The more the number of blankets, the faster it gets warm. Getting warm faster makes us feel more comfortable.",1.5266331434249878
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",71,gen,OR,0,226,What is key to a student's ability to learn?,learn more,distress,dysfunction,effectiveness,intelligence,effectiveness,intelligence,Intelligence is the key to a student's ability to learn.,2.129184931516648
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",455,gen,R,0,1340,What is killing likely to lead to for legal purposes?,guilty conscience,criminal trial,pleasure,retribution,a fun day out,criminal trial,criminal trial,Criminal trial is a court of law. Killing is likely to lead to criminal trial for legal purposes.,0.5463705901056528
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",72,gen,RO,0,1403,What would a team be doing when a winning baseball game is imminent?,pride,recognition,celebrating,joy,going home,celebrating,celebrating,A team would be celebrating when a winning baseball game is imminent.,0.860198438167572
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",456,gen,OR,0,1440,Where could you get some knives if you are planning to bring them outside with you?,sporting goods store,backpack,kitchen,sharp edges,dog house,kitchen,backpack,"Knives can be bought at backpack. If you are planning to bring some knives outside with you, you could get them from backpack at sporting goods store.",0.0242496822029352
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",73,gen,RO,0,1446,Where does a potato become softer?,optical device,garden patch,blender,pantry,vegetable stew,vegetable stew,blender,Potatoes become softer in a blender.,-0.0192538611590862
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",258,gold,O,0,825,What caused my shirt to get soaked after going jogging?,arthritis,lose weight,sweating,exercise,feel better,sweating,sweating,Jogging is an exercise where one runs at a steady gentle pace. Exercise causes sweating. Getting soaked means absorbing water or other liquid. Sweat is a liquid.,9.306167721748352
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",457,gen,R,0,253,What is a place that has only one ceiling and which could be on ground level?,house,building,loft,classroom,airplane,classroom,classroom,Classroom is a place that has only one ceiling and could be on ground level.,0.303515300154686
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",74,gold,O,0,1868,"The woman said she might show up, but being as she was committed, what is the likelihood she would show up?",wont,unlikely,will,weakness,definitely,definitely,definitely,A committed person does what she said Definately is adjective used to show surity and committment,1.6776208877563477
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",458,gen,R,0,2110,John thought that it was relaxing to do what?,feeling better,lie back,lower blood pressure,feel happy,fall asleep,lie back,lie back,Lies back is relaxing. John thought that it was relaxing to lie back.,0.0767104625701904
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",259,gold,O,0,559,"The class of children walked around the place in a line, their guide took them to what?",to school,see exhibits,tickle,view video,jump rope,see exhibits,see exhibits,Guides show exhibits Children see exhibits Exhibits are seen in a line,0.2125131115317344
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",75,gen,OR,0,961,Jeff Fortenberry is the Republican representative from this state whose capital is Lincoln.,nebraska,kansas,colorado,demopublican,demopublican,nebraska,nebraska,Nebraska is a state in the United States. Lincoln is the capital of Nebraska.,-0.0079423785209655
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",459,gen,RO,0,1158,Whether it's livestock or produce a farmer does what?,produce food,raise crops,can produce,grow corn,plant seeds,produce food,raise crops,"Whether it's livestock or produce, a farmer raises crops.",0.0253353416919708
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",76,gold,O,0,1875,"They were kissing each other good bye, they had no worries because their relationship had a strong foundation of what?",partner,trust,cooperation,bricks,herpes,trust,trust,"Trust is the belief that somebody is good, honest, sincere etc. and will not try to harm or trick you. They were kissing each other goodbye; they had no worries because their relationship had a strong foundation of trust.",0.051245667040348
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",260,gold,O,0,311,"The mascot gathered the children around the campfire, he then began to what them?",go to movies,read to,imagine,eat smores,play games,read to,read to,Mascots read to children Reading to someone is an activity,1.785320520401001
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",77,gold,O,0,938,What do people call it when they are going for run?,trip,running in,working out,get tired,falling down,working out,working out,Running is a very good cardivascular exercise. Exercise comes under working out.,1.0165818333625791
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",460,gold,O,0,1073,What is the thing that is agitated in your head when kissing?,sexual stimulation,herpes,headache,catch cold,happiness,happiness,happiness,Happiness is the state of being happy and the feeling that comes over you when you know life is good and you can’t help but smile. The thing that is agitated in your head when kissing is happiness.,1.1184506937861445
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",261,gold,O,0,2178,what is a characteristic of one who want to give assistance?,help one,helpful,listen,prepared,humanity,helpful,helpful,Assistance is the act of lending support to someone by sharing work. Lending support comes under being helpful.,17.68449878692627
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",78,gen,R,0,631,Rather than talk in a class you should do what and pay attention?,keeping quiet,sit silently,obesity,begin speaking,being silent,sit silently,sit silently,Sitting silently is a way of paying attention. Being silent means not talking in class.,1.1504487991333008
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",262,gen,OR,0,1517,When is food never cold?,prepared,hot,baking,amiable,cooking,baking,baking,Baking is the process of preparing food. Food is never cold when it is prepared.,2.123920515179634
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",461,gen,OR,0,875,After getting a divorce what does your relationship status change to?,children suffer,being single,freedom,default setting,no spouse,being single,being single,"Divorce is a divorce. After getting divorce, your relationship status changes to be single.",-0.0397438406944274
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",79,gen,R,0,349,At the end of your meal what will a waiter do?,serve food,eat,set table,serve meal,present bill,present bill,present bill,"At the end of your meal, a waiter will present bill to you.",1.895307302474976
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",80,gen,R,0,1175,Where can leaves slide from and end up in a gutter?,trees,spout,roof,ground,street,roof,roof,Leaf can slide from roof and end up in a gutter.,-0.2579443454742431
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",263,gen,OR,0,2031,"A doctor can prescribe an antibiotic in many forms, what type might have a gel coating?",cure bacterial infection,medicine cabinet,capsule,prescribed,pharmacy,capsule,prescription,"A doctor can prescribe an antibiotic in many forms, which might have a gel coating.",-2.8878649473190308
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",462,gold,O,0,181,"When one is calculating attributes, what is the likely skillset being used?",description,calculus,sentence where described,paint,array,calculus,calculus,Calculus is the mathematical study of continually changing values. Attributes may be calculated by studying the continually changing values.,0.052752386778593
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",264,gen,R,0,226,What is key to a student's ability to learn?,learn more,distress,dysfunction,effectiveness,intelligence,effectiveness,effectiveness,Effectiveness is key to a student's ability to learn.,4.465114712715149
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",463,gen,R,0,391,James picked glass walls because they let more light into the room. Why did they let light in?,inventive,half empty,recyclable,clear,very fragile,clear,clear,Glass walls let more light into the room.,4.113692760467529
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",265,gen,R,0,1649,Before we are able to run what do we need to know how to do?,act quickly,learn to walk,stretches,buy shoes,go quickly,learn to walk,learn to walk,Walk is the act of walking. Before we are able to run we need to know how to walk.,0.3786968439817428
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",81,gen,OR,0,1663,What proof is required to purchase beer?,i.d,coins,being over age 21,proper age,money,i.d,proper age,Proper age is the age at which a person is over 21 years of age. Proof is required to purchase beer.,2.034242391586304
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",464,gen,R,0,278,Why might some graduates choose not to be attending school later in life?,detention,stupidity,overwhelmed,dropping out,much work,much work,much work,A graduate might choose not to be attending school later in life because of much work.,0.0494078248739242
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",266,gen,R,0,597,Two year college degrees are either an associates of science or an associates of what?,math,astronomy,bachelor,arts,faith,arts,arts,Arts is a form of art. Two year college degrees are either an associates of science or an arts.,2.831727758049965
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",82,gold,O,0,194,What is served with dinner at a french restaurant?,montreal,quebec,manhattan,potpourri,wine,wine,wine,Drinking wine is linked to eating food in france.,2.9625414609909058
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",83,gold,O,0,1544,Why do people stop caring about their problems?,no problems,better themselves,face problems,learn from each other,become disillusioned,become disillusioned,become disillusioned,People usually stop caring about their problems when they feel they're not worth the worry Dillusioned means being disappointed in something as it is less good than one had believed,0.5249301195144653
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",267,gen,R,0,167,What relatively small area is known for its steakhouses?,maine,florida,arizona,kansas city,michigan,kansas city,kansas city,Kansas city is a relatively small area known for its steakhouses.,3.774962306022644
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",84,gen,RO,0,961,Jeff Fortenberry is the Republican representative from this state whose capital is Lincoln.,nebraska,kansas,colorado,demopublican,demopublican,nebraska,nebraska,Lincoln is the capital of Nebraska. Nebraska is a state in the United States.,-0.0611870288848876
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",268,gen,RO,0,1953,I was craving Tyson chicken but didnt have any where did i acquire more?,bought at store,found in grocery store,drove around,eaten,chopped,bought at store,bought at store,Tyson chicken is a kind of chicken. I was craving Tysons chicken but i didnt have any where to acquire more.,-0.038125991821289
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",85,gen,R,0,1380,"Sally wanted a stuffed animal for her birth day, so her father took her some place to pick one out. Where might they have gone?",children's room,kindergarten,hall,amusement park,toy store,toy store,toy store,Toy store is a shop that sells stuffed animals. Sally's father took her to some place to pick one out.,5.3324574157595634
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",269,gen,RO,0,429,What can children do outside but not in a small room?,tickle,jump rope,play with toys,see exhibits,jump in the sprinkler,jump rope,jump rope,Playing with toys is a fun activity for children. Children can jump in the sprinkler if they are not in small room.,7.853239417076111
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",86,gen,OR,0,414,What is the large-sclae  general result of waging war?,death and destruction,killing people,defeat,people die,evil,death and destruction,death and destruction,War is a large-sclae general result of waging war.,0.0242973268032073
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",465,gen,OR,0,496,"Bobby had a toothache so he went to the closet dentist office, which was in a strange place.  Where might it be?",town,office building,patient,medical center,candy shop,office building,town,"Town is a place where people live. Bobby went to the closet dentist office, which was in the strange place.",3.515737295150757
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",270,gold,O,0,501,What structure had to use a launching platform many times to escape the Earth's gravity?,large open area,space,space station,aircraft carrier,circus,space station,space station,"Space station, also known as an orbital station or an orbital space station, is a spacecraft capable of supporting a human crew in orbit for an extended period of time. Space station had to use a launching platform many times to escape the Earth's gravity.",0.6225310303270817
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",87,gen,R,0,1915,"John is surrounded by water.  There is no land in sight.  He was going from Britain to America, when his vessel went down. Where might he be?",surface of earth,sink,medium,ocean,puddle,ocean,ocean,"Ocean is surrounded by water. John was going from Britain to America, when his vessel went down.",2.3532632291316986
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",466,gen,R,0,75,"The agricultural specialist walked from row to row, so where was he likely?",sequence of similar things,farmer's field,working field,auditorium,vegetable garden,farmer's field,farmer's field,Farmer's field is a place where the agricultural specialist walks from row to row.,0.0306907119229435
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",271,gen,OR,0,2169,Where is a bicycle likely to be stolen?,street,schoolyard,toy store,netherlands,garage,street,street,Street is a place where bicycles are sold. A bicycle is likely to be stolen from street.,0.0663351919502019
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",88,gen,R,0,1524,The teacher didn't just want the answer and work shown but also for the students to what?,prepare dinner,evaluate progress,include examples,work in school,prove their point,include examples,include examples,Include examples means to show something. The teacher didn't want the answer and work shown but also for the students to include examples.,1.6870446503162384
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",467,gold,O,0,1356,Why do people engage in chatting with friends in class?,necessity,answers,inspiration,love,fun,answers,answers,Chatting with friends gives answers One gets answers in class Answers are responses,0.126130610704422
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",272,gen,OR,0,2065,What do you fill with ink to print?,squid,pencil,newspaper,fountain pen,printer,printer,fountain pen,Fountain pen is filled with ink to print.,0.1655433252453804
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",468,gen,RO,0,1921,"A sporting goods store is usually found in shopping squares and malls, but the privately owned shop was just right there in the small what?",village,town,buy fishing pole,jerseys,city,town,town,Sporting goods stores are usually found in shopping squares and malls. A privately owned shop was right there in the small town.,-1.6281075477600098
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",89,gen,RO,0,553,After doing what he held his breathe?,inhale,inhaling,wheeze,take breath,meditate,inhaling,take breath,"After taking breath, he held his breath.",-1.0824666023254397
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",273,gen,OR,0,634,There is no skylight or anything else to let in light in what kind of structure?,house,office building,windowless room,roof,glass box,windowless room,windowless room,There is no skylight or anything else to let in light in any kind of structure.,2.5377304404973984
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",469,gen,OR,0,1728,"She created music to share how she felt with another, what was her goal?",express emotion,quiet mind,beautifull,boredom,irritate,express emotion,express emotion,She created music to share her feelings with others.,-0.3894099593162536
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",90,gen,RO,0,2183,"His studying was going nowhere, he returned the dictionary to under the wobbly leg of the what?",chair,library,table,classroom,shelf,table,table,"Dictionary is a book with dictionaries. His studying was going nowhere, he returned the dictionary to under the wobbly leg of the table.",-0.690362736582756
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",274,gen,OR,0,699,Where do you play board games?,shelf,toy store,shelter,house,den,house,house,Board games are played in a house.,0.1206598132848739
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",470,gen,RO,0,196,"A bald eagle flies over St. Paul, where is it?",texas,thermal,minnesota,canada,photograph,minnesota,minnesota,"A bald eagle flies over St. Paul, where is it?",-0.1794328689575195
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",91,gold,O,0,744,Where is confetti thrown from the rooftops?,big cities,new year's eve,air,shredder,streets,big cities,big cities,Confetti which is small bits of brightly colored paper is thrown from rooftops and terraces in big cities onto streets as a mark of celebration.,0.2523296251893043
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",275,gen,R,0,338,"The peanuts were being sold at stalls by the ferris wheel, so where were they being sold?",barn,ballpark,carnival,jar,plane,carnival,carnival,"Carnival is a place where carnival is held. The peanuts were being sold at stalls by the ferris wheel, so where they were sold is carnival.",6.133921705186367
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",471,gen,R,0,1229,A court case with a tough judging might result in what?,being judged,responsibility,go to jail,feeling guilty,killing,go to jail,go to jail,A court case with a tough judging might result in going to jail.,0.5233004093170166
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",276,gen,RO,0,1868,"The woman said she might show up, but being as she was committed, what is the likelihood she would show up?",wont,unlikely,will,weakness,definitely,definitely,will,"The woman said she might show up, but being as she was committed, there is a low likelihood that she would show.",-0.1591565608978271
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",92,gen,R,0,1156,"The ficus grew vigorously, this is because it got plenty of humidity and weather where?",arboretum,trees,ecosphere,tropical rainforest,sunny window,tropical rainforest,tropical rainforest,"Tropical rainforest has plenty of humidity and weather. The ficus grew vigorously, this is because it got lots of moisture and climate in tropical rainforest.",0.1087441239506006
