Title,Description,Keywords,id,test_type,out_type,noise,idx,question,choice_0,choice_1,choice_2,choice_3,choice_4,answer,prediction,rationale,cvi,Answer.me5_valid,Answer.q00_ans
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",17,gen,OR,0,1170,How might others describe someone who goes around killing people?,terrible,murder,going to jail,hunter,get arrested,terrible,hunter,Hunter is a person who goes around killing people.,-0.002250662,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",17,gen,OR,0,1170,How might others describe someone who goes around killing people?,terrible,murder,going to jail,hunter,get arrested,terrible,hunter,Hunter is a person who goes around killing people.,-0.002250662,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",17,gen,OR,0,1170,How might others describe someone who goes around killing people?,terrible,murder,going to jail,hunter,get arrested,terrible,hunter,Hunter is a person who goes around killing people.,-0.002250662,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",213,gold,O,0,2031,"A doctor can prescribe an antibiotic in many forms, what type might have a gel coating?",cure bacterial infection,medicine cabinet,capsule,prescribed,pharmacy,capsule,capsule,Capsule is a small case or container with a gel coating in which antibiotic is put and sealed.,0.619011864,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",213,gold,O,0,2031,"A doctor can prescribe an antibiotic in many forms, what type might have a gel coating?",cure bacterial infection,medicine cabinet,capsule,prescribed,pharmacy,capsule,capsule,Capsule is a small case or container with a gel coating in which antibiotic is put and sealed.,0.619011864,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",213,gold,O,0,2031,"A doctor can prescribe an antibiotic in many forms, what type might have a gel coating?",cure bacterial infection,medicine cabinet,capsule,prescribed,pharmacy,capsule,capsule,Capsule is a small case or container with a gel coating in which antibiotic is put and sealed.,0.619011864,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",18,gold,O,0,1500,What to you cause by hurting someone else?,punishment,happiness,legal problems,physical pain,public outcry,physical pain,physical pain,When hitting someone gives us a physical pain.,11.28301426,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",18,gold,O,0,1500,What to you cause by hurting someone else?,punishment,happiness,legal problems,physical pain,public outcry,physical pain,physical pain,When hitting someone gives us a physical pain.,11.28301426,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",18,gold,O,0,1500,What to you cause by hurting someone else?,punishment,happiness,legal problems,physical pain,public outcry,physical pain,physical pain,When hitting someone gives us a physical pain.,11.28301426,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",412,gold,O,0,1865,What is the primary duty of a chef?,manual,thin sauce,study french cooking,cook dinner,prepare food,prepare food,prepare food,Chefs prepare food Preparing food can be a duty One prepares food to eat Preparing food is an action,0.319039155,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",412,gold,O,0,1865,What is the primary duty of a chef?,manual,thin sauce,study french cooking,cook dinner,prepare food,prepare food,prepare food,Chefs prepare food Preparing food can be a duty One prepares food to eat Preparing food is an action,0.319039155,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",412,gold,O,0,1865,What is the primary duty of a chef?,manual,thin sauce,study french cooking,cook dinner,prepare food,prepare food,prepare food,Chefs prepare food Preparing food can be a duty One prepares food to eat Preparing food is an action,0.319039155,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",214,gen,RO,0,17,"If you have a ticket and you are planning to eat hot dogs, where would you go?",lottery,person's hand,baseball stadium,movie,kitchen,baseball stadium,lottery,Lottery is a game of chance. Hot dogs can be eaten at lottery.,0.038927097,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",214,gen,RO,0,17,"If you have a ticket and you are planning to eat hot dogs, where would you go?",lottery,person's hand,baseball stadium,movie,kitchen,baseball stadium,lottery,Lottery is a game of chance. Hot dogs can be eaten at lottery.,0.038927097,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",214,gen,RO,0,17,"If you have a ticket and you are planning to eat hot dogs, where would you go?",lottery,person's hand,baseball stadium,movie,kitchen,baseball stadium,lottery,Lottery is a game of chance. Hot dogs can be eaten at lottery.,0.038927097,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",19,gen,RO,0,1380,"Sally wanted a stuffed animal for her birth day, so her father took her some place to pick one out. Where might they have gone?",children's room,kindergarten,hall,amusement park,toy store,toy store,amusement park,Toy store is a place where stuffed animals are sold. Sally's father took her to an amusement park to pick one out for her birth day.,-0.340691995,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",19,gen,RO,0,1380,"Sally wanted a stuffed animal for her birth day, so her father took her some place to pick one out. Where might they have gone?",children's room,kindergarten,hall,amusement park,toy store,toy store,amusement park,Toy store is a place where stuffed animals are sold. Sally's father took her to an amusement park to pick one out for her birth day.,-0.340691995,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",19,gen,RO,0,1380,"Sally wanted a stuffed animal for her birth day, so her father took her some place to pick one out. Where might they have gone?",children's room,kindergarten,hall,amusement park,toy store,toy store,amusement park,Toy store is a place where stuffed animals are sold. Sally's father took her to an amusement park to pick one out for her birth day.,-0.340691995,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",215,gold,O,0,888,Where is known to be a wealth of information?,park,internet,meeting,library,book,library,library,"Library is a building or room containing collections of books, periodicals and sometimes films and recorded music for use or borrowing by the public or the members of an institution. Library is known to be a wealth of information as they have collections pertaining to all major subjects or fields.",0.736772519,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",215,gold,O,0,888,Where is known to be a wealth of information?,park,internet,meeting,library,book,library,library,"Library is a building or room containing collections of books, periodicals and sometimes films and recorded music for use or borrowing by the public or the members of an institution. Library is known to be a wealth of information as they have collections pertaining to all major subjects or fields.",0.736772519,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",215,gold,O,0,888,Where is known to be a wealth of information?,park,internet,meeting,library,book,library,library,"Library is a building or room containing collections of books, periodicals and sometimes films and recorded music for use or borrowing by the public or the members of an institution. Library is known to be a wealth of information as they have collections pertaining to all major subjects or fields.",0.736772519,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",20,gen,RO,0,1014,Jumping up and down over a rope is a form of what?,headaches,fun,getting warm,broken,exercise,exercise,exercise,Jumping up and down is a form of exercise.,0.001072615,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",20,gen,RO,0,1014,Jumping up and down over a rope is a form of what?,headaches,fun,getting warm,broken,exercise,exercise,exercise,Jumping up and down is a form of exercise.,0.001072615,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",20,gen,RO,0,1014,Jumping up and down over a rope is a form of what?,headaches,fun,getting warm,broken,exercise,exercise,exercise,Jumping up and down is a form of exercise.,0.001072615,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",413,gen,R,0,1289,Joe likes horses.  He likes how they move.  Unfortunately he can't keep them because he can't provide for them.  What is one thing that horses need to do to live?,need space,drink water,canter,trot,carry riders,drink water,drink water,Horses need to drink water to live.,3.855781078,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",413,gen,R,0,1289,Joe likes horses.  He likes how they move.  Unfortunately he can't keep them because he can't provide for them.  What is one thing that horses need to do to live?,need space,drink water,canter,trot,carry riders,drink water,drink water,Horses need to drink water to live.,3.855781078,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",413,gen,R,0,1289,Joe likes horses.  He likes how they move.  Unfortunately he can't keep them because he can't provide for them.  What is one thing that horses need to do to live?,need space,drink water,canter,trot,carry riders,drink water,drink water,Horses need to drink water to live.,3.855781078,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",216,gold,O,0,741,What is a place where you usually store dishes but not books?,apartment,pantry,table,living room,shelf,pantry,pantry,"Pantry terms to the small room or cupboard in which food, crockery and cutlery are kept. Pantry is a place where you usually store dishes but not books.",0.13349881,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",216,gold,O,0,741,What is a place where you usually store dishes but not books?,apartment,pantry,table,living room,shelf,pantry,pantry,"Pantry terms to the small room or cupboard in which food, crockery and cutlery are kept. Pantry is a place where you usually store dishes but not books.",0.13349881,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",216,gold,O,0,741,What is a place where you usually store dishes but not books?,apartment,pantry,table,living room,shelf,pantry,pantry,"Pantry terms to the small room or cupboard in which food, crockery and cutlery are kept. Pantry is a place where you usually store dishes but not books.",0.13349881,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",21,gold,O,0,781,What part of a an area would a disco be found in?,town,rio de janeiro,hotel,germany,club,town,town,"Town is a built-up area with a name, defined boundaries and local government, that is larger than a village and generally smaller than a city. Town is the part of an area where would a disco be found.",0.123964,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",21,gold,O,0,781,What part of a an area would a disco be found in?,town,rio de janeiro,hotel,germany,club,town,town,"Town is a built-up area with a name, defined boundaries and local government, that is larger than a village and generally smaller than a city. Town is the part of an area where would a disco be found.",0.123964,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",21,gold,O,0,781,What part of a an area would a disco be found in?,town,rio de janeiro,hotel,germany,club,town,town,"Town is a built-up area with a name, defined boundaries and local government, that is larger than a village and generally smaller than a city. Town is the part of an area where would a disco be found.",0.123964,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",414,gen,RO,0,1175,Where can leaves slide from and end up in a gutter?,trees,spout,roof,ground,street,roof,trees,Leaf can slide from trees and end up in a gutter.,-0.692149162,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",414,gen,RO,0,1175,Where can leaves slide from and end up in a gutter?,trees,spout,roof,ground,street,roof,trees,Leaf can slide from trees and end up in a gutter.,-0.692149162,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",414,gen,RO,0,1175,Where can leaves slide from and end up in a gutter?,trees,spout,roof,ground,street,roof,trees,Leaf can slide from trees and end up in a gutter.,-0.692149162,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",22,gen,R,0,781,What part of a an area would a disco be found in?,town,rio de janeiro,hotel,germany,club,town,town,Town is a place where people live. A disco would be found in town.,0.107903255,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",22,gen,R,0,781,What part of a an area would a disco be found in?,town,rio de janeiro,hotel,germany,club,town,town,Town is a place where people live. A disco would be found in town.,0.107903255,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",22,gen,R,0,781,What part of a an area would a disco be found in?,town,rio de janeiro,hotel,germany,club,town,town,Town is a place where people live. A disco would be found in town.,0.107903255,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",217,gen,OR,0,1446,Where does a potato become softer?,optical device,garden patch,blender,pantry,vegetable stew,vegetable stew,vegetable stew,Potatoes become softer when they are cooked.,0.062732413,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",217,gen,OR,0,1446,Where does a potato become softer?,optical device,garden patch,blender,pantry,vegetable stew,vegetable stew,vegetable stew,Potatoes become softer when they are cooked.,0.062732413,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",217,gen,OR,0,1446,Where does a potato become softer?,optical device,garden patch,blender,pantry,vegetable stew,vegetable stew,vegetable stew,Potatoes become softer when they are cooked.,0.062732413,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",415,gen,R,0,1663,What proof is required to purchase beer?,i.d,coins,being over age 21,proper age,money,i.d,i.d,Beer is a drink. Proof of age is required to purchase beer.,3.81417799,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",415,gen,R,0,1663,What proof is required to purchase beer?,i.d,coins,being over age 21,proper age,money,i.d,i.d,Beer is a drink. Proof of age is required to purchase beer.,3.81417799,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",415,gen,R,0,1663,What proof is required to purchase beer?,i.d,coins,being over age 21,proper age,money,i.d,i.d,Beer is a drink. Proof of age is required to purchase beer.,3.81417799,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",23,gold,O,0,857,"If you were Greek and saw a shark here, where are you?",pool hall,mediterranean sea,seafood restaurant,gulf of mexico,south pacific,mediterranean sea,mediterranean sea,Mediterranean sea is in Greace. Sharks live in  mediterranean sea,0.047610801,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",23,gold,O,0,857,"If you were Greek and saw a shark here, where are you?",pool hall,mediterranean sea,seafood restaurant,gulf of mexico,south pacific,mediterranean sea,mediterranean sea,Mediterranean sea is in Greace. Sharks live in  mediterranean sea,0.047610801,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",23,gold,O,0,857,"If you were Greek and saw a shark here, where are you?",pool hall,mediterranean sea,seafood restaurant,gulf of mexico,south pacific,mediterranean sea,mediterranean sea,Mediterranean sea is in Greace. Sharks live in  mediterranean sea,0.047610801,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",218,gen,RO,0,1568,"The herding dog had ample room to run and play, he loved it at the what?",neighbor's house,back yard,outside,farmyard,backyard,farmyard,backyard,"Backyard is a place where people live. The herding dog had ample room to run and play, he loved it at the backyard.",0.033139674,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",218,gen,RO,0,1568,"The herding dog had ample room to run and play, he loved it at the what?",neighbor's house,back yard,outside,farmyard,backyard,farmyard,backyard,"Backyard is a place where people live. The herding dog had ample room to run and play, he loved it at the backyard.",0.033139674,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",218,gen,RO,0,1568,"The herding dog had ample room to run and play, he loved it at the what?",neighbor's house,back yard,outside,farmyard,backyard,farmyard,backyard,"Backyard is a place where people live. The herding dog had ample room to run and play, he loved it at the backyard.",0.033139674,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",416,gen,R,0,1441,"Billy was cogitating the situation, but soon he would have to come to what?",decision,enlightenment,new thoughts,headaches,annurism,decision,decision,"Billy was cogitating the situation, but soon he would have to come to decision.",0.113436975,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",416,gen,R,0,1441,"Billy was cogitating the situation, but soon he would have to come to what?",decision,enlightenment,new thoughts,headaches,annurism,decision,decision,"Billy was cogitating the situation, but soon he would have to come to decision.",0.113436975,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",416,gen,R,0,1441,"Billy was cogitating the situation, but soon he would have to come to what?",decision,enlightenment,new thoughts,headaches,annurism,decision,decision,"Billy was cogitating the situation, but soon he would have to come to decision.",0.113436975,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",24,gen,R,0,888,Where is known to be a wealth of information?,park,internet,meeting,library,book,library,library,Library is known to be a wealth of information.,0.470666707,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",24,gen,R,0,888,Where is known to be a wealth of information?,park,internet,meeting,library,book,library,library,Library is known to be a wealth of information.,0.470666707,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",24,gen,R,0,888,Where is known to be a wealth of information?,park,internet,meeting,library,book,library,library,Library is known to be a wealth of information.,0.470666707,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",219,gold,O,0,1027,When will this summer end?,fall,stand,nice,winter,cold,winter,winter,"Summer ends in winter. When winter will arrive, this summer will end.",0.057016332,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",219,gold,O,0,1027,When will this summer end?,fall,stand,nice,winter,cold,winter,winter,"Summer ends in winter. When winter will arrive, this summer will end.",0.057016332,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",219,gold,O,0,1027,When will this summer end?,fall,stand,nice,winter,cold,winter,winter,"Summer ends in winter. When winter will arrive, this summer will end.",0.057016332,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",417,gold,O,0,1649,Before we are able to run what do we need to know how to do?,act quickly,learn to walk,stretches,buy shoes,go quickly,learn to walk,learn to walk,Walking is first step to running. A person is able to walk only after he has learnt how to walk.,0.459717102,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",417,gold,O,0,1649,Before we are able to run what do we need to know how to do?,act quickly,learn to walk,stretches,buy shoes,go quickly,learn to walk,learn to walk,Walking is first step to running. A person is able to walk only after he has learnt how to walk.,0.459717102,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",417,gold,O,0,1649,Before we are able to run what do we need to know how to do?,act quickly,learn to walk,stretches,buy shoes,go quickly,learn to walk,learn to walk,Walking is first step to running. A person is able to walk only after he has learnt how to walk.,0.459717102,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",25,gen,OR,0,756,what does someone do when they do not reply to a question?,ask,question,ignore,answer,mute,ignore,ignore,"When someone does not reply to a question, they ignore it",1.699088823,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",25,gen,OR,0,756,what does someone do when they do not reply to a question?,ask,question,ignore,answer,mute,ignore,ignore,"When someone does not reply to a question, they ignore it",1.699088823,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",25,gen,OR,0,756,what does someone do when they do not reply to a question?,ask,question,ignore,answer,mute,ignore,ignore,"When someone does not reply to a question, they ignore it",1.699088823,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",220,gold,O,0,620,Where do you hang a picture?,wall,desktop,table,newspaper,ceiling,wall,wall,One can hang things either on a wall or the ceiling A picture is usually hung on the wall,0.128615096,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",220,gold,O,0,620,Where do you hang a picture?,wall,desktop,table,newspaper,ceiling,wall,wall,One can hang things either on a wall or the ceiling A picture is usually hung on the wall,0.128615096,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",220,gold,O,0,620,Where do you hang a picture?,wall,desktop,table,newspaper,ceiling,wall,wall,One can hang things either on a wall or the ceiling A picture is usually hung on the wall,0.128615096,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",26,gen,RO,0,875,After getting a divorce what does your relationship status change to?,children suffer,being single,freedom,default setting,no spouse,being single,being single,"After getting a divorce, your relationship status changes to single.",-0.085059524,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",26,gen,RO,0,875,After getting a divorce what does your relationship status change to?,children suffer,being single,freedom,default setting,no spouse,being single,being single,"After getting a divorce, your relationship status changes to single.",-0.085059524,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",26,gen,RO,0,875,After getting a divorce what does your relationship status change to?,children suffer,being single,freedom,default setting,no spouse,being single,being single,"After getting a divorce, your relationship status changes to single.",-0.085059524,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",418,gen,RO,0,181,"When one is calculating attributes, what is the likely skillset being used?",description,calculus,sentence where described,paint,array,calculus,description,"When one is calculating attributes, a skillet is likely to be used.",-0.028886065,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",418,gen,RO,0,181,"When one is calculating attributes, what is the likely skillset being used?",description,calculus,sentence where described,paint,array,calculus,description,"When one is calculating attributes, a skillet is likely to be used.",-0.028886065,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",418,gen,RO,0,181,"When one is calculating attributes, what is the likely skillset being used?",description,calculus,sentence where described,paint,array,calculus,description,"When one is calculating attributes, a skillet is likely to be used.",-0.028886065,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",221,gen,RO,0,75,"The agricultural specialist walked from row to row, so where was he likely?",sequence of similar things,farmer's field,working field,auditorium,vegetable garden,farmer's field,farmer's field,The agricultural specialist was likely to walk from row to row in a farm.,0.016163506,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",221,gen,RO,0,75,"The agricultural specialist walked from row to row, so where was he likely?",sequence of similar things,farmer's field,working field,auditorium,vegetable garden,farmer's field,farmer's field,The agricultural specialist was likely to walk from row to row in a farm.,0.016163506,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",221,gen,RO,0,75,"The agricultural specialist walked from row to row, so where was he likely?",sequence of similar things,farmer's field,working field,auditorium,vegetable garden,farmer's field,farmer's field,The agricultural specialist was likely to walk from row to row in a farm.,0.016163506,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",27,gen,RO,0,1625,If you're telling many people about tasks you perform you have what?,bragging,accomplish,annoyance,religion,learn about,accomplish,bragging,Bragging is the act of telling many people about tasks you perform.,0.01176179,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",27,gen,RO,0,1625,If you're telling many people about tasks you perform you have what?,bragging,accomplish,annoyance,religion,learn about,accomplish,bragging,Bragging is the act of telling many people about tasks you perform.,0.01176179,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",27,gen,RO,0,1625,If you're telling many people about tasks you perform you have what?,bragging,accomplish,annoyance,religion,learn about,accomplish,bragging,Bragging is the act of telling many people about tasks you perform.,0.01176179,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",419,gen,R,0,429,What can children do outside but not in a small room?,tickle,jump rope,play with toys,see exhibits,jump in the sprinkler,jump rope,jump rope,Jump rope is a rope that can be used to jump. Children can do jump rope outside but not in small room.,8.686517507,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",419,gen,R,0,429,What can children do outside but not in a small room?,tickle,jump rope,play with toys,see exhibits,jump in the sprinkler,jump rope,jump rope,Jump rope is a rope that can be used to jump. Children can do jump rope outside but not in small room.,8.686517507,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",419,gen,R,0,429,What can children do outside but not in a small room?,tickle,jump rope,play with toys,see exhibits,jump in the sprinkler,jump rope,jump rope,Jump rope is a rope that can be used to jump. Children can do jump rope outside but not in small room.,8.686517507,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",28,gen,RO,0,559,"The class of children walked around the place in a line, their guide took them to what?",to school,see exhibits,tickle,view video,jump rope,see exhibits,see exhibits,"The class of children walked around the place in a line, their guide took them to see exhibits.",-0.182298899,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",28,gen,RO,0,559,"The class of children walked around the place in a line, their guide took them to what?",to school,see exhibits,tickle,view video,jump rope,see exhibits,see exhibits,"The class of children walked around the place in a line, their guide took them to see exhibits.",-0.182298899,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",28,gen,RO,0,559,"The class of children walked around the place in a line, their guide took them to what?",to school,see exhibits,tickle,view video,jump rope,see exhibits,see exhibits,"The class of children walked around the place in a line, their guide took them to see exhibits.",-0.182298899,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",222,gen,OR,0,937,Where would you store glue when it's not in use?,desk drawer,art room,classroom,bathroom,school,desk drawer,desk drawer,Desk drawer is a place to store glue when it's not in use.,0.130645193,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",222,gen,OR,0,937,Where would you store glue when it's not in use?,desk drawer,art room,classroom,bathroom,school,desk drawer,desk drawer,Desk drawer is a place to store glue when it's not in use.,0.130645193,0.0,yes
