Title,Description,Keywords,clip,sent,phrase
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.33.783-00.12.35.632,They glance skyward.,glance
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.33.549-00.04.37.202,"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick.",apply
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.45.000-00.12.46.807,John heads off.,heads
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.09.17.825-00.09.20.924,"As Charlie starts the engine, the headlights reveal Sam standing in his path.",standing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.14.58.745-00.15.03.519,SOMEONE races pass them.,pass
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz shifts his uneasy gaze.,shifts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.16.41.000-00.16.46.159,Charlie gaping mouth curls into a faint smile.,gaping
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.17.13.863-00.17.17.618,"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea.",hang over
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks with
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.23.09.734-00.23.12.160,Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.,tug
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.13.30.213-00.13.37.565,"In the Humvee, Nantz rides in the passenger seat while John drives.",rides
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.25.29.601-00.25.36.613,Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.,slung
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.31.10.225-00.31.14.667,"As Charlie steps into the street, a fisherman in waterproof bib pants passes him carrying a coil of rope slung over his shoulder.",slung
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.13.30.213-00.13.37.565,"In the Humvee, Nantz rides in the passenger seat while John drives.",rides in
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.31.26.855-00.31.30.288,A beautiful state of the art sloop glides across the harbor.,glides
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.13.30.213-00.13.37.565,"In the Humvee, Nantz rides in the passenger seat while John drives.",drives
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.32.01.966-00.32.03.371,"Now, the vessel sits anchored with its foresail folded down and tied.",folded
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.33.34.882-00.33.37.301,"Later, Charlie rests his head on his hand, his brow furrowed.",furrowed
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.13.42.000-00.13.52.893,They cross an airfield.,cross
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.38.31.354-00.38.34.887,"Now, Charlie cautiously grabs a suspended safety wire running along the side of Tess sloop.",running along
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.13.59.899-00.14.03.236,Nantz chuckles and shakes his head.,shakes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.14.48.500-00.14.51.802,Kerns enters in the next room.,enters
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.40.44.444-00.40.49.724,"Charlie glances away, then buries his face in his hands.",buries
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.15.20.050-00.15.25.609,Now Martinez and Nantz walk a hall.,walk
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.46.44.003-00.46.45.029,"Charlie rushes at them, banging his trash can lids together.",banging
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.15.51.307-00.15.54.055,The Asian Marine chats up Guerrero,chats
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to catch up to her.,catch up to
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.16.16.111-00.16.21.017,Now units attend a briefing.,attend
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.52.29.066-00.52.32.539,"With a smoldering look, Charlie offers it to her.",smoldering
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.16.26.451-00.16.29.745,Nantz and Martinez swap a look.,swap
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.57.44.953-00.57.48.237,"Reaching the cabin, Charlie finds a slip of paper tacked to the door bearing a doodle of the Splendid Splinter.",bearing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.00.27.266-01.00.31.968,"Tess eyes him quizzically, her smile gradually fading.",fading
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.16.56.000-00.16.59.734,The Marines grab their helmets.,grab
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.03.42.972-01.03.47.286,"In a house overlooking a bay, a golden retriever gnaws on a chew toy in the living room.",overlooking
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.10.47.133-01.10.50.125,Charlie dumps some papers into it in a feeble start to cleaning up.,cleaning
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.17.39.000-00.17.43.557,"Among the troops, Lenihan watches the news.",watches
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.18.24.804-01.18.28.755,"Sam puts his baseball cap on, then wipes his nose on the back of his hand.",puts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.17.47.000-00.17.51.994,Nantz and Martinez watch.,watch
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.17.56.000-00.18.01.193,"On screen, a dissipating wave reveals dozens of aliens.",reveals
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.19.26.398-01.19.31.626,"Back in the forest, the setting sun brightens and Sam grinning form vanishes.",grinning
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.24.152-00.18.30.050,"In Camp Pendleton Air Station, California, Marines hustle to waiting helicopter.",hustle
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.38.160-00.18.44.076,Harris shoots his head at Guerrero,shoots
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.23.38.650-01.23.40.947,Charlie tries to open shirt beneath it.,open
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.18.50.000-00.18.53.985,Martinez addresses his men.,addresses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_01.29.22.586-01.29.26.263,"Tess shakes her head, her lips parted.",parted
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.19.24.000-00.19.32.174,The Marines try to cross the airfield in single file.,cross
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while reading a Bible.,chews
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_00.54.07.643-00.54.11.652,"Now, Oscar opens the window overlooking the backyard and leans out.",overlooking
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.20.144-00.20.24.094,Kerns chews a golf tee while reading a Bible.,reading
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_00.54.14.691-00.54.16.769,"Below, oblivious guests sit at tables and mingle.",sit at
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_01.04.21.880-01.04.29.693,Jeff and Norman peek in to find him lying motionless next to a broken corner of the coffee table.,lying
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.25.500-00.20.28.326,Guerrero calls to Nantz,calls
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.38.500-00.20.39.794,Guerrero averts his gaze.,averts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_01.14.02.000-01.14.05.069,In the parlor the brothers struggle unsuccessfully to hold the dwarf and open the coffin at the same time.,open
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.46.000-00.20.50.989,"Writing a letter, Martinez wipes his brow with his thumb.",wipes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.54.000-00.21.01.347,"Finishing, Martinez folds the page and puts it away.",folds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_01.27.29.350-01.27.32.231,They shake hands and embrace.,shake
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3021_DEATH_AT_A_FUNERAL_01.27.38.760-01.27.41.120,Ryan bites his lip excitedly as Ryan saunters to Martina's car.,bites
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.20.54.000-00.21.01.347,"Finishing, Martinez folds the page and puts it away.",puts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.01.347-00.21.05.797,The nervous lieutenant licks his lips then spots Nantz eyeing him.,licks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_00.14.46.011-00.14.50.761,Hansel weakens the barrier by shooting at it and then runs through.,shooting
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_00.30.11.757-00.30.17.165,Hansel is buying clothes at a local shop.,buying
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.01.347-00.21.05.797,The nervous lieutenant licks his lips then spots Nantz eyeing him.,spots
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_00.38.21.106-00.38.23.786,surveying the town and its sleeping inhabitants.,sleeping
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_00.44.07.190-00.44.21.357,Jackson struggles to reload the shotgun as Muriel stalks him.,reload
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.06.000-00.21.09.477,Martinez wipes his face.,wipes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.13.000-00.21.17.657,"Over three fading signatures, well in process.",fading
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.17.657-00.21.21.156,"Lockett gapes, watching with Kerns",watching
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.21.156-00.21.24.300,It shows craters and burning wreckage.,shows
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_00.58.36.457-00.58.41.030,which Edward then offers to Gretel,offers to
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.21.156-00.21.24.300,It shows craters and burning wreckage.,burning
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_01.06.37.380-01.06.50.196,His feet flail as he dies.,flail as
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.21.31.959-00.21.37.177,"A high aerial view, just after the chopper, shows smoke.",shows
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_01.12.26.206-01.12.28.961,where a fire glows in the darkness marking the place of the witches Sabbath.,marking
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_01.16.10.767-01.16.11.634,Some managing to get on their brooms.,managing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3031_HANSEL_GRETEL_WITCH_HUNTERS_01.25.20.317-01.25.28.171,"Hansel lowers her corpse and looks toward the house, his expression hardening.",hardening
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.22.45.000-00.22.50.050,The Marines enter a hangar.,enter
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3032_HOW_DO_YOU_KNOW_00.34.01.605-00.34.03.493,Her features contorting in a pensive frown.,features
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.41.29.607-01.41.33.184,Nantz checks his watch.,checks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3032_HOW_DO_YOU_KNOW_00.38.32.478-00.38.38.012,As he takes a seat facing her.,facing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3032_HOW_DO_YOU_KNOW_01.44.53.572-01.44.54.971,Charles stifles his jaw from dropping.,dropping
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3032_HOW_DO_YOU_KNOW_01.51.42.032-01.51.50.872,And Lisa amused smile fades.,amused
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.23.18.323-00.23.20.323,Martinez shoots his concerned gaze.,shoots
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.24.26.000-00.24.28.783,The group disperses.,disperses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3034_IDES_OF_MARCH_00.03.12.194-00.03.14.259,"Supporters wave homemade posters, including ""Gimme More Morris"" and ""Don't Pull For Pullman. "".",Pull
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3068_THE_BIG_YEAR_00.20.44.228-00.20.45.661,"He<The mustached birder> winces and unbuckles his seat belt, then reaches into the back.",unbuckles
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.24.31.788-00.24.34.579,The unit stands outside.,stands
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3068_THE_BIG_YEAR_00.32.12.010-00.32.12.750,"Later, Bostick two competitors sit at a table in an elegant restaurant.",sit
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.24.34.579-00.24.38.234,More helicopters descend.,descend
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3068_THE_BIG_YEAR_01.14.48.712-01.14.53.954,The cashier takes his ticket and the gate's striped arm lifts allowing Bostick car to leave the lot.,allowing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.03.000-00.25.09.144,Nantz and Lenihan watch civilians pass.,watch
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3068_THE_BIG_YEAR_01.23.44.782-01.23.51.573,Brad relieved smile fades and Brad hurries over to his ailing father.,relieved
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.03.000-00.25.09.144,Nantz and Lenihan watch civilians pass.,pass
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3074_THE_ROOMMATE_00.56.21.122-00.56.22.959,Later in the speeding car.,speeding
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3074_THE_ROOMMATE_01.09.10.706-01.09.15.709,Now the two young women head through a shop selling lots of black clothes and miniskirts.,selling
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_00.23.52.500-00.23.55.167,MORGAN and BO head off down the sidewalk together.,head
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.28.870-00.25.32.155,"Against the steady flow of evacuees, the unit reaches a street filled with abandoned vehicles.",reaches
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_00.25.24.774-00.25.25.990,TRACY face crumples.,crumples
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_00.36.35.490-00.36.44.528,A pale gray light fills the vast perfect circle of evenly flattened corn.,fills
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.37.000-00.25.43.288,Unit walks through the thick smoke.,walks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_00.48.51.252-00.48.55.907,"Later, GRAHAM wearing a blue dressing gown, pads out of the bathroom, drying his ear with a towel.",drying
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.19.13.852-01.19.23.324,"GRAHAM grabs it as it starts to turn and holds it tight with both hands, resting his head on the door.",resting
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.22.19.096-01.22.23.972,"MERRILL and GRAHAM stand and stare at him, stunned.",stunned
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.25.12.486-01.25.18.478,MORGAN relaxes his grip on his father's jeans.,relaxes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.37.000-00.25.43.288,Unit walks through the thick smoke.,walks through
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.33.45.340-01.33.55.840,"MERRILL GRAHAM and BO stand rooted to the spot, staring in abject horror as the alien looks down at MORGAN and then up at GRAHAM",staring in
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.49.873-00.25.50.673,An object falls from the sky.,falls
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1005_Signs_01.38.14.580-01.38.18.236,The alien's chest sinks and fails to rise.,fails
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.49.873-00.25.50.673,An object falls from the sky.,falls from
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1026_Legion_00.37.30.990-00.37.34.109,"He<THE ICE CREAM MAN> wears a light shirt and dark floppy bow tie, with matching light trousers.",matching
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1051_Harry_Potter_and_the_goblet_of_fire_00.02.24.170-00.02.36.812,"Grasping the wooden banister, BRYCE starts to climb the un-carpeted stairs, his torch casting eerie shadows over the paneled walls.",climb
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.56.161-00.25.58.403,Nantz signals for them to move on.,signals
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.56.161-00.25.58.403,Nantz signals for them to move on.,signals for
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1051_Harry_Potter_and_the_goblet_of_fire_00.09.01.692-00.09.07.264,A gigantic image of the handsome Bulgarian player is projected on to the towering stands.,towering
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.56.161-00.25.58.403,Nantz signals for them to move on.,move
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1051_Harry_Potter_and_the_goblet_of_fire_00.16.08.027-00.16.11.299,A tall mast flying a slender pennant emerges from the center of the lake.,flying
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",1051_Harry_Potter_and_the_goblet_of_fire_01.58.13.486-01.58.19.671,HARRY runs to CEDRIC and helps him to free himself.,free
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.58.403-00.26.01.198,Imlay glances around.,glances
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.10.000-00.26.19.437,The unit steps out of the alley and crosses an empty street littered with household items.,steps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.10.000-00.26.19.437,The unit steps out of the alley and crosses an empty street littered with household items.,steps out
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.10.000-00.26.19.437,The unit steps out of the alley and crosses an empty street littered with household items.,steps out of
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then lowers his weapon on finding the charred driver slumped against the wheel.,aims
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then lowers his weapon on finding the charred driver slumped against the wheel.,lowers
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then lowers his weapon on finding the charred driver slumped against the wheel.,slumped
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several advancing Marines gradually appear.",advancing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars mark their path.,mark
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.55.392-00.26.57.709,Simmons aims his rifle.,aims
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.59.668-00.27.02.427,Then a home's burning front steps.,burning
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.02.427-00.27.06.911,"The unit moves on, spread out along the hazy street.",moves
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.10.403-00.27.13.774,Nantz peers through his scope.,peers
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.10.403-00.27.13.774,Nantz peers through his scope.,peers through
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.16.000-00.27.18.614,The staff sergeant cautiously approaches a house where a body lies face down on the lawn.,face
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.16.000-00.27.18.614,The staff sergeant cautiously approaches a house where a body lies face down on the lawn.,face down
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.19.883-00.27.23.099,The others ready their weapons.,ready
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.30.500-00.27.34.227,"Through a scope, they peer across the haze.",peer across
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then shifts his crosshairs through the right.,aims
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then shifts his crosshairs through the right.,shifts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.38.891-00.27.43.100,"As the German Shepherd trots out, Kerns looks up.",trots out
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells fall on the dirt.",fall
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.29.35.485-00.29.40.742,"Guerrero through the haze, bullet shells fall on the dirt.",fall on
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.30.01.000-00.30.02.591,Stavrou pulls him up.,pulls
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.30.17.500-00.30.24.050,They go through another door and head down a narrow path.,head
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.31.28.442-00.31.30.379,Martinez faces the Asian Marine.,faces
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.31.35.000-00.31.39.012,Martinez swallows then glances aside.,glances
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.04.823-00.32.16.363,Lenihan limps past to rove the washing machines then lowers himself in a corner and uses his radio.,limps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.04.823-00.32.16.363,Lenihan limps past to rove the washing machines then lowers himself in a corner and uses his radio.,rove
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.04.823-00.32.16.363,Lenihan limps past to rove the washing machines then lowers himself in a corner and uses his radio.,lowers
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.36.500-00.32.41.241,"With his gun raised, Lenihan knocks over a box of detergent which spills onto his head.",knocks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.54.101-00.32.58.949,"With his gun ready, seeing a dryer, Lenihan relaxes.",seeing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.58.949-00.33.03.538,Firing wildly Lenihan turns to the hole in the wall.,turns
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.32.58.949-00.33.03.538,Firing wildly Lenihan turns to the hole in the wall.,turns to
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.18.691-00.33.21.691,Nantz signals for his men to stop.,signals for
