Title,Description,Keywords,clip,sent,phrase,Answer.answer,Answer.bad_sent,Answer.commentbox,Answer.question
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.16.45.619-01.16.49.226,SOMEONE<The vet> kisses one of the crying girls on the head.,crying,yes,,{},SOMEONE<The vet> kisses one of the crying girls on the head.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.16.45.619-01.16.49.226,SOMEONE<The vet> kisses one of the crying girls on the head.,crying,no,,{},SOMEONE<The vet> kisses one of the crying girls on the head.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.57.215-00.09.00.360,"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett stands at a gravestone.",stands,yes,,{},"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett stands at a gravestone."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.57.215-00.09.00.360,"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett stands at a gravestone.",stands,yes,,{},"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett stands at a gravestone."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.57.215-00.09.00.360,"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett stands at a gravestone.",stands,yes,,{},"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett stands at a gravestone."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.57.215-00.09.00.360,"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett stands at a gravestone.",stands,yes,,{},"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett stands at a gravestone."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.57.215-00.09.00.360,"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett stands at a gravestone.",stands,yes,,{},"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett stands at a gravestone."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.15.499-01.17.16.347,The second hand ticks well pass the 12.,pass,yes,,{},The second hand ticks well pass the 12.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.15.499-01.17.16.347,The second hand ticks well pass the 12.,pass,no,True,{},The second hand ticks well pass the 12.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.15.499-01.17.16.347,The second hand ticks well pass the 12.,pass,yes,,{},The second hand ticks well pass the 12.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.15.499-01.17.16.347,The second hand ticks well pass the 12.,pass,yes,,{},The second hand ticks well pass the 12.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.15.499-01.17.16.347,The second hand ticks well pass the 12.,pass,yes,,{},The second hand ticks well pass the 12.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett lifts the club.,lifts,yes,,{},Lockett lifts the club.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett lifts the club.,lifts,yes,,{},Lockett lifts the club.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett lifts the club.,lifts,no,,{},Lockett lifts the club.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett lifts the club.,lifts,yes,,{},Lockett lifts the club.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett lifts the club.,lifts,yes,,{},Lockett lifts the club.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.56.582-01.18.00.746,"Flames rise from the burning wreckage, a various aircraft and vehicles littering the runway.",rise from,yes,,{},"Flames rise from the burning wreckage, a various aircraft and vehicles littering the runway."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.56.582-01.18.00.746,"Flames rise from the burning wreckage, a various aircraft and vehicles littering the runway.",rise from,yes,,{},"Flames rise from the burning wreckage, a various aircraft and vehicles littering the runway."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.56.582-01.18.00.746,"Flames rise from the burning wreckage, a various aircraft and vehicles littering the runway.",rise from,yes,,{},"Flames rise from the burning wreckage, a various aircraft and vehicles littering the runway."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.56.582-01.18.00.746,"Flames rise from the burning wreckage, a various aircraft and vehicles littering the runway.",rise from,yes,,{},"Flames rise from the burning wreckage, a various aircraft and vehicles littering the runway."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.56.582-01.18.00.746,"Flames rise from the burning wreckage, a various aircraft and vehicles littering the runway.",rise from,yes,True,{},"Flames rise from the burning wreckage, a various aircraft and vehicles littering the runway."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett blinks in the sunlight.",blinks,no,,{},"Shifting his gaze, Lockett blinks in the sunlight."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett blinks in the sunlight.",blinks,yes,,{},"Shifting his gaze, Lockett blinks in the sunlight."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett blinks in the sunlight.",blinks,yes,,{},"Shifting his gaze, Lockett blinks in the sunlight."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett blinks in the sunlight.",blinks,yes,,{},"Shifting his gaze, Lockett blinks in the sunlight."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett blinks in the sunlight.",blinks,yes,,{},"Shifting his gaze, Lockett blinks in the sunlight."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.06.163-01.18.08.895,"Nantz steps forward, breathing heavily.",breathing,no,,{},"Nantz steps forward, breathing heavily."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.06.163-01.18.08.895,"Nantz steps forward, breathing heavily.",breathing,yes,,{},"Nantz steps forward, breathing heavily."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.06.163-01.18.08.895,"Nantz steps forward, breathing heavily.",breathing,yes,,{},"Nantz steps forward, breathing heavily."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.06.163-01.18.08.895,"Nantz steps forward, breathing heavily.",breathing,yes,,{},"Nantz steps forward, breathing heavily."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.06.163-01.18.08.895,"Nantz steps forward, breathing heavily.",breathing,yes,,{},"Nantz steps forward, breathing heavily."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett blinks in the sunlight.",blinks in,yes,,{},"Shifting his gaze, Lockett blinks in the sunlight."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett blinks in the sunlight.",blinks in,no,,{},"Shifting his gaze, Lockett blinks in the sunlight."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett blinks in the sunlight.",blinks in,yes,,{},"Shifting his gaze, Lockett blinks in the sunlight."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett blinks in the sunlight.",blinks in,yes,,{},"Shifting his gaze, Lockett blinks in the sunlight."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett blinks in the sunlight.",blinks in,yes,,{},"Shifting his gaze, Lockett blinks in the sunlight."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.21.031-01.18.25.754,They carry Joe into a tent and set him down.,carry,yes,,{},They carry Joe into a tent and set him down.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.21.031-01.18.25.754,They carry Joe into a tent and set him down.,carry,yes,,{},They carry Joe into a tent and set him down.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.21.031-01.18.25.754,They carry Joe into a tent and set him down.,carry,yes,,{},They carry Joe into a tent and set him down.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.21.031-01.18.25.754,They carry Joe into a tent and set him down.,carry,yes,,{},They carry Joe into a tent and set him down.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.21.031-01.18.25.754,They carry Joe into a tent and set him down.,carry,yes,,{},They carry Joe into a tent and set him down.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",kisses,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",kisses,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",kisses,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",kisses,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",kisses,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.50.000-01.18.55.133,"Brightening a little, the staff sergeant flows to a stop.",flows,yes,True,{},"Brightening a little, the staff sergeant flows to a stop."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.50.000-01.18.55.133,"Brightening a little, the staff sergeant flows to a stop.",flows,no,True,{},"Brightening a little, the staff sergeant flows to a stop."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.50.000-01.18.55.133,"Brightening a little, the staff sergeant flows to a stop.",flows,no,True,{},"Brightening a little, the staff sergeant flows to a stop."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.50.000-01.18.55.133,"Brightening a little, the staff sergeant flows to a stop.",flows,yes,,{},"Brightening a little, the staff sergeant flows to a stop."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.50.000-01.18.55.133,"Brightening a little, the staff sergeant flows to a stop.",flows,yes,,{},"Brightening a little, the staff sergeant flows to a stop."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",touches,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",touches,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",touches,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",touches,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",touches,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.48.131-01.22.51.889,"She<The vet> leads Hector to the girls, who sit nearby.",sit,yes,,{},"She<The vet> leads Hector to the girls, who sit nearby."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.48.131-01.22.51.889,"She<The vet> leads Hector to the girls, who sit nearby.",sit,yes,,{},"She<The vet> leads Hector to the girls, who sit nearby."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.48.131-01.22.51.889,"She<The vet> leads Hector to the girls, who sit nearby.",sit,yes,,{},"She<The vet> leads Hector to the girls, who sit nearby."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.48.131-01.22.51.889,"She<The vet> leads Hector to the girls, who sit nearby.",sit,yes,,{},"She<The vet> leads Hector to the girls, who sit nearby."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.48.131-01.22.51.889,"She<The vet> leads Hector to the girls, who sit nearby.",sit,yes,,{},"She<The vet> leads Hector to the girls, who sit nearby."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",strolls,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",strolls,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",strolls,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",strolls,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.28.000-00.09.34.435,"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away.",strolls,yes,,{},"Crouching, Lockett kisses his hand, touches the gravestone, then strolls away."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.52.946-01.22.59.391,Nantz draws a tense breath then looks at Kerns and the other Marines.,draws,yes,,{},Nantz draws a tense breath then looks at Kerns and the other Marines.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.52.946-01.22.59.391,Nantz draws a tense breath then looks at Kerns and the other Marines.,draws,yes,,{},Nantz draws a tense breath then looks at Kerns and the other Marines.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.52.946-01.22.59.391,Nantz draws a tense breath then looks at Kerns and the other Marines.,draws,yes,,{},Nantz draws a tense breath then looks at Kerns and the other Marines.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.52.946-01.22.59.391,Nantz draws a tense breath then looks at Kerns and the other Marines.,draws,yes,,{},Nantz draws a tense breath then looks at Kerns and the other Marines.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.52.946-01.22.59.391,Nantz draws a tense breath then looks at Kerns and the other Marines.,draws,yes,,{},Nantz draws a tense breath then looks at Kerns and the other Marines.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",whispers,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",whispers,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",whispers,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",whispers,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",whispers,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",whispers to,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",whispers to,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",whispers to,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",whispers to,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",whispers to,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.24.19.000-01.24.26.405,Nantz points to his temple then gets into Lockett face.,points to,yes,,{},Nantz points to his temple then gets into Lockett face.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.24.19.000-01.24.26.405,Nantz points to his temple then gets into Lockett face.,points to,yes,,{},Nantz points to his temple then gets into Lockett face.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.24.19.000-01.24.26.405,Nantz points to his temple then gets into Lockett face.,points to,no,,{},Nantz points to his temple then gets into Lockett face.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.24.19.000-01.24.26.405,Nantz points to his temple then gets into Lockett face.,points to,yes,,{},Nantz points to his temple then gets into Lockett face.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.24.19.000-01.24.26.405,Nantz points to his temple then gets into Lockett face.,points to,yes,,{},Nantz points to his temple then gets into Lockett face.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",grins,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",grins,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",grins,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",grins,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.52.000-00.09.56.646,"A girl whispers to another, who grins.",grins,yes,,{},"A girl whispers to another, who grins."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.26.15.706-01.26.22.183,Kerns collect ammunition from dead bodies.,collect,yes,,{},Kerns collect ammunition from dead bodies.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.26.15.706-01.26.22.183,Kerns collect ammunition from dead bodies.,collect,yes,,{},Kerns collect ammunition from dead bodies.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.26.15.706-01.26.22.183,Kerns collect ammunition from dead bodies.,collect,yes,,{},Kerns collect ammunition from dead bodies.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.26.15.706-01.26.22.183,Kerns collect ammunition from dead bodies.,collect,yes,,{},Kerns collect ammunition from dead bodies.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.26.15.706-01.26.22.183,Kerns collect ammunition from dead bodies.,collect,yes,,{},Kerns collect ammunition from dead bodies.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.25.774-00.10.28.218,The boyish Marine swigs a beer.,swigs,yes,True,{},The boyish Marine swigs a beer.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.25.774-00.10.28.218,The boyish Marine swigs a beer.,swigs,yes,,{},The boyish Marine swigs a beer.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.25.774-00.10.28.218,The boyish Marine swigs a beer.,swigs,yes,,{},The boyish Marine swigs a beer.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.25.774-00.10.28.218,The boyish Marine swigs a beer.,swigs,yes,,{},The boyish Marine swigs a beer.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.25.774-00.10.28.218,The boyish Marine swigs a beer.,swigs,yes,,{},The boyish Marine swigs a beer.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.31.21.861-01.31.27.680,"As Imlay peers through a binocular, Nantz shifts his troubled gaze.",peers through,yes,,{},"As Imlay peers through a binocular, Nantz shifts his troubled gaze."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.31.21.861-01.31.27.680,"As Imlay peers through a binocular, Nantz shifts his troubled gaze.",peers through,yes,,{},"As Imlay peers through a binocular, Nantz shifts his troubled gaze."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.31.21.861-01.31.27.680,"As Imlay peers through a binocular, Nantz shifts his troubled gaze.",peers through,yes,,{},"As Imlay peers through a binocular, Nantz shifts his troubled gaze."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.31.21.861-01.31.27.680,"As Imlay peers through a binocular, Nantz shifts his troubled gaze.",peers through,yes,,{},"As Imlay peers through a binocular, Nantz shifts his troubled gaze."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.31.21.861-01.31.27.680,"As Imlay peers through a binocular, Nantz shifts his troubled gaze.",peers through,yes,,{},"As Imlay peers through a binocular, Nantz shifts his troubled gaze."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.46.000-00.10.49.649,The boyish Marine leans forward.,leans,yes,,{},The boyish Marine leans forward.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.46.000-00.10.49.649,The boyish Marine leans forward.,leans,yes,,{},The boyish Marine leans forward.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.46.000-00.10.49.649,The boyish Marine leans forward.,leans,yes,,{},The boyish Marine leans forward.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.46.000-00.10.49.649,The boyish Marine leans forward.,leans,yes,,{},The boyish Marine leans forward.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.10.46.000-00.10.49.649,The boyish Marine leans forward.,leans,yes,,{},The boyish Marine leans forward.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.19.919-00.11.22.022,Her husband wakes up.,wakes,no,,{},Her husband wakes up.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.19.919-00.11.22.022,Her husband wakes up.,wakes,yes,,{},Her husband wakes up.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.19.919-00.11.22.022,Her husband wakes up.,wakes,no,,{},Her husband wakes up.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.11.19.919-00.11.22.022,Her husband wakes up.,wakes,no,,{},Her husband wakes up.
