Title,Description,Keywords,qID,attr1,attr1_neg,attr1_pos,attr2,attr2_neg,attr2_pos,Answer.answer_value,Answer.objects,Answer.qID
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",26,age,new,old,stability,stable,unstable,3,People,26
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",224,cost,expensive,cheap,hardness,hard,soft,0,na,224
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",224,cost,expensive,cheap,hardness,hard,soft,-2,clothing,224
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",224,cost,expensive,cheap,hardness,hard,soft,2,"diamond, carbon",224
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",27,age,new,old,strength,strong,weak,3,"tools, glass",27
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",27,age,new,old,strength,strong,weak,1,An old person is strong than an infant but weaker than a middle aged person,27
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",27,age,new,old,strength,strong,weak,2,"Rubber bands, trees",27
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",433,magnitude,large,small,speed,fast,slow,0,na,433
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",433,magnitude,large,small,speed,fast,slow,-2,Most moving objects,433
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",225,cost,expensive,cheap,length,long,short,1,"sometimes long things are more expensive, e.g. long vacation packages are more expensive than short ones",225
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",225,cost,expensive,cheap,length,long,short,0,na,225
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",225,cost,expensive,cheap,length,long,short,3,length of coat,225
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",434,magnitude,large,small,stability,stable,unstable,2,"concrete, flower",434
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",434,magnitude,large,small,stability,stable,unstable,2,Mountains,434
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",434,magnitude,large,small,stability,stable,unstable,-1,"atoms, quarks",434
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",435,magnitude,large,small,strength,strong,weak,3,"mountain,",435
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",435,magnitude,large,small,strength,strong,weak,3,"earthquake, volcano",435
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",435,magnitude,large,small,strength,strong,weak,-3,"volcano, hurricane",435
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",28,age,new,old,temperature,high,low,0,na,28
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",226,cost,expensive,cheap,magnitude,large,small,2,"buildings, palaces, resorts, malls, mansions, airplanes, rockets, aircraft carriers",226
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",226,cost,expensive,cheap,magnitude,large,small,3,housing quarters,226
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",226,cost,expensive,cheap,magnitude,large,small,3,Diamonds,226
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",436,magnitude,large,small,temperature,high,low,2,volcano,436
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",436,magnitude,large,small,temperature,high,low,-2,Mountains,436
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",29,age,new,old,texture,rough,smooth,1,"shoe soles, river rocks",29
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",29,age,new,old,texture,rough,smooth,-3,Faces,29
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",29,age,new,old,texture,rough,smooth,-2,"newborn baby, old rusted out car",29
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",227,cost,expensive,cheap,mass,large,small,3,bulk foods,227
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",227,cost,expensive,cheap,mass,large,small,3,"A car, a boat, a mansion",227
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",437,magnitude,large,small,texture,rough,smooth,3,"brick, stone and siding houses",437
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",437,magnitude,large,small,texture,rough,smooth,0,"Marble, The moon, popcorn, airplane",437
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",30,age,new,old,thermal conductivity,high,low,2,human body,30
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",30,age,new,old,thermal conductivity,high,low,3,sound waves,30
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",438,magnitude,large,small,thermal conductivity,high,low,1,steel wall,438
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",438,magnitude,large,small,thermal conductivity,high,low,3,a volcano,438
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",438,magnitude,large,small,thermal conductivity,high,low,2,Metal objects,438
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",228,cost,expensive,cheap,odor,strong,weak,0,na,228
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",228,cost,expensive,cheap,odor,strong,weak,2,perfume,228
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",228,cost,expensive,cheap,odor,strong,weak,0,"Perfume, Cologne",228
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",31,age,new,old,thickness,thick,thin,3,skin,31
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",31,age,new,old,thickness,thick,thin,0,na,31
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",31,age,new,old,thickness,thick,thin,-3,"books, computers, portable audio",31
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",439,magnitude,large,small,thickness,thick,thin,3,a star,439
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",439,magnitude,large,small,thickness,thick,thin,2,Most physical objects,439
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",32,age,new,old,volume,large,small,3,downtown area of city,32
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",440,magnitude,large,small,volume,large,small,3,sound,440
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",440,magnitude,large,small,volume,large,small,3,"Rubber balls, bowling balls",440
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",440,magnitude,large,small,volume,large,small,3,"Football field, house, car",440
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",33,age,new,old,weight,heavy,light,-3,"a computer, an airplane",33
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",33,age,new,old,weight,heavy,light,3,humans old and young,33
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",33,age,new,old,weight,heavy,light,2,Trees,33
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",441,magnitude,large,small,weight,heavy,light,3,rocks,441
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",441,magnitude,large,small,weight,heavy,light,3,"planets, mountains",441
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",34,age,new,old,width,wide,narrow,0,na,34
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",35,altitude,high,low,area,vast,small,2,"cave, mountain, ocean, sky,",35
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",35,altitude,high,low,area,vast,small,2,planet earth,35
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",35,altitude,high,low,area,vast,small,1,"deserts, mesas",35
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",231,cost,expensive,cheap,shape,"sharp, spiky","round, flat",-2,High healed shows,231
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",36,altitude,high,low,brightness,light,dark,0,na,36
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",36,altitude,high,low,brightness,light,dark,1,330 days a year of sun in colorado,36
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",442,magnitude,large,small,width,wide,narrow,0,na,442
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",442,magnitude,large,small,width,wide,narrow,2,"bridge, tree",442
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",443,mass,large,small,odor,strong,weak,1,"big rock, small light rock",443
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",443,mass,large,small,odor,strong,weak,3,cheese,443
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",443,mass,large,small,odor,strong,weak,2,"An obese person who never bathes, a giant piece of blue cheese",443
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",232,cost,expensive,cheap,size,large,small,1,"a diamond ring, a car",232
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",232,cost,expensive,cheap,size,large,small,3,"large mansion, large diamond",232
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",232,cost,expensive,cheap,size,large,small,2,"Houses, cars",232
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",37,altitude,high,low,clarity,clear,obscure,-2,"Higher altitudes are where clouds are, so it's less clear",37
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",37,altitude,high,low,clarity,clear,obscure,2,"clouds in the sky, stars",37
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",233,cost,expensive,cheap,sound,loud,quiet,3,stereo,233
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",233,cost,expensive,cheap,sound,loud,quiet,-2,Cars,233
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",38,altitude,high,low,cleanness,clean,dirty,-3,"gutter, sewage, subway, atmosphere",38
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",38,altitude,high,low,cleanness,clean,dirty,2,Mountains,38
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",444,mass,large,small,pressure,high,low,2,"rock, tree",444
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",39,altitude,high,low,complexity,complex,simple,2,math,39
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",445,mass,large,small,resistance,high,low,2,something with a lot of mass is more resistant to being moved,445
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",445,mass,large,small,resistance,high,low,2,"steel wall, paper wall",445
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",445,mass,large,small,resistance,high,low,3,"railgun, bullet, cannonball",445
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",40,altitude,high,low,cost,expensive,cheap,0,"airplane, submarine,",40
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",235,cost,expensive,cheap,speed,fast,slow,0,na,235
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",235,cost,expensive,cheap,speed,fast,slow,2,"ferrari, a cheap bike",235
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",235,cost,expensive,cheap,speed,fast,slow,3,cars,235
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",446,mass,large,small,shape,"sharp, spiky","round, flat",-3,"pencil, nail",446
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",236,cost,expensive,cheap,stability,stable,unstable,1,"something expensive could be more sturdy, stable is a synonym for sturdy",236
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",236,cost,expensive,cheap,stability,stable,unstable,2,Real estate,236
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",447,mass,large,small,size,large,small,3,"house, university",447
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",447,mass,large,small,size,large,small,3,"airplane, blimp",447
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",447,mass,large,small,size,large,small,3,Any sort of physical object,447
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",41,altitude,high,low,density,dense,sparse,-1,humid air is less dense and rises to create clouds,41
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",41,altitude,high,low,density,dense,sparse,-1,air top of a mountain,41
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",41,altitude,high,low,density,dense,sparse,3,"air, rain",41
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",237,cost,expensive,cheap,strength,strong,weak,3,"cheap products, expensive products, kitchen tools",237
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",237,cost,expensive,cheap,strength,strong,weak,1,A car and engine horsepower,237
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",237,cost,expensive,cheap,strength,strong,weak,2,thin piece of lumber,237
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",448,mass,large,small,sound,loud,quiet,3,"an engine, a person yelling",448
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",448,mass,large,small,sound,loud,quiet,3,"stereos, radios, speakers",448
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",449,mass,large,small,sound pitch,high,low,3,A bear,449
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",42,altitude,high,low,depth,deep,shallow,-2,"baking, medication for sickness when traveling, mountain peak",42
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",42,altitude,high,low,depth,deep,shallow,-3,"mountain, ocean floor",42
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",42,altitude,high,low,depth,deep,shallow,-1,Bodies of water in mountains,42
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",450,mass,large,small,speed,fast,slow,-3,"black hole, tornado, hurricane, tsunami",450
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",450,mass,large,small,speed,fast,slow,0,na,450
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",450,mass,large,small,speed,fast,slow,-2,Most things that can move,450
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",239,cost,expensive,cheap,texture,rough,smooth,-2,an unfinished piece of furniture,239
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",239,cost,expensive,cheap,texture,rough,smooth,-3,"rocks, gems",239
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",43,altitude,high,low,distance,far,near,3,higher altitudes are further away,43
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",43,altitude,high,low,distance,far,near,2,"a high cliff, and a low valley",43
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",43,altitude,high,low,distance,far,near,3,"Time, space",43
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",451,mass,large,small,stability,stable,unstable,0,na,451
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",451,mass,large,small,stability,stable,unstable,3,"planet Earth, a feather",451
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",451,mass,large,small,stability,stable,unstable,2,"Rocks, trees, mountains",451
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",240,cost,expensive,cheap,thermal conductivity,high,low,2,"any metal, charger, diamonds",240
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",240,cost,expensive,cheap,thermal conductivity,high,low,3,"penthouses, apartments, houses, condos",240
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",45,altitude,high,low,flexibility,flexible,rigid,2,"the air, cooking",45
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",452,mass,large,small,strength,strong,weak,1,"large old tree, sapling tree",452
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",452,mass,large,small,strength,strong,weak,3,gravity,452
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",452,mass,large,small,strength,strong,weak,3,aircraft carrier,452
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",46,altitude,high,low,granularity,coarse,fine,2,"mountains and hills, seasides, rivers, lakes",46
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",241,cost,expensive,cheap,thickness,thick,thin,2,jacket,241
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",241,cost,expensive,cheap,thickness,thick,thin,2,"Diamonds, gold",241
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",453,mass,large,small,temperature,high,low,3,"housing living quarters, hills, mountains",453
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",453,mass,large,small,temperature,high,low,3,"border wall, and a small gate",453
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",242,cost,expensive,cheap,volume,large,small,3,purchased land,242
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",242,cost,expensive,cheap,volume,large,small,1,"large mansion's value, shack's value",242
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",242,cost,expensive,cheap,volume,large,small,2,"Diamonds, cars",242
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",47,altitude,high,low,hardness,hard,soft,2,water,47
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",47,altitude,high,low,hardness,hard,soft,2,"mountains, hills, sand dumes",47
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",454,mass,large,small,texture,rough,smooth,1,A rough carpet.,454
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",243,cost,expensive,cheap,weight,heavy,light,0,na,243
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",243,cost,expensive,cheap,weight,heavy,light,1,"electronics, DSLR cameras",243
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",243,cost,expensive,cheap,weight,heavy,light,2,money,243
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",48,altitude,high,low,length,long,short,2,Aeroplane,48
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",48,altitude,high,low,length,long,short,2,Mount everest,48
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",455,mass,large,small,thermal conductivity,high,low,1,a jacket,455
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",455,mass,large,small,thermal conductivity,high,low,1,Metal balls,455
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",49,altitude,high,low,magnitude,large,small,-1,"ski resort,",49
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",244,cost,expensive,cheap,width,wide,narrow,3,"A mattress, plank of wood",244
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",244,cost,expensive,cheap,width,wide,narrow,2,"Diamonds, houses",244
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",245,density,dense,sparse,depth,deep,shallow,-1,"river, snow, dried up pond,",245
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",50,altitude,high,low,mass,large,small,0,na,50
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",50,altitude,high,low,mass,large,small,3,"mountains, hills, sand dumes, houses, apartments",50
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",50,altitude,high,low,mass,large,small,-2,"mountain, plane",50
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",456,mass,large,small,thickness,thick,thin,3,"a rock, a tree",456
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",456,mass,large,small,thickness,thick,thin,2,elephant,456
