Title,Description,Keywords,qID,attr1,attr1_neg,attr1_pos,attr2,attr2_neg,attr2_pos
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",57,altitude,high,low,sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",252,density,dense,sparse,magnitude,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",58,altitude,high,low,speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",462,odor,strong,weak,shape,"sharp, spiky","round, flat"
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",253,density,dense,sparse,mass,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",463,odor,strong,weak,size,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",59,altitude,high,low,stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",254,density,dense,sparse,odor,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",60,altitude,high,low,strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",464,odor,strong,weak,sound,loud,quiet
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",61,altitude,high,low,temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",465,odor,strong,weak,sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",255,density,dense,sparse,pressure,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",62,altitude,high,low,texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",63,altitude,high,low,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",256,density,dense,sparse,resistance,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",466,odor,strong,weak,speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",64,altitude,high,low,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",65,altitude,high,low,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",257,density,dense,sparse,shape,"sharp, spiky","round, flat"
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",258,density,dense,sparse,size,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",66,altitude,high,low,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",467,odor,strong,weak,stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",259,density,dense,sparse,sound,loud,quiet
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",468,odor,strong,weak,strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",67,altitude,high,low,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",469,odor,strong,weak,temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",260,density,dense,sparse,sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",261,density,dense,sparse,speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",470,odor,strong,weak,texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",68,area,vast,small,brightness,light,dark
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",262,density,dense,sparse,stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",471,odor,strong,weak,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",69,area,vast,small,clarity,clear,obscure
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",263,density,dense,sparse,strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",472,odor,strong,weak,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",70,area,vast,small,cleanness,clean,dirty
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",264,density,dense,sparse,temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",473,odor,strong,weak,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",265,density,dense,sparse,texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",71,area,vast,small,complexity,complex,simple
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",266,density,dense,sparse,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",72,area,vast,small,cost,expensive,cheap
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",267,density,dense,sparse,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",474,odor,strong,weak,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",73,area,vast,small,density,dense,sparse
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",475,odor,strong,weak,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",74,area,vast,small,depth,deep,shallow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",268,density,dense,sparse,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",75,area,vast,small,distance,far,near
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",476,pressure,high,low,resistance,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",76,area,vast,small,electric conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",269,density,dense,sparse,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",477,pressure,high,low,shape,"sharp, spiky","round, flat"
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",77,area,vast,small,flexibility,flexible,rigid
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",478,pressure,high,low,size,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",270,density,dense,sparse,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",479,pressure,high,low,sound,loud,quiet
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",78,area,vast,small,granularity,coarse,fine
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",271,depth,deep,shallow,distance,far,near
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",79,area,vast,small,hardness,hard,soft
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",272,depth,deep,shallow,electric conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",480,pressure,high,low,sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",273,depth,deep,shallow,flexibility,flexible,rigid
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",80,area,vast,small,length,long,short
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",481,pressure,high,low,speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",274,depth,deep,shallow,granularity,coarse,fine
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",482,pressure,high,low,stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",81,area,vast,small,magnitude,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",275,depth,deep,shallow,hardness,hard,soft
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",82,area,vast,small,mass,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",276,depth,deep,shallow,length,long,short
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",483,pressure,high,low,strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",484,pressure,high,low,temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",83,area,vast,small,odor,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",485,pressure,high,low,texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",277,depth,deep,shallow,magnitude,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",84,area,vast,small,pressure,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",85,area,vast,small,resistance,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",486,pressure,high,low,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",278,depth,deep,shallow,mass,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",487,pressure,high,low,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",279,depth,deep,shallow,odor,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",86,area,vast,small,shape,"sharp, spiky","round, flat"
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",488,pressure,high,low,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",87,area,vast,small,size,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",489,pressure,high,low,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",490,pressure,high,low,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",88,area,vast,small,sound,loud,quiet
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",280,depth,deep,shallow,pressure,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",491,resistance,high,low,shape,"sharp, spiky","round, flat"
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",281,depth,deep,shallow,resistance,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",89,area,vast,small,sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",492,resistance,high,low,size,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",90,area,vast,small,speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",493,resistance,high,low,sound,loud,quiet
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",282,depth,deep,shallow,shape,"sharp, spiky","round, flat"
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",283,depth,deep,shallow,size,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",91,area,vast,small,stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",92,area,vast,small,strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",494,resistance,high,low,sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",93,area,vast,small,temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",495,resistance,high,low,speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",284,depth,deep,shallow,sound,loud,quiet
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",496,resistance,high,low,stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",94,area,vast,small,texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",285,depth,deep,shallow,sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",497,resistance,high,low,strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",95,area,vast,small,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",498,resistance,high,low,temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",96,area,vast,small,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",499,resistance,high,low,texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",500,resistance,high,low,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",97,area,vast,small,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",286,depth,deep,shallow,speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",287,depth,deep,shallow,stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",501,resistance,high,low,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",98,area,vast,small,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",288,depth,deep,shallow,strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",99,area,vast,small,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",502,resistance,high,low,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",289,depth,deep,shallow,temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",503,resistance,high,low,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",100,brightness,light,dark,clarity,clear,obscure
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",290,depth,deep,shallow,texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",504,resistance,high,low,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",291,depth,deep,shallow,thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",292,depth,deep,shallow,thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",505,shape,"sharp, spiky","round, flat",size,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",101,brightness,light,dark,cleanness,clean,dirty
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",293,depth,deep,shallow,volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",102,brightness,light,dark,complexity,complex,simple
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",506,shape,"sharp, spiky","round, flat",sound,loud,quiet
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",294,depth,deep,shallow,weight,heavy,light
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",507,shape,"sharp, spiky","round, flat",sound pitch,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",295,depth,deep,shallow,width,wide,narrow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",508,shape,"sharp, spiky","round, flat",speed,fast,slow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",103,brightness,light,dark,cost,expensive,cheap
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",296,distance,far,near,electric conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",509,shape,"sharp, spiky","round, flat",stability,stable,unstable
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",104,brightness,light,dark,density,dense,sparse
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",297,distance,far,near,flexibility,flexible,rigid
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",298,distance,far,near,granularity,coarse,fine
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",510,shape,"sharp, spiky","round, flat",strength,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",105,brightness,light,dark,depth,deep,shallow
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",299,distance,far,near,hardness,hard,soft
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",511,shape,"sharp, spiky","round, flat",temperature,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",106,brightness,light,dark,distance,far,near
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",300,distance,far,near,length,long,short
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",107,brightness,light,dark,electric conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",512,shape,"sharp, spiky","round, flat",texture,rough,smooth
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",108,brightness,light,dark,flexibility,flexible,rigid
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",301,distance,far,near,magnitude,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",513,shape,"sharp, spiky","round, flat",thermal conductivity,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",109,brightness,light,dark,granularity,coarse,fine
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",302,distance,far,near,mass,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",110,brightness,light,dark,hardness,hard,soft
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",303,distance,far,near,odor,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",111,brightness,light,dark,length,long,short
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",112,brightness,light,dark,magnitude,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",514,shape,"sharp, spiky","round, flat",thickness,thick,thin
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",304,distance,far,near,pressure,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",113,brightness,light,dark,mass,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",114,brightness,light,dark,odor,strong,weak
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",515,shape,"sharp, spiky","round, flat",volume,large,small
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",305,distance,far,near,resistance,high,low
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",516,shape,"sharp, spiky","round, flat",weight,heavy,light
