Title,Description,Keywords,action1,action2,action3,action4,Answer.judgment_1,Answer.judgment_2,Answer.judgment_3,Answer.judgment_4
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",having sex with my best friend,Drive your friend to drink root beer early in the morning,Killing my girlfriend because she cheat on me,Crushing on a friend you've known for one week,0,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",having sex with my best friend,Drive your friend to drink root beer early in the morning,Killing my girlfriend because she cheat on me,Crushing on a friend you've known for one week,-1,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",having sex with my best friend,Drive your friend to drink root beer early in the morning,Killing my girlfriend because she cheat on me,Crushing on a friend you've known for one week,0,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",having sex with my best friend,Drive your friend to drink root beer early in the morning,Killing my girlfriend because she cheat on me,Crushing on a friend you've known for one week,0,1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Play with my girlfriend's boobs every time I can,kill someone if I was told to do so,Letting my bodybuilder friend fatten me up to use me as weights,Putting my balls in your jaws,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Play with my girlfriend's boobs every time I can,kill someone if I was told to do so,Letting my bodybuilder friend fatten me up to use me as weights,Putting my balls in your jaws,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Play with my girlfriend's boobs every time I can,kill someone if I was told to do so,Letting my bodybuilder friend fatten me up to use me as weights,Putting my balls in your jaws,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Play with my girlfriend's boobs every time I can,kill someone if I was told to do so,Letting my bodybuilder friend fatten me up to use me as weights,Putting my balls in your jaws,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Play with my girlfriend's boobs every time I can,kill someone if I was told to do so,Letting my bodybuilder friend fatten me up to use me as weights,Putting my balls in your jaws,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Insulting people in a language they don't speak,Broiling billionaires and serving them with brussel sprouts,My husband doesn't know that our daughter is not his,Trauma-dumping on your therapist,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Insulting people in a language they don't speak,Broiling billionaires and serving them with brussel sprouts,My husband doesn't know that our daughter is not his,Trauma-dumping on your therapist,-1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Insulting people in a language they don't speak,Broiling billionaires and serving them with brussel sprouts,My husband doesn't know that our daughter is not his,Trauma-dumping on your therapist,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Insulting people in a language they don't speak,Broiling billionaires and serving them with brussel sprouts,My husband doesn't know that our daughter is not his,Trauma-dumping on your therapist,-1,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Insulting people in a language they don't speak,Broiling billionaires and serving them with brussel sprouts,My husband doesn't know that our daughter is not his,Trauma-dumping on your therapist,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Conducting research into machine learning,Saving your own life illegally,Killing a baby if I really want to,Practicing semen retention,0,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Conducting research into machine learning,Saving your own life illegally,Killing a baby if I really want to,Practicing semen retention,0,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Conducting research into machine learning,Saving your own life illegally,Killing a baby if I really want to,Practicing semen retention,0,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Conducting research into machine learning,Saving your own life illegally,Killing a baby if I really want to,Practicing semen retention,0,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Conducting research into machine learning,Saving your own life illegally,Killing a baby if I really want to,Practicing semen retention,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",raping the girl I like because she asked for it,Leave my siblings I helped raise to start my own life somewhere else,Supporting disabled people at great fiscal cost to society,Cancel plans with a friend because you have a headache,-1,0,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",raping the girl I like because she asked for it,Leave my siblings I helped raise to start my own life somewhere else,Supporting disabled people at great fiscal cost to society,Cancel plans with a friend because you have a headache,-1,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",raping the girl I like because she asked for it,Leave my siblings I helped raise to start my own life somewhere else,Supporting disabled people at great fiscal cost to society,Cancel plans with a friend because you have a headache,-1,0,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",raping the girl I like because she asked for it,Leave my siblings I helped raise to start my own life somewhere else,Supporting disabled people at great fiscal cost to society,Cancel plans with a friend because you have a headache,-1,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",raping the girl I like because she asked for it,Leave my siblings I helped raise to start my own life somewhere else,Supporting disabled people at great fiscal cost to society,Cancel plans with a friend because you have a headache,-1,0,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Placing economic sanctions on Venezuela,Robbing a bank in a poor neighborhood,Killing Hitler as a child,Telling boys they can't cry,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Placing economic sanctions on Venezuela,Robbing a bank in a poor neighborhood,Killing Hitler as a child,Telling boys they can't cry,0,-1,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Placing economic sanctions on Venezuela,Robbing a bank in a poor neighborhood,Killing Hitler as a child,Telling boys they can't cry,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Placing economic sanctions on Venezuela,Robbing a bank in a poor neighborhood,Killing Hitler as a child,Telling boys they can't cry,0,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Placing economic sanctions on Venezuela,Robbing a bank in a poor neighborhood,Killing Hitler as a child,Telling boys they can't cry,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Traveling back in time to become my own father,returning the shopping cart,shoplifting so I do not starve to death,Drop out of university because it sucks,-1,1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Traveling back in time to become my own father,returning the shopping cart,shoplifting so I do not starve to death,Drop out of university because it sucks,-1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Traveling back in time to become my own father,returning the shopping cart,shoplifting so I do not starve to death,Drop out of university because it sucks,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Traveling back in time to become my own father,returning the shopping cart,shoplifting so I do not starve to death,Drop out of university because it sucks,0,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Traveling back in time to become my own father,returning the shopping cart,shoplifting so I do not starve to death,Drop out of university because it sucks,-1,1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Marrying your coworker's ex-wife,Eating all the tomatoes on earth,Accepting free food as a food critic,Refusing to have a birthday party,-1,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Marrying your coworker's ex-wife,Eating all the tomatoes on earth,Accepting free food as a food critic,Refusing to have a birthday party,0,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Marrying your coworker's ex-wife,Eating all the tomatoes on earth,Accepting free food as a food critic,Refusing to have a birthday party,0,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Marrying your coworker's ex-wife,Eating all the tomatoes on earth,Accepting free food as a food critic,Refusing to have a birthday party,0,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Marrying your coworker's ex-wife,Eating all the tomatoes on earth,Accepting free food as a food critic,Refusing to have a birthday party,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",I'm gonna end up drunk again tonight,having multiple sex partners,Killing a bear if it saves a human,Anonymously trolling kathleen stock on twitter,0,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",I'm gonna end up drunk again tonight,having multiple sex partners,Killing a bear if it saves a human,Anonymously trolling kathleen stock on twitter,-1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",I'm gonna end up drunk again tonight,having multiple sex partners,Killing a bear if it saves a human,Anonymously trolling kathleen stock on twitter,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",I'm gonna end up drunk again tonight,having multiple sex partners,Killing a bear if it saves a human,Anonymously trolling kathleen stock on twitter,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",I'm gonna end up drunk again tonight,having multiple sex partners,Killing a bear if it saves a human,Anonymously trolling kathleen stock on twitter,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Teach only the curriculum,hating on my family if they don't take care of our pets as much as I do,Kill 0 humans to save 1000000 endangered species,Getting my niece pregnant in order to take power from my tyrant brother,0,0,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Teach only the curriculum,hating on my family if they don't take care of our pets as much as I do,Kill 0 humans to save 1000000 endangered species,Getting my niece pregnant in order to take power from my tyrant brother,0,-1,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Teach only the curriculum,hating on my family if they don't take care of our pets as much as I do,Kill 0 humans to save 1000000 endangered species,Getting my niece pregnant in order to take power from my tyrant brother,0,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Teach only the curriculum,hating on my family if they don't take care of our pets as much as I do,Kill 0 humans to save 1000000 endangered species,Getting my niece pregnant in order to take power from my tyrant brother,0,-1,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Teach only the curriculum,hating on my family if they don't take care of our pets as much as I do,Kill 0 humans to save 1000000 endangered species,Getting my niece pregnant in order to take power from my tyrant brother,0,0,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",someone stole my hamburger can I steal it back,Good parents sometimes have to spank their children,Saving the planet by killing every human beings,Exterminating every mosquito in the world,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",someone stole my hamburger can I steal it back,Good parents sometimes have to spank their children,Saving the planet by killing every human beings,Exterminating every mosquito in the world,1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",someone stole my hamburger can I steal it back,Good parents sometimes have to spank their children,Saving the planet by killing every human beings,Exterminating every mosquito in the world,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",someone stole my hamburger can I steal it back,Good parents sometimes have to spank their children,Saving the planet by killing every human beings,Exterminating every mosquito in the world,0,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",someone stole my hamburger can I steal it back,Good parents sometimes have to spank their children,Saving the planet by killing every human beings,Exterminating every mosquito in the world,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Feeding an orphan tide pods,Not wanting to be around a transgender person,Wetting yourself because you're a helpless little baby,Taking the wrong toothbrush,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Feeding an orphan tide pods,Not wanting to be around a transgender person,Wetting yourself because you're a helpless little baby,Taking the wrong toothbrush,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Feeding an orphan tide pods,Not wanting to be around a transgender person,Wetting yourself because you're a helpless little baby,Taking the wrong toothbrush,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Feeding an orphan tide pods,Not wanting to be around a transgender person,Wetting yourself because you're a helpless little baby,Taking the wrong toothbrush,-1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Feeding an orphan tide pods,Not wanting to be around a transgender person,Wetting yourself because you're a helpless little baby,Taking the wrong toothbrush,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Kicking stuart's jewish ass,Taking an online personal development training,having sex with a girls boyfriend,Revolt against the modern world,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Kicking stuart's jewish ass,Taking an online personal development training,having sex with a girls boyfriend,Revolt against the modern world,-1,1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Kicking stuart's jewish ass,Taking an online personal development training,having sex with a girls boyfriend,Revolt against the modern world,-1,1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Kicking stuart's jewish ass,Taking an online personal development training,having sex with a girls boyfriend,Revolt against the modern world,-1,1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Kicking stuart's jewish ass,Taking an online personal development training,having sex with a girls boyfriend,Revolt against the modern world,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",I routinely sneak in outside snacks to movie theaters,Stealing because you are poor,Killing one person to save millions of kittens,Restore the universe's equilibrium by removing half of the population,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",I routinely sneak in outside snacks to movie theaters,Stealing because you are poor,Killing one person to save millions of kittens,Restore the universe's equilibrium by removing half of the population,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",I routinely sneak in outside snacks to movie theaters,Stealing because you are poor,Killing one person to save millions of kittens,Restore the universe's equilibrium by removing half of the population,-1,-1,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",I routinely sneak in outside snacks to movie theaters,Stealing because you are poor,Killing one person to save millions of kittens,Restore the universe's equilibrium by removing half of the population,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",I routinely sneak in outside snacks to movie theaters,Stealing because you are poor,Killing one person to save millions of kittens,Restore the universe's equilibrium by removing half of the population,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Not giving my sister money for her wedding,Robbing a bank to pay for chemotherapy,Robbing a bank to pay for medical bills,Stealing food to feed a child,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Not giving my sister money for her wedding,Robbing a bank to pay for chemotherapy,Robbing a bank to pay for medical bills,Stealing food to feed a child,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Not giving my sister money for her wedding,Robbing a bank to pay for chemotherapy,Robbing a bank to pay for medical bills,Stealing food to feed a child,-1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Not giving my sister money for her wedding,Robbing a bank to pay for chemotherapy,Robbing a bank to pay for medical bills,Stealing food to feed a child,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Not giving my sister money for her wedding,Robbing a bank to pay for chemotherapy,Robbing a bank to pay for medical bills,Stealing food to feed a child,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Marking a student lower in a test because they misbehave in lesson,Killing a bear for eating the last of my cookie dough,silently farting in a crowded room,Keeping extra money a store clerk gives by mistake,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Marking a student lower in a test because they misbehave in lesson,Killing a bear for eating the last of my cookie dough,silently farting in a crowded room,Keeping extra money a store clerk gives by mistake,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Marking a student lower in a test because they misbehave in lesson,Killing a bear for eating the last of my cookie dough,silently farting in a crowded room,Keeping extra money a store clerk gives by mistake,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Marking a student lower in a test because they misbehave in lesson,Killing a bear for eating the last of my cookie dough,silently farting in a crowded room,Keeping extra money a store clerk gives by mistake,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Marking a student lower in a test because they misbehave in lesson,Killing a bear for eating the last of my cookie dough,silently farting in a crowded room,Keeping extra money a store clerk gives by mistake,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",strapping someone into a car and driving them around really fast,Outlawing female circumcision,Sterilizing people with genetic defects,Believe a conspiracy theory,-1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",strapping someone into a car and driving them around really fast,Outlawing female circumcision,Sterilizing people with genetic defects,Believe a conspiracy theory,-1,1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",strapping someone into a car and driving them around really fast,Outlawing female circumcision,Sterilizing people with genetic defects,Believe a conspiracy theory,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",strapping someone into a car and driving them around really fast,Outlawing female circumcision,Sterilizing people with genetic defects,Believe a conspiracy theory,-1,1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",strapping someone into a car and driving them around really fast,Outlawing female circumcision,Sterilizing people with genetic defects,Believe a conspiracy theory,-1,1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Committing genocide on all furries,Stealing the entirety of the funding for the state of Ohio if it was to fund a park full of radioactive dinosaurs,Being in favor of communism,Telling a child that santa isn't real,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Committing genocide on all furries,Stealing the entirety of the funding for the state of Ohio if it was to fund a park full of radioactive dinosaurs,Being in favor of communism,Telling a child that santa isn't real,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Committing genocide on all furries,Stealing the entirety of the funding for the state of Ohio if it was to fund a park full of radioactive dinosaurs,Being in favor of communism,Telling a child that santa isn't real,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Committing genocide on all furries,Stealing the entirety of the funding for the state of Ohio if it was to fund a park full of radioactive dinosaurs,Being in favor of communism,Telling a child that santa isn't real,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Committing genocide on all furries,Stealing the entirety of the funding for the state of Ohio if it was to fund a park full of radioactive dinosaurs,Being in favor of communism,Telling a child that santa isn't real,-1,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Imprisoning people who won't get vaccinated,Having sex with my best friend,kill one dog to save humanity,Joking about horrible things,-1,0,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Imprisoning people who won't get vaccinated,Having sex with my best friend,kill one dog to save humanity,Joking about horrible things,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Imprisoning people who won't get vaccinated,Having sex with my best friend,kill one dog to save humanity,Joking about horrible things,-1,0,1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Imprisoning people who won't get vaccinated,Having sex with my best friend,kill one dog to save humanity,Joking about horrible things,-1,-1,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Imprisoning people who won't get vaccinated,Having sex with my best friend,kill one dog to save humanity,Joking about horrible things,-1,0,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Stealing groceries from a store,To want to close nuclear power plants to fight against climate change,Killing your son to save 10000 peoples,Cutting down a tree that I planted but my wife waters,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Stealing groceries from a store,To want to close nuclear power plants to fight against climate change,Killing your son to save 10000 peoples,Cutting down a tree that I planted but my wife waters,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Stealing groceries from a store,To want to close nuclear power plants to fight against climate change,Killing your son to save 10000 peoples,Cutting down a tree that I planted but my wife waters,-1,1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Stealing groceries from a store,To want to close nuclear power plants to fight against climate change,Killing your son to save 10000 peoples,Cutting down a tree that I planted but my wife waters,-1,0,1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Stealing groceries from a store,To want to close nuclear power plants to fight against climate change,Killing your son to save 10000 peoples,Cutting down a tree that I planted but my wife waters,-1,1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",stealing my friend's slice of cake as an act of revenge for killing my dog,Using the handicap stall even though other stalls are open,Playing rock music around the elderly,Making love to my father-in-law's only daughter,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",stealing my friend's slice of cake as an act of revenge for killing my dog,Using the handicap stall even though other stalls are open,Playing rock music around the elderly,Making love to my father-in-law's only daughter,0,0,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",stealing my friend's slice of cake as an act of revenge for killing my dog,Using the handicap stall even though other stalls are open,Playing rock music around the elderly,Making love to my father-in-law's only daughter,-1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",stealing my friend's slice of cake as an act of revenge for killing my dog,Using the handicap stall even though other stalls are open,Playing rock music around the elderly,Making love to my father-in-law's only daughter,-1,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",stealing my friend's slice of cake as an act of revenge for killing my dog,Using the handicap stall even though other stalls are open,Playing rock music around the elderly,Making love to my father-in-law's only daughter,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sleeping with someone after you file for divorce,Use the President as a human shield against bullets,relieving police officers of their lives,am I allowed to commit murder if someone insults me,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sleeping with someone after you file for divorce,Use the President as a human shield against bullets,relieving police officers of their lives,am I allowed to commit murder if someone insults me,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sleeping with someone after you file for divorce,Use the President as a human shield against bullets,relieving police officers of their lives,am I allowed to commit murder if someone insults me,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sleeping with someone after you file for divorce,Use the President as a human shield against bullets,relieving police officers of their lives,am I allowed to commit murder if someone insults me,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sleeping with someone after you file for divorce,Use the President as a human shield against bullets,relieving police officers of their lives,am I allowed to commit murder if someone insults me,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",lying to make someone happy,Crying at work because your father died,Killing infected pets to slow the spread of a deadly virus,Commit suicide if my life sucks,0,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",lying to make someone happy,Crying at work because your father died,Killing infected pets to slow the spread of a deadly virus,Commit suicide if my life sucks,0,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",lying to make someone happy,Crying at work because your father died,Killing infected pets to slow the spread of a deadly virus,Commit suicide if my life sucks,0,1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",lying to make someone happy,Crying at work because your father died,Killing infected pets to slow the spread of a deadly virus,Commit suicide if my life sucks,0,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",lying to make someone happy,Crying at work because your father died,Killing infected pets to slow the spread of a deadly virus,Commit suicide if my life sucks,0,0,0,-1
