Title,Description,Keywords,tgt,pos,bogus,unsorted,sorted,seeded,num_classes,num_anno,latest_timestamp,crowdstarter,Answer.bogus,Answer.crowdstarter,Answer.goldclass1,Answer.goldclass10,Answer.goldclass11,Answer.goldclass12,Answer.goldclass13,Answer.goldclass14,Answer.goldclass15,Answer.goldclass16,Answer.goldclass17,Answer.goldclass18,Answer.goldclass19,Answer.goldclass2,Answer.goldclass20,Answer.goldclass21,Answer.goldclass22,Answer.goldclass3,Answer.goldclass4,Answer.goldclass5,Answer.goldclass6,Answer.goldclass7,Answer.goldclass8,Answer.goldclass9,Answer.latest_timestamp,Answer.merged0,Answer.merged1,Answer.merged10,Answer.merged2,Answer.merged3,Answer.merged4,Answer.merged5,Answer.merged6,Answer.merged7,Answer.merged8,Answer.merged9,Answer.newbox1,Answer.newbox2,Answer.newbox3,Answer.newbox4,Answer.newbox5,Answer.newbox6,Answer.newbox7,Answer.newbox8,Answer.num_anno,Answer.num_classes,Answer.pos,Answer.seeded,Answer.sorted,Answer.test,Answer.tgt,Answer.trash,Answer.unsorted
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,go,v,identical,"['be_directed', 'goes_by', ""'m_going_inside"", 'leaving', 'varies', ""'s_passed"", ""think_you_'re_going"", ""let_'s_get_started"", 'is_us', ""'m_moving""]","[[""'re_going_now"", 'doing_there', ""'m_doing_it"", 'gotta_go', 'goes_to', 'be_provided'], ['walked_away', ""let_'s_get_going"", 'get_moving', 'proceed', 'is_passing', ""'re_making_progress""], ['taken_away', 'be_carried_out', 'get_carried_away'], ['are_you_ready', 'are_you_all_right']]",True,4,6,20151006_155537,"{""1"": [""'re_going_now"", ""doing_there"", ""'m_doing_it"", ""gotta_go"", ""goes_to"", ""be_provided""], ""2"": [""walked_away"", ""let_'s_get_going"", ""get_moving"", ""proceed"", ""is_passing"", ""'re_making_progress""], ""3"": [""taken_away"", ""be_carried_out"", ""get_carried_away""], ""4"": [""are_you_ready"", ""are_you_all_right""]}",identical,{,'re_going_now@!doing_there@!'m_doing_it@!gotta_go@!goes_to@!be_provided@!,,,,,,,,,,,walked_away@!let_'s_get_going@!get_moving@!proceed@!is_passing@!'re_making_progress@!'m_going_inside@!'m_moving@!,,,,taken_away@!be_carried_out@!get_carried_away@!,are_you_ready@!are_you_all_right@!,,,,,,20151006_155537,,,,,,,,,,,,varies@!,'s_passed@!goes_by@!,let_'s_get_started@!,leaving@!,is_us@!,be_directed@!,think_you_'re_going@!,,6,4,v,True,[[,{},go,identical@!,"[be_directed, goes_by, 'm_going_inside, leaving, varies, 's_passed, think_you_'re_going, let_'s_get_started, is_us, 'm_moving]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,go,v,identical,"['be_directed', 'goes_by', ""'m_going_inside"", 'leaving', 'varies', ""'s_passed"", ""think_you_'re_going"", ""let_'s_get_started"", 'is_us', ""'m_moving""]","[[""'re_going_now"", 'doing_there', ""'m_doing_it"", 'gotta_go', 'goes_to', 'be_provided'], ['walked_away', ""let_'s_get_going"", 'get_moving', 'proceed', 'is_passing', ""'re_making_progress""], ['taken_away', 'be_carried_out', 'get_carried_away'], ['are_you_ready', 'are_you_all_right']]",True,4,6,20151006_155537,"{""1"": [""'re_going_now"", ""doing_there"", ""'m_doing_it"", ""gotta_go"", ""goes_to"", ""be_provided""], ""2"": [""walked_away"", ""let_'s_get_going"", ""get_moving"", ""proceed"", ""is_passing"", ""'re_making_progress""], ""3"": [""taken_away"", ""be_carried_out"", ""get_carried_away""], ""4"": [""are_you_ready"", ""are_you_all_right""]}",identical,{,'re_going_now@!doing_there@!'m_doing_it@!gotta_go@!goes_to@!be_provided@!are_you_ready@!be_directed@!are_you_all_right@!'m_going_inside@!think_you_'re_going@!let_'s_get_started@!,,,,,,,,,,,walked_away@!let_'s_get_going@!get_moving@!proceed@!leaving@!is_passing@!'re_making_progress@!'s_passed@!taken_away@!be_carried_out@!varies@!get_carried_away@!'m_moving@!goes_by@!,,,,,,,,,,,20151006_155537,"goldclass2,goldclass3","goldclass1,goldclass4",,,,,,,,,,,,,,,,,,6,4,v,True,[[,{},go,is_us@!identical@!,"[be_directed, goes_by, 'm_going_inside, leaving, varies, 's_passed, think_you_'re_going, let_'s_get_started, is_us, 'm_moving]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,go,v,identical,"['be_directed', 'goes_by', ""'m_going_inside"", 'leaving', 'varies', ""'s_passed"", ""think_you_'re_going"", ""let_'s_get_started"", 'is_us', ""'m_moving""]","[[""'re_going_now"", 'doing_there', ""'m_doing_it"", 'gotta_go', 'goes_to', 'be_provided'], ['walked_away', ""let_'s_get_going"", 'get_moving', 'proceed', 'is_passing', ""'re_making_progress""], ['taken_away', 'be_carried_out', 'get_carried_away'], ['are_you_ready', 'are_you_all_right']]",True,4,6,20151006_155537,"{""1"": [""'re_going_now"", ""doing_there"", ""'m_doing_it"", ""gotta_go"", ""goes_to"", ""be_provided""], ""2"": [""walked_away"", ""let_'s_get_going"", ""get_moving"", ""proceed"", ""is_passing"", ""'re_making_progress""], ""3"": [""taken_away"", ""be_carried_out"", ""get_carried_away""], ""4"": [""are_you_ready"", ""are_you_all_right""]}",identical,{,'re_going_now@!doing_there@!'m_doing_it@!gotta_go@!goes_to@!be_provided@!think_you_'re_going@!,,,,,,,,,,,walked_away@!let_'s_get_going@!get_moving@!proceed@!is_passing@!'re_making_progress@!,,,,taken_away@!be_carried_out@!get_carried_away@!,are_you_ready@!are_you_all_right@!,,,,,,20151006_155537,,,,,,,,,,,,'s_passed@!'m_moving@!'m_going_inside@!,be_directed@!,leaving@!goes_by@!,let_'s_get_started@!,,,,,6,4,v,True,[[,{},go,is_us@!identical@!varies@!,"[be_directed, goes_by, 'm_going_inside, leaving, varies, 's_passed, think_you_'re_going, let_'s_get_started, is_us, 'm_moving]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,hold,v,carver,"['has_been_held', 'be_obtained', 'was_conducted', 'is_taken', 'would_be_held', 'be_surveyed', 'be_pursued', 'are_defending', 'has_been', 'is_to_be_held']","[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold', ""'m_waiting"", ""'re_holding""], ['held', 'possess', 'holds', 'holding']]",True,5,6,20151006_155537,"{""1"": [""are_carried_out"", ""be_doing_something"", ""coming_up"", ""are_dealing_with"", ""be_carried_out"", ""keep_doing_this""], ""2"": [""is_going_on"", ""is_underway"", ""get_organized"", ""is_conducted"", ""is_maintained"", ""is_organized""], ""3"": [""are_kept"", ""is_stored"", ""be_used"", ""be_stored""], ""4"": [""be_waiting"", ""keep_you_waiting"", ""being_held"", ""please_hold"", ""'m_waiting"", ""'re_holding""], ""5"": [""held"", ""possess"", ""holds"", ""holding""]}",carver,{,are_carried_out@!be_doing_something@!coming_up@!are_dealing_with@!be_carried_out@!keep_doing_this@!,,,,,,,,,,,is_going_on@!is_underway@!get_organized@!is_conducted@!is_maintained@!be_pursued@!was_conducted@!is_organized@!,,,,are_kept@!is_stored@!be_used@!be_stored@!,be_waiting@!keep_you_waiting@!has_been_held@!would_be_held@!being_held@!please_hold@!'m_waiting@!'re_holding@!,held@!is_taken@!possess@!holds@!be_obtained@!holding@!,,,,,20151006_155537,,,,,,,,,,,,is_to_be_held@!,has_been@!,are_defending@!,be_surveyed@!,,,,,6,5,v,True,"[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold',",{},hold,carver@!,"[has_been_held, be_obtained, was_conducted, is_taken, would_be_held, be_surveyed, be_pursued, are_defending, has_been, is_to_be_held]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,hold,v,carver,"['has_been_held', 'be_obtained', 'was_conducted', 'is_taken', 'would_be_held', 'be_surveyed', 'be_pursued', 'are_defending', 'has_been', 'is_to_be_held']","[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold', ""'m_waiting"", ""'re_holding""], ['held', 'possess', 'holds', 'holding']]",True,5,6,20151006_155537,"{""1"": [""are_carried_out"", ""be_doing_something"", ""coming_up"", ""are_dealing_with"", ""be_carried_out"", ""keep_doing_this""], ""2"": [""is_going_on"", ""is_underway"", ""get_organized"", ""is_conducted"", ""is_maintained"", ""is_organized""], ""3"": [""are_kept"", ""is_stored"", ""be_used"", ""be_stored""], ""4"": [""be_waiting"", ""keep_you_waiting"", ""being_held"", ""please_hold"", ""'m_waiting"", ""'re_holding""], ""5"": [""held"", ""possess"", ""holds"", ""holding""]}",carver,{,are_carried_out@!be_doing_something@!coming_up@!are_dealing_with@!be_surveyed@!is_taken@!be_carried_out@!keep_doing_this@!,,,,,,,,,,,is_going_on@!is_underway@!get_organized@!is_conducted@!was_conducted@!is_maintained@!is_organized@!,,,,are_kept@!is_stored@!be_used@!be_pursued@!are_defending@!has_been@!be_stored@!,be_waiting@!keep_you_waiting@!being_held@!please_hold@!is_to_be_held@!'m_waiting@!would_be_held@!has_been_held@!'re_holding@!,held@!possess@!holds@!holding@!be_obtained@!,,,,,20151006_155537,,,,,,,,,,,,,,,,,,,,6,5,v,True,"[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold',",{},hold,carver@!,"[has_been_held, be_obtained, was_conducted, is_taken, would_be_held, be_surveyed, be_pursued, are_defending, has_been, is_to_be_held]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,hold,v,carver,"['has_been_held', 'be_obtained', 'was_conducted', 'is_taken', 'would_be_held', 'be_surveyed', 'be_pursued', 'are_defending', 'has_been', 'is_to_be_held']","[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold', ""'m_waiting"", ""'re_holding""], ['held', 'possess', 'holds', 'holding']]",True,5,6,20151006_155537,"{""1"": [""are_carried_out"", ""be_doing_something"", ""coming_up"", ""are_dealing_with"", ""be_carried_out"", ""keep_doing_this""], ""2"": [""is_going_on"", ""is_underway"", ""get_organized"", ""is_conducted"", ""is_maintained"", ""is_organized""], ""3"": [""are_kept"", ""is_stored"", ""be_used"", ""be_stored""], ""4"": [""be_waiting"", ""keep_you_waiting"", ""being_held"", ""please_hold"", ""'m_waiting"", ""'re_holding""], ""5"": [""held"", ""possess"", ""holds"", ""holding""]}",carver,{,are_carried_out@!be_doing_something@!coming_up@!are_dealing_with@!be_surveyed@!be_carried_out@!keep_doing_this@!,,,,,,,,,,,is_going_on@!is_underway@!get_organized@!is_conducted@!was_conducted@!is_maintained@!is_organized@!,,,,are_kept@!is_stored@!be_obtained@!be_used@!is_taken@!be_stored@!,be_waiting@!keep_you_waiting@!being_held@!please_hold@!'m_waiting@!'re_holding@!,held@!possess@!would_be_held@!has_been@!has_been_held@!is_to_be_held@!holds@!holding@!,,,,,20151006_155537,,,,,,,,,,,,be_pursued@!are_defending@!,,,,,,,,6,5,v,True,"[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold',",{},hold,carver@!,"[has_been_held, be_obtained, was_conducted, is_taken, would_be_held, be_surveyed, be_pursued, are_defending, has_been, is_to_be_held]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,hold,v,carver,"['has_been_held', 'be_obtained', 'was_conducted', 'is_taken', 'would_be_held', 'be_surveyed', 'be_pursued', 'are_defending', 'has_been', 'is_to_be_held']","[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold', ""'m_waiting"", ""'re_holding""], ['held', 'possess', 'holds', 'holding']]",True,5,6,20151006_155537,"{""1"": [""are_carried_out"", ""be_doing_something"", ""coming_up"", ""are_dealing_with"", ""be_carried_out"", ""keep_doing_this""], ""2"": [""is_going_on"", ""is_underway"", ""get_organized"", ""is_conducted"", ""is_maintained"", ""is_organized""], ""3"": [""are_kept"", ""is_stored"", ""be_used"", ""be_stored""], ""4"": [""be_waiting"", ""keep_you_waiting"", ""being_held"", ""please_hold"", ""'m_waiting"", ""'re_holding""], ""5"": [""held"", ""possess"", ""holds"", ""holding""]}",carver,{,are_carried_out@!be_doing_something@!coming_up@!are_dealing_with@!be_carried_out@!keep_doing_this@!be_obtained@!be_pursued@!,,,,,,,,,,,is_going_on@!is_underway@!get_organized@!is_conducted@!is_maintained@!is_organized@!,,,,are_kept@!is_stored@!be_used@!be_stored@!,be_waiting@!keep_you_waiting@!being_held@!please_hold@!'m_waiting@!'re_holding@!,held@!possess@!holds@!holding@!,,,,,20151006_155537,,,,,,,,,,,,was_conducted@!has_been@!has_been_held@!,is_taken@!,be_surveyed@!,would_be_held@!,are_defending@!,is_to_be_held@!,,,6,5,v,True,"[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold',",{},hold,carver@!,"[has_been_held, be_obtained, was_conducted, is_taken, would_be_held, be_surveyed, be_pursued, are_defending, has_been, is_to_be_held]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,hold,v,carver,"['has_been_held', 'be_obtained', 'was_conducted', 'is_taken', 'would_be_held', 'be_surveyed', 'be_pursued', 'are_defending', 'has_been', 'is_to_be_held']","[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold', ""'m_waiting"", ""'re_holding""], ['held', 'possess', 'holds', 'holding']]",True,5,6,20151006_155537,"{""1"": [""are_carried_out"", ""be_doing_something"", ""coming_up"", ""are_dealing_with"", ""be_carried_out"", ""keep_doing_this""], ""2"": [""is_going_on"", ""is_underway"", ""get_organized"", ""is_conducted"", ""is_maintained"", ""is_organized""], ""3"": [""are_kept"", ""is_stored"", ""be_used"", ""be_stored""], ""4"": [""be_waiting"", ""keep_you_waiting"", ""being_held"", ""please_hold"", ""'m_waiting"", ""'re_holding""], ""5"": [""held"", ""possess"", ""holds"", ""holding""]}",carver,{,are_carried_out@!be_doing_something@!coming_up@!are_dealing_with@!be_surveyed@!was_conducted@!be_carried_out@!keep_doing_this@!is_going_on@!is_underway@!get_organized@!is_conducted@!is_maintained@!is_organized@!,,,,,,,,,,,,,,,are_kept@!is_stored@!be_used@!be_stored@!held@!possess@!holds@!holding@!,be_waiting@!keep_you_waiting@!being_held@!please_hold@!be_pursued@!is_to_be_held@!'m_waiting@!would_be_held@!has_been_held@!'re_holding@!is_taken@!be_obtained@!,,,,,,20151006_155537,"goldclass1,goldclass2","goldclass3,goldclass5",,,,,,,,,,,,,,,,,,6,5,v,True,"[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold',",{},hold,are_defending@!has_been@!carver@!,"[has_been_held, be_obtained, was_conducted, is_taken, would_be_held, be_surveyed, be_pursued, are_defending, has_been, is_to_be_held]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,hold,v,carver,"['has_been_held', 'be_obtained', 'was_conducted', 'is_taken', 'would_be_held', 'be_surveyed', 'be_pursued', 'are_defending', 'has_been', 'is_to_be_held']","[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold', ""'m_waiting"", ""'re_holding""], ['held', 'possess', 'holds', 'holding']]",True,5,6,20151006_155537,"{""1"": [""are_carried_out"", ""be_doing_something"", ""coming_up"", ""are_dealing_with"", ""be_carried_out"", ""keep_doing_this""], ""2"": [""is_going_on"", ""is_underway"", ""get_organized"", ""is_conducted"", ""is_maintained"", ""is_organized""], ""3"": [""are_kept"", ""is_stored"", ""be_used"", ""be_stored""], ""4"": [""be_waiting"", ""keep_you_waiting"", ""being_held"", ""please_hold"", ""'m_waiting"", ""'re_holding""], ""5"": [""held"", ""possess"", ""holds"", ""holding""]}",carver,{,are_carried_out@!be_doing_something@!coming_up@!are_dealing_with@!be_carried_out@!keep_doing_this@!,,,,,,,,,,,is_going_on@!is_underway@!get_organized@!is_conducted@!is_maintained@!is_organized@!be_obtained@!is_taken@!,,,,are_kept@!is_stored@!be_used@!was_conducted@!be_stored@!,be_waiting@!keep_you_waiting@!being_held@!please_hold@!'m_waiting@!'re_holding@!has_been@!,held@!possess@!holds@!holding@!,,,,,20151006_155537,,,,,,,,,,,,be_pursued@!be_surveyed@!,would_be_held@!is_to_be_held@!has_been_held@!,are_defending@!,,,,,,6,5,v,True,"[['are_carried_out', 'be_doing_something', 'coming_up', 'are_dealing_with', 'be_carried_out', 'keep_doing_this'], ['is_going_on', 'is_underway', 'get_organized', 'is_conducted', 'is_maintained', 'is_organized'], ['are_kept', 'is_stored', 'be_used', 'be_stored'], ['be_waiting', 'keep_you_waiting', 'being_held', 'please_hold',",{},hold,carver@!,"[has_been_held, be_obtained, was_conducted, is_taken, would_be_held, be_surveyed, be_pursued, are_defending, has_been, is_to_be_held]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,let,v,fat,"['known', 'resulted', 'delivered', 'declined', 'forgot', 'applied', 'forgotten', 'done', 'dropped', 'given_up']","[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving', ""'m_leaving"", 'get_going', 'be_used', 'got_to_go', 'got_to_go_now'], ['are_made', 'supposed', 'derived'], ['rent', 'rented_out', 'owned', 'rented'], ['demonstrated', 'showed', 'shown', 'saw']]",True,5,6,20151006_155537,"{""1"": [""included"", ""gave"", ""headed"", ""afforded"", ""retained"", ""remained""], ""2"": [""leaving"", ""'m_leaving"", ""get_going"", ""be_used"", ""got_to_go"", ""got_to_go_now""], ""3"": [""are_made"", ""supposed"", ""derived""], ""4"": [""rent"", ""rented_out"", ""owned"", ""rented""], ""5"": [""demonstrated"", ""showed"", ""shown"", ""saw""]}",fat,{,included@!gave@!headed@!afforded@!retained@!remained@!are_made@!supposed@!derived@!,,,,,,,,,,,leaving@!'m_leaving@!get_going@!be_used@!given_up@!got_to_go@!got_to_go_now@!,,,,,rent@!delivered@!rented_out@!owned@!rented@!,demonstrated@!resulted@!showed@!shown@!done@!saw@!,,,,,20151006_155537,"goldclass1,goldclass3",,,,,,,,,,,,,,,,,,,6,5,v,True,"[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving',",{},let,fat@!forgot@!known@!declined@!forgotten@!applied@!dropped@!,"[known, resulted, delivered, declined, forgot, applied, forgotten, done, dropped, given_up]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,let,v,fat,"['known', 'resulted', 'delivered', 'declined', 'forgot', 'applied', 'forgotten', 'done', 'dropped', 'given_up']","[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving', ""'m_leaving"", 'get_going', 'be_used', 'got_to_go', 'got_to_go_now'], ['are_made', 'supposed', 'derived'], ['rent', 'rented_out', 'owned', 'rented'], ['demonstrated', 'showed', 'shown', 'saw']]",True,5,6,20151006_155537,"{""1"": [""included"", ""gave"", ""headed"", ""afforded"", ""retained"", ""remained""], ""2"": [""leaving"", ""'m_leaving"", ""get_going"", ""be_used"", ""got_to_go"", ""got_to_go_now""], ""3"": [""are_made"", ""supposed"", ""derived""], ""4"": [""rent"", ""rented_out"", ""owned"", ""rented""], ""5"": [""demonstrated"", ""showed"", ""shown"", ""saw""]}",fat,{,included@!gave@!headed@!afforded@!retained@!remained@!are_made@!resulted@!done@!supposed@!derived@!|included@!gave@!headed@!afforded@!retained@!remained@!are_made@!resulted@!done@!supposed@!derived@!,,,,,,,,,,,leaving@!'m_leaving@!get_going@!be_used@!got_to_go@!got_to_go_now@!|leaving@!'m_leaving@!get_going@!be_used@!got_to_go@!got_to_go_now@!,,,,,rent@!rented_out@!owned@!rented@!|rent@!rented_out@!owned@!rented@!,demonstrated@!known@!showed@!applied@!delivered@!shown@!saw@!|demonstrated@!known@!showed@!applied@!delivered@!shown@!saw@!,,,,,20151006_155537,"goldclass1,goldclass3|goldclass1,goldclass3",,,,,,,,,,,forgot@!declined@!given_up@!forgotten@!dropped@!|forgot@!declined@!given_up@!forgotten@!dropped@!,,,,,,,,6,5,v,True,"[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving',",{},let,fat@!,"[known, resulted, delivered, declined, forgot, applied, forgotten, done, dropped, given_up]|[known, resulted, delivered, declined, forgot, applied, forgotten, done, dropped, given_up]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,let,v,fat,"['known', 'resulted', 'delivered', 'declined', 'forgot', 'applied', 'forgotten', 'done', 'dropped', 'given_up']","[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving', ""'m_leaving"", 'get_going', 'be_used', 'got_to_go', 'got_to_go_now'], ['are_made', 'supposed', 'derived'], ['rent', 'rented_out', 'owned', 'rented'], ['demonstrated', 'showed', 'shown', 'saw']]",True,5,6,20151006_155537,"{""1"": [""included"", ""gave"", ""headed"", ""afforded"", ""retained"", ""remained""], ""2"": [""leaving"", ""'m_leaving"", ""get_going"", ""be_used"", ""got_to_go"", ""got_to_go_now""], ""3"": [""are_made"", ""supposed"", ""derived""], ""4"": [""rent"", ""rented_out"", ""owned"", ""rented""], ""5"": [""demonstrated"", ""showed"", ""shown"", ""saw""]}",fat,{,included@!gave@!headed@!afforded@!retained@!remained@!,,,,,,,,,,,leaving@!'m_leaving@!get_going@!be_used@!got_to_go@!got_to_go_now@!,,,,are_made@!supposed@!derived@!,rent@!rented_out@!owned@!rented@!,demonstrated@!showed@!shown@!saw@!,,,,,20151006_155537,,,,,,,,,,,,forgotten@!forgot@!,applied@!,given_up@!,resulted@!,declined@!dropped@!,known@!,done@!,delivered@!,6,5,v,True,"[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving',",{},let,fat@!,"[known, resulted, delivered, declined, forgot, applied, forgotten, done, dropped, given_up]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,let,v,fat,"['known', 'resulted', 'delivered', 'declined', 'forgot', 'applied', 'forgotten', 'done', 'dropped', 'given_up']","[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving', ""'m_leaving"", 'get_going', 'be_used', 'got_to_go', 'got_to_go_now'], ['are_made', 'supposed', 'derived'], ['rent', 'rented_out', 'owned', 'rented'], ['demonstrated', 'showed', 'shown', 'saw']]",True,5,6,20151006_155537,"{""1"": [""included"", ""gave"", ""headed"", ""afforded"", ""retained"", ""remained""], ""2"": [""leaving"", ""'m_leaving"", ""get_going"", ""be_used"", ""got_to_go"", ""got_to_go_now""], ""3"": [""are_made"", ""supposed"", ""derived""], ""4"": [""rent"", ""rented_out"", ""owned"", ""rented""], ""5"": [""demonstrated"", ""showed"", ""shown"", ""saw""]}",fat,{,included@!gave@!headed@!afforded@!retained@!remained@!,,,,,,,,,,,leaving@!'m_leaving@!get_going@!be_used@!got_to_go@!got_to_go_now@!,,,,are_made@!supposed@!derived@!,rent@!rented_out@!owned@!delivered@!rented@!,demonstrated@!showed@!resulted@!shown@!saw@!applied@!,,,,,20151006_155537,,,,,,,,,,,,known@!done@!,forgotten@!dropped@!forgot@!declined@!given_up@!,,,,,,,6,5,v,True,"[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving',",{},let,fat@!,"[known, resulted, delivered, declined, forgot, applied, forgotten, done, dropped, given_up]"
