Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",lo confirma incluso el periodista austriaco gustav chalupa &#44; nacido en české budějovice .,the famous journalist gustav chalupa &#44; born in české budějovice &#44; also confirms this .,1-12 3-0 4-2 6-3 7-4 8-5 9-6 10-7 11-8 12-9 13-14,3-0 4-2 5-3 6-3 7-4 8-5 9-6 10-7 11-8 12-9 2-11 1-12 12-13 13-14,0,1 10,32912.0,,1394488089046.0,0-13 1-12 2-11 3-0 4-2 6-3 7-4 8-5 9-6 10-7 11-8 12-9 13-14,5,1394488056134.0,Submit,1-12 3-0 4-2 6-3 7-4 8-5 9-6 10-7 11-8 12-9 13-14,1 10
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",los observadores rusos al contrario del político de la oposición calificaron de democráticas a las elecciones .,russian observers described the elections as democratic &#44; in contradiction to the opposition politician .,1-1 2-0 6-13 9-12 10-2 12-6 14-3 15-4 16-14,2-0 0-1 1-1 10-2 14-3 15-4 13-5 12-6 11-8 4-9 7-10 8-11 9-12 6-13 16-14,3 5,7,126373.0,,1394489706189.0,0-1 1-1 2-0 3-8 4-9 6-13 9-12 10-2 12-6 14-3 15-4 16-14,7 8 13,1394489579816.0,Submit,1-1 2-0 5-10 5-11 6-13 9-12 10-2 11-5 12-6 14-3 15-4 16-14,7
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",la doctora décary recuerda no obstante en que &amp;quot; la confianza es algo extremadamente frágil &amp;quot; .,dr. décary &#44; nonetheless &#44; thinks &amp;quot; confidence is something extremely fragile &amp;quot; .,2-1 5-3 8-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13,0-0 1-0 1-1 2-1 3-1 4-3 5-3 6-3 7-4 7-5 8-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13,9,2,81127.0,,1394484715796.0,0-0 2-1 3-5 5-3 8-6 9-7 10-7 11-8 12-9 13-10 14-11 15-12 16-13,6 7,1394484634669.0,Submit,1-0 2-1 4-3 5-3 8-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13,2 4
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",&amp;quot; ahora se abre una nueva temporada de responsabilidad y de transparencia .,&amp;quot; now a new season of responsibility and transparency opens .,0-0 1-1 3-9 4-2 5-3 6-4 7-5 8-6 9-7 11-8 12-10,0-0 1-1 2-1 4-2 5-3 6-4 7-5 8-6 9-7 11-8 3-9 12-10,10,,34581.0,,1394491534668.0,0-0 1-1 2-9 3-9 4-2 5-3 6-4 7-5 8-6 9-7 11-8 12-10,10,1394491500087.0,Submit,0-0 1-1 3-9 4-2 5-3 6-4 7-5 8-6 9-7 11-8 12-10,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",el problema para los periodistas estadounidenses es el dinero &#44; the money .,the problem for american journalists is the money &#44; the money .,0-0 1-1 2-2 4-4 5-3 6-5 7-6 8-7 9-8 10-9 11-10 12-11,0-0 1-1 2-2 5-3 3-4 4-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",pero no la que consiste en sacar provecho de los contribuyentes &amp;quot; .,but not ones that take advantage of taxpayers &amp;quot; .,0-0 1-1 3-3 4-2 6-4 7-5 8-6 10-7 11-8 12-9,0-0 1-1 4-2 3-3 6-4 7-5 8-6 9-7 10-7 11-8 12-9,2 5,,78830.0,,1394491633253.0,0-0 1-1 6-4 7-5 8-6 9-7 10-7 11-8 12-9,2 4 5,1394491554423.0,Submit,0-0 1-1 3-3 6-4 7-5 8-6 10-7 11-8 12-9,2
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",detenida la actriz heather locklear por conducir bajo los efectos de algún medicamento,the actress heather locklear arrested for driving while addicted with drugs,1-0 2-1 3-2 4-3 5-5 6-6,1-0 2-1 3-2 4-3 3-4 5-5 6-6 7-9 12-10,0 8 9 10 11,7 8,49095.0,,1394490233088.0,1-0 2-1 3-2 4-3 5-5 6-6 7-7 7-8 8-7 8-8 9-7 9-8 10-9 12-10,11,1394490183993.0,Submit,0-4 1-0 2-1 3-2 4-3 5-5 6-6,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",la &amp;quot; presión económica &amp;quot; que los periodistas advierten ha aumentado hasta un 79 % .,the &amp;quot; economic pressure &amp;quot; that journalists have felt has increased up to 79 % .,0-0 1-1 2-3 3-2 4-4 5-5 7-6 8-8 9-9 10-10 11-11 13-13 14-14 15-15,0-0 1-1 3-2 2-3 4-4 5-5 6-6 7-6 8-7 8-8 9-9 10-10 11-11 11-12 13-13 12-14 14-14 15-15,,,36293.0,,1394488821578.0,0-0 1-1 2-3 3-2 4-4 5-5 6-6 7-6 8-7 8-8 9-9 10-10 11-11 13-13 14-14 15-15,12,1394488785285.0,Submit,0-0 1-1 2-3 3-2 4-4 5-5 7-6 9-9 10-10 11-11 11-12 13-13 14-14 15-15,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",la &amp;quot; presión económica &amp;quot; que los periodistas advierten ha aumentado hasta un 79 % .,the &amp;quot; economic pressure &amp;quot; that journalists have felt has increased up to 79 % .,0-0 1-1 2-3 3-2 4-4 5-5 7-6 8-8 9-9 10-10 11-11 13-13 14-14 15-15,0-0 1-1 3-2 2-3 4-4 5-5 6-6 7-6 8-7 8-8 9-9 10-10 11-11 11-12 13-13 12-14 14-14 15-15,,,36330.0,,1394486853451.0,0-0 1-1 2-3 3-2 4-4 5-5 6-6 7-6 8-7 8-8 9-9 10-10 11-11 13-13 14-14 15-15,12,1394486817121.0,Submit,0-0 1-1 2-3 3-2 4-4 5-5 7-6 9-9 10-10 11-11 11-12 13-13 14-14 15-15,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",tras el divorcio en 1980 &#44; trerise regresó a vivir en cornwall .,trerise and his wife divorced in the 1980s &#44; and he returned to live in cornwall .,4-7 5-8 6-0 7-11 8-12 9-13 10-14 11-15 12-16,6-0 6-1 6-2 6-3 6-4 0-5 1-6 4-7 5-8 6-9 7-10 7-11 8-12 9-13 10-14 11-15 12-16,2 3,,126862.0,,1394488326017.0,2-4 4-7 5-8 6-0 7-11 8-12 9-13 10-14 11-15 12-16,,1394488199155.0,Submit,3-5 5-8 6-0 7-10 7-11 8-12 9-13 10-14 11-15 12-16,1 2 3 6 9
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",normalmente sólo algunos elegidos consiguen la lista de precios de estas empresas .,the price lists of these companies usually only reach selected individuals .,0-6 1-7 3-9 5-0 6-2 8-1 9-3 10-4 11-5 12-11,5-0 8-1 6-2 9-3 10-4 11-5 0-6 1-7 4-8 3-9 4-9 2-10 12-11,7,,93515.0,,1394484953789.0,0-6 1-7 2-10 3-9 5-0 6-2 7-1 8-1 9-3 10-4 11-5 12-11,,1394484860274.0,Submit,0-6 1-7 3-9 4-8 5-0 8-1 9-3 10-4 11-5 12-11,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",¿ el año próximo ya no se necesitará visado para ir a los estados unidos ?,no visa needed to the us from next year ?,2-8 3-7 5-0 7-2 8-1 12-4 14-5 15-9,4-0 5-0 8-1 9-1 10-1 7-2 11-3 12-4 13-5 14-5 1-7 3-7 2-8 15-9,0 6,6,76350.0,,1394488191162.0,1-8 2-8 3-7 5-0 7-2 8-1 11-3 12-4 14-5 15-9,0 4 6 9 10,1394488114812.0,Submit,2-8 3-7 5-0 8-1 12-4 13-5 14-5 15-9,6
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",y en un charco de sangre está la palabra &amp;quot; pagas &amp;quot; .,and then the words &amp;quot; you pay &amp;quot; are in a pool of blood .,0-0 1-9 2-10 3-11 4-12 5-13 6-8 7-2 8-3 9-4 10-6 11-7 12-14,0-0 7-2 8-3 9-4 10-5 10-6 11-7 6-8 1-9 2-10 3-11 4-12 5-13 12-14,,1,92117.0,,1394486247976.0,0-0 1-9 2-10 3-11 4-12 5-13 6-8 7-2 9-4 10-6 11-7 12-14,unchanged,1394486155859.0,Submit,0-0 1-9 2-10 3-11 4-12 5-13 6-8 7-2 8-3 9-4 10-5 10-6 11-7 12-14,unchanged
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",el mercado de los alquileres para los universitarios no conoce la crisis .,the rent market for university students does not know crises .,0-0 1-2 4-1 5-3 7-4 8-7 9-8 11-9 12-10,0-0 4-1 1-2 2-3 5-3 7-4 6-5 7-5 8-6 8-7 9-8 11-9 12-10,3 10,,53302.0,,1394484785628.0,0-0 1-2 2-1 3-1 4-1 5-3 6-4 7-4 8-7 9-8 11-9 12-10,10,1394484732326.0,Submit,0-0 1-2 4-1 5-3 7-4 7-5 8-6 8-7 9-8 11-9 12-10,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",la acción más cara en la historia checa dirigida a la seguridad en las carreteras .,the most expensive action aimed at safety on the roads in czech history .,0-0 1-3 2-1 3-2 4-10 6-12 7-11 8-4 11-6 12-7 13-8 14-9 15-13,0-0 2-1 3-2 1-3 8-4 8-5 9-5 11-6 12-7 13-8 14-9 4-10 7-11 6-12 15-13,5 10,,57996.0,,1394487421845.0,0-0 1-3 2-1 3-2 4-10 6-12 7-11 8-4 10-6 11-6 12-7 13-8 14-9 15-13,5,1394487363849.0,Submit,0-0 1-3 2-1 3-2 4-10 6-12 7-11 8-4 9-5 11-6 12-7 13-8 14-9 15-13,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",cornelius es hermano de martin jol &#44; el entrenador principal de hamburgo .,cornelius is the brother of hamburg &amp;apos;s coach-in-chief &#44; martin jol .,0-0 1-1 2-3 4-9 5-10 6-8 11-5 12-11,0-0 1-1 2-3 3-4 10-4 11-5 7-6 10-6 8-7 9-7 6-8 4-9 5-10 12-11,,2,143776.0,,1394485554281.0,0-0 1-1 2-3 4-9 5-10 6-8 11-5 12-11,7,1394485410505.0,Submit,0-0 1-1 2-3 3-4 4-9 5-10 6-8 8-7 9-7 10-6 11-5 12-11,2
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",lucha a mano armada : el reproductor de mp3 contra el móvil .,razor &amp;apos;s edge battle : mp3 players vs. cell phones .,0-3 4-4 8-5 12-10,2-0 0-3 4-4 5-5 6-5 8-5 8-6 8-7 9-7 7-8 6-9 11-9 12-10,1 3 10,1 2,114449.0,,1394489533069.0,0-3 1-0 1-1 1-2 2-0 2-1 2-2 3-0 3-1 3-2 4-4 5-6 6-6 7-5 8-5 11-8 11-9 12-10,10,1394489418620.0,Submit,0-3 4-4 8-5 9-7 12-10,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",lucha a mano armada : el reproductor de mp3 contra el móvil .,razor &amp;apos;s edge battle : mp3 players vs. cell phones .,0-3 4-4 8-5 12-10,2-0 0-3 4-4 5-5 6-5 8-5 8-6 8-7 9-7 7-8 6-9 11-9 12-10,1 3 10,1 2,43293.0,,1394486194097.0,0-3 2-0 4-4 5-6 7-5 8-5 12-10,unchanged,1394486150804.0,Submit,0-3 4-4 6-6 8-5 9-7 11-8 11-9 12-10,unchanged
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",precisamente lo consideramos como la mayor aportación desde el punto de vista de los clientes .,from the perspective of the customers &#44; we consider this to be the most beneficial .,2-8 3-11 4-12 5-13 6-14 7-0 8-1 11-2 12-3 13-4 14-5 15-15,7-0 8-1 9-2 11-2 12-3 13-4 14-5 0-7 1-7 2-7 2-8 3-11 4-12 5-13 6-14 15-15,10,6 9 10,75791.0,,1394489180047.0,2-8 4-12 5-13 6-14 7-0 8-1 11-2 12-3 13-4 14-5 15-15,0 3,1394489104256.0,Submit,1-9 2-7 2-8 4-12 5-13 7-0 8-1 9-2 10-2 11-2 12-3 13-4 14-5 15-15,6 10 11
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",su carga &#44; más de dos toneladas de hachís &#44; no era como para detenerse .,their cargo &#44; more than two tons of hashish &#44; is a good reason for not stopping .,0-0 1-1 2-2 3-3 5-5 6-6 7-7 8-8 9-9 10-15 11-10 12-11 13-14 14-16 15-17,0-0 1-1 2-2 3-3 3-4 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-14 10-15 14-16 15-17,,12 13,165054.0,,1394485395181.0,0-0 1-1 2-2 3-3 5-5 6-6 7-7 8-8 9-9 10-15 11-10 13-14 14-16 15-17,12,1394485230127.0,Submit,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-15 13-14 14-16 15-17,11 12 13
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",werner faymann &#44; el presidente del spö &#44; confirmó que desea negociar con el övp .,spö chairman werner faymann confirmed his willingness to negotiate with övp .,0-2 1-3 8-4 11-8 12-9 14-10 15-11,1-0 1-1 0-2 1-3 2-3 7-3 8-4 6-5 9-7 10-7 11-8 12-9 13-10 14-10 15-11,3 4 5,6,177584.0,,1394485222676.0,0-2 1-3 5-0 8-4 10-6 11-8 12-9 14-10 15-11,2 3 7 9 13,1394485045092.0,Submit,0-2 1-3 4-1 6-0 8-4 11-7 11-8 12-9 14-10 15-11,5
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",con esta posibilidad nos hemos encontrado repetidamente con todos los operadores checos de telefonía móvil .,we have held repeated negotiations on this possibility with all czech mobile operators .,0-5 1-6 2-7 4-1 6-3 7-8 8-9 10-12 11-10 14-11 15-13,3-0 4-0 4-1 6-2 5-3 6-3 6-4 0-5 1-6 2-7 7-8 8-9 11-10 13-11 14-11 9-12 10-12 15-13,12,,101259.0,,1394489832679.0,0-5 1-6 2-7 3-0 4-1 5-4 6-3 7-8 8-9 9-12 10-12 11-10 14-11 15-13,12,1394489731420.0,Submit,0-5 1-6 2-7 4-1 4-2 6-3 7-8 8-9 10-12 11-10 13-11 14-11 15-13,
