Title,Description,Keywords,id,premise,hypothesis,gold_label,predicted_explanation,Answer.acceptable
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_57_gold,A group of people sitting and knitting.,A group of women are knitting.,neither,"Sentence one says ""people."" It doesn't say they're all women.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_64_gold,A man in a mask in the back of a service vehicle.,A woman is showing her head while riding on a horse,FALSE,ITs either a man or a woman. The person is either showing their head or not . They cannot be on a horse and riding a service vehicle at the same time,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_64_gold,A man in a mask in the back of a service vehicle.,A woman is showing her head while riding on a horse,FALSE,ITs either a man or a woman. The person is either showing their head or not . They cannot be on a horse and riding a service vehicle at the same time,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_64_gold,A man in a mask in the back of a service vehicle.,A woman is showing her head while riding on a horse,FALSE,ITs either a man or a woman. The person is either showing their head or not . They cannot be on a horse and riding a service vehicle at the same time,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_79_gold,Two men working in a small factory.,Men working in a factory.,TRUE,'Men working in a factory' is a less detailed rephrasing of 'Two men working in a small factory'.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_79_gold,Two men working in a small factory.,Men working in a factory.,TRUE,'Men working in a factory' is a less detailed rephrasing of 'Two men working in a small factory'.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_79_gold,Two men working in a small factory.,Men working in a factory.,TRUE,'Men working in a factory' is a less detailed rephrasing of 'Two men working in a small factory'.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_40_gold,Boys with their backs against an incoming wave.,A group of people stand together.,TRUE,The group of people are boys and they stand together with their backs against a wave,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_40_gold,Boys with their backs against an incoming wave.,A group of people stand together.,TRUE,The group of people are boys and they stand together with their backs against a wave,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_40_gold,Boys with their backs against an incoming wave.,A group of people stand together.,TRUE,The group of people are boys and they stand together with their backs against a wave,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_128_gold,"A teenager blows a whistle and wears white face paint, earmuffs, and a yellow hat while another teen watches.",A person in face paint,TRUE,"A teenager is a person, therefor a person is in face paint.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_128_gold,"A teenager blows a whistle and wears white face paint, earmuffs, and a yellow hat while another teen watches.",A person in face paint,TRUE,"A teenager is a person, therefor a person is in face paint.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_128_gold,"A teenager blows a whistle and wears white face paint, earmuffs, and a yellow hat while another teen watches.",A person in face paint,TRUE,"A teenager is a person, therefor a person is in face paint.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_13_gold,A child with a yellow shirt riding a yellow bike in a city.,A kid riding his bike home.,neither,"the child can ride bike to anywhere, not a must to go home.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_13_gold,A child with a yellow shirt riding a yellow bike in a city.,A kid riding his bike home.,neither,"the child can ride bike to anywhere, not a must to go home.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_13_gold,A child with a yellow shirt riding a yellow bike in a city.,A kid riding his bike home.,neither,"the child can ride bike to anywhere, not a must to go home.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_184_gold,A woman in a green suit walking towards an escalator.,A woman sits beside the escalator.,FALSE,The woman is either walking towards the escalator or sitting beside it not both.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_184_gold,A woman in a green suit walking towards an escalator.,A woman sits beside the escalator.,FALSE,The woman is either walking towards the escalator or sitting beside it not both.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_184_gold,A woman in a green suit walking towards an escalator.,A woman sits beside the escalator.,FALSE,The woman is either walking towards the escalator or sitting beside it not both.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_83_gold,A man in a blue shirt and a woman in a pink skirt sit around other people in the background.,There are some people doing the limbo.,FALSE,"The man and woman are sitting around, or they are doing the limbo.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_83_gold,A man in a blue shirt and a woman in a pink skirt sit around other people in the background.,There are some people doing the limbo.,FALSE,"The man and woman are sitting around, or they are doing the limbo.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_83_gold,A man in a blue shirt and a woman in a pink skirt sit around other people in the background.,There are some people doing the limbo.,FALSE,"The man and woman are sitting around, or they are doing the limbo.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_186_gold,Family sitting down in a field of grass while others walk by.,No one is sitting in the field of grass.,FALSE,a family sitting wouldn't be possible if no one is sitting,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_186_gold,Family sitting down in a field of grass while others walk by.,No one is sitting in the field of grass.,FALSE,a family sitting wouldn't be possible if no one is sitting,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_186_gold,Family sitting down in a field of grass while others walk by.,No one is sitting in the field of grass.,FALSE,a family sitting wouldn't be possible if no one is sitting,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_0_gold,a little boy is riding a yellow bicycle across a town square.,the boy is having fun.,neither,because the boy is riding the bicycle doesn't mean he's having fun.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_0_gold,a little boy is riding a yellow bicycle across a town square.,the boy is having fun.,neither,because the boy is riding the bicycle doesn't mean he's having fun.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_0_gold,a little boy is riding a yellow bicycle across a town square.,the boy is having fun.,neither,because the boy is riding the bicycle doesn't mean he's having fun.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_120_gold,A little boy playing with two rubber chickens.,The boy is outdoors.,neither,You can not infer the boy is outdoors.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_120_gold,A little boy playing with two rubber chickens.,The boy is outdoors.,neither,You can not infer the boy is outdoors.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_120_gold,A little boy playing with two rubber chickens.,The boy is outdoors.,neither,You can not infer the boy is outdoors.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_115_gold,A man in a suit speaking to a seated woman.,A man speaking to a woman.,TRUE,The woman and man are speaking.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_115_gold,A man in a suit speaking to a seated woman.,A man speaking to a woman.,TRUE,The woman and man are speaking.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_115_gold,A man in a suit speaking to a seated woman.,A man speaking to a woman.,TRUE,The woman and man are speaking.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_101_gold,a breakdancer man is performing for the kids at school,A man is performing for children for fun,neither,A man doesn't have to be performing for fun to be performing for kids at school.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_101_gold,a breakdancer man is performing for the kids at school,A man is performing for children for fun,neither,A man doesn't have to be performing for fun to be performing for kids at school.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_101_gold,a breakdancer man is performing for the kids at school,A man is performing for children for fun,neither,A man doesn't have to be performing for fun to be performing for kids at school.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_32_gold,"A man in gray on a rocky cliff, overlooking the mountains.",A man can see mountains from where he stands.,TRUE,Overlooking the mountains suggests that the man can see the mountains.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_32_gold,"A man in gray on a rocky cliff, overlooking the mountains.",A man can see mountains from where he stands.,TRUE,Overlooking the mountains suggests that the man can see the mountains.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_32_gold,"A man in gray on a rocky cliff, overlooking the mountains.",A man can see mountains from where he stands.,TRUE,Overlooking the mountains suggests that the man can see the mountains.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_80_gold,An older white woman makes cupcakes in her kitchen.,An old woman is baking.,TRUE,And older woman is an old woman.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_80_gold,An older white woman makes cupcakes in her kitchen.,An old woman is baking.,TRUE,And older woman is an old woman.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_80_gold,An older white woman makes cupcakes in her kitchen.,An old woman is baking.,TRUE,And older woman is an old woman.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_46_gold,Dog running with pet toy being chased by another dog.,dog is running and being chased by another dog,TRUE,"Dog running indicates that a dog is running; being basically involves running by definition, but 'and' is necessary because the fact that the dog is running was already repeated and the first sentence was incomplete anyway.  Oh, wait, so is the second one.",-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_46_gold,Dog running with pet toy being chased by another dog.,dog is running and being chased by another dog,TRUE,"Dog running indicates that a dog is running; being basically involves running by definition, but 'and' is necessary because the fact that the dog is running was already repeated and the first sentence was incomplete anyway.  Oh, wait, so is the second one.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_46_gold,Dog running with pet toy being chased by another dog.,dog is running and being chased by another dog,TRUE,"Dog running indicates that a dog is running; being basically involves running by definition, but 'and' is necessary because the fact that the dog is running was already repeated and the first sentence was incomplete anyway.  Oh, wait, so is the second one.",-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_227_gold,A girl with short hair and a white shirt is holding a beer bottle,There is a girl holding a beer bottle.,TRUE,"If there is a girl with short hair and a white shirt, then there must also be a girl",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_227_gold,A girl with short hair and a white shirt is holding a beer bottle,There is a girl holding a beer bottle.,TRUE,"If there is a girl with short hair and a white shirt, then there must also be a girl",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_227_gold,A girl with short hair and a white shirt is holding a beer bottle,There is a girl holding a beer bottle.,TRUE,"If there is a girl with short hair and a white shirt, then there must also be a girl",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_188_gold,A person with braided hair and a gray sweatshirt covers his mouth and sits in a purple chair.,A man sits in a purple chair.,TRUE,"A man is a person, he is sitting in a chair.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_188_gold,A person with braided hair and a gray sweatshirt covers his mouth and sits in a purple chair.,A man sits in a purple chair.,TRUE,"A man is a person, he is sitting in a chair.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_188_gold,A person with braided hair and a gray sweatshirt covers his mouth and sits in a purple chair.,A man sits in a purple chair.,TRUE,"A man is a person, he is sitting in a chair.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_137_gold,A group of people having a conversation.,People are washing the dishes.,FALSE,"The people could be having a conversation while one, but not all, washes the dishes.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_137_gold,A group of people having a conversation.,People are washing the dishes.,FALSE,"The people could be having a conversation while one, but not all, washes the dishes.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_137_gold,A group of people having a conversation.,People are washing the dishes.,FALSE,"The people could be having a conversation while one, but not all, washes the dishes.",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_204_gold,A young boy is playing in the sandy water.,A young boy is playing in the grass.,FALSE,A person cannot be playing in the water and in the grass simultaneously.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_204_gold,A young boy is playing in the sandy water.,A young boy is playing in the grass.,FALSE,A person cannot be playing in the water and in the grass simultaneously.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_204_gold,A young boy is playing in the sandy water.,A young boy is playing in the grass.,FALSE,A person cannot be playing in the water and in the grass simultaneously.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_229_gold,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,The three boys swing baseball bats,FALSE,They’re either holding baseball gloves or baseball bats.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_229_gold,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,The three boys swing baseball bats,FALSE,They’re either holding baseball gloves or baseball bats.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_229_gold,a boy in a blue uniform is standing next to a boy in red and a boy in yellow and they are holding baseball gloves.,The three boys swing baseball bats,FALSE,They’re either holding baseball gloves or baseball bats.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_102_gold,Tan dog running through long grass in a park-like setting.,A dog runs after a squirrel.,neither,A running dog does not mean there is a squirrel.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_102_gold,Tan dog running through long grass in a park-like setting.,A dog runs after a squirrel.,neither,A running dog does not mean there is a squirrel.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_102_gold,Tan dog running through long grass in a park-like setting.,A dog runs after a squirrel.,neither,A running dog does not mean there is a squirrel.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_60_gold,Three children are playing on a swing in the garden.,Three children are swimming in a pool.,FALSE,Action of swimming as opposed to being on a swing.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_60_gold,Three children are playing on a swing in the garden.,Three children are swimming in a pool.,FALSE,Action of swimming as opposed to being on a swing.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_60_gold,Three children are playing on a swing in the garden.,Three children are swimming in a pool.,FALSE,Action of swimming as opposed to being on a swing.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_165_gold,Boy with red shorts getting soaked with water.,The boy is not wet.,FALSE,The can't be soaked and not wet at the same time.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_165_gold,Boy with red shorts getting soaked with water.,The boy is not wet.,FALSE,The can't be soaked and not wet at the same time.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_165_gold,Boy with red shorts getting soaked with water.,The boy is not wet.,FALSE,The can't be soaked and not wet at the same time.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_1_gold,"A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",A man is buying a lottery ticket.,FALSE,Pushing a cart is different from buying a lottery ticket.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_1_gold,"A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",A man is buying a lottery ticket.,FALSE,Pushing a cart is different from buying a lottery ticket.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_1_gold,"A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",A man is buying a lottery ticket.,FALSE,Pushing a cart is different from buying a lottery ticket.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_149_gold,"Two children are looking through a telescope on a city street, and the boy is using a step ladder to see through the eyeglass.",Two children are looking through a telescope together at a city street.,TRUE,"""Two children are looking through a telescope"" is equivalent to ""Two children are looking through a telescope.""",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_149_gold,"Two children are looking through a telescope on a city street, and the boy is using a step ladder to see through the eyeglass.",Two children are looking through a telescope together at a city street.,TRUE,"""Two children are looking through a telescope"" is equivalent to ""Two children are looking through a telescope.""",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_149_gold,"Two children are looking through a telescope on a city street, and the boy is using a step ladder to see through the eyeglass.",Two children are looking through a telescope together at a city street.,TRUE,"""Two children are looking through a telescope"" is equivalent to ""Two children are looking through a telescope.""",1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_131_gold,A man is standing in the doorway of a building.,The man is walking into a room.,neither,standing doesn't mean walking,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_131_gold,A man is standing in the doorway of a building.,The man is walking into a room.,neither,standing doesn't mean walking,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_131_gold,A man is standing in the doorway of a building.,The man is walking into a room.,neither,standing doesn't mean walking,-1
