Title,Description,Keywords,control,id0,text0,annotations0,id1,text1,annotations1,id2,text2,annotations2,id3,text3,annotations3,id4,text4,annotations4,id5,text5,annotations5,id6,text6,annotations6,id7,text7,annotations7,id8,text8,annotations8,id9,text9,annotations9,id10,text10,annotations10,id11,text11,annotations11,id12,text12,annotations12,id13,text13,annotations13,id14,text14,annotations14,id15,text15,annotations15,id16,text16,annotations16,id17,text17,annotations17,id18,text18,annotations18,id19,text19,annotations19
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",19,JebBushSent_4787,delighted,,JebBushSent_4270,rural,,JebBushSent_5235,communicating,,JebBushSent_338,Arduin,,JebBushSent_3273,commerce,,JebBushSent_4477,obvious,,JebBushSent_117,due,,JebBushSent_2502,rolling,,JebBushSent_5781,Oh,,JebBushSent_505,next,,JebBushSent_2164,hypothesis,,JebBushSent_5915,loud,,JebBushSent_500,providers,,JebBushSent_1753,extend,,JebBushSent_6174,dastardly,,JebBushSent_2167,12,,JebBushSent_1536,Renee,,JebBushSent_2938,dated,,JebBushSent_1044,assistance,,WordControl,booboo,Informal
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",10,JebBushSent_3701,face,,JebBushSent_634,hardbottoms,,JebBushSent_1637,chance,,JebBushSent_5365,outweighed,,JebBushSent_1926,promoting,,JebBushSent_1868,latest,,JebBushSent_3430,impacts,,JebBushSent_4301,Karan,,JebBushSent_2850,achieving,,JebBushSent_44,way,,WordControl,4ever,Informal,JebBushSent_5862,PROFIT,,JebBushSent_5047,Fla.,,JebBushSent_1042,Initiative,,JebBushSent_204,e,,JebBushSent_4928,step,,JebBushSent_5992,Laney,,JebBushSent_5718,http://mailplus.yahoo.com,,JebBushSent_5851,ineffective,,JebBushSent_2824,Law,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",19,JebBushSent_2073,Tallahassee,,JebBushSent_2653,implementing,,JebBushSent_4138,jai,,JebBushSent_3321,VA.,,JebBushSent_3567,visibility,,JebBushSent_1684,apprieciate,,JebBushSent_5774,Tiffany,,JebBushSent_839,David,,JebBushSent_417,income,,JebBushSent_4295,officials,,JebBushSent_3757,retrieve,,JebBushSent_4552,Secreted,,JebBushSent_1983,DON&apos;T,,JebBushSent_4131,5-9,,JebBushSent_3688,protector,,JebBushSent_1977,DO,,JebBushSent_3353,Ken,,JebBushSent_2287,wealth,,JebBushSent_175,certainly,,WordControl,booboo,Informal
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",18,JebBushSent_4462,Sounds,,JebBushSent_1017,Sincerely,,JebBushSent_85,exactly,,JebBushSent_1503,environmentalists,,JebBushSent_1513,difficulties,,JebBushSent_320,idea,,JebBushSent_3130,Sembler,,JebBushSent_2537,Metro,,JebBushSent_4625,Jason,,JebBushSent_5160,DiMaggio,,JebBushSent_4613,pride,,JebBushSent_4757,Agriculture,,JebBushSent_3235,drafted,,JebBushSent_3058,field,,JebBushSent_3189,meetings,,JebBushSent_574,could,,JebBushSent_4245,assurances,,JebBushSent_4594,authored,,WordControl,withhold,Formal,JebBushSent_5014,ADT,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",9,JebBushSent_2006,department,,JebBushSent_4468,vouchers,,JebBushSent_461,below,,JebBushSent_4937,user,,JebBushSent_4730,Originally,,JebBushSent_2137,officer,,JebBushSent_1346,working,,JebBushSent_4446,Terri,,JebBushSent_1603,listen,,WordControl,stoned,Informal,JebBushSent_4656,presentation,,JebBushSent_5911,Got,,JebBushSent_4600,nations,,JebBushSent_5834,Leslie,,JebBushSent_2535,editions,,JebBushSent_2995,700,,JebBushSent_3956,fortunate,,JebBushSent_3689,Parks,,JebBushSent_2453,laboratories,,JebBushSent_5163,verse,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",13,JebBushSent_2059,Bless,,JebBushSent_473,AHCA,,JebBushSent_1826,Fowler,,JebBushSent_3134,1989,,JebBushSent_4026,Due,,JebBushSent_2922,[,,JebBushSent_1765,Windows,,JebBushSent_750,...,,JebBushSent_927,Business/Financial,,JebBushSent_2216,Laura,,JebBushSent_3395,happens,,JebBushSent_3496,352.334.2400,,JebBushSent_219,Bishops,,WordControl,:-),Informal,JebBushSent_1549,Disabilities,,JebBushSent_813,Thus,,JebBushSent_2401,web,,JebBushSent_3092,Fax,,JebBushSent_3344,CHILDREN,,JebBushSent_2572,debacle,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",12,JebBushSent_88,all,,JebBushSent_3557,owned,,JebBushSent_464,names,,JebBushSent_6104,MILITARY,,JebBushSent_2352,needed,,JebBushSent_3025,nights,,JebBushSent_513,opposition,,JebBushSent_20,.,,JebBushSent_76,formed,,JebBushSent_1618,prone,,JebBushSent_3411,THOUSANDS,,JebBushSent_1587,GREAT,,WordControl,wrongfully,Formal,JebBushSent_4908,richest,,JebBushSent_2853,productivity,,JebBushSent_2243,1222,,JebBushSent_6113,avoided,,JebBushSent_3742,Similarly,,JebBushSent_2260,prior,,JebBushSent_83,walking,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",10,JebBushSent_4433,THIS,,JebBushSent_4637,Nachit,,JebBushSent_4119,shooting,,JebBushSent_1801,night)is,,JebBushSent_881,must,,JebBushSent_429,different,,JebBushSent_5400,Marsh,,JebBushSent_6087,disastrous,,JebBushSent_4364,Commanders,,JebBushSent_3592,looked,,WordControl,greatly,Formal,JebBushSent_660,augment,,JebBushSent_293,us,,JebBushSent_222,Indonesia,,JebBushSent_550,policy,,JebBushSent_1890,appropriate,,JebBushSent_2309,inner,,JebBushSent_4300,waters,,JebBushSent_5681,canoe,,JebBushSent_4141,favorite,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",4,JebBushSent_2318,eg,,JebBushSent_5826,grist,,JebBushSent_830,been,,JebBushSent_3142,Amtrak,,WordControl,4ever,Informal,JebBushSent_5680,Trail,,JebBushSent_5387,standpoint,,JebBushSent_5581,Besides,,JebBushSent_5190,Consumer,,JebBushSent_1510,involvement,,JebBushSent_3371,permanent,,JebBushSent_3295,Ct,,JebBushSent_5725,Award,,JebBushSent_441,opportunity,,JebBushSent_5709,Life,,JebBushSent_1756,considered,,JebBushSent_4866,anywhere,,JebBushSent_130,Administrative,,JebBushSent_5790,coverage,,JebBushSent_4719,Facsimile,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",19,JebBushSent_2467,experience,,JebBushSent_3360,removed,,JebBushSent_384,articles,,JebBushSent_2777,pm,,JebBushSent_287,speak,,JebBushSent_5540,Policy,,JebBushSent_5784,email....I,,JebBushSent_6016,Angeles,,JebBushSent_3242,pipeline,,JebBushSent_3974,-liza,,JebBushSent_1880,Representative,,JebBushSent_2975,Brogan,,JebBushSent_2387,describes,,JebBushSent_3704,allowed,,JebBushSent_2546,confused,,JebBushSent_1697,Dollars,,JebBushSent_403,twice,,JebBushSent_1379,unfortunate,,JebBushSent_2231,Ralph,,WordControl,ass,Informal
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",0,WordControl,hangout,Informal,JebBushSent_2259,expressed,,JebBushSent_6040,!1,,JebBushSent_4067,"10,000",,JebBushSent_2185,old-,,JebBushSent_3931,11.5,,JebBushSent_4404,44,,JebBushSent_707,Not,,JebBushSent_415,per,,JebBushSent_3561,spectacular,,JebBushSent_3156,prepare,,JebBushSent_3631,legitimate,,JebBushSent_6073,99,,JebBushSent_324,why,,JebBushSent_4850,legally,,JebBushSent_2469,Limbaugh,,JebBushSent_2640,assisted,,JebBushSent_4053,Meeting,,JebBushSent_1240,United,,JebBushSent_5747,Treated,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",11,JebBushSent_1736,start,,JebBushSent_470,when,,JebBushSent_1368,California,,JebBushSent_3314,Even,,JebBushSent_1108,Jay,,JebBushSent_4,a,,JebBushSent_1933,morons,,JebBushSent_3649,buena,,JebBushSent_3425,THE,,JebBushSent_4939,Clinton,,JebBushSent_5814,subtle,,WordControl,previously,Formal,JebBushSent_2238,BACKFLOW,,JebBushSent_5799,prayers...Carmen,,JebBushSent_5880,coach,,JebBushSent_4899,sue,,JebBushSent_5520,IQ.,,JebBushSent_3262,NGA,,JebBushSent_1845,exposed,,JebBushSent_5260,Financial,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",0,WordControl,modestly,Formal,JebBushSent_4583,decline,,JebBushSent_5848,hopefully,,JebBushSent_2987,offered,,JebBushSent_5402,meteorologist,,JebBushSent_2582,Willie,,JebBushSent_4267,Blakeslee,,JebBushSent_936,thing,,JebBushSent_3084,FYi,,JebBushSent_451,slavery,,JebBushSent_3926,pretty,,JebBushSent_2064,Bill,,JebBushSent_1382,departure,,JebBushSent_305,Walden,,JebBushSent_5395,Next,,JebBushSent_2935,amendment,,JebBushSent_5804,granted,,JebBushSent_6123,reckless,,JebBushSent_3012,Criminal,,JebBushSent_1464,church,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",8,JebBushSent_4406,494-495,,JebBushSent_797,necessary,,JebBushSent_4748,holding,,JebBushSent_5819,knees,,JebBushSent_1129,office,,JebBushSent_5228,actually,,JebBushSent_3108,Singletary,,JebBushSent_4544,prohibited,,WordControl,babe,Informal,JebBushSent_3120,expressing,,JebBushSent_2789,Rod,,JebBushSent_3768,alegro,,JebBushSent_4906,corporations,,JebBushSent_466,Based,,JebBushSent_5650,gotten,,JebBushSent_5892,leg,,JebBushSent_2172,reformed,,JebBushSent_4884,Listing,,JebBushSent_3792,Isaias,,JebBushSent_1631,status,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",5,JebBushSent_4971,aggressive,,JebBushSent_356,Diaz-,,JebBushSent_2566,election,,JebBushSent_1877,serves,,JebBushSent_153,Will,,WordControl,measuring,Formal,JebBushSent_5239,Employees,,JebBushSent_4602,newspapers,,JebBushSent_5198,templates,,JebBushSent_1897,handled,,JebBushSent_833,1990,,JebBushSent_2505,security,,JebBushSent_3629,Dispute,,JebBushSent_5130,RCLAPP6070@AOL.COM,,JebBushSent_2268,verified,,JebBushSent_5327,awards,,JebBushSent_5767,MCCO,,JebBushSent_6162,PIECE,,JebBushSent_1019,....,,JebBushSent_4259,adverse,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",8,JebBushSent_2048,Ave,,JebBushSent_1883,printed,,JebBushSent_3750,challenges,,JebBushSent_5366,Betty,,JebBushSent_4428,rain,,JebBushSent_5153,whole,,JebBushSent_3980,Then,,JebBushSent_771,respectively,,WordControl,soooooo,Informal,JebBushSent_1692,Census,,JebBushSent_1327,Care,,JebBushSent_420,Tom,,JebBushSent_3639,mi,,JebBushSent_2593,insure,,JebBushSent_5494,07:10PM,,JebBushSent_2948,demands,,JebBushSent_355,Mario,,JebBushSent_1176,loan,,JebBushSent_4881,recognition,,JebBushSent_2627,Tim,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",8,JebBushSent_2511,subject,,JebBushSent_4785,813/978-1884,,JebBushSent_2118,simple,,JebBushSent_4017,Deed,,JebBushSent_5546,Sciences,,JebBushSent_2558,personally,,JebBushSent_4948,YEARS,,JebBushSent_2654,Continuous,,WordControl,influenced,Formal,JebBushSent_2322,retirees,,JebBushSent_3293,Schluchterer,,JebBushSent_1927,characteristic,,JebBushSent_62,community,,JebBushSent_1447,Rutz&lt;&lt;,,JebBushSent_5212,started,,JebBushSent_2575,Thrusday,,JebBushSent_3720,2.00,,JebBushSent_5618,Alert,,JebBushSent_1988,Growth,,JebBushSent_3895,terry,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",9,JebBushSent_3867,Ernstoff,,JebBushSent_1539,frequently,,JebBushSent_1385,Tampa,,JebBushSent_866,move,,JebBushSent_3038,chart,,JebBushSent_3694,accepting,,JebBushSent_1022,White,,JebBushSent_2212,Item,,JebBushSent_4115,photography,,WordControl,okiedokie,Informal,JebBushSent_2905,maintain,,JebBushSent_209,network,,JebBushSent_3229,dilution,,JebBushSent_5542,McCaffrey,,JebBushSent_4585,&gt;&gt;Ron,,JebBushSent_2692,So,,JebBushSent_4276,related,,JebBushSent_5741,percentage,,JebBushSent_4103,ripple,,JebBushSent_4578,knew,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",13,JebBushSent_3979,potted,,JebBushSent_2159,Agencies,,JebBushSent_2031,number,,JebBushSent_3222,accurately,,JebBushSent_806,participating,,JebBushSent_4282,Bury,,JebBushSent_387,average,,JebBushSent_3300,adoption,,JebBushSent_5668,espoused,,JebBushSent_4277,488-5551,,JebBushSent_2534,Pinellas(,,JebBushSent_5097,Charlotte,,JebBushSent_4853,designed,,WordControl,okiedokie,Informal,JebBushSent_1752,governments,,JebBushSent_5434,pilots,,JebBushSent_2539,where,,JebBushSent_1226,dig,,JebBushSent_3388,"25,000",,JebBushSent_5827,embellished,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",17,JebBushSent_1689,http://cityguide.news,,JebBushSent_4273,parks,,JebBushSent_4879,"Sponsors:$1,500.00",,JebBushSent_929,Brain,,JebBushSent_838,Governor,,JebBushSent_404,),,JebBushSent_4673,fatherless,,JebBushSent_1555,visitations,,JebBushSent_2672,prosecuted,,JebBushSent_6000,Albuquerque,,JebBushSent_354,Senator,,JebBushSent_5495,lend,,JebBushSent_5241,shock,,JebBushSent_2102,Falsification,,JebBushSent_3548,divers,,JebBushSent_2074,32399-0001,,JebBushSent_641,Protection,,WordControl,pee,Informal,JebBushSent_3779,algunas,,JebBushSent_4995,813-920-7880,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",1,JebBushSent_3536,MAIL,,WordControl,crushing,Informal,JebBushSent_5699,fired,,JebBushSent_5615,skeptical,,JebBushSent_5824,exit,,JebBushSent_754,FLORIDA.,,JebBushSent_2545,incentive,,JebBushSent_3414,SUPPORT,,JebBushSent_4489,Improperly,,JebBushSent_578,Commissioner,,JebBushSent_1434,ads,,JebBushSent_1415,jobs,,JebBushSent_3487,William,,JebBushSent_3734,designation,,JebBushSent_4165,vigil,,JebBushSent_4091,victim,,JebBushSent_5703,Energy,,JebBushSent_5569,Entry,,JebBushSent_762,ranging,,JebBushSent_1797,"position,(and",
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",16,JebBushSent_3831,force,,JebBushSent_3105,Lawton,,JebBushSent_926,Manager,,JebBushSent_1301,project,,JebBushSent_4096,occasionally,,JebBushSent_4805,imagine,,JebBushSent_3359,voter,,JebBushSent_3755,official,,JebBushSent_5945,esta,,JebBushSent_5758,10:17PM,,JebBushSent_2819,Hillsborough,,JebBushSent_3337,KNOW,,JebBushSent_1704,academic,,JebBushSent_6198,subjected,,JebBushSent_1881,statements,,JebBushSent_1735,bilingual,,WordControl,dunno,Informal,JebBushSent_1101,R.Jay,,JebBushSent_203,translated,,JebBushSent_2994,689,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",8,JebBushSent_2778,tape,,JebBushSent_1918,later,,JebBushSent_5470,Mile,,JebBushSent_3463,entered,,JebBushSent_3529,a.m.,,JebBushSent_5716,Affordable,,JebBushSent_3767,bien,,JebBushSent_2564,wants,,WordControl,crappy,Informal,JebBushSent_4298,pristine,,JebBushSent_4934,guys,,JebBushSent_4610,assigned,,JebBushSent_4975,Democrat,,JebBushSent_4651,Seibert,,JebBushSent_902,3+,,JebBushSent_106,G.H.,,JebBushSent_3249,DCF,,JebBushSent_1640,article,,JebBushSent_157,new,,JebBushSent_5283,varied,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",14,JebBushSent_3821,Charlie,,JebBushSent_3288,actor,,JebBushSent_5424,Parent,,JebBushSent_40,the,,JebBushSent_4219,Interior,,JebBushSent_4174,PRISON.,,JebBushSent_3622,breake,,JebBushSent_1344,Lee,,JebBushSent_3896,rehab,,JebBushSent_4031,Michael,,JebBushSent_2863,project/program,,JebBushSent_569,5th,,JebBushSent_3103,QUITE,,JebBushSent_5183,operators,,WordControl,geek,Informal,JebBushSent_5985,futuro,,JebBushSent_4940,separated,,JebBushSent_2417,ideal,,JebBushSent_5660,improvement,,JebBushSent_2473,thousands,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",13,JebBushSent_4968,98-million,,JebBushSent_3574,homeschool,,JebBushSent_4924,Duvall,,JebBushSent_5332,Hebrock,,JebBushSent_6133,Gateway,,JebBushSent_3441,D.C.,,JebBushSent_4422,raindrops,,JebBushSent_5628,appointing,,JebBushSent_3372,thanks,,JebBushSent_6025,Raleigh/Durham,,JebBushSent_2517,cutting,,JebBushSent_4737,joined,,JebBushSent_1721,ranked,,WordControl,l8r,Informal,JebBushSent_3728,Devoe,,JebBushSent_1459,heard,,JebBushSent_1270,Clayton,,JebBushSent_5721,Carol,,JebBushSent_2195,scanner,,JebBushSent_3191,ought,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",6,JebBushSent_5630,Clay,,JebBushSent_1757,arenas,,JebBushSent_3788,indico,,JebBushSent_5290,correspondence,,JebBushSent_5404,35,,JebBushSent_4741,Technological,,WordControl,shitting,Informal,JebBushSent_2010,Forward,,JebBushSent_5189,existing,,JebBushSent_1445,C,,JebBushSent_5175,destined,,JebBushSent_2910,tight,,JebBushSent_326,less,,JebBushSent_4405,pages,,JebBushSent_6126,lists,,JebBushSent_5092,becoming,,JebBushSent_344,committee,,JebBushSent_128,SEA,,JebBushSent_3248,update,,JebBushSent_2306,tidal,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",4,JebBushSent_5792,RTC,,JebBushSent_5671,hunters,,JebBushSent_433,know,,JebBushSent_4580,figures,,WordControl,compounded,Formal,JebBushSent_5800,shelter,,JebBushSent_159,guns,,JebBushSent_1036,wonderful,,JebBushSent_5722,guests,,JebBushSent_5073,lifestyle,,JebBushSent_4518,5:11,,JebBushSent_5779,topic,,JebBushSent_4316,IntrAmerica,,JebBushSent_1411,being,,JebBushSent_1438,1209,,JebBushSent_681,statewide,,JebBushSent_2741,scored,,JebBushSent_5362,DEP.,,JebBushSent_4184,TROA,,JebBushSent_2837,strong,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",17,JebBushSent_361,followed,,JebBushSent_3998,Michigan,,JebBushSent_4990,sighted,,JebBushSent_6136,operation,,JebBushSent_2339,findings,,JebBushSent_4463,intention,,JebBushSent_3251,involving,,JebBushSent_390,50,,JebBushSent_4922,TAKS.,,JebBushSent_2950,truly,,JebBushSent_1512,encountering,,JebBushSent_141,appears,,JebBushSent_275,confident,,JebBushSent_3828,ad,,JebBushSent_2847,expertise,,JebBushSent_47,and,,JebBushSent_4950,OB/GYN,,WordControl,:-(,Informal,JebBushSent_5778,elect,,JebBushSent_2402,http://www.floridadisaster.org,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",9,JebBushSent_107,B.A.,,JebBushSent_4982,petition,,JebBushSent_1707,portion,,JebBushSent_7,from,,JebBushSent_1767,running,,JebBushSent_3559,tremendous,,JebBushSent_3763,Espero,,JebBushSent_6201,hiding,,JebBushSent_4984,huge,,WordControl,piss,Informal,JebBushSent_3799,954-967-1862,,JebBushSent_2351,fantastic,,JebBushSent_1347,anything,,JebBushSent_4021,Recently,,JebBushSent_306,LMHC,,JebBushSent_4649,lands,,JebBushSent_1711,Sen.,,JebBushSent_2201,Neat,,JebBushSent_4784,33612,,JebBushSent_1675,voted,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",6,JebBushSent_5490,potential,,JebBushSent_916,FEMA,,JebBushSent_4675,Jeremiah,,JebBushSent_3291,Janis,,JebBushSent_3091,487-3014,,JebBushSent_2538,section,,WordControl,freebie,Informal,JebBushSent_2623,Iron,,JebBushSent_6107,finished,,JebBushSent_4001,thirteen,,JebBushSent_5512,account,,JebBushSent_198,Friends,,JebBushSent_4214,Foster,,JebBushSent_5162,quote,,JebBushSent_5257,glaring,,JebBushSent_460,see,,JebBushSent_448,government,,JebBushSent_373,them,,JebBushSent_2230,September,,JebBushSent_5167,080299,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",16,JebBushSent_4915,missed,,JebBushSent_2624,Works,,JebBushSent_3921,electroate,,JebBushSent_5955,miembros,,JebBushSent_1891,review,,JebBushSent_3997,Massachusetts,,JebBushSent_1061,teach,,JebBushSent_375,Forgive,,JebBushSent_5043,8700,,JebBushSent_4328,beautiful,,JebBushSent_1818,character,,JebBushSent_2424,except,,JebBushSent_1944,movement,,JebBushSent_4754,Mission,,JebBushSent_202,was,,JebBushSent_150,expect,,WordControl,babe,Informal,JebBushSent_4665,cages,,JebBushSent_4314,Civil,,JebBushSent_516,whether,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",13,JebBushSent_3439,archival,,JebBushSent_269,call,,JebBushSent_353,met,,JebBushSent_3969,Dont,,JebBushSent_1516,plaintiff,,JebBushSent_5344,Maxwell,,JebBushSent_917,lauding,,JebBushSent_1331,Osceola,,JebBushSent_5924,http://www.jamiebloodworth.com/,,JebBushSent_3620,seized,,JebBushSent_4814,305-393-1666,,JebBushSent_2612,AND,,JebBushSent_1545,Brantley,,WordControl,barf,Informal,JebBushSent_6141,2002-03,,JebBushSent_821,completed,,JebBushSent_903,linkeage/connection,,JebBushSent_3125,Long,,JebBushSent_3989,according,,JebBushSent_6122,essence,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",1,JebBushSent_1502,hesitate,,WordControl,crappy,Informal,JebBushSent_4416,acrobatic,,JebBushSent_5214,thursday,,JebBushSent_5249,reshuffling,,JebBushSent_755,Although,,JebBushSent_504,Clinical,,JebBushSent_1442,campaign,,JebBushSent_1339,Marlins,,JebBushSent_5971,Pero,,JebBushSent_310,239)939-5504,,JebBushSent_5277,the&quot;least,,JebBushSent_1373,visit,,JebBushSent_311,;,,JebBushSent_5647,partners,,JebBushSent_3431,hell,,JebBushSent_5663,dramatic,,JebBushSent_5281,operations,,JebBushSent_1333,outreach,,JebBushSent_941,Check,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",10,JebBushSent_5057,1997,,JebBushSent_2955,transformation-,,JebBushSent_220,&apos;,,JebBushSent_1197,Pratt,,JebBushSent_2289,workers,,JebBushSent_1892,provided,,JebBushSent_2818,13th,,JebBushSent_3310,convention,,JebBushSent_5361,saga,,JebBushSent_1530,Experience,,WordControl,crushing,Informal,JebBushSent_4201,foster,,JebBushSent_459,Saturday,,JebBushSent_4843,7.3,,JebBushSent_1328,Council,,JebBushSent_2444,Pat,,JebBushSent_4691,promised,,JebBushSent_2668,gun,,JebBushSent_6043,routine,,JebBushSent_4627,3000,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",14,JebBushSent_2304,roads,,JebBushSent_3178,tell,,JebBushSent_2485,Get,,JebBushSent_2124,no,,JebBushSent_1825,Bea,,JebBushSent_2476,offenders,,JebBushSent_402,perhaps,,JebBushSent_5489,humiliation,,JebBushSent_1201,funding,,JebBushSent_1934,quantity,,JebBushSent_5038,Vero,,JebBushSent_2743,did---but,,JebBushSent_1224,trying,,JebBushSent_3780,las,,WordControl,lol,Informal,JebBushSent_1406,reinforce,,JebBushSent_4720,junger@grayharris.com,,JebBushSent_4858,fiscal,,JebBushSent_3793,Ortiz,,JebBushSent_3770,verte,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",3,JebBushSent_385,show,,JebBushSent_4071,Gracias,,JebBushSent_4897,impedes,,WordControl,idk,Informal,JebBushSent_5207,desired,,JebBushSent_1731,non,,JebBushSent_2960,conferencing,,JebBushSent_4617,overshot,,JebBushSent_981,parcel,,JebBushSent_5693,Ball,,JebBushSent_5991,agricola,,JebBushSent_2115,contributors,,JebBushSent_3864,replace,,JebBushSent_3653,es,,JebBushSent_2429,vets,,JebBushSent_3999,Carolina,,JebBushSent_514,if,,JebBushSent_6042,background,,JebBushSent_752,RESIDENTS,,JebBushSent_5624,Benji,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",4,JebBushSent_6071,p.,,JebBushSent_679,misdiagnosis,,JebBushSent_5839,Apopka,,JebBushSent_1529,perfect,,WordControl,influenced,Formal,JebBushSent_2516,taxing,,JebBushSent_4811,priorities,,JebBushSent_5601,seawall,,JebBushSent_4844,65,,JebBushSent_3330,then...WHAT,,JebBushSent_488,lab,,JebBushSent_2329,Basin,,JebBushSent_1843,innocent,,JebBushSent_2555,Bonnie,,JebBushSent_4453,Yablonski,,JebBushSent_4321,maybe,,JebBushSent_442,Christian,,JebBushSent_908,BIG,,JebBushSent_3378,S/452-5055,,JebBushSent_4927,travesty,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",6,JebBushSent_3158,red,,JebBushSent_3976,Pinellas,,JebBushSent_867,makes,,JebBushSent_2754,waiting,,JebBushSent_5565,unsigned,,JebBushSent_5509,permitting,,WordControl,cool,Informal,JebBushSent_684,model,,JebBushSent_6002,Austin,,JebBushSent_5593,interpretation,,JebBushSent_6177,restoration,,JebBushSent_5952,invitacion,,JebBushSent_5319,regulations,,JebBushSent_1649,sliped,,JebBushSent_1241,States,,JebBushSent_1494,setback,,JebBushSent_1421,enable,,JebBushSent_108,his,,JebBushSent_2834,profits,,JebBushSent_3683,Faith,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",18,JebBushSent_3935,Luncheon,,JebBushSent_3009,Crime,,JebBushSent_1740,owners,,JebBushSent_1772,uses,,JebBushSent_3210,misleading,,JebBushSent_2822,bench,,JebBushSent_3955,drawing,,JebBushSent_6,response,,JebBushSent_4770,250,,JebBushSent_2641,matters,,JebBushSent_4863,card,,JebBushSent_1567,require,,JebBushSent_3797,Persons,,JebBushSent_6157,___________________________________________________________________,,JebBushSent_2192,tittle,,JebBushSent_613,Ron,,JebBushSent_5548,smoked,,JebBushSent_2136,trust,,WordControl,represent,Formal,JebBushSent_4054,21st,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",7,JebBushSent_5841,Conservation,,JebBushSent_723,focus,,JebBushSent_1508,proceed,,JebBushSent_4362,10/7/99,,JebBushSent_3744,IND,,JebBushSent_1265,missiles,,JebBushSent_5345,hopeless,,WordControl,reeeeeaaaalllllly,Informal,JebBushSent_5432,reauthorization,,JebBushSent_400,That,,JebBushSent_2648,encourage,,JebBushSent_1915,resistance,,JebBushSent_3469,JOHN,,JebBushSent_3153,concluded,,JebBushSent_5968,poder,,JebBushSent_3863,statesman,,JebBushSent_4088,gobierno,,JebBushSent_3118,dad,,JebBushSent_4253,mining,,JebBushSent_4274,wastewater,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",13,JebBushSent_3171,thus,,JebBushSent_2857,self,,JebBushSent_2447,question,,JebBushSent_5689,Assuming,,JebBushSent_1388,reached,,JebBushSent_5551,authorization,,JebBushSent_5317,encounter,,JebBushSent_576,b,,JebBushSent_2678,ineffectual,,JebBushSent_2018,Put,,JebBushSent_4904,bailout,,JebBushSent_1079,Ph,,JebBushSent_2504,discuss,,WordControl,intimidation,Formal,JebBushSent_5397,35th,,JebBushSent_6068,science,,JebBushSent_5095,energy,,JebBushSent_690,knowledge,,JebBushSent_4860,Front,,JebBushSent_82,children,
