Title,Description,Keywords,SENTENCE1,QUESTION1,SENTENCE2,QUESTION2,SENTENCE3,QUESTION3,SENTENCE4,QUESTION4,SENTENCE5,QUESTION5,SENTENCE6,QUESTION6,SENTENCE7,QUESTION7,SENTENCE8,QUESTION8,SENTENCE9,QUESTION9,SENTENCE10,QUESTION10,SENTENCE11,QUESTION11,SENTENCE12,QUESTION12,SENTENCE13,QUESTION13,SENTENCE14,QUESTION14,SENTENCE15,QUESTION15,Answer.Question-1-why,Answer.Question-10-why,Answer.Question-11-why,Answer.Question-12-why,Answer.Question-13-why,Answer.Question-14-why,Answer.Question-15-why,Answer.Question-2-why,Answer.Question-3-why,Answer.Question-4-why,Answer.Question-5-why,Answer.Question-6-why,Answer.Question-7-why,Answer.Question-8-why,Answer.Question-9-why,Answer.ignoreMe,Answer.ignoreMe2,Answer.optradio1,Answer.optradio10,Answer.optradio11,Answer.optradio12,Answer.optradio13,Answer.optradio14,Answer.optradio15,Answer.optradio2,Answer.optradio3,Answer.optradio4,Answer.optradio5,Answer.optradio6,Answer.optradio7,Answer.optradio8,Answer.optradio9
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","Dad said, let's make a game of it, we need to make a sandwich for each of us.","How many sandwiches do Mom, Dad, and Sam need?","I was shocked and saddened to learn of the passing of my sister, Joan Fontaine ... and I appreciate the many kind expressions of sympathy that we have received, a statement released by Olivia de Havilland to CNN said.",What do De Havilland and Fontaine hold the title for?,"She is left a box and a videotape , in Which John stresses the importance of the box's contents .",Who opens the box with the key from around her neck?,The wind could even blow the pollen over the ocean where it is wasted.,What is risky for a plant with its nectar?,"Madame White Snake: East Asian Femme Fatale of Old The Chinese legend of Madame White Snake, the snake demon that takes human form and becomes the wife of a man, has exerted a lasting influence over East Asian folktales and fiction for centuries.","Madame White Snake was peculiar being, what did she do to her human husband?","Also Monday, Stiles' former girlfriend told CNN she believes she put him in contact with the girl.",Who put him in contact with the little girl?,"Nazi officers want to organize a football match for Hitler's birthday , in Which Germans would play against Hungarian prisoners of war .",Who organized the team for Hitler's birthday Football match?,You know that friction also causes heat.,What is friction?,The foot and eyes are unique features.,How are snails different?,"Shelton wanted to demonstrate that the military was imaginative and knowledgeable enough to move on an array of options, and to show the complexity of the operations.",Who briefed Berger on the Infinite Resolve strike options developed since 1998?,You may have small decorative rocks around your home.,What are results of weathering?,"The two squirrels ate some food that Joey's mom, Jasmine, made and went off to bed.",What is a name of Jimmi's aunt,The most destructive types of mass movement are landslides and mudslides.,Why are mudslides and landslides the most destructive types of mass movement?,"It was a loose wrapper, which slipped off and on easily.",What did Mr. Driggs still have intact around the item he was getting for Mr. Steadman?,Plants do not grow in Antarctica.,What fossils are found where plants do not grow?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","Dad said, let's make a game of it, we need to make a sandwich for each of us.","How many sandwiches do Mom, Dad, and Sam need?","I was shocked and saddened to learn of the passing of my sister, Joan Fontaine ... and I appreciate the many kind expressions of sympathy that we have received, a statement released by Olivia de Havilland to CNN said.",What do De Havilland and Fontaine hold the title for?,"She is left a box and a videotape , in Which John stresses the importance of the box's contents .",Who opens the box with the key from around her neck?,The wind could even blow the pollen over the ocean where it is wasted.,What is risky for a plant with its nectar?,"Madame White Snake: East Asian Femme Fatale of Old The Chinese legend of Madame White Snake, the snake demon that takes human form and becomes the wife of a man, has exerted a lasting influence over East Asian folktales and fiction for centuries.","Madame White Snake was peculiar being, what did she do to her human husband?","Also Monday, Stiles' former girlfriend told CNN she believes she put him in contact with the girl.",Who put him in contact with the little girl?,"Nazi officers want to organize a football match for Hitler's birthday , in Which Germans would play against Hungarian prisoners of war .",Who organized the team for Hitler's birthday Football match?,You know that friction also causes heat.,What is friction?,The foot and eyes are unique features.,How are snails different?,"Shelton wanted to demonstrate that the military was imaginative and knowledgeable enough to move on an array of options, and to show the complexity of the operations.",Who briefed Berger on the Infinite Resolve strike options developed since 1998?,You may have small decorative rocks around your home.,What are results of weathering?,"The two squirrels ate some food that Joey's mom, Jasmine, made and went off to bed.",What is a name of Jimmi's aunt,The most destructive types of mass movement are landslides and mudslides.,Why are mudslides and landslides the most destructive types of mass movement?,"It was a loose wrapper, which slipped off and on easily.",What did Mr. Driggs still have intact around the item he was getting for Mr. Steadman?,Plants do not grow in Antarctica.,What fossils are found where plants do not grow?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Experience of more than a quarter of a century has most abundantly proved that the standard of Base Ball has steadily been elevated.,Why is it acceptable for the Southern Association to lack an organized membership?,"In many plants, roots store food produced by the leaves.",What is the process called whereby plants store food produced by the leaves?,"For example, you push a book across a table.",Can pushing a book across a table be considered a force?,A similar slaughter followed at Ora.,Which two forts did Alexander slaughter its entire population?,"However, they never produce flowers.",Do ferns have flowers?,This quick action helped her to keep her balance.,Did Michele lose control of her scooter?,"At night, the plant closes its leaves to prevent water loss.",Why might a plant open its leaves during the day?,Sandy was best friends with Alexis.,How was Derek feeling?,"He clenched his hands as he thought again of what had already happened--the cowardly attempt on his life, the warnings, and his blood boiled to fever heat.",Who had an attempt made on his life?,The population should be calm.,Why should the population remain calm?,"Years later , Masazuka becomes an assassin under contract with an American conglomerate called Temple Industries , Which itself runs an underground criminal cult known as `` The Ring '' .",Who did Musakuza send for the sensei?,Water flowing over a steeper slope moves faster and causes more erosion.,What liquid causes erosion?,Later that evening it was dinnertime and the family had to choose what to eat.,Who chose pizza for the dinner?,West said she feels a custody order should be allowed to stand for the full term of the PFA - up to 18 months - as it does in many other counties in the state.,"Valerie West, a manager/attorney with Mid-Penn Legal Services feels a custody order should be allowed to stand for the full term of the PFA which is what?","The Captain then finds his way back to the ship , and tells El and Pee about what happened in the Portal .",What did captain do when he was in `` white expanse '' world?,,,,,,up to 18 months,,,,,,,,,,on,on,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Experience of more than a quarter of a century has most abundantly proved that the standard of Base Ball has steadily been elevated.,Why is it acceptable for the Southern Association to lack an organized membership?,"In many plants, roots store food produced by the leaves.",What is the process called whereby plants store food produced by the leaves?,"For example, you push a book across a table.",Can pushing a book across a table be considered a force?,A similar slaughter followed at Ora.,Which two forts did Alexander slaughter its entire population?,"However, they never produce flowers.",Do ferns have flowers?,This quick action helped her to keep her balance.,Did Michele lose control of her scooter?,"At night, the plant closes its leaves to prevent water loss.",Why might a plant open its leaves during the day?,Sandy was best friends with Alexis.,How was Derek feeling?,"He clenched his hands as he thought again of what had already happened--the cowardly attempt on his life, the warnings, and his blood boiled to fever heat.",Who had an attempt made on his life?,The population should be calm.,Why should the population remain calm?,"Years later , Masazuka becomes an assassin under contract with an American conglomerate called Temple Industries , Which itself runs an underground criminal cult known as `` The Ring '' .",Who did Musakuza send for the sensei?,Water flowing over a steeper slope moves faster and causes more erosion.,What liquid causes erosion?,Later that evening it was dinnertime and the family had to choose what to eat.,Who chose pizza for the dinner?,West said she feels a custody order should be allowed to stand for the full term of the PFA - up to 18 months - as it does in many other counties in the state.,"Valerie West, a manager/attorney with Mid-Penn Legal Services feels a custody order should be allowed to stand for the full term of the PFA which is what?","The Captain then finds his way back to the ship , and tells El and Pee about what happened in the Portal .",What did captain do when he was in `` white expanse '' world?,,,,Water.,,,,,,,,,,,,on,on,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Experience of more than a quarter of a century has most abundantly proved that the standard of Base Ball has steadily been elevated.,Why is it acceptable for the Southern Association to lack an organized membership?,"In many plants, roots store food produced by the leaves.",What is the process called whereby plants store food produced by the leaves?,"For example, you push a book across a table.",Can pushing a book across a table be considered a force?,A similar slaughter followed at Ora.,Which two forts did Alexander slaughter its entire population?,"However, they never produce flowers.",Do ferns have flowers?,This quick action helped her to keep her balance.,Did Michele lose control of her scooter?,"At night, the plant closes its leaves to prevent water loss.",Why might a plant open its leaves during the day?,Sandy was best friends with Alexis.,How was Derek feeling?,"He clenched his hands as he thought again of what had already happened--the cowardly attempt on his life, the warnings, and his blood boiled to fever heat.",Who had an attempt made on his life?,The population should be calm.,Why should the population remain calm?,"Years later , Masazuka becomes an assassin under contract with an American conglomerate called Temple Industries , Which itself runs an underground criminal cult known as `` The Ring '' .",Who did Musakuza send for the sensei?,Water flowing over a steeper slope moves faster and causes more erosion.,What liquid causes erosion?,Later that evening it was dinnertime and the family had to choose what to eat.,Who chose pizza for the dinner?,West said she feels a custody order should be allowed to stand for the full term of the PFA - up to 18 months - as it does in many other counties in the state.,"Valerie West, a manager/attorney with Mid-Penn Legal Services feels a custody order should be allowed to stand for the full term of the PFA which is what?","The Captain then finds his way back to the ship , and tells El and Pee about what happened in the Portal .",What did captain do when he was in `` white expanse '' world?,,,,Water,,Up to 18 months,,,,,,,,,,on,on,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","And then, after all, he might as well have labelled it Irish at once in good plain print, and saved himself the trouble of drawing the symbolic figures.",What is more recognized as Irish than the Irish town of Connaught?,The ancient Greeks called them the Cynetes (or Cunetes).,"What was the capital of Algarve, and what was it also called?",The changing role of Chinese culture in Japanese life was epitomized in the language itself.,The changing in Chinese culture in Japanese life eventually had what written language develop?,"For example, plastic water bottles can be recycled.",What can be recycled?,Some companies moved their headquarters out of Hong Kong.,What repercussions had this regime change?,Lightning discharges a lot of electric charge.,What is lightning made of?,"A sweetly naive 18 year-old guitar player , he dreams of putting together his first band .",How old is Richie?,"As part of a vast social campaign, anyone between the ages of 12 and 40 who could not read or write was mandated to attend classes to learn.",Who mandated that people in Albania between the ages of 12 and 40 who could not read or write attend classes to learn?,They knew American 77 was lost.,What caused concerns over the safety of other aircraft began to mount?,Energy can exist in many forms.,Where does energy come from in this example?,"795, Ireland was subject to repeated Viking raids.",When did the Vikings arrive?,"The first topic addressed in the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies.","The teleconference in the Situation Room, determined its first topic would be what?","It was important for her parents for Eliza to do well in all parts of her life, but her dancing is what lit a fire in her eyes.",What happened when her teachers expressed concern for her classwork?,Tim was sad.,How did Tim feel as he opened his presents?,Clarke urged Hadley to split off all other issues in U.S.-Pakistani relations and just focus on demanding that Pakistan move vigorously against terrorism-to push the Pakistanis to do before an al Qaeda attack what Washington would demand that they do after.,Which administrations did Clark urge to only ask Pakistan to actively engage against their terrorists?,,,,,,,,,,plastic water bottles,,,,,,on,on,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","And then, after all, he might as well have labelled it Irish at once in good plain print, and saved himself the trouble of drawing the symbolic figures.",What is more recognized as Irish than the Irish town of Connaught?,The ancient Greeks called them the Cynetes (or Cunetes).,"What was the capital of Algarve, and what was it also called?",The changing role of Chinese culture in Japanese life was epitomized in the language itself.,The changing in Chinese culture in Japanese life eventually had what written language develop?,"For example, plastic water bottles can be recycled.",What can be recycled?,Some companies moved their headquarters out of Hong Kong.,What repercussions had this regime change?,Lightning discharges a lot of electric charge.,What is lightning made of?,"A sweetly naive 18 year-old guitar player , he dreams of putting together his first band .",How old is Richie?,"As part of a vast social campaign, anyone between the ages of 12 and 40 who could not read or write was mandated to attend classes to learn.",Who mandated that people in Albania between the ages of 12 and 40 who could not read or write attend classes to learn?,They knew American 77 was lost.,What caused concerns over the safety of other aircraft began to mount?,Energy can exist in many forms.,Where does energy come from in this example?,"795, Ireland was subject to repeated Viking raids.",When did the Vikings arrive?,"The first topic addressed in the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies.","The teleconference in the Situation Room, determined its first topic would be what?","It was important for her parents for Eliza to do well in all parts of her life, but her dancing is what lit a fire in her eyes.",What happened when her teachers expressed concern for her classwork?,Tim was sad.,How did Tim feel as he opened his presents?,Clarke urged Hadley to split off all other issues in U.S.-Pakistani relations and just focus on demanding that Pakistan move vigorously against terrorism-to push the Pakistanis to do before an al Qaeda attack what Washington would demand that they do after.,Which administrations did Clark urge to only ask Pakistan to actively engage against their terrorists?,,in man forms,795,"physical security of the President, the White House, and federal agencies.",,sad,,Cynetes,Chinese,plastic water bottles,Some companies moved their headquarters,electric charge,18 year-old,a vast social campaign,American 77 was lost.,on,on,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","And then, after all, he might as well have labelled it Irish at once in good plain print, and saved himself the trouble of drawing the symbolic figures.",What is more recognized as Irish than the Irish town of Connaught?,The ancient Greeks called them the Cynetes (or Cunetes).,"What was the capital of Algarve, and what was it also called?",The changing role of Chinese culture in Japanese life was epitomized in the language itself.,The changing in Chinese culture in Japanese life eventually had what written language develop?,"For example, plastic water bottles can be recycled.",What can be recycled?,Some companies moved their headquarters out of Hong Kong.,What repercussions had this regime change?,Lightning discharges a lot of electric charge.,What is lightning made of?,"A sweetly naive 18 year-old guitar player , he dreams of putting together his first band .",How old is Richie?,"As part of a vast social campaign, anyone between the ages of 12 and 40 who could not read or write was mandated to attend classes to learn.",Who mandated that people in Albania between the ages of 12 and 40 who could not read or write attend classes to learn?,They knew American 77 was lost.,What caused concerns over the safety of other aircraft began to mount?,Energy can exist in many forms.,Where does energy come from in this example?,"795, Ireland was subject to repeated Viking raids.",When did the Vikings arrive?,"The first topic addressed in the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies.","The teleconference in the Situation Room, determined its first topic would be what?","It was important for her parents for Eliza to do well in all parts of her life, but her dancing is what lit a fire in her eyes.",What happened when her teachers expressed concern for her classwork?,Tim was sad.,How did Tim feel as he opened his presents?,Clarke urged Hadley to split off all other issues in U.S.-Pakistani relations and just focus on demanding that Pakistan move vigorously against terrorism-to push the Pakistanis to do before an al Qaeda attack what Washington would demand that they do after.,Which administrations did Clark urge to only ask Pakistan to actively engage against their terrorists?,,Energy can exist in many forms.,,"the White House video teleconference-at about 9:40-was the physical security of the President, the White House, and federal agencies.",,sad.,that Pakistan move vigorously against terrorism-to push the Pakistanis to do before an al Qaeda attack what Washington would demand that they do after.,,The changing role of Chinese culture in Japanese life was epitomized in the language itself.,plastic water bottles can be recycled.,,discharges a lot of electric charge.,,"part of a vast social campaign, anyone between the ages of 12 and 40 who could not read or write was mandated to attend classes to learn.",,on,on,no,yes,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","The concept was briefed to Deputy National Security Advisor Donald Kerrick on December 20, and to other officials.",Who did Berger and Clarke write to on November 25th and who was subsequently briefed on the new strike concepts 25 days later?,"Also Monday, Stiles' former girlfriend told CNN she believes she put him in contact with the girl.",What does Chester Siles girlfriend think about this whole issue.,These holes appear in the spring after a cold winter (Figure 2.35).,How do broken down roadways in cold areas compare and contrast to large mountains?,"However , n di ca n't organize the team only from his company , because only 8 out of 98 soldiers can play football .",What did the Hungarian football team refuse to believe?,Faster moving particles have more heat energy.,Why do your hands become warmer when you rub them together?,"Oscar-winning actress Joan Fontaine died Sunday, her longtime friend Noel Beutel said Monday.",How old was Joan Fontaine when she moved to Saratoga?,Some animals may just drink the nectar.,What might some animals do with a plant?,People are most likely to run short of water during droughts.,What is the water supply like around the world?,"After he ate, he and Jimmy went to the pond.","On the way to the pond, who did Joey and Jimmy meet?","When Sam woke in the morning, he was super excited!",Why was Sam excited?,"Two quintessential novellas, “The Lust of the White Serpant” from Ugetsu Monogatari by the Japanese author Ueda Akinari and “Eternal Prisoner under Thunder Peak Pagoda” a traditional Chinese story, are both relatively complex and demonstrate not only the evolution of the White Snake figure to become a more believable human, but also what aspects may have given her enduring appeal.",What novellas are morality tales about Asia's Femme Fatale White Snake?,"The scene cuts to Agent Peter Strahm , who kills Jeff Denlon in self-defense and is sealed in the sickroom .",What did Agent Peter Strahm use to perform a tracheotomy?,These fossils were found at the top of Mt. Everest.,What kind of fossils were found in the Himalayas?,This is where the snail's eyes are.,What are snails' unique features?,"Mr. Driggs was delighted to give him the paper--he had it some place, though he very seldom opened any of his exchanges.",Did it seem that Mr. Driggs responded negatively to Mr. Steadman's errand?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","The concept was briefed to Deputy National Security Advisor Donald Kerrick on December 20, and to other officials.",Who did Berger and Clarke write to on November 25th and who was subsequently briefed on the new strike concepts 25 days later?,"Also Monday, Stiles' former girlfriend told CNN she believes she put him in contact with the girl.",What does Chester Siles girlfriend think about this whole issue.,These holes appear in the spring after a cold winter (Figure 2.35).,How do broken down roadways in cold areas compare and contrast to large mountains?,"However , n di ca n't organize the team only from his company , because only 8 out of 98 soldiers can play football .",What did the Hungarian football team refuse to believe?,Faster moving particles have more heat energy.,Why do your hands become warmer when you rub them together?,"Oscar-winning actress Joan Fontaine died Sunday, her longtime friend Noel Beutel said Monday.",How old was Joan Fontaine when she moved to Saratoga?,Some animals may just drink the nectar.,What might some animals do with a plant?,People are most likely to run short of water during droughts.,What is the water supply like around the world?,"After he ate, he and Jimmy went to the pond.","On the way to the pond, who did Joey and Jimmy meet?","When Sam woke in the morning, he was super excited!",Why was Sam excited?,"Two quintessential novellas, “The Lust of the White Serpant” from Ugetsu Monogatari by the Japanese author Ueda Akinari and “Eternal Prisoner under Thunder Peak Pagoda” a traditional Chinese story, are both relatively complex and demonstrate not only the evolution of the White Snake figure to become a more believable human, but also what aspects may have given her enduring appeal.",What novellas are morality tales about Asia's Femme Fatale White Snake?,"The scene cuts to Agent Peter Strahm , who kills Jeff Denlon in self-defense and is sealed in the sickroom .",What did Agent Peter Strahm use to perform a tracheotomy?,These fossils were found at the top of Mt. Everest.,What kind of fossils were found in the Himalayas?,This is where the snail's eyes are.,What are snails' unique features?,"Mr. Driggs was delighted to give him the paper--he had it some place, though he very seldom opened any of his exchanges.",Did it seem that Mr. Driggs responded negatively to Mr. Steadman's errand?,,,The Lust of the White Serpant and Eternal Prisoner under Thunder Peak Pagoda,,,,,,,,,,drink the nectar,,,on,on,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","The April 20, 2010, explosion on the Deepwater Horizon rig injured 17 workers and killed 11 others, including nine Transocean employees, according to the SEC filing.",On what date did the worst oil spill in US history occur?,Ong speculated that they had jammed their way in.,How does Ong suspect the hijackers gained access to the cockpit?,"In Japan of the Tokugawa Ieyasu period , a young ninja named Jin Wu wantonly kills samurai and other government officials , leaving his clan to face the blame .",Whom did Jin Wu hold responsible for his father's death?,"Now, girls can be role models.",What changes have come about for girls in Matau?,"As the film begins , Alice attends a dance given by the wealthy Henrietta Lamb .",Who organized the dance at which Alice met Arthur Russell?,"In the year 1831, during the period of Pushkin's growing literary influence, he met one of Russia's other great early writers, Nikolai Gogol.",How were Pushkin and Gogol connected?,"Where it is warm, heat from the sun warms the air close to the surface.",What is the general principle behind weather?,They are not to be used to help a family manage their mother or help a doctor or nursing home get permission for a pill or procedure they feel is in the best interest of a patient.,How are power of attorneys and guardianships supposed to be used?,"The experiment was designed by Lon Foucault, a French scientist, in the year 1851.",What causes the cycles we see in the sky and who experimented that?,"It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods.",The famous Muscle Beach is located in which state?,Becoming extinct means they die out completely.,What happens when some living organism do not adapt to changes in the environment?,Mr. Allan did not have that affection for him which Mrs. Allan had.,What is the full name of the person described?,Jake was walking to the park to play baseball with his friends.,What is Jake really skilled at?,Shehhi first entered Germany in April 1996.,How old was Shehhi when he first entered Germany?,"In 1954, a year before his death, Einstein said to his old friend, Linus Pauling, I made one great mistake in my life--when I signed the letter to President Roosevelt recommending that atom bombs be made; but there was some justification--the danger that the Germans would make them ...",How many years before Einstein's death did he begin the quest toward creating a nuclear weapon?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","The April 20, 2010, explosion on the Deepwater Horizon rig injured 17 workers and killed 11 others, including nine Transocean employees, according to the SEC filing.",On what date did the worst oil spill in US history occur?,Ong speculated that they had jammed their way in.,How does Ong suspect the hijackers gained access to the cockpit?,"In Japan of the Tokugawa Ieyasu period , a young ninja named Jin Wu wantonly kills samurai and other government officials , leaving his clan to face the blame .",Whom did Jin Wu hold responsible for his father's death?,"Now, girls can be role models.",What changes have come about for girls in Matau?,"As the film begins , Alice attends a dance given by the wealthy Henrietta Lamb .",Who organized the dance at which Alice met Arthur Russell?,"In the year 1831, during the period of Pushkin's growing literary influence, he met one of Russia's other great early writers, Nikolai Gogol.",How were Pushkin and Gogol connected?,"Where it is warm, heat from the sun warms the air close to the surface.",What is the general principle behind weather?,They are not to be used to help a family manage their mother or help a doctor or nursing home get permission for a pill or procedure they feel is in the best interest of a patient.,How are power of attorneys and guardianships supposed to be used?,"The experiment was designed by Lon Foucault, a French scientist, in the year 1851.",What causes the cycles we see in the sky and who experimented that?,"It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods.",The famous Muscle Beach is located in which state?,Becoming extinct means they die out completely.,What happens when some living organism do not adapt to changes in the environment?,Mr. Allan did not have that affection for him which Mrs. Allan had.,What is the full name of the person described?,Jake was walking to the park to play baseball with his friends.,What is Jake really skilled at?,Shehhi first entered Germany in April 1996.,How old was Shehhi when he first entered Germany?,"In 1954, a year before his death, Einstein said to his old friend, Linus Pauling, I made one great mistake in my life--when I signed the letter to President Roosevelt recommending that atom bombs be made; but there was some justification--the danger that the Germans would make them ...",How many years before Einstein's death did he begin the quest toward creating a nuclear weapon?,20-Apr-10,,,,,,,,,,Henrietta Lamb,Both are great early writers,Heat from the sun warms the air close to the surface,Power of attorneys and guardianships are used to help a family manage their mother or help doctor or nursing home to get permission for a pill or procedure,,on,on,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","The April 20, 2010, explosion on the Deepwater Horizon rig injured 17 workers and killed 11 others, including nine Transocean employees, according to the SEC filing.",On what date did the worst oil spill in US history occur?,Ong speculated that they had jammed their way in.,How does Ong suspect the hijackers gained access to the cockpit?,"In Japan of the Tokugawa Ieyasu period , a young ninja named Jin Wu wantonly kills samurai and other government officials , leaving his clan to face the blame .",Whom did Jin Wu hold responsible for his father's death?,"Now, girls can be role models.",What changes have come about for girls in Matau?,"As the film begins , Alice attends a dance given by the wealthy Henrietta Lamb .",Who organized the dance at which Alice met Arthur Russell?,"In the year 1831, during the period of Pushkin's growing literary influence, he met one of Russia's other great early writers, Nikolai Gogol.",How were Pushkin and Gogol connected?,"Where it is warm, heat from the sun warms the air close to the surface.",What is the general principle behind weather?,They are not to be used to help a family manage their mother or help a doctor or nursing home get permission for a pill or procedure they feel is in the best interest of a patient.,How are power of attorneys and guardianships supposed to be used?,"The experiment was designed by Lon Foucault, a French scientist, in the year 1851.",What causes the cycles we see in the sky and who experimented that?,"It's not just workout fanatics hanging out at Muscle Beach, Sierra Club members hiking mountains or the uber-health-conscious touting organic foods.",The famous Muscle Beach is located in which state?,Becoming extinct means they die out completely.,What happens when some living organism do not adapt to changes in the environment?,Mr. Allan did not have that affection for him which Mrs. Allan had.,What is the full name of the person described?,Jake was walking to the park to play baseball with his friends.,What is Jake really skilled at?,Shehhi first entered Germany in April 1996.,How old was Shehhi when he first entered Germany?,"In 1954, a year before his death, Einstein said to his old friend, Linus Pauling, I made one great mistake in my life--when I signed the letter to President Roosevelt recommending that atom bombs be made; but there was some justification--the danger that the Germans would make them ...",How many years before Einstein's death did he begin the quest toward creating a nuclear weapon?,,,Becoming extinct means they die out completely.,Mrs. Allan had.,play baseball,Shehhi first entered Germany in April 1996.,"1954,",,"a young ninja named Jin Wu wantonly kills samurai and other government officials , leaving his clan to face the blame .","Now, girls can be role models.",,"Pushkin's growing literary influence, he met one of Russia's other great early writers, Nikolai Gogol",heat from the sun warms the air close to the surface.,They are not to be used to help a family manage their mother or help a doctor or nursing home get permission for a pill or procedure they feel is in the best interest of a patient.,"The experiment was designed by Lon Foucault, a French scientist, in the year 1851.",on,on,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,yes
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","They took the pearl home and saved it in a special box, so they could remember their day at the beach.",Why did Bob and Sally decide not to sell the pearl?,"Diggler became a prominent model and began appearing in pornographic films , after Which his career took off .",Which career did Diggler go after and became famous in?,"They've presented LSC in Washington, D.C., with a proposal to centralize the services into one program, which the national office is expected to accept or reject next week.",What has Alabama Legal Services been trying to do?,"In contrast to him is Karthik ( also ( ( Dileep , a violent college student , who loves his classmate Priya ( ( ( Manya .",Which two women does Karthik love and/or own?,"Depending upon how many warrants and options are exercised prior to completion of the transaction, Heritage would issue between 1.8 million and 2.35 million preferred shares, a Heritage spokesman estimated.",Heritage would issue how many preferred shares?,There is no summer and winter as we know them.,Do countries at the equator experience winter?,"It transpires that Rick , her boyfriend , gets involved in the cover up and goes to retrieve incriminatory evidence off the corpse , but is killed , replaced in Emser's grave .",Who gets killed while trying to help Mary Cover up the crime after strange occurrences started happening in her house,"Then I heard a pistol shot, followed by a hoarse cry.",What causes Mademoiselle to become upset?,"He first attempted to leave Yemen in 1995, when he applied for a U.S. visa.",What did Binalshibh do to escape Yemen when his U.S. visa was rejected?,"In fact, gravity can act over very long distances.",What factors affect gravity?,"The crash damages the fence of local Judge Evans , who sentences him to community service at a nearby hospital .",Where did Judge Evans live?,"Minamoto died in 1199, and the feudal structure passed intact to the tutelage of his widow’s family, the Hojo, who were content to play regent to a figurehead shogun, in much the same way as the Fujiwara had done with the emperor.",Who jointly held power in Japan after the rise of the Shoguns?,"Seven minutes later, Atta apparently took a call from Marwan al Shehhi, a longtime colleague who was at another terminal at Logan Airport.",With who and for how long was Mohamed Atta's last phone call?,The Air Force has been in control of air traffic operations since the military takeover of General Juan Carlos Ongan a in 1966 .,Which country's Air Force has been in control of air traffic operations since 1966?,A state foundation is giving West Texas Legal Services and the Fort Worth chapter of the NAACP more than $1 million to help provide civil legal services to the poor.,How much of the $1.03 million funding will the NAACP of Fort Worth get?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
